geni_id	descendants	ancestors	blood_relatives	family_tree	followers	at
6000000008910678424	228	1070	15000	23	2	2026-09-14T15:53:04.143Z
6000000017917836020	104	139	15000	19	1	2026-09-14T15:54:44.906Z
6000000157626410888	60	1061	15000	27	1	2026-09-14T15:49:32.847Z
6000000012675750713	43	1102	15000	65	2	2026-09-14T15:50:10.674Z
6000000018635606299	28	6161	15000	534	1	2026-09-14T15:53:19.708Z
6000000002659413608	17	1877	15000	2492	1	2026-09-14T15:49:12.718Z
6000000006761016763	17	5543	15000	2954	5	2026-09-14T15:50:16.056Z
6000000011228650708	11	1069	15000	11	2	2026-09-14T15:54:10.893Z
6000000020022705568	10	6823	15000	4541	1	2026-09-14T15:49:58.088Z
6000000022761022391	9	2603	15000	1525	3	2026-09-14T15:47:51.123Z
6000000016700022051	9	285	15000	73	1	2026-09-14T15:51:57.008Z
6000000205743896822	8	2526	15000	486	1	2026-09-14T15:51:46.937Z
6000000226676564928	8	1163	15000	146	1	2026-09-14T15:54:55.012Z
6000000074758101847	5	134	15000	428	8	2026-09-14T15:53:49.224Z
6000000016707841153	4	294	15000	57	1	2026-09-14T15:53:37.425Z
6000000012975721747	2	144	15000	103	1	2026-09-14T15:51:25.519Z
6000000083744938160	2	5999	15000	2746	4	2026-09-14T15:52:44.550Z
6000000001492240629	2	1176	15000	23	0	2026-09-14T15:54:01.295Z
6000000074744768859	1	118	15000	145	1	2026-09-14T15:48:51.444Z
6000000019865448126	1	388	15000	458	1	2026-09-14T15:49:25.312Z
6000000218947454876	1	1067	15000	103	1	2026-09-14T15:49:43.644Z
6000000074735066888	1	128	15000	24	1	2026-09-14T15:54:21.688Z
6000000074749966418	0	781	15000	355	1	2026-09-14T15:48:06.577Z
6000000226354820821	0	1149	15000	21	1	2026-09-14T15:48:19.569Z
6000000078356511855	0	4254	15000	3748	1	2026-09-14T15:48:33.213Z
6000000075402870137	0	437	15000	15	1	2026-09-14T15:48:40.223Z
6000000075400867520	0	436	15000	84	1	2026-09-14T15:50:51.274Z
6000000021653674214	0	215	15000	77	1	2026-09-14T15:51:05.461Z
6000000220889744926	0	1090	15000	16	1	2026-09-14T15:51:13.960Z
6000000027880473344	0	2375	15000	296	1	2026-09-14T15:51:37.606Z
6000000010506500090	0	140	15000	46	0	2026-09-14T15:52:13.034Z
6000000075406093978	0	298	15000	34	1	2026-09-14T15:52:19.905Z
6000000035633774722	0	5935	15000	2728	3	2026-09-14T15:52:34.858Z
6000000043182037951	0	6183	15000	140	1	2026-09-14T15:52:56.708Z
6000000013860948125	0	183	15000	22	1	2026-09-14T15:53:26.569Z
6000000002680262112	0	668	15000	50	1	2026-09-14T15:54:33.949Z
6000000076775672104	0	144	15000	358	1	2026-09-14T15:55:05.717Z
6000000039183071867	0	1056	15000	1149	8	2026-09-14T15:55:17.154Z
6000000074750667923	0	796	15000	463	1	2026-09-14T15:55:27.242Z
