id,type,qid,geni_id,requires,cited
add_statement:Q715062:P4602,add_statement,Q715062,6000000000469455971,,yes
add_statement:Q715062:P6375,add_statement,Q715062,6000000000469455971,,yes
add_statement:Q3053247:P6375,add_statement,Q3053247,6000000000469888989,,yes
add_statement:Q1384994:P6375,add_statement,Q1384994,6000000000471176865,,yes
add_statement:Q57605554:P569,add_statement,Q57605554,6000000000474020128,,yes
add_statement:Q57605554:P6375,add_statement,Q57605554,6000000000474020128,,yes
add_statement:Q2135866:P6375,add_statement,Q2135866,6000000000474064373,,yes
add_statement:Q127417131:P569,add_statement,Q127417131,6000000000474162821,,yes
add_statement:Q57450780:P569,add_statement,Q57450780,6000000000474169139,,yes
add_statement:Q57450780:P6375,add_statement,Q57450780,6000000000474169139,,yes
add_statement:Q130301691:P569,add_statement,Q130301691,6000000000474856176,,yes
add_statement:Q130301691:P570,add_statement,Q130301691,6000000000474856176,,yes
add_statement:Q130301691:P6375,add_statement,Q130301691,6000000000474856176,,yes
add_statement:Q125255552:P569,add_statement,Q125255552,6000000000474917048,,yes
add_statement:Q125255552:P570,add_statement,Q125255552,6000000000474917048,,yes
add_statement:Q125255552:P6375,add_statement,Q125255552,6000000000474917048,,yes
add_statement:Q470862:P4602,add_statement,Q470862,6000000000475063599,,yes
add_statement:Q114783894:P6375,add_statement,Q114783894,6000000000475120269,,yes
add_statement:Q113055929:P4602,add_statement,Q113055929,6000000000475122638,,yes
add_statement:Q113055929:P6375,add_statement,Q113055929,6000000000475122638,,yes
add_statement:Q96216572:P4602,add_statement,Q96216572,6000000000484360519,,yes
add_statement:Q96216572:P6375,add_statement,Q96216572,6000000000484360519,,yes
add_statement:Q96216572:P26:Q96216573,add_statement,Q96216572,6000000000484360519,,yes
add_statement:Q235619:P6375,add_statement,Q235619,6000000000486980226,,yes
add_statement:Q96207651:P4602,add_statement,Q96207651,6000000000490345125,,yes
add_statement:Q96207651:P6375,add_statement,Q96207651,6000000000490345125,,yes
add_statement:Q96207651:P26:Q96207648,add_statement,Q96207651,6000000000490345125,,yes
add_statement:Q313373:P4602,add_statement,Q313373,6000000000490564196,,yes
add_statement:Q313373:P6375,add_statement,Q313373,6000000000490564196,,yes
add_statement:Q115945622:P4602,add_statement,Q115945622,6000000000490977457,,yes
add_statement:Q115945622:P6375,add_statement,Q115945622,6000000000490977457,,yes
add_statement:Q112811767:P570,add_statement,Q112811767,6000000000491022944,,yes
add_statement:Q112811767:P6375,add_statement,Q112811767,6000000000491022944,,yes
add_statement:Q115284074:P570,add_statement,Q115284074,6000000000491266829,,yes
add_statement:Q115284074:P6375,add_statement,Q115284074,6000000000491266829,,yes
add_statement:Q105105:P4602,add_statement,Q105105,6000000000495138391,,yes
add_statement:Q105105:P6375,add_statement,Q105105,6000000000495138391,,yes
add_statement:Q2016555:P6375,add_statement,Q2016555,6000000000498433774,,yes
add_statement:Q241627:P6375,add_statement,Q241627,6000000000498986237,,yes
add_statement:Q313079:P6375,add_statement,Q313079,6000000000499350741,,yes
add_statement:Q928607:P6375,add_statement,Q928607,6000000000505808060,,yes
add_statement:Q928607:P26:Q289285,add_statement,Q928607,6000000000505808060,,yes
add_statement:Q76399:P6375,add_statement,Q76399,6000000000508720517,,yes
add_statement:Q37065:P6375,add_statement,Q37065,6000000000515214098,,yes
add_statement:Q75819112:P4602,add_statement,Q75819112,6000000000517401192,,yes
add_statement:Q75819112:P6375,add_statement,Q75819112,6000000000517401192,,yes
add_statement:Q75819112:P26:Q6284460,add_statement,Q75819112,6000000000517401192,,yes
add_statement:Q6284460:P4602,add_statement,Q6284460,6000000000517427095,,yes
add_statement:Q6284460:P6375,add_statement,Q6284460,6000000000517427095,,yes
add_statement:Q6284460:P26:Q75819112,add_statement,Q6284460,6000000000517427095,,yes
add_statement:Q131399503:P6375,add_statement,Q131399503,6000000000517440941,,yes
add_statement:Q464908:P6375,add_statement,Q464908,6000000000531580778,,yes
add_statement:Q529944:P4602,add_statement,Q529944,6000000000531627997,,yes
add_statement:Q529944:P6375,add_statement,Q529944,6000000000531627997,,yes
add_statement:Q536101:P4602,add_statement,Q536101,6000000000531704637,,yes
add_statement:Q536101:P6375,add_statement,Q536101,6000000000531704637,,yes
add_statement:Q530661:P4602,add_statement,Q530661,6000000000531807761,,yes
add_statement:Q530661:P6375,add_statement,Q530661,6000000000531807761,,yes
add_statement:Q224728:P4602,add_statement,Q224728,6000000000533539177,,yes
add_statement:Q224728:P6375,add_statement,Q224728,6000000000533539177,,yes
add_label:Q135427840:en,add_statement,Q135427840,6000000000533829070,,no
add_statement:Q135427840:P6375,add_statement,Q135427840,6000000000533829070,,yes
add_statement:Q113652592:P569,add_statement,Q113652592,6000000000536956811,,yes
add_statement:Q113652592:P570,add_statement,Q113652592,6000000000536956811,,yes
add_statement:Q466247:P4602,add_statement,Q466247,6000000000537043368,,yes
add_statement:Q466247:P6375,add_statement,Q466247,6000000000537043368,,yes
add_statement:Q298896:P6375,add_statement,Q298896,6000000000537218162,,yes
add_statement:Q109704310:P6375,add_statement,Q109704310,6000000000541586091,,yes
add_statement:Q664188:P4602,add_statement,Q664188,6000000000543360018,,yes
add_statement:Q664188:P6375,add_statement,Q664188,6000000000543360018,,yes
add_statement:Q150512:P4602,add_statement,Q150512,6000000000549937047,,yes
add_statement:Q150512:P6375,add_statement,Q150512,6000000000549937047,,yes
add_statement:Q123915896:P569,add_statement,Q123915896,6000000000550115825,,yes
add_statement:Q123915896:P570,add_statement,Q123915896,6000000000550115825,,yes
add_statement:Q123915896:P6375,add_statement,Q123915896,6000000000550115825,,yes
add_statement:Q100949105:P6375,add_statement,Q100949105,6000000000550115980,,yes
add_statement:Q117357200:P570,add_statement,Q117357200,6000000000550137663,,yes
add_statement:Q7606754:P6375,add_statement,Q7606754,6000000000551628693,,yes
add_statement:Q101384:P4602,add_statement,Q101384,6000000000559404221,,yes
add_statement:Q101384:P6375,add_statement,Q101384,6000000000559404221,,yes
add_statement:Q4726170:P4602,add_statement,Q4726170,6000000000560074228,,yes
add_statement:Q4726170:P6375,add_statement,Q4726170,6000000000560074228,,yes
add_statement:Q110302794:P4602,add_statement,Q110302794,6000000000573841785,,yes
add_statement:Q110302794:P6375,add_statement,Q110302794,6000000000573841785,,yes
add_statement:Q431364:P6375,add_statement,Q431364,6000000000583879952,,yes
add_statement:Q431364:P26:Q52926,add_statement,Q431364,6000000000583879952,,yes
add_label:Q111918227:en,add_statement,Q111918227,6000000000591496498,,no
add_statement:Q111918227:P4602,add_statement,Q111918227,6000000000591496498,,yes
add_statement:Q111918227:P6375,add_statement,Q111918227,6000000000591496498,,yes
add_statement:Q111918218:P6375,add_statement,Q111918218,6000000000591521301,,yes
add_statement:Q111918218:P26:Q101534235,add_statement,Q111918218,6000000000591521301,,yes
add_statement:Q193752:P4602,add_statement,Q193752,6000000000595940091,,yes
add_statement:Q193752:P6375,add_statement,Q193752,6000000000595940091,,yes
add_statement:Q888051:P4602,add_statement,Q888051,6000000000596051410,,yes
add_statement:Q3056729:P4602,add_statement,Q3056729,6000000000596503208,,yes
add_statement:Q3056729:P40:Q453121,add_statement,Q3056729,6000000000596503208,,yes
add_statement:Q234724:P6375,add_statement,Q234724,6000000000599365568,,yes
add_statement:Q114780860:P569,add_statement,Q114780860,6000000000601126834,,yes
add_statement:Q114780860:P570,add_statement,Q114780860,6000000000601126834,,yes
add_statement:Q114780860:P6375,add_statement,Q114780860,6000000000601126834,,yes
add_statement:Q114780859:P6375,add_statement,Q114780859,6000000000601943078,,yes
add_statement:Q65006:P6375,add_statement,Q65006,6000000000608202281,,yes
add_statement:Q96243412:P6375,add_statement,Q96243412,6000000000613051601,,yes
add_statement:Q57798:P4602,add_statement,Q57798,6000000000614910056,,yes
add_statement:Q57798:P6375,add_statement,Q57798,6000000000614910056,,yes
add_statement:Q115861036:P4602,add_statement,Q115861036,6000000000618779755,,yes
add_statement:Q115861036:P6375,add_statement,Q115861036,6000000000618779755,,yes
add_statement:Q115861036:P26:Q115861033,add_statement,Q115861036,6000000000618779755,,yes
add_statement:Q228642:P4602,add_statement,Q228642,6000000000620057923,,yes
add_statement:Q228642:P6375,add_statement,Q228642,6000000000620057923,,yes
add_statement:Q537508:P6375,add_statement,Q537508,6000000000621618160,,yes
add_statement:Q96305900:P4602,add_statement,Q96305900,6000000000622078661,,yes
add_statement:Q96305900:P6375,add_statement,Q96305900,6000000000622078661,,yes
add_statement:Q96305900:P26:Q5230914,add_statement,Q96305900,6000000000622078661,,yes
add_statement:Q6098262:P4602,add_statement,Q6098262,6000000000623201673,,yes
add_statement:Q2284422:P4602,add_statement,Q2284422,6000000000624307198,,yes
add_statement:Q2284422:P6375,add_statement,Q2284422,6000000000624307198,,yes
add_statement:Q128803312:P569,add_statement,Q128803312,6000000000628499358,,yes
add_statement:Q128803312:P570,add_statement,Q128803312,6000000000628499358,,yes
add_statement:Q106497509:P569,add_statement,Q106497509,6000000000628517430,,yes
add_statement:Q106497509:P570,add_statement,Q106497509,6000000000628517430,,yes
add_statement:Q106497509:P4602,add_statement,Q106497509,6000000000628517430,,yes
add_statement:Q124884385:P569,add_statement,Q124884385,6000000000628517452,,yes
add_statement:Q124884385:P570,add_statement,Q124884385,6000000000628517452,,yes
add_statement:Q113088898:P6375,add_statement,Q113088898,6000000000628704396,,yes
add_statement:Q701736:P6375,add_statement,Q701736,6000000000628771629,,yes
add_statement:Q701736:P26:Q787932,add_statement,Q701736,6000000000628771629,,yes
add_statement:Q62051:P6375,add_statement,Q62051,6000000000628796728,,yes
add_statement:Q1605895:P6375,add_statement,Q1605895,6000000000628798005,,yes
add_statement:Q765798:P6375,add_statement,Q765798,6000000000628802045,,yes
add_statement:Q26970861:P569,add_statement,Q26970861,6000000000628841483,,yes
add_statement:Q26970861:P570,add_statement,Q26970861,6000000000628841483,,yes
add_statement:Q26970861:P6375,add_statement,Q26970861,6000000000628841483,,yes
add_statement:Q16172172:P570,add_statement,Q16172172,6000000000628841520,,yes
add_statement:Q16172172:P6375,add_statement,Q16172172,6000000000628841520,,yes
add_statement:Q127270419:P569,add_statement,Q127270419,6000000000631669687,,yes
add_statement:Q127270419:P570,add_statement,Q127270419,6000000000631669687,,yes
add_statement:Q127270419:P6375,add_statement,Q127270419,6000000000631669687,,yes
add_statement:Q112974047:P569,add_statement,Q112974047,6000000000631832372,,yes
add_statement:Q112974047:P570,add_statement,Q112974047,6000000000631832372,,yes
add_statement:Q112974047:P6375,add_statement,Q112974047,6000000000631832372,,yes
add_statement:Q112974047:P26:Q112974046,add_statement,Q112974047,6000000000631832372,,yes
add_statement:Q112974046:P569,add_statement,Q112974046,6000000000631929115,,yes
add_statement:Q112974046:P570,add_statement,Q112974046,6000000000631929115,,yes
add_statement:Q112974046:P6375,add_statement,Q112974046,6000000000631929115,,yes
add_statement:Q112974046:P26:Q112974047,add_statement,Q112974046,6000000000631929115,,yes
add_statement:Q314331:P4602,add_statement,Q314331,6000000000632007001,,yes
add_statement:Q314331:P6375,add_statement,Q314331,6000000000632007001,,yes
add_statement:Q261129:P4602,add_statement,Q261129,6000000000632008459,,yes
add_statement:Q261129:P6375,add_statement,Q261129,6000000000632008459,,yes
add_statement:Q338985:P4602,add_statement,Q338985,6000000000632008496,,yes
add_statement:Q338985:P6375,add_statement,Q338985,6000000000632008496,,yes
add_statement:Q237132:P4602,add_statement,Q237132,6000000000632010779,,yes
add_statement:Q237132:P6375,add_statement,Q237132,6000000000632010779,,yes
add_statement:Q225411:P6375,add_statement,Q225411,6000000000632022733,,yes
add_statement:Q84470:P4602,add_statement,Q84470,6000000000632027409,,yes
add_statement:Q84470:P6375,add_statement,Q84470,6000000000632027409,,yes
add_statement:Q315076:P4602,add_statement,Q315076,6000000000632030029,,yes
add_statement:Q6195838:P6375,add_statement,Q6195838,6000000000637041844,,yes
add_statement:Q2074107:P6375,add_statement,Q2074107,6000000000640385057,,yes
add_statement:Q134986741:P569,add_statement,Q134986741,6000000000640391267,,yes
add_statement:Q134986741:P25:Q134986350,add_statement,Q134986741,6000000000640391267,,yes
add_statement:Q134986741:P40:Q2480487,add_statement,Q134986741,6000000000640391267,,yes
add_statement:Q134986741:P40:Q134986742,add_statement,Q134986741,6000000000640391267,,yes
add_statement:Q99304151:P26:Q99304145,add_statement,Q99304151,6000000000640977134,,yes
add_statement:Q56006137:P569,add_statement,Q56006137,6000000000640981133,,yes
add_statement:Q1391653:P6375,add_statement,Q1391653,6000000000641070994,,yes
add_statement:Q54553782:P569,add_statement,Q54553782,6000000000641095018,,yes
add_statement:Q104903436:P26:Q106589797,add_statement,Q104903436,6000000000641682491,,yes
add_statement:Q106589797:P569,add_statement,Q106589797,6000000000641700454,,yes
add_statement:Q106589797:P570,add_statement,Q106589797,6000000000641700454,,yes
add_statement:Q106589797:P26:Q104903436,add_statement,Q106589797,6000000000641700454,,yes
add_statement:Q97196008:P569,add_statement,Q97196008,6000000000641701450,,yes
add_statement:Q97196008:P26:Q106589790,add_statement,Q97196008,6000000000641701450,,yes
add_statement:Q106589790:P26:Q97196008,add_statement,Q106589790,6000000000641784338,,yes
add_statement:Q1363300:P6375,add_statement,Q1363300,6000000000642015406,,yes
add_statement:Q124883749:P569,add_statement,Q124883749,6000000000642055433,,yes
add_statement:Q124883749:P570,add_statement,Q124883749,6000000000642055433,,yes
add_statement:Q124883749:P6375,add_statement,Q124883749,6000000000642055433,,yes
add_statement:Q123900859:P569,add_statement,Q123900859,6000000000651971551,,yes
add_statement:Q123900859:P570,add_statement,Q123900859,6000000000651971551,,yes
add_statement:Q123900859:P4602,add_statement,Q123900859,6000000000651971551,,yes
add_statement:Q123900859:P6375,add_statement,Q123900859,6000000000651971551,,yes
add_statement:Q139251294:P569,add_statement,Q139251294,6000000000651971591,,yes
add_statement:Q139251294:P570,add_statement,Q139251294,6000000000651971591,,yes
add_statement:Q139251294:P6375,add_statement,Q139251294,6000000000651971591,,yes
add_statement:Q682317:P6375,add_statement,Q682317,6000000000651994464,,yes
add_statement:Q116811517:P6375,add_statement,Q116811517,6000000000652291220,,yes
add_statement:Q116811517:P26:Q116811512,add_statement,Q116811517,6000000000652291220,,yes
add_statement:Q291372:P6375,add_statement,Q291372,6000000000656886819,,yes
add_statement:Q5351:P4602,add_statement,Q5351,6000000000656950354,,yes
add_statement:Q5351:P6375,add_statement,Q5351,6000000000656950354,,yes
add_statement:Q108302019:P4602,add_statement,Q108302019,6000000000658127861,,yes
add_statement:Q108302019:P6375,add_statement,Q108302019,6000000000658127861,,yes
add_statement:Q1970878:P6375,add_statement,Q1970878,6000000000661306654,,yes
add_statement:Q134986485:P569,add_statement,Q134986485,6000000000661686823,,yes
add_statement:Q134986485:P570,add_statement,Q134986485,6000000000661686823,,yes
add_statement:Q134986485:P6375,add_statement,Q134986485,6000000000661686823,,yes
add_statement:Q134986485:P40:Q134986488,add_statement,Q134986485,6000000000661686823,,yes
add_statement:Q112939353:P6375,add_statement,Q112939353,6000000000664584700,,yes
add_statement:Q112939353:P40:Q112958671,add_statement,Q112939353,6000000000664584700,,yes
add_statement:Q561182:P6375,add_statement,Q561182,6000000000665131865,,yes
add_statement:Q235080:P6375,add_statement,Q235080,6000000000665380375,,yes
add_statement:Q5544830:P6375,add_statement,Q5544830,6000000000669136730,,yes
add_statement:Q49686:P6375,add_statement,Q49686,6000000000669984837,,yes
add_statement:Q472427:P6375,add_statement,Q472427,6000000000670173610,,yes
add_statement:Q171185:P4602,add_statement,Q171185,6000000000670268006,,yes
add_statement:Q171185:P6375,add_statement,Q171185,6000000000670268006,,yes
add_statement:Q37097:P6375,add_statement,Q37097,6000000000670279300,,yes
add_statement:Q355869:P6375,add_statement,Q355869,6000000000671790465,,yes
add_statement:Q355869:P25:Q88163872,add_statement,Q355869,6000000000671790465,,yes
add_statement:Q210359:P6375,add_statement,Q210359,6000000000671818264,,yes
add_statement:Q244852:P4602,add_statement,Q244852,6000000000671822547,,yes
add_statement:Q244852:P6375,add_statement,Q244852,6000000000671822547,,yes
add_statement:Q2498514:P4602,add_statement,Q2498514,6000000000671828681,,yes
add_statement:Q2498514:P6375,add_statement,Q2498514,6000000000671828681,,yes
add_statement:Q272156:P6375,add_statement,Q272156,6000000000671850343,,yes
add_statement:Q188995:P6375,add_statement,Q188995,6000000000671874700,,yes
add_statement:Q2624015:P6375,add_statement,Q2624015,6000000000672141254,,yes
add_statement:Q2668881:P4602,add_statement,Q2668881,6000000000672147196,,yes
add_statement:Q2668881:P6375,add_statement,Q2668881,6000000000672147196,,yes
add_statement:Q506442:P4602,add_statement,Q506442,6000000000676856258,,yes
add_statement:Q506442:P6375,add_statement,Q506442,6000000000676856258,,yes
add_statement:Q5860566:P6375,add_statement,Q5860566,6000000000677330061,,yes
add_statement:Q5860566:P25:Q134986398,add_statement,Q5860566,6000000000677330061,,yes
add_statement:Q5860566:P40:Q134986352,add_statement,Q5860566,6000000000677330061,,yes
add_statement:Q174256:P6375,add_statement,Q174256,6000000000677983277,,yes
add_statement:Q564115:P4602,add_statement,Q564115,6000000000679384443,,yes
add_statement:Q564115:P6375,add_statement,Q564115,6000000000679384443,,yes
add_statement:Q3018115:P6375,add_statement,Q3018115,6000000000682305430,,yes
add_statement:Q347954:P6375,add_statement,Q347954,6000000000685205542,,yes
add_statement:Q1498722:P6375,add_statement,Q1498722,6000000000685740537,,yes
add_statement:Q4170906:P6375,add_statement,Q4170906,6000000000686067806,,yes
add_statement:Q109535759:P6375,add_statement,Q109535759,6000000000687159409,,yes
add_statement:Q124662705:P569,add_statement,Q124662705,6000000000689046424,,yes
add_statement:Q124662705:P570,add_statement,Q124662705,6000000000689046424,,yes
add_statement:Q124662705:P6375,add_statement,Q124662705,6000000000689046424,,yes
add_statement:Q1215396:P6375,add_statement,Q1215396,6000000000693906353,,yes
add_statement:Q57668:P4602,add_statement,Q57668,6000000000695635171,,yes
add_statement:Q233277:P4602,add_statement,Q233277,6000000000698197888,,yes
add_statement:Q233277:P6375,add_statement,Q233277,6000000000698197888,,yes
add_statement:Q65809:P6375,add_statement,Q65809,6000000000699544464,,yes
add_statement:Q2670053:P4602,add_statement,Q2670053,6000000000700873631,,yes
add_statement:Q2670053:P6375,add_statement,Q2670053,6000000000700873631,,yes
add_statement:Q2670053:P40:Q2135066,add_statement,Q2670053,6000000000700873631,,yes
add_statement:Q1269233:P569,add_statement,Q1269233,6000000000700882993,,yes
add_statement:Q1269233:P6375,add_statement,Q1269233,6000000000700882993,,yes
add_statement:Q1230832:P570,add_statement,Q1230832,6000000000700891785,,yes
add_statement:Q1230832:P6375,add_statement,Q1230832,6000000000700891785,,yes
add_statement:Q1429:P6375,add_statement,Q1429,6000000000700895484,,yes
add_statement:Q76154276:P569,add_statement,Q76154276,6000000000700895995,,yes
add_statement:Q1434:P6375,add_statement,Q1434,6000000000700903993,,yes
add_statement:Q233444:P6375,add_statement,Q233444,6000000000700912476,,yes
add_statement:Q656226:P6375,add_statement,Q656226,6000000000700952838,,yes
add_statement:Q76299122:P569,add_statement,Q76299122,6000000000700969811,,yes
add_statement:Q76299122:P570,add_statement,Q76299122,6000000000700969811,,yes
add_statement:Q76299122:P6375,add_statement,Q76299122,6000000000700969811,,yes
add_statement:Q1419:P6375,add_statement,Q1419,6000000000701024840,,yes
add_statement:Q1159617:P570,add_statement,Q1159617,6000000000701087672,,yes
add_statement:Q1159617:P6375,add_statement,Q1159617,6000000000701087672,,yes
add_statement:Q319075:P6375,add_statement,Q319075,6000000000701099860,,yes
add_statement:Q5423032:P4602,add_statement,Q5423032,6000000000701119941,,yes
add_statement:Q5423032:P6375,add_statement,Q5423032,6000000000701119941,,yes
add_statement:Q507801:P4602,add_statement,Q507801,6000000000701127473,,yes
add_statement:Q507801:P6375,add_statement,Q507801,6000000000701127473,,yes
add_label:Q17113694:en,add_statement,Q17113694,6000000000701212199,,no
add_statement:Q17113694:P569,add_statement,Q17113694,6000000000701212199,,yes
add_statement:Q17113694:P6375,add_statement,Q17113694,6000000000701212199,,yes
add_statement:Q17113694:P40:Q135976548,add_statement,Q17113694,6000000000701212199,,yes
add_statement:Q17113694:P40:Q88163872,add_statement,Q17113694,6000000000701212199,,yes
add_statement:Q131144002:P569,add_statement,Q131144002,6000000000701212421,,yes
add_statement:Q131144002:P40:Q2502260,add_statement,Q131144002,6000000000701212421,,yes
add_statement:Q131144002:P40:Q13478538,add_statement,Q131144002,6000000000701212421,,yes
add_statement:Q2962479:P6375,add_statement,Q2962479,6000000000701219068,,yes
add_statement:Q2156147:P4602,add_statement,Q2156147,6000000000701219088,,yes
add_statement:Q2156147:P6375,add_statement,Q2156147,6000000000701219088,,yes
add_statement:Q98698826:P569,add_statement,Q98698826,6000000000701224330,,yes
add_statement:Q98698826:P570,add_statement,Q98698826,6000000000701224330,,yes
add_statement:Q98698826:P6375,add_statement,Q98698826,6000000000701224330,,yes
add_statement:Q98698826:P26:Q98698817,add_statement,Q98698826,6000000000701224330,,yes
add_statement:Q12078166:P6375,add_statement,Q12078166,6000000000701224748,,yes
add_statement:Q43915:P4602,add_statement,Q43915,6000000000701225368,,yes
add_statement:Q43915:P6375,add_statement,Q43915,6000000000701225368,,yes
add_statement:Q442257:P4602,add_statement,Q442257,6000000000701225390,,yes
add_statement:Q442257:P6375,add_statement,Q442257,6000000000701225390,,yes
add_statement:Q511206:P4602,add_statement,Q511206,6000000000702222002,,yes
add_statement:Q511206:P6375,add_statement,Q511206,6000000000702222002,,yes
add_statement:Q220823:P4602,add_statement,Q220823,6000000000702651495,,yes
add_statement:Q220823:P6375,add_statement,Q220823,6000000000702651495,,yes
add_statement:Q236184:P4602,add_statement,Q236184,6000000000703114066,,yes
add_statement:Q213625:P4602,add_statement,Q213625,6000000000707451124,,yes
add_statement:Q213625:P6375,add_statement,Q213625,6000000000707451124,,yes
add_statement:Q213625:P26:Q6575221,add_statement,Q213625,6000000000707451124,,yes
add_statement:Q60232:P4602,add_statement,Q60232,6000000000707629259,,yes
add_statement:Q60232:P6375,add_statement,Q60232,6000000000707629259,,yes
add_statement:Q371731:P4602,add_statement,Q371731,6000000000707666246,,yes
add_statement:Q371731:P6375,add_statement,Q371731,6000000000707666246,,yes
add_statement:Q705120:P4602,add_statement,Q705120,6000000000707719940,,yes
add_statement:Q705120:P6375,add_statement,Q705120,6000000000707719940,,yes
add_statement:Q375309:P6375,add_statement,Q375309,6000000000709541555,,yes
add_statement:Q2321295:P6375,add_statement,Q2321295,6000000000709878499,,yes
add_statement:Q108442:P6375,add_statement,Q108442,6000000000710016864,,yes
add_statement:Q140466077:P569,add_statement,Q140466077,6000000000710792530,,yes
add_statement:Q140466077:P570,add_statement,Q140466077,6000000000710792530,,yes
add_statement:Q140466077:P26:Q113481858,add_statement,Q140466077,6000000000710792530,,yes
add_statement:Q519641:P4602,add_statement,Q519641,6000000000716998561,,yes
add_statement:Q519641:P6375,add_statement,Q519641,6000000000716998561,,yes
add_statement:Q166768:P4602,add_statement,Q166768,6000000000717382308,,yes
add_statement:Q155669:P6375,add_statement,Q155669,6000000000717690363,,yes
add_statement:Q175833:P6375,add_statement,Q175833,6000000000717697109,,yes
add_statement:Q130834:P4602,add_statement,Q130834,6000000000717738539,,yes
add_statement:Q130834:P6375,add_statement,Q130834,6000000000717738539,,yes
add_statement:Q78519:P4602,add_statement,Q78519,6000000000717784233,,yes
add_statement:Q78519:P6375,add_statement,Q78519,6000000000717784233,,yes
add_statement:Q234703:P4602,add_statement,Q234703,6000000000717970404,,yes
add_statement:Q234703:P6375,add_statement,Q234703,6000000000717970404,,yes
add_statement:Q536615:P4602,add_statement,Q536615,6000000000720420100,,yes
add_statement:Q536615:P6375,add_statement,Q536615,6000000000720420100,,yes
add_statement:Q36724:P6375,add_statement,Q36724,6000000000722248117,,yes
add_statement:Q36724:P26:Q232271,add_statement,Q36724,6000000000722248117,,yes
add_statement:Q110715906:P6375,add_statement,Q110715906,6000000000724005132,,yes
add_statement:Q110303291:P569,add_statement,Q110303291,6000000000725107454,,yes
add_statement:Q110303291:P570,add_statement,Q110303291,6000000000725107454,,yes
add_statement:Q110303291:P6375,add_statement,Q110303291,6000000000725107454,,yes
add_statement:Q110303291:P26:Q110303285,add_statement,Q110303291,6000000000725107454,,yes
add_statement:Q103784012:P569,add_statement,Q103784012,6000000000725115972,,yes
add_statement:Q103784012:P570,add_statement,Q103784012,6000000000725115972,,yes
add_statement:Q103784012:P6375,add_statement,Q103784012,6000000000725115972,,yes
add_statement:Q110303285:P569,add_statement,Q110303285,6000000000725126540,,yes
add_statement:Q110303285:P570,add_statement,Q110303285,6000000000725126540,,yes
add_statement:Q110303285:P26:Q110303291,add_statement,Q110303285,6000000000725126540,,yes
add_statement:Q96240748:P6375,add_statement,Q96240748,6000000000725156868,,yes
add_statement:Q96240748:P26:Q96240756,add_statement,Q96240748,6000000000725156868,,yes
add_statement:Q50804829:P569,add_statement,Q50804829,6000000000725159715,,yes
add_statement:Q50804829:P6375,add_statement,Q50804829,6000000000725159715,,yes
add_statement:Q50804829:P26:Q110303313,add_statement,Q50804829,6000000000725159715,,yes
add_statement:Q5779081:P569,add_statement,Q5779081,6000000000725170698,,yes
add_statement:Q5779081:P4602,add_statement,Q5779081,6000000000725170698,,yes
add_statement:Q5779081:P6375,add_statement,Q5779081,6000000000725170698,,yes
add_statement:Q5779081:P26:Q110549448,add_statement,Q5779081,6000000000725170698,,yes
add_statement:Q3617647:P4602,add_statement,Q3617647,6000000000727845797,,yes
add_statement:Q3617647:P6375,add_statement,Q3617647,6000000000727845797,,yes
add_statement:Q78226:P4602,add_statement,Q78226,6000000000727935900,,yes
add_statement:Q235629:P6375,add_statement,Q235629,6000000000728588023,,yes
add_statement:Q640793:P4602,add_statement,Q640793,6000000000728657032,,yes
add_statement:Q640793:P6375,add_statement,Q640793,6000000000728657032,,yes
add_statement:Q1913065:P4602,add_statement,Q1913065,6000000000728689157,,yes
add_statement:Q1913065:P6375,add_statement,Q1913065,6000000000728689157,,yes
add_statement:Q169329:P6375,add_statement,Q169329,6000000000728894976,,yes
add_statement:Q96240732:P570,add_statement,Q96240732,6000000000732315615,,yes
add_statement:Q96240732:P4602,add_statement,Q96240732,6000000000732315615,,yes
add_statement:Q96240732:P6375,add_statement,Q96240732,6000000000732315615,,yes
add_statement:Q96240732:P26:Q96240735,add_statement,Q96240732,6000000000732315615,,yes
add_statement:Q310963:P4602,add_statement,Q310963,6000000000733461316,,yes
add_statement:Q310963:P6375,add_statement,Q310963,6000000000733461316,,yes
add_label:Q137796884:en,add_statement,Q137796884,6000000000736830679,,no
add_statement:Q137796884:P6375,add_statement,Q137796884,6000000000736830679,,yes
add_statement:Q137796884:P25:Q235657,add_statement,Q137796884,6000000000736830679,,yes
add_statement:Q112128:P4602,add_statement,Q112128,6000000000737629865,,yes
add_statement:Q112128:P6375,add_statement,Q112128,6000000000737629865,,yes
add_statement:Q42034:P4602,add_statement,Q42034,6000000000737643783,,yes
add_statement:Q42034:P6375,add_statement,Q42034,6000000000737643783,,yes
add_statement:Q180123:P4602,add_statement,Q180123,6000000000737726892,,yes
add_statement:Q180123:P6375,add_statement,Q180123,6000000000737726892,,yes
add_statement:Q435726:P6375,add_statement,Q435726,6000000000742036243,,yes
add_statement:Q1335950:P6375,add_statement,Q1335950,6000000000743061914,,yes
add_statement:Q1635800:P6375,add_statement,Q1635800,6000000000743413001,,yes
add_statement:Q374385:P6375,add_statement,Q374385,6000000000752137451,,yes
add_statement:Q105038596:P569,add_statement,Q105038596,6000000000754545135,,yes
add_statement:Q255737:P4602,add_statement,Q255737,6000000000759614642,,yes
add_statement:Q782328:P6375,add_statement,Q782328,6000000000759878376,,yes
add_statement:Q215204:P4602,add_statement,Q215204,6000000000761701017,,yes
