store,geni_id,qid,language,label,kind,marker,vocabulary,position,remainder
geni,6000000009534556967,,label_en,Private,marker,private,narrow,whole,
geni,6000000009534556967,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009534693213,,label_en,Private,marker,private,narrow,whole,
geni,6000000009534693213,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009534698248,,label_en,Private,marker,private,narrow,whole,
geni,6000000009534698248,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009534708860,,label_en,<private> Mengistu,marker,<private>,narrow,head,Mengistu
geni,6000000009534708860,,label_mul,<private> Mengistu,marker,<private>,narrow,head,Mengistu
geni,6000000009534926349,,label_en,Private,marker,private,narrow,whole,
geni,6000000009534926349,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009535967342,,label_en,Private,marker,private,narrow,whole,
geni,6000000009535967342,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009536063267,,label_en,Private,marker,private,narrow,whole,
geni,6000000009536063267,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009536086149,,label_en,Private,marker,private,narrow,whole,
geni,6000000009536086149,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009536434773,,label_en,Private,marker,private,narrow,whole,
geni,6000000009536434773,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009536449001,,label_en,Private,marker,private,narrow,whole,
geni,6000000009536449001,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009536542319,,label_en,Private,marker,private,narrow,whole,
geni,6000000009536542319,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009543071781,,label_en,<private> Haile,marker,<private>,narrow,head,Haile
geni,6000000009543071781,,label_mul,<private> Haile,marker,<private>,narrow,head,Haile
geni,6000000009543161076,,label_en,Private,marker,private,narrow,whole,
geni,6000000009543161076,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009543172840,,label_en,Private,marker,private,narrow,whole,
geni,6000000009543172840,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009543173519,,label_en,Private,marker,private,narrow,whole,
geni,6000000009543173519,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009543581385,,label_en,Private,marker,private,narrow,whole,
geni,6000000009543581385,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009543606329,,label_en,Private,marker,private,narrow,whole,
geni,6000000009543606329,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009543629462,,label_en,Private,marker,private,narrow,whole,
geni,6000000009543629462,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009543656314,,label_en,Private,marker,private,narrow,whole,
geni,6000000009543656314,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009551767725,,label_en,NN zoon van Godfried III en Doda,marker,nn,narrow,head,zoon van Godfried III en Doda
geni,6000000009551767725,,label_mul,NN zoon van Godfried III en Doda,marker,nn,narrow,head,zoon van Godfried III en Doda
geni,6000000009553023328,,label_en,NN,marker,nn,narrow,whole,
geni,6000000009553023328,,label_mul,NN,marker,nn,narrow,whole,
geni,6000000009553800129,,label_en,Private,marker,private,narrow,whole,
geni,6000000009553800129,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009562665146,,label_en,Private,marker,private,narrow,whole,
geni,6000000009562665146,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009562698942,,label_en,daughter of Shmuel Lopatiner of shmuel Lopatiner,description,daughter of,relationship,inside,Shmuel Lopatiner of shmuel Lopatiner
geni,6000000009562698942,,label_mul,daughter of Shmuel Lopatiner of shmuel Lopatiner,description,daughter of,relationship,inside,Shmuel Lopatiner of shmuel Lopatiner
geni,6000000009563272522,,label_en,Unknown Segal [of Lvov],marker,unknown,wide,head,Segal [of Lvov]
geni,6000000009563272522,,label_mul,Unknown Segal [of Lvov],marker,unknown,wide,head,Segal [of Lvov]
geni,6000000009570763900,,label_en,Private,marker,private,narrow,whole,
geni,6000000009570763900,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009572143757,,label_en,wife of Abraham bat Eliezer Treves,description,wife of,relationship,inside,Abraham bat Eliezer Treves
geni,6000000009572143757,,label_mul,wife of Abraham bat Eliezer Treves,description,wife of,relationship,inside,Abraham bat Eliezer Treves
geni,6000000009572272477,,label_en,Gittel [Wife of Shlomo] d. She'erit Yosef Katz,description,wife of,relationship,inside,Gittel Shlomo] d. She'erit Yosef Katz
geni,6000000009572272477,,label_mul,Gittel [Wife of Shlomo] d. She'erit Yosef Katz,description,wife of,relationship,inside,Gittel Shlomo] d. She'erit Yosef Katz
geni,6000000009581229795,,label_en,Private,marker,private,narrow,whole,
geni,6000000009581229795,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009589145596,,label_en,Ukjent,marker,ukjent,wide,whole,
geni,6000000009589145596,,label_mul,Ukjent,marker,ukjent,wide,whole,
geni,6000000009590533268,,label_en,ukjent Bjørnson,marker,ukjent,wide,head,Bjørnson
geni,6000000009590533268,,label_mul,ukjent Bjørnson,marker,ukjent,wide,head,Bjørnson
geni,6000000009591488158,,label_en,NN Dachsberg,marker,nn,narrow,head,Dachsberg
geni,6000000009591488158,,label_mul,NN Dachsberg,marker,nn,narrow,head,Dachsberg
geni,6000000009599140453,,label_en,<private> Sandberg,marker,<private>,narrow,head,Sandberg
geni,6000000009599140453,,label_mul,<private> Sandberg,marker,<private>,narrow,head,Sandberg
geni,6000000009599143148,,label_en,Private,marker,private,narrow,whole,
geni,6000000009599143148,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009599206914,,label_en,<private> Kulhanek,marker,<private>,narrow,head,Kulhanek
geni,6000000009599206914,,label_mul,<private> Kulhanek,marker,<private>,narrow,head,Kulhanek
geni,6000000009599257490,,label_en,<private> Kulhanek,marker,<private>,narrow,head,Kulhanek
geni,6000000009599257490,,label_mul,<private> Kulhanek,marker,<private>,narrow,head,Kulhanek
geni,6000000009599257504,,label_en,<private> Kulhanek,marker,<private>,narrow,head,Kulhanek
geni,6000000009599257504,,label_mul,<private> Kulhanek,marker,<private>,narrow,head,Kulhanek
geni,6000000009599258576,,label_en,<private> Sandberg Nilsson,marker,<private>,narrow,head,Sandberg Nilsson
geni,6000000009599258576,,label_mul,<private> Sandberg Nilsson,marker,<private>,narrow,head,Sandberg Nilsson
geni,6000000009600736679,,label_en,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600736679,,label_mul,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600805849,,label_en,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600805849,,label_mul,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600806814,,label_en,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600806814,,label_mul,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600907490,,label_en,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600907490,,label_mul,<private> Schie,marker,<private>,narrow,head,Schie
geni,6000000009600926682,,label_en,<private> Engdahl,marker,<private>,narrow,head,Engdahl
geni,6000000009600926682,,label_mul,<private> Engdahl,marker,<private>,narrow,head,Engdahl
geni,6000000009600926697,,label_en,<private> Sørlie,marker,<private>,narrow,head,Sørlie
geni,6000000009600926697,,label_mul,<private> Sørlie,marker,<private>,narrow,head,Sørlie
geni,6000000009601242287,,label_en,Private,marker,private,narrow,whole,
geni,6000000009601242287,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009601424217,,label_en,Private,marker,private,narrow,whole,
geni,6000000009601424217,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009602172784,,label_en,unknown wife of Niskinin,marker,unknown,wide,head,wife of Niskinin
geni,6000000009602172784,,label_mul,unknown wife of Niskinin,marker,unknown,wide,head,wife of Niskinin
geni,6000000009602731633,,label_en,Private,marker,private,narrow,whole,
geni,6000000009602731633,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009615116197,,label_en,Private,marker,private,narrow,whole,
geni,6000000009615116197,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009619821210,,label_en,Private,marker,private,narrow,whole,
geni,6000000009619821210,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009624317182,,label_en,Private,marker,private,narrow,whole,
geni,6000000009624317182,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009624650582,,label_en,Private,marker,private,narrow,whole,
geni,6000000009624650582,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009624792579,,label_en,Private,marker,private,narrow,whole,
geni,6000000009624792579,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009625876570,,label_en,Private,marker,private,narrow,whole,
geni,6000000009625876570,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009625902488,,label_en,Private,marker,private,narrow,whole,
geni,6000000009625902488,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009625926158,,label_en,Private,marker,private,narrow,whole,
geni,6000000009625926158,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009625968454,,label_en,Private,marker,private,narrow,whole,
geni,6000000009625968454,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009626017392,,label_en,Private,marker,private,narrow,whole,
geni,6000000009626017392,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009626044336,,label_en,Private,marker,private,narrow,whole,
geni,6000000009626044336,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009626088440,,label_en,Private,marker,private,narrow,whole,
geni,6000000009626088440,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009627765036,,label_en,Ukjent,marker,ukjent,wide,whole,
geni,6000000009627765036,,label_mul,Ukjent,marker,ukjent,wide,whole,
geni,6000000009627780550,,label_en,Ukjent,marker,ukjent,wide,whole,
geni,6000000009627780550,,label_mul,Ukjent,marker,ukjent,wide,whole,
geni,6000000009627786864,,label_en,NN,marker,nn,narrow,whole,
geni,6000000009627786864,,label_mul,NN,marker,nn,narrow,whole,
geni,6000000009627800629,,label_en,Private,marker,private,narrow,whole,
geni,6000000009627800629,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009627835050,,label_en,NN Gautesdatter Slede,marker,nn,narrow,head,Gautesdatter Slede
geni,6000000009627835050,,label_mul,NN Gautesdatter Slede,marker,nn,narrow,head,Gautesdatter Slede
geni,6000000009627835167,,label_en,NN Dal,marker,nn,narrow,head,Dal
geni,6000000009627835167,,label_mul,NN Dal,marker,nn,narrow,head,Dal
geni,6000000009628492445,,label_en,N.N. Tudor miscarriage,marker,n.n.,narrow,head,Tudor miscarriage
geni,6000000009628492445,,label_mul,N.N. Tudor miscarriage,marker,n.n.,narrow,head,Tudor miscarriage
geni,6000000009635705687,,label_en,Private,marker,private,narrow,whole,
geni,6000000009635705687,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009635705690,,label_en,Private,marker,private,narrow,whole,
geni,6000000009635705690,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009635705696,,label_en,Private,marker,private,narrow,whole,
geni,6000000009635705696,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009636827631,,label_en,Private,marker,private,narrow,whole,
geni,6000000009636827631,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009636858803,,label_en,Private,marker,private,narrow,whole,
geni,6000000009636858803,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009636867937,,label_en,Private,marker,private,narrow,whole,
geni,6000000009636867937,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009636929127,,label_en,Private,marker,private,narrow,whole,
geni,6000000009636929127,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009636987447,,label_en,Private,marker,private,narrow,whole,
geni,6000000009636987447,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009637248047,,label_en,Unknown Foster,marker,unknown,wide,head,Foster
geni,6000000009637248047,,label_mul,Unknown Foster,marker,unknown,wide,head,Foster
geni,6000000009638969859,,label_en,Private,marker,private,narrow,whole,
geni,6000000009638969859,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009639071634,,label_en,Private,marker,private,narrow,whole,
geni,6000000009639071634,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009639084547,,label_en,Private,marker,private,narrow,whole,
geni,6000000009639084547,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009639143948,,label_en,Private,marker,private,narrow,whole,
geni,6000000009639143948,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009639221250,,label_en,Private,marker,private,narrow,whole,
geni,6000000009639221250,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009655896197,,label_en,sister of Roger I of Sicily,description,sister of,relationship,inside,Roger I of Sicily
geni,6000000009655896197,,label_mul,sister of Roger I of Sicily,description,sister of,relationship,inside,Roger I of Sicily
geni,6000000009656123094,,label_en,Private,marker,private,narrow,whole,
geni,6000000009656123094,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009656123099,,label_en,Private,marker,private,narrow,whole,
geni,6000000009656123099,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009656123102,,label_en,Private,marker,private,narrow,whole,
geni,6000000009656123102,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009657635051,,label_en,NN Fintland,marker,nn,narrow,head,Fintland
geni,6000000009657635051,,label_mul,NN Fintland,marker,nn,narrow,head,Fintland
geni,6000000009665331306,,label_en,NN Christensdatter Vendelboe,marker,nn,narrow,head,Christensdatter Vendelboe
geni,6000000009665331306,,label_mul,NN Christensdatter Vendelboe,marker,nn,narrow,head,Christensdatter Vendelboe
geni,6000000009665708972,,label_en,N.N. von Arnstein,marker,n.n.,narrow,head,von Arnstein
geni,6000000009665708972,,label_mul,N.N. von Arnstein,marker,n.n.,narrow,head,von Arnstein
geni,6000000009669302839,,label_en,Private,marker,private,narrow,whole,
geni,6000000009669302839,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009669607368,,label_en,Private,marker,private,narrow,whole,
geni,6000000009669607368,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009675874228,,label_en,N.N. Bing,marker,n.n.,narrow,head,Bing
geni,6000000009675874228,,label_mul,N.N. Bing,marker,n.n.,narrow,head,Bing
geni,6000000009676708695,,label_en,NN Mistress of Rainulfe II,marker,nn,narrow,head,Mistress of Rainulfe II
geni,6000000009676708695,,label_mul,NN Mistress of Rainulfe II,marker,nn,narrow,head,Mistress of Rainulfe II
geni,6000000009678909433,,label_en,N.N.,marker,n.n.,narrow,whole,
geni,6000000009678909433,,label_mul,N.N.,marker,n.n.,narrow,whole,
geni,6000000009680196900,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680196900,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680218086,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680218086,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680230924,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680230924,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680277747,,label_en,<private> Tereri,marker,<private>,narrow,head,Tereri
geni,6000000009680277747,,label_mul,<private> Tereri,marker,<private>,narrow,head,Tereri
geni,6000000009680300605,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680300605,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680300785,,label_en,<private> Aligaz,marker,<private>,narrow,head,Aligaz
geni,6000000009680300785,,label_mul,<private> Aligaz,marker,<private>,narrow,head,Aligaz
geni,6000000009680343723,,label_en,<private> Aligaz,marker,<private>,narrow,head,Aligaz
geni,6000000009680343723,,label_mul,<private> Aligaz,marker,<private>,narrow,head,Aligaz
geni,6000000009680349524,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680349524,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680367656,,label_en,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,6000000009680367656,,label_mul,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,6000000009680394103,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680394103,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680400436,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680400436,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680421588,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680421588,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680422625,,label_en,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,6000000009680422625,,label_mul,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,6000000009680432481,,label_en,<private> Aligaz,marker,<private>,narrow,head,Aligaz
geni,6000000009680432481,,label_mul,<private> Aligaz,marker,<private>,narrow,head,Aligaz
geni,6000000009680443457,,label_en,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,6000000009680443457,,label_mul,<private> Teferi,marker,<private>,narrow,head,Teferi
geni,6000000009680443511,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680443511,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680446250,,label_en,Private,marker,private,narrow,whole,
geni,6000000009680446250,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009680533510,,label_en,<private> Dajachew,marker,<private>,narrow,head,Dajachew
geni,6000000009680533510,,label_mul,<private> Dajachew,marker,<private>,narrow,head,Dajachew
geni,6000000009680854566,,label_en,<private> Devoe,marker,<private>,narrow,head,Devoe
geni,6000000009680854566,,label_mul,<private> Devoe,marker,<private>,narrow,head,Devoe
geni,6000000009680860597,,label_en,<private> Nelson,marker,<private>,narrow,head,Nelson
geni,6000000009680860597,,label_mul,<private> Nelson,marker,<private>,narrow,head,Nelson
geni,6000000009685058287,,label_en,Private,marker,private,narrow,whole,
geni,6000000009685058287,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009685058290,,label_en,Private,marker,private,narrow,whole,
geni,6000000009685058290,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009685058293,,label_en,Private,marker,private,narrow,whole,
geni,6000000009685058293,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009685098806,,label_en,Private,marker,private,narrow,whole,
geni,6000000009685098806,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009685134059,,label_en,Private,marker,private,narrow,whole,
geni,6000000009685134059,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009685189763,,label_en,Private,marker,private,narrow,whole,
geni,6000000009685189763,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009687369951,,label_en,<private> Hailu,marker,<private>,narrow,head,Hailu
geni,6000000009687369951,,label_mul,<private> Hailu,marker,<private>,narrow,head,Hailu
geni,6000000009687586167,,label_en,<private> Selassie,marker,<private>,narrow,head,Selassie
geni,6000000009687586167,,label_mul,<private> Selassie,marker,<private>,narrow,head,Selassie
geni,6000000009688397866,,label_en,<private> Wong,marker,<private>,narrow,head,Wong
geni,6000000009688397866,,label_mul,<private> Wong,marker,<private>,narrow,head,Wong
geni,6000000009688698287,,label_en,Unknown von Sachsen,marker,unknown,wide,head,von Sachsen
geni,6000000009688698287,,label_mul,Unknown von Sachsen,marker,unknown,wide,head,von Sachsen
geni,6000000009693164227,,label_en,Wife of R' Haim Politz,description,wife of,relationship,inside,R' Haim Politz
geni,6000000009693164227,,label_mul,Wife of R' Haim Politz,description,wife of,relationship,inside,R' Haim Politz
geni,6000000009693968639,,label_en,<private> Vassbø,marker,<private>,narrow,head,Vassbø
geni,6000000009693968639,,label_mul,<private> Vassbø,marker,<private>,narrow,head,Vassbø
geni,6000000009693971437,,label_en,<private> Mykkeltveit,marker,<private>,narrow,head,Mykkeltveit
geni,6000000009693971437,,label_mul,<private> Mykkeltveit,marker,<private>,narrow,head,Mykkeltveit
geni,6000000009696719035,,label_en,Private,marker,private,narrow,whole,
geni,6000000009696719035,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009696719038,,label_en,Private,marker,private,narrow,whole,
geni,6000000009696719038,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009696719041,,label_en,Private,marker,private,narrow,whole,
geni,6000000009696719041,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697066671,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697066671,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697224729,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697224729,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697254036,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697254036,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697257973,,label_en,Zeligmann Unknown,marker,unknown,wide,tail,Zeligmann
geni,6000000009697257973,,label_mul,Zeligmann Unknown,marker,unknown,wide,tail,Zeligmann
geni,6000000009697299393,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697299393,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697309826,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697309826,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697320462,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697320462,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697337651,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697337651,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697342069,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697342069,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697342636,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697342636,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697372668,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697372668,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697381366,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697381366,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697413421,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697413421,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697416311,,label_en,Private,marker,private,narrow,whole,
geni,6000000009697416311,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009697839235,,label_en,<private> Wong,marker,<private>,narrow,head,Wong
geni,6000000009697839235,,label_mul,<private> Wong,marker,<private>,narrow,head,Wong
geni,6000000009697855206,,other_script_names,<private> Wong 黃,marker,<private>,narrow,head,Wong 黃
geni,6000000009699267869,,label_en,<private> Asfaha,marker,<private>,narrow,head,Asfaha
geni,6000000009699267869,,label_mul,<private> Asfaha,marker,<private>,narrow,head,Asfaha
geni,6000000009699276885,,label_en,Private,marker,private,narrow,whole,
geni,6000000009699276885,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009699407868,,label_en,Private,marker,private,narrow,whole,
geni,6000000009699407868,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009699464626,,label_en,<private> Asfaha,marker,<private>,narrow,head,Asfaha
geni,6000000009699464626,,label_mul,<private> Asfaha,marker,<private>,narrow,head,Asfaha
geni,6000000009699464826,,label_en,<private> Mebrahtu,marker,<private>,narrow,head,Mebrahtu
geni,6000000009699464826,,label_mul,<private> Mebrahtu,marker,<private>,narrow,head,Mebrahtu
geni,6000000009699511375,,label_en,Private,marker,private,narrow,whole,
geni,6000000009699511375,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009699698498,,label_en,Private,marker,private,narrow,whole,
geni,6000000009699698498,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009699725333,,label_en,Private,marker,private,narrow,whole,
geni,6000000009699725333,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009702808073,,label_en,Private,marker,private,narrow,whole,
geni,6000000009702808073,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009702808079,,label_en,Private,marker,private,narrow,whole,
geni,6000000009702808079,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009702808082,,label_en,Private,marker,private,narrow,whole,
geni,6000000009702808082,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009702969498,,label_en,Private,marker,private,narrow,whole,
geni,6000000009702969498,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009703224815,,label_en,Private,marker,private,narrow,whole,
geni,6000000009703224815,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009704830481,Q75393560,label_en,Asta N,marker,n,wide,tail,Asta
geni,6000000009704830481,Q75393560,label_mul,Asta N,marker,n,wide,tail,Asta
geni,6000000009711853534,,label_en,Private,marker,private,narrow,whole,
geni,6000000009711853534,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009711853537,,label_en,Private,marker,private,narrow,whole,
geni,6000000009711853537,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009713580282,,label_en,Private,marker,private,narrow,whole,
geni,6000000009713580282,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009715306619,,label_en,Private,marker,private,narrow,whole,
geni,6000000009715306619,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009716496294,,label_en,Private,marker,private,narrow,whole,
geni,6000000009716496294,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009717719808,,label_en,<private> Johansson,marker,<private>,narrow,head,Johansson
geni,6000000009717719808,,label_mul,<private> Johansson,marker,<private>,narrow,head,Johansson
geni,6000000009719496522,,label_en,Private,marker,private,narrow,whole,
geni,6000000009719496522,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009719496528,,label_en,Private,marker,private,narrow,whole,
geni,6000000009719496528,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009729858217,,label_en,wife of Avraham Landau,description,wife of,relationship,inside,Avraham Landau
geni,6000000009729858217,,label_mul,wife of Avraham Landau,description,wife of,relationship,inside,Avraham Landau
geni,6000000009739547303,,other_script_names,<private> Wong 黃子城,marker,<private>,narrow,head,Wong 黃子城
geni,6000000009742480758,,label_en,Private,marker,private,narrow,whole,
geni,6000000009742480758,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009746017297,,label_en,N.N. verch Gruffydd ap Llewelyn,marker,n.n.,narrow,head,verch Gruffydd ap Llewelyn
geni,6000000009746017297,,label_mul,N.N. verch Gruffydd ap Llewelyn,marker,n.n.,narrow,head,verch Gruffydd ap Llewelyn
geni,6000000009752723054,,label_en,Private,marker,private,narrow,whole,
geni,6000000009752723054,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009752723059,,label_en,Private,marker,private,narrow,whole,
geni,6000000009752723059,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009752723082,,label_en,Private,marker,private,narrow,whole,
geni,6000000009752723082,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009752723086,,label_en,Private,marker,private,narrow,whole,
geni,6000000009752723086,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009752723090,,label_en,Private,marker,private,narrow,whole,
geni,6000000009752723090,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009753639480,,label_en,NN Loddvesdatter,marker,nn,narrow,head,Loddvesdatter
geni,6000000009753639480,,label_mul,NN Loddvesdatter,marker,nn,narrow,head,Loddvesdatter
geni,6000000009753718447,,label_en,NN Havardsson,marker,nn,narrow,head,Havardsson
geni,6000000009753718447,,label_mul,NN Havardsson,marker,nn,narrow,head,Havardsson
geni,6000000009753795404,,label_en,NN Havardsson,marker,nn,narrow,head,Havardsson
geni,6000000009753795404,,label_mul,NN Havardsson,marker,nn,narrow,head,Havardsson
geni,6000000009755402218,,label_en,N.N.,marker,n.n.,narrow,whole,
geni,6000000009755402218,,label_mul,N.N.,marker,n.n.,narrow,whole,
geni,6000000009755545433,,label_en,Private,marker,private,narrow,whole,
geni,6000000009755545433,,label_mul,Private,marker,private,narrow,whole,
geni,6000000009757645825,,label_en,N.N. Haftoresdatter,marker,n.n.,narrow,head,Haftoresdatter
geni,6000000009757645825,,label_mul,N.N. Haftoresdatter,marker,n.n.,narrow,head,Haftoresdatter
geni,6000000009761187937,,label_en,NN mistress #1 of Robert 'Curthose' Duke of Normandy,marker,nn,narrow,head,mistress #1 of Robert 'Curthose' Duke of Normandy
geni,6000000009761187937,,label_mul,NN mistress #1 of Robert 'Curthose' Duke of Normandy,marker,nn,narrow,head,mistress #1 of Robert 'Curthose' Duke of Normandy
geni,6000000009762726599,,label_en,Unknown Halfdansdatter,marker,unknown,wide,head,Halfdansdatter
geni,6000000009762726599,,label_mul,Unknown Halfdansdatter,marker,unknown,wide,head,Halfdansdatter
