geni_id,n_names,n_placeholder,n_real,has_real_name,placeholder_names,real_names
6000000009113021746,2,1,1,yes,//,Leonor /de Rivadeneira de Mérida y Molina/
6000000078223054838,1,1,0,no,/Juan de Castro Polanco/ Mayor of Yucatan,
6000000221300004858,1,1,0,no,Private,
6000000007001178097,1,1,0,no,??? /UNKNOWN/,
6000000089090761975,2,1,1,yes,/ben Eliyahu Senõr Coronel/,n/n /Señor/
6000000089091230833,2,1,1,yes,/ben Eliyahu Senõr Coronel/,Efraim /Zaks (Sachs)/
6000000089091123006,2,1,1,yes,/ben Eliyahu Senõr Coronel/,Shlomo /Zaks (Sachs)/
6000000092566105176,1,1,0,no,Private,
6000000137814783821,2,1,1,yes,//,Elisabeth /Graf/
6000000093834070987,2,1,1,yes,/מייזלש/,Wife R' Issachar /Meisels/
6000000001278446032,2,1,1,yes,/Porras Moreno/,Juan Francisco /de Castilla Portugal y de la Cámara/ I conde de Salvatierra de Álava
6000000003242970981,1,1,0,no,/Judas/,
6000000024710911329,1,1,0,no,Unknown /bat Chizkiya/,
6000000019919733555,1,1,0,no,?,
6000000209721868822,1,1,0,no,NN /Mixcoamatzin/,
6000000129320136839,1,1,0,no,<private> /King of Culhuacan/,
6000000001514999942,2,1,1,yes,//,Teotlaco /de Tacuba/
6000000129050905821,1,1,0,no,?,
6000000129051224831,1,1,0,no,?,
6000000227008775852,1,1,0,no,NN,
6000000060001809033,3,1,2,yes,//,Aztec Empire Ines /Tecuipicho de Moctezuma/ | Inés de Moctezuma
6000000000203423714,2,1,1,yes,//,Juan /Cano de Moctezuma/
6000000007446283351,2,1,1,yes,//,Pedro /Cano de Moctezuma/
6000000007446283367,2,1,1,yes,/Cano de Saabedra/,Ana Catalina /de Moctezuma/
6000000007446283363,2,1,1,yes,/Cano de Saabedra/,Isabel /de Moctezuma/
6000000227008757888,1,1,0,no,NN,
6000000005024494891,2,1,1,yes,//,Simon /Pérez/
6000000000348791517,2,1,1,yes,//,Catalina /Suárez/
6000000028174139946,1,1,0,no,(Unknown) /de Zaldívar/,
6000000003493266282,2,1,1,yes,//,Fernando Gallego /Gallego de Andrade Moctezuma/
6000000003493266287,2,1,1,yes,/Andrada Moctezuma/,Felipe Gallego /Gallego de Andrade Moctezuma/
6000000003493266297,2,1,1,yes,/Andrada Moctezuma/,Isabel /Andrada Moctezuma/
6000000227008610861,1,1,0,no,NN,
6000000005598859189,2,1,1,yes,//,Juan Perez /Pérez de Bustillo/
6000000079408554000,2,1,1,yes,//,María Manuel /de Portugal/
6000000079407770794,2,1,1,yes,/Sotelo Cisneros/,Cristóbal /Sotelo de Portugal/
6000000185574545167,2,2,0,no,<private> /Altamirano/ | Private,
6000000185572182575,2,2,0,no,<private> /Altamirano/ | Private,
6000000028173119450,1,1,0,no,(Unknown),
6000000032800195155,2,1,1,yes,/Andrada Moctezuma Castañeda/,Beatriz /Osorio de Villavicencio/
6000000035917689941,1,1,0,no,<private> /de Arriaga/,
6000000035917500614,1,1,0,no,<private> /de Arriaga Y Quintera/,
6000000227008832825,1,1,0,no,NN,
6000000005598808421,2,1,1,yes,//,Beatriz Perez de Bustillo /Pérez de Bustillo/
6000000005598859209,2,1,1,yes,//,Yumar /Pérez de Bustillo/
6000000079408047494,2,1,1,yes,/Sotelo Cisneros/,Gregorio /Sotelo Cisneros/
6000000079408320432,2,1,1,yes,/Sotelo Cisneros/,Bernardo /Sotelo Cisneros/
6000000079408880822,2,1,1,yes,/Sotelo Cisneros/,Cristóbal de Valderrama /Sotelo Cisneros/
6000000177690964829,2,1,1,yes,//,Juan /de la Cruz de Navarro de Gabay Moyano/
6000000224451581853,1,1,0,no,/Musquiz/,
6000000035917747948,1,1,0,no,<private> /de la Brambila/,
6000000227008451878,1,1,0,no,NN,
6000000005598867627,3,1,2,yes,/Chavez/,Capitán Hernando de Hinojos | Hernando /de Hinojos/
6000000005599001870,2,1,1,yes,//,Miguel /de Hinojos/
6000000002691393529,2,1,1,yes,//,Pedro Alonso /Varela de Losada Jaramillo/
6000000199928046856,2,1,1,yes,/de Zaldívar y Oñate/,Rodrigo /de Saldivar/
6000000068913196960,2,1,1,yes,/Sotelo/,G2 /Sotelo/
6000000186560934821,2,1,1,yes,/Sotelo/,Lope /de Sotelo/
6000000186560963822,2,1,1,yes,/Sotelo/,Brites /de Albuquerque/
6000000054317733982,2,1,1,yes,//,Andrés /Ruíz de Esparza y Eguinoa/
6000000000276521780,3,1,2,yes,/Pizarro/,Gonzalo /Pizarro Rodríguez de Aguilar/ o Gonzalo Pizarro el Largo o bien Gonzalo Pizarro el Roman | Gonzalo Pizarro Rodriguez de Aguilar
6000000011266739116,3,1,2,yes,//,"Alonso ""el Mozo"" /de León González/ | General Alonso de León González"
6000000211607340843,2,1,1,yes,/de Herrera y Guzmán/,"García /Álvarez de Toledo y Ayala,/ III señor de Oropesa, Jarandilla, Tornavacas"
6000000227008802828,1,1,0,no,NN,
6000000001500824345,1,1,0,no,NN /Vasquez/,
6000000005598767909,3,1,2,yes,//,Alonso /Ortiz Baca/ | Capitán Alonso Ortiz Baca
6000000001500813402,1,1,0,no,/Durán/,
6000000008218383173,2,1,1,yes,//,Josefa /de Archuleta/
6000000013031940243,1,1,0,no,/Pedraza/,
5302961342020132738,3,1,2,yes,//,Francisco /Romero de Pedraza/ | Francisco Romero de Pedraza
4993405849730102018,2,1,1,yes,//,Juan /Ruíz/
6000000005599217572,2,1,1,yes,/Chavez/,Unknown Zuñi Woman /Chavez/
6000000023623001338,2,1,1,yes,//,María /de Hinojos/
6000000005599209525,2,1,1,yes,//,Pedro /Varela de Losada Jaramillo/ I
6000000007680362395,2,1,1,yes,//,Ana /López Olguin/
6000000001500813925,2,1,1,yes,//,Catalina /Varela de Losada/
6000000221469212981,1,1,0,no,Private,
6000000068913363969,2,1,1,yes,/Sotelo/,G3 /Sotelo/
6000000117366223872,1,1,0,no,/Sánchez de Montes/,
6000000101158378821,1,1,0,no,NN /Contreras/,
6000000101156303823,1,1,0,no,NN /Marín de Peñalosa/,
6000000177503594828,1,1,0,no,Private,
6000000177503879821,1,1,0,no,Private,
6000000196446277929,3,1,2,yes,/Retana/,Juan Patricio /de Sandoval Ocampo Golfín y López de Ortega/ | Juan Patricio de Sandoval /Retana/
6000000000276666574,2,1,1,yes,/Pizarro/,Francisca /González Mateos/ “La Ropera”
6000000000276561843,2,1,1,yes,/Pizarro/,"Francisco /Pizarro González/ I marqués de los Atavillos, Conquistador del Perú"
6000000003493243529,2,1,1,yes,/de Orellana/,Isabel /Pizarro de Vargas/
6000000140224084884,2,1,1,yes,/de Salazar/,Isabel /de Salazar/
6000000140224248822,2,1,1,yes,//,Bernardino /de Salazar/
6000000016187189578,2,1,1,yes,/de Betancur Pérez/,Catalina /Aponte/
6000000038126511007,1,1,0,no,Private,
6000000043181174341,1,1,0,no,Private,
6000000022810388241,2,1,1,yes,/Cantu del Rio/,Ana María /Cantú Treviño/
6000000020948519753,2,1,1,yes,//,Fernando /de Léon Cantù/
6000000174356625862,2,1,1,yes,/Cantu del Rio/,Andrea /de León Cantú/
6000000020948231447,3,1,2,yes,//,Capitán Juan de Léon Cantù | Juan /de Léon Cantù/
6000000014756623219,2,1,1,yes,//,Mateo /de León Cantú/
6000000020948027317,2,1,1,yes,/Cantu del Rio/,María Inés /de León Cantú/
6000000011306814157,2,1,1,yes,/Cantu del Rio/,Juana /de León Cantú/
6000000174356625851,2,1,1,yes,//,Miguel /de León Cantú/
6000000057930351959,3,1,2,yes,//,Alferez Jose Antonio Cantu de Leon | José Antonio Jose Antonio /Cantú de León/ Alferez
6000000073400613303,2,1,1,yes,/Cantu del Rio/,María Catalina /Cantú de León/
6000000073416225837,2,1,1,yes,//,Bartolo /Cantú de León/
6000000174356587855,2,1,1,yes,//,Juan /Cantú de León/
6000000021515484964,1,1,0,no,NN /de Figueroa/,
6000000035680486846,1,1,0,no,Private,
6000000035680434923,1,1,0,no,Private,
6000000003858604635,2,1,1,yes,//,Elvira /Palomeque/
6000000003858708460,2,1,1,yes,/Carrillo De Toledo y Palomeque/,Pedro /Carrillo de Toledo/
6000000015314070149,3,1,2,yes,/Warneńczyk/,Fernando /Alvarez de Toledo y Enriquez/ I señor de Villoria | Fernando /Álvarez de Toledo Enríquez/
6000000227008706826,1,1,0,no,NN,
6000000005598882890,2,1,1,yes,//,Catalina /de Salazar Díaz/
6000000005598770067,2,1,1,yes,//,Cristóbal /Baca/
6000000221474981865,1,1,0,no,Private,
6000000221458462025,1,1,0,no,Private,
6000000221474252827,1,1,0,no,Private,
6000000221473997006,1,1,0,no,Private,
6000000006720015447,2,1,1,yes,//,Francisca /Romero/
6000000010342912263,2,1,1,yes,//,Bartolomé /Romero/ II
6000000002651280809,2,1,1,yes,//,Bartolomé /de Salazar Ledesma/
6000000214064669918,3,1,2,yes,/Domínguez Varela/,"Juan Bartholome ""Tome"" /Dominguez Mendoza/ III | Liuet. Juan Bartholome Dominguez III"
6000000221469229963,1,1,0,no,Private,
6000000068913560832,2,1,1,yes,/Sotelo/,G4 /Sotelo/
6000000010575534270,3,1,2,yes,/Gonzalez de Muñoz/,"Capt. Fulgencio Gonzalez de Rubalcaba y López de Fuenllana | Fulgencio ""el Viejo"" /González de Ruvalcaba y López de Fuenllana/"
6000000000183014819,2,1,1,yes,//,Joseph /Gonzalez de Rubalcaba y Rodas/
6000000209723416839,1,1,0,no,NN /Choquehuanca/,
6000000193820471844,1,1,0,no,<private> /Escobar/,
6000000193820471848,1,1,0,no,<private> /Mendoza/,
6000000193820471852,1,1,0,no,<private> /Paredes/,
6000000193820471856,1,1,0,no,<private> /Escobar/,
6000000000845176260,1,1,0,no,<private> /Paredes Candia/,
6000000000844978618,1,1,0,no,<private> /Paredes Candia/,
6000000000845221281,1,1,0,no,<private> /Paredes Candia/,
6000000193820201834,1,1,0,no,<private> /Guzman/,
6000000000845202055,1,1,0,no,???? /Valencia/,
6000000017469525706,1,1,0,no,<private> /Salazar Paredes/,
6000000017469601105,1,1,0,no,<private> /Salazar Paredes/,
6000000017469538741,1,1,0,no,<private> /Salazar Paredes/,
6000000018116418179,1,1,0,no,<private> /Ruiz Caso/,
6000000193820734822,1,1,0,no,<private> /Ruiz/,
6000000018116354572,1,1,0,no,?? /Choquehuanca/,
6000000026106569115,1,1,0,no,<private> /Salmon de la Barra/,
6000000026106569119,1,1,0,no,<private> /Borda Salmon/,
6000000026106569123,1,1,0,no,<private> /Salazar Salmon/,
6000000026106569127,1,1,0,no,<private> /Salazar Salmon/,
6000000017469057844,1,1,0,no,<private> /machicado garnica/,
6000000026241965035,1,1,0,no,<private> /Grandchant Suárez/,
6000000010462341635,1,1,0,no,<private> /Grandchant Salazar/,
6000000016651270304,1,1,0,no,<private> /Grandchant Salazar/,
6000000010616733448,1,1,0,no,<private> /Grandchant Salazar/,
6000000016651335732,1,1,0,no,<private> /Grandchant Salazar/,
6000000026241467409,1,1,0,no,<private> /sanjines soux/,
6000000000844812079,1,1,0,no,<private> /Bernal/,
6000000000844513454,1,1,0,no,<private> /Ascarrunz Bernal/,
6000000000844740119,1,1,0,no,<private> /Ascarrunz/,
6000000000844747117,1,1,0,no,<private> /Ascarrunz/,
6000000000844573270,1,1,0,no,<private> /Ascarrunz/,
6000000000844652046,1,1,0,no,<private> /Ascarrunz/,
6000000000844747244,1,1,0,no,<private> /Weinger/,
6000000000844871038,1,1,0,no,<private> /Kalish/,
6000000026241706179,1,1,0,no,n.n. /salmón/,
6000000026107046163,1,1,0,no,<private> /Llosa/,
6000000026107046169,1,1,0,no,<private> /Salmon Llosa/,
6000000026107046173,1,1,0,no,<private> /Salmon Llosa/,
6000000026241509623,1,1,0,no,<private> /machicado garnica/,
6000000026241352659,1,1,0,no,<private> /machicado garnica/,
6000000026242262878,1,1,0,no,<private> /gutiérrez rojas/,
6000000004227015272,1,1,0,no,<private> /Gutierrez-Salazar/,
6000000004226770941,1,1,0,no,<private> /Arce-Jofre/,
6000000004226770948,1,1,0,no,<private> /Salazar-Arce/,
6000000004226770953,1,1,0,no,<private> /Salazar-Arce/,
6000000004226770958,1,1,0,no,<private> /Salazar-Arce/,
6000000026241312483,1,1,0,no,<private> /ortega cisneros/,
6000000026241425322,1,1,0,no,<private> /salazar ortega/,
6000000026241819717,1,1,0,no,<private> /garcia abela/,
6000000010462296190,1,1,0,no,<private> /Bedoya Diez de Medina/,
6000000013842525672,1,1,0,no,<private> /Johnson Bedoya/,
6000000013842623273,1,1,0,no,<private> /Grandchant Bedoya/,
6000000016651257218,1,1,0,no,<private> /Grandchant Bedoya/,
6000000016650940376,1,1,0,no,<private> /Grandchant Bedoya/,
6000000013842670437,1,1,0,no,<private> /Grandchant  Diez de Medina/,
6000000016651417445,1,1,0,no,<private> /Richter Ramallo/,
6000000010616895486,1,1,0,no,<private> /Jadrijevic De Grandchant/,
6000000010616846591,1,1,0,no,<private> /Jadrijevic De Grandchant/,
6000000010616807564,1,1,0,no,<private> /Jadrijevic De Grandchant/,
6000000016651425394,1,1,0,no,<private> /Kyllmann Navarro/,
6000000193820447833,1,1,0,no,<private> /Gonsalez/,
6000000000844327207,1,1,0,no,<private> /Ascarrunz/,
6000000000844396046,1,1,0,no,<private> /Ascarrunz/,
6000000000844376052,1,1,0,no,<private> /Ascarrunz/,
6000000000844372118,1,1,0,no,<private> /Ascarrunz/,
6000000000844747591,1,1,0,no,<private> /Ascarrunz Bedregal/,
6000000000844172401,1,1,0,no,<private> /Ascarrunz Bedregal/,
6000000000844331104,1,1,0,no,<private> /Ascarrunz Bedregal/,
6000000000844539352,1,1,0,no,<private> /Cuellar Alborta/,
6000000000844533398,1,1,0,no,<private> /Ascarrunz Cuellar/,
6000000021133726656,1,1,0,no,<private> /Ascarrunz Cuellar/,
6000000000844634289,1,1,0,no,<private> /Shattuck/,
6000000000844410767,1,1,0,no,<private> /Shatuck/,
6000000000844688106,1,1,0,no,<private> /Shatuck/,
6000000000844693037,1,1,0,no,<private> /Schatuck Ascarrunz/,
6000000000844703071,1,1,0,no,<private> /Shatuck/,
6000000000844698076,1,1,0,no,<private> /Alchaar/,
6000000000844514536,1,1,0,no,<private> /Alchaar/,
6000000000844679084,1,1,0,no,<private> /Alchaar/,
6000000000844723025,1,1,0,no,<private> /Alchaar/,
6000000000844951523,1,1,0,no,<private> /Jaldin/,
6000000000844708159,1,1,0,no,<private> /Ascarrunz/,
6000000002893663813,1,1,0,no,<private> /de Ascarrunz/,
6000000004227421921,1,1,0,no,<private> /Ascarrunz/,
6000000021133578528,1,1,0,no,<private> /Ascarrunz/,
6000000027087910342,1,1,0,no,<private> /Ascarrunz/,
6000000194074036826,1,1,0,no,<private> /Weinger/,
6000000037747480392,1,1,0,no,<private> /Kalish/,
6000000037747239705,1,1,0,no,<private> /Kalish/,
6000000037722746299,1,1,0,no,<private> /Pace/,
6000000006946168644,1,1,0,no,<private> /Pace/,
6000000037722782332,1,1,0,no,<private> /Summers/,
6000000006946650012,1,1,0,no,<private> /Lopez/,
6000000026326900403,1,1,0,no,<private> /salazar arteaga/,
6000000026326852736,1,1,0,no,<private> /salazar teran/,
6000000026327192871,1,1,0,no,<private> /schnorr salazar/,
6000000026326984243,1,1,0,no,<private> /salazar schnorr/,
6000000026327155985,1,1,0,no,<private> /schnorr salazar/,
6000000026326966239,1,1,0,no,<private> /salazar sevilla/,
6000000026327002499,1,1,0,no,<private> /salazar sevilla/,
6000000026326931257,1,1,0,no,<private> /salazar hemmpel/,
6000000026242351889,1,1,0,no,<private> /bacarreza landeau/,
6000000026242135126,1,1,0,no,<private> /bacarreza machicado/,
6000000026242087306,1,1,0,no,<private> /bacarreza machicado/,
6000000026242087335,1,1,0,no,<private> /alvarez rocha/,
6000000026241644277,1,1,0,no,<private> /alvarez machicado/,
6000000026242066148,1,1,0,no,<private> /alvarez rocha/,
6000000026242138167,1,1,0,no,<private> /jarrin rodriguez/,
6000000026242087313,1,1,0,no,<private> /machicado jarrin/,
6000000026241662484,1,1,0,no,<private> /machicado jarrin/,
6000000013842581995,1,1,0,no,<private> /Johnson/,
6000000000850724149,1,1,0,no,<private> /Diez de Medina Olmos/,
6000000010462332397,1,1,0,no,<private> /Bedoya Diez de Medina/,
6000000013842507749,1,1,0,no,<private> /Bedoya Diez de Medina/,
6000000010173601596,1,1,0,no,<private> /Zenteno Pereira/,
6000000010173602108,1,1,0,no,<private> /Jadrijevic/,
6000000000844048707,1,1,0,no,<private> /Bojanic/,
6000000000844445477,1,1,0,no,<private> /Bojanic/,
6000000002688830638,1,1,0,no,<private> /Kúnsel/,
6000000194327803860,1,1,0,no,<private> /Ascarrunz/,
6000000207883019830,1,1,0,no,<private> /Ascarrunz Lorenzo/,
6000000138203451821,1,1,0,no,<private> /Ascarrunz Lorenzo/,
6000000000844319310,1,1,0,no,<private> /Rios/,
6000000000844165289,1,1,0,no,<private> /Bedregal/,
6000000000844378008,1,1,0,no,<private> /Rada Ascarrunz/,
6000000006796357395,1,1,0,no,<private> /Ascarrunz/,
6000000040750421375,1,1,0,no,<private> /Rada Ascarrunz/,
6000000076285470464,1,1,0,no,<private> /Rada Ascarrunz/,
6000000217921018857,1,1,0,no,<private> /Ascarrunz Amer/,
6000000226089236862,1,1,0,no,<private> /Ascarrunz Amer/,
6000000207865035998,1,1,0,no,<private> /Ascarrunz Bedregal/,
6000000200039743878,1,1,0,no,<private> /Ascarrunz Caba/,
6000000037744398055,1,1,0,no,<private> /Taylor-Pace Arnberg/,
6000000037744408119,1,1,0,no,<private> /Pace/,
6000000037745168944,1,1,0,no,<private> /Pace/,
6000000037744628892,1,1,0,no,<private> /Gardner/,
6000000037745196904,1,1,0,no,<private> /Schneider/,
6000000037744502189,1,1,0,no,<private> /Brown/,
6000000037746067116,2,2,0,no,<private> /Pace/ | Private,
6000000088494675134,2,2,0,no,<private> /Pace/ | Private,
6000000037823802182,1,1,0,no,<private> /Mosqueda/,
6000000037824089837,1,1,0,no,<private> /Summers/,
6000000037745871512,1,1,0,no,<private> /Lopez/,
6000000037746112184,1,1,0,no,<private> /Lopez/,
6000000143874817969,1,1,0,no,<private> /Lopez/,
6000000143874784953,1,1,0,no,<private> /Lopez/,
6000000026327116278,1,1,0,no,<private> /montenegro/,
6000000026326442767,1,1,0,no,<private> /salazar montenegro/,
6000000026327141126,1,1,0,no,<private> /mustafa/,
6000000026327274951,1,1,0,no,<private> /mustafa/,
6000000026327237942,1,1,0,no,<private> /peñaranda/,
6000000026327059116,1,1,0,no,<private> /arrien salazar/,
6000000000850724114,1,1,0,no,<private> /Bedoya Herrera/,
6000000000850724156,1,1,0,no,<private> /Bedoya Herrera/,
6000000000850724170,1,1,0,no,<private> /Bedoya Herrera/,
6000000013842591818,1,1,0,no,<private> /Mansilla Peña/,
6000000013842714196,1,1,0,no,<private> /Diez de Medina Mansilla/,
6000000013842696376,1,1,0,no,<private> /Bedoya Diez de Medina/,
6000000013842643920,1,1,0,no,<private> /Bedoya Diez de Medina/,
6000000013842615028,1,1,0,no,<private> /Aguilar Rico/,
6000000010462521295,1,1,0,no,<private> /Bedoya Aguilar/,
6000000013842470437,1,1,0,no,<private> /Bedoya Aguilar/,
6000000013842473978,1,1,0,no,<private> /Bedoya Aguilar/,
6000000013842525631,1,1,0,no,<private> /Bedoya Aguilar/,
6000000010122903804,1,1,0,no,<private> /Zenteno Pereira/,
6000000010173621788,1,1,0,no,<private> /Zenteno Pereira/,
6000000010173755694,1,1,0,no,<private> /Zenteno Pereira/,
6000000010616896302,1,1,0,no,<private> /Echeverria Jadrijevic/,
6000000010616901465,1,1,0,no,<private> /Echeverria Jadrijevic/,
6000000222815027063,1,1,0,no,/Maria Mercedes Alborta y Bilbao la Vieja Maceda/,
6000000000844338276,1,1,0,no,<private> /Alborta Telleria de Viaña/,
6000000000844369290,1,1,0,no,<private> /Alborta/,
6000000002328849674,1,1,0,no,<private> /Osorio Dietrich/,
6000000002329175544,1,1,0,no,<private> /Osorio Dietrich/,
6000000002784937814,1,1,0,no,<private> /Dietrich Ormachea/,
6000000000844319780,1,1,0,no,<private> /Silvestro/,
6000000000844517476,1,1,0,no,<private> /Bojanic/,
6000000000844601113,1,1,0,no,<private> /Bojanic/,
6000000000844321470,1,1,0,no,<private> /Gaillard/,
6000000000844575052,1,1,0,no,<private> /Gaillard/,
6000000000844601001,1,1,0,no,<private> /Cosio/,
6000000000844608002,1,1,0,no,<private> /Cosio/,
6000000000844642019,1,1,0,no,<private> /Ponce/,
6000000000844319801,1,1,0,no,<private> /Ponce/,
6000000000844556321,1,1,0,no,<private> /Ponce/,
6000000000844431086,1,1,0,no,<private> /Bedregal/,
6000000002327793913,1,1,0,no,<private> /Bedregal/,
6000000013420297337,1,1,0,no,<private> /Miranda Oropeza/,
6000000000915738033,1,1,0,no,<private> /Miranda Bedregal/,
6000000000915678195,1,1,0,no,<private> /Miranda Bedregal/,
6000000000915656299,1,1,0,no,<private> /Miranda Bedregal/,
6000000000915658245,1,1,0,no,<private> /Miranda/,
6000000000850391121,1,1,0,no,<private> /Vargas de Rada/,
6000000000850391136,1,1,0,no,<private> /Rada/,
6000000002868577324,1,1,0,no,<private> /Rada Vargas/,
6000000223182057954,1,1,0,no,<private> /Amer Amro/,
6000000223182305898,1,1,0,no,<private> /Podriech/,
6000000223135127860,1,1,0,no,<private> /Bravo Chavez/,
6000000037815468401,1,1,0,no,<private> /Smith/,
6000000037815889455,1,1,0,no,<private> /Weeks/,
6000000037816136844,1,1,0,no,<private> /Pace/,
6000000037815554191,1,1,0,no,<private> /Bratton/,
6000000037744602932,1,1,0,no,<private> /Shoemaker/,
6000000037747567389,1,1,0,no,<private> /Gardner/,
6000000037747262844,1,1,0,no,<private> /Gardner/,
6000000037744515680,1,1,0,no,<private> /Schneider/,
6000000037744414659,1,1,0,no,<private> /Schneider/,
6000000037744438611,1,1,0,no,<private> /Farassat/,
6000000037745951174,1,1,0,no,<private> /Merritt/,
6000000037746610876,1,1,0,no,<private> /Akers/,
6000000037744748482,1,1,0,no,<private> /Brown/,
6000000037745311950,1,1,0,no,<private> /Brown/,
6000000088494800158,1,1,0,no,<private> /Comas/,
6000000088493237476,1,1,0,no,<private> /Malamatos/,
6000000088495695936,1,1,0,no,<private> /Malamatos/,
6000000088495892858,1,1,0,no,<private> /Malamatos/,
6000000026326976059,1,1,0,no,<private> /villegas nuñez del prado/,
6000000026326906643,1,1,0,no,<private> /villegas nuñez del prado/,
6000000026326294661,1,1,0,no,<private> /villegas nuñez del prado/,
6000000026326790378,1,1,0,no,<private> /villegas gomez/,
6000000026327194835,1,1,0,no,<private> /calderon villegas/,
6000000026326966197,1,1,0,no,<private> /calderon villegas/,
6000000026327184844,1,1,0,no,<private> /calderon villegas/,
6000000026327201867,1,1,0,no,<private> /calderon villegas/,
6000000026326974535,1,1,0,no,<private> /calderon villegas/,
6000000013842325784,1,1,0,no,<private> /Toro Tejada/,
6000000013842374652,1,1,0,no,<private> /Toro Bedoya/,
6000000013842361470,1,1,0,no,<private> /Toro Bedoya/,
6000000013842270542,1,1,0,no,<private> /Toro Bedoya/,
6000000013842818168,1,1,0,no,<private> /Montes Saenz/,
6000000000850724198,1,1,0,no,<private> /Roman Morey/,
6000000010462523236,1,1,0,no,<private> /Mier y León Flores/,
6000000000850724135,1,1,0,no,<private> /Bedoya de Ugarte/,
6000000000850724128,1,1,0,no,<private> /Bedoya de Ugarte/,
6000000000850724163,1,1,0,no,<private> /Añez Mansilla/,
6000000010878089570,1,1,0,no,<private> /Bedoya Añez/,
6000000013842591120,1,1,0,no,<private> /Bedoya Añez/,
6000000013842589177,1,1,0,no,<private> /Bedoya Añez/,
6000000013842124867,1,1,0,no,<private> /Bedoya/,
6000000013842362397,1,1,0,no,<private> /Bedoya/,
6000000013842392150,1,1,0,no,<private> /Bedoya/,
6000000000850724177,1,1,0,no,<private> /Hathaways/,
1050041,1,1,0,no,<private> /Pereira Aranibar/,
6000000008264833974,1,1,0,no,<private> /Pereira Aranibar/,
2147332,1,1,0,no,<private> /Pereira Aranibar/,
6000000010123019239,1,1,0,no,<private> /Salamanca Prado/,
6000000010352877722,1,1,0,no,<private> /Turcinovic Pereyra/,
6000000010198610417,1,1,0,no,<private> /Zenteno Jeunon/,
6000000010198383110,1,1,0,no,<private> /Valverde/,
6000000010198381691,1,1,0,no,<private> /Valverde Zenteno/,
6000000010197749074,1,1,0,no,<private> /Zenteno Barragan/,
6000000000835534173,1,1,0,no,<private> /Aloisio Bustillo/,
6000000017568207220,1,1,0,no,<private> /Alborta de Villegas/,
6000000017546194366,1,1,0,no,<private> /Alborta Diez Canseco/,
6000000019598701748,1,1,0,no,<private> /Alborta/,
6000000000866877623,1,1,0,no,<private> /Viaña Alborta/,
6000000017546444227,1,1,0,no,<private> /Alborta/,
6000000000867149325,1,1,0,no,<private> /Viaña Alborta/,
6000000000867105580,1,1,0,no,<private> /Lopez del Solar/,
6000000000867297119,1,1,0,no,<private> /Pabon/,
6000000000844514016,1,1,0,no,<private> /Peñaranda/,
6000000000844320700,1,1,0,no,<private> /Elio Peñaranda/,
6000000000844507007,1,1,0,no,<private> /Elio/,
6000000000915507117,1,1,0,no,???? /Bustos/,
6000000018258809538,1,1,0,no,<private> /Bustos Alborta/,
6000000002329039201,1,1,0,no,<private> /Maldonado Osorio/,
6000000002329063270,1,1,0,no,<private> /Maldonado Osorio/,
6000000002329258505,1,1,0,no,<private> /Velasco Maidana/,
6000000002329143439,1,1,0,no,<private> /Velasco Osorio/,
6000000002329308212,1,1,0,no,<private> /Velasco Osorio/,
6000000002329346003,1,1,0,no,<private> /Velasco Osorio/,
6000000002329181026,1,1,0,no,<private> /Dietrich Alvarez/,
6000000002329209192,1,1,0,no,<private> /Patiño Paz Soldan/,
6000000002329183307,1,1,0,no,<private> /Patiño Dietrich/,
6000000002329272604,1,1,0,no,<private> /Patiño Dietrich/,
6000000002329222402,1,1,0,no,<private> /Trigo Paz/,
6000000002329227149,1,1,0,no,<private> /Trigo Dietrich/,
6000000002329230258,1,1,0,no,<private> /Trigo Dietrich/,
6000000002328772973,1,1,0,no,<private> /Pacheco Mariaca/,
6000000002794733222,1,1,0,no,<private> /Muñoz Mariaca/,
6000000002794614341,1,1,0,no,<private> /Muñoz Mariaca/,
6000000002794648678,1,1,0,no,<private> /Muñoz Mariaca/,
6000000183762428821,1,1,0,no,<private> /Vargas/,
6000000002868628045,1,1,0,no,<private> /Rada Arroyo/,
6000000194168630893,1,1,0,no,<private> /Rada Arroyo/,
6000000016444214787,1,1,0,no,<private> /Rojas/,
6000000223135133826,1,1,0,no,<private> /scorsin/,
6000000223135081856,1,1,0,no,<private> /Alborta Scorsin/,
6000000223135046901,1,1,0,no,<private> /Alborta Scorsin/,
6000000223134827970,1,1,0,no,<private> /Hardin/,
6000000037815839007,1,1,0,no,<private> /Smith/,
6000000037815439634,1,1,0,no,<private> /Smith/,
6000000037815781216,1,1,0,no,<private> /Smith/,
6000000037815908094,1,1,0,no,<private> /Weeks/,
6000000037816226917,1,1,0,no,<private> /Weeks/,
6000000037816364922,1,1,0,no,<private> /Harrell/,
6000000037816203149,1,1,0,no,<private> /Clark/,
6000000037816157821,1,1,0,no,<private> /Pace/,
6000000037815005570,1,1,0,no,<private> /Pace/,
6000000037816095786,1,1,0,no,<private> /Boudreau/,
6000000037816464102,1,1,0,no,<private> /Cooper/,
6000000037816234550,1,1,0,no,<private> /Cooper/,
6000000037816558039,1,1,0,no,<private> /Cooper/,
6000000037815704135,1,1,0,no,<private> /Bratton/,
6000000037815848268,1,1,0,no,<private> /Bratton/,
6000000037814858847,1,1,0,no,<private> /Newell/,
6000000037813937338,1,1,0,no,<private> /Hamilton/,
6000000037747389804,1,1,0,no,<private> /Gardner/,
