geni_id	qid	cjk_names	han_tokens	ko	ja_sourced	zh
6000000000790497299		亚炎 | 亞炎 黃	亚炎 亞炎 黃	아염 아염 황		
6000000000790674287		秉瑯 黃	秉瑯 黃	병낭 황		
6000000001272854603		象 媯	象 媯	상 규		
6000000001380828716		句芒	句芒	구망		
6000000001380983518		蟜牛	蟜牛	교우		
6000000001381063554		昌意 姬 | 姬昌意	昌意 姬 姬昌意	창의 희 희창의		
6000000001381114215		敬康	敬康	경강		
6000000001381123265		顓頊	顓頊	전욱		
6000000001381274001		軒轅 有熊氏	軒轅 有熊氏	헌원 유웅씨		
6000000001662438182		朵奔篾儿干	朵奔篾儿干	타분멸인간		
6000000001662491345		阿抡郭斡	阿抡郭斡	아윤곽알		
6000000001662651231		豁里察儿蔑儿干	豁里察儿蔑儿干	활이찰인멸인간		
6000000001662675323		巴塔赤罕	巴塔赤罕	파탑적한		
6000000001662675374		孛兒貼赤那	孛兒貼赤那	패아첩적나		
6000000001662683210		豁埃馬闌勒	豁埃馬闌勒	활애마난늑		
6000000001709406121		崇槐	崇槐	숭괴		
6000000001748233811		敏信 織田 | 織田敏信	敏信 織田 織田敏信	민신 직전 직전민신		
6000000001748382692		文仁 秋篠宮 | 秋篠宮文仁親王	文仁 秋篠宮 秋篠宮文仁親王	문인 추소궁 추소궁문인친왕		
6000000001748382730		信秀 三郎 織田 | 織田信秀	信秀 三郎 織田 織田信秀	신수 삼낭 직전 직전신수		
6000000001748418992		達勝 織田 | 織田達勝	達勝 織田 織田達勝	달승 직전 직전달승		
6000000001748441996		信直 又六郎 織田 | 織田信直	信直 又六郎 織田 織田信直	신직 우육낭 직전 직전신직		
6000000001748461510		信秀側室 織田 | 織田敏信娘	織田 織田敏信娘	직전 직전민신낭		
6000000001748533664		尚清 飯尾 | 飯尾尚清	尚清 飯尾 飯尾尚清	상청 반미 반미상청		
6000000001748551785		信行 勘重郎 織田 | 織田信行	信行 勘重郎 織田 織田信行	신행 감중낭 직전 직전신행		
6000000001748565872		秀成 半左衛門 織田 | 織田秀成	秀成 半左衛門 織田 織田秀成	수성 반좌위문 직전 직전수성		
6000000001748573794		養徳院 池田 | 養徳院	養徳院 池田 養徳院	양덕원 지전 양덕원	ようとくいん	
6000000001748578975		政秀 池田 | 池田政秀	政秀 池田 池田政秀	정수 지전 지전정수		
6000000001748630122		信秀正室 織田 | 織田信秀正室	織田	직전		
6000000001748650362		信照 織田 | 織田信照	信照 織田 織田信照	신조 직전 직전신조		
6000000001748654436		信高 織田 | 織田信高	信高 織田 織田信高	신고 직전 직전신고	おだ のぶたか	
6000000001748654696		実久 徳大寺 | 徳大寺実久	実久 徳大寺 徳大寺実久	실구 덕대사 덕대사실구		
6000000001748659284		お犬の方 織田 | お犬の方	織田	직전		
6000000001748660102		秀孝 織田 | 織田秀孝	秀孝 織田 織田秀孝	수효 직전 직전수효		
6000000001748660392		尚清室 織田 | 飯尾尚清室	織田	직전		
6000000001748661095		土田御前 土田 | 土田御前	土田御前 土田 土田御前	토전어전 토전 토전어전	どたごぜん/つちだごぜん	
6000000001748672602		信正 織田 | 織田信正	信正 織田 織田信正	신정 직전 직전신정	おだ のぶまさ	
6000000001748673311		信治 織田 | 織田信治	信治 織田 織田信治	신치 직전 직전신치		
6000000001748674205		小田井殿 栄輪院 織田 | 小田井殿	小田井殿 栄輪院 織田 小田井殿	소전정전 영윤원 직전 소전정전		
6000000001748675267		信徳院殿 織田 | 信徳院殿	信徳院殿 織田 信徳院殿	신덕원전 직전 신덕원전		
6000000001748676515		鍋 興雲院 高畑 | お鍋の方	鍋 興雲院 高畑	과 흥운원 고전		
6000000001748686081		長清 牧 | 牧長清	長清 牧 牧長清	장청 목 목장청		
6000000001748687684		小幡殿 織田 | 小幡殿	小幡殿 織田 小幡殿	소번전 직전 소번전		
6000000001748688217		信時 織田 | 織田信時	信時 織田 織田信時	신시 직전 직전신시	おだ のぶとき	
6000000001748691943		信貞 織田 | 織田信貞	信貞 織田 織田信貞	신정 직전 직전신정		
6000000001748694008		秀子 お市の方 織田 | お市の方	秀子 織田	수자 직전		
6000000001748694330		長益 源五郎 織田 | 織田長益	長益 源五郎 織田 織田長益	장익 원오낭 직전 직전장익		
6000000001748694840		信孝 神戸 | 神戸信孝	信孝 神戸 神戸信孝	신효 신호 신호신효		
6000000001748698732		乃夫殿 織田 | 乃夫殿	乃夫殿 織田 乃夫殿	내부전 직전 내부전		
6000000001748699599		吉乃 生駒 | 生駒吉乃	吉乃 生駒 生駒吉乃	길내 생구 생구길내	いこま きつの／よしの	
6000000001748700093		岩室殿	岩室殿	암실전		
6000000001748700113		長利 又三郎 織田 | 織田長利	長利 又三郎 織田 織田長利	장이 우삼낭 직전 직전장이		
6000000001748702046		信興 彦七郎 織田 | 織田信興	信興 彦七郎 織田 織田信興	신흥 언칠낭 직전 직전신흥		
6000000001748702064		貞通継室 織田 | 稲葉貞通継室	織田	직전		
6000000001748702161		貞通 稲葉 | 稲葉貞通	貞通 稲葉 稲葉貞通	정통 도엽 도엽정통		
6000000001748704406		直廉室 織田 | 遠山直廉室	織田	직전		
6000000001748708669		信雄 北畠 | 織田信雄	信雄 北畠 織田信雄	신웅 북전 직전신웅		
6000000001748709554		氏張 神保 | 神保氏張	氏張 神保 神保氏張	씨장 신보 신보씨장		
6000000001748711164		信広 織田 | 織田信広	信広 織田 織田信広	신광 직전 직전신광		
6000000001748711380		信方 佐治 | 佐治信方	信方 佐治 佐治信方	신방 좌치 좌치신방		
6000000001748732282		犬山殿 織田 | 犬山殿	犬山殿 織田 犬山殿	견산전 직전 견산전		
6000000001748752726		雄久娘 土方 | 土方雄久娘	雄久娘 土方 土方雄久娘	웅구낭 토방 토방웅구낭		
6000000001748757438		五徳 岡崎殿 織田 | 徳姫	五徳 岡崎殿 織田 徳姫	오덕 강기전 직전 덕진		
6000000001748762172		元秀 津田 | 津田元秀	元秀 津田 津田元秀	원수 진전 진전원수		
6000000001748767023		長政 浅井 | 浅井長政	長政 浅井 浅井長政	장정 천정 천정장정		
6000000001748769098		直廉 勘太郎 遠山 | 遠山直廉	直廉 勘太郎 遠山 遠山直廉	직염 감태낭 원산 원산직염		
6000000001748780761		坂氏 坂 | 坂氏	坂氏 坂 坂氏	판씨 판 판씨		
6000000001748791038		勝家 柴田 | 柴田勝家	勝家 柴田 柴田勝家	승가 시전 시전승가		
6000000001748794464		信忠 織田 | 織田信忠	信忠 織田 織田信忠	신충 직전 직전신충		
6000000001748815505		直政 九郎左衛門 塙 | 塙直政	直政 九郎左衛門 塙 塙直政	직정 구낭좌위문 고 고직정		
6000000001748815632		信秀 三吉郎 織田 | 織田信秀	信秀 三吉郎 織田 織田信秀	신수 삼길낭 직전 직전신수		
6000000001748823335		くらの方 織田 | くらの方	織田	직전		
6000000001748826039		重長 大橋 | 大橋重長	重長 大橋 大橋重長	중장 대교 대교중장		
6000000001748837458		秀行 蒲生 | 蒲生秀行	秀行 蒲生 蒲生秀行	수행 포생 포생수행		
6000000001748840479		氏郷 蒲生 | 蒲生氏郷	氏郷 蒲生 蒲生氏郷	씨향 포생 포생씨향		
6000000001748847402		利長 前田 | 前田利長	利長 前田 前田利長	이장 전전 전전이장		
6000000001748847423		まつ 芳春院 篠原 | 芳春院 | まつ	芳春院 篠原 芳春院	방춘원 소원 방춘원		
6000000001748867302		信吉 織田 | 織田信吉	信吉 織田 織田信吉	신길 직전 직전신길	おだ のぶよし	
6000000001748879010		直政妹 原田 | 原田直政妹	直政妹 原田 原田直政妹	직정매 원전 원전직정매		
6000000001748879082		秀勝 羽柴 | 羽柴秀勝	秀勝 羽柴 羽柴秀勝	수승 우시 우시수승		
6000000001748891227		雄久 土方 | 土方雄久	雄久 土方 土方雄久	웅구 토방 토방웅구		
6000000001748902281		稲葉氏 稲葉 | 稲葉氏	稲葉氏 稲葉 稲葉氏	도엽씨 도엽 도엽씨		
6000000001748905708		光徳院 織田 | 光徳院(木造長広室)	光徳院 織田	광덕원 직전		
6000000001748915234		三の丸 織田 | 三の丸殿 | 三の丸	織田	직전		
6000000001748924354		昭実 二条 | 二条昭実	昭実 二条 二条昭実	소실 이조 이조소실	にじょう あきざね	
6000000001748925664		信正 織田 | 織田信正	信正 織田 織田信正	신정 직전 직전신정		
6000000001748929408		報恩院 織田 | 報恩院	報恩院 織田 報恩院	보은원 직전 보은원		
6000000001748933094		信康 次郎三郎 松平 | 松平信康	信康 次郎三郎 松平 松平信康	신강 차낭삼낭 송평 송평신강		
6000000001748935230		籍 蒲生 | 籍	籍 蒲生 籍	적 포생 적		
6000000001748945395		永 玉泉院 織田 | 永姫	永 玉泉院 織田 永姫	영 옥천원 직전 영진	えいひめ	
6000000001748950105		利政 前田 | 前田利政	利政 前田 前田利政	이정 전전 전전이정		
6000000001748950130		定次 筒井 | 筒井定次	定次 筒井 筒井定次	정차 통정 통정정차		
6000000001748953335		利家 孫四郎 前田 | 前田利家	利家 孫四郎 前田 前田利家	이가 손사낭 전전 전전이가		
6000000001748959523		信賢 織田 | 織田信賢	信賢 織田 織田信賢	신현 직전 직전신현		
6000000001748962166		信康 織田 | 織田信康	信康 織田 織田信康	신강 직전 직전신강		
6000000001748963097		秀子 織田 | 織田秀子	秀子 織田 織田秀子	수자 직전 직전수자		
6000000001748963607		長義 牧 | 牧長義	長義 牧 牧長義	장의 목 목장의		
6000000001748966144		秀吉 豊臣 | 豊臣秀吉	秀吉 豊臣 豊臣秀吉	수길 풍신 풍신수길		
6000000001748970454		秀政 中川 | 中川秀政	秀政 中川 中川秀政	수정 중천 중천수정		
6000000001748980084		冬 相応院 織田 | 冬姫	冬 相応院 織田 冬姫	동 상응원 직전 동진	そうおういん	
6000000001748980326		長次 織田 | 織田長次	長次 織田 織田長次	장차 직전 직전장차		
6000000001748981833		勝長 織田 | 織田勝長	勝長 織田 織田勝長	승장 직전 직전승장		
6000000001748984154		長重 丹羽 | 丹羽長重	長重 丹羽 丹羽長重	장중 단우 단우장중		
6000000001748986147		一成 佐治 | 佐治一成	一成 佐治 佐治一成	일성 좌치 좌치일성		
6000000001748986290		信昌 織田 | 織田信昌	信昌 織田 織田信昌	신창 직전 직전신창		
6000000001748986576		？(織田の娘) 織田	織田	직전		
6000000001748996489		正信 織田 | 織田正信	正信 織田 織田正信	정신 직전 직전정신		
6000000001749006154		忠胤 水野 | 水野忠胤	忠胤 水野 水野忠胤	충윤 수야 수야충윤		
6000000001749009043		信好 織田 | 織田信好	信好 織田 織田信好	신호 직전 직전신호		
6000000001749017832		信成 織田 | 織田信成(戦国武将)	信成 織田	신성 직전		
6000000001749021258		信定 織田 | 織田信定	信定 織田 織田信定	신정 직전 직전신정	おだ のぶさだ	
6000000001749025298		信張 織田 | 織田信張	信張 織田 織田信張	신장 직전 직전신장		
6000000001749027060		振 織田 | 於振	振 織田 於振	진 직전 어진		
6000000001749034091		月明院 織田 | 月明院	月明院 織田 月明院	월명원 직전 월명원		
6000000001749038554		長栄寺殿 織田 | 長栄寺殿	長栄寺殿 織田 長栄寺殿	장영사전 직전 장영사전		
6000000001749040292		信次 孫十郎 織田 | 織田信次	信次 孫十郎 織田 織田信次	신차 손십낭 직전 직전신차		
6000000001749044133		鶴 織田 | 鶴姫	鶴 織田 鶴姫	학 직전 학진		
6000000001749045619		信張室 織田 | 織田信張室	織田	직전		
6000000001749047220		充房 万里小路 | 万里小路充房	充房 万里小路 万里小路充房	충방 만이소노 만이소노충방		
6000000001749047624		秋悦院殿 織田 | 秋悦院殿	秋悦院殿 織田 秋悦院殿	추열원전 직전 추열원전		
6000000001749058207		充房正室 織田 | 万里小路充房正室	織田	직전	げんこういん	
6000000001749058392		含笑院殿(織田良頼の娘) 織田	織田	직전		
6000000001749058424		信光 孫三郎 織田 | 織田信光	信光 孫三郎 織田 織田信光	신광 손삼낭 직전 직전신광	おだ のぶみつ	
6000000001749079631		織田敏宗妻 京極 | 織田敏宗妻(京極常観娘)	京極	경극		
6000000001749086443		信友 秋山 | 秋山信友	信友 秋山 秋山信友	신우 추산 추산신우		
6000000001749091291		信清 十郎左衛門 織田 | 織田信清	信清 十郎左衛門 織田 織田信清	신청 십낭좌위문 직전 직전신청		
6000000001749091781		寛定室 石丸 | 織田寛定室	石丸	석환		
6000000001749096089		良頼 藤左衛門 織田 | 織田良頼	良頼 藤左衛門 織田 織田良頼	양뇌 등좌위문 직전 직전양뇌	おだ すけより/ながより	
6000000001749098492		正仲 剛可 織田 | 剛可正仲	正仲 剛可 織田 剛可正仲	정중 강가 직전 강가정중		
6000000001749098677		敏宗 織田 | 織田敏宗	敏宗 織田 織田敏宗	민종 직전 직전민종		
6000000001749110221		信安 織田 | 織田信安	信安 織田 織田信安	신안 직전 직전신안		
6000000001749113059		広良 織田 | 織田広良	広良 織田 織田広良	광양 직전 직전광양		
6000000001749118586		常任 織田 | 織田常任	常任 織田 織田常任	상임 직전 직전상임		
6000000001749124582		定宗 飯尾 | 飯尾定宗	定宗 飯尾 飯尾定宗	정종 반미 반미정종		
6000000001749126327		信実 織田 | 織田信実	信実 織田 織田信実	신실 직전 직전신실		
6000000001749149582		一益 滝川 | 滝川一益	一益 滝川 滝川一益	일익 농천 농천일익		
6000000001749159029		長広 木造 | 木造長広	長広 木造 木造長広	장광 목조 목조장광		
6000000001749170401		正盛 津田 | 津田正盛	正盛 津田 津田正盛	정성 진전 진전정성		
6000000001749170506		敏定 織田 | 織田敏定	敏定 織田 織田敏定	민정 직전 직전민정	おだ としさだ	
6000000001749173142		景任 遠山 | 遠山景任	景任 遠山 遠山景任	경임 원산 원산경임		
6000000001749175148		おつやの方 岩村殿 織田 | 岩村殿 | おつやの方	岩村殿 織田 岩村殿	암촌전 직전 암촌전		
6000000001749189315		久長 織田 | 織田久長	久長 織田 織田久長	구장 직전 직전구장		
6000000001749202058		信定 次郎 松平 | 松平信定	信定 次郎 松平 松平信定	신정 차낭 송평 송평신정		
6000000001749219741		教景 心月 朝倉 | 朝倉教景	教景 心月 朝倉 朝倉教景	교경 심월 조창 조창교경		
6000000001749219785		常寛 織田 | 織田常寛	常寛 織田 織田常寛	상관 직전 직전상관		
6000000001749219862		寛村 織田 | 織田寛村	寛村 織田 織田寛村	관촌 직전 직전관촌		
6000000001749231198		？(朝倉の娘) 朝倉	朝倉	조창		
6000000001749236554		勝久 織田 | 織田勝久	勝久 織田 織田勝久	승구 직전 직전승구		
6000000001749244047		信家 織田 | 織田信家	信家 織田 織田信家	신가 직전 직전신가		
6000000001749251621		敏任 織田 | 織田敏任	敏任 織田 織田敏任	민임 직전 직전민임		
6000000001749257497		寛定 伊勢守家 織田 | 織田寛定(伊勢守家)	寛定 伊勢守家 織田	관정 이세수가 직전		
6000000001749263295		秀重 津田 | 津田秀重	秀重 津田 津田秀重	수중 진전 진전수중		
6000000001749276108		常孝 織田 | 織田常孝	常孝 織田 織田常孝	상효 직전 직전상효		
6000000001749312339		常観 京極 | 京極常観	常観 京極 京極常観	상관 경극 경극상관		
6000000001749315009		因幡守 織田 | 織田因幡守	因幡守 織田 織田因幡守	인번수 직전 직전인번수		
6000000001749325078		寛定 織田 | 織田寛定	寛定 織田 織田寛定	관정 직전 직전관정		
6000000001749331172		秀敏 織田 | 織田秀敏	秀敏 織田 織田秀敏	수민 직전 직전수민		
6000000001749334144		秀政 津田 | 津田秀政	秀政 津田 津田秀政	수정 진전 진전수정		
6000000001749350044		秀政室 滝川 | 津田秀政室	滝川	농천		
6000000001749355266		信友 織田 | 織田信友	信友 織田 織田信友	신우 직전 직전신우		
6000000001749415525		教広 織田 | 織田教広	教広 織田 織田教広	교광 직전 직전교광		
6000000001749422014		広孝 監物尉 織田 | 織田広孝	広孝 監物尉 織田 織田広孝	광효 감물위 직전 직전광효		
6000000001749434398		常勝 織田 | 織田常勝	常勝 織田 織田常勝	상승 직전 직전상승		
6000000001749548442		寛広 織田 | 織田寛広	寛広 織田 織田寛広	관광 직전 직전관광		
6000000001749605065		郷広(常松) 織田 | 織田郷広(常松)	織田	직전		
6000000001749605151		敏広 織田 | 織田敏広	敏広 織田 織田敏広	민광 직전 직전민광		
6000000001749623001		教信 織田 | 織田教信	教信 織田 織田教信	교신 직전 직전교신		
6000000001749763132		なか 木下 | 木下なか | なか	木下	목하		
6000000001749763240		延貞 木下 | 木下延貞	延貞 木下 木下延貞	연정 목하 목하연정		
6000000001749769541		定利 杉原 | 杉原定利	定利 杉原 杉原定利	정이 삼원 삼원정이	すぎはら さだとし	
6000000001749769581		延俊 木下 | 木下延俊	延俊 木下 木下延俊	연준 목하 목하연준		
6000000001749769997		蒲生賢秀室 後藤 | 蒲生賢秀室(後藤但馬守娘)	後藤	후등		
6000000001749770464		秀勝 羽柴 | 羽柴秀勝	秀勝 羽柴 羽柴秀勝	수승 우시 우시수승	はしば ひでかつ	
6000000001749774888		安楽院	安楽院	안악원		
