shape	kind	claimed_by	qid	geni_id	sources	component_qids	component_geni_ids
1x2	one item, several Geni profiles	wikidata only	Q134238469	6000000015405053740	wikidata-p2600	Q134238469	6000000015405053740;6000000039439021891
1x2	one item, several Geni profiles	wikidata only	Q134238469	6000000039439021891	wikidata-p2600	Q134238469	6000000015405053740;6000000039439021891
2x1	several items, one Geni profile	wikidata only	Q134267712	6000000013294621009	wikidata-p2600	Q134267712;Q134269883	6000000013294621009
2x1	several items, one Geni profile	wikidata only	Q134269883	6000000013294621009	wikidata-p2600	Q134267712;Q134269883	6000000013294621009
1x3	one item, several Geni profiles	wikidata only	Q134288198	6000000022664494113	wikidata-p2600	Q134288198	6000000022664494113;6000000022670953981;6000000053781536912
1x3	one item, several Geni profiles	wikidata only	Q134288198	6000000022670953981	wikidata-p2600	Q134288198	6000000022664494113;6000000022670953981;6000000053781536912
1x3	one item, several Geni profiles	wikidata only	Q134288198	6000000053781536912	wikidata-p2600	Q134288198	6000000022664494113;6000000022670953981;6000000053781536912
1x2	one item, several Geni profiles	wikidata only	Q134290775	6000000022669225980	wikidata-p2600	Q134290775	6000000022669225980;6000000022671618914
1x2	one item, several Geni profiles	wikidata only	Q134290775	6000000022671618914	wikidata-p2600	Q134290775	6000000022669225980;6000000022671618914
1x2	one item, several Geni profiles	wikidata only	Q134290911	6000000014945694274	wikidata-p2600	Q134290911	6000000014945694274;6000000022664540154
1x2	one item, several Geni profiles	wikidata only	Q134290911	6000000022664540154	wikidata-p2600	Q134290911	6000000014945694274;6000000022664540154
1x2	one item, several Geni profiles	mixed	Q134325860	6000000010998152794	wikidata-p2600	Q134325860	6000000010998152794;6000000060913956890
1x2	one item, several Geni profiles	mixed	Q134325860	6000000060913956890	zipper	Q134325860	6000000010998152794;6000000060913956890
1x2	one item, several Geni profiles	wikidata only	Q134439899	6000000085331950821	wikidata-p2600	Q134439899	6000000085331950821;6000000189126945862
1x2	one item, several Geni profiles	wikidata only	Q134439899	6000000189126945862	wikidata-p2600	Q134439899	6000000085331950821;6000000189126945862
1x2	one item, several Geni profiles	wikidata only	Q134439902	6000000085331785888	wikidata-p2600	Q134439902	6000000085331785888;6000000189127105835
1x2	one item, several Geni profiles	wikidata only	Q134439902	6000000189127105835	wikidata-p2600	Q134439902	6000000085331785888;6000000189127105835
1x2	one item, several Geni profiles	wikidata only	Q134442955	6000000016457796308	wikidata-p2600	Q134442955	6000000016457796308;6000000046284887545
1x2	one item, several Geni profiles	wikidata only	Q134442955	6000000046284887545	wikidata-p2600	Q134442955	6000000016457796308;6000000046284887545
1x2	one item, several Geni profiles	mixed	Q134452	6000000000307280247	zipper	Q134452	6000000000307280247;6000000042350330642
1x2	one item, several Geni profiles	mixed	Q134452	6000000042350330642	wikidata-p2600	Q134452	6000000000307280247;6000000042350330642
1x2	one item, several Geni profiles	wikidata only	Q134591448	6000000022669402138	wikidata-p2600	Q134591448	6000000022669402138;6000000080963031875
1x2	one item, several Geni profiles	wikidata only	Q134591448	6000000080963031875	wikidata-p2600	Q134591448	6000000022669402138;6000000080963031875
1x2	one item, several Geni profiles	wikidata only	Q134614965	6000000014984073489	wikidata-p2600	Q134614965	6000000014984073489;6000000022671217430
1x2	one item, several Geni profiles	wikidata only	Q134614965	6000000022671217430	wikidata-p2600	Q134614965	6000000014984073489;6000000022671217430
1x2	one item, several Geni profiles	wikidata only	Q134719737	6000000214708118836	wikidata-p2600	Q134719737	6000000214708118836;6000000215458685828
1x2	one item, several Geni profiles	wikidata only	Q134719737	6000000215458685828	wikidata-p2600	Q134719737	6000000214708118836;6000000215458685828
1x2	one item, several Geni profiles	wikidata only	Q134731990	6000000037010163861	wikidata-p2600	Q134731990	6000000037010163861;6000000219153441885
1x2	one item, several Geni profiles	wikidata only	Q134731990	6000000219153441885	wikidata-p2600	Q134731990	6000000037010163861;6000000219153441885
4x8	TANGLE - needs both merges	mixed	Q13478492	6000000009179187283	wikidata-p2600	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q13478492	6000000080795374822	wikidata-p2600;zipper	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q13478492	6000000081027536928	wikidata-p2600	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2594607	6000000002187837843	wikidata-p2600	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2625725	6000000002187837808	wikidata-p2600	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2625725	6000000002187837843	structural	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2625725	6000000080795374822	structural	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2632610	6000000007171629271	wikidata-p2600;zipper	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2632610	6000000009179187283	structural	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2632610	6000000071619754822	wikidata-p2600	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
4x8	TANGLE - needs both merges	mixed	Q2632610	6000000080879890850	wikidata-p2600	Q13478492;Q2594607;Q2625725;Q2632610	6000000002187837808;6000000002187837843;6000000007171629271;6000000009179187283;6000000071619754822;6000000080795374822;6000000080879890850;6000000081027536928
1x2	one item, several Geni profiles	wikidata only	Q13478512	6000000009179092613	wikidata-p2600	Q13478512	6000000009179092613;6000000080797215850
1x2	one item, several Geni profiles	wikidata only	Q13478512	6000000080797215850	wikidata-p2600	Q13478512	6000000009179092613;6000000080797215850
1x2	one item, several Geni profiles	mixed	Q13478526	6000000013766131859	wikidata-p2600;zipper	Q13478526	6000000013766131859;6000000080810418078
1x2	one item, several Geni profiles	mixed	Q13478526	6000000080810418078	wikidata-p2600	Q13478526	6000000013766131859;6000000080810418078
1x2	one item, several Geni profiles	mixed	Q13478538	6000000008785883861	wikidata-p2600;zipper	Q13478538	6000000008785883861;6000000080817176840
1x2	one item, several Geni profiles	mixed	Q13478538	6000000080817176840	wikidata-p2600	Q13478538	6000000008785883861;6000000080817176840
1x2	one item, several Geni profiles	mixed	Q13478569	6000000002240822537	wikidata-p2600;zipper	Q13478569	6000000002240822537;6000000080810860893
1x2	one item, several Geni profiles	mixed	Q13478569	6000000080810860893	wikidata-p2600	Q13478569	6000000002240822537;6000000080810860893
1x2	one item, several Geni profiles	wikidata only	Q134837734	6000000027103009799	wikidata-p2600	Q134837734	6000000027103009799;6000000215258367821
1x2	one item, several Geni profiles	wikidata only	Q134837734	6000000215258367821	wikidata-p2600	Q134837734	6000000027103009799;6000000215258367821
1x2	one item, several Geni profiles	mixed	Q134882387	6000000002599741041	wikidata-p2600	Q134882387	6000000002599741041;6000000012421446695
1x2	one item, several Geni profiles	mixed	Q134882387	6000000012421446695	zipper	Q134882387	6000000002599741041;6000000012421446695
1x2	one item, several Geni profiles	wikidata only	Q134887644	6000000040546894889	wikidata-p2600	Q134887644	6000000040546894889;6000000087354920849
1x2	one item, several Geni profiles	wikidata only	Q134887644	6000000087354920849	wikidata-p2600	Q134887644	6000000040546894889;6000000087354920849
1x2	one item, several Geni profiles	wikidata only	Q134887646	6000000040546796905	wikidata-p2600	Q134887646	6000000040546796905;6000000087358194886
1x2	one item, several Geni profiles	wikidata only	Q134887646	6000000087358194886	wikidata-p2600	Q134887646	6000000040546796905;6000000087358194886
3x3	TANGLE - needs both merges	mixed	Q134981976	6000000001514999942	structural	Q134981976;Q134986329;Q7701203	6000000001514999942;6000000049865157925;6000000060001809033
3x3	TANGLE - needs both merges	mixed	Q134981976	6000000049865157925	wikidata-p2600	Q134981976;Q134986329;Q7701203	6000000001514999942;6000000049865157925;6000000060001809033
3x3	TANGLE - needs both merges	mixed	Q134981976	6000000060001809033	structural	Q134981976;Q134986329;Q7701203	6000000001514999942;6000000049865157925;6000000060001809033
3x3	TANGLE - needs both merges	mixed	Q134986329	6000000060001809033	wikidata-p2600	Q134981976;Q134986329;Q7701203	6000000001514999942;6000000049865157925;6000000060001809033
3x3	TANGLE - needs both merges	mixed	Q7701203	6000000001514999942	wikidata-p2600	Q134981976;Q134986329;Q7701203	6000000001514999942;6000000049865157925;6000000060001809033
1x2	one item, several Geni profiles	wikidata only	Q134982734	316971043190003537	wikidata-p2600	Q134982734	316971043190003537;6000000211396046839
1x2	one item, several Geni profiles	wikidata only	Q134982734	6000000211396046839	wikidata-p2600	Q134982734	316971043190003537;6000000211396046839
2x2	TANGLE - needs both merges	mixed	Q134985471	6000000020341820478	wikidata-p2600	Q134985471;Q134986001	6000000020341820478;6000000052945695870
2x2	TANGLE - needs both merges	mixed	Q134985471	6000000052945695870	structural	Q134985471;Q134986001	6000000020341820478;6000000052945695870
2x2	TANGLE - needs both merges	mixed	Q134986001	6000000052945695870	wikidata-p2600	Q134985471;Q134986001	6000000020341820478;6000000052945695870
2x2	TANGLE - needs both merges	mixed	Q134985816	6000000000321789107	wikidata-p2600	Q134985816;Q134986449	6000000000321789107;6000000000321812032
2x2	TANGLE - needs both merges	mixed	Q134985816	6000000000321812032	structural	Q134985816;Q134986449	6000000000321789107;6000000000321812032
2x2	TANGLE - needs both merges	mixed	Q134986449	6000000000321812032	wikidata-p2600	Q134985816;Q134986449	6000000000321789107;6000000000321812032
2x1	several items, one Geni profile	mixed	Q134985823	6000000012060506669	wikidata-p2600	Q134985823;Q7708632	6000000012060506669
2x1	several items, one Geni profile	mixed	Q7708632	6000000012060506669	structural	Q134985823;Q7708632	6000000012060506669
2x2	TANGLE - needs both merges	mixed	Q134986092	6000000128936608973	wikidata-p2600	Q134986092;Q2869609	6000000027346213834;6000000128936608973
2x2	TANGLE - needs both merges	mixed	Q2869609	6000000027346213834	wikidata-p2600	Q134986092;Q2869609	6000000027346213834;6000000128936608973
2x2	TANGLE - needs both merges	mixed	Q2869609	6000000128936608973	structural	Q134986092;Q2869609	6000000027346213834;6000000128936608973
2x2	TANGLE - needs both merges	mixed	Q134986337	6000000012225603128	wikidata-p2600	Q134986337;Q134986339	6000000012225278608;6000000012225603128
2x2	TANGLE - needs both merges	mixed	Q134986339	6000000012225278608	wikidata-p2600	Q134986337;Q134986339	6000000012225278608;6000000012225603128
2x2	TANGLE - needs both merges	mixed	Q134986339	6000000012225603128	structural	Q134986337;Q134986339	6000000012225278608;6000000012225603128
2x2	TANGLE - needs both merges	mixed	Q134986346	6000000004559929425	wikidata-p2600	Q134986346;Q134986352	6000000004559865516;6000000004559929425
2x2	TANGLE - needs both merges	mixed	Q134986352	6000000004559865516	wikidata-p2600	Q134986346;Q134986352	6000000004559865516;6000000004559929425
2x2	TANGLE - needs both merges	mixed	Q134986352	6000000004559929425	structural	Q134986346;Q134986352	6000000004559865516;6000000004559929425
3x3	TANGLE - needs both merges	mixed	Q134986353	6000000000661686823	structural	Q134986353;Q134986485;Q134986486	6000000000661686823;6000000007354125287;6000000039812785695
3x3	TANGLE - needs both merges	mixed	Q134986353	6000000007354125287	structural	Q134986353;Q134986485;Q134986486	6000000000661686823;6000000007354125287;6000000039812785695
3x3	TANGLE - needs both merges	mixed	Q134986353	6000000039812785695	wikidata-p2600	Q134986353;Q134986485;Q134986486	6000000000661686823;6000000007354125287;6000000039812785695
3x3	TANGLE - needs both merges	mixed	Q134986485	6000000000661686823	wikidata-p2600	Q134986353;Q134986485;Q134986486	6000000000661686823;6000000007354125287;6000000039812785695
3x3	TANGLE - needs both merges	mixed	Q134986486	6000000007354125287	wikidata-p2600	Q134986353;Q134986485;Q134986486	6000000000661686823;6000000007354125287;6000000039812785695
3x3	TANGLE - needs both merges	mixed	Q134986617	6000000003493056813	wikidata-p2600	Q134986617;Q5860561;Q5860568	5266305885070130046;6000000001758859465;6000000003493056813
3x3	TANGLE - needs both merges	mixed	Q5860561	5266305885070130046	structural	Q134986617;Q5860561;Q5860568	5266305885070130046;6000000001758859465;6000000003493056813
3x3	TANGLE - needs both merges	mixed	Q5860561	6000000001758859465	wikidata-p2600	Q134986617;Q5860561;Q5860568	5266305885070130046;6000000001758859465;6000000003493056813
3x3	TANGLE - needs both merges	mixed	Q5860561	6000000003493056813	structural	Q134986617;Q5860561;Q5860568	5266305885070130046;6000000001758859465;6000000003493056813
3x3	TANGLE - needs both merges	mixed	Q5860568	5266305885070130046	wikidata-p2600	Q134986617;Q5860561;Q5860568	5266305885070130046;6000000001758859465;6000000003493056813
1x2	one item, several Geni profiles	wikidata only	Q134987138	6000000007602656518	wikidata-p2600	Q134987138	6000000007602656518;6000000211393108752
1x2	one item, several Geni profiles	wikidata only	Q134987138	6000000211393108752	wikidata-p2600	Q134987138	6000000007602656518;6000000211393108752
1x2	one item, several Geni profiles	wikidata only	Q134999770	6000000043102967491	wikidata-p2600	Q134999770	6000000043102967491;6000000211393108795
1x2	one item, several Geni profiles	wikidata only	Q134999770	6000000211393108795	wikidata-p2600	Q134999770	6000000043102967491;6000000211393108795
1x2	one item, several Geni profiles	wikidata only	Q135010423	6000000044443269978	wikidata-p2600	Q135010423	6000000044443269978;6000000053703795089
1x2	one item, several Geni profiles	wikidata only	Q135010423	6000000053703795089	wikidata-p2600	Q135010423	6000000044443269978;6000000053703795089
1x2	one item, several Geni profiles	wikidata only	Q135012343	6000000027103196138	wikidata-p2600	Q135012343	6000000027103196138;6000000215258446822
1x2	one item, several Geni profiles	wikidata only	Q135012343	6000000215258446822	wikidata-p2600	Q135012343	6000000027103196138;6000000215258446822
1x2	one item, several Geni profiles	wikidata only	Q135092042	6000000014570709032	wikidata-p2600	Q135092042	6000000014570709032;6000000027156984679
1x2	one item, several Geni profiles	wikidata only	Q135092042	6000000027156984679	wikidata-p2600	Q135092042	6000000014570709032;6000000027156984679
5x1	several items, one Geni profile	wikidata only	Q135107221	6000000219324635826	wikidata-p2600	Q135107221;Q135107244;Q135107247;Q135107434;Q135107514	6000000219324635826
5x1	several items, one Geni profile	wikidata only	Q135107244	6000000219324635826	wikidata-p2600	Q135107221;Q135107244;Q135107247;Q135107434;Q135107514	6000000219324635826
5x1	several items, one Geni profile	wikidata only	Q135107247	6000000219324635826	wikidata-p2600	Q135107221;Q135107244;Q135107247;Q135107434;Q135107514	6000000219324635826
5x1	several items, one Geni profile	wikidata only	Q135107434	6000000219324635826	wikidata-p2600	Q135107221;Q135107244;Q135107247;Q135107434;Q135107514	6000000219324635826
5x1	several items, one Geni profile	wikidata only	Q135107514	6000000219324635826	wikidata-p2600	Q135107221;Q135107244;Q135107247;Q135107434;Q135107514	6000000219324635826
1x2	one item, several Geni profiles	wikidata only	Q135110693	6000000077454392920	wikidata-p2600	Q135110693	6000000077454392920;6000000077609198179
1x2	one item, several Geni profiles	wikidata only	Q135110693	6000000077609198179	wikidata-p2600	Q135110693	6000000077454392920;6000000077609198179
1x2	one item, several Geni profiles	wikidata only	Q135113650	6000000017562622159	wikidata-p2600	Q135113650	6000000017562622159;6000000037129239411
1x2	one item, several Geni profiles	wikidata only	Q135113650	6000000037129239411	wikidata-p2600	Q135113650	6000000017562622159;6000000037129239411
3x1	several items, one Geni profile	ours only	Q135284917	6000000012789241315	geni-wikidata-pairs	Q135284917;Q135284917;Q86734749;Q86734749	6000000012789241315
3x1	several items, one Geni profile	ours only	Q135284917;Q86734749	6000000012789241315	geni-about-me	Q135284917;Q135284917;Q86734749;Q86734749	6000000012789241315
3x1	several items, one Geni profile	ours only	Q86734749	6000000012789241315	geni-wikidata-pairs;izumo-roster	Q135284917;Q135284917;Q86734749;Q86734749	6000000012789241315
1x2	one item, several Geni profiles	wikidata only	Q135299010	6000000017265456137	wikidata-p2600	Q135299010	6000000017265456137;6000000027120036945
1x2	one item, several Geni profiles	wikidata only	Q135299010	6000000027120036945	wikidata-p2600	Q135299010	6000000017265456137;6000000027120036945
2x2	TANGLE - needs both merges	mixed	Q1354041	6000000006240846639	wikidata-p2600	Q1354041;Q99233110	6000000006240846639;6000000011725874790
2x2	TANGLE - needs both merges	mixed	Q1354041	6000000011725874790	structural	Q1354041;Q99233110	6000000006240846639;6000000011725874790
2x2	TANGLE - needs both merges	mixed	Q99233110	6000000011725874790	wikidata-p2600	Q1354041;Q99233110	6000000006240846639;6000000011725874790
1x2	one item, several Geni profiles	wikidata only	Q135466372	6000000000947426841	wikidata-p2600	Q135466372	6000000000947426841;6000000012738700537
1x2	one item, several Geni profiles	wikidata only	Q135466372	6000000012738700537	wikidata-p2600	Q135466372	6000000000947426841;6000000012738700537
1x2	one item, several Geni profiles	wikidata only	Q135473399	6000000039074567045	wikidata-p2600	Q135473399	6000000039074567045;6000000101292950049
1x2	one item, several Geni profiles	wikidata only	Q135473399	6000000101292950049	wikidata-p2600	Q135473399	6000000039074567045;6000000101292950049
1x2	one item, several Geni profiles	wikidata only	Q135474926	6000000027234397744	wikidata-p2600	Q135474926	6000000027234397744;6000000181444155829
1x2	one item, several Geni profiles	wikidata only	Q135474926	6000000181444155829	wikidata-p2600	Q135474926	6000000027234397744;6000000181444155829
2x1	several items, one Geni profile	mixed	Q135480144	6000000005436732556	structural	Q135480144;Q71526810	6000000005436732556
2x1	several items, one Geni profile	mixed	Q71526810	6000000005436732556	wikidata-p2600	Q135480144;Q71526810	6000000005436732556
1x2	one item, several Geni profiles	mixed	Q135489731	6000000178795360828	wikidata-p2600	Q135489731	6000000178795360828;6000000227245553985
1x2	one item, several Geni profiles	mixed	Q135489731	6000000227245553985	structural	Q135489731	6000000178795360828;6000000227245553985
2x2	TANGLE - needs both merges	mixed	Q135489963	6000000178794932825	wikidata-p2600	Q135489963;Q135489965	6000000178794932825;6000000178795370821
2x2	TANGLE - needs both merges	mixed	Q135489963	6000000178795370821	structural	Q135489963;Q135489965	6000000178794932825;6000000178795370821
2x2	TANGLE - needs both merges	mixed	Q135489965	6000000178795370821	wikidata-p2600	Q135489963;Q135489965	6000000178794932825;6000000178795370821
1x2	one item, several Geni profiles	ours only	Q135524854	6000000227350737865	geni-about-me;tanba-roster	Q135524854	6000000227350737865;6000000227350884822
1x2	one item, several Geni profiles	ours only	Q135524854	6000000227350884822	geni-about-me;geni-wikidata-pairs;tanba-roster	Q135524854	6000000227350737865;6000000227350884822
1x2	one item, several Geni profiles	ours only	Q135524952	6000000227350826883	geni-about-me;tanba-roster	Q135524952	6000000227350826883;6000000227379436850
1x2	one item, several Geni profiles	ours only	Q135524952	6000000227379436850	geni-about-me;tanba-roster	Q135524952	6000000227350826883;6000000227379436850
1x2	one item, several Geni profiles	ours only	Q135579476	6000000227334350078	geni-about-me;izumo-sister-roster	Q135579476	6000000227334350078;6000000227335699823
1x2	one item, several Geni profiles	ours only	Q135579476	6000000227335699823	geni-about-me;izumo-roster;izumo-sister-roster	Q135579476	6000000227334350078;6000000227335699823
1x2	one item, several Geni profiles	wikidata only	Q135615390	6000000008872758182	wikidata-p2600	Q135615390	6000000008872758182;6000000008873135875
1x2	one item, several Geni profiles	wikidata only	Q135615390	6000000008873135875	wikidata-p2600	Q135615390	6000000008872758182;6000000008873135875
1x2	one item, several Geni profiles	wikidata only	Q135616941	4776836090430075754	wikidata-p2600	Q135616941	4776836090430075754;6000000012044738254
1x2	one item, several Geni profiles	wikidata only	Q135616941	6000000012044738254	wikidata-p2600	Q135616941	4776836090430075754;6000000012044738254
1x2	one item, several Geni profiles	wikidata only	Q135650010	6000000026227100248	wikidata-p2600	Q135650010	6000000026227100248;6000000214687039843
1x2	one item, several Geni profiles	wikidata only	Q135650010	6000000214687039843	wikidata-p2600	Q135650010	6000000026227100248;6000000214687039843
2x1	several items, one Geni profile	wikidata only	Q135657856	6000000186712720840	wikidata-p2600	Q135657856;Q140502546	6000000186712720840
2x1	several items, one Geni profile	wikidata only	Q140502546	6000000186712720840	wikidata-p2600	Q135657856;Q140502546	6000000186712720840
1x2	one item, several Geni profiles	mixed	Q135659804	6000000019310723930	wikidata-p2600;zipper	Q135659804	6000000019310723930;6000000041056438614
1x2	one item, several Geni profiles	mixed	Q135659804	6000000041056438614	wikidata-p2600	Q135659804	6000000019310723930;6000000041056438614
1x2	one item, several Geni profiles	wikidata only	Q135686051	6000000018328368975	wikidata-p2600	Q135686051	6000000018328368975;6000000204182513844
1x2	one item, several Geni profiles	wikidata only	Q135686051	6000000204182513844	wikidata-p2600	Q135686051	6000000018328368975;6000000204182513844
1x2	one item, several Geni profiles	wikidata only	Q135841239	6000000010311281799	wikidata-p2600	Q135841239	6000000010311281799;6000000054177352148
1x2	one item, several Geni profiles	wikidata only	Q135841239	6000000054177352148	wikidata-p2600	Q135841239	6000000010311281799;6000000054177352148
2x1	several items, one Geni profile	wikidata only	Q135841431	6000000027822596267	wikidata-p2600	Q135841431;Q18011853	6000000027822596267
2x1	several items, one Geni profile	wikidata only	Q18011853	6000000027822596267	wikidata-p2600	Q135841431;Q18011853	6000000027822596267
1x2	one item, several Geni profiles	mixed	Q1358975	6000000004242180091	wikidata-p2600;zipper	Q1358975	6000000004242180091;6000000067023911127
1x2	one item, several Geni profiles	mixed	Q1358975	6000000067023911127	wikidata-p2600	Q1358975	6000000004242180091;6000000067023911127
1x2	one item, several Geni profiles	wikidata only	Q135901912	6000000000688957633	wikidata-p2600	Q135901912	6000000000688957633;6000000151634944840
1x2	one item, several Geni profiles	wikidata only	Q135901912	6000000151634944840	wikidata-p2600	Q135901912	6000000000688957633;6000000151634944840
1x2	one item, several Geni profiles	wikidata only	Q135901918	6000000045931050049	wikidata-p2600	Q135901918	6000000045931050049;6000000046748277086
1x2	one item, several Geni profiles	wikidata only	Q135901918	6000000046748277086	wikidata-p2600	Q135901918	6000000045931050049;6000000046748277086
1x2	one item, several Geni profiles	wikidata only	Q135914110	6000000018715903355	wikidata-p2600	Q135914110	6000000018715903355;6000000220461991821
1x2	one item, several Geni profiles	wikidata only	Q135914110	6000000220461991821	wikidata-p2600	Q135914110	6000000018715903355;6000000220461991821
1x2	one item, several Geni profiles	wikidata only	Q135916862	6000000062629882840	wikidata-p2600	Q135916862	6000000062629882840;6000000185062327831
1x2	one item, several Geni profiles	wikidata only	Q135916862	6000000185062327831	wikidata-p2600	Q135916862	6000000062629882840;6000000185062327831
2x1	several items, one Geni profile	mixed	Q135976548	6000000003858704278	wikidata-p2600	Q135976548;Q695345	6000000003858704278
2x1	several items, one Geni profile	mixed	Q695345	6000000003858704278	structural	Q135976548;Q695345	6000000003858704278
1x2	one item, several Geni profiles	wikidata only	Q135995793	6000000184873651843	wikidata-p2600	Q135995793	6000000184873651843;6000000215691596837
1x2	one item, several Geni profiles	wikidata only	Q135995793	6000000215691596837	wikidata-p2600	Q135995793	6000000184873651843;6000000215691596837
1x2	one item, several Geni profiles	wikidata only	Q136036560	6000000015042628311	wikidata-p2600	Q136036560	6000000015042628311;6000000215231177831
1x2	one item, several Geni profiles	wikidata only	Q136036560	6000000215231177831	wikidata-p2600	Q136036560	6000000015042628311;6000000215231177831
1x2	one item, several Geni profiles	wikidata only	Q136041872	6000000019336086492	wikidata-p2600	Q136041872	6000000019336086492;6000000136964617712
1x2	one item, several Geni profiles	wikidata only	Q136041872	6000000136964617712	wikidata-p2600	Q136041872	6000000019336086492;6000000136964617712
2x1	several items, one Geni profile	wikidata only	Q136084762	6000000006201749414	wikidata-p2600	Q136084762;Q136147671	6000000006201749414
2x1	several items, one Geni profile	wikidata only	Q136147671	6000000006201749414	wikidata-p2600	Q136084762;Q136147671	6000000006201749414
1x2	one item, several Geni profiles	wikidata only	Q1360932	6000000022360101117	wikidata-p2600	Q1360932	6000000022360101117;6000000056373472987
1x2	one item, several Geni profiles	wikidata only	Q1360932	6000000056373472987	wikidata-p2600	Q1360932	6000000022360101117;6000000056373472987
1x2	one item, several Geni profiles	wikidata only	Q136094533	6000000019336494118	wikidata-p2600	Q136094533	6000000019336494118;6000000219220177570
1x2	one item, several Geni profiles	wikidata only	Q136094533	6000000219220177570	wikidata-p2600	Q136094533	6000000019336494118;6000000219220177570
1x2	one item, several Geni profiles	wikidata only	Q136104957	6000000046252603866	wikidata-p2600	Q136104957	6000000046252603866;6000000206349099837
1x2	one item, several Geni profiles	wikidata only	Q136104957	6000000206349099837	wikidata-p2600	Q136104957	6000000046252603866;6000000206349099837
1x2	one item, several Geni profiles	wikidata only	Q136126321	6000000046252381092	wikidata-p2600	Q136126321	6000000046252381092;6000000206348863825
1x2	one item, several Geni profiles	wikidata only	Q136126321	6000000206348863825	wikidata-p2600	Q136126321	6000000046252381092;6000000206348863825
1x2	one item, several Geni profiles	wikidata only	Q136239254	6000000150823783822	wikidata-p2600	Q136239254	6000000150823783822;6000000151080871838
1x2	one item, several Geni profiles	wikidata only	Q136239254	6000000151080871838	wikidata-p2600	Q136239254	6000000150823783822;6000000151080871838
1x2	one item, several Geni profiles	mixed	Q136289675	6000000009420858320	wikidata-p2600	Q136289675	6000000009420858320;6000000011733474478
1x2	one item, several Geni profiles	mixed	Q136289675	6000000011733474478	zipper	Q136289675	6000000009420858320;6000000011733474478
1x2	one item, several Geni profiles	wikidata only	Q136361265	6000000010182857202	wikidata-p2600	Q136361265	6000000010182857202;6000000107696906865
1x2	one item, several Geni profiles	wikidata only	Q136361265	6000000107696906865	wikidata-p2600	Q136361265	6000000010182857202;6000000107696906865
1x2	one item, several Geni profiles	wikidata only	Q136383650	6000000025359124211	wikidata-p2600	Q136383650	6000000025359124211;6000000028265403114
1x2	one item, several Geni profiles	wikidata only	Q136383650	6000000028265403114	wikidata-p2600	Q136383650	6000000025359124211;6000000028265403114
2x2	TANGLE - needs both merges	mixed	Q136400424	6000000011242594971	structural	Q136400424;Q4060947	6000000011242594971;6000000090936577827
2x2	TANGLE - needs both merges	mixed	Q4060947	6000000011242594971	wikidata-p2600;zipper	Q136400424;Q4060947	6000000011242594971;6000000090936577827
2x2	TANGLE - needs both merges	mixed	Q4060947	6000000090936577827	wikidata-p2600	Q136400424;Q4060947	6000000011242594971;6000000090936577827
1x2	one item, several Geni profiles	wikidata only	Q136433719	6000000043569928821	wikidata-p2600	Q136433719	6000000043569928821;6000000043572001847
1x2	one item, several Geni profiles	wikidata only	Q136433719	6000000043572001847	wikidata-p2600	Q136433719	6000000043569928821;6000000043572001847
1x2	one item, several Geni profiles	wikidata only	Q136513037	6000000022671254723	wikidata-p2600	Q136513037	6000000022671254723;6000000022671739882
1x2	one item, several Geni profiles	wikidata only	Q136513037	6000000022671739882	wikidata-p2600	Q136513037	6000000022671254723;6000000022671739882
