qid	geni_id
Q4936372	6000000027449462126
Q4942240	6000000000192128168
Q4950789	6000000014934988144
Q4951688	6000000011637291315
Q4955696	4081817
Q4958315	6000000011371153681
Q4971843	6000000000424732334
Q4981000	6000000027263120212
Q4988935	6000000020393995501
Q4991149	6000000034010349396
Q5022209	6000000014322614698
Q5096056	6000000129472670844
Q5285452	5122463815800103542
Q5290415	4259064
Q5325617	6000000000148442846
Q5345401	6000000006444632113
Q5362599	6000000006444123093
Q5429464	6000000011472729400
Q5429645	6000000000665528130
Q5493305	5266989282800037950
Q5541257	6000000014698314132
Q5544629	6000000002187825314
Q5547641	6000000018319458023
Q5575620	6000000001329713424
Q5580842	6000000007924761476
Q5581542	6000000006127578425
Q5582468	6000000002904480852
Q5587291	6000000009241279434
Q5589959	6000000008151349039
Q5590208	6000000008798323789
Q5595465	6000000001804882416
Q5597349	6000000002960482301
Q5601414	6000000003743082445
Q5602458	6000000003133512723
Q5607754	6000000018806651741
Q5616509	6000000011213645661
Q5618560	6000000002324850790
Q5622002	6000000019226085344
Q5624121	6000000008806093343
Q5626011	6000000002262903367
Q5628451	6000000006127783163
Q5630706	6000000007483605409
Q5643854	6000000008470064331
Q5653897	6000000039878877008
Q5667373	5004545338820034004
Q5712230	6000000013227282778
Q5718797	6000000019399111149
Q5720577	6000000016128339130
Q5723363	6000000012412658718
Q5725186	6000000002734683252
Q5733820	6000000007223919377
Q5742752	6000000005436379276
Q5745634	6000000018625238474
Q5749466	6000000000249890508
Q5754056	6000000007451927085
Q5759363	6000000003658385258
Q5769269	6000000007272531314
Q5779412	6000000023024127836
Q5779439	6000000019328649022
Q5779529	6000000013401050327
Q5781647	6000000017319666465
Q5783620	6000000003770421312
Q5784592	6000000074687899978
Q5803979	4680164
Q5806539	6000000002188149625
Q5817320	6000000051533030748
Q5817896	2567915
Q5817911	6000000006868283207
Q5821043	6000000029601240891
Q5823775	6000000010494814418
Q5855920	6000000008881777692
Q5869087	6000000013327454845
Q5876270	6000000009146206080
Q5882973	6000000003637361534
Q5884303	6000000006590065603
Q5916162	6000000020394079179
Q5916183	6000000019933609341
Q5916852	6000000010895894563
Q5918044	6000000000282746460
Q5920901	6000000002188579011
Q5926659	6000000001804969257
Q5930843	6000000033760105870
Q5931284	6000000007511965790
Q5935475	6000000008188508080
Q5949090	6000000006127284640
Q5950139	6000000006128111060
Q5950427	6000000021077800433
Q5951786	6000000006127859967
Q5953788	6000000001982124908
Q5959177	6000000012047631837
Q5962827	6000000001127161740
Q5963859	6000000091392116885
Q5970157	6000000006514571001
Q5970161	6000000008778964611
Q5997341	6000000010961004668
Q5999756	6000000153263105823
