token,ancestors,descendants,ancestor_ids,example_descendant_ids
thyra,1,22,5473900875460120094,4319972704230031309 6000000001504790513 6000000002139772709 6000000002450307771 6000000002493671847 6000000002752998631 6000000003064500897 6000000003133186743 6000000003666365452 6000000006108414997 6000000006145883336 6000000010938339730 6000000014632049188 6000000019082850813 6000000019896161179 6000000021771100953 6000000034711333310 6000000039523749067 6000000051800667033 6000000052871498017
vrouwe,1,22,6000000073807525378,373826932790007032 6000000001504225213 6000000001504401388 6000000006727827096 6000000008211208275 6000000008986182369 6000000013294152923 6000000014120063109 6000000015227517056 6000000016809561078 6000000017584861302 6000000017638076063 6000000017705451640 6000000017846664396 6000000017913518669 6000000018608628647 6000000019004695750 6000000020826069395 6000000021082535383 6000000023262772055
княгиня,1,22,6000000000701224748,6000000006767568903 6000000008428066435 6000000013269033815 6000000014220396703 6000000016593821823 6000000016910769345 6000000017418120354 6000000018452193024 6000000019580959256 6000000023295246939 6000000025823696239 6000000026339041432 6000000026997706039 6000000029326854056 6000000032128544276 6000000032670923850 6000000040319020481 6000000056849612889 6000000061756037863 6000000069291497977
block,1,23,6000000006861370135,6000000001124110723 6000000001124110735 6000000001124110746 6000000001124110754 6000000001124110762 6000000001124110770 6000000001124110785 6000000001124110796 6000000001124110817 6000000007739847941 6000000007742079856 6000000007742355356 6000000007742388283 6000000007755232419 6000000038129150116 6000000041894555871 6000000051656283837 6000000133609317412 6000000178921558823 6000000201599437822
foix,1,23,6000000000437081116,6000000000628817180 6000000000883841241 6000000000883881028 6000000001378210644 6000000001477584011 6000000003369225444 6000000003827387085 6000000006088076037 6000000006101378706 6000000006444214394 6000000008501588987 6000000008538166193 6000000009657546977 6000000013299416100 6000000013299447948 6000000015320169726 6000000025706830652 6000000025707687010 6000000025707824706 6000000025707924935
sotomayor,1,23,6000000004996304370,6000000000148739736 6000000002967943143 6000000008482926688 6000000008540830880 6000000010299809980 6000000010299897468 6000000011083450566 6000000013302289112 6000000013514586576 6000000013885579893 6000000019527591040 6000000026091402527 6000000026091538287 6000000027418848777 6000000033216923206 6000000036606190349 6000000050042331228 6000000054633183954 6000000054973567911 6000000065452577869
valkenburg,1,23,6000000002187814738,6000000017523521625 6000000018776538812 6000000018776636962 6000000018776785679 6000000018776803928 6000000018776926685 6000000018776965485 6000000018889490762 6000000018889590752 6000000024613310616 6000000025001856038 6000000025003255891 6000000025785292721 6000000028808022227 6000000072401918369 6000000072714066997 6000000088861136937 6000000088861179127 6000000088861409077 6000000088862049915
visconde,1,23,6000000003124940977,6000000001435499368 6000000004127815197 6000000007335744612 6000000014641345989 6000000017064059011 6000000019941023277 6000000020473563984 6000000020474017898 6000000020486879013 6000000020896611201 6000000022335740128 6000000022335769552 6000000022409892753 6000000022422358244 6000000022455174126 6000000022466896734 6000000022467378690 6000000023785997795 6000000023940900690 6000000034340811615
abbess,2,12,6000000002212152431 6000000007922780674,6000000000883626680 6000000002188429866 6000000009256761297 6000000009689657488 6000000013723156007 6000000013942882658 6000000056823310821 6000000075472393821 6000000075472747821 6000000092446060113 6000000093833863742 6000000217253351832
altdorf,4,6,6000000000437150261 6000000003827270977 6000000003827274019 6000000029011180210,6000000011312888957 6000000039191613101 6000000039198611431 6000000062309009968 6000000083235981368 6000000083236624865
bang,3,8,6000000000924480093 6000000003645940658 6000000175971653852,6000000000892201481 6000000016339285049 6000000017035753763 6000000017035757764 6000000017035885364 6000000017036067054 6000000025523973309 6000000112347918952
benedicta,1,24,6000000002601672538,6000000003771230766 6000000004096866053 6000000005607957168 6000000008279020777 6000000008430511409 6000000009277469506 6000000010069535243 6000000011578489977 6000000016771354418 6000000020093157062 6000000022332296684 6000000025308313791 6000000027241589221 6000000027306701802 6000000028166682095 6000000029921392294 6000000042741612081 6000000048738069850 6000000049684777045 6000000055186050076
beraud,8,3,6000000001501057101 6000000003827590747 6000000003827590761 6000000003827590768 6000000003827818822 6000000003827818828 6000000003827818834 6000000009305189822,6000000007105218345 6000000007105218357 6000000224155856833
bernt,1,24,6000000011631989803,6000000003097940366 6000000009449751257 6000000011514063231 6000000012723539489 6000000015894942532 6000000019792834346 6000000020159522734 6000000020160076017 6000000022863385027 6000000025206327944 6000000028418033881 6000000031227082687 6000000038119092821 6000000039595314065 6000000039595534228 6000000075958448179 6000000077468276055 6000000080383221845 6000000082762949965 6000000085406501989
bischof,1,24,6000000002859177255,6000000003549817645 6000000006128291354 6000000006249928781 6000000006727778981 6000000006727790305 6000000006727794355 6000000006727794369 6000000006727820554 6000000006727821496 6000000006727830301 6000000006727830491 6000000006727830505 6000000007527211207 6000000007527219445 6000000017875101962 6000000023369938660 6000000023370604863 6000000027484891775 6000000028814050539 6000000041620451657
bore,24,1,6000000002801150346 6000000002853714474 6000000002866077692 6000000002866078652 6000000003491944615 6000000003492033550 6000000003492033558 6000000003492033590 6000000005606886450 6000000005606971528 6000000005607311180 6000000005607679530 6000000005609113911 6000000005609113922 6000000005609425842 6000000005609425851 6000000005609425861 6000000007831793614 6000000008634800417 6000000008634961334 6000000008851405185 6000000010672818703 6000000011409644560 6000000016793999710,6000000048721787889
chalon,12,2,6000000000816280268 6000000002043263403 6000000002197609159 6000000003051155925 6000000009304945811 6000000018660756099 6000000087674257958 6000000087674474054 6000000199972991851 6000000205328286878 6000000212063886831 6000000212064037823,6000000006727855825 6000000011050025509
dobrogost,2,12,6000000017633634986 6000000017633805200,6000000003879645803 6000000017523604834 6000000017613844481 6000000017613873651 6000000017633784579 6000000019562319890 6000000019562682624 6000000020749432542 6000000031559660640 6000000083624137934 6000000176198818824 6000000176198936825
gero,1,24,6000000002187651739,5211398838060110793 6000000002188412591 6000000008115407577 6000000020459995718 6000000023141361356 6000000023923298244 6000000031632663151 6000000039535830388 6000000039536098479 6000000053372601861 6000000059030376192 6000000069907837379 6000000069908174881 6000000082408964152 6000000082409817925 6000000082409846884 6000000082409945858 6000000082409964821 6000000190849236883 6000000190849919822
hard,1,24,6000000006241455727,4195891192880058503 4195917944140071113 6000000007150056822 6000000007150286666 6000000007273899738 6000000008646743275 6000000011379950224 6000000011613442175 6000000014764628648 6000000025124793875 6000000025357376248 6000000025357618362 6000000025357634845 6000000025357803833 6000000027104786641 6000000030159796942 6000000030162534704 6000000040044250700 6000000040045640017 6000000108552602828
holst,2,12,6000000061525336845 6000000061525431865,4604734282840077164 6000000008163167366 6000000012600978859 6000000012634096927 6000000012634362437 6000000012634366007 6000000012634456404 6000000016830560467 6000000058982758966 6000000103042869822 6000000181989744869 6000000181991350821
holum,4,6,6000000014190869041 6000000014196617000 6000000014237270252 6000000014237551087,6000000047324838023 6000000047324847058 6000000047324857045 6000000047324981960 6000000047324991101 6000000047324994018
karlsen,2,12,6000000005607402531 6000000006776176053,6000000000900828189 6000000003593131459 6000000003593131470 6000000005437098398 6000000010274223125 6000000010276017118 6000000010276017126 6000000010276017129 6000000017908719977 6000000090257413270 6000000090257922970 6000000178811689927
kristensen,3,8,3967416 6000000003087847287 6000000013716051196,6000000001936666586 6000000001936666652 6000000026812417591 6000000026812981408 6000000031066183083 6000000033744264247 6000000224508206863 6000000224925227843
kristin,2,12,6000000003645734389 6000000008779231604,363636266940012362 6000000000646326171 6000000002256474658 6000000002882455235 6000000003822592156 6000000006911162252 6000000007936155101 6000000009510360876 6000000016013289135 6000000017804547214 6000000020530529947 6000000055617202992
mats,4,6,6000000003401838954 6000000003492033550 6000000007052696063 6000000030762581923,6000000009316518963 6000000010885936576 6000000023813327637 6000000032036417863 6000000039302587827 6000000049894669829
osmund,8,3,340324056590012630 6000000001169237263 6000000001169238159 6000000002744891329 6000000003095237260 6000000005468792580 6000000006589101214 6000000012587690898,6000000003221251510 6000000003221251787 6000000013380810955
provence,8,3,4932522491620040585 4956208161120069190 6000000000728482972 6000000001744835621 6000000009305077000 6000000046889555946 6000000117715484864 6000000206906427865,304367155960008300 6000000010090940042 6000000026875486081
rothenburg,3,8,6000000151135996868 6000000169800643194 6000000214769969822,6000000011756026828 6000000012015889509 6000000021884558923 6000000021885017924 6000000041682890142 6000000041682939192 6000000041683169855 6000000085725536094
seine,4,6,4720001979250078659 6000000003827387528 6000000134883070832 6000000181818665845,305771358080006449 6000000006727785502 6000000009277453019 6000000009277681563 6000000009277781914 6000000009277784504
svensdotter,4,6,6000000001935440284 6000000017377514353 6000000019103827203 6000000173443464864,305393581560002356 6000000002864999299 6000000006127453300 6000000006127453306 6000000028122320208 6000000197807779812
vaclav,1,24,6000000018274163466,6000000002188002918 6000000006727830810 6000000011288338119 6000000015250176653 6000000015250487075 6000000015503287377 6000000016321988404 6000000016396354150 6000000025023668640 6000000029192856954 6000000036758845965 6000000042853391242 6000000074276054879 6000000078361703051 6000000079479815872 6000000111420744080 6000000114796504391 6000000114798363971 6000000114798371861 6000000114798634961
berengar,5,5,6000000001669654269 6000000005936551695 6000000016572963891 6000000175592413875 6000000193964941859,6000000012449633826 6000000041293922720 6000000082409846884 6000000128486556846 6000000178428006824
fezensac,1,25,6000000204848210918,6000000003005087701 6000000003122330239 6000000006000776013 6000000011536082008 6000000011536127870 6000000011536154150 6000000011536293974 6000000011536355508 6000000011536408881 6000000011536425567 6000000011536432891 6000000011536441638 6000000011536507238 6000000011536632255 6000000014710779596 6000000014710848243 6000000021505556026 6000000021585115461 6000000021585746077 6000000022245213111
henrika,1,25,6000000169037819865,6000000006127048858 6000000006127355913 6000000006127401638 6000000006127529907 6000000006127907066 6000000006128248823 6000000008639961989 6000000013431893487 6000000016331440191 6000000022669305154 6000000025503586112 6000000026037045936 6000000027484936295 6000000037130326872 6000000038356449244 6000000039734263923 6000000041406030102 6000000050839914919 6000000103035477838 6000000123975640834
knudsen,5,5,5305294636990124817 6000000000664832184 6000000000891680343 6000000003160902346 6000000004138841068,6000000004188526531 6000000007246828692 6000000007606013086 6000000013490300990 6000000018606102165
magnhild,5,5,6000000000172095492 6000000002340583078 6000000002893327285 6000000003102077916 6000000007247902707,6000000011056304154 6000000025467790221 6000000082993928845 6000000100897803931 6000000127181602833
matias,1,25,6000000005609557941,4162411312950021733 4343502690970013458 5422401163240121756 6000000001148197676 6000000001423060953 6000000002033115156 6000000002078681598 6000000008909294506 6000000009196753050 6000000014294520035 6000000014294807004 6000000014410888738 6000000018931260846 6000000028915754551 6000000036836402354 6000000073410421822 6000000077757147141 6000000099843722840 6000000115229963882 6000000157494210917
merete,1,25,6000000003095060379,6000000001350547738 6000000001504570787 6000000001504571115 6000000006118971468 6000000006122570999 6000000009092874939 6000000011662532037 6000000011670888671 6000000021783412715 6000000022783641836 6000000024333361579 6000000030019582826 6000000035925121606 6000000038384443105 6000000043402368481 6000000043402946307 6000000047259675888 6000000052473278858 6000000067512661856 6000000075708431986
milo,1,25,6000000181818665845,6000000000830797940 6000000003507294543 6000000006252888648 6000000009403972759 6000000020460156448 6000000020544003196 6000000025112829004 6000000025306803110 6000000025378369771 6000000025382421930 6000000026503898053 6000000027354321335 6000000031114947853 6000000037891811847 6000000039126361246 6000000039126432094 6000000042505903911 6000000071067983429 6000000080152793961 6000000139225694895
napoli,1,25,6000000004533664320,5220260433970054424 5220270246840135902 5220291179890109977 5220401515380100270 5220415355760032274 5220436604240042694 5220464586640063025 6000000001045004845 6000000001045459542 6000000001469601505 6000000002188409493 6000000002188436154 6000000003245664245 6000000003369227746 6000000003369367795 6000000003369451241 6000000004214422651 6000000004361017829 6000000006444496614 6000000008584612727
welf,5,5,4927821250240067090 6000000001744806176 6000000001744974942 6000000002198362511 6000000013037749949,4213961359040031541 6000000000307282621 6000000001987073442 6000000006727778404 6000000006727790276
aubert,2,13,6000000000536956627 6000000000536956636,6000000011973184983 6000000012080000617 6000000012080040718 6000000012154342156 6000000012154342160 6000000012154342164 6000000012154342168 6000000012154570858 6000000012154746278 6000000012155209514 6000000012156176239 6000000012634366007 6000000055454424224
beichlingen,1,26,6000000007377482324,6000000003093779378 6000000003827612807 6000000003827612902 6000000004064427120 6000000006727810716 6000000006727810923 6000000006727810940 6000000006727810947 6000000006727810954 6000000006727810961 6000000006727817744 6000000006727826961 6000000006727830151 6000000006727840896 6000000006727863760 6000000014994805177 6000000028061344402 6000000028061378146 6000000028061407000 6000000028065099454
boleslaw,2,13,6000000001119785651 6000000027176142557,6000000003239283563 6000000003253552246 6000000003253552748 6000000003616793317 6000000010333469919 6000000030150198974 6000000030413617778 6000000036306274250 6000000036615029558 6000000069074686821 6000000087742899894 6000000177375861830 6000000195791697824
dalmas,2,13,386639408610006240 6000000009305076917,6000000015933201004 6000000059140805089 6000000059141164821 6000000063640296158 6000000063640566977 6000000063640574014 6000000063640762987 6000000063640947823 6000000063640998856 6000000063641002946 6000000063641068841 6000000063641110017 6000000063641224888
edla,2,13,6000000003243483210 6000000009429686413,6000000012642157223 6000000018317270675 6000000021990436293 6000000025503586112 6000000032779169800 6000000034072826896 6000000037603463903 6000000074071688860 6000000081896161831 6000000146834052016 6000000178477526823 6000000218749689885 6000000218750135979
eudoxia,2,13,6000000011508133217 6000000054680084069,311726124930005771 5062254769810089884 5667171873420032449 6000000000672141254 6000000008156803201 6000000008857428420 6000000009257423968 6000000010693690952 6000000015150647100 6000000018557200533 6000000020759594341 6000000025207649892 6000000153188170833
herve,1,26,6000000003828171797,351239456920011858 383322684070003246 6000000002171872267 6000000021240296349 6000000037403704594 6000000037406144003 6000000037517712149 6000000044484663965 6000000044484689081 6000000057404926159 6000000058452245861 6000000063319462863 6000000063640706126 6000000074511975823 6000000080410567351 6000000080581925854 6000000089711640945 6000000089789926837 6000000091023569822 6000000204838514821
jons,13,2,6000000001317925402 6000000006910430457 6000000007052530090 6000000007127604324 6000000010118653448 6000000020416322631 6000000020854463483 6000000024988402911 6000000043628980903 6000000177921501864 6000000177921582832 6000000177943801821 6000000178279357868,6000000053081583163 6000000069167714995
looz,1,26,6000000012397071021,6000000023074117202 6000000023074337116 6000000023074409016 6000000023075979090 6000000039844499034 6000000040435399893 6000000045103087063 6000000045103497860 6000000048876452850 6000000048876514835 6000000048964384286 6000000048971169806 6000000048971858326 6000000048972386973 6000000068311154887 6000000073316496934 6000000087682136113 6000000087682982043 6000000102668043280 6000000102669369077
oluf,2,13,6000000002529294939 6000000005607432679,6000000002929488279 6000000003097539475 6000000006205720040 6000000008149919067 6000000009147112646 6000000013210306805 6000000015897906017 6000000024654377608 6000000024655443883 6000000028687352723 6000000060315466960 6000000075039803043 6000000083875710163
auvergne,3,9,6000000006277772039 6000000032201968837 6000000035549150136,6000000001849400415 6000000001881939483 6000000010598121287 6000000018858052816 6000000018858065964 6000000018858203771 6000000018858333653 6000000018858475965 6000000018858493542
dampierre,3,9,6000000001107642774 6000000001500971844 6000000005791930741,6000000000632011417 6000000010905425863 6000000022758801030 6000000025137329318 6000000081014143978 6000000081014151042 6000000209094220893 6000000209094368867 6000000209094710831
indre,9,3,3961547 6000000002549584487 6000000002550093392 6000000002964311859 6000000002964741348 6000000003025725880 6000000003025832970 6000000008240343752 6000000213749323826,6000000003141109171 6000000007587031217 6000000013441108201
jakobsson,3,9,6000000007058802262 6000000012159254354 6000000178287451832,6000000007223139559 6000000007441931890 6000000007441951646 6000000011424224561 6000000038169919897 6000000113186170887 6000000113186401980 6000000114338032100 6000000189360033870
johannesson,9,3,6000000003095195068 6000000005468792580 6000000005607884543 6000000005609392897 6000000007160320355 6000000016793999710 6000000024431778428 6000000177538127835 6000000206195190843,6000000024168986763 6000000024169390007 6000000222635154822
kiev,9,3,6000000000599365568 6000000002240801938 6000000002968624707 6000000003049156212 6000000003494757665 6000000003858595872 6000000005407291287 6000000006964027522 6000000007958767639,6000000002187826994 6000000014102823004 6000000014194182184
trond,9,3,2557249 6000000001050631452 6000000001136798072 6000000002006298745 6000000002452652264 6000000002512275448 6000000004967065697 6000000019369627096 6000000212940294854,6000000000768653203 6000000036176445816 6000000143675252821
berte,4,7,6000000007509567259 6000000007895808593 6000000035525469386 6000000042644926827,6000000033246465504 6000000069646768304 6000000069647150051 6000000069647534903 6000000069647541042 6000000102728030846 6000000221324090847
boson,7,4,6000000001744830823 6000000002976460830 6000000003481830669 6000000004533664521 6000000007043482057 6000000007057735234 6000000008799837188,6000000016702148200 6000000021392437224 6000000058460731851 6000000058532905906
casa,1,28,6000000030548353871,6000000001092057454 6000000001147808449 6000000001148010878 6000000001666276909 6000000001666289831 6000000008321478731 6000000011036952447 6000000011036983249 6000000013742089994 6000000013742663449 6000000013754214432 6000000019207996983 6000000020957644241 6000000026681267713 6000000026681650599 6000000028869186771 6000000034464556844 6000000036415978833 6000000043176496164 6000000052326098067
dmitrievna,1,28,6000000001745043247,4789994477670075921 6000000002188616884 6000000004684182730 6000000007880267238 6000000007892265323 6000000010894380997 6000000011368815474 6000000012934660546 6000000013922224936 6000000014192696005 6000000017634047694 6000000018579704042 6000000018668069864 6000000020369819346 6000000020369987880 6000000020379268489 6000000020379581981 6000000020735851189 6000000026188882721 6000000026763677918
eleanore,1,28,6000000003051245269,6000000003711879043 6000000004543555677 6000000005598803318 6000000005599183290 6000000007416748600 6000000008274891224 6000000012589973665 6000000013165616487 6000000013971796140 6000000015844231327 6000000016287797035 6000000016466157573 6000000017075870300 6000000020485313213 6000000023493353288 6000000026092025205 6000000026094286625 6000000026095852049 6000000026903854974 6000000030448025349
halvard,14,2,6000000000496947130 6000000000496947493 6000000001169296643 6000000005016114573 6000000005573729895 6000000005607411041 6000000007270866239 6000000007437866206 6000000008686047368 6000000008897390667 6000000016793748749 6000000177945467842 6000000177946521827 6000000178282470843,6000000171882401266 6000000180257450875
mikael,1,28,6000000016509138437,6000000000053435586 6000000000452408910 6000000001167756367 6000000002244806590 6000000003171922162 6000000003362492575 6000000007514383252 6000000011603313174 6000000019029999275 6000000022411776216 6000000022484088932 6000000022486820269 6000000022507397427 6000000022629778692 6000000023253481965 6000000024559036912 6000000035167300451 6000000035169159124 6000000035169159129 6000000038537400868
moniz,1,28,6000000000305000404,6000000003493171533 6000000003493171560 6000000003493171581 6000000003493171588 6000000003493176482 6000000003493176544 6000000003493218891 6000000003493218905 6000000003493218919 6000000003493218954 6000000003493220004 6000000003493220220 6000000003493220228 6000000003493220235 6000000003493220260 6000000015865714298 6000000016435903023 6000000020800049093 6000000078109937693 6000000215254443822
mortimer,1,28,6000000002889527878,6000000002188464625 6000000003357514574 6000000010735742478 6000000013232157850 6000000013971533600 6000000014328533220 6000000021716923742 6000000021717397952 6000000023866490420 6000000023866689928 6000000025997075799 6000000025997218193 6000000025997387844 6000000025997427348 6000000033117228607 6000000033213609606 6000000035709971640 6000000040904586882 6000000065200694113 6000000105782761358
olofsdotter,14,2,375730757820012617 4982890984490082253 6000000005075343353 6000000007052575070 6000000007140233316 6000000017079204200 6000000052533150843 6000000161721984001 6000000162635690821 6000000177921516849 6000000177921516859 6000000177921516869 6000000177921601825 6000000177921940830,6000000006566781782 6000000164660804860
petersson,2,14,6000000003414711727 6000000015033006747,6000000003171922162 6000000003250100506 6000000003250274459 6000000003250296061 6000000003250306100 6000000003250307141 6000000009342418787 6000000009342484853 6000000019452559993 6000000085378212542 6000000085379530003 6000000085379837931 6000000098172941546 6000000193534709848
ramiro,4,7,6000000000033298652 6000000000033381061 6000000000128732566 6000000009246497235,6000000001147661572 6000000001147664418 6000000034120151116 6000000034120252346 6000000066525069836 6000000157232934889 6000000172322526883
ring,4,7,6000000001209791197 6000000001669620123 6000000003243418345 6000000003645797555,6000000022567063951 6000000028870481674 6000000030095255243 6000000185474163015 6000000185474278932 6000000185474618893 6000000206456066823
ture,1,28,6000000177946323841,6000000003964196845 6000000003964329688 6000000006127307372 6000000006275899135 6000000007248123120 6000000007511965906 6000000016809152323 6000000019558687001 6000000019614986531 6000000024307355417 6000000024307797011 6000000024307800196 6000000024307947471 6000000024596566071 6000000025677370031 6000000034129300085 6000000037941164001 6000000039783437110 6000000041027435999 6000000043857531857
brigitta,1,29,6000000004533173610,4197303356000032137 6000000002470078123 6000000003291485193 6000000006127631129 6000000006127899975 6000000006127939383 6000000013492311541 6000000013494638585 6000000016117896686 6000000016345216143 6000000018751355491 6000000019588080586 6000000021674056773 6000000025343576202 6000000027821364900 6000000034690623851 6000000035973824125 6000000038998946099 6000000039815419246 6000000065177611203
engel,1,29,6000000007384023934,6000000010866289174 6000000010866771903 6000000010866798695 6000000022248016060 6000000030484232855 6000000033457996651 6000000036255052866 6000000067991378863 6000000110276280968 6000000167312710754 6000000167312836852 6000000167312842528 6000000167312842542 6000000167312842558 6000000167312842573 6000000167312842588 6000000167312842603 6000000167312842621 6000000167312842662 6000000167313131832
lara,1,29,6000000000908088464,6000000000287934799 6000000001447865216 6000000001540823637 6000000003159270195 6000000012259645210 6000000014138031330 6000000014138055063 6000000015222165146 6000000015312790110 6000000015718174921 6000000015719077341 6000000017145573670 6000000019010602025 6000000021330300197 6000000023785380554 6000000031467055812 6000000037537990734 6000000037541430486 6000000037541466235 6000000037541881828
sybille,1,29,6000000000424894960,4837650136270040359 6000000001504573128 6000000002188402477 6000000003083072491 6000000003122374611 6000000003443386980 6000000005598791792 6000000006727820781 6000000007208852563 6000000007271576344 6000000007293165140 6000000007294201596 6000000008700011321 6000000012024861164 6000000013951337449 6000000013951376520 6000000017684872448 6000000018367358121 6000000022170851169 6000000024846980462
xvii,1,29,6000000000011284066,6000000000843510855 6000000001147742501 6000000003492465104 6000000006100983664 6000000006727849342 6000000008763115956 6000000008764570385 6000000009968657655 6000000015795242490 6000000015801785618 6000000015825933451 6000000016035900388 6000000016096908745 6000000016773358751 6000000016811214967 6000000019883712230 6000000021327609268 6000000022258164604 6000000027591063238 6000000029552769731
amedee,1,30,6000000190928669826,6000000000281237742 6000000000847438021 6000000001042071191 6000000002058295975 6000000014142822254 6000000014996842273 6000000015889551881 6000000017711870121 6000000020061521005 6000000021820919880 6000000025854228139 6000000025854541325 6000000027249584317 6000000031577149142 6000000044008230047 6000000078871434098 6000000079264348932 6000000079264495931 6000000079567365095 6000000079625583322
anselm,1,30,6000000012944251722,4489414576920047771 6000000004096259433 6000000004096259661 6000000005599194481 6000000006268271226 6000000007639248886 6000000008302618630 6000000012135874962 6000000015976159680 6000000016328758168 6000000016328903381 6000000016458594306 6000000016564188836 6000000017991043038 6000000024731363655 6000000025334263881 6000000027418644515 6000000037989809946 6000000054082170289 6000000060200716979
bodil,2,15,6000000002325801413 6000000005230893308,348679382580012626 6000000000157931319 6000000005022982836 6000000008127289526 6000000011222448986 6000000011670888671 6000000019178952575 6000000022306140948 6000000025834137503 6000000027917267854 6000000031083188601 6000000079256874045 6000000169013985983 6000000217279000846 6000000219887937868
bond,1,30,6000000064225861229,6000000000490027054 6000000003955476046 6000000004036267704 6000000004036287715 6000000004036313905 6000000004036376718 6000000004036410031 6000000004036463354 6000000009728296875 6000000022939709025 6000000022984682884 6000000022984691910 6000000036415979372 6000000036440460128 6000000036440525163 6000000036440736985 6000000036440745823 6000000054632719850 6000000062103937994 6000000064778151139
bretagne,6,5,6000000001412911828 6000000001744898359 6000000002455220066 6000000006146232904 6000000006321320508 6000000070187380828,6000000003219788977 6000000008091100816 6000000010049826946 6000000027249584317 6000000201331287861
haakon,6,5,6000000000351087701 6000000001195536539 6000000001200100841 6000000007549309545 6000000178898176821 6000000221892352834,4941132013260051982 6000000000534888280 6000000001651542115 6000000026295720127 6000000029544273144
heiress,3,10,6000000010312277548 6000000024700103852 6000000134883070832,6000000002188378615 6000000002818562130 6000000009688373889 6000000015348858663 6000000019293848209 6000000020235096116 6000000022769574848 6000000044452298953 6000000048861261027 6000000056101072906
judit,1,30,6000000062616286825,6000000008308711751 6000000009298097205 6000000009306666615 6000000013217462508 6000000015796984536 6000000016576075754 6000000016698467629 6000000017011782170 6000000017557475108 6000000017601817114 6000000017872309714 6000000018500801952 6000000018615675950 6000000018616503192 6000000021985479468 6000000022476112037 6000000022587822455 6000000024621498077 6000000025675819489 6000000025721212920
kaliski,6,5,6000000015837837619 6000000015837899499 6000000015838542917 6000000015838727234 6000000015838845027 6000000171797517109,6000000022555183335 6000000043733463380 6000000082896553169 6000000087591539145 6000000189672354862
kirsti,5,6,6000000006776185260 6000000007012112630 6000000008438841099 6000000009326833216 6000000019368426933,6000000000291283823 6000000000295789808 6000000010561170547 6000000021510714722 6000000055115135885 6000000120664366918
zoltan,1,30,6000000006422183306,6000000009362431799 6000000009887886922 6000000010421868607 6000000010927614686 6000000012610456588 6000000014121508512 6000000014121582778 6000000014121602752 6000000020468155288 6000000023141543988 6000000024048857937 6000000024048890751 6000000026039856260 6000000027227590821 6000000027248716724 6000000028223896981 6000000036875187236 6000000040772260046 6000000060734881899 6000000067456654873
dahl,1,31,6000000001169143209,5118387920570104963 6000000000206491138 6000000000748541002 6000000004221947846 6000000005023004693 6000000006446894351 6000000006447093028 6000000006734427051 6000000008016759426 6000000008612917494 6000000009551612479 6000000010276662575 6000000010276846878 6000000010326476033 6000000010359572464 6000000010366454653 6000000010366629000 6000000010398333667 6000000010500795642 6000000011951339506
henriques,1,31,6000000002244370573,6000000001435434348 6000000010627619218 6000000016334224690 6000000016334365065 6000000017974538115 6000000021040140613 6000000021040237811 6000000022572298357 6000000023855930165 6000000023855930170 6000000024106754021 6000000024422459992 6000000026781601831 6000000026853379506 6000000031327499322 6000000034738015202 6000000036201911341 6000000042784067266 6000000062030352120 6000000071750966650
ebersberg,4,8,6000000003683679920 6000000003827924342 6000000004533664800 6000000007151927394,6000000130222579053 6000000130431855962 6000000130432203943 6000000130432407966 6000000130432653864 6000000130432840866 6000000130432898826 6000000131325211079
emmeline,2,16,6000000001744877429 6000000039631519629,6000000000552225394 6000000001689748882 6000000002188495925 6000000011068802878 6000000012921629434 6000000015457530330 6000000031453088039 6000000065145162347 6000000075455531845 6000000082684201062 6000000083189057919 6000000086648943863 6000000141855265425 6000000180199318685 6000000186236010078 6000000221958849859
geraud,4,8,6000000000700903066 6000000001354499420 6000000003828107649 6000000217435925824,6000000015499724274 6000000017589067623 6000000022259848356 6000000022259975902 6000000022274514296 6000000034008585826 6000000224486489192 6000000226940435001
halvor,8,4,6000000003023465455 6000000003770454437 6000000004160546059 6000000007160320355 6000000007443327495 6000000032065162811 6000000077910760950 6000000099598528843,6000000004889876001 6000000017079285127 6000000019367902023 6000000040363188615
hansdotter,4,8,6000000002207797135 6000000003483590544 6000000073138691880 6000000177921535855,6000000002913620904 6000000012001395715 6000000013744881324 6000000036612492484 6000000085337477822 6000000085348891831 6000000195889710833 6000000204133411828
inge,1,32,6000000000709541555,346041774950012057 348679382580012626 361517934410004619 4945918127000037924 6000000001504706115 6000000001504882625 6000000004853477676 6000000006205605185 6000000006241301469 6000000009543433112 6000000009754823489 6000000010152484903 6000000012975144129 6000000014320937442 6000000014321013867 6000000015129759340 6000000015211611254 6000000022423461482 6000000022783641836 6000000024655093135
margreta,8,4,6000000003199738451 6000000003273013428 6000000004112101051 6000000005420481509 6000000005609557834 6000000006171242074 6000000010481509652 6000000016246443406,6000000011015426155 6000000011547175540 6000000211374178831 6000000212195945852
saldana,2,16,6000000003726334365 6000000004343473997,6000000015128329804 6000000027420636450 6000000051222951446 6000000053594369182 6000000075864366561 6000000075864551292 6000000075865111899 6000000075865229845 6000000130103254874 6000000130104429822 6000000130104827871 6000000223231251065 6000000223232714032 6000000223232714255 6000000223232714263 6000000223232714276
vergy,4,8,6000000001745038010 6000000002197609159 6000000009304945811 6000000018660756099,6000000009524510546 6000000009524534783 6000000015150024583 6000000015185298839 6000000015185937970 6000000090426691172 6000000090426774013 6000000110439066025
willa,4,8,4932522491620040585 6000000000424683366 6000000003827346894 6000000007141651300,6000000000274925107 6000000004035044218 6000000103826743843 6000000115267365292 6000000143989892887 6000000197110146822 6000000202158044821 6000000215721821870
