token,ancestors,descendants,ancestor_ids,example_descendant_ids
valois,7,64,4816194881980069717 4839805402710023111 6000000002041979038 6000000002043208930 6000000002187903890 6000000002976460830 6000000003232509164,377260811960002204 6000000000307280059 6000000000307280073 6000000000307280216 6000000000337154511 6000000000337154522 6000000000337283058 6000000000628796178 6000000000769996920 6000000000769996952 6000000000769996962 6000000000770001062 6000000000770001082 6000000000770001102 6000000000770001124 6000000000770001135 6000000000770001251 6000000000770001263 6000000000770001342 6000000000770001409
gudrun,11,41,6000000001169235389 6000000001200219073 6000000001205369626 6000000003043868925 6000000003646032439 6000000004533762548 6000000005259952001 6000000007449732239 6000000007469925451 6000000007980739380 6000000007981028183,5543534528270063733 6000000001053777331 6000000001504274305 6000000001936671101 6000000001936676666 6000000006101090052 6000000009093306519 6000000010667403460 6000000010972923455 6000000011658645672 6000000011704925515 6000000011705837226 6000000012296958564 6000000015298001750 6000000015342928272 6000000017982849118 6000000019082770794 6000000019191499001 6000000019570883439 6000000020300919454
hall,1,451,6000000006803435802,317758630120003586 6000000000302164691 6000000000302296396 6000000000302347186 6000000000909153921 6000000000916843909 6000000001075405320 6000000001075989671 6000000001180351218 6000000001180400450 6000000001180400459 6000000001180400468 6000000001180400477 6000000001180400486 6000000001382946310 6000000001493646263 6000000001493646275 6000000001493646281 6000000001493646305 6000000001493646317
anderson,2,226,6000000006110979268 6000000007635644372,314779734980005487 318675064190004670 324366059650002717 4119778272020082410 4156561428800059441 4363708848710026093 4363739046990055595 4371852489950035699 5548397477740042511 6000000000066459336 6000000000071740184 6000000000083738064 6000000000433510355 6000000000538191042 6000000000805886270 6000000000868389026 6000000000878531458 6000000000878541691 6000000001147387750 6000000001210339793
andres,4,113,6000000003645672596 6000000003645734242 6000000007383486413 6000000020295485133,292664911450008496 292811032960005885 307635173430006461 329935216040006129 335197621930014819 4042122920520028053 4042204037850037929 4207435318900126373 4207442263530126213 4207484318570052539 5217461440670135483 6000000000049637736 6000000000178321329 6000000000687406492 6000000001092119370 6000000001092119401 6000000001092127651 6000000001092128997 6000000001147728259 6000000001147793926
bengt,6,78,3080341 6000000004974648050 6000000005795638104 6000000007089842705 6000000177921501874 6000000177921644822,4185871270970030925 6000000001635491977 6000000002536833781 6000000002780884794 6000000003293822089 6000000003979475837 6000000003981545626 6000000004386776700 6000000004565542842 6000000004642236065 6000000004642501143 6000000005399090139 6000000006127067474 6000000006127284016 6000000006127769322 6000000006127859944 6000000006128227562 6000000007060473390 6000000007160653887 6000000007160866591
consorte,18,26,4876774528290014023 6000000000033253489 6000000000033687086 6000000000114647480 6000000000114653280 6000000000114656112 6000000000114684333 6000000000128842251 6000000000128853516 6000000000129435686 6000000000424707718 6000000000728299766 6000000000908088464 6000000001699447820 6000000003795440235 6000000003805720033 6000000004119938046 6000000008064311792,376340655760013373 5099313239530029297 6000000000830244922 6000000000835080188 6000000000837898120 6000000000841388071 6000000000846802127 6000000001470334293 6000000002142087088 6000000002240829079 6000000002732878464 6000000002913882847 6000000003232583599 6000000003366163395 6000000003369227746 6000000003369367795 6000000004003603818 6000000004140655524 6000000005597849712 6000000006444496614
susanna,2,235,6000000001506763855 6000000003615712536,343811094500013103 4239040616680061322 6000000000080120007 6000000000414760254 6000000000969792701 6000000001003162203 6000000001121832244 6000000001444863766 6000000001529547349 6000000001713268282 6000000001832626547 6000000002145712140 6000000002665871424 6000000002665914424 6000000002665921698 6000000002853388114 6000000003123788091 6000000003230815237 6000000003541179854 6000000003693721076
helen,1,479,6000000177921459052,317262300760008441 378305311980012795 4079891569410049368 4239774085430034631 4363697125630025849 4368142684390072327 4368312777740049796 4368405426020050720 4404898515160024724 5043422670760069392 5425052408790046913 5500094035580058506 5702142181910035724 6000000000015612746 6000000000307243800 6000000000400919847 6000000000490046451 6000000000634647032 6000000000717955193 6000000000826119098
anastasia,4,120,6000000000599365568 6000000000701224748 6000000001172213829 6000000002434073593,351406386250013751 4913397872480085538 5063024209060079320 5644855426970100185 6000000001408859993 6000000002188444200 6000000002272725235 6000000002404586447 6000000002493671847 6000000002493924396 6000000002656963912 6000000002802731982 6000000003273408973 6000000003515779615 6000000003524527851 6000000003826264139 6000000003827618267 6000000003827706911 6000000004097496890 6000000004868044811
amelie,3,161,6000000000915853245 6000000001552666115 6000000003827606109,380041935180004930 4682052948130120808 4930522017870123587 5231968728610070481 5260834362310100117 5537286971220052199 6000000000780333013 6000000001504225213 6000000001504950797 6000000001881564111 6000000002134194312 6000000002188370660 6000000002188370858 6000000002188416265 6000000002188424401 6000000002188425715 6000000002188425844 6000000002188453300 6000000002757282458 6000000003122450833
tomas,4,121,6000000005606994640 6000000012158667683 6000000012159254354 6000000046709126054,307636994850004706 378258026340012798 3968192508730023794 4373399121300087965 5491548166210103700 6000000000148727852 6000000000274264225 6000000001092057454 6000000001101030491 6000000001148107687 6000000001752553466 6000000001876003049 6000000002019525178 6000000002725442619 6000000002905987259 6000000003247154342 6000000003462829925 6000000003493310818 6000000004389585264 6000000004799667003
wise,3,162,6000000001412894618 6000000003820968965 6000000005940172199,289632479110006832 5590902881920085663 6000000001147387062 6000000001147387780 6000000001429649429 6000000001532226639 6000000001532310111 6000000001532311664 6000000001532328971 6000000001532392792 6000000001532447561 6000000001532492344 6000000001532531329 6000000001532548177 6000000001532609321 6000000001532664097 6000000001546063930 6000000001546396493 6000000001572822606 6000000001572841252
manuel,1,488,6000000004680457860,330924066840001886 332331194990013132 338984475360014166 339424133790012883 339426424080013642 339429610630013681 339434213300013644 362058872940012073 3925401584740043238 4091821990090034007 4207299355960052541 4207390812650029850 4207435318900126373 4212963511680053578 5448776699160078625 5478439857490112137 6000000000104122778 6000000000118183665 6000000000148727760 6000000000218045670
edmund,2,247,6000000000307264071 6000000007494593304,362970225890002096 375497463470013085 6000000000207914450 6000000000307250501 6000000001147395741 6000000001319846588 6000000001436218210 6000000002187257987 6000000002188389199 6000000002188389296 6000000002188456857 6000000002188456891 6000000002188468487 6000000002188475569 6000000002188517493 6000000002756944569 6000000002757081115 6000000002757160003 6000000002809221719 6000000003239277926
hilda,3,166,6000000001770214920 6000000003051103794 6000000029326466970,314074789950005931 3998733858390035443 4102076580150031757 4776728728380033298 5458839887880079913 6000000000281233936 6000000000835414152 6000000001124111265 6000000001147824799 6000000001368765012 6000000001474231504 6000000001501717635 6000000001816434661 6000000002178252874 6000000002188483300 6000000002188495009 6000000002188502599 6000000002188514411 6000000002188520108 6000000002188612710
pauline,1,499,6000000025474175184,366294271570005699 5043638872350026853 5451167658870063164 5577900694050084814 5578030555440085170 5578179851040072467 6000000000281237471 6000000000281237563 6000000000281260035 6000000000281260221 6000000000682136426 6000000000717970404 6000000000900893635 6000000001354742695 6000000001504573459 6000000001504576152 6000000001886961342 6000000001887010236 6000000001887016177 6000000001997343543
persson,28,18,375734886370012680 6000000001721419086 6000000002207897723 6000000003483666375 6000000004840106862 6000000005790017172 6000000006094423024 6000000007052530090 6000000007052556138 6000000007127604324 6000000007818631316 6000000010723945448 6000000010799834793 6000000011078726908 6000000011078927412 6000000011517733814 6000000012070565269 6000000013296740955 6000000016421263719 6000000017070932775 6000000017337900535 6000000017945282122 6000000021647492808 6000000162915518829 6000000173443464858 6000000177921501854 6000000177943474822 6000000227289809829,4403994305800037797 4423028919440068824 6000000002864978427 6000000002864978589 6000000002930393882 6000000002930393909 6000000002949610920 6000000008101736473 6000000013193760627 6000000017343973298 6000000025969282988 6000000056370943103 6000000064027363838 6000000065123089950 6000000110540576832 6000000194361240133 6000000194361240139 6000000221653423824
kirsten,11,46,4636448 6000000001770214443 6000000001838879990 6000000002964166116 6000000003332684323 6000000005609265407 6000000007635631030 6000000019369184568 6000000061525431865 6000000077762121855 6000000168052043837,361518186360004645 3938363566710037111 6000000000330708860 6000000001350547718 6000000001504447994 6000000005619804888 6000000006097554032 6000000006201199551 6000000007329522081 6000000008459777698 6000000008969005699 6000000009092874939 6000000009637761377 6000000009647924676 6000000009804802408 6000000010378697797 6000000011893323617 6000000013664405947 6000000014368129558 6000000017267742667
gravin,4,127,6000000001669640401 6000000002043178604 6000000009025970491 6000000064587404825,6000000000307258798 6000000000310165435 6000000000310201236 6000000001504225174 6000000001504225198 6000000001504225411 6000000001622728075 6000000002188468217 6000000003827409090 6000000006088076037 6000000006727781275 6000000006727794857 6000000012447913476 6000000012752887821 6000000013309428447 6000000013813878847 6000000014254781977 6000000014293708464 6000000014340252980 6000000014348460415
senor,10,51,6000000001412873322 6000000003274446261 6000000004343746948 6000000004996304370 6000000008463025320 6000000013042111597 6000000015172687211 6000000016171010706 6000000024583079793 6000000030548353871,6000000001435355223 6000000002009192096 6000000003493190148 6000000003493190162 6000000004559785731 6000000004692292049 6000000008895516392 6000000009664448480 6000000010299809980 6000000010299827760 6000000010313776224 6000000011149745173 6000000011818990193 6000000011819232340 6000000013226533816 6000000013247755293 6000000013250776871 6000000013280628938 6000000013299479114 6000000013299881182
sofie,2,256,6000000005745191778 6000000177969427823,293782566830001367 5543425103920079001 6000000000175836283 6000000001009207270 6000000001312069437 6000000001504293482 6000000001504410719 6000000001504456358 6000000001504592922 6000000001504596534 6000000001504715108 6000000001504786554 6000000001504786883 6000000001504793687 6000000001504796280 6000000001753227762 6000000001753227815 6000000001753229436 6000000002188466521 6000000002237431691
alix,7,74,6000000001500971945 6000000001501026484 6000000001501057062 6000000003828239887 6000000004586546893 6000000013486314017 6000000031981294379,344473847130011674 5261046640890066861 6000000000281250620 6000000002188374204 6000000002188477770 6000000002188598280 6000000003070981015 6000000003310136368 6000000003481830058 6000000004118085806 6000000006101354649 6000000006101354712 6000000006101354745 6000000008094438255 6000000008115384552 6000000008116196389 6000000008169747480 6000000008211289548 6000000010038107782 6000000012941207094
schwerin,2,260,6000000003827635115 6000000003828083880,4284776786610034331 5011653445190074092 5230713160650043541 5230784660820070501 6000000000048935301 6000000000598850973 6000000000632030578 6000000000632031573 6000000000696091625 6000000001009251630 6000000001026367219 6000000001057005027 6000000001493222056 6000000001493234708 6000000001504274108 6000000001504290973 6000000001965993042 6000000002074265126 6000000002188402477 6000000002188402493
gunther,3,175,6000000002837461009 6000000003645870070 6000000015837899499,4241636639810035129 6000000000658136325 6000000001504241786 6000000001504298927 6000000001504519592 6000000001504974149 6000000002018604118 6000000002099357903 6000000002188510399 6000000002188586039 6000000003310094053 6000000003806567031 6000000003827470429 6000000003827470441 6000000003827488861 6000000003827527316 6000000004109166258 6000000005599009627 6000000006724864086 6000000006727737444
kazimierz,1,529,6000000002135079868,364522820420013688 4300258220060068527 4318281124600043770 5032491047480116752 5207927140240031704 5209797217730089258 5217025462280063298 5447809506530029973 6000000000315490390 6000000001007626813 6000000001007713038 6000000001085228503 6000000001442645237 6000000002090078821 6000000002188456667 6000000002386033985 6000000002466496863 6000000002473233023 6000000002538068927 6000000002564174377
hildegard,6,89,6000000000582877858 6000000000782970211 6000000002187651818 6000000002566610371 6000000003715297906 6000000025946952503,4790136452190080987 6000000001552659069 6000000001577620038 6000000001816550135 6000000002188370842 6000000002188374188 6000000002750091352 6000000004016993030 6000000006127907115 6000000007329537412 6000000007572536451 6000000011039171201 6000000012416091871 6000000012699386675 6000000013520403563 6000000014191286802 6000000014199604164 6000000014723940703 6000000015552472482 6000000015728975590
rodrigo,7,77,6000000000424637456 6000000012152573868 6000000024583079793 6000000040589307899 6000000040807091205 6000000165352428063 6000000202752827876,292664095420006875 5086839251850026889 5090904344670081765 6000000000607158790 6000000001435367932 6000000001514993786 6000000001514993793 6000000001514993800 6000000002078376368 6000000002245645328 6000000003387894976 6000000004839529941 6000000004954202827 6000000008302429195 6000000009146534863 6000000009755930206 6000000010627271702 6000000010905884208 6000000011860515981 6000000012214546759
denmark,9,60,5305294636990124817 5473882692080138743 5630621361400021711 6000000001301496658 6000000002325801401 6000000002512346178 6000000003828196060 6000000004259810431 6000000037613535342,303176242730007098 323840985300007791 4134741994550032164 4404276411660052885 5495575341940116659 6000000000033153444 6000000000628834795 6000000000628834810 6000000000632006025 6000000000671016270 6000000000695635171 6000000000695737064 6000000001009244989 6000000001009250383 6000000001009250571 6000000001009250915 6000000001185659897 6000000001185730451 6000000001537189069 6000000001651481289
andrew,1,544,6000000000768857361,287095063040007745 292658757640005947 310731654460001459 353016869600012013 383548092590013534 4049848367820028711 4510000268560050763 4681645294300073576 4795517102480076726 5032563093790088828 5156320187240074406 5495575341940116659 6000000000037938038 6000000000297043742 6000000000307252135 6000000000361146546 6000000000405083430 6000000000490035020 6000000000490049448 6000000000522475418
isabelle,2,275,6000000002188578738 6000000006906706448,316752590290004103 378271517020013097 4055908262060029078 4062249340980039801 4371883502510014712 4895194244690033872 5332857975330067945 5332872776740074002 5577328881870138730 6000000000063839471 6000000000307247361 6000000000609971197 6000000000640994816 6000000000641011867 6000000000641013660 6000000000641094549 6000000000830841423 6000000000963117122 6000000000964745977 6000000001061731144
hugh,2,276,6000000000531580778 6000000000531807761,313421885070006676 317625710700005092 323683595930005453 323738463860002745 367270811240005046 4389811401590035589 5180968526560039127 5638768666260137012 6000000000274921057 6000000000307276143 6000000000896989776 6000000001336479223 6000000001669279717 6000000002115918580 6000000002188383739 6000000002188385814 6000000002188385931 6000000002188458831 6000000002188475092 6000000002188477577
castilla,18,31,4880891073850057158 6000000000114653280 6000000000114684333 6000000000129435686 6000000000424637456 6000000000908088464 6000000001412873288 6000000002837396239 6000000003827288540 6000000004283193362 6000000004343575617 6000000012996575818 6000000012996889204 6000000014013164881 6000000015172687211 6000000040588894065 6000000040589307899 6000000068648486856,5099313239530029297 5217461440670135483 6000000000138208367 6000000000138686458 6000000000736426105 6000000000783951528 6000000000784652443 6000000000835006557 6000000001147683047 6000000001237507172 6000000001342569603 6000000001342955049 6000000001378179814 6000000001423060953 6000000001423076867 6000000001423123838 6000000001423220308 6000000001423221262 6000000001599919033 6000000002188376271
arnold,2,282,6000000002188261607 6000000009667859681,292727539680004832 328816523080004881 4233192535220122409 4311068177010052292 4774922855010081505 5435981034790077327 5648711184060044091 6000000000551152640 6000000000698122800 6000000001399078609 6000000001399080026 6000000001504573328 6000000001562072021 6000000001688024128 6000000001770357220 6000000001916909283 6000000001916909322 6000000001916909364 6000000001916929641 6000000001916929694
constantine,5,113,385953397470012188 6000000002187891981 6000000003697525277 6000000010463343582 6000000013003314172,359282548040006278 4838103767580127560 6000000000043387983 6000000000307282446 6000000000911423004 6000000001846817008 6000000002028639921 6000000002028686091 6000000002188383596 6000000002188383618 6000000002188383668 6000000002188385117 6000000002188389252 6000000002188453746 6000000002188510561 6000000002367834005 6000000002631369874 6000000002886788191 6000000003388919143 6000000003658696430
clara,1,574,6000000177921459114,295638265300008940 4150958485540023885 4344010286080065054 4437806586770129252 5081551225070021938 5156383895250074382 5537758580640125825 5552318739290120410 5648964657110104704 6000000000018260627 6000000000048080902 6000000000151563055 6000000000174956045 6000000000307812013 6000000000490838674 6000000000682119271 6000000000965208092 6000000001013815369 6000000001061683262 6000000001121980286
austria,3,192,6000000001669640632 6000000003495414198 6000000009465627532,299077224220007970 299728939610003674 305939808340005683 305939950650005657 376303206500005821 3996823052360126946 4277017108190044971 4281580427690059041 4281615213170046431 4282991992150034222 4282999051910058973 4283188045490060619 5053093620620112310 5318646753630089420 5319372978170089688 5407199543680038521 5660130254760117911 6000000000307247496 6000000000350830758 6000000000350936287
lothar,9,64,5479437866250083432 6000000003494757809 6000000003827305904 6000000003827363949 6000000214771084840 6000000215479388836 6000000215479650829 6000000215483272822 6000000215483414831,6000000001504410599 6000000002188424916 6000000002188450462 6000000002188453176 6000000002188456582 6000000002188461336 6000000002188468732 6000000002188601616 6000000005224583830 6000000007416507215 6000000010666793085 6000000013659527245 6000000013659538686 6000000013660216569 6000000015609245159 6000000016841757215 6000000018208886133 6000000018515904095 6000000019127032001 6000000019730460893
olga,1,577,6000000005406862960,292759619940004819 310710613690008205 3938358092120122767 3967013963140078758 4319972704230031309 4325207268760055498 4362283594290020468 4437830896100086667 5062765000170079266 5070630624670103300 5113191207240136612 5155703507220121546 5234126065100102549 5537345833950034578 5537399891280125899 5562852970580026863 5563883241360082018 5563897574980043633 6000000000036653397 6000000000047232982
nassau,1,584,6000000023105513899,312482901450001586 312487446830007106 312489525850007128 312562632420003923 4030318711310035066 4030732202980031182 4031014472500126534 4127611148890026238 4128727150810026518 5088759313670071075 5233239231570128210 5580033191070128781 6000000000307246591 6000000000307246813 6000000000307247336 6000000000307247354 6000000000307247361 6000000000307247672 6000000000307249200 6000000000307265310
eriksson,14,42,3624768 4102701 6000000002553688769 6000000003220670973 6000000003513052196 6000000005954084362 6000000012148778950 6000000156644055821 6000000177921516822 6000000177921535822 6000000177921535844 6000000177921613832 6000000177922284822 6000000177922319822,5335870029080112402 5335928158130058430 5458664282030113334 6000000000698059698 6000000000698122800 6000000001232862470 6000000001317476183 6000000004564784540 6000000005393193707 6000000006127417063 6000000006127417071 6000000006127582320 6000000006127582334 6000000006829500930 6000000007093832636 6000000007741116630 6000000011445691207 6000000014976939921 6000000015035994143 6000000019263031124
sigmund,6,100,6000000000172040136 6000000009687488116 6000000014233869705 6000000014233992619 6000000058598977879 6000000082435057895,6000000000658125446 6000000000698682152 6000000004096290329 6000000004097627170 6000000004097627344 6000000004097627821 6000000004097643026 6000000004097672091 6000000004097776718 6000000004097776759 6000000006268315267 6000000006727817457 6000000006727820156 6000000007203393346 6000000007379462223 6000000007551374413 6000000011276855844 6000000013515914824 6000000015092843153 6000000015213334910
osten,7,86,6000000007062656315 6000000012964146083 6000000012964278856 6000000013630547887 6000000013630889038 6000000016629424654 6000000016629464625,6000000002662785872 6000000006356349959 6000000010336097123 6000000017844999757 6000000017845337291 6000000018126130774 6000000018241773799 6000000019310787314 6000000023129700387 6000000024623527036 6000000025817972752 6000000025855395662 6000000025858372986 6000000025983464525 6000000028517527995 6000000028538379857 6000000031263355341 6000000031263356429 6000000031264332375 6000000031264448315
benjamin,1,605,6000000011078886609,289601296950005453 318235798330004679 329016826510006158 339385264780002733 344583651890014813 383548493960005913 3954181106560064598 4137317076080127095 4151878816620046643 4363576462770078690 5223572338680114714 5459467731280114358 5534894472900088942 5555717649550106253 5590150073020067405 6000000000072867933 6000000000213241132 6000000000213256118 6000000000437760457 6000000000492615041
emperor,11,55,6000000000515214098 6000000000549937047 6000000000701225368 6000000000761701017 6000000002224457876 6000000002433994667 6000000002434214184 6000000003645870789 6000000003645870800 6000000003827363949 6000000003828287409,359282548040006278 361088998770012651 361089507860011643 361244423510011619 376299759140013431 4127866832950049628 4127923987560073429 4215182257130053771 5319372978170089688 5406067539320083175 6000000000350830758 6000000000632019607 6000000000670279300 6000000000717738539 6000000001095643277 6000000001379265308 6000000001449295063 6000000001449427127 6000000001469287004 6000000001469318516
berta,8,76,348902048170005826 6000000005609518027 6000000005609518066 6000000005609547544 6000000011508133217 6000000011769607217 6000000014522158621 6000000016465465677,351868079270001344 5396703390590044228 6000000001369430352 6000000001501717635 6000000001502863632 6000000001598260034 6000000001912897843 6000000005391220266 6000000006727821330 6000000007513944941 6000000008196852038 6000000009894949851 6000000009964997003 6000000010665606630 6000000011001106133 6000000011644522891 6000000011700295277 6000000012751412565 6000000016175977137 6000000016372860446
furst,1,616,6000000018274297918,310787864080006466 4214000416300053987 4241636639810035129 4241807483190048294 4241830712740124919 4242077311030061593 4242173428030062528 4489192371410033184 4985633046910054651 5062285134800079368 5062336524850102795 5062354675600102553 5062365283030042571 5062381288350042103 5062392931000061084 5062396647720020024 5483876184910056958 5483883812210121184 5538927142960133899 6000000000307247336
adela,10,62,6000000000424678903 6000000000437348457 6000000001745028799 6000000002245256428 6000000002441590664 6000000003051107855 6000000003494707647 6000000004533735729 6000000004903076002 6000000106385921821,6000000001147716222 6000000001473499761 6000000002102611571 6000000002102624983 6000000002188479903 6000000002188502482 6000000002188504026 6000000002188514406 6000000002367834012 6000000002564147311 6000000002620176106 6000000002700245424 6000000003216078293 6000000003253552724 6000000004170688190 6000000005051127902 6000000006591349947 6000000006871413044 6000000008246493571 6000000008276287186
margaretha,2,310,6000000007584661312 6000000015837840394,4919590975250087621 5327423258520121756 5543448245020042669 5562973226950026971 5664648831950069528 6000000000441863370 6000000000835782625 6000000001228574365 6000000001504343070 6000000001504882009 6000000001504882400 6000000002134527542 6000000002188468091 6000000002272708481 6000000002341751927 6000000002362599040 6000000002597688746 6000000002738865498 6000000002915639561 6000000002963231511
norway,20,31,5381202464070053447 5625229909380062806 5630621361400021711 6000000000771264432 6000000001169088079 6000000001200100841 6000000001526567662 6000000001669615869 6000000002187982545 6000000002553705439 6000000003645683278 6000000003645772914 6000000006123813097 6000000006513568001 6000000006906358945 6000000012948923346 6000000014636193929 6000000014697419597 6000000018329271956 6000000026870981394,304336581520006452 6000000000033153444 6000000000534888280 6000000000632006025 6000000000695635171 6000000000695737064 6000000001009244989 6000000001009250571 6000000001099000584 6000000001099160102 6000000001561727235 6000000001561742484 6000000001651481289 6000000001651542115 6000000002101366128 6000000002192408156 6000000002903215369 6000000002913649206 6000000002936013635 6000000003375448733
jonsson,48,13,375736773940012637 5671712150470027316 6000000001138062176 6000000001169296643 6000000001169297770 6000000001169313832 6000000001584801190 6000000001675989039 6000000002390972936 6000000003483689122 6000000003483825112 6000000003575836084 6000000003645671274 6000000003645734784 6000000004916081011 6000000006094317342 6000000006151784313 6000000007090191234 6000000007549309545 6000000007922797801 6000000011079033339 6000000011409211372 6000000013354249769 6000000013441131668 6000000014604476442 6000000015745662770 6000000015844614533 6000000018752060667 6000000031921720268 6000000031921788092 6000000032759116307 6000000040701314792 6000000044577574113 6000000061609217215 6000000073138617835 6000000074804050189 6000000077849307078 6000000116230340988 6000000177921544854 6000000177921582822 6000000177921595822 6000000177943438823 6000000178277673956 6000000178279357868 6000000178279840831 6000000178415387947 6000000181514597821 6000000221742699868,308264612160002074 6000000001827184765 6000000002949610982 6000000009543457962 6000000009543500776 6000000064026954821 6000000078903661120 6000000133674042183 6000000144192464866 6000000146088182821 6000000205213770341 6000000221345616046 6000000221345738833
gutierrez,5,125,6000000001412929513 6000000003274446261 6000000004110119785 6000000194974265840 6000000194974522824,285979592760003183 285980397460003186 338990516260014037 338990603040014062 338990940860011927 338991506940011939 340305264040013970 340313209190013028 4775047165160122484 4776193054280033337 6000000000307821397 6000000000496907039 6000000000978742324 6000000001514882506 6000000001514993852 6000000001515002176 6000000001515002223 6000000001548254657 6000000001548258773 6000000003341020070
jeanne,2,313,6000000002188140346 6000000005598867316,309779770490001374 309782380680005630 316754028940008343 326749095820001745 4658129584390086928 5576979359490103529 5577266627640039804 5577306561610056715 6000000000138962298 6000000000281250314 6000000000281259996 6000000000281260056 6000000000281260265 6000000000609970861 6000000000640991076 6000000000640991372 6000000000640993497 6000000000641022265 6000000000769996952 6000000000770001420
marchese,2,317,6000000003858551414 6000000005597728020,4249504907960125401 6000000000191860894 6000000000239349248 6000000000536618666 6000000000628780199 6000000002096693665 6000000002109710354 6000000002109806085 6000000002188436650 6000000002188436823 6000000002188468175 6000000008880345581 6000000010742379238 6000000012841241735 6000000013083019193 6000000014117776743 6000000014651767754 6000000015092991908 6000000015165278325 6000000015165413862
helge,18,36,6000000000496947160 6000000001311917463 6000000002665576740 6000000003025779755 6000000003094919828 6000000005607599821 6000000006094423024 6000000006436624848 6000000006741689895 6000000006835051081 6000000006835094016 6000000007310919348 6000000007980739494 6000000008279356422 6000000008694274741 6000000011726177356 6000000012387448282 6000000204649215829,5295204808060117708 5500028166230117551 6000000001684522699 6000000001936666627 6000000002278413475 6000000002447690280 6000000003378256169 6000000005620674812 6000000006200009091 6000000009525710461 6000000010366454653 6000000010955928266 6000000013006234853 6000000013520219797 6000000015036194475 6000000015229757970 6000000016488204356 6000000017267761445 6000000019127032001 6000000019262793231
alfonso,3,219,4876709487680081308 6000000000665380375 6000000004045821353,341332154750011536 4213707469040075587 4283995539720034514 4373231222870088464 5004545338820034004 5340159170790032005 6000000000233977422 6000000000343074590 6000000000632003415 6000000000632003699 6000000000699132870 6000000000736166183 6000000000784652443 6000000001133446989 6000000001147824525 6000000001199613094 6000000001212350922 6000000001317078464 6000000001514993376 6000000001514993695
gunhild,20,33,6000000001169154976 6000000001381812517 6000000002299087535 6000000002735003375 6000000002735003819 6000000002775306168 6000000003025813846 6000000003094941842 6000000003094956123 6000000004569616464 6000000005018904531 6000000005609508929 6000000006589092459 6000000007473365529 6000000007895877248 6000000010571551908 6000000012109780485 6000000019720945615 6000000026534693043 6000000175590243910,303961395740007121 6000000006127907239 6000000006595645979 6000000007572791602 6000000010023701315 6000000010562473601 6000000010753611400 6000000011231667198 6000000011489294952 6000000012880823881 6000000012881857244 6000000014632023456 6000000019083290490 6000000021957368495 6000000021957738356 6000000022289503653 6000000024833096572 6000000026450846072 6000000030029344665 6000000032067660429
hedvig,2,332,6000000003358192683 6000000021651776645,311227918850007064 311714621730004586 380055202660012955 4490779630000027158 5284326258540105705 5543167777540128233 5562769642950082761 5562778492700055209 5563897574980043633 6000000000044535118 6000000000106029085 6000000000151563055 6000000000175720927 6000000000218799024 6000000000333559871 6000000000402282601 6000000000657788346 6000000000667180207 6000000000671005339 6000000000677838823
siegfried,6,111,6000000002187814722 6000000002214101629 6000000002750141103 6000000003828078104 6000000008820076717 6000000109724568984,6000000001504868741 6000000001936671117 6000000002018254876 6000000002188402621 6000000002188412287 6000000002188412979 6000000002188468875 6000000002764501835 6000000004097627705 6000000005109227842 6000000006127985994 6000000006156777727 6000000006157338222 6000000007223936463 6000000008327447490 6000000008647380621 6000000010097316417 6000000011416369381 6000000011582988445 6000000013432122669
abraham,2,334,6000000001138062176 6000000017633664544,366961618840013581 375791601690012633 376623018650006583 376637241180002898 4089798365540049594 4090649282490049577 4336351816350062070 4681608337040072954 4942936730030125238 4978213633920053340 5416195815770030707 6000000000652497634 6000000000682114064 6000000000682279865 6000000000878551288 6000000000969812263 6000000000969812821 6000000000969842693 6000000001147382745 6000000001404068223
harold,2,337,6000000001156149953 6000000063146776966,333352359070014501 4131044488580124993 4259393237230029859 4706265370510076906 6000000000866438689 6000000001147364185 6000000001367629722 6000000001443999667 6000000001504950699 6000000001654859650 6000000001654897282 6000000001692548229 6000000001829617181 6000000001870154980 6000000001890044940 6000000002023886041 6000000002188479607 6000000002188493471 6000000002188495151 6000000002327467220
dame,9,75,6000000000162314682 6000000002188305555 6000000003051177357 6000000003828330217 6000000006906647110 6000000006906706448 6000000009304881090 6000000009304954398 6000000010371511818,6000000000129400085 6000000000172348087 6000000000630138383 6000000000641012824 6000000000641033344 6000000000641034584 6000000001228982291 6000000003217277544 6000000003493396380 6000000003710426817 6000000003935697639 6000000004079601308 6000000005598803396 6000000005599019415 6000000006101312751 6000000007211674203 6000000007818267469 6000000008090331855 6000000008630254270 6000000010090940042
andreas,3,226,6000000001138830586 6000000004334566448 6000000177921459109,305581729780001552 3922725885750066929 4652852044100085396 5449615024150126822 5449620852980036397 5528150512620023968 5563887607860082557 6000000000307282621 6000000000536168207 6000000000856626352 6000000001195016011 6000000001195030309 6000000001232353266 6000000001504268574 6000000001504271262 6000000001504274868 6000000001504343382 6000000001504773545 6000000001504875510 6000000001505007621
condesa,6,114,6000000000717776836 6000000000908088464 6000000003827288540 6000000004058800000 6000000004335287604 6000000008064311792,3988907025640034468 6000000001147689936 6000000001147819807 6000000001199757099 6000000001499237214 6000000001500824660 6000000001515002199 6000000002188386581 6000000003525812835 6000000004654525292 6000000006452350245 6000000006575233249 6000000007939021528 6000000008379511766 6000000008662630338 6000000009146206317 6000000010299381028 6000000012408121671 6000000012421176845 6000000013163767336
