geni_id	qid	generation
6000000177921459052	Q141223923	1
6000000177921459056	Q141224814	1
6000000177921459066	Q141223733	2
6000000177921459072	Q141224812	2
6000000177921459078	Q141224882	2
6000000178275437038	Q141223907	2
6000000015117490925		3
6000000032068841409	Q141224339	3
6000000169037819865	Q141224910	3
6000000177921458827	Q141223736	3
6000000177921458833	Q141223506	3
6000000177921459094	Q141224807	3
6000000178279141871		3
6000000178279770847		3
6000000015117958521	Q141225200	4
6000000020344732085	Q141223853	4
6000000020344842981	Q141223944	4
6000000021651776645		4
6000000021652410546	Q141223523	4
6000000177921458845		4
6000000177921458851		4
6000000177921458863	Q141223427	4
6000000177921459099		4
6000000177921459104		4
6000000177921459109		4
6000000177921459114		4
6000000177921459129	Q141224204	4
6000000211987634854		4
6000000211987721869		4
6000000211987741835		4
6000000211987743851		4
6000000005609547535	Q141223744	5
6000000005609547544	Q141223503	5
6000000014522158621	Q141224751	5
6000000021139261439		5
6000000021647492808		5
6000000035525833995	Q141224861	5
6000000115345881850		5
6000000130107786903		5
6000000161721983869		5
6000000177921458990		5
6000000177921458993		5
6000000177921458999		5
6000000177921459005		5
6000000177921459011		5
6000000177921459028	Q141223507	5
6000000177921459033	Q141219160	5
6000000177921459134		5
6000000177921459169		5
6000000177921459174		5
6000000177944025822		5
6000000177968473841		5
6000000177969322833		5
6000000177969361824		5
6000000177969427823	Q141224136	5
6000000178223260828		5
6000000178823544822		5
6000000182737012832	Q141223972	5
6000000207769057827		5
6000000211987885821		5
6000000211987908822		5
6000000211987909821		5
FSGC9LSNW		5
FSMH3GK5L		5
4366030		6
6000000002078094635		6
6000000002078145156		6
6000000002207903107		6
6000000002744891329	Q141223432	6
6000000003887729856		6
6000000005607296161		6
6000000005609513979		6
6000000005609518027		6
6000000005609547635		6
6000000010479856178	Q141223553	6
6000000020044896913		6
6000000021132011052		6
6000000021132026143		6
6000000021648182400		6
6000000026258097510		6
6000000026506302147		6
6000000035525387457		6
6000000035525469386		6
6000000091348679263		6
6000000103633571840		6
6000000116694298987	Q141223849	6
6000000130334880884		6
6000000161721983843		6
6000000173443464840		6
6000000177920129826	Q141219148	6
6000000177920129831	Q141219071	6
6000000177921501822		6
6000000177921501828		6
6000000177921516822		6
6000000177921516828		6
6000000177921535822		6
6000000177921535828		6
6000000177921544822		6
6000000177921544828		6
6000000177921561822		6
6000000177921561828		6
6000000177922285822		6
6000000177922668822		6
6000000178118920851		6
6000000178119386851		6
6000000178119626821		6
6000000178119644821		6
6000000178280363847	Q141223999	6
6000000178321476863		6
6000000178322547822		6
FS9J25W1Y		6
FSKZN9PT2		6
FSLBH3TTY		6
FSLH4DX3J		6
FSLH4DXWX		6
FSMFLXWV4		6
FSMN6D1XP		6
4376103		7
6000000002207897743		7
6000000002207903099		7
6000000002267060138		7
6000000002528697383		7
6000000002528811414		7
6000000002735003375		7
6000000002735003819		7
6000000002866077692		7
6000000002866078652		7
6000000003095028376		7
6000000003095113441		7
6000000003492033746		7
6000000005573729895		7
6000000005573729899		7
6000000005607086971		7
6000000005607146042		7
6000000005607599821	Q141223735	7
6000000005609265360		7
6000000005609518066		7
6000000005609518075		7
6000000005609547575		7
6000000005609547672		7
6000000007352562532		7
6000000009109484400		7
6000000010478680927		7
6000000010480210324		7
6000000010526527018		7
6000000011078726908	Q141217433	7
6000000011078807545	Q141219284	7
6000000011323146942		7
6000000011546841461		7
6000000012558529825		7
6000000012587664964	Q141219202	7
6000000014016878942		7
6000000016398063338		7
6000000019366226560		7
6000000020056592341		7
6000000021131950217		7
6000000021647845593		7
6000000023680996844		7
6000000025170379012		7
6000000025170500054		7
6000000026534693043		7
6000000029344188783		7
6000000035525393426		7
6000000065991527068	Q141219250	7
6000000066002199879		7
6000000069466362236	Q141219063	7
6000000161721983924		7
6000000161721983981		7
6000000161721983987		7
6000000162915518829		7
6000000173443464852		7
6000000173443464858		7
6000000173443464864		7
6000000173592610868		7
6000000174612753891		7
6000000177921501834		7
6000000177921501839		7
6000000177921501864		7
6000000177921501869		7
6000000177921501894		7
6000000177921516834		7
6000000177921516839		7
6000000177921516864		7
6000000177921516869		7
6000000177921535834		7
6000000177921535839		7
6000000177921535860		7
6000000177921535875		7
6000000177921544834		7
6000000177921544839		7
6000000177921544854		7
6000000177941435877		7
6000000177943438823		7
6000000177943460822		7
6000000177943474822		7
6000000177944064821		7
6000000178123329901		7
6000000178124521844		7
6000000178279335862		7
6000000178279865848		7
6000000178280536829		7
6000000178281151829		7
6000000178281225821		7
FS48GB6GT		7
FS9J3R78G		7
FS9K6TMKB		7
FS9VGJNHN		7
FS9VGJNHT		7
FSGQW7B11		7
FSK8L4P3W		7
FSKCVGZT9		7
FSKH9LTLY		7
FSKZ996GQ		7
FSKZBKVZ9		7
FSLQ5D51H		7
FSMF5S3BP		7
FSMFLN5WN		7
FSP62L5DT		7
FSPS238R1		7
4592505		8
5638069793880054627		8
5638069944960054633		8
6000000002105246123		8
6000000002207797135		8
6000000002207897723		8
6000000002267060757		8
6000000002267060763		8
6000000002374507844		8
6000000002374539778		8
6000000002386755371		8
6000000002529027570		8
6000000002529074581		8
6000000002529226678		8
6000000002529388161		8
6000000002619504382		8
6000000002619799308		8
6000000002735003381		8
6000000002744518309		8
6000000002834048221		8
6000000002853714474		8
6000000002866211467		8
6000000002866367282		8
6000000003094916337		8
6000000003094971035	Q141223905	8
6000000003094973524		8
6000000003095003918		8
6000000003095047808	Q141219069	8
6000000003095195002		8
6000000003265275183		8
6000000003491944956		8
6000000003491976521		8
6000000003492033716		8
6000000003492033721		8
6000000003492033761		8
6000000003492037893		8
6000000003492057123		8
6000000005606851231		8
6000000005606976520		8
6000000005606976529		8
6000000005607012010		8
6000000005607086949		8
6000000005607282941		8
6000000005607335640	Q141219065	8
6000000005607402531		8
6000000005607599800	Q141223933	8
6000000005609113076		8
6000000005609265258		8
6000000005609265378		8
6000000005609265389		8
6000000005609265475		8
6000000005609505024		8
6000000005609547691		8
6000000005609557790		8
6000000005609557801		8
6000000005744994427		8
6000000006231039889		8
6000000006270447176		8
6000000006787656102		8
6000000006787667037		8
6000000007038191376		8
6000000007039146001		8
6000000007052575070		8
6000000007052582083		8
6000000007139980393		8
6000000007140208210		8
6000000007220941543		8
6000000007818631316		8
6000000008686159495		8
6000000008686159501		8
6000000009243757359		8
6000000009380526195		8
6000000009381880384		8
6000000010057341163		8
6000000010479781937		8
6000000011078617825		8
6000000011078829655	Q141217431	8
6000000011078886609		8
6000000011078918407	Q141216595	8
6000000011409644560		8
6000000011546819168		8
6000000011546871915		8
6000000012558828463		8
6000000012587690898	Q141217404	8
6000000013296740955		8
6000000013296787625		8
6000000017945282117		8
6000000017945282122		8
6000000018014716237		8
6000000019367859203		8
6000000019410035065		8
6000000019720754353		8
6000000023666472983		8
6000000024386225214		8
6000000024386276094		8
6000000035769326152	Q141219236	8
6000000042638906205		8
6000000042644926827		8
6000000064682065835		8
6000000066002329979		8
6000000100733843835		8
6000000161721983993		8
6000000161721984001		8
6000000177921501854		8
6000000177921501859		8
6000000177921501874		8
6000000177921501879		8
6000000177921501889		8
6000000177921516849		8
6000000177921516854		8
6000000177921516859		8
6000000177921516874		8
6000000177921516879		8
6000000177921516884		8
6000000177921516889		8
6000000177921535844		8
6000000177921535847		8
6000000177921535852		8
6000000177921535855		8
6000000177921535865		8
6000000177921535870		8
6000000177921544844		8
6000000177921544849		8
6000000177921544859		8
6000000177921544864		8
6000000177921670827		8
6000000177923684834		8
6000000177941260903		8
6000000177941672905		8
6000000177942653854		8
6000000177943800832		8
6000000178119023823		8
6000000178277552977		8
6000000178279357868		8
6000000178279840831		8
6000000181512617910		8
6000000181514597821		8
6000000227892032063		8
6000000227892032084		8
6000000227892032088		8
6000000227892032092		8
6000000227892032097		8
6000000227892032104		8
6000000227892032109		8
FS27FR9YM		8
FS9J2PT45		8
FS9K6TM2C		8
FS9SBMF6R		8
FS9XBNL2F		8
FSG68VGVS		8
FSGDQBKJQ		8
FSGHF776C		8
FSGHF7JYW		8
FSGJ8CBQR		8
FSGJ8ZS9M		8
FSGZWRLHH		8
FSK8469K2		8
FSK8RJ3FG		8
FSK8Y7LJT		8
FSKCB175R		8
FSKCNB8G5		8
FSKF95VW9		8
FSKH44XKK		8
FSKH4CJ36		8
FSKZ3RBZY		8
FSKZRWWDW		8
FSL457CS5		8
FSLT9HBTK		8
FSM4Q73RB		8
FSMFFVKWN		8
FSMH7HXV8		8
FSP62GYDQ		8
FSP7YJT18		8
316065235500002887		9
340324056590012630		9
340324484050012647		9
4618321		9
4627273		9
5336724108230122658		9
5413393304250084700		9
5447343319320063261		9
5447505087810135067		9
5696946886710051715		9
5696963185700133701		9
5696963207690133707		9
6000000000496983062		9
6000000000496983071		9
6000000000581187553		9
6000000000581187590		9
6000000000866353020		9
6000000001311917463		9
6000000001721082980		9
6000000002105204474		9
6000000002105227321		9
6000000002267057631		9
6000000002267057681		9
6000000002374528860		9
6000000002386726593		9
6000000002387058317		9
6000000002478972119		9
6000000002528986882		9
6000000002529111363		9
6000000002529253796		9
6000000002529338324		9
6000000002619360784		9
6000000002743660696		9
6000000002744447797		9
6000000002801150416		9
6000000002801150442		9
6000000002805787283		9
6000000002833890772		9
6000000002836313613		9
6000000002836363103		9
6000000002866300605		9
6000000002866301405		9
6000000003010820421		9
6000000003010834539		9
6000000003022923983		9
6000000003094916237		9
6000000003094916245		9
6000000003094919467		9
6000000003094941842		9
6000000003094961773		9
6000000003094967525		9
6000000003094967535		9
6000000003094967990		9
6000000003094971290		9
6000000003095195051		9
6000000003095195060		9
6000000003134274315		9
6000000003483571445		9
6000000003483631330		9
6000000003483689122		9
6000000003483699152		9
6000000003491933551		9
6000000003491940778		9
6000000003491944060		9
6000000003491944615		9
6000000003491958307		9
6000000003492007823		9
6000000003492045839		9
6000000003492045949		9
6000000003492057200		9
6000000003492072263		9
6000000003492077393		9
6000000003875720930		9
6000000004825130020		9
6000000004861553343		9
6000000005051659288		9
6000000005606851251		9
6000000005606855208		9
6000000005606873652		9
6000000005606873661		9
6000000005606976462		9
6000000005606976538		9
6000000005606986984		9
6000000005607089095		9
6000000005607119572		9
6000000005607402019		9
6000000005607506571		9
6000000005607599851		9
6000000005608888920		9
6000000005609226806		9
6000000005609265407		9
6000000005609265493		9
6000000005609265500		9
6000000005609271149		9
6000000005609304829	Q141216627	9
6000000005609304839	Q141217369	9
6000000005609398525		9
6000000005609425842		9
6000000005609428801		9
6000000005609488787		9
6000000005609547730		9
6000000005609547739		9
6000000005609557822		9
6000000005609557834		9
6000000005744994368		9
6000000005770801520		9
6000000006356645320		9
6000000006462578008		9
6000000006462778013		9
6000000006462828010		9
6000000006480254001		9
6000000006776171427		9
6000000006776171884		9
6000000006776171892		9
6000000006776171900		9
6000000006787341423		9
6000000006787661090		9
6000000006787739014		9
6000000006787742025		9
6000000006805014072		9
6000000006805022054		9
6000000006907072659		9
6000000006935580424		9
6000000006979615129		9
6000000007037327234		9
6000000007038781066		9
6000000007052168881		9
6000000007052433422		9
6000000007052556138		9
6000000007140194261		9
6000000007140228220		9
6000000007221095216		9
6000000007224278380		9
6000000007581050929		9
6000000007581296353		9
6000000007895860271		9
6000000007895877248		9
6000000008634800417		9
6000000008634961334		9
6000000008777364122		9
6000000008914281965		9
6000000009234354166		9
6000000009549459797		9
6000000010480274549		9
6000000011043803107		9
6000000011057074775		9
6000000011057373292		9
6000000011077211567		9
6000000011077365624		9
6000000011078549071		9
6000000011078760054	Q141216633	9
6000000011078927412		9
6000000011078954380		9
6000000011079026264		9
6000000011517733814		9
6000000011718058126		9
6000000014563457733		9
6000000015902535267		9
6000000016335350548		9
6000000016335410444		9
6000000016793999710		9
6000000017353248880		9
6000000017377514353		9
6000000018528235866	Q141216461	9
6000000019367301499		9
6000000019367773672		9
6000000019368329335		9
6000000019410166019		9
6000000019524155167		9
6000000023697503418		9
6000000025556097202		9
6000000073138617835		9
6000000073138691880		9
6000000074804050189		9
6000000074804326068		9
6000000116230340988		9
6000000118401483866		9
6000000136770394060		9
6000000150604688885		9
6000000176575355869		9
6000000177921389824		9
6000000177921472823		9
6000000177921582822		9
6000000177921582827		9
6000000177921588822		9
6000000177921588827		9
6000000177921595822		9
6000000177921595827		9
6000000177921601825		9
6000000177921604825		9
6000000177921613827		9
6000000177921629822		9
6000000177921629825		9
6000000177921636822		9
6000000177921636827		9
6000000177921644822		9
6000000177921648822		9
6000000177921648825		9
6000000177921654822		9
6000000177921654827		9
6000000177921659822		9
6000000177921659825		9
6000000177921940825		9
6000000177921940830		9
6000000177922284822		9
6000000177922284827		9
6000000177922319822		9
6000000177922319827		9
6000000177942100902		9
6000000177942564871		9
6000000177942730896		9
6000000177942925859		9
6000000177943365835		9
6000000177943402844		9
6000000177943658830		9
6000000177943737838		9
6000000177943807821		9
6000000177970214838		9
6000000178120150821		9
6000000178134459865		9
6000000178277673956		9
6000000178278275935		9
6000000178280202844		9
6000000178280333830		9
6000000178280598829		9
6000000178284682877		9
6000000178413696854		9
6000000178416392865		9
6000000178416974821		9
6000000178418292864		9
6000000181514457841		9
6000000181514478831		9
6000000196700516821		9
6000000227614275833		9
6000000227891530400		9
6000000227892071386		9
6000000227892074165		9
6000000227892144208		9
6000000227892144211		9
6000000227892225241		9
FS27YT69R		9
FS9J2PRP8		9
FS9J3R768		9
FS9J3R76Z		9
FS9J3R7NW		9
FSCCZVTQB		9
FSG6B2ZKH		9
FSG6VK88Q		9
FSG6VKX3J		9
FSG716B57		9
FSG71X9FD		9
FSG8W16D3		9
FSG8W1C36		9
FSGHF723T		9
FSGHF77XZ		9
FSGHF7GC1		9
FSGJ8ZFCM		9
FSGK5XK1W		9
FSGM3HN6N		9
FSGQ7H3LY		9
FSGQ99R2L		9
FSGQW71GN		9
FSGX44DR3		9
FSGZWYJ54		9
FSK469CQF		9
FSK4GBMTS		9
FSK641QZY		9
FSK8GY3JR		9
FSK8YB3V6		9
FSKCM3BG8		9
FSKCXR2WK		9
FSKFRRN4N		9
FSL41YRK3		9
FSLDSRBKX		9
FSLHBY641		9
FSLHBY6H9		9
FSLT9CFJQ		9
FSM4Q73KZ		9
FSM4Q73RP		9
FSM4Q73RV		9
FSM9JHP6P		9
FSMFZL6H5		9
316085773200003309		10
316086456130003302		10
340326405210012886		10
340326683420011316		10
340327325060013983		10
340327809540013028		10
375734886370012680	Q141216455	10
375736773940012637		10
375737821580012544		10
4627285		10
4627292		10
4627727		10
4636448		10
4851230659730030160		10
5329378750330085741		10
5701539714260053034		10
5709972759930135327		10
6000000000496970049	Q141219316	10
6000000000496982295		10
6000000000496982673		10
6000000000581187536		10
6000000000664801584		10
6000000000664832184		10
6000000000694158525		10
6000000001721419086		10
6000000001721459003		10
6000000001770188397	Q141216496	10
6000000002267057563		10
6000000002529483422		10
6000000002529567288		10
6000000002553438631		10
6000000002553460131		10
6000000002619891019		10
6000000002619895042		10
6000000002763148549		10
6000000002801145781		10
6000000002801145791		10
6000000002801150346		10
6000000002801159071		10
6000000002801159496		10
6000000002806088612		10
6000000002847155262		10
6000000002847165416		10
6000000003010873519		10
6000000003023352400		10
6000000003023400331		10
6000000003025548346		10
6000000003025725880		10
6000000003025853747		10
6000000003025866430		10
6000000003094916356		10
6000000003094919474		10
6000000003094932669		10
6000000003094936883		10
6000000003094936943		10
6000000003094939233		10
6000000003094939660		10
6000000003094939667		10
6000000003094941507		10
6000000003094941958		10
6000000003094956093		10
6000000003094956123		10
6000000003094956540		10
6000000003094956550		10
6000000003094961709		10
6000000003094967489		10
6000000003094967579		10
6000000003094967683		10
6000000003094971118		10
6000000003095003925		10
6000000003095028144		10
6000000003095033447		10
6000000003095106988		10
6000000003095137297		10
6000000003095174167		10
6000000003095195068		10
6000000003095237260		10
6000000003095255673		10
6000000003253601093		10
6000000003253726139		10
6000000003265152737		10
6000000003483590544		10
6000000003483609524		10
6000000003483640767		10
