geni_id	qid	label	name_kept	tail_dropped
6000000008329417582		Juan Nicolás Perafán de Rivera y Loyola Maestre de Campo	Juan Nicolás Perafán de Rivera y Loyola	Maestre de Campo
6000000008333013549		Henry Neville 5th Earl of Westmorland	Henry Neville 5th	Earl of Westmorland
6000000008338039929		Frederik von Ahlefeldt County count of Langeland	Frederik von Ahlefeldt County	count of Langeland
6000000008339936263		Jørgen Jørgensen Kaas af Mur, til Skovsgaard i Humble	Jørgen Jørgensen Kaas af Mur,	til Skovsgaard i Humble
6000000008339977301	Q110304136	Jørgen Grubbe Kaas af Mur til Rybjerg, Dejbjerglund og Øllufgård, a	Jørgen Grubbe Kaas af Mur	til Rybjerg, Dejbjerglund og Øllufgård, a
6000000008340297348	Q110304350	Anne Nielsdatter Lykke til Thorp	Anne Nielsdatter Lykke	til Thorp
6000000008342677658		Maria Rudebeck till Jonsberg	Maria Rudebeck	till Jonsberg
6000000008342721330		Peder Stråle af Sjöared till Klivinge	Peder Stråle af Sjöared	till Klivinge
6000000008342725355	Q137697756	Jurgen Bartholdsson Schildt till Oselshof	Jurgen Bartholdsson Schildt	till Oselshof
6000000008345389102		Michael Bagrationi King of Imereti	Michael Bagrationi	King of Imereti
6000000008345922587		Constantine I Bagrationi King of Imereti	Constantine I Bagrationi	King of Imereti
6000000008351514425		Maddalena Palaiologina princess of Epeiros	Maddalena Palaiologina	princess of Epeiros
6000000008353627540		Abraham Abrahamsson Leijonhufvud till Ekeberg	Abraham Abrahamsson Leijonhufvud	till Ekeberg
6000000008353704922		Giovanni Raimondo Torlonia 1st prince of Civitella Cesi	Giovanni Raimondo Torlonia 1st	prince of Civitella Cesi
6000000008355199252		Joan Lady of Wales and Snowdon	Joan	Lady of Wales and Snowdon
6000000008357653288		Brita Olofsdotter till Muurla	Brita Olofsdotter	till Muurla
6000000008357653293		Nils Simonsson till Bogård	Nils Simonsson	till Bogård
6000000008362259044		Carl Bäck i Finland	Carl Bäck	i Finland
6000000008363057958		Torjus Hansson Steinstø i Sandnes	Torjus Hansson Steinstø	i Sandnes
6000000008363694104		Helgi Den Hvasse Olavsson King of Ringerike	Helgi Den Hvasse Olavsson	King of Ringerike
6000000008365389049		Samuel Hyltèn von Hylteen till Skillinge	Samuel Hyltèn von Hylteen	till Skillinge
6000000008365551128		Carl Johan Horn till Rantzien	Carl Johan Horn	till Rantzien
6000000008365613577	Q110233613	Samuel Henrik Horn af Rantzien till Skillinge	Samuel Henrik Horn af Rantzien	till Skillinge
6000000008366072294		Gustaf Jacob Horn af Rantzien till Riseberga	Gustaf Jacob Horn af Rantzien	till Riseberga
6000000008366501055		Gustaf Mauritz Lewenhaupt till Raseborg	Gustaf Mauritz Lewenhaupt	till Raseborg
6000000008368898489		Niels Jørgensen Harbou til Nebel	Niels Jørgensen Harbou	til Nebel
6000000008372432145		Arvid Joensson Orre till Nuoramois	Arvid Joensson Orre	till Nuoramois
6000000008377576014	Q122962093	Maria Christina Bonde till Borrö och Jula	Maria Christina Bonde	till Borrö och Jula
6000000008377738313	Q122962082	Filip Jönsson Bonde till Borrö	Filip Jönsson Bonde	till Borrö
6000000008379116279		Laurids Nielsen Munk (Vinranke) til Brejninge	Laurids Nielsen Munk (Vinranke)	til Brejninge
6000000008380186563		Niels Pedersen Munk (Vinranke) til Serridslevgaard	Niels Pedersen Munk (Vinranke)	til Serridslevgaard
6000000008380275542		Joscelin de Courtenay 2nd count of Edessa	Joscelin de Courtenay 2nd	count of Edessa
6000000008381718948	Q5805033	Gen. Carl Hierta, till Lagmansholm	Gen. Carl Hierta,	till Lagmansholm
6000000008382554701		Maximilian Karl Albert Fürst von Löwenstein-Wertheim-Rochefort	Maximilian Karl Albert	Fürst von Löwenstein-Wertheim-Rochefort
6000000008382773348		Giselher roi des Burgondes	Giselher	roi des Burgondes
6000000008383986578		Anna Anachoutlou Megale Komnene Empress of Trebizond	Anna Anachoutlou Megale Komnene	Empress of Trebizond
6000000008384003915	Q365659	Andronikos III Megas Komnenos Emperor of Trebizond	Andronikos III Megas Komnenos	Emperor of Trebizond
6000000008386147753		Carl von Numers Till Uggelbohl	Carl von Numers	Till Uggelbohl
6000000008391843861		Alexander Daniilovich , Prince of Suzdal Nizhegorodskyi Prince	Alexander Daniilovich ,	Prince of Suzdal Nizhegorodskyi Prince
6000000008394614721		Nicolaus Skunck till Skunkenberg	Nicolaus Skunck	till Skunkenberg
6000000008397962729		Geros Rikgads Prinzessin von der Lausitz	Geros Rikgads	Prinzessin von der Lausitz
6000000008402724082		Peder Pedersen Munk til Vesterris og Kjærsgaard	Peder Pedersen Munk	til Vesterris og Kjærsgaard
6000000008403109873		Morten Poulsen Poulsen Skinkel (med Lillien) til Østrupgaard	Morten Poulsen Poulsen Skinkel (med Lillien)	til Østrupgaard
6000000008403472861	Q23068182	Ambrosius Charisius til Palstrup,	Ambrosius Charisius	til Palstrup,
6000000008406738172		Johan Knutsson Drefling till Smedstorp	Johan Knutsson Drefling	till Smedstorp
6000000008406741890		Achaemenes King Of Elam	Achaemenes	King Of Elam
6000000008407699783		Berenice Phernophorus, Princess of Egypt	Berenice Phernophorus,	Princess of Egypt
6000000008412947900		Bernt Didrik Mörner af Tuna till Tuna	Bernt Didrik Mörner af Tuna	till Tuna
6000000008415455597		Tøger Reenberg de Teilmann til St. Hebo v. Varde	Tøger Reenberg de Teilmann	til St. Hebo v. Varde
6000000008416088890		Arvid Månsson (Stierna) till Säby	Arvid Månsson (Stierna)	till Säby
6000000008416175225		Per Jönsson [Skanke] till Hov	Per Jönsson [Skanke]	till Hov
6000000008416282705		Witer of Moeslains Lord of Saint Dizier and of Moeslains	Witer of Moeslains	Lord of Saint Dizier and of Moeslains
6000000008420224432		Yeh Pharaoh of Egypt	Yeh	Pharaoh of Egypt
6000000008426513012		Arnau Mir de Pallars Jussà Comte de Pallars Jussà	Arnau Mir de Pallars Jussà	Comte de Pallars Jussà
6000000008427035242		Carl Linroth till Säby	Carl Linroth	till Säby
6000000008427521720		Samuel Åkerhielm af Blombacka till Blombacka	Samuel Åkerhielm af Blombacka	till Blombacka
6000000008427524646		Lars Åkerhielm af Blombacka till Blombacka	Lars Åkerhielm af Blombacka	till Blombacka
6000000008427527119		Jacob Bertilsson Ruuth i Finland	Jacob Bertilsson Ruuth	i Finland
6000000008427581362		Peter Samuel Göthenstierna till Svanvik	Peter Samuel Göthenstierna	till Svanvik
6000000008428475915	Q111989303	Benedict Ottosen Sehestedt til Kluvensieh	Benedict Ottosen Sehestedt	til Kluvensieh
6000000008435179270		Gudmund Arendsson till Röfvarnäs	Gudmund Arendsson	till Röfvarnäs
6000000008438586409		NN Hallvardsdatter første kone til Ola Grannes	NN Hallvardsdatter første kone	til Ola Grannes
6000000008438928313		Adelheid Countess Of Eberstein	Adelheid	Countess Of Eberstein
6000000008438928345		Albrecht III von Eberstein Graf von Eberstein	Albrecht III von Eberstein	Graf von Eberstein
6000000008438928368		Bertold von Eberstein Graf von Eberstein	Bertold von Eberstein	Graf von Eberstein
6000000008438928411		Eberhard IV von Eberstein Graf von Eberstein	Eberhard IV von Eberstein	Graf von Eberstein
6000000008438928461		Konrad von Eberstein Graf von Eberstein	Konrad von Eberstein	Graf von Eberstein
6000000008440064347		Morten Poulsen Schinkel (Lilje) til Søholt	Morten Poulsen Schinkel (Lilje)	til Søholt
6000000008440071461		Hans Mogensen Arenfeldt til Aggersborg	Hans Mogensen Arenfeldt	til Aggersborg
6000000008447116601		Mutakkil-nusku, King of Assyria	Mutakkil-nusku,	King of Assyria
6000000008447260540		Ashur-resh-ishi I, king of Assyria	Ashur-resh-ishi I,	king of Assyria
6000000008448770606		Christopher Thomasen Juel til Estrup	Christopher Thomasen Juel	til Estrup
6000000008448919738		Thomes Iversen Juel til Astrup	Thomes Iversen Juel	til Astrup
6000000008449387263		Yelena Pavlovna Shuvalova Princess di San Donato	Yelena Pavlovna Shuvalova	Princess di San Donato
6000000008450941243		Lugaid mac Lóegaire O'Neill King of Ireland	Lugaid mac Lóegaire O'Neill	King of Ireland
6000000008453020056		Morten Josephsen Thott, til Jordbjerg	Morten Josephsen Thott,	til Jordbjerg
6000000008453305859		Jens Erlandsen Gere til Sørby og Ellesager	Jens Erlandsen Gere	til Sørby og Ellesager
6000000008453452660		Johan Jakob Lagerhjelm till Hageberg	Johan Jakob Lagerhjelm	till Hageberg
6000000008454113654		Joseph Jensen til Jordbjerg	Joseph Jensen	til Jordbjerg
6000000008454247564		Karen Pedersen Brahe, til Jordbjerg	Karen Pedersen Brahe,	til Jordbjerg
6000000008458125491		Morten Nielsen Skinkel (med Lillien) til Søholm og Østrupgaard	Morten Nielsen Skinkel (med Lillien)	til Søholm og Østrupgaard
6000000008458199110		Marie Dorothea Ambrosiusdatter Charisius til Brahesholm	Marie Dorothea Ambrosiusdatter Charisius	til Brahesholm
6000000008458251549		Anna Barbara Sofie Charisius til Søholm	Anna Barbara Sofie Charisius	til Søholm
6000000008458314676	Q5606902	Peder Charisius til Palstrup	Peder Charisius	til Palstrup
6000000008458373980		Niels Mortensen Skinkel (med Lillien) til Søholm	Niels Mortensen Skinkel (med Lillien)	til Søholm
6000000008458528580		Wilhelm Christian de Stockfleth til Brahesholm og Krenkerup	Wilhelm Christian de Stockfleth	til Brahesholm og Krenkerup
6000000008458876257	Q140757694	Christian Charisius til Constantinsborg	Christian Charisius	til Constantinsborg
6000000008459509075	Q1748721	Carlos Ferdinando de Borbon de las Dos Sicilias Prince of Capua	Carlos Ferdinando de Borbon de las Dos Sicilias	Prince of Capua
6000000008460449959	Q942153	Francesco di Paola Luigi Emanuele di Borbone delle Due Sicilie Count of Trapani	Francesco di Paola Luigi Emanuele di Borbone delle Due Sicilie	Count of Trapani
6000000008461901412		Katharina Juliane von Hanau-Münzenberg Gräfin zu Solms-Laubach, Gräfin zu Wied-Runkel	Katharina Juliane von Hanau-Münzenberg	Gräfin zu Solms-Laubach, Gräfin zu Wied-Runkel
6000000008462387385		Willichaire Herzog von Alemannien	Willichaire	Herzog von Alemannien
6000000008462839848		Marguerite de Tourzel Dame de Busset, de Puisagut et de Saint-Priest	Marguerite de Tourzel	Dame de Busset, de Puisagut et de Saint-Priest
6000000008462963089		Pierre de Bourbon Seigneur de l'Isle, Baron de Busset et de Puisagut	Pierre de Bourbon Seigneur de l'Isle,	Baron de Busset et de Puisagut
6000000008463383255		Hildis Princess of Denmark	Hildis	Princess of Denmark
6000000008467548795	Q149192	Catherine Cornaro queen of Cyprus	Catherine Cornaro	queen of Cyprus
6000000008467694955	Q592506	James III de Lusignano king of Cyprus	James III de Lusignano	king of Cyprus
6000000008467712710	Q878977	James II de Lusignan king of Cyprus	James II de Lusignan	king of Cyprus
6000000008468538512		Otto von Buchwald til Wensin	Otto von Buchwald	til Wensin
6000000008468653939		Friedrich I von Schala count of Tengling-Pongau	Friedrich I von Schala	count of Tengling-Pongau
6000000008471067796		Christina Ulfeldt till Araslöv	Christina Ulfeldt	till Araslöv
6000000008476369329		Jutta von Schwarzburg-Blankenburg Vögtin und Freiin Reuß zu Plauen, Markgräfin zu Meißen	Jutta von Schwarzburg-Blankenburg Vögtin und Freiin Reuß zu Plauen,	Markgräfin zu Meißen
6000000008477414016		Konrad Wettin Markgraf von Landsberg-Eilenburg	Konrad Wettin	Markgraf von Landsberg-Eilenburg
6000000008477543238	Q316115	Alfonso IX, king of Leon and Galicia	Alfonso IX,	king of Leon and Galicia
6000000008477918342		Gertrud Wettin Markgräfin von Landsberg-Eilenburg	Gertrud Wettin	Markgräfin von Landsberg-Eilenburg
6000000008478051003		Brynte Knutsson till Berg	Brynte Knutsson	till Berg
6000000008479664062		Laurens Niklasson till Ahtis	Laurens Niklasson	till Ahtis
6000000008479881619		Mette Eriksdotter Grubbe til Gunderup	Mette Eriksdotter Grubbe	til Gunderup
6000000008480036402		Jørgen Grubbe til Pederstrup	Jørgen Grubbe	til Pederstrup
6000000008482219301		Aed Slaine MacDiarmait, 141st Monarch of Ireland High King of Ireland	Aed Slaine MacDiarmait, 141st Monarch of Ireland High	King of Ireland
6000000008482638356		Agnes, Prinzessin von Rügen	Agnes,	Prinzessin von Rügen
6000000008482904946		Malk of Lyubech prince of the Drevlians	Malk of Lyubech	prince of the Drevlians
6000000008482973045	Q60727	Anton Clemens Theodor Maria Joseph Johann Evangelista Johann Nepomuk Franz Xaver Aloys Januar von Sachsen König von Sachsen	Anton Clemens Theodor Maria Joseph Johann Evangelista Johann Nepomuk Franz Xaver Aloys Januar von Sachsen	König von Sachsen
6000000008484755591		Irmgard von Stade Gräfin von Henneberg, Burggräfin von Würzburg	Irmgard von Stade	Gräfin von Henneberg, Burggräfin von Würzburg
6000000008485929328		Berthold Xv, Count Of av Henneberg-Aschach	Berthold Xv,	Count Of av Henneberg-Aschach
6000000008485989555		Philipp Count Of av Henneberg-Aschach	Philipp	Count Of av Henneberg-Aschach
6000000008488083429		Lars Mattsson Huss i Finsta	Lars Mattsson Huss	i Finsta
6000000008488493856		Friedrich IV/II von Zollern-Hohenzollern Graf zu Zollern, Burggraf zu Nürnberg	Friedrich IV/II von Zollern-Hohenzollern	Graf zu Zollern, Burggraf zu Nürnberg
6000000008488598397		Elisabeth von Zollern Gräfin zu Zollern, Burggräfin zu Nürnberg	Elisabeth von Zollern	Gräfin zu Zollern, Burggräfin zu Nürnberg
6000000008489345902		Guy d'Ibelin comte de Jaffa	Guy d'Ibelin	comte de Jaffa
6000000008489475272	Q242687	Marie Caroline Ferdinanda of Austria Archduchess, Crown Princess of Saxony	Marie Caroline Ferdinanda of Austria Archduchess, Crown	Princess of Saxony
6000000008489489603		Hugues de Lusignan Roi de Chypre	Hugues de Lusignan	Roi de Chypre
6000000008489496922		Guy de Lusignan Prince of Galilee, Connetable de Chypre	Guy de Lusignan	Prince of Galilee, Connetable de Chypre
6000000008490510091		Albrecht II von Tyrol Graf von Tyrol	Albrecht II von Tyrol	Graf von Tyrol
6000000008496870847		Eric Carlsson Örnefot till Broby	Eric Carlsson Örnefot	till Broby
6000000008496909327		Carl Abrahamsson Lilliestielke till Oltorp	Carl Abrahamsson Lilliestielke	till Oltorp
6000000008496909334		Abraham Bengtsson Lilliestielke till Olstorp	Abraham Bengtsson Lilliestielke	till Olstorp
6000000008496923161		Peder Andersson (Hjorthuvud) till Brandstorp	Peder Andersson (Hjorthuvud)	till Brandstorp
6000000008497028428		Erik Bengtsson Lilliestielke till Oltorp	Erik Bengtsson Lilliestielke	till Oltorp
6000000008498620009		John Leslie 2nd Baron of Wardis	John Leslie 2nd	Baron of Wardis
6000000008498952370	Q42330676	Sergei Оскарович Count de Witt	Sergei Оскарович	Count de Witt
6000000008500121957		Margaret Leslie Countess of Angus	Margaret Leslie	Countess of Angus
6000000008500250651		Peder Ölofsson Gällaryd, till Viggeby	Peder Ölofsson Gällaryd,	till Viggeby
6000000008500421053		Per Nilsson i Bogestad	Per Nilsson	i Bogestad
6000000008501973063		Otto Stake til Pølitz	Otto Stake	til Pølitz
6000000008505548003		Anders Andersson till Velanda	Anders Andersson	till Velanda
6000000008506988156	Q5602592	Carl Carlsson Carleson till Alby	Carl Carlsson Carleson	till Alby
6000000008507394270		Claes Hansson Bielkenstierna till Pyhäjoki	Claes Hansson Bielkenstierna	till Pyhäjoki
6000000008507474013	Q2742678	Erik Karlsson Gyllenstierna af Ulaborg till Ulaborg	Erik Karlsson Gyllenstierna af Ulaborg	till Ulaborg
6000000008507719337	Q89415031	Carl Eriksson Gyllenstierna till Nynäs	Carl Eriksson Gyllenstierna	till Nynäs
6000000008507867934		Britta Lagesdotter i Ora	Britta Lagesdotter	i Ora
6000000008507931697		Per Filip Larsson Hierta till Häggatorp	Per Filip Larsson Hierta	till Häggatorp
6000000008508023227		Johan Carlsson Månesköld af Seglinge till Rungarn	Johan Carlsson Månesköld af Seglinge	till Rungarn
6000000008508142549		Charlotta Susanna Carlsdotter Bäck i Finland	Charlotta Susanna Carlsdotter Bäck	i Finland
6000000008508704002	Q3611715	Alice de Toeni Countess of Warwick	Alice de Toeni	Countess of Warwick
6000000008510565389	Q11866627	Johan Olivecreutz till Torsbo	Johan Olivecreutz	till Torsbo
6000000008510783714		René de Savoie comte de Villars	René de Savoie	comte de Villars
6000000008512973510	Q5618664	Jean Jacques De Geer af Finspång till Finspång	Jean Jacques De Geer af Finspång	till Finspång
6000000008515134886		Benedict von Ahlefeldt til Lehmkulen, Kissow & Wittmold	Benedict von Ahlefeldt	til Lehmkulen, Kissow & Wittmold
6000000008518443078		Heinrich I, Graf von Nassau-Beilstein	Heinrich I,	Graf von Nassau-Beilstein
6000000008518454468		Maria Van Nassau Gräfin zu Hohenlohe-Neuenstein	Maria Van Nassau	Gräfin zu Hohenlohe-Neuenstein
6000000008521761380		Bagrat V Bagrationi king of Georgia	Bagrat V Bagrationi	king of Georgia
6000000008522201740		Egidia de Lacy Lady of Connacht	Egidia de Lacy	Lady of Connacht
6000000008522662008		Ernst II I av Bayern count of Bavaria	Ernst II I av Bayern	count of Bavaria
6000000008524955891		Friedrich von Burg-Lengenfeld Graf von Burg-Lengenfeld	Friedrich von Burg-Lengenfeld	Graf von Burg-Lengenfeld
6000000008527795054		Demetrius II Bagrationi king of Georgia	Demetrius II Bagrationi	king of Georgia
6000000008528029042		Giorgi V Brtskinvale Bagrationi king of Georgia	Giorgi V Brtskinvale Bagrationi	king of Georgia
6000000008528074136		David VII Ulu King of Georgia	David VII Ulu	King of Georgia
6000000008528168615		Gvantsa Kakhaberidze Queen of Georgia	Gvantsa Kakhaberidze	Queen of Georgia
6000000008528711930		Khuddan of Ossetia King of Ossetia	Khuddan of Ossetia	King of Ossetia
6000000008531592347		Louis d' Evreux de Beaumont Comte de Beaumont	Louis d' Evreux de Beaumont	Comte de Beaumont
6000000008532959033		Nicolas of Lorraine Bishop of Metz, and Count of Vaudemont and Duc of Mercoeur	Nicolas of Lorraine	Bishop of Metz, and Count of Vaudemont and Duc of Mercoeur
6000000008533153658		Gerard Giliusson de Besche till Forsmark	Gerard Giliusson de Besche	till Forsmark
6000000008535631870		Johan Georg /Jørgen Georg Schmidt til Lyngholm	Johan Georg /Jørgen Georg Schmidt	til Lyngholm
6000000008536031585		Carl Leuhusen till Säby	Carl Leuhusen	till Säby
6000000008536105679		Knud Eilersøn Holck til Nørre- & Sønderskovgaard, Gedsholm	Knud Eilersøn Holck	til Nørre- & Sønderskovgaard, Gedsholm
6000000008536369988		Eiler Christensen Holck till Gedsholm	Eiler Christensen Holck	till Gedsholm
6000000008536540203	Q108180550	Magdalene Sofie Christensdatter Kaas af Mur til Lyngholm	Magdalene Sofie Christensdatter Kaas af Mur	til Lyngholm
6000000008538116147		Françoise de Brézé comtesse de Maulevrier	Françoise de Brézé	comtesse de Maulevrier
6000000008538306614		Anton Günther von Oldenburg Graf zu Oldenburg-Delmenhorst	Anton Günther von Oldenburg	Graf zu Oldenburg-Delmenhorst
6000000008540888870	Q130550908	Otto von Scheiding till Kegel	Otto von Scheiding	till Kegel
6000000008541487688		Archambaud III Talairan de Talleyrand-Périgord comte de Périgord	Archambaud III Talairan de Talleyrand-Périgord	comte de Périgord
6000000008541521503		Archambaud de Grailly comte de Foix	Archambaud de Grailly	comte de Foix
6000000008547850156		Elisabeth Cornelia Gräfin von Reventlow-Altenhof	Elisabeth Cornelia	Gräfin von Reventlow-Altenhof
6000000008549647641	Q140805604	Axel Bille til Holbækgaard & Ørumgaard	Axel Bille	til Holbækgaard & Ørumgaard
6000000008560483806		Elisabeth Gräfin von Schwerin	Elisabeth	Gräfin von Schwerin
6000000008566850964		Hugo II von Lützelstein Graf von Lützelstein, comte de la Petite-Pierre	Hugo II von Lützelstein	Graf von Lützelstein, comte de la Petite-Pierre
6000000008567425235	Q123398559	Georg Wilhelm Fock till Trästena	Georg Wilhelm Fock	till Trästena
6000000008578858495		Thoros II prince of Armenia	Thoros II	prince of Armenia
6000000008579841686		Isaakios Dukas Komnenos Lord of Cyprus	Isaakios Dukas Komnenos	Lord of Cyprus
6000000008582898336		Hugues I de Bourgogne duc de Bourgogne	Hugues I de Bourgogne	duc de Bourgogne
6000000008584612727		Maria Cristina Amalia Teresa di Borbone-Napoli Queen of Sardinia	Maria Cristina Amalia Teresa di Borbone-Napoli	Queen of Sardinia
6000000008592213741		Kolbjørn Torgilsson på Tronstad	Kolbjørn Torgilsson	på Tronstad
6000000008595570199	Q124618759	Peder Høeg Smith til Herstrøm	Peder Høeg Smith	til Herstrøm
6000000008597538836		Marguerite Samaragde de Vichy dame de Puysagut, de Saint-Priest et de Busset	Marguerite Samaragde de Vichy	dame de Puysagut, de Saint-Priest et de Busset
6000000008598857360		Jeanne de la Rochefoucauld Dame de Château-Guibert	Jeanne de la Rochefoucauld	Dame de Château-Guibert
6000000008599518203		Marguerite d'Amboise Comtesse de Guines et de Benon	Marguerite d'Amboise	Comtesse de Guines et de Benon
6000000008602245083		Erik Andersson Körning till Aspvik	Erik Andersson Körning	till Aspvik
6000000008610831314		Anne Stygge Mühlheim til Tidemandsholm & Nibstrup	Anne Stygge Mühlheim	til Tidemandsholm & Nibstrup
6000000008612246401	Q5711068	Samuel Nicolai Gyllenadler till Hälleby	Samuel Nicolai Gyllenadler	till Hälleby
6000000008612246783		Anders Stråle till Kråkenäs	Anders Stråle	till Kråkenäs
6000000008616881105		Arvid Drake af Hagelsrum till Forsnäs	Arvid Drake af Hagelsrum	till Forsnäs
6000000008620084897		Siti Zainab (King of Kauthara, Champa)	Siti Zainab	(King of Kauthara, Champa)
6000000008620498983		Henrik Henriksson till Dönsby	Henrik Henriksson	till Dönsby
6000000008625056318		Niels Pedersen Galskyt til Tange	Niels Pedersen Galskyt	til Tange
6000000008625067644		Peder Andersen Griis til Nordrup	Peder Andersen Griis	til Nordrup
6000000008625075458	Q103780730	Henrik Eilersen Brockenhuus til Elingaard	Henrik Eilersen Brockenhuus	til Elingaard
6000000008625082389		Peder Mortensen Galskyt til Møldrup, R	Peder Mortensen Galskyt	til Møldrup, R
6000000008627015961		Magnus Drake af Hagelsrum till Graby	Magnus Drake af Hagelsrum	till Graby
6000000008627469697		Beata Arvidsdotter Drake af Hagelsrum till Ed	Beata Arvidsdotter Drake af Hagelsrum	till Ed
6000000008627725422		Lennart Nilsson Bååt till Ed	Lennart Nilsson Bååt	till Ed
6000000008628285368	Q2526916	Pascwethen I de Browarec comte de Vannes	Pascwethen I de Browarec	comte de Vannes
6000000008630299222		Samuel II Prince of the Mammikonides de Taraoun	Samuel II	Prince of the Mammikonides de Taraoun
6000000008630612875		Hormazd IV, King of Persia	Hormazd IV,	King of Persia
6000000008630612925	Q264903	Narses 7th Sasanian Shah Emperor of Sasanian Persia	Narses 7th Sasanian Shah	Emperor of Sasanian Persia
6000000008630612979		Vologaeses I Dareios King of Parthia	Vologaeses I Dareios	King of Parthia
6000000008630613094	Q39576	Ptolemy II Philadelphus, Pharaoh of Egypt	Ptolemy II Philadelphus,	Pharaoh of Egypt
6000000008630613100	Q231668	Arsinoe I Queen of Greece, Queen of Egypt	Arsinoe I	Queen of Greece, Queen of Egypt
6000000008630614793	Q158025	Aakheperenre Thutmose II, Pharaoh of Egypt	Aakheperenre Thutmose II,	Pharaoh of Egypt
6000000008630623751		Estmond of Bristol Earl of Mercia	Estmond of Bristol	Earl of Mercia
6000000008630628449		Roger IV de Tosny Lord of Flamstead, Knight de Conches	Roger IV de Tosny	Lord of Flamstead, Knight de Conches
6000000008630628548	Q5507946	Fulk III FitzWarin lord of Whittington Castle	Fulk III FitzWarin	lord of Whittington Castle
6000000008630628568		Visan I of Obotrites first king of Obotrites	Visan I of Obotrites first	king of Obotrites
6000000008630628775		Hrahat Mamikonian Consul of the Mamikonians	Hrahat Mamikonian	Consul of the Mamikonians
6000000008630635932	Q152463	Ludwig von Bayern König von Ost-Frankia	Ludwig von Bayern	König von Ost-Frankia
6000000008630638022		Gwrgan ab Ithel King of Glamorgan	Gwrgan ab Ithel	King of Glamorgan
6000000008630638275		Angharad verch Meurig of South Wales, Queen of Ceredigion & Deheubarth	Angharad verch Meurig of South Wales,	Queen of Ceredigion & Deheubarth
6000000008630638510		Meurig ap ap Dyfnwallon King of Ceredigion	Meurig ap ap Dyfnwallon	King of Ceredigion
6000000008630639131		Burchard Count Of Wormsgau Wormsgau	Burchard	Count Of Wormsgau Wormsgau
6000000008630655776		Benoit de Cornouaille Castellin & comte de Cornouaille	Benoit de Cornouaille Castellin &	comte de Cornouaille
6000000008630657252		Atenulf II prince of Benevento & Capua	Atenulf II	prince of Benevento & Capua
6000000008630657294		Atenolfo III di Capua count of Teano	Atenolfo III di Capua	count of Teano
6000000008630657313		Dado d'Ivrea count of Pombia	Dado d'Ivrea	count of Pombia
6000000008630657317	Q640130	Arduin of Ivrea king of Italy	Arduin of Ivrea	king of Italy
6000000008630657341		Boniface I count & duke of Lucca	Boniface I	count & duke of Lucca
6000000008630666266		Diarmait mac Máel na mBó King of Leinster, High King of Ireland	Diarmait mac Máel na mBó	King of Leinster, High King of Ireland
6000000008630676329		Gui I de Brienne Comte de Bar-sur-Seine	Gui I de Brienne	Comte de Bar-sur-Seine
6000000008630676955		Alix de Dreux dame de Braine	Alix de Dreux	dame de Braine
6000000008630680245		William Paynel Lord of Bampton	William Paynel	Lord of Bampton
6000000008630680273		William FitzAnsculf de Picquigny Lord of Dudley Castle	William FitzAnsculf de Picquigny	Lord of Dudley Castle
6000000008630681174	Q543019	Anne de Beauchamp Countess of Warwick	Anne de Beauchamp	Countess of Warwick
6000000008630687141		Bouchard II de Corbeil comte de Corbeil	Bouchard II de Corbeil	comte de Corbeil
6000000008630696382		Richard de La Haye Baron de La Haye du Puits & 2nd Baron of Shipbrook	Richard de La Haye	Baron de La Haye du Puits & 2nd Baron of Shipbrook
6000000008630696793	Q8016777	William de Percy Bishop Of Carlyle	William de Percy	Bishop Of Carlyle
6000000008630728295		Ximen I Garcias King of Aragon	Ximen I Garcias	King of Aragon
6000000008630728301		Gelindus Azinarris King of Aragon	Gelindus Azinarris	King of Aragon
6000000008630728311		Aznar II King of Aragon	Aznar II	King of Aragon
6000000008630728756		Sadiger Duke de Moselgau	Sadiger	Duke de Moselgau
6000000008630728790		Loherus, Duke de Moselgau	Loherus,	Duke de Moselgau
6000000008630789569	Q75389523	Mary Ruthven Dowager Countess of Atholl	Mary Ruthven Dowager	Countess of Atholl
6000000008630789823		Andrew Stewart Bishop of Caithness	Andrew Stewart	Bishop of Caithness
6000000008630790120		Janet Forbes Countess of Atholl	Janet Forbes	Countess of Atholl
6000000008630797531		Walter Stewart Earl of Menteith	Walter Stewart	Earl of Menteith
6000000008630797842		Cecily Neville Duchess of Warwick; Countess of Worcester	Cecily Neville	Duchess of Warwick; Countess of Worcester
6000000008630797878		Margaret de Vere Countess of Oxford	Margaret de Vere	Countess of Oxford
6000000008630801709		Katherine Campbell Countess of Montrose	Katherine Campbell	Countess of Montrose
6000000008630863139		John Boothe Bishop of Exeter	John Boothe	Bishop of Exeter
6000000008630909505		Mathew de la Mare Lord of Bradwell	Mathew de la Mare	Lord of Bradwell
6000000008630912005	Q6235930	John Graham 4th Earl of Montrose	John Graham 4th	Earl of Montrose
6000000008630912026	Q5992403	John Graham 3rd Earl of Montrose	John Graham 3rd	Earl of Montrose
6000000008637796267		Dietrich III von Meißen Wettin Markgraf der Niederlausitz	Dietrich III von Meißen Wettin	Markgraf der Niederlausitz
6000000008638565657		Eline Jönsson i Seglinge	Eline Jönsson	i Seglinge
6000000008638614370		Jöns Pedersson i Seglinge	Jöns Pedersson	i Seglinge
6000000008638781706		Magdalena Charlotta Mörner af Morlanda till Grönlund	Magdalena Charlotta Mörner af Morlanda	till Grönlund
