token	first_given	later_given	family
Smedegaarden	0	0	1
Smeden	0	0	1
Smedevik	0	0	2
Smedh	0	0	2
Smedhammer	0	0	2
Smedhaug	0	0	2
Smedhaugen	0	0	1
Smedhult	0	0	1
Smedin	0	0	3
Smeding	0	0	1
Smedjeback-Kortjärvi	0	0	1
Smedjebacka	0	1	62
Smedjebacka,	0	0	4
Smedjebacka-Backlund	0	0	3
Smedland	0	0	2
Smedley	0	0	9
Smedly	0	0	2
Smedløkken	0	0	1
Smedman	0	0	2
Smedmark	0	0	10
Smedmoen	0	0	12
Smeds	0	0	356
Smeds,	0	0	12
Smedsback	0	0	1
Smedsbacka	0	0	5
Smedsdatter	0	0	2
Smedsdotter	0	0	1
Smedsen	0	0	3
Smedsgaard	0	0	1
Smedsgarden	0	0	1
Smedshammer	0	0	1
Smedshaug	0	0	40
Smedshuset	0	0	1
Smedsland	0	0	5
Smedslund	0	0	8
Smedsrud	0	0	12
Smedstad	0	0	1
Smedstorp	0	1	1
Smedstua	0	0	1
Smedsvig	0	0	1
Smedsvik	0	0	4
Smeducci	0	0	15
SMEDUCCIO	1	0	0
Smedvig	0	0	2
Smedvik	0	0	25
Smeele	0	0	6
Smeets	0	0	15
Smehaug	0	0	1
Smek	0	0	1
Smekal	0	0	2
Smeland	0	0	46
Smeland-Salmeli	0	0	1
Smelin	0	0	8
Smell	0	0	1
Smelser	0	0	4
Smelter	0	0	3
Smeltzer	0	0	1
Smend	0	0	1
Smendes	2	1	0
Smenkhkare	2	1	0
Smentowski	0	0	12
Smeralda	4	1	0
Smerkerud	0	0	5
Smerling	0	0	37
Smerten	0	1	0
Smerthu	0	0	2
Smertu	0	0	4
Smertz	0	1	0
Smerud	0	0	1
Smesgarden	0	0	4
Smestad	0	0	2
Smetan	0	0	1
Smeth	0	0	20
Smetheton	0	0	1
Smett	0	0	2
Smevik	0	0	2
Smid	5	0	5
Smidal	0	0	2
Smidemand	0	0	1
Smidesang	0	0	1
Smidh	0	0	2
Smidsen	0	0	1
Smidslund	0	0	1
Smidson	0	0	1
Smidsrød	0	0	1
SMIDT	0	0	6
Smidt	0	4	121
smidt	0	0	1
Smidt,	0	0	2
Smidth	0	0	3
Smidts	0	0	1
Smietan	0	0	1
Smiglianich	0	0	14
Smil	6	0	0
Smilets	1	0	1
Smiley	0	0	3
Smiljanić	0	0	15
Smircich	0	0	1
Smirda	1	0	0
Smirich	0	0	2
Smirić	0	0	8
Smirnoff	0	0	2
Smirnov	0	0	4
Smirnova	0	0	1
Smirnova-Nesvitskaya	0	0	1
Smirčić	0	0	1
Smis	1	0	0
Smiset	0	0	1
Smiset/Kvam	0	0	1
Smising	0	0	1
Smissaert	0	0	2
Smistad	0	0	1
Smit	0	7	79
Smiterlou	0	0	1
Smiterlow	0	0	22
Smiterlöw	0	0	2
SMITH	0	0	5
SMith	0	0	1
Smith	18	184	2675
smith	0	0	1
Smith,	0	0	1
Smith-Berg	0	0	2
Smith-Housken	0	0	12
Smith-Kielland	0	0	3
Smith-Petersen	0	0	72
Smith-Sivertsen	0	0	4
Smith-Solbakken	0	0	3
Smith?	0	0	2
Smitham	0	0	3
Smithe	0	0	2
Smithen	0	0	1
Smithers	0	7	12
Smitheston	0	0	2
Smithfield	0	0	2
Smithies	0	0	46
Smiths	0	0	2
Smithson	0	0	3
Smithston	0	0	4
Smithwick	0	0	1
Smits	0	0	31
Smitt	0	1	45
Smitt-Amundsen	0	0	1
Smitten	0	0	1
Smitterlow	0	0	7
Smitterlöw	0	0	1
Smittil	0	0	4
Smitz	0	0	1
Smiørbalt	0	0	1
Smjor	0	0	1
Smjorbalte	0	1	0
Smoak	0	0	5
Smock	0	0	1
Smodlibowska	0	0	1
Smoer	0	0	1
Smoes	0	0	1
Smogaard	0	0	1
Smoghe	0	0	1
Smoglanovich	0	0	1
Smogulecka	0	0	1
Smoke	0	0	1
Smolander	0	0	48
Smole	0	0	1
Smolej	0	0	1
Smolensk	0	0	34
Smolenskietis	0	0	9
Smolenskietė	0	0	6
Smolenskilainen	0	0	1
Smolensko	0	0	4
Smolensky	0	0	1
Smoleńska	0	0	4
Smoleński	0	0	2
smoleński]	0	2	0
Smolić	0	0	1
Smoljanović	0	0	1
Smoot	0	1	24
Smor	0	0	1
Smorkull	0	0	2
Smours	0	0	12
Smout	0	0	4
Smrekar	0	0	28
SMRITI	1	0	0
Smrti	1	0	0
Smuck	0	0	2
Smugenhofer	0	0	2
SMUK	0	0	2
Smuk	0	0	4
Smulan	0	0	3
Smulders	0	0	31
Smulter	0	0	16
Smurthwaite	0	0	9
Smute	0	0	2
Smuts	0	1	42
Smyrling	0	0	1
Smyrna	0	0	1
Smyth	0	0	16
Smythe	0	0	4
Smäll	0	0	4
små	0	1	0
Småberg	0	0	5
Småbrekke	0	0	56
Smådal	0	0	5
Småge	0	0	1
Småkasin	0	0	1
Småkonge	0	0	1
småkonge	0	0	1
Småland	0	0	31
Småland)	0	0	1
Smålemdeme	0	0	2
Smålendene	0	0	2
Smålänning	0	0	13
Småmo	0	0	1
Smårus	0	0	1
Småsvein	0	0	1
Smör	0	0	2
Smörbalte	0	0	1
Smør	0	0	59
Smørås	0	0	1
Smørbjalte	0	0	3
Smørdal	0	0	25
Smørgrav	0	0	1
Smørhol	0	0	1
Smørhol,	0	0	1
Smørhol-Ruenes	0	0	1
Smørkoll	0	0	3
Smørstad	0	0	2
Smørstadstuen	0	0	2
Smørvigen	0	0	1
Smørviken	0	0	1
Sn	3	2	0
sn	0	0	2
Sn.	0	0	1
Snabb	0	0	4
Snack	0	0	15
Snaefrid	1	0	0
Snaeras	1	0	0
Snaero	0	1	0
Snafs	0	0	4
Snakenborg	0	2	45
Snakenborg,	0	0	1
snakes	0	1	0
Snapp	0	0	1
Snapper	0	0	9
Snare	11	1	53
Snaresdotter	0	0	3
Snaresson	0	0	1
Snaresund	0	0	1
Snarfelt	0	0	1
Snarhol	0	0	5
Snarre	0	1	0
Snarsund	0	0	1
Snartar	1	0	0
Snartarson	0	0	1
Snartemo	0	0	1
Snarvold	0	0	2
Snasen	0	0	3
Snauel	0	0	4
Snavely	0	0	2
SNCHEZ	0	0	1
Snchez	0	1	5
Sndoval	0	0	1
Sne	0	0	2
Sneaas	0	0	1
Snead	0	2	5
Sneberg	0	0	1
Snebjørn	1	0	0
Snechtai	0	1	0
Sneck	0	0	20
Sneckenberg	0	0	16
Sneckendahl	0	0	3
Sneckenfelt	0	0	4
Sneckenström	0	0	6
Snedaker	0	0	23
Snedbjalke	0	0	1
Snede	0	0	2
Snedecor	0	1	0
Sneden	0	1	1
Snedghus	2	0	0
Snedghusa	2	0	0
Snedker	0	0	1
Sneed	0	0	2
Sneedorff	0	0	6
Sneedorph	0	0	2
Sneeggen	0	0	1
Sneferu	1	0	0
Sneferukhaf	1	0	0
Snefjellå	0	0	2
Snefrid	12	2	0
Sneiden	0	0	1
Sneidern	0	0	58
Sneis	0	1	0
Sneisrud	0	0	23
Sneitz	0	0	2
Snekken	0	0	3
Snekkenes	0	0	5
Snekkerhytta	0	0	4
Snekkersveen	0	0	2
Snekotta	0	0	3
Snekotten	0	0	1
Sneland	0	0	2
Snelgrose	0	0	1
Snell	0	2	80
Snellenberch	0	0	1
Snelling	1	0	2
Snellingen	0	0	1
Snellink	0	0	1
Snellman	0	1	1147
Snellman,	0	0	7
Snellman,Virkkunen	0	0	1
Snellman-Jansen	0	0	1
Snellman-Virkkunen	0	0	1
Snellmann	0	0	2
Snelmann	0	0	1
Sneltorp	0	0	1
Sneltvedt	0	0	2
Snemyr	0	0	10
Snerir	1	0	0
Snerisson	0	0	1
Snerling	0	1	0
Snertvik	0	0	1
Snesbøl	0	0	2
Snesbølmoen	0	0	1
Snesrud	0	0	10
Snethlage	0	0	17
Sneum	0	3	0
Sneumgaard	0	0	1
Sneve	0	0	5
SNEVEGHEM	0	0	1
Snevely	0	0	1
Sneyd	0	1	21
Sneyd-Kynnersley	0	0	1
Sneyde	0	0	1
Snežana	1	0	0
Snežnika	0	0	1
SNG	0	0	1
Sniben	0	0	1
Snickar	1	0	0
Snickare	0	0	8
Snickari	0	0	2
Snickars	0	0	2
SNIDER	0	0	2
Snider	0	2	46
Snijders	0	0	2
Snik	0	0	1
Snikkari	0	0	1
Snikta	0	0	4
Snipes	0	0	3
Snipp	0	0	1
Snippen	0	0	1
Snipstadstuen	0	0	1
Snipsøer	0	0	1
Snipsør	0	0	2
Snirfvens	0	0	10
Snirvi	0	0	23
Snisdorph	0	0	2
Snistorph	0	0	8
Snitlach	0	0	5
Snitterton	0	0	2
Snively	0	0	1
Snjall	2	0	0
Snjófríður	1	0	0
Snodgrass	0	1	3
Snoeck	0	0	1
Snoeck-Boseret	0	0	1
Snoek	0	0	12
Snoen	0	0	3
Snog	0	0	9
Snoilsky	0	0	20
snoilsky	0	0	1
Snoj	0	0	1
Snook	0	0	11
Snopestad	0	0	19
Snoppestad	0	0	2
Snorasson	0	0	2
Snorestad	0	0	1
Snori	1	0	0
Snorisson	0	0	2
Snorradottir	0	0	1
Snorradóttir	0	0	18
Snorrason	0	0	39
Snorrasson	0	0	1
Snorre	6	0	0
Snorredotter	0	0	3
Snorredottir	0	0	1
Snorresdatter	0	0	1
Snorresdotter	0	0	13
Snorresdottir	0	0	2
Snorresdottir?	0	0	1
Snorreson	0	0	1
Snorresson	0	0	16
Snorrestad	0	0	1
Snorri	32	0	0
Snorrisdotter	0	0	1
Snorrisson	0	0	2
Snorroeggen	0	0	3
Snorroeggen/Anderson	0	0	1
Snorteim	0	0	1
Snortheim	0	0	2
Snotra	2	0	0
Snouck	0	0	4
Snouckaert	0	0	1
Snovel	0	0	5
Snoven	0	0	2
Snovsko	0	0	1
Snow	0	9	89
Snow-Moorer	0	0	1
Snowden	3	1	8
Snowdon	0	0	1
Snoy	0	1	7
Snt	0	0	1
Snurrueggen	0	0	1
Snyder	0	26	243
Snygg	0	0	2
Snylling	0	1	0
Snyman	0	1	295
Snypp	0	0	1
Snyttringe	0	1	0
Snäck	0	0	3
Snäckor)	0	0	2
Snäckstavik	0	0	1
Snäll	0	0	30
Snällfot	0	0	3
Snällman	0	0	1
Snäre	0	0	1
Snåre	0	0	107
Snåre,	0	0	4
Snåsa	0	0	1
Snæbjörn	1	0	0
Snæbjørnsson	0	0	2
Snæfríður	1	0	0
Snælaug	2	0	0
Snære	1	0	0
Snæúlvur	1	0	0
Snöbohm	0	0	1
Snöfrid	1	4	0
Snörtur	2	0	0
Snöstorp	0	0	1
Snø	2	0	0
Snøbjørn	1	0	0
Snødatter	0	0	4
Snøde	0	0	12
Snøfjellå	0	0	1
Snøfjellåga	0	0	12
Snøfrid	3	1	0
Snøfugl	0	0	12
Snøpperød	0	0	2
Snørteland	0	0	4
Snøson	0	0	2
Snÿman	0	0	1
So	1	3	3
So'ni	1	0	0
So-ji	1	0	0
So-Seong	1	0	0
Soaares	0	0	1
Soaemis	0	1	0
Soaemus	0	2	0
Soaja	0	0	1
Soak	0	1	0
Soalhães	0	0	15
Soame	0	0	1
Soames	0	0	1
SOANA	0	1	0
Soara	1	0	0
Soares	2	100	660
Soares,	0	0	5
Sobakancana	1	1	0
Sobalvarro	0	0	4
Sobandi	0	1	0
Sobar	0	1	0
Sobari	0	1	0
Sobariah	0	1	0
Sobarzo	0	0	13
Sobbe	0	0	23
Sobekemheb	1	0	0
Sobekemsaf	1	2	0
Sobekhotep	1	2	0
Sobekkare	1	0	0
Sobekneferu	0	1	0
Sobel	0	0	1
Soberal	0	0	1
Sobernheim	0	0	16
Soberon	0	0	8
Soberón	0	0	6
Sobeski	0	1	0
Sobeslav	1	0	0
Sobeyrane	2	0	0
Sobieska	0	0	2
Sobieski	0	0	2
Sobieslav	4	0	0
Sobiesław	3	0	1
Sobira	0	0	5
Sobirane	4	0	0
Sobirats	0	0	1
Sobirin	0	1	0
Sobirà	0	0	12
Sobirá	0	0	15
Sobkemsaf	1	0	0
Sobo	0	0	1
Sobo,	0	1	0
Sobocka	0	0	1
Sobol-Sobolewsky	0	0	1
Soboleva	0	0	5
Sobota	0	0	9
Sobotka	0	0	9
Sobradiel	0	1	0
SOBRADO	0	0	5
Sobrado	0	0	6
Sobradona	1	0	0
Sobral	0	6	26
Sobrana	2	0	0
sobrina	0	0	1
Sobrinho	0	0	3
Sobrinho-neto	0	0	1
Sobrino	0	1	1
Sobucia	1	0	0
Soby	0	0	1
Soběslav	4	2	0
Soccoro	0	1	0
Sochaczewer	0	0	1
Sochfod	0	0	1
Sochihel	0	1	0
Sochnes	0	0	1
Sochon	1	0	0
Socin	0	0	13
Socini	0	0	1
Socka	0	0	1
Sockfeldt	0	0	1
Socorro	0	9	0
Socrates	4	1	0
Sode?	0	0	1
Sodefjed	0	0	1
Sodeki	1	0	0
Sodeland	0	0	28
Sodelin	0	0	2
Sodeman	0	0	1
Sodemann	0	1	5
Soden	0	0	2
Soden-Fraunhofen	0	0	2
Sodenstern	0	0	4
Sodenstierna	0	0	36
Sodenæs	0	0	1
Soder	0	0	1
Soderberg	0	0	2
Soderborg	0	0	5
Soderby	0	0	1
Soderini	0	0	121
Soderino	1	0	0
Soderlund	0	0	9
Soderman	0	0	1
Sodermark	0	0	1
Sodheim	0	0	2
Sodialenia	0	0	1
Sodialenius	0	0	1
Sodikin	0	1	0
Sodington	0	0	1
Sodja	0	1	1
Sodorneza	1	0	0
Sodra	0	0	1
SoDrono	0	0	4
Sodrono	0	1	0
Sodré	0	0	1
Soe	6	0	4
Soearni	0	1	0
Soeati	0	1	0
Soeatman	0	1	0
Soebadi	0	1	0
Soebagija	0	1	0
Soebagio	0	2	2
Soebagyo	0	1	0
Soebandara	0	1	0
Soebandijah	0	1	0
Soebandrija	0	1	0
Soebandrio	0	1	0
Soebang	0	1	0
Soebardja	0	1	0
Soebardjo	0	1	2
Soebari	0	1	0
Soebastoeti	0	1	0
Soebekti	0	0	7
Soebiakoesoemah	0	1	0
Soebiakto	0	2	4
Soebianto	0	1	0
Soebiyono	0	1	0
Soebono	0	1	0
Soebratakoesoemah	0	1	0
Soebroto	0	2	0
Soedadio	1	0	0
Soedama	0	1	0
Soedardjo	0	1	0
Soedargo	0	2	0
SOEDARJA	0	0	2
Soedarja	0	1	0
Soedarman	0	1	0
Soedarmi	0	2	0
Soedarmo	0	3	0
Soedarni	0	1	0
Soedarsah	0	1	0
Soedarsono	0	3	0
Soedartana	0	1	0
SOEDARTI	0	0	1
Soedarti	0	1	0
Soedarto	0	3	0
Soedarwati	0	1	0
Soedarwo	0	1	0
Soedarya	0	0	1
Soederhuijsen	0	0	2
Soedewi	0	1	0
Soediaman	0	1	0
Soediarto	0	1	0
Soediati	0	1	0
Soedibia	0	1	0
Soedibjo	1	5	1
Soedibyo	0	2	1
Soedijono	1	0	1
Soedikir	0	1	0
Soediman	1	0	0
Soedio	0	1	0
SOEDIONO	1	0	0
Soediono	0	1	1
Soedirah	0	1	0
Soedirdjo	0	2	0
Soedirman	0	1	0
Soedirno	0	1	0
Soedirokoesoemo	0	2	1
Soedirotanojo	0	0	3
Soediyah	0	1	0
Soediyarni	0	1	0
Soediyati	0	1	0
Soedja'i	0	1	0
Soedjana	0	2	0
Soedjanis	0	1	0
Soedjanu	1	0	0
Soedjatimah	0	1	0
SOEDJATMIKO	0	0	1
SOEDJIAH	0	0	1
Soedjimah	0	1	0
Soedjinah	0	1	0
Soedjito	0	2	0
Soedjiyah	0	1	0
Soedjono	0	5	2
SOEDRADJAT	0	1	1
Soefoehoenan	1	0	0
Soegaard	0	2	0
Soegeng	1	1	0
Soegiarto	0	1	0
Soegih	0	1	0
Soegihajem	0	1	0
Soegija	0	1	0
Soegijanta	0	1	0
Soegijanti	0	1	0
Soegio	0	1	0
Soegiri	0	3	0
Soegiyo	0	1	0
SOEGONDO	1	1	0
Soegondo	0	2	0
Soegono	0	1	0
SOEHADJI	1	0	0
Soehaemi	0	1	0
Soehaenah	0	2	0
Soehaeni	0	2	0
Soehaeran	0	1	0
Soehakso	0	1	0
Soehando	1	0	0
Soehapti	0	1	0
Soehara	0	4	0
Soehardjo	0	2	0
Soeharni	0	1	0
Soeharsikin	0	1	0
Soehartati	0	1	0
Soeharto	2	4	0
Soehartono	0	1	0
Soehenda	0	1	0
Soehendra	0	1	0
Soehiro	1	0	0
Soehoed	0	1	0
Soehoer	0	1	0
Soeira	3	0	0
Soeiro	80	5	7
Soeiros	0	1	0
Soejadi	0	1	0
Soejaka	0	1	0
Soejati	0	2	0
Soejatinah	0	1	0
Soejatmi	0	1	0
Soejatni	0	2	0
Soejima	0	0	1
Soejitna	0	1	0
Soejodo	0	1	0
Soejoed	0	2	0
Soejoedi	0	1	0
Soejoedono	0	1	1
Soejoet	0	1	0
Soejono	0	1	0
Soejoto	0	1	0
Soekadana	0	1	0
Soekadarilah	0	1	0
Soekaenah	0	1	0
Soekaeni	0	1	0
Soekaesih	0	2	0
Soekahardja	0	1	0
Soekaja	0	1	0
Soekamta	0	1	0
Soekandar	0	3	0
Soekaningrat	0	1	0
Soekanta	0	1	0
SOEKANTI	0	1	0
Soekanti	0	3	0
Soekapoera-4	0	1	0
Soekapti	1	0	0
Soekardinah	0	1	0
Soekardjo	0	3	1
Soekarijah	0	2	0
Soekarman	0	2	0
SOEKARMEN	1	0	0
SOEKARMI	0	0	1
Soekarni	0	1	0
Soekarno	0	2	0
Soekarsa	0	1	0
Soekarti	0	1	0
Soekatman	0	1	0
Soekemi	0	1	0
Soekesi	0	1	0
Soekesti	0	1	0
Soekestri	1	0	0
Soekinah	0	1	0
SOEKIRMAN	1	0	0
Soekirman	0	1	1
SOEKIRNO	0	0	2
Soekismi	0	1	0
Soekitrah	0	1	0
Soekma	0	1	0
Soekmadikoesoemah	0	2	0
Soekmono	1	0	0
Soekojo	0	1	0
Soekosarono	0	1	0
Soekotjo	0	1	0
Soekra	1	0	0
Soekriah	0	1	0
Soekrisno	1	2	0
Soel	0	0	4
Soelaeman	0	6	0
Soelaemi	0	1	0
Soelaksmi	0	1	0
SOELASBAWIATI	1	0	0
Soelasbawiatini	1	0	0
SOELASIKIN	1	0	0
Soelasikin	0	4	0
SOELASTRI	1	0	0
Soelastri	0	2	0
Soelberg	0	0	13
Soelbijah	0	1	0
Soele	0	3	0
Soeleimansjah	0	1	0
Soeleko	0	0	1
Soeleman	0	2	0
Soelfestersen	0	0	1
Soelgaard	0	0	9
Soelgård	0	1	0
Soeli	0	0	1
Soelijah	0	1	0
Soelimah	0	3	0
Soelinah	0	1	0
Soelistiyowati	0	1	0
Soelling	0	0	1
Soeltan	0	1	0
SOEMA	0	1	0
Soema	0	19	0
SOEMADI	1	0	0
Soemadi	0	2	0
Soemadijo	0	1	0
Soemadikara	0	3	0
Soemadilaga	0	4	0
Soemadimanggala	0	1	0
SOEMADININGRAT	0	7	0
Soemadiningrat	0	1	0
SOEMADIO	0	0	2
Soemadipa	0	2	0
Soemadiraksa	0	1	0
SOEMADISOERIA	0	1	0
Soemadisoeria	0	2	0
Soemadiwati	0	1	0
Soemaja	0	1	0
Soemakaraton	0	2	0
Soemaksi	0	1	0
Soemakso	0	1	0
Soemalaja	0	1	0
Soemaledja	0	1	0
Soemalintang	0	1	0
Soemamidjaja	0	2	0
Soemanagara	0	1	0
Soemandipoera	0	1	0
Soemaningsih	0	2	0
Soemanta	0	1	0
Soemanto	1	0	0
Soemantri	0	5	1
Soemarah	0	1	0
Soemardani	0	1	0
Soemardi	0	2	0
Soemardijah	0	1	0
Soemardiko	0	2	0
Soemardjanah	0	1	0
Soemardono	0	1	0
SOEMAREDJA	0	4	0
Soemaredja	0	1	1
Soemarga	0	1	0
Soemargono	0	2	1
Soemarijah	0	1	0
Soemarijati	1	0	0
Soemarjo	1	1	0
Soemarloepi	1	0	0
Soemarma	0	1	0
Soemarmi	0	1	0
Soemarminah	0	1	0
Soemarmo	0	1	0
Soemarnaasmara	0	1	0
Soemarni	1	7	0
Soemarno	0	1	0
Soemarsih	0	3	0
Soemarsiki	0	1	0
Soemarsinah	0	1	0
Soemarso	0	1	5
Soemarsono	0	5	0
Soemartati	1	0	0
Soemarti	0	6	0
Soemartinah	1	2	0
Soemartini	1	0	0
Soemarto	1	4	11
Soemartoeti	1	0	0
Soemartojo	1	0	0
Soemartono	1	2	0
Soemarwiyah	0	1	0
Soemarwoto	1	0	0
Soemaryono	0	1	0
Soemasta	0	1	0
Soemasti	0	1	0
Soematra	0	1	0
SOEMAWILAGA	0	26	4
Soemawilaga	0	2	0
Soemawiratsari	0	1	0
Soembada	0	1	0
Soembardjo	0	1	0
Soember	0	1	0
Soemdjojo	0	1	0
Soemedi	0	1	0
Soemeh	0	1	0
Soemendi/Kyai	0	1	0
Soemer	0	0	2
Soemeroe	0	1	0
Soemi	0	1	0
Soemiati	0	2	0
Soemijah	0	3	0
Soemijati	0	3	0
Soemilah	0	2	0
Soemilir	0	1	0
Soeminar	0	2	0
Soemini	0	1	0
Soemintaningrat	0	1	0
Soemintaresmi	0	2	0
Soemintraatmadja	0	1	0
Soemirah	1	2	0
Soemirat	0	1	0
Soemitrakoesoemah	0	2	0
Soemitro	0	2	0
Soemiyah	0	1	0
Soemo	0	1	0
Soemoatmodjo	0	1	0
Soemoatmojo,	1	0	0
SOEMOBROTO	0	0	1
Soemobroto	0	1	0
Soemodibroto	0	0	1
Soemodikoro	0	1	0
SOEMODILOGO	0	0	1
Soemodilogo	0	7	249
Soemodimedjo	0	1	0
Soemodinijo,	1	0	0
Soemodiningrat	0	1	0
Soemodipoero	0	4	0
Soemodirdjo	0	2	0
Soemodiredjo	0	1	0
Soemodisastro	0	1	0
Soemodiwirjo	0	4	5
Soemodiwiryo	0	2	0
Soemodrono	0	2	0
Soemoedilogo	0	0	1
Soemohadisoebroto	0	1	0
Soemoharjomo	0	1	0
Soemoheroe	0	1	2
Soemojo	1	0	0
Soemongadilogo	0	1	1
Soemoprajitno	0	1	0
Soemoprawiro	0	1	0
Soemoredjo	0	1	0
Soemosentono,	1	0	0
Soemosoediro	0	0	1
Soemowardojo	0	1	0
SOEMOWIDAGDO	0	1	0
Soemowidagdo	0	1	0
Soemowidjojo	0	1	6
Soen	0	1	0
Soen's	2	0	0
Soenadi	0	1	0
Soenado	1	0	0
Soenan	1	0	0
Soenani	0	1	0
Soenardi	0	1	0
Soenardjo	0	1	0
Soenarja	0	1	0
Soenarjo	0	2	0
Soenarko	0	1	0
Soenarti	0	2	0
Soenartijah	0	1	0
Soenarto	0	3	0
Soenati	0	1	0
Soendari	0	9	0
Soendergaard	0	0	1
Soendiman	1	0	0
Soendjaja	0	1	0
Soendoro	0	1	0
Soenggono	0	1	0
Soengka	0	1	0
Soengkowo	0	1	0
Soenituti	0	1	0
Soenjalara	0	1	0
Soenjoto	0	1	0
Soenoe	0	1	0
Soenoehadi	0	0	1
Soens	0	0	1
Soenyoto	0	1	0
Soepadija	0	1	0
Soepangat	0	3	0
Soepardi	1	1	0
Soepardjo	0	1	0
Soeparman	0	0	1
Soeparmi	1	0	0
Soeparmo	0	1	0
Soeparti	0	2	0
Soeparto	0	3	0
Soepartoyo	0	0	1
Soeparwo	0	0	2
Soepena	0	1	0
Soepeni	0	2	0
Soepeno	0	5	0
Soepi	0	1	0
Soepiah	0	2	0
Soepijah	0	2	0
Soepinah	0	3	0
Soepirah	0	1	0
Soepitno	0	1	0
Soepnandar	0	1	0
Soepoetro	0	1	0
Soepono	0	1	0
Soeprapta	1	0	0
Soeprapti	0	3	0
Soeprapto	0	3	0
Soeprati	0	1	0
Soepratiknjo	0	1	0
Soepratin	0	1	0
Soeprirah	0	1	0
Soeraatmadja	0	0	1
Soerabaja	0	3	0
Soerabrata	0	1	1
Soerachim	0	0	1
Soerachman	0	1	0
Soeradi	0	1	0
Soeradio	0	2	0
Soeradipradja	0	3	0
Soeradiredja	0	1	0
Soeradiwirja	0	1	0
Soerahadimenggala	0	1	0
Soerahmatulloh	0	1	0
Soerakarta	0	0	2
SOERAKOESOEMAH	0	7	3
Soerakoesoemah	0	6	1
Soeramanggala	0	1	0
Soeranggana	0	1	0
Soerapiyah	0	1	0
Soerardja	0	1	0
Soerarta	0	1	0
Soerarti	0	1	0
SOERAT	0	0	1
Soeratama	0	1	0
Soerati	0	2	1
Soeratinah	0	1	0
Soeratini	0	1	0
Soeratmi	0	1	0
Soerawi	1	2	0
Soerawidjaja	0	2	0
Soerawidjaya	0	3	0
Soerawijaya	0	5	0
Soerawuh	0	1	0
Soerdirno	0	0	2
Soeren	1	0	0
Soeri	0	1	0
SOERIA	0	2	6
Soeria	0	15	2
SOERIAAMIDJAJA	0	5	0
Soeriaamidjaja	0	3	1
Soeriaatmadja	0	2	0
Soeriabrata	0	3	0
Soeriadihardja	0	3	1
SOERIADIKOESOEMAH	0	4	14
Soeriadikoesoemah	0	3	0
SOERIADILAGA	0	2	15
Soeriadilaga	0	5	1
Soeriadilaga-2	0	1	0
SOERIADINATA	0	4	2
Soeriadinata	0	3	2
SOERIADININGRAT	0	1	2
Soeriadiningrat	0	3	0
Soeriadipradja	0	1	0
Soeriadiredja	0	1	0
SOERIADIWIDJAJA	0	2	0
Soeriadiwidjaja	0	10	0
Soeriadjanagara	1	0	0
SOERIAGOENAWAN	0	2	0
Soeriahadiningrat	0	1	0
SOERIAHADIPOETRA	0	1	0
Soeriahaditenaja	0	1	0
Soeriakoemah,	0	0	1
Soeriakoesoema	0	1	0
SOERIAKOESOEMAH	0	14	0
Soeriakoesoemah	0	6	1
SOERIALAGA	0	3	0
Soerialaga	0	6	0
Soerialegawa	0	1	0
Soerialogawa	0	1	0
SOERIANAGARA	0	2	3
Soerianagara	0	6	1
Soerianagara-1	0	1	0
SOERIANATABRATA	0	0	1
Soerianatabrata	0	1	0
Soerianatamadenda	0	1	0
Soerianatanagara	0	1	0
SOERIANINGRAT	0	1	0
Soerianingrat	0	4	0
Soeriapoetra	0	2	0
Soeriaprawira	0	1	0
SOERIAWIDJAJA	0	1	0
Soeriawinata	0	1	0
Soerijati	0	1	0
Soerio	1	0	0
Soeripto	0	0	1
Soerja	1	0	0
Soerjaatmadja	0	1	0
Soerjadi	0	1	0
Soerjadilaga	0	1	0
Soerjadiningrat	0	1	0
Soerjadipoera	0	1	0
Soerjaditaroena	0	1	0
Soerjahatmaka	0	1	0
Soerjamardjaja	0	1	0
Soerjamataram	0	1	0
Soerjamidjajan	0	1	0
Soerjanatadjumeda	0	1	0
Soerjandari	0	0	1
Soerjasoebandrija	0	1	0
Soerjati	0	2	0
Soerjo	0	5	0
Soerjobroto	0	0	4
Soerjodikesoemo	0	0	1
Soerjodikoesoemo	0	1	0
SOERJODIPOERO	0	1	0
Soerjodipoetro	0	1	11
Soerjodiprodjo	0	1	38
Soerjodiprono	0	1	0
Soerjohadikoesoemo	0	0	1
SOERJOKOESOEMO	0	1	0
Soerjokoesoemo	0	2	0
Soerjomerto	0	1	1
Soerjoningrat	0	1	0
Soerjopoetro	0	1	5
SOERJOSANTOSA	0	0	1
Soerjosoebandoro	0	1	1
Soerjosoedarmo	0	1	0
Soerjosoemarno	0	1	0
Soerjosubroto	0	1	0
SOERJOWIDJOJO	0	0	1
Soerlie	0	1	0
Soermarjati	0	1	0
Soero	0	2	2
Soeroadiningrat	2	1	0
Soerobroto	0	1	0
Soerodihardjo	0	1	3
Soerodilogo	0	1	0
Soerodiningrat	0	3	0
Soerodipoero,	1	0	0
Soerodirdjo	0	1	2
Soerodiredjo	0	2	0
Soerodiwirjo	0	1	0
Soerodiwiryo	0	1	0
Soerodjo	0	2	0
Soerodjojo	0	1	0
Soerodjojoko	0	0	1
Soeroengan	0	1	0
Soerohadimenggolo	0	2	0
Soerohadipradjo	0	1	0
Soerokoesoemo	0	1	0
Soerokosoemo	0	1	0
