geni_id	qid	en_label	n_cjk_forms	candidate_label	given|surname|_MARNM per record	display_join_forms
6000000074746875003	Q45383520	Liu Ren	3	劉仁	仁||劉 ;; || ;; 仁|劉|	仁 | Liu Ren 劉仁 | 仁 劉
6000000074746888789	Q45457810	Tang Wengan	2	唐文感	文感|晉昌冥安|唐 ;; || ;; 文感|晉昌冥安|唐	文感 晉昌冥安 | Tang Wengan 唐文感
6000000074746892367	Q45455714	Tang Xiaoju	2	唐孝舉	孝舉|晉昌冥安|唐 ;; || ;; 孝舉|晉昌冥安|唐	孝舉 晉昌冥安 | Tang Xiaoju 唐孝舉
6000000074746974263	Q45518923	Fang Zhao	2	房沼	沼|齊州臨淄|房 ;; || ;; 沼|齊州臨淄|房	沼 齊州臨淄 | Fang Zhao 房沼
6000000074747000241	Q45518478	Fang Jiang	2	房絳	絳|齊州臨淄|房 ;; || ;; 絳|齊州臨淄|房	絳 齊州臨淄 | Fang Jiang 房絳
6000000074747002901	Q45673363	Liu Chongzhi	2	劉崇直	崇直|徐州彭城|劉 ;; || ;; 崇直|徐州彭城|劉	崇直 徐州彭城 | Liu Chongzhi 劉崇直
6000000074747014869	Q45673185	Liu Chongshu	2	劉崇術	崇術|徐州|劉 ;; || ;; 崇術|徐州|劉	崇術 徐州 | Liu Chongshu 劉崇術
6000000074747016853	Q45673622	Liu Gui	2	劉軌	軌|彭城|劉 ;; || ;; 軌|彭城|劉	軌 彭城 | Liu Gui 劉軌
6000000074747020843	Q45673320	Liu Yansi	2	劉延嗣	延嗣|徐州彭城|劉 ;; || ;; 延嗣|徐州彭城|劉	延嗣 徐州彭城 | Liu Yansi 劉延嗣
6000000074747041176	Q45517515	Fang Mou	2	房某	某|齊州臨淄|房 ;; || ;; 某|齊州臨淄|房	某 齊州臨淄 | Fang Mou 房某
6000000074747073825	Q45420205	Liu Sengli	2	劉僧利	僧利|彭城|劉 ;; || ;; 僧利|彭城|劉	僧利 彭城 | Liu Sengli 劉僧利
6000000074747095235	Q45517644	Fang Mou	2	房某	某|齊州臨淄|房 ;; || ;; 某|齊州臨淄|房	某 齊州臨淄 | Fang Mou 房某
6000000074747192109	Q45518351	Fang Mou	2	房某	某|齊州臨淄|房 ;; || ;; 某|齊州臨淄|房	某 齊州臨淄 | Fang Mou 房某
6000000074747192693	Q45455968	Tang Xiushi	2	唐秀實	秀實|晉昌冥安|唐 ;; || ;; 秀實|晉昌冥安|唐	秀實 晉昌冥安 | Tang Xiushi 唐秀實
6000000074747192731	Q45459649	Tang Wenhui	2	唐文會	文會|晉昌冥安|唐 ;; || ;; 文會|晉昌冥安|唐	文會 晉昌冥安 | Tang Wenhui 唐文會
6000000074747218679	Q45463266	Tang Zhiyao	2	唐智堯	智堯|晉昌冥安|唐 ;; || ;; 智堯|晉昌冥安|唐	智堯 晉昌冥安 | Tang Zhiyao 唐智堯
6000000074747239038	Q45518415	Fang Mou	2	房某	某|齊州臨淄|房 ;; || ;; 某|齊州臨淄|房	某 齊州臨淄 | Fang Mou 房某
6000000074747280686	Q45462593	Tang Xingshi	2	唐行實	行實|晉昌冥安|唐 ;; || ;; 行實|晉昌冥安|唐	行實 晉昌冥安 | Tang Xingshi 唐行實
6000000074747294983	Q45518671	Fang Xun	2	房勳	勳|齊州臨淄|房 ;; || ;; 勳|齊州臨淄|房	勳 齊州臨淄 | Fang Xun 房勳
6000000074747371564	Q45457874	Tang Poga	2	唐婆伽	婆伽|晉昌冥安|唐 ;; || ;; 婆伽|晉昌冥安|唐	婆伽 晉昌冥安 | Tang Poga 唐婆伽
6000000074747408890	Q45517450	Fang Mou	2	房某	某|齊州臨淄|房 ;; || ;; 某|齊州臨淄|房	某 齊州臨淄 | Fang Mou 房某
6000000074747442632	Q45468772	Tang Xuanyi	2	唐玄逸	玄逸|晉昌冥安|唐 ;; || ;; 玄逸|晉昌冥安|唐	玄逸 晉昌冥安 | Tang Xuanyi 唐玄逸
6000000074747478876	Q45518543	Fang Hui	2	房晦	晦|齊州臨淄|房 ;; || ;; 晦|齊州臨淄|房	晦 齊州臨淄 | Fang Hui 房晦
6000000074747524823	Q45517579	Fang Mou	2	房某	某|齊州臨淄|房 ;; || ;; 某|齊州臨淄|房	某 齊州臨淄 | Fang Mou 房某
6000000074747580395	Q45460974	Tang Wencai	2	唐文才	文才|晉昌冥安|唐 ;; || ;; 文才|晉昌冥安|唐	文才 晉昌冥安 | Tang Wencai 唐文才
6000000074747584312	Q45387478	Tang Hui	2	唐輝	輝 鄆 子產|瓜州晉昌|唐 ;; || ;; 輝 鄆 子產|瓜州晉昌|唐	輝 鄆 子產 瓜州晉昌 | Tang Hui 唐輝
6000000074747625518	Q45465405	Tang Maolun	2	唐茂倫	茂倫|晉昌冥安|唐 ;; || ;; 茂倫|晉昌冥安|唐	茂倫 晉昌冥安 | Tang Maolun 唐茂倫
6000000074747635445	Q45458823	Tang Xiuzheng	2	唐修政	修政|晉昌冥安|唐 ;; || ;; 修政|晉昌冥安|唐	修政 晉昌冥安 | Tang Xiuzheng 唐修政
6000000074747721477	Q45457684	Tang Wensui	2	唐文邃	文邃|晉昌冥安|唐 ;; || ;; 文邃|晉昌冥安|唐	文邃 晉昌冥安 | Tang Wensui 唐文邃
6000000074747743351	Q45463832	Tang Shi	2	唐寔	寔|晉昌冥安|唐 ;; || ;; 寔|晉昌冥安|唐	寔 晉昌冥安 | Tang Shi 唐寔
6000000074747743378	Q45419087	Tang Zong	2	唐世宗	世宗|晉昌冥安|唐 ;; || ;; 世宗|晉昌冥安|唐	世宗 晉昌冥安 | Tang Shizong 唐世宗
6000000074747761304	Q45457045	Tang Wendu	2	唐文度	文度|晉昌冥安|唐 ;; || ;; 文度|晉昌冥安|唐	文度 晉昌冥安 | Tang Wendu 唐文度
6000000074747813122	Q45455651	Tang Huaiyi	2	唐懷義	懷義|晉昌冥安|唐 ;; || ;; 懷義|晉昌冥安|唐	懷義 晉昌冥安 | Tang Huaiyi 唐懷義
6000000074747827983	Q45459076	Tang Xiaorang	2	唐孝讓	孝讓|晉昌冥安|唐 ;; || ;; 孝讓|晉昌冥安|唐	孝讓 晉昌冥安 | Tang Xiaorang 唐孝讓
6000000074747839376	Q45459267	Tang Wenyan	2	唐文儼	文儼|晉昌冥安|唐 ;; || ;; 文儼|晉昌冥安|唐	文儼 晉昌冥安 | Tang Wenyan 唐文儼
6000000074747843173	Q45456031	Tang Xingmin	2	唐行敏	行敏|晉昌冥安|唐 ;; || ;; 行敏|晉昌冥安|唐	行敏 晉昌冥安 | Tang Xingmin 唐行敏
6000000074747850365	Q45465530	Tang Sizong	2	唐嗣宗	嗣宗|瓜州晉昌|唐 ;; || ;; 嗣宗|瓜州晉昌|唐	嗣宗 瓜州晉昌 | Tang Sizong 唐嗣宗
6000000074747856317	Q45459838	Tang Baoyi	2	唐抱一	抱一|晉昌冥安|唐 ;; || ;; 抱一|晉昌冥安|唐	抱一 晉昌冥安 | Tang Baoyi 唐抱一
6000000074747858383	Q45464522	Tang Gui	2	唐珪	珪|晉昌冥安|唐 ;; || ;; 珪|晉昌冥安|唐	珪 晉昌冥安 | Tang Gui 唐珪
6000000074747863259	Q45458759	Tang Lizheng	2	唐禮政	禮政|晉昌冥安|唐 ;; || ;; 禮政|晉昌冥安|唐	禮政 晉昌冥安 | Tang Lizheng 唐禮政
6000000074747867226	Q45419081	Tang Huan	2	唐歡	歡|晉昌冥安|唐 ;; || ;; 歡|晉昌冥安|唐	歡 晉昌冥安 | Tang Huan 唐歡
6000000074747885215	Q45463768	Tang Zhen	2	唐振	振|晉昌冥安|唐 ;; || ;; 振|晉昌冥安|唐	振 晉昌冥安 | Tang Zhen 唐振
6000000074747885239	Q45464773	Tang Xuan	2	唐璿	璿|晉昌冥安|唐 ;; || ;; 璿|晉昌冥安|唐	璿 晉昌冥安 | Tang Xuan 唐璿
6000000074747908365	Q45456917	Tang Xingzhi	2	唐行直	行直|晉昌冥安|唐 ;; || ;; 行直|晉昌冥安|唐	行直 晉昌冥安 | Tang Xingzhi 唐行直
6000000074747930311	Q45691930	Tang Xun	2	唐濬	濬 君賾|北海中山|唐 ;; || ;; 濬 君賾|北海中山|唐	濬 君賾 北海中山 | Tang Xun 唐濬
6000000074747939134	Q45455590	Tang Guanggui	2	唐廣貴	廣貴|晉昌冥安|唐 ;; || ;; 廣貴|晉昌冥安|唐	廣貴 晉昌冥安 | Tang Guanggui 唐廣貴
6000000074747939139	Q45455776	Tang Yi	2	唐翼	翼 保相|晉昌冥安|唐 ;; || ;; 翼 保相|晉昌冥安|唐	翼 保相 晉昌冥安 | Tang Yi 唐翼
6000000074747963241	Q45462946	Tang Bi	2	唐毖	毖 懷遠|晉昌冥安|唐 ;; || ;; 毖 懷遠|晉昌冥安|唐	毖 懷遠 晉昌冥安 | Tang Bi 唐毖
6000000074747963249	Q45463644	Tang Xunming	2	唐詢明	詢明|晉昌冥安|唐 ;; || ;; 詢明|晉昌冥安|唐	詢明 晉昌冥安 | Tang Xunming 唐詢明
6000000074747967007	Q45387491	Tang Yong	2	唐永	永 思遠|北海中山|唐 ;; || ;; 永 思遠|北海中山|唐	永 思遠 北海中山 | Tang Yong 唐永
6000000074747981119	Q45457301	Tang Yichen	2	唐藝臣	藝臣|晉昌冥安|唐 ;; || ;; 藝臣|晉昌冥安|唐	藝臣 晉昌冥安 | Tang Yichen 唐藝臣
6000000074747981248	Q45419706	Tang Ling	2	唐靈芝	靈芝|晉昌冥安|唐 ;; || ;; 靈芝|晉昌冥安|唐	靈芝 晉昌冥安 | Tang Lingzhi 唐靈芝
6000000074748000198	Q45456411	Tang Xingji	2	唐行基	行基|晉昌冥安|唐 ;; || ;; 行基|晉昌冥安|唐	行基 晉昌冥安 | Tang Xingji 唐行基
6000000074748004194	Q45457490	Tang Gujian	2	唐固儉	固儉|晉昌冥安|唐 ;; || ;; 固儉|晉昌冥安|唐	固儉 晉昌冥安 | Tang Gujian 唐固儉
6000000074748010092	Q45459583	Tang Wencong	2	唐文琮	文琮|晉昌冥安|唐 ;; || ;; 文琮|晉昌冥安|唐	文琮 晉昌冥安 | Tang Wencong 唐文琮
6000000074748017175	Q45463708	Tang Junmo	2	唐君謩	君謩|晉昌冥安|唐 ;; || ;; 君謩|晉昌冥安|唐	君謩 晉昌冥安 | Tang Junmo 唐君謩
6000000074748017180	Q45464963	Tang Xiaoshi	2	唐小師	小師|晉昌冥安|唐 ;; || ;; 小師|晉昌冥安|唐	小師 晉昌冥安 | Tang Xiaoshi 唐小師
6000000074748018127	Q45457427	Tang Huaiyi	2	唐懷一	懷一|晉昌冥安|唐 ;; || ;; 懷一|晉昌冥安|唐	懷一 晉昌冥安 | Tang Huaiyi 唐懷一
6000000074748023186	Q45458063	Tang Sizhong	2	唐思忠	思忠|晉昌冥安|唐 ;; || ;; 思忠|晉昌冥安|唐	思忠 晉昌冥安 | Tang Sizhong 唐思忠
6000000074748023196	Q45458697	Tang Xingman	2	唐行滿	行滿|晉昌冥安|唐 ;; || ;; 行滿|晉昌冥安|唐	行滿 晉昌冥安 | Tang Xingman 唐行滿
6000000074748024069	Q45456727	Tang Wenan	2	唐文安	文安|晉昌冥安|唐 ;; || ;; 文安|晉昌冥安|唐	文安 晉昌冥安 | Tang Wenan 唐文安
6000000074748029086	Q45457237	Tang Wenshou	2	唐文壽	文壽|晉昌冥安|唐 ;; || ;; 文壽|晉昌冥安|唐	文壽 晉昌冥安 | Tang Wenshou 唐文壽
6000000074748036111	Q45458570	Tang Shiche	2	唐世徹	世徹|晉昌冥安|唐 ;; || ;; 世徹|晉昌冥安|唐	世徹 晉昌冥安 | Tang Shiche 唐世徹
6000000074748042125	Q45461035	Tang Wengui	2	唐文軌	文軌|晉昌冥安|唐 ;; || ;; 文軌|晉昌冥安|唐	文軌 晉昌冥安 | Tang Wengui 唐文軌
6000000074748055187	Q45462403	Tang Xiuwen	2	唐修文	修文|晉昌冥安|唐 ;; || ;; 修文|晉昌冥安|唐	修文 晉昌冥安 | Tang Xiuwen 唐修文
6000000074748081187	Q45464023	Tang Sheng	2	唐晟	晟 遵明|晉昌冥安|唐 ;; || ;; 晟 遵明|晉昌冥安|唐	晟 遵明 晉昌冥安 | Tang Sheng 唐晟
6000000074748085087	Q45461164	Tang Wenzhi	2	唐文智	文智|晉昌冥安|唐 ;; || ;; 文智|晉昌冥安|唐	文智 晉昌冥安 | Tang Wenzhi 唐文智
6000000074748116140	Q45462151	Tang Yi	2	唐禕	禕|晉昌冥安|唐 ;; || ;; 禕|晉昌冥安|唐	禕 晉昌冥安 | Tang Yi 唐禕
6000000074748117998	Q45459203	Tang Wenkuo	2	唐文廓	文廓|晉昌冥安|唐 ;; || ;; 文廓|晉昌冥安|唐	文廓 晉昌冥安 | Tang Wenkuo 唐文廓
6000000074748121150	Q45464461	Tang Ting	2	唐珽	珽|晉昌冥安|唐 ;; || ;; 珽|晉昌冥安|唐	珽 晉昌冥安 | Tang Ting 唐珽
6000000074748128038	Q45463073	Tang Bohua	2	唐伯華	伯華|晉昌冥安|唐 ;; || ;; 伯華|晉昌冥安|唐	伯華 晉昌冥安 | Tang Bohua 唐伯華
6000000074748135039	Q45456346	Tang Xingli	2	唐行立	行立|晉昌冥安|唐 ;; || ;; 行立|晉昌冥安|唐	行立 晉昌冥安 | Tang Xingli 唐行立
6000000074748135108	Q45461333	Tang Shaobo	2	唐紹伯	紹伯|晉昌冥安|唐 ;; || ;; 紹伯|晉昌冥安|唐	紹伯 晉昌冥安 | Tang Shaobo 唐紹伯
6000000074748148050	Q45459392	Tang Shichong	2	唐世寵	世寵|晉昌冥安|唐 ;; || ;; 世寵|晉昌冥安|唐	世寵 晉昌冥安 | Tang Shichong 唐世寵
6000000074748148073	Q45460848	Tang Quan	2	唐詮	詮 叔卿|晉昌冥安|唐 ;; || ;; 詮 叔卿|晉昌冥安|唐	詮 叔卿 晉昌冥安 | Tang Quan 唐詮
6000000074748148994	Q45456282	Tang Xingbiao	2	唐行表	行表|晉昌冥安|唐 ;; || ;; 行表|晉昌冥安|唐	行表 晉昌冥安 | Tang Xingbiao 唐行表
6000000074748150068	Q45458949	Tang Shirong	2	唐世榮	世榮|晉昌冥安|唐 ;; || ;; 世榮|晉昌冥安|唐	世榮 晉昌冥安 | Tang Shirong 唐世榮
6000000074748150121	Q45419713	Tang Huier	2	唐惠兒	惠兒|晉昌冥安|唐 ;; || ;; 惠兒|晉昌冥安|唐	惠兒 晉昌冥安 | Tang Huier 唐惠兒
6000000074748150171	Q45469346	Tang Shou	2	唐壽	壽|晉昌冥安|唐 ;; || ;; 壽|晉昌冥安|唐	壽 晉昌冥安 | Tang Shou 唐壽
6000000074748160156	Q45690594	Tang Liang	2	唐諒	諒 君直|北海中山|唐 ;; || ;; 諒 君直|北海中山|唐	諒 君直 北海中山 | Tang Liang 唐諒
6000000074748161131	Q45470803	Tang Zhen	2	唐畛	畛|瓜州晉昌|唐 ;; || ;; 畛|瓜州晉昌|唐	畛 瓜州晉昌 | Tang Zhen 唐畛
6000000074748162139	Q45464086	Tang Shibian	2	唐世辯	世辯|晉昌冥安|唐 ;; || ;; 世辯|晉昌冥安|唐	世辯 晉昌冥安 | Tang Shibian 唐世辯
6000000074748169009	Q45457938	Tang Sixiao	2	唐思孝	思孝|晉昌冥安|唐 ;; || ;; 思孝|晉昌冥安|唐	思孝 晉昌冥安 | Tang Sixiao 唐思孝
6000000074748169084	Q45462026	Tang Zhongcan	2	唐仲璨	仲璨|晉昌冥安|唐 ;; || ;; 仲璨|晉昌冥安|唐	仲璨 晉昌冥安 | Tang Zhongcan 唐仲璨
6000000074748169104	Q45419704	Tang Chun	2	唐純	純 玄粹|晉昌冥安|唐 ;; || ;; 純 玄粹|晉昌冥安|唐	純 玄粹 晉昌冥安 | Tang Chun 唐純
6000000074748172085	Q45458633	Tang Chaozheng	2	唐朝政	朝政|晉昌冥安|唐 ;; || ;; 朝政|晉昌冥安|唐	朝政 晉昌冥安 | Tang Chaozheng 唐朝政
6000000074748181062	Q45465150	Tang Wenjiao	2	唐文教	文教|晉昌冥安|唐 ;; || ;; 文教|晉昌冥安|唐	文教 晉昌冥安 | Tang Wenjiao 唐文教
6000000074748185030	Q45459714	Tang Guben	2	唐固本	固本|晉昌冥安|唐 ;; || ;; 固本|晉昌冥安|唐	固本 晉昌冥安 | Tang Guben 唐固本
6000000074748186911	Q45387476	Tang Xi	2	唐熙	熙|涼州姑臧|唐 ;; || ;; 熙|涼州姑臧|唐	熙 涼州姑臧 | Tang Xi 唐熙
6000000074748186954	Q45458317	Tang Yishi	2	唐義寔	義寔|晉昌冥安|唐 ;; || ;; 義寔|晉昌冥安|唐	義寔 晉昌冥安 | Tang Yishi 唐義寔
6000000074748191029	Q45461648	Tang Taisu	2	唐太素	太素|萊州膠水|唐 ;; || ;; 太素|萊州膠水|唐	太素 萊州膠水 | Tang Taisu 唐太素
6000000074748192970	Q45460594	Tang Wenbao	2	唐文褒	文褒|晉昌冥安|唐 ;; || ;; 文褒|晉昌冥安|唐	文褒 晉昌冥安 | Tang Wenbao 唐文褒
6000000074748192979	Q45461101	Tang Wenshi	2	唐文實	文實|晉昌冥安|唐 ;; || ;; 文實|晉昌冥安|唐	文實 晉昌冥安 | Tang Wenshi 唐文實
6000000074748193051	Q45467939	Tang Qi	2	唐玘	玘|晉昌冥安|唐 ;; || ;; 玘|晉昌冥安|唐	玘 晉昌冥安 | Tang Qi 唐玘
6000000074748199031	Q45458506	Tang Xiaoyue	2	唐孝約	孝約|晉昌冥安|唐 ;; || ;; 孝約|晉昌冥安|唐	孝約 晉昌冥安 | Tang Xiaoyue 唐孝約
6000000074748199060	Q45461398	Tang Kai	2	唐楷	楷 子武|晉昌冥安|唐 ;; || ;; 楷 子武|晉昌冥安|唐	楷 子武 晉昌冥安 | Tang Kai 唐楷
6000000074748201979	Q45420162	Tang Hong	2	唐弘	弘 君裕|北海中山|唐 ;; || ;; 弘 君裕|北海中山|唐	弘 君裕 北海中山 | Tang Hong 唐弘
6000000074748202058	Q45459519	Tang Wenxie	2	唐文協	文協|晉昌冥安|唐 ;; || ;; 文協|晉昌冥安|唐	文協 晉昌冥安 | Tang Wenxie 唐文協
6000000074748205069	Q45460343	Tang Qiangai	2	唐乾蓋	乾蓋|晉昌冥安|唐 ;; || ;; 乾蓋|晉昌冥安|唐	乾蓋 晉昌冥安 | Tang Qiangai 唐乾蓋
6000000074748206068	Q45461461	Tang Wanshou	2	唐萬壽	萬壽|萊州膠水|唐 ;; || ;; 萬壽|萊州膠水|唐	萬壽 萊州膠水 | Tang Wanshou 唐萬壽
6000000074748210083	Q45458380	Tang Xuandou	2	唐玄都	玄都|晉昌冥安|唐 ;; || ;; 玄都|晉昌冥安|唐	玄都 晉昌冥安 | Tang Xuandou 唐玄都
6000000074748213054	Q45456791	Tang Wenju	2	唐文舉	文舉|晉昌冥安|唐 ;; || ;; 文舉|晉昌冥安|唐	文舉 晉昌冥安 | Tang Wenju 唐文舉
6000000074748216062	Q45463136	Tang Dezong	2	唐德宗	德宗|晉昌冥安|唐 ;; || ;; 德宗|晉昌冥安|唐	德宗 晉昌冥安 | Tang Dezong 唐德宗
6000000074748232050	Q45459900	Tang Jing	2	唐敬	敬|晉昌冥安|唐 ;; || ;; 敬|晉昌冥安|唐	敬 晉昌冥安 | Tang Jing 唐敬
6000000074748232916	Q45387489	Tang Chuai	2	唐揣	揣 子化|晉昌冥安|唐 ;; || ;; 揣 子化|晉昌冥安|唐	揣 子化 晉昌冥安 | Tang Chuai 唐揣
6000000074748247939	Q45420160	Tang Yan	2	唐儼	儼 整之|北海中山|唐 ;; || ;; 儼 整之|北海中山|唐	儼 整之 北海中山 | Tang Yan 唐儼
6000000074748251829	Q45387086	Chao Mingzhi	2	晁明之	明之|開封|晁 ;; || ;; 明之|開封|晁	明之 開封 | Chao Mingzhi 晁明之
6000000074748254085	Q45462280	Tang Yun	2	唐惲	惲|晉昌冥安|唐 ;; || ;; 惲|晉昌冥安|唐	惲 晉昌冥安 | Tang Yun 唐惲
6000000074748254089	Q45462466	Tang Fengli	2	唐奉禮	奉禮|晉昌冥安|唐 ;; || ;; 奉禮|晉昌冥安|唐	奉禮 晉昌冥安 | Tang Fengli 唐奉禮
6000000074748272781	Q45422677	Xue Yan	2	薛琰	琰|河東汾陰|薛 ;; || ;; 琰|河東汾陰|薛	琰 河東汾陰 | Xue Yan 薛琰
6000000074748273024	Q45458885	Tang Hongzheng	2	唐弘政	弘政|晉昌冥安|唐 ;; || ;; 弘政|晉昌冥安|唐	弘政 晉昌冥安 | Tang Hongzheng 唐弘政
6000000074748283016	Q45461584	Tang Shi	2	唐師	師|晉昌冥安|唐 ;; || ;; 師|晉昌冥安|唐	師 晉昌冥安 | Tang Shi 唐師
6000000074748293070	Q45468388	Tang Nanjin	2	唐南金	南金|晉昌冥安|唐 ;; || ;; 南金|晉昌冥安|唐	南金 晉昌冥安 | Tang Nanjin 唐南金
6000000074748298935	Q45461963	Tang Xu	2	唐旭	旭 保光|晉昌冥安|唐 ;; || ;; 旭 保光|晉昌冥安|唐	旭 保光 晉昌冥安 | Tang Xu 唐旭
6000000074748299860	Q45387485	Tang Zi	2	唐諮	諮 守仁|晉昌冥安|唐 ;; || ;; 諮 守仁|晉昌冥安|唐	諮 守仁 晉昌冥安 | Tang Zi 唐諮
6000000074748305920	Q45455464	Tang Mao	2	唐茂	茂 字興|晉昌冥安|唐 ;; || ;; 茂 字興|晉昌冥安|唐	茂 字興 晉昌冥安 | Tang Mao 唐茂
6000000074748311066	Q45464275	Tang Xuanjing	2	唐玄靜	玄靜|晉昌冥安|唐 ;; || ;; 玄靜|晉昌冥安|唐	玄靜 晉昌冥安 | Tang Xuanjing 唐玄靜
6000000074748312973	Q45457554	Tang Jianke	2	唐劍客	劍客|晉昌冥安|唐 ;; || ;; 劍客|晉昌冥安|唐	劍客 晉昌冥安 | Tang Jianke 唐劍客
6000000074748314878	Q45457365	Tang Renjian	2	唐仁儉	仁儉|晉昌冥安|唐 ;; || ;; 仁儉|晉昌冥安|唐	仁儉 晉昌冥安 | Tang Renjian 唐仁儉
6000000074748315105	Q45419706	Tang Ling	2	唐靈	靈|晉昌冥安|唐 ;; || ;; 靈|晉昌冥安|唐	靈 晉昌冥安 | Tang Ling 唐靈
6000000074748319918	Q45460911	Tang Shizun	2	唐仕遵	仕遵|晉昌冥安|唐 ;; || ;; 仕遵|晉昌冥安|唐	仕遵 晉昌冥安 | Tang Shizun 唐仕遵
6000000074748321010	Q45463452	Tang Zhiji	2	唐智寂	智寂|晉昌冥安|唐 ;; || ;; 智寂|晉昌冥安|唐	智寂 晉昌冥安 | Tang Zhiji 唐智寂
6000000074748323929	Q45464151	Tang Shicai	2	唐世才	世才|晉昌冥安|唐 ;; || ;; 世才|晉昌冥安|唐	世才 晉昌冥安 | Tang Shicai 唐世才
6000000074748328010	Q45463327	Tang Dejun	2	唐德俊	德俊|晉昌冥安|唐 ;; || ;; 德俊|晉昌冥安|唐	德俊 晉昌冥安 | Tang Dejun 唐德俊
6000000074748328040	Q45419715	Tang Shouchen	2	唐守臣	守臣|晉昌冥安|唐 ;; || ;; 守臣|晉昌冥安|唐	守臣 晉昌冥安 | Tang Shouchen 唐守臣
6000000074748329999	Q45463202	Tang Zhijie	2	唐智節	智節|晉昌冥安|唐 ;; || ;; 智節|晉昌冥安|唐	智節 晉昌冥安 | Tang Zhijie 唐智節
6000000074748330913	Q45459963	Tang Shigong	2	唐世恭	世恭|晉昌冥安|唐 ;; || ;; 世恭|晉昌冥安|唐	世恭 晉昌冥安 | Tang Shigong 唐世恭
6000000074748335948	Q45458191	Tang Xuancheng	2	唐玄成	玄成|晉昌冥安|唐 ;; || ;; 玄成|晉昌冥安|唐	玄成 晉昌冥安 | Tang Xuancheng 唐玄成
6000000074748336018	Q45462632	Tang Shiyan	2	唐仕琰	仕琰|晉昌冥安|唐 ;; || ;; 仕琰|晉昌冥安|唐	仕琰 晉昌冥安 | Tang Shiyan 唐仕琰
6000000074748342871	Q45455840	Tang Yi	2	唐毅	毅 仲卿|晉昌冥安|唐 ;; || ;; 毅 仲卿|晉昌冥安|唐	毅 仲卿 晉昌冥安 | Tang Yi 唐毅
6000000074748345933	Q45457619	Tang Wenbiao	2	唐文表	文表|晉昌冥安|唐 ;; || ;; 文表|晉昌冥安|唐	文表 晉昌冥安 | Tang Wenbiao 唐文表
6000000074748352985	Q45465023	Tang Heqi	2	唐和耆	和耆|晉昌冥安|唐 ;; || ;; 和耆|晉昌冥安|唐	和耆 晉昌冥安 | Tang Heqi 唐和耆
6000000074748355914	Q45459328	Tang Wenyu	2	唐文毓	文毓|晉昌冥安|唐 ;; || ;; 文毓|晉昌冥安|唐	文毓 晉昌冥安 | Tang Wenyu 唐文毓
6000000074748355931	Q45460089	Tang Shanxing	2	唐善行	善行|晉昌冥安|唐 ;; || ;; 善行|晉昌冥安|唐	善行 晉昌冥安 | Tang Shanxing 唐善行
6000000074748357861	Q45455905	Tang Shida	2	唐世達	世達|晉昌冥安|唐 ;; || ;; 世達|晉昌冥安|唐	世達 晉昌冥安 | Tang Shida 唐世達
6000000074748358908	Q45462758	Tang Xiaomu	2	唐孝睦	孝睦|晉昌冥安|唐 ;; || ;; 孝睦|晉昌冥安|唐	孝睦 晉昌冥安 | Tang Xiaomu 唐孝睦
6000000074748364894	Q45455526	Tang Wenzu	2	唐文祖	文祖|晉昌冥安|唐 ;; || ;; 文祖|晉昌冥安|唐	文祖 晉昌冥安 | Tang Wenzu 唐文祖
6000000074748364993	Q45465339	Tang Xi	2	唐羲	羲 君明|晉昌冥安|唐 ;; || ;; 羲 君明|晉昌冥安|唐	羲 君明 晉昌冥安 | Tang Xi 唐羲
6000000074748366834	Q45420161	Tang Lun	2	唐輪	輪 文轉|北海中山|唐 ;; || ;; 輪 文轉|北海中山|唐	輪 文轉 北海中山 | Tang Lun 唐輪
6000000074748367891	Q45458127	Tang Ji	2	唐濟	濟|晉昌冥安|唐 ;; || ;; 濟|晉昌冥安|唐	濟 晉昌冥安 | Tang Ji 唐濟
6000000074748373893	Q45459138	Tang Wenlv	2	唐文律	文律|晉昌冥安|唐 ;; || ;; 文律|晉昌冥安|唐	文律 晉昌冥安 | Tang Wenlü 唐文律
6000000074748380899	Q45463897	Tang Rilun	2	唐日輪	日輪|晉昌冥安|唐 ;; || ;; 日輪|晉昌冥安|唐	日輪 晉昌冥安 | Tang Rilun 唐日輪
6000000074748386875	Q45456980	Tang Wenhao	2	唐文豪	文豪|晉昌冥安|唐 ;; || ;; 文豪|晉昌冥安|唐	文豪 晉昌冥安 | Tang Wenhao 唐文豪
6000000074748391941	Q45461226	Tang Yancheng	2	唐延澄	延澄|晉昌冥安|唐 ;; || ;; 延澄|晉昌冥安|唐	延澄 晉昌冥安 | Tang Yancheng 唐延澄
6000000074748391958	Q45462693	Tang Xiaogan	2	唐孝感	孝感|晉昌冥安|唐 ;; || ;; 孝感|晉昌冥安|唐	孝感 晉昌冥安 | Tang Xiaogan 唐孝感
6000000074748392927	Q45461710	Tang Taili	2	唐太力	太力|萊州膠水|唐 ;; || ;; 太力|萊州膠水|唐	太力 萊州膠水 | Tang Taili 唐太力
6000000074748399943	Q45460154	Tang Shanyan	2	唐善言	善言|晉昌冥安|唐 ;; || ;; 善言|晉昌冥安|唐	善言 晉昌冥安 | Tang Shanyan 唐善言
6000000074748408874	Q45459013	Tang Wenzhe	2	唐文哲	文哲|晉昌冥安|唐 ;; || ;; 文哲|晉昌冥安|唐	文哲 晉昌冥安 | Tang Wenzhe 唐文哲
