geni_id	relation	other	verdict	other_in_post_merge
6000000001933217256	parents	6000000001933159603	would be dropped	no
6000000001933522209	parents	6000000001933164961	would be dropped	no
6000000001933558120	parents	6000000001933536385	would be dropped	no
6000000001934131388	parents	6000000001934171128	would be dropped	no
6000000001945488970	parents	6000000001945889014	would be dropped	no
6000000001945627791	parents	6000000001945835109	would be dropped	no
6000000001945627791	parents	6000000001945870277	would be dropped	no
6000000001949815010	spouses	6000000003214433321	would be dropped	no
6000000001949840110	spouses	6000000003224149286	would be dropped	no
6000000001949840110	children	6000000003213987430	would be dropped	no
6000000001949840110	children	6000000003224149442	would be dropped	yes
6000000001949840110	children	6000000003224215744	would be dropped	no
6000000001949911641	spouses	6000000003214423223	would be dropped	no
6000000001949961073	spouses	6000000001950244067	would be dropped	no
6000000001949961073	children	6000000001949911727	would be dropped	no
6000000001950120775	children	6000000001950307386	would be dropped	no
6000000001950120775	children	6000000002621093610	would be dropped	no
6000000001950141295	spouses	6000000001950215176	would be dropped	no
6000000001950141295	spouses	6000000007045260075	would be dropped	no
6000000001950662096	spouses	6000000004326721154	would be dropped	no
6000000001950662096	children	6000000002764523759	would be dropped	no
6000000001950821035	parents	6000000008024417444	would be dropped	no
6000000001952033675	parents	6000000007324881235	would be dropped	no
6000000001952033675	parents	6000000007324895301	would be dropped	no
6000000001952071291	parents	6000000001951984663	would be dropped	no
6000000001952071291	parents	6000000001952021595	would be dropped	no
6000000001952071291	spouses	6000000002886137798	would be dropped	no
6000000001952071291	children	6000000001952129341	would be dropped	no
6000000001952077558	parents	6000000001952108006	would be dropped	no
6000000001952077558	parents	6000000007325071211	would be dropped	no
6000000001952077558	spouses	6000000009163723923	would be dropped	no
6000000001952127032	parents	6000000001752665613	would be dropped	no
6000000001952127032	parents	6000000011631467912	would be dropped	no
6000000001957747803	parents	6000000001906667883	would be dropped	no
6000000001957850310	children	6000000009301308883	would be dropped	no
6000000001957942069	parents	6000000001957785306	would be dropped	no
6000000001964483531	children	6000000001964377486	would be dropped	no
6000000001973822293	children	6000000001973714492	would be dropped	no
6000000001976993982	children	6000000002668079067	would be dropped	no
6000000001977331557	parents	6000000012054664149	would be dropped	yes
6000000001977445676	parents	6000000001977700019	would be dropped	no
6000000001977671479	children	6000000001952102881	would be dropped	no
6000000001978480232	children	6000000001978504826	would be dropped	no
6000000001978851051	parents	6000000001762012397	would be dropped	no
6000000001978851051	parents	6000000001762032228	would be dropped	no
6000000001978851051	spouses	6000000008883181866	would be dropped	no
6000000001978851051	children	6000000002645644226	would be dropped	no
6000000001984936088	parents	6000000001985038622	would be dropped	no
6000000001984936088	parents	6000000009815894393	would be dropped	no
6000000001984950031	spouses	6000000003079706680	would be dropped	no
6000000001984950031	children	6000000008727424951	would be dropped	no
6000000001984989082	spouses	6000000001985007575	would be dropped	no
6000000001984989082	children	6000000002239258895	would be dropped	no
6000000001984989082	children	6000000009218317667	would be dropped	no
6000000001984989082	children	6000000009545659837	would be dropped	no
6000000001984989082	children	6000000009611562045	would be dropped	no
6000000001985107443	spouses	6000000001984921766	would be dropped	no
6000000001985107443	spouses	6000000004100277812	would be dropped	no
6000000001985107443	children	6000000001985038622	would be dropped	no
6000000001985107443	children	6000000012619445188	would be dropped	no
6000000001985642297	spouses	6000000001985641512	would be dropped	no
6000000001985642297	children	6000000002231024924	would be dropped	no
6000000001985642297	children	6000000002268450485	would be dropped	no
6000000001985642297	children	6000000002268485229	would be dropped	no
6000000001985642297	children	6000000002268535087	would be dropped	no
6000000001985642297	children	6000000003223968999	would be dropped	no
6000000001985718201	parents	6000000001807296109	would be dropped	no
6000000001985718201	parents	6000000001985713343	would be dropped	no
6000000001985718201	children	6000000002243652119	would be dropped	no
6000000001985718201	children	6000000002268881088	would be dropped	no
6000000001987640005	spouses	6000000002580558222	would be dropped	no
6000000001987882990	parents	6000000001987978055	would be dropped	no
6000000001987936250	parents	6000000133682747866	would be dropped	no
6000000001988011919	parents	6000000008333004583	would be dropped	no
6000000001988011919	parents	6000000008333063281	would be dropped	no
6000000001988328297	parents	6000000001760991350	would be dropped	no
6000000001988328297	parents	6000000001978187519	would be dropped	no
6000000001988351116	parents	6000000001988348207	would be dropped	no
6000000001988351116	parents	6000000007107034445	would be dropped	no
6000000001991647330	children	6000000001991369925	would be dropped	no
6000000001991647330	children	6000000001991511517	would be dropped	no
6000000001991647330	children	6000000001991626336	would be dropped	no
6000000001996645816	parents	6000000001996658367	would be dropped	no
6000000001996656284	parents	6000000001996588611	would be dropped	no
6000000001996656284	parents	6000000001996662792	would be dropped	no
6000000001996671400	spouses	6000000001996386660	would be dropped	no
6000000001996731504	parents	6000000009545842372	would be dropped	no
6000000001997660162	spouses	6000000002193854895	would be dropped	no
6000000001997660162	children	6000000001997598708	would be dropped	no
6000000001997660162	children	6000000002279244042	would be dropped	no
6000000001997829791	parents	6000000001997881643	would be dropped	no
6000000001997829791	parents	6000000007300651801	would be dropped	no
6000000001997860124	spouses	6000000007100079294	would be dropped	no
6000000001997860124	children	6000000001997656774	would be dropped	no
6000000001997891264	spouses	6000000001997951077	would be dropped	no
6000000001997891264	children	6000000001997891311	would be dropped	no
6000000001997891264	children	6000000007034938687	would be dropped	no
6000000001997891264	children	6000000007035249120	would be dropped	no
6000000001997893685	children	6000000007017953190	would be dropped	no
6000000001997979473	spouses	6000000007017585446	would be dropped	no
6000000001997979473	children	6000000007018022024	would be dropped	no
6000000001998042210	parents	6000000001749763132	would be dropped	no
6000000001998042210	parents	6000000001749841641	would be dropped	no
6000000001998592645	parents	6000000001749820467	would be dropped	no
6000000001998592645	parents	6000000001998758539	would be dropped	no
6000000001998720459	spouses	6000000001998716259	would be dropped	no
6000000001998720459	children	6000000002224441096	would be dropped	no
6000000001998720459	children	6000000008331851181	would be dropped	no
6000000001999027181	children	6000000001998909980	would be dropped	no
6000000001999508221	children	6000000001999422157	would be dropped	no
6000000002005838583	children	6000000012030566294	would be dropped	no
6000000002011848271	children	6000000002934180406	would be dropped	no
6000000002106146504	parents	6000000007159259859	would be dropped	no
6000000002106146504	parents	6000000007166533573	would be dropped	no
6000000002106146504	spouses	6000000003645870747	would be dropped	no
6000000002119510494	spouses	337583936630006109	would be dropped	no
6000000002119510494	spouses	6000000000424693532	would be dropped	no
6000000002119510494	children	6000000006802480707	would be dropped	no
6000000002122805101	parents	6000000025469321773	would be dropped	no
6000000002122939880	spouses	6000000002188327715	would be dropped	no
6000000002122939880	children	6000000006791430029	would be dropped	no
6000000002125681715	spouses	6000000007135728895	would be dropped	no
6000000002125681715	spouses	6000000007136275233	would be dropped	no
6000000002125681715	children	6000000007135923626	would be dropped	no
6000000002125681715	children	6000000007135978875	would be dropped	no
6000000002125681715	children	6000000007136176359	would be dropped	no
6000000002125681715	children	6000000007136270213	would be dropped	no
6000000002125843673	children	6000000007135992615	would be dropped	no
6000000002125954147	parents	6000000002864470916	would be dropped	no
6000000002151830120	spouses	6000000008630735902	would be dropped	no
6000000002151830120	spouses	6000000008726419888	would be dropped	no
6000000002151830120	children	6000000000315666372	would be dropped	no
6000000002151830120	children	6000000003493225000	would be dropped	no
6000000002151830120	children	6000000003796290520	would be dropped	no
6000000002157854534	children	6000000001772199829	would be dropped	no
6000000002160139102	children	6000000002160119005	would be dropped	no
6000000002176112878	parents	6000000002176119350	would be dropped	no
6000000002176145727	parents	6000000002176262406	would be dropped	no
6000000002182090290	children	6000000002182426302	would be dropped	no
6000000002182090290	children	6000000002182456940	would be dropped	no
6000000002182090290	children	6000000002182465339	would be dropped	no
6000000002182090290	children	6000000002182526199	would be dropped	no
6000000002182410554	spouses	6000000001809555114	would be dropped	yes
6000000002182410554	children	6000000002182721025	would be dropped	no
6000000002182699955	children	6000000002182805500	would be dropped	no
6000000002186144084	spouses	6000000033891301792	would be dropped	no
6000000002186144084	children	6000000009173039728	would be dropped	no
6000000002187600052	parents	6000000002187600071	would be dropped	no
6000000002187600063	parents	6000000017805788558	would be dropped	no
6000000002187622953	parents	6000000006101423210	would be dropped	no
6000000002187622953	parents	6000000041072313048	would be dropped	no
6000000002187699688	spouses	6000000001473297091	would be dropped	no
6000000002187699688	children	6000000000316744035	would be dropped	yes
6000000002187712904	parents	6000000002187712943	would be dropped	no
6000000002187712904	parents	6000000012697564952	would be dropped	no
6000000002187718440	spouses	6000000010132749327	would be dropped	no
6000000002187718755	parents	6000000002187718774	would be dropped	no
6000000002187718755	parents	6000000041076073460	would be dropped	no
6000000002187720019	parents	6000000002837440375	would be dropped	no
6000000002187720019	parents	6000000003645882963	would be dropped	no
6000000002188060995	spouses	6000000002188083542	would be dropped	no
6000000002188060995	children	6000000002188347037	would be dropped	no
6000000002188198315	parents	6000000063686672201	would be dropped	no
6000000002188234668	children	6000000002188175658	would be dropped	no
6000000002188266219	parents	6000000002188173518	would be dropped	no
6000000002188289146	parents	6000000002188289154	would be dropped	no
6000000002188289146	parents	6000000002188289159	would be dropped	no
6000000002188289146	parents	6000000012691447665	would be dropped	no
6000000002188289146	parents	6000000032668355208	would be dropped	no
6000000002188289146	parents	6000000041178118628	would be dropped	no
6000000002188289146	children	6000000005957559109	would be dropped	yes
6000000002188289164	parents	6000000002188289169	would be dropped	no
6000000002188289164	parents	6000000003645870484	would be dropped	no
6000000002188294591	spouses	6000000002188294599	would be dropped	no
6000000002188294591	children	6000000205200827852	would be dropped	no
6000000002188294899	spouses	6000000002188294907	would be dropped	no
6000000002188294899	children	6000000002188294884	would be dropped	no
6000000002188642441	parents	6000000002188580253	would be dropped	no
6000000002188771046	parents	6000000002188580253	would be dropped	no
6000000002188982281	parents	6000000002189074772	would be dropped	yes
6000000002189062356	parents	6000000002394871137	would be dropped	no
6000000002189062356	parents	6000000086357431850	would be dropped	no
6000000002189074772	children	6000000002188982281	would be dropped	yes
6000000002189113199	parents	6000000001931204109	would be dropped	no
6000000002189113199	parents	6000000001931282107	would be dropped	yes
6000000002189209042	spouses	6000000002189191133	would be dropped	no
6000000002189209042	children	6000000009319922078	would be dropped	no
6000000002189209042	children	6000000009320192404	would be dropped	no
6000000002190093878	parents	6000000002862343467	would be dropped	no
6000000002190142081	parents	6000000001908902152	would be dropped	no
6000000002190179084	parents	6000000008652935068	would be dropped	no
6000000002190212049	parents	6000000002190258046	would be dropped	no
6000000002190287058	parents	6000000002190268125	would be dropped	no
6000000002190454436	parents	6000000002910833249	would be dropped	no
6000000002190598010	parents	6000000002911920805	would be dropped	no
6000000002190613435	parents	6000000002190774525	would be dropped	no
6000000002191738396	spouses	6000000002932766826	would be dropped	no
6000000002191738396	children	6000000006913093255	would be dropped	no
6000000002194273078	parents	6000000003212278251	would be dropped	no
6000000002201510149	parents	6000000002982439566	would be dropped	no
6000000002201510149	parents	6000000002982529116	would be dropped	no
6000000002202258451	children	6000000002202011824	would be dropped	no
6000000002203960891	spouses	6000000002204041453	would be dropped	no
6000000002203960891	children	6000000002204129489	would be dropped	no
6000000002204170256	spouses	6000000002204202283	would be dropped	no
6000000002204170256	children	6000000002204242094	would be dropped	no
6000000002204170256	children	6000000002211284091	would be dropped	no
6000000002204170256	children	6000000002211292089	would be dropped	no
6000000002204280559	spouses	6000000002204333011	would be dropped	no
6000000002204655080	parents	6000000002204416542	would be dropped	no
6000000002204655080	parents	6000000002204430381	would be dropped	no
6000000002204655080	spouses	6000000002646607592	would be dropped	no
6000000002204655080	children	6000000004110195956	would be dropped	no
6000000002204655080	children	6000000004110216400	would be dropped	yes
6000000002210242584	spouses	6000000002211137712	would be dropped	no
6000000002210242584	children	6000000003226248235	would be dropped	no
6000000002210328288	spouses	6000000004083669277	would be dropped	no
6000000002210328288	spouses	6000000007838327475	would be dropped	no
6000000002210328288	children	6000000007838251410	would be dropped	no
6000000002210412131	spouses	6000000002210210308	would be dropped	no
6000000002211223586	spouses	6000000002211292089	would be dropped	no
6000000002211234374	spouses	6000000002381877452	would be dropped	no
6000000002211350023	parents	6000000002211204462	would be dropped	no
6000000002211350023	parents	6000000002211292089	would be dropped	no
6000000002211650968	parents	6000000002211676677	would be dropped	no
6000000002211650968	parents	6000000002211746542	would be dropped	no
6000000002211936213	parents	6000000002211361681	would be dropped	no
6000000002211936213	parents	6000000002211839210	would be dropped	no
6000000002211997941	spouses	6000000002211997851	would be dropped	no
6000000002212003020	parents	6000000002211746572	would be dropped	no
6000000002212003020	parents	6000000002211941462	would be dropped	no
6000000002212064348	spouses	6000000002957632250	would be dropped	no
6000000002212064348	children	6000000002959136541	would be dropped	no
6000000002212119234	spouses	6000000004585534828	would be dropped	no
6000000002213732402	spouses	6000000002957302461	would be dropped	no
6000000002213732402	children	6000000002213467981	would be dropped	no
6000000002213749714	spouses	6000000002213924217	would be dropped	no
6000000002213749714	children	6000000002213792081	would be dropped	no
6000000002213765130	parents	6000000002213792081	would be dropped	no
6000000002213863402	parents	6000000002213993362	would be dropped	no
6000000002215910870	spouses	6000000002215910533	would be dropped	no
6000000002215910870	spouses	6000000006419665999	would be dropped	no
6000000002215910870	children	6000000002215910883	would be dropped	no
6000000002215910870	children	6000000006991246155	would be dropped	no
6000000002224454605	parents	6000000001988897238	would be dropped	no
6000000002224454605	parents	6000000002646651514	would be dropped	no
6000000002230244668	spouses	6000000002230370003	would be dropped	no
6000000002230306357	parents	6000000002230201707	would be dropped	no
6000000002230306357	parents	6000000002230217635	would be dropped	no
6000000002230371742	parents	6000000001976087150	would be dropped	no
6000000002230371742	parents	6000000002230476070	would be dropped	no
6000000002230401592	spouses	6000000002230433647	would be dropped	no
6000000002230401592	children	6000000002970904183	would be dropped	no
6000000002230401592	children	6000000009509103286	would be dropped	no
6000000002230407372	spouses	6000000002230373298	would be dropped	no
6000000002230407372	spouses	6000000002230426343	would be dropped	no
6000000002230436327	parents	6000000001751700196	would be dropped	no
6000000002230506236	spouses	6000000012597216267	would be dropped	no
6000000002230506236	children	6000000001761926923	would be dropped	no
6000000002230506236	children	6000000002230536495	would be dropped	no
6000000002230506236	children	6000000012602228037	would be dropped	no
6000000002231018816	parents	6000000001774375640	would be dropped	no
6000000002231018816	parents	6000000001885953681	would be dropped	no
6000000002231069857	spouses	6000000002231022550	would be dropped	no
6000000002231069857	children	6000000002231182425	would be dropped	no
6000000002231069857	children	6000000002643410506	would be dropped	no
6000000002231250214	parents	6000000001886017464	would be dropped	no
6000000002231250214	parents	6000000002230805148	would be dropped	no
6000000002231287594	parents	6000000002231241832	would be dropped	no
6000000002231287594	parents	6000000002240776631	would be dropped	no
6000000002231464762	parents	6000000002230470711	would be dropped	no
6000000002231464762	parents	6000000002231445169	would be dropped	no
6000000002231464762	spouses	6000000002241752028	would be dropped	no
6000000002231464762	children	6000000002241507972	would be dropped	no
6000000002231464762	children	6000000002241744479	would be dropped	no
6000000002231972495	parents	6000000001773367026	would be dropped	yes
6000000002231972495	parents	6000000002581143986	would be dropped	no
6000000002232365764	parents	6000000002232706479	would be dropped	no
6000000002232365764	parents	6000000002232925571	would be dropped	no
6000000002238999519	parents	6000000002239152670	would be dropped	no
6000000002239261516	parents	6000000002239416756	would be dropped	no
6000000002239261516	parents	6000000002357034064	would be dropped	no
6000000002239460352	parents	6000000002356922444	would be dropped	no
6000000002239460352	parents	6000000002458582236	would be dropped	no
6000000002239679082	parents	6000000008291640485	would be dropped	no
6000000002239679082	parents	6000000208950828850	would be dropped	no
6000000002240020004	spouses	6000000002239815553	would be dropped	no
6000000002240020004	children	6000000002239878220	would be dropped	no
6000000002240020004	children	6000000002240013158	would be dropped	no
6000000002240020004	children	6000000002643549486	would be dropped	no
6000000002240020004	children	6000000004110456422	would be dropped	no
6000000002240199572	spouses	6000000002240269512	would be dropped	no
6000000002240199572	children	6000000002240178658	would be dropped	no
6000000002240199572	children	6000000002240300584	would be dropped	no
6000000002240199572	children	6000000002240356173	would be dropped	no
6000000002240199572	children	6000000002240363199	would be dropped	no
6000000002240199572	children	6000000002240375124	would be dropped	no
6000000002240199572	children	6000000002240389153	would be dropped	no
6000000002240199572	children	6000000003256315183	would be dropped	no
6000000002240389635	parents	6000000002240525211	would be dropped	no
6000000002240512349	parents	6000000002240382444	would be dropped	no
6000000002241550273	parents	6000000002241425349	would be dropped	no
6000000002241550273	parents	6000000002241585066	would be dropped	no
6000000002241550273	spouses	6000000002241581214	would be dropped	no
6000000002241624581	spouses	6000000002204577390	would be dropped	no
6000000002241638434	parents	6000000001751700196	would be dropped	no
6000000002241638434	parents	6000000001752001330	would be dropped	no
6000000002241638434	spouses	6000000002241507972	would be dropped	no
6000000002241638434	spouses	6000000002483813226	would be dropped	no
6000000002241638434	spouses	6000000009508355786	would be dropped	no
6000000002241638434	children	6000000008261586510	would be dropped	no
6000000002241638434	children	6000000009508417585	would be dropped	no
6000000002241639331	spouses	6000000002267733615	would be dropped	no
6000000002241639331	children	6000000002241506611	would be dropped	no
6000000002241639331	children	6000000002266401930	would be dropped	no
6000000002241639331	children	6000000002267817765	would be dropped	no
6000000002241648156	parents	6000000001749006154	would be dropped	no
6000000002241648156	parents	6000000001749027060	would be dropped	no
6000000002241741445	parents	6000000001751620412	would be dropped	no
6000000002241741445	parents	6000000001808703724	would be dropped	no
6000000002241746394	parents	6000000002493357421	would be dropped	no
6000000002241746394	parents	6000000012619948812	would be dropped	no
6000000002242088291	spouses	6000000002242558018	would be dropped	yes
6000000002242088291	children	6000000002242088106	would be dropped	no
6000000002242134035	children	6000000002242095137	would be dropped	no
6000000002242558018	spouses	6000000002242088291	would be dropped	yes
6000000002242558018	children	6000000002242088106	would be dropped	no
6000000002243336183	parents	6000000001997573982	would be dropped	no
6000000002243336183	parents	6000000002243360253	would be dropped	no
6000000002243338919	spouses	6000000002243600290	would be dropped	no
6000000002243338919	children	6000000211692993829	would be dropped	no
6000000002243387395	spouses	6000000002660286940	would be dropped	no
6000000002243531307	spouses	6000000002243474537	would be dropped	no
6000000002243531307	children	6000000002268390945	would be dropped	no
6000000002243609148	parents	6000000001748986576	would be dropped	no
6000000002243609148	parents	6000000001749202058	would be dropped	no
6000000002266224688	spouses	6000000002335320708	would be dropped	no
6000000002266224688	children	6000000002266301458	would be dropped	no
6000000002266224688	children	6000000002266814233	would be dropped	no
6000000002266300490	spouses	6000000002266335621	would be dropped	no
6000000002266300490	children	6000000004133015063	would be dropped	no
6000000002266707311	parents	6000000001771690350	would be dropped	yes
6000000002267773255	spouses	6000000002267711794	would be dropped	no
6000000002268377699	spouses	6000000002268450485	would be dropped	no
6000000002268377699	children	6000000003176756249	would be dropped	no
6000000002268405326	spouses	6000000002268485229	would be dropped	no
6000000002268405326	children	6000000002268485478	would be dropped	yes
6000000002268405326	children	6000000002268486049	would be dropped	no
6000000002268405326	children	6000000002268500583	would be dropped	no
6000000002268405326	children	6000000007205095261	would be dropped	no
6000000002268485478	parents	6000000002268405326	would be dropped	yes
6000000002268485478	parents	6000000002268485229	would be dropped	no
6000000002269003681	parents	6000000002268973958	would be dropped	no
6000000002269003681	parents	6000000002393155303	would be dropped	no
6000000002269129021	parents	6000000002269116306	would be dropped	no
6000000002270760208	spouses	6000000007340013726	would be dropped	no
6000000002270760208	children	6000000007340090086	would be dropped	no
6000000002270760208	children	6000000007340423349	would be dropped	no
6000000002271499486	spouses	6000000002271441227	would be dropped	no
6000000002271499486	spouses	6000000002482708275	would be dropped	no
6000000002271499486	children	6000000002482689383	would be dropped	yes
6000000002271499486	children	6000000003080288468	would be dropped	no
6000000002271499486	children	6000000003091071554	would be dropped	no
6000000002271499486	children	6000000003091113994	would be dropped	no
6000000002271499486	children	6000000003091128500	would be dropped	no
6000000002271499486	children	6000000003091172121	would be dropped	no
6000000002271499486	children	6000000003091600640	would be dropped	no
6000000002271499486	children	6000000003245640265	would be dropped	yes
6000000002278794253	parents	6000000001774268453	would be dropped	yes
6000000002278794253	parents	6000000001906756060	would be dropped	no
6000000002278888556	parents	6000000002278888588	would be dropped	no
6000000002278888556	parents	6000000002278985734	would be dropped	no
6000000002279054340	spouses	6000000002279169370	would be dropped	yes
6000000002279054340	spouses	6000000002279244042	would be dropped	no
6000000002279054340	children	6000000004089817380	would be dropped	no
6000000002279054340	children	6000000008554473589	would be dropped	no
6000000002279169370	spouses	6000000002279054340	would be dropped	yes
6000000002279169370	children	6000000004089817380	would be dropped	no
6000000002279169370	children	6000000008554473589	would be dropped	no
6000000002279199180	spouses	6000000002279201666	would be dropped	no
6000000002279199180	children	6000000008672647152	would be dropped	no
6000000002279199180	children	6000000008709781913	would be dropped	no
6000000002279199180	children	6000000009371173054	would be dropped	no
6000000002279199180	children	6000000009611735148	would be dropped	no
6000000002279199180	children	6000000009812141396	would be dropped	no
6000000002280986580	spouses	6000000002281056503	would be dropped	no
6000000002280986580	children	6000000003068491913	would be dropped	no
6000000002280986580	children	6000000009314279110	would be dropped	no
6000000002281059464	spouses	6000000002280906536	would be dropped	no
6000000002281059464	children	6000000009346091639	would be dropped	no
6000000002297206933	parents	6000000002297442357	would be dropped	no
6000000002297206933	parents	6000000002297499625	would be dropped	no
6000000002297448275	parents	6000000002297397220	would be dropped	no
6000000002297448275	parents	6000000002297560128	would be dropped	yes
6000000002297560128	spouses	6000000002297397220	would be dropped	no
6000000002297560128	children	6000000002297272000	would be dropped	no
6000000002297560128	children	6000000002297448275	would be dropped	yes
6000000002316311912	parents	6000000002316288694	would be dropped	no
6000000002316438080	parents	6000000002316280869	would be dropped	no
6000000002316627098	parents	6000000002316638232	would be dropped	no
6000000002316641955	spouses	6000000002316750568	would be dropped	yes
6000000002316641955	children	6000000002316638232	would be dropped	no
6000000002316750568	spouses	6000000002316641955	would be dropped	yes
6000000002316750568	children	6000000002316638232	would be dropped	no
6000000002317069615	spouses	6000000007155744629	would be dropped	no
6000000002317069615	children	6000000001758376766	would be dropped	no
6000000002317069615	children	6000000009163723923	would be dropped	no
6000000002317071041	spouses	6000000001758502952	would be dropped	no
6000000002317071041	children	6000000002958970093	would be dropped	no
6000000002329870198	children	6000000006712214665	would be dropped	no
6000000002329870198	children	6000000156408495848	would be dropped	no
6000000002335169692	spouses	6000000002335409205	would be dropped	no
6000000002344138392	spouses	6000000002266965023	would be dropped	no
6000000002344815068	parents	6000000002344479564	would be dropped	no
6000000002344815068	parents	6000000002344937027	would be dropped	no
6000000002361917144	spouses	6000000002361917155	would be dropped	no
6000000002361917144	spouses	6000000006246231244	would be dropped	no
6000000002361917144	children	6000000002361943004	would be dropped	no
6000000002361917144	children	6000000002361943009	would be dropped	no
6000000002361917144	children	6000000002361943014	would be dropped	no
6000000002361917144	children	6000000004022703992	would be dropped	no
6000000002361917144	children	6000000011637005692	would be dropped	no
6000000002369462015	spouses	6000000002371895095	would be dropped	no
6000000002369462015	spouses	6000000004300380016	would be dropped	no
6000000002369462015	spouses	6000000008104916809	would be dropped	no
6000000002369462015	children	6000000002371725896	would be dropped	no
6000000002369462015	children	6000000002371758494	would be dropped	no
6000000002369462015	children	6000000002371764379	would be dropped	no
6000000002369462015	children	6000000002371794421	would be dropped	no
6000000002369462015	children	6000000002371819517	would be dropped	no
6000000002369462015	children	6000000002371819527	would be dropped	no
6000000002369462015	children	6000000002371843565	would be dropped	no
6000000002369462015	children	6000000002371863291	would be dropped	no
6000000002369462015	children	6000000002371864250	would be dropped	no
6000000002369462015	children	6000000004300278785	would be dropped	no
6000000002369554426	parents	6000000002369656089	would be dropped	no
6000000002381773113	spouses	6000000007146620511	would be dropped	no
6000000002381773113	spouses	6000000007146681607	would be dropped	no
6000000002381773113	children	6000000007026541031	would be dropped	no
6000000002382102986	spouses	6000000007116754350	would be dropped	no
6000000002382102986	children	6000000002380882612	would be dropped	no
6000000002382102986	children	6000000006965273001	would be dropped	no
6000000002401731700	children	6000000002401680773	would be dropped	no
6000000002401740458	parents	6000000002401782472	would be dropped	no
6000000002401740458	parents	6000000002401807209	would be dropped	no
6000000002402008160	spouses	6000000002402049461	would be dropped	no
6000000002402008160	children	6000000002494327365	would be dropped	no
6000000002402008160	children	6000000002690217876	would be dropped	no
6000000002402008160	children	6000000007090683210	would be dropped	no
6000000002402025461	parents	6000000001809269420	would be dropped	no
6000000002402025461	parents	6000000002402172325	would be dropped	no
6000000002402118221	parents	6000000001748691943	would be dropped	no
6000000002402118221	spouses	6000000002401879619	would be dropped	no
6000000002402118221	spouses	6000000002521761848	would be dropped	no
6000000002402118221	children	6000000002683544588	would be dropped	no
6000000002402118221	children	6000000002683613070	would be dropped	no
6000000002414235244	children	6000000002414201129	would be dropped	no
6000000002414306735	parents	6000000001986264461	would be dropped	no
6000000002414732208	spouses	6000000002414684672	would be dropped	no
6000000002414732208	children	6000000002414705137	would be dropped	no
6000000002414732208	children	6000000002414758193	would be dropped	no
6000000002415085351	spouses	6000000001931182278	would be dropped	no
6000000002415085351	children	6000000001914041294	would be dropped	no
6000000002415869052	parents	6000000002415727840	would be dropped	no
6000000002415947302	spouses	6000000002189165912	would be dropped	no
6000000002415947302	children	6000000002440620395	would be dropped	yes
6000000002415947302	children	6000000004312179795	would be dropped	yes
6000000002416467063	parents	6000000004319908427	would be dropped	yes
6000000002417281817	parents	6000000002417834107	would be dropped	no
6000000002417332468	parents	6000000002417672877	would be dropped	no
6000000002417483273	parents	6000000002417641187	would be dropped	no
6000000002417724861	parents	6000000002417286251	would be dropped	no
6000000002418742651	parents	6000000002167591227	would be dropped	no
6000000002420197205	parents	6000000002431821665	would be dropped	no
6000000002431546793	children	6000000002432275023	would be dropped	no
6000000002431926223	parents	6000000002432079001	would be dropped	no
6000000002440584471	parents	6000000002440498867	would be dropped	no
6000000002440587238	parents	6000000002440620395	would be dropped	yes
6000000002440620395	parents	6000000002189165912	would be dropped	no
6000000002440620395	parents	6000000002415947302	would be dropped	yes
6000000002440620395	children	6000000002189276474	would be dropped	no
6000000002440620395	children	6000000002440587238	would be dropped	yes
6000000002440620395	children	6000000004299218001	would be dropped	yes
6000000002440811939	parents	6000000002441103217	would be dropped	no
6000000002440965036	parents	6000000002851013508	would be dropped	no
6000000002442754030	parents	6000000002442558626	would be dropped	no
6000000002445675707	children	6000000002445466486	would be dropped	no
6000000002455073323	children	6000000002764736311	would be dropped	no
6000000002455073323	children	6000000002764736316	would be dropped	no
6000000002455073323	children	6000000002764736322	would be dropped	no
6000000002455073323	children	6000000002764817031	would be dropped	no
6000000002456042982	children	6000000002394033070	would be dropped	no
6000000002456958330	children	6000000002457039204	would be dropped	no
6000000002470000430	parents	6000000001765864351	would be dropped	yes
6000000002470004111	parents	6000000002470062004	would be dropped	no
6000000002470055175	parents	6000000002470732076	would be dropped	no
6000000002470055175	parents	6000000002471024008	would be dropped	no
6000000002470440733	parents	6000000008261497747	would be dropped	no
6000000002471126634	children	6000000002471027843	would be dropped	no
6000000002471126634	children	6000000002471329350	would be dropped	no
6000000002474520142	parents	6000000002934051248	would be dropped	no
6000000002482676077	spouses	6000000002482708138	would be dropped	no
6000000002482676077	children	6000000002482623706	would be dropped	no
6000000002482676077	children	6000000002482699063	would be dropped	no
6000000002482676077	children	6000000007026205073	would be dropped	no
6000000002482689383	parents	6000000002271499486	would be dropped	yes
6000000002482689383	parents	6000000002482708275	would be dropped	no
6000000002482762084	parents	6000000002230327176	would be dropped	no
6000000002482762084	parents	6000000004102802786	would be dropped	yes
6000000002482847364	parents	6000000002204126708	would be dropped	no
6000000002483027026	parents	6000000002483183211	would be dropped	no
6000000002483027026	parents	6000000211159428867	would be dropped	no
6000000002485052552	spouses	6000000002485486409	would be dropped	no
6000000002485189439	spouses	6000000009093703610	would be dropped	no
6000000002485189439	children	6000000009093395819	would be dropped	no
6000000002485728436	children	6000000002485752138	would be dropped	no
6000000002492145984	parents	6000000002492188256	would be dropped	no
6000000002492145984	parents	6000000002492208466	would be dropped	no
6000000002492834246	parents	6000000001752114117	would be dropped	yes
