sha,category,bytes,copies,example_path
7bc57f26d707b4dc020b0f255716e0809205ba9c,Facebook like-button frame,30128,1,paths_for_wikidata_isolates/Geni - Charles Frankel (1917-1979)- Bedford Hills_files/like.html
91ef7546d87baa6749fc43a16c755d806c728e23,Facebook like-button frame,30128,1,paths_for_wikidata_isolates/Geni - Giulio Prosperetti_files/like.html
9e1893796ef9f16355cbb69636874f082de6b16b,Facebook like-button frame,30128,1,paths_for_wikidata_isolates/Geni - Adriano di Tuscolo (b. - 885)- San Cesario sul Panaro_files/like.html
a4e638b69c02bbaffa25be3113f9b82acc22c7ca,Facebook like-button frame,30128,1,paths_for_wikidata_isolates/Geni - Professor Axel Thue (1863-1922)- Oslo_files/like.html
b4ceb944123a5f3095eee836718e3ef5e1f7949c,Facebook like-button frame,30128,1,paths_for_wikidata_isolates/Geni - Samson Eitrheim (1872-1966)- Oslo_files/like.html
0047f5afd3d5a62fdb5c58fca9c9a97f399fd129,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Rinaldo di Jenne dei Conti di Segni (c.1199-1261)- Viterbo_files/like.html
1d3f05974dc8dafd564e2b045c112c15b18f2eaa,Facebook like-button frame,30127,1,"paths_for_wikidata_isolates/Geni - Sinibaldo Fieschi, Pope Innocent IV (c.1195-1254)- Naples_files/like.html"
2362f3ada5536e57e834e4e12eb98c31eaf5c426,Facebook like-button frame,30127,1,"paths_for_wikidata_isolates/Geni - Guy de Bourgogne, Pope Callixtus II (1052-1124)_files/like.html"
27ddb043534e0fd9747c01725a51547fb9ef1aab,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Hubert Utterback (1880-1942)_files/like.html
4ca489916906be1b1ba3e3a64deee2920c8ec763,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Niccolò Sfondrati (1535-1591)- Rome_files/like.html
4eeec2514722599f342f3e9b0ab1b948d8c59abb,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Hans Brøchner (1820-1875)_files/like.html
617249a63bb6d989f8d92a47775c5bd489bedf69,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Georg Henrik von Wright (1916-2003)- Helsinki_files/like.html
7a95a719d267220ea5b34c323566527910aa0817,Facebook like-button frame,30127,1,"paths_for_wikidata_isolates/Geni - Pietro Tomacelli, _Perrino_ (1356-1404)- Rome_files/like.html"
7da88cac7eedf0bfc32a79e6c8b3b297a35d6fd0,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Hans Henrik Fattenborg (1769-1849)- Kaarina_files/like.html
8e18bb5eff6ba191ea38bee22e8672990c4e716e,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Gottlob Friedrich Lipps (1865-1931)- Zürich_files/like.html
a32a8bee4d4449f13c4293844acd0d7e8a6ceeac,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Giovanni Gaetano Orsini (1215-1280)- Viterbo_files/like.html
a47430deab8a528059a90f00f5fd209f48720b57,Facebook like-button frame,30127,1,"paths_for_wikidata_isolates/Geni - Angelo Correr, Gregorius XII (c.1335-1417)_files/like.html"
c324c92792eee8abf2f77e568af8a152e4a035bb,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Papa Inocêncio VI Étienne Aubert (1282-1362)- Avignon_files/like.html
caf157f9fe202e547f3ec11770410dbfd88945e1,Facebook like-button frame,30127,1,paths_for_wikidata_isolates/Geni - Paavo Ilmari Ravila (1902-1974)- Helsinki_files/like.html
e5217a8262a56b58d7f27ff775935f4110ec3b26,Facebook like-button frame,30127,1,"paths_for_wikidata_isolates/Geni - James Fred Rippy, PhD (1892-1977)- Wilmington_files/like.html"
01a1e3fba4988a17422516411daeabbfe4ffba44,Facebook like-button frame,30126,1,paths_for_wikidata_isolates/Geni - Georg Stein Rokkan (1921-1979)- Bergen_files/like.html
3a04310e19cb14e43eebc5dfd1b378f10bfff114,Facebook like-button frame,30126,1,paths_for_wikidata_isolates/Geni - Gaudenzio Fantoli (1867-1940)_files/like.html
9fdb4da3a0ad77ba24f68621b3b42ef06c663635,Facebook like-button frame,30126,1,paths_for_wikidata_isolates/Geni - Karl-Birger Blomdahl (1916-1968)- Kungsängen_files/like.html
e18bb988c278e1eeb5d3e372da71dc249b2b680f,Facebook like-button frame,30126,1,paths_for_wikidata_isolates/Geni - Kristian Olaf Bernard Birkeland (1867-1917)_files/like.html
1aebcbe7eb3d42dcb29b8ea81899432b88fa8bb0,Facebook like-button frame,30125,1,"paths_for_wikidata_isolates/Geni - Joseph Hooton Taylor, Jr._files/like.html"
2a55a0b722f64a6d9e5796fec7f43893d6f8c1b9,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.1012-c.1056)2- Roma_files/like.html
336a56930070e06ed5ef77e1fcd4abe140f87210,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Ramon Prieto Bances (1889-1972)- Oviedo_files/like.html
361ba40c374d854afcfd29b6bc8070f6f07152b7,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Mary Noble Garretson (Welleck) (1896-1971)_files/like.html
3ff1216c0738f624c7b106a8f3dbbf9e7162a521,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Antonio Tabucchi (1943-2012)_files/like.html
4c6fb006d43da56f5af02c1c503135dd7d109a16,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Tommaso Parentuccelli (Lucando) (1397-1455)- Rome_files/like.html
4d6a4571e6b62ea41404411bc8fb156fa1d954ec,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Jakob Lennart Simons (1905-1986)- Helsingfors_files/like.html
72ffba7e148d79be1d387e40f0af6968aa3971f4,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Johann Christian Ernesti (1695-1768)- Bad Langensalza_files/like.html
83700eaff42ef3dc49259555e50ac94a8af8e135,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Gian Carlo Wick (1909-1992)_files/like.html
a42f465b9f30a36ec36b54a3634831702db0f6fe,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Antônio Diogo da Silva Parreiras (1860-1937)- Niterói_files/like.html
b3f4e2b5fcec6377bba3258cf502ed7573d6b4cf,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Anders Wilhelm Ingman (1819-1877)- Helsinki_files/like.html
b57434306476e640fcea898e357ebf24c51eda5d,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Luciano Anceschi (1911-1995)_files/like.html
c2e694db652606f8cab099e3cfb9185f5ca3fc95,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Erik Anders Allardt (1925-2020)- Helsingfors_files/like.html
e2746d07ca505714a6fccebe4400da2a5bd329f5,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Theophylactus di Tuscolo (c.1012-c.1056)- Roma_files/like.html
f8c026e5a26205159360b7254714f65eb136c99e,Facebook like-button frame,30125,1,paths_for_wikidata_isolates/Geni - Lewis Edward Yablonsky (1924-2014)_files/like.html
02b48c94d27b793037d808bae3d7d2d64d3eaae9,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Jens Glad Balchen (1926-2009)- Trondheim_files/like.html
414ce2ecb5466880be3a96729651ece287567076,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Erik Robert Lindahl (1891-1960)_files/like.html
565dd5777969efcaa6b2fced27d595033ae76101,Facebook like-button frame,30124,1,"paths_for_wikidata_isolates/Geni - Ottaviano, dei conti di Tuscolo (c.936-964)- Rome_files/like.html"
7722b8be84629ceb877f14320082c592aa1ea44e,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Endre Nedre Lekve (Torkelson) (1833-d.)_files/like.html
7eef66860e98e2f4f215375764c6a89ed80e3f08,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Gunnar Emil Sixten Martinsson (1924-2012)_files/like.html
a09bf33f473f705fbca9cce78a39eb7c1bc3aa86,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Enevaldus Svenonius (1617-1688)- Åbo_files/like.html
a64dfc46202e4b9cccdad7f750a8ea943393e582,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Maffeo Vincenzo Barberini (1568-1644)- Rome_files/like.html
c32ac5df3542ff29dfa75695535e83bacd0cf247,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Pierre Roger de Beaufort (1329-1378)- Rome_files/like.html
c7a2bb4f9fcb271e22b3eb5a5d3e3040b5c3b804,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Ludvig Holm-Olsen (1914-1990)- Bergen_files/like.html
fc5bf7beecdc4e5e221d9de7e85ee966facdab4f,Facebook like-button frame,30124,1,paths_for_wikidata_isolates/Geni - Lindor Serrurier (1846-1901)_files/like.html
0397ebddd4129527fd344eb571a62d2364b8e61d,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Juan Antonio Orrego Salas (1919-2019)- Bloomington_files/like.html
0dfde3efc4b37340fb1ca1c5a9fae1bd282e5cbc,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Caspar Frederich Harsdorff (1735-1799)- Copenhagen_files/like.html
2746f4279381c8de03cbca78db40a55caf517143,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Jacques Duèze (1244-1334)- Avignon_files/like.html
33ca7cd4d2d78e9893c53dac0046a46b7c815ab9,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Biskop Jesper Rasmussen Brochmann (1585-1652)- København_files/like.html
37be7168441e6336496cd4b3d309bf3918ad6e08,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Einar Ljunggren (1896-1986)- Göteborg (O)_files/like.html
4b2bff099f698b1ea29d604dc3ead5a00838ca82,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Tuomo Seppo Mannermaa (1937-2015)- Espoo_files/like.html
a17387d2d5ec84d5721932032467b266e0f97dfd,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Hans Christian Tscherning (1804-1886)- København Skt. Mattheus sogn_files/like.html
a316b254c15af44296ca74b3addf736db15f3a67,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Emilio Bonaventura Altieri (1590-1676)- Rome_files/like.html
b2beda6532a53fd3ad59369acf052d9e62724703,Facebook like-button frame,30123,1,"paths_for_wikidata_isolates/Geni - Mordechai Zeev Ettinger, A.B.D. Lwow (1804-1863)- Jochberg_files/like.html"
b98a3386789e39a86c8e6737791928d58c67fc8a,Facebook like-button frame,30123,1,"paths_for_wikidata_isolates/Geni - Gabriele Condulmer, Eugenius IV (1383-1447)- Rome_files/like.html"
d69286b40773693fd4cc7a9aeb6359502993ff53,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Lehre Livingston Dantzler (1878-1958)- Lexington_files/like.html
d78030b9246568a689a9375791804f2a3a06e3ec,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Arnold Friedrich Victor Jacobi (1870-d.)_files/like.html
ea9e2dce1986ae66e47e14a5158eff22ce42ff01,Facebook like-button frame,30123,1,paths_for_wikidata_isolates/Geni - Jarl Axel Wasastjerna (1896-1972)- Helsinki_files/like.html
f5d3e6e56bca8f74b38d18f81ef4403381bce212,Facebook like-button frame,30123,1,"paths_for_wikidata_isolates/Geni - Aha (Menes), Pharaoh of Egypt (-3020--2975)_files/like.html"
f8c42c76ed6110d6c102628d796d12aadc0d4e28,Facebook like-button frame,30123,1,"paths_for_wikidata_isolates/Geni - Suidger von Morsleben, Pope Clement II (1005-1047)_files/like.html"
131825cd279b119c34e9a03c53a98b42ed9d6827,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Alfred Heinrich Bucherer (1863-1927)- Bonn_files/like.html
2cd4d835b2cf2911679497599fd4e8658223542b,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Ole Arnt Buer Rosholdt (1940-2018)_files/like.html
5fb691fd09acbd58bffb4907cc81804ed52dd496,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Giovanni XI (909-935)- Rome_files/like.html
678477e466bc4812430be8795cb07f0707cc0d46,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Prof. Sigfrid Rafael Karsten (1879-1956)- Helsinki_files/like.html
87d0c59212cbb90573bb43cfc92eb0d7a8785d0e,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Örjan Lindberger (1912-2005)- Stockholm_files/like.html
8da1493a24e88e51198abba6fa4419ef13058b89,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Michael Heltzer (1928-2010)- Haifa_files/like.html
8df89517d40d7c4eb0efe8e70aaf300e4b6c8e28,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Hans Emil Andersin (1930-2010)- Helsinki_files/like.html
b418637a5e444f417636e50f74e40ec456d420d8,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - John Lawrence Ashbery (1927-2017)- Hudson_files/like.html
b6086639be71625f717ac58cf65b5e0d542700c8,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Betrand de Goth (1264-1314)- Roquemaure_files/like.html
ea055362d96b00d488133ee3d3d7d8c0780b8d23,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Børge Christian Jessen (1907-1993)_files/like.html
ff68256bb0bf25551a5c4d9ecf48930840c3914a,Facebook like-button frame,30122,1,paths_for_wikidata_isolates/Geni - Erik Albrecht Sparre Andersen (1919-2003)_files/like.html
0a6b83577b125fad6fe1c31e04b77c92f89977ee,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Knut Emil Lundmark (1889-1958)- Apotekaren 5_files/like.html
294aca5b5c6726f8dcdbcb91d5ec9627ee271f99,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Hermann Theodor Simon (1870-1918)_files/like.html
2d75b76273c1ed0f31938ec2fd6d167ec073d83e,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Gunnar Fougstedt (1908-1986)_files/like.html
356f94509ad300ad87083d002539d4269d1d9c82,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Harald Skjervold (1917-1995)_files/like.html
381a0eb4f957e224ba7ae193a820ab207f8c854c,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Eino Armas Saari (1894-1971)_files/like.html
54bdd3591a3f9a7d567e6eafce6cfb092194a28c,Facebook like-button frame,30121,1,"paths_for_wikidata_isolates/Geni - Simon de Brion, Martinus IV (c.1210-1285)- Perugia_files/like.html"
6098d8fc5f9a2843c5a3ffc46709f81a1b13ef01,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Kaarlo Rafael Koskimies (Forsman) (1898-1977)- Helsinki_files/like.html
655d5332d3de45fcf6cdc3a623daaa102db611de,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Bartolomeo Prignano (c.1318-1389)- Roma_files/like.html
6694ee6b9a6c168c83ba973d08b4e971dde5a542,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Teobaldo Visconti (c.1210-1276)- Arezzo_files/like.html
68567fb7b7ff3aee4eefc2015e045d9da7889bdf,Facebook like-button frame,30121,1,"paths_for_wikidata_isolates/Geni - Gebhard II von Calw, Pope Victor II (1005-1057)_files/like.html"
75ba5f6926ec84a8c11c6d0eb43eefc38de7258f,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Karl Bertil Mathias Qvist (1920-1991)- S_t Karins - Kaarina_files/like.html
958f95529e7dac04500a48136a50be4bf04de925,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Walter Louis Moritz Laqueur (1921-2018)- Washington_files/like.html
9cc3d037eaeeb628ea45b2bbbb85a26b6026b90d,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Sir Frederick Gowland Hopkins (1861-1947)- Cambridge_files/like.html
a407a9bd6a5782bd41ca7bf04dee8c67753f5872,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Gerhard De Jonge (1875-1943)_files/like.html
a6ec227547ff34641657b013130a44ed14ed4cb1,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Lars Arvid Axel von Haartman (1919-1998)- Helsinki_files/like.html
af39e3c79bbd5571b5fd39bcbdb9712b82e4434a,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Uberto (Umberto) Crivelli (1120-1187)- Ferrara_files/like.html
bd8c12db4525b2dbae7bb1176eb66cf956404dc4,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Fredrik Petersen (1839-1903)- (Oslo_files/like.html
ddb69a1e1aa9328c6805079b2b0683c20115a691,Facebook like-button frame,30121,1,"paths_for_wikidata_isolates/Geni - Holger Christian Begtrup (1859-1937)- Hillerød Sogn, Hillerød_files/like.html"
e1e48da59385268459b77a2f45739dd7aa648317,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Giovanni Battista Pamphilj (1574-1655)- Rome_files/like.html
eae8e7e1aeb76442d53a76f9aa3941b3e60e1df7,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Pope John Sicco (954-1003)- Rome_files/like.html
fbdcc9a6fabe32719f8ea137e3999560ea273a17,Facebook like-button frame,30121,1,paths_for_wikidata_isolates/Geni - Charles Folsom (1794-1872)- Cambridge_files/like.html
2c34cc1e77f90e57629efdf7b9b7448258f17e1f,Facebook like-button frame,30120,1,paths_for_wikidata_isolates/Geni - Moses Coit Tyler (1835-1900)- Ithaca_files/like.html
482d5a49adb958d26a07f8ffb1dae3d7ad60fd13,Facebook like-button frame,30120,1,paths_for_wikidata_isolates/Geni - Johan Carl Wilcke (1732-1796)- Stockholm_files/like.html
60ba3fd272b1bd25eb9b6367cb7e6cbf2daf9ce2,Facebook like-button frame,30120,1,paths_for_wikidata_isolates/Geni - Philip Fischel Vineberg (1914-1987)- Montreal East_files/like.html
6cbde90b59a668e89dc5e458339063dade6dc850,Facebook like-button frame,30120,1,paths_for_wikidata_isolates/Geni - Alfred Horn (1918-2001)- Pacific Palisades_files/like.html
819764160911f59d31bb49b01b66e42a77730d67,Facebook like-button frame,30120,1,paths_for_wikidata_isolates/Geni - Charles Harold Williams (1895-1981)_files/like.html
cb8bf1cb6ba2c5b50daeca0605c9431d0955b3e1,Facebook like-button frame,30120,1,"paths_for_wikidata_isolates/Geni - Endre Qvie Berner, Jr. (1893-1983)- Oslo_files/like.html"
cdb9b8195e588a0fe24263f85baeb8efe629ef6f,Facebook like-button frame,30120,1,paths_for_wikidata_isolates/Geni - Øjvind Winge (1886-1964)- Copenhagen_files/like.html
0b5e95fc5592a517bc387b7c6287b20ff47dbdbf,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Burton DeWitt Watson (1925-2017)- Chiba_files/like.html
0bdc731e7ed3485e1a8f0aec13745e3838e6eb1d,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Haaken Hasberg Gran (1870-1955)- Oslo_files/like.html
2bf4d790938c43c8aa81e73d82f625f4812b89a8,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Frank Conroy (1936-2005)- Iowa City_files/like.html
3054b3bfbf7ec1e6b8ee91531b40789a93b814e6,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Poppo de' Curagnoni (b. - 1048)- Palestrina_files/like.html
484c63f554bd40b5fa213c61b9bba618aab80ab9,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Emperor Xuanyuan 有熊氏 (-2711--2597)_files/like.html
5c01af6f0d7028b5798dc9b097f89cd864620612,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Pietro Barbo (1417-1471)- Rome_files/like.html
69d9eda18ec6d03aecf6261f967aab84bc164266,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Wolmar(Jammi) Nyberg (1919-1973)- Sibbo_files/like.html
771625d66827075d19c7377c5eb6737ae1537229,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Nicola Jaeger (1903-1975)- Milan_files/like.html
86edd28f5911d6fcb64dd2d2f9932a536c0a9571,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Gian Pietro Carafa (1476-1559)- Rome_files/like.html
8735eb80c815fb6c88128569396dd730759fd33a,Facebook like-button frame,30119,1,"paths_for_wikidata_isolates/Geni - Ugolino Anagni dei Conti di Segni, pope Gregory IX (c.1170-1241)- Roma_files/like.html"
9611105431976f3320c74c2075875a4e0a4b3657,Facebook like-button frame,30119,1,"paths_for_wikidata_isolates/Geni - Robert Francis Prevost, OSA_files/like.html"
97e70951f02355f3b73fe15d6bac3d5eaa298d2d,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Guillaume de Grimoard (1310-1370)- Avignon_files/like.html
9ef85367848e1a171ce65fa14dd04e6da0a57842,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Burkard Wilhelm Leist (1819-1906)- Jena_files/like.html
b1aa0de2e57976e28d38b5058f55897cb8b9ba67,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Pedro Julião Rebolo (c.1215-1277)- Viterbo_files/like.html
b675615c385170e663e06ae796b1033c3f4b650e,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Svein Isaksen Rosseland (1894-1985)_files/like.html
c4786b14fc2f0eb867bea09bd88f61d3b69d2084,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Eudes (Odo) de Châtillon (c.1035-1099)- Rome_files/like.html
cca291db68040e871bb29b3741b39443d793736c,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Giovanni Battista Enrico Antonio Maria Montini (1897-1978)- Castel Gandolfo_files/like.html
e0cf1d3703a8388264c82763b68f3c7400aba98a,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Leo Reino Sario (1916-2009)- Santa Monica_files/like.html
f3f228bc394ea4690010103d34172763ac39afbc,Facebook like-button frame,30119,1,paths_for_wikidata_isolates/Geni - Adasi (-1760--1669)_files/like.html
2b779fe0ce56326125ba06fdece8ec2f0354bb94,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Leonid Hurwicz (1917-2008)- Minneapolis_files/like.html
4fd31dc3742059936eb75c309c8cd18cb0433dce,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Johannes Alle Faber (1925-2007)- Bennekom_files/like.html
6fa7810fe6bef34761cad7fbaa0e4ad16b1abd66,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Joachim Jungius (Junge) (1587-1657)- Hamburg_files/like.html
793d7e08b5103345983c6470bcc7896f323df84f,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Benno Erdmann (1851-1921)- Berlin_files/like.html
a07ac0d12a572d71615cad3447832ef14ea2e7a2,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Otto Halpern (1899-1982)- London_files/like.html
a190f01036dc9b4f7f4bae7d0f71d39702e816c3,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Dr. Raphael Lemkin (1900-1959)- New York City_files/like.html
a1d2d22fefcdc248846bcc49c1ea63c552f2b71c,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Nils Olof Zeilon (1886-1958)_files/like.html
f9d49ded23f446590e250552f7d796ab3a5d0792,Facebook like-button frame,30118,1,paths_for_wikidata_isolates/Geni - Jonas Hallenberg (1748-1834)- Stockholm_files/like.html
07b6982c52383d8004eef4f18ad8515ac992378a,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Marcel Paul Junod (1904-1961)- Geneva_files/like.html
18d35005f69155e467b73e76507b7cfcb79eac54,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Kaarlo Veikko Paatero (Pelin) (1903-1986)- Helsinki_files/like.html
27726d0b816774913838c4e8bfd554095df1f1fc,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Alessandro Farnese (1468-1549)- Rome_files/like.html
32fd000d53d9b04c4c96e89e33f8cd7fef035b54,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Dr. Markku Ilari Linnoila (1947-1998)- Bethesda_files/like.html
61340e4838bb208455358fcd808fd68c7cbba853,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Niels Henning Ørsted Pedersen (1946-2005)- Ishøj_files/like.html
63da76334bb862517679aef616f097c666ded7e1,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Salomon Munk (1803-1867)- Paris_files/like.html
b75bf815d2104ec7f662e017eaad79938233f3ee,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Dr. Georg Pauly (Plaut) (1883-1950)- Buenos Aires_files/like.html
b7ae1980703ba6410d4b34b47da6627c6021de2d,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Minnie Bruce Pratt (1946-d.)_files/like.html
c47cebe0eaced2c6ea8cf078b514db9728a308e0,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Rudolf Max Isay (1886-1956)- Bonn_files/like.html
c7acdc9b4d69167f8e2a4be5f51415e5fa9ef716,Facebook like-button frame,30117,1,paths_for_wikidata_isolates/Geni - Romanus di Tuscolo (b. - 1032)- Roma_files/like.html
256618f371efa895495af1181f624d049b66078e,Facebook like-button frame,30116,1,paths_for_wikidata_isolates/Geni - Thure Georg Sahama (Sahlstein) (1910-1983)- Helsinki_files/like.html
4c7b693ac8c34ecc9a74db866b2375336e7bb3a8,Facebook like-button frame,30116,1,paths_for_wikidata_isolates/Geni - Kichimatsu Kishi (1872-1956)- Orange_files/like.html
7ddc4a847a119c6207e5585034d1b2263cf228c6,Facebook like-button frame,30116,1,paths_for_wikidata_isolates/Geni - Gardner Murphy (1895-1979)_files/like.html
867652df3c150988aec80b6de56cd5cc7b6fbebb,Facebook like-button frame,30116,1,"paths_for_wikidata_isolates/Geni - Alessandro Ottaviano de' Medici, Pope Leo XI (1535-1605)_files/like.html"
a3fe7080adf269453b62a5411baca9bc9a3a2d96,Facebook like-button frame,30116,1,paths_for_wikidata_isolates/Geni - Geir Lundestad (1945-2023)- Oslo_files/like.html
c69021d42f85e3b369c77bb78c27b9e983ab39e4,Facebook like-button frame,30116,1,paths_for_wikidata_isolates/Geni - Hugh MacMaster Kingery (1860-1927)- Denver_files/like.html
e77c31503cac056726004c28729b180378e7f682,Facebook like-button frame,30116,1,paths_for_wikidata_isolates/Geni - Anders Forssenius (1706-1788)- Skara_files/like.html
ffb0bc3b44ad12a3ab79df04881a90e4bbda39ba,Facebook like-button frame,30116,1,paths_for_wikidata_isolates/Geni - Johan Floderius (Floderus) (1721-1789)_files/like.html
0682500eda3f9e76b629d80ce737dee5de5d2c8a,Facebook like-button frame,30115,1,paths_for_wikidata_isolates/Geni - Pope John X (c.860-929)- Roma_files/like.html
2b1b22dc3b1870866569cd2afedd9c6675a4fed6,Facebook like-button frame,30115,1,paths_for_wikidata_isolates/Geni - Adam Gustav Afzelius (1905-1957)- Cori_files/like.html
4b59df390d837569a5fae5040f7c02e5aa2b8eb5,Facebook like-button frame,30115,1,paths_for_wikidata_isolates/Geni - Dr. Henry Khunrath Pancoast (1875-1939)- Merion Station_files/like.html
8303538324192c830d618fc936adcc7539d1ea91,Facebook like-button frame,30115,1,paths_for_wikidata_isolates/Geni - Ernest Ezra Mandel (1923-1995)_files/like.html
