qid	lang	label
Q141216458	mul	Asbjørn Gunnarson Bø
Q141216458	zh	阿斯布永尔恩·古纳尔松·贝
Q141216459	en	Astrid Grimelund Wendt
Q141216459	ja	アストリッド・グリメルンド・ヴェント
Q141216459	mul	Astrid Grimelund Wendt
Q141216459	zh	阿斯特丽德·格里梅卢恩德·温特
Q141216460	en	Bjørnsdatter Tau
Q141216460	ja	ブヨルンスダッテル・タウ
Q141216460	mul	Bjørnsdatter Tau
Q141216460	zh	布约尔恩斯达特·塔乌
Q141216461	en	Daniel Andersson
Q141216461	ja	ダニエル・アンデルソン
Q141216461	mul	Daniel Andersson
Q141216461	zh	达尼埃尔·阿恩德尔松
Q141216467	en	Eldrid Jonsdatter
Q141216467	ja	エルドリド・ヨンスダッテル
Q141216467	ko	엘드리드 존스다테르
Q141216467	mul	Eldrid Jonsdatter
Q141216467	zh	埃尔德里德·永斯达特
Q141216468	en	Erik Hansson Gausland
Q141216468	ja	エリク・ハンソン・ガウスランド
Q141216468	mul	Erik Hansson Gausland
Q141216468	zh	埃里克·哈恩松·加乌斯拉恩德
Q141216470	en	Govert Jonson Årsvoll
Q141216470	ja	ゴヴェルト・ヨンソン・オールスヴォル
Q141216470	mul	Govert Jonson Årsvoll
Q141216470	zh	戈韦尔特·永松·奥尔斯沃尔
Q141216471	en	Gunnbjørn Gunnbjørnson Rossavik
Q141216471	ja	グンブヨルン・グンブヨルンソン・ロサヴィク
Q141216471	mul	Gunnbjørn Gunnbjørnson Rossavik
Q141216471	zh	古恩布永尔恩·古恩布永尔恩松·罗萨维克
Q141216476	en	Jon Jonsson Vatne
Q141216476	ja	ヨン・ヨンソン・ヴァトネ
Q141216476	mul	Jon Jonsson Vatne
Q141216476	zh	永·永松·瓦特内
Q141216481	en	Jon Tørresson Soma
Q141216481	ja	ヨン・トレソン・ソマ
Q141216481	mul	Jon Tørresson Soma
Q141216481	zh	永·托雷松·索马
Q141216483	en	Karen Malena Rasmusdatter Tjelta
Q141216483	ja	カーレン・マレナ・ラスムスダッテル・トイェルタ
Q141216483	mul	Karen Malena Rasmusdatter Tjelta
Q141216483	zh	卡伦·马莱纳·拉斯穆斯达特·特耶尔塔
Q141216487	en	Knut Johanson Håland
Q141216487	ja	クヌート・ヨハンソン・ホーランド
Q141216487	mul	Knut Johanson Håland
Q141216487	zh	克努特·约汉松·霍兰
Q141216488	en	Lars Jonsen Landsnes
Q141216488	ja	ラーシュ・ヨンセン・ランドスネス
Q141216488	mul	Lars Jonsen Landsnes
Q141216488	zh	拉尔斯·永森·拉恩德斯内斯
Q141216489	en	Laurits Leivson Bjørheim
Q141216489	ja	ラウリッツ・レイヴソン・ブヨルヘイム
Q141216489	mul	Laurits Leivson Bjørheim
Q141216489	zh	拉乌里特斯·莱伊夫松·布约尔赫伊姆
Q141216490	en	Malli Svensdatter Lura
Q141216490	ja	マリ・スヴェンスダッテル・ルラ
Q141216490	mul	Malli Svensdatter Lura
Q141216490	zh	马利·斯韦恩斯达特·卢拉
Q141216491	en	Margareta Lejon
Q141216491	ja	マルガレータ・レヨン
Q141216491	mul	Margareta Lejon
Q141216491	zh	瑪格麗塔·莱永
Q141216492	en	Marta Eriksdatter Fotland
Q141216492	ja	マルタ・エリクスダッテル・フォトランド
Q141216492	mul	Marta Eriksdatter Fotland
Q141216492	zh	玛尔塔·埃里克斯达特·福特拉恩德
Q141216493	en	Minnie Ronneberg
Q141216493	ja	ミニー・ロンネベルグ
Q141216493	mul	Minnie Ronneberg
Q141216493	zh	米妮·龙内贝格
Q141216494	ca	mare de Olav Knutson Randa Håland
Q141216494	da	mor til Olav Knutson Randa Håland
Q141216494	de	Mutter von Olav Knutson Randa Håland
Q141216494	en	mother of Olav Knutson Randa Håland
Q141216494	es	madre de Olav Knutson Randa Håland
Q141216494	it	madre di Olav Knutson Randa Håland
Q141216494	ja	オラヴ・クヌートソン・ランダ・ホーランドの母
Q141216494	mul	N.N. Jacobsdtr. Koll
Q141216494	nb	mor til Olav Knutson Randa Håland
Q141216494	nl	moeder van Olav Knutson Randa Håland
Q141216494	pt	mãe de Olav Knutson Randa Håland
Q141216494	sv	mor till Olav Knutson Randa Håland
Q141216494	zh	奥拉夫·克努特松·拉恩达·霍兰之母
Q141216495	ca	mare de Ramborg Knutsdotter Lejon
Q141216495	da	mor til Ramborg Knutsdotter Lejon
Q141216495	de	Mutter von Ramborg Knutsdotter Lejon
Q141216495	en	mother of Ramborg Knutsdotter Lejon
Q141216495	es	madre de Ramborg Knutsdotter Lejon
Q141216495	it	madre di Ramborg Knutsdotter Lejon
Q141216495	ja	ラムボルグ・クヌトスドッテル・レヨンの母
Q141216495	mul	NN (Frille)
Q141216495	nb	mor til Ramborg Knutsdotter Lejon
Q141216495	nl	moeder van Ramborg Knutsdotter Lejon
Q141216495	pt	mãe de Ramborg Knutsdotter Lejon
Q141216495	sv	mor till Ramborg Knutsdotter Lejon
Q141216495	zh	拉姆博尔格·克努特斯多特·莱永恩之母
Q141216496	en	Nils Larsen Raunes
Q141216496	ja	ニルス・ラーセン・ラウネス
Q141216496	mul	Nils Larsen Raunes
Q141216496	zh	尼尔斯·拉森·拉乌内斯
Q141216498	en	Norman Charles Tunheim
Q141216498	ja	ノルマン・カルレス・トゥンヘイム
Q141216498	mul	Norman Charles Tunheim
Q141216498	zh	诺尔马恩·卡尔莱斯·通海姆
Q141216499	en	Orm Ånonsen
Q141216499	ja	オルム・オーノンセン
Q141216499	mul	Orm Ånonsen
Q141216499	zh	奥尔姆·奥诺恩森
Q141216500	ca	fill de Arnold Ronneberg
Q141216500	da	søn af Arnold Ronneberg
Q141216500	de	Sohn von Arnold Ronneberg
Q141216500	en	son of Arnold Ronneberg
Q141216500	es	hijo de Arnold Ronneberg
Q141216500	it	figlio di Arnold Ronneberg
Q141216500	ja	アルノルド・ロンネベルグの息子
Q141216500	mul	NN
Q141216500	nb	sønn av Arnold Ronneberg
Q141216500	nl	zoon van Arnold Ronneberg
Q141216500	pt	filho de Arnold Ronneberg
Q141216500	sv	son till Arnold Ronneberg
Q141216500	zh	阿诺德·龙内贝格之子
Q141216501	en	Siri Garborg Talle
Q141216501	ja	シーリ・ガルボルグ・タッレ
Q141216501	mul	Siri Garborg Talle
Q141216501	zh	西丽·加尔博格·塔勒
Q141216504	en	Sverre Helmer Wendt
Q141216504	ja	スヴェレ・ヘルメル・ヴェント
Q141216504	mul	Sverre Helmer Wendt
Q141216504	zh	斯韦雷·赫尔梅尔·温特
Q141216505	en	Thekla Cecilie Dybo
Q141216505	ja	テクラ・セシリエ・ディボ
Q141216505	mul	Thekla Cecilie Dybo
Q141216505	zh	特克拉·塞西莉厄·迪博
Q141216507	en	Torborg Toresdatter Norheim
Q141216507	ja	トルボルグ・トーレスダッテル・ノルヘイム
Q141216507	mul	Torborg Toresdatter Norheim
Q141216507	zh	托尔博尔格·托雷斯达特·诺尔赫伊姆
Q141216510	en	Torger Torgerson Stokka
Q141216510	ja	トルゲル・トルゲルソン・ストカ
Q141216510	mul	Torger Torgerson Stokka
Q141216510	zh	托尔盖尔·托尔盖尔松·斯托卡
Q141216594	en	Ane Maria Olsdatter Vestre Stangaland
Q141216594	ja	アーネ・マリア・オルスダッテル・ヴェストレ・スタンガランド
Q141216594	mul	Ane Maria Olsdatter Vestre Stangaland
Q141216594	zh	安内·马里阿·奥尔斯达特·韦斯特雷·斯塔恩加拉恩德
Q141216595	en	Anna Danielsdotter
Q141216595	ja	アンナ・ダニエルスドッテル
Q141216595	mul	Anna Danielsdotter
Q141216595	zh	安娜·达尼埃尔斯多特
Q141216598	en	Anna Ivarsd Stokka
Q141216598	ja	アンナ・イヴァルスド・ストカ
Q141216598	mul	Anna Ivarsd Stokka
Q141216598	zh	安娜·伊瓦尔斯德·斯托卡
Q141216599	en	Anna Rasmusdatter Nedre Rossavik
Q141216599	ja	アンナ・ラスムスダッテル・ネドレ・ロサヴィク
Q141216599	mul	Anna Rasmusdatter Nedre Rossavik
Q141216599	zh	安娜·拉斯穆斯达特·内德雷·罗萨维克
Q141216600	en	Astrid Omundsdatter Grøtheim
Q141216600	ja	アストリッド・オムンドスダッテル・グレートヘイム
Q141216600	mul	Astrid Omundsdatter Grøtheim
Q141216600	zh	阿斯特丽德·奥穆恩德斯达特·格勒特海姆
Q141216601	en	Austman Gustavson Gudfastarsson
Q141216601	ja	アウストマン・グスタヴソン・グドファスタルソン
Q141216601	mul	Austman Gustavson Gudfastarsson
Q141216601	zh	奥斯特马恩·古斯塔夫松·古德法斯塔尔松
Q141216602	en	Berta Guria Davidsdatter Stokka
Q141216602	mul	Berta Guria Davidsdatter Stokka
Q141216603	en	Brynhild Hallvardsdotter
Q141216603	ja	ブリンヒルド・ハルヴァルドスドッテル
Q141216603	mul	Brynhild Hallvardsdotter
Q141216603	zh	布里恩希尔德·哈尔瓦尔德斯多特
Q141216604	en	Gladys Signe Nash Stoeckmann
Q141216604	ja	グラディス・シグネ・ナス・ストエククマン
Q141216604	mul	Gladys Signe Nash Stoeckmann
Q141216604	zh	格拉迪斯·西格内·纳斯·斯托埃克克马恩
Q141216605	en	Gunilla Jonsdotter
Q141216605	ja	グニラ・ヨンスドッテル
Q141216605	mul	Gunilla Jonsdotter
Q141216605	zh	古尼拉·永斯多特
Q141216607	en	Hans Erikson Øvre Håland
Q141216607	ja	ハンス・エリクソン・オヴレ・ホーランド
Q141216607	mul	Hans Erikson Øvre Håland
Q141216607	zh	汉斯·埃里克松·奥夫雷·霍兰
Q141216608	en	Hans Ådnesen Grøtheim
Q141216608	ja	ハンス・オードネセン・グレートヘイム
Q141216608	mul	Hans Ådnesen Grøtheim
Q141216608	zh	汉斯·奥德内森·格勒特海姆
Q141216609	en	Inger Kristoffersdatter Skårland
Q141216609	ja	インゲル・クリストッフェシュダッテル・スコールランド
Q141216609	mul	Inger Kristoffersdatter Skårland
Q141216609	zh	英厄尔·克里斯托弗斯达特·斯科尔拉恩德
Q141216611	en	Jon Villumson Raunes
Q141216611	ko	존 빌룸손 라우네스
Q141216611	mul	Jon Villumson Raunes
Q141216613	en	Karen Henriksdotter Raunes Våga
Q141216613	ja	カレン・ヘンリクスドッテル・ラウネス・ヴォーガ
Q141216613	mul	Karen Henriksdotter Raunes Våga
Q141216613	zh	凯伦·亨里克斯多特·拉乌内斯·沃加
Q141216618	en	Karin Olofsdotter
Q141216618	ja	カリン・オロフスドッテル
Q141216618	mul	Karin Olofsdotter
Q141216618	zh	卡里恩·奥洛夫斯多特
Q141216622	en	Kristine Jonsdatter Malmeim
Q141216622	ja	クリスティン・ヨンスダッテル・マルメイム
Q141216622	mul	Kristine Jonsdatter Malmeim
Q141216622	zh	克丽丝汀·永斯达特·马尔梅伊姆
Q141216627	en	Lars Nilsen Raunes
Q141216627	ja	ラーシュ・ニルセン・ラウネス
Q141216627	mul	Lars Nilsen Raunes
Q141216627	zh	拉尔斯·尼尔森·拉乌内斯
Q141216632	en	Magdalena Lauritsd Hogganvik
Q141216632	ja	マグダレーナ・ラウリトスド・ホガンヴィク
Q141216632	mul	Magdalena Lauritsd Hogganvik
Q141216632	zh	玛格达莱娜·拉乌里特斯德·霍加恩维克
Q141216633	en	Malin Jacobsdotter
Q141216633	ja	マリン・ヤコブスドッテル
Q141216633	mul	Malin Jacobsdotter
Q141216633	zh	马利恩·雅科布斯多特
Q141216634	en	Marit Hansdatter Stavnheim
Q141216634	ja	マリト・ハンスダッテル・スタヴンヘイム
Q141216634	mul	Marit Hansdatter Stavnheim
Q141216634	zh	马里特·汉斯达特·斯塔夫恩赫伊姆
Q141216635	en	Martha Eivindsdatter Heigre
Q141216635	ja	マーサ・エイヴィンスダッテル・ヘイグレ
Q141216635	mul	Martha Eivindsdatter Heigre
Q141216635	zh	玛莎·埃温斯达特·海格勒
Q141216636	en	Marthe Gurie Osmundsdatter Ueland
Q141216636	ja	マルテ・グーリエ・オスムンドスダッテル・ウエランド
Q141216636	mul	Marthe Gurie Osmundsdatter Ueland
Q141216636	zh	马尔特·古里·奥斯穆恩德斯达特·乌埃拉恩德
Q141216637	en	Ola Person Persson Heigre
Q141216637	ja	オーラ・ペルソン・パーソン・ヘイグレ
Q141216637	mul	Ola Person Persson Heigre
Q141216637	zh	奥拉·佩尔松·佩尔松·海格勒
Q141216638	en	Olaug Jonsdatter Heigre
Q141216638	ja	オラウグ・ヨンスダッテル・ヘイグレ
Q141216638	mul	Olaug Jonsdatter Heigre
Q141216638	zh	奥拉乌格·永斯达特·海格勒
Q141216639	en	Olufine Bergithe Ekman
Q141216639	ja	オルフィネ・ベルギテ・エクマン
Q141216639	mul	Olufine Bergithe Ekman
Q141216639	zh	奥卢菲内·贝尔吉特·埃克马恩
Q141216640	en	Per Gustaf Ekman
Q141216640	ja	ペル・グスタフ・エクマン
Q141216640	mul	Per Gustaf Ekman
Q141216640	zh	佩尔·古斯塔夫·埃克马恩
Q141216642	ca	fill de Sigurd Sverre Ravn Talle
Q141216642	da	søn af Sigurd Sverre Ravn Talle
Q141216642	de	Sohn von Sigurd Sverre Ravn Talle
Q141216642	en	son of Sigurd Sverre Ravn Talle
Q141216642	es	hijo de Sigurd Sverre Ravn Talle
Q141216642	it	figlio di Sigurd Sverre Ravn Talle
Q141216642	ja	シグルド・スヴェレ・ラヴン・タッレの息子
Q141216642	mul	NN
Q141216642	nb	sønn av Sigurd Sverre Ravn Talle
Q141216642	nl	zoon van Sigurd Sverre Ravn Talle
Q141216642	pt	filho de Sigurd Sverre Ravn Talle
Q141216642	sv	son till Sigurd Sverre Ravn Talle
Q141216642	zh	西古尔德·斯韦雷·拉夫恩·塔勒之子
Q141216643	en	Ragna Enevaldsdatter Heigre
Q141216643	ja	ラグナ・エネヴァルドスダッテル・ヘイグレ
Q141216643	mul	Ragna Enevaldsdatter Heigre
Q141216643	zh	拉格纳·埃内瓦尔德斯达特·海格勒
Q141216644	en	Rasmus Asbjørnson Nedre Rossavik
Q141216644	ja	ラスムス・アスブヨルンソン・ネドレ・ロサヴィク
Q141216644	mul	Rasmus Asbjørnson Nedre Rossavik
Q141216644	zh	拉斯穆斯·阿斯布永尔恩松·内德雷·罗萨维克
Q141216645	en	Reiar Reiersen Kydland
Q141216645	ja	レイアル・レイエルセン・キドランド
Q141216645	mul	Reiar Reiersen Kydland
Q141216645	zh	雷伊阿尔·雷伊埃尔森·基德拉恩德
Q141216647	en	Tollef Mattiasson Fotland
Q141216647	ja	トッレヴ・マティアソン・フォトランド
Q141216647	mul	Tollef Mattiasson Fotland
Q141216647	zh	托勒夫·马蒂阿松·福特拉恩德
Q141216648	en	Tore Toresson Talgje
Q141216648	ja	トレ・トレソン・タルイェ
Q141216648	mul	Tore Toresson Talgje
Q141216648	zh	托雷·托雷松·塔尔耶
Q141216653	en	Torger Torgerson Stokka
Q141216653	ja	トルゲル・トルゲルソン・ストカ
Q141216653	mul	Torger Torgerson Stokka
Q141216653	zh	托尔盖尔·托尔盖尔松·斯托卡
Q141217359	en	Anna Elisabet Angerstein
Q141217359	ja	アンナ・エリサベート・アンゲルステイン
Q141217359	mul	Anna Elisabet Angerstein
Q141217359	zh	安娜·伊丽莎白·阿恩盖尔斯特伊恩
Q141217369	en	Anna Osmundsd Stokka
Q141217369	mul	Anna Osmundsd Stokka
Q141217372	en	Berta Larsdatter Stangeland
Q141217372	ja	ベルタ・ラーシュダッテル・スタンゲラン
Q141217372	mul	Berta Larsdatter Stangeland
Q141217372	zh	贝尔塔·拉尔斯达特·斯坦格兰
Q141217381	en	Catharina Edenberg
Q141217381	ja	カタリナ・エデンベルグ
Q141217381	mul	Catharina Edenberg
Q141217381	zh	卡塔里纳·埃德恩贝尔格
Q141217383	en	Charlotta Johanna Gerner
Q141217383	ja	カルロタ・ヨハナ・ゲルネル
Q141217383	mul	Charlotta Johanna Gerner
Q141217383	zh	卡尔洛塔·永哈纳·盖尔内尔
Q141217384	en	David Tjølson Edland
Q141217384	mul	David Tjølson Edland
Q141217385	en	Guri Persdatter Øksnevad
Q141217385	ja	グリ・ペシュダッテル・エクスネヴァード
Q141217385	mul	Guri Persdatter Øksnevad
Q141217385	zh	古里·佩斯达特·厄克斯内瓦
Q141217387	en	Ivar Stokka
Q141217387	ja	イーヴァル・ストカ
Q141217387	mul	Ivar Stokka
Q141217387	zh	伊瓦尔·斯托卡
Q141217390	en	Johan Johannessen Obrestad
Q141217390	ja	ヨハン・ヨハンネセン・オブレスタド
Q141217390	mul	Johan Johannessen Obrestad
Q141217390	zh	永哈恩·约翰内森·奥布雷斯塔德
Q141217391	en	Kristine Sørensdatter Gjesdal
Q141217391	mul	Kristine Sørensdatter Gjesdal
Q141217392	en	Larine Eriksdatter Heigre
Q141217392	ja	ラリネ・エリクスダッテル・ヘイグレ
Q141217392	mul	Larine Eriksdatter Heigre
Q141217392	zh	拉里内·埃里克斯达特·海格勒
Q141217393	en	Magdalena von Mentzer
Q141217393	ja	マグダレーナ・ヴォン・メントゼル
Q141217393	mul	Magdalena von Mentzer
Q141217393	zh	玛格达莱娜·沃恩·梅恩特泽尔
Q141217394	en	Margareta Christina von Numers
Q141217394	ja	マルガレータ・クリスティナ・ヴォン・ヌメルス
Q141217394	mul	Margareta Christina von Numers
Q141217394	zh	玛格丽塔·克里斯蒂纳·沃恩·努梅尔斯
Q141217396	en	Maria
Q141217396	ja	マリア
Q141217396	mul	Maria
Q141217396	zh	马里阿
Q141217398	en	Måns Moge
Q141217398	ja	モーンス・モゲ
Q141217398	mul	Måns Moge
Q141217398	zh	莫恩斯·莫盖
Q141217400	en	Nils Albrektsson
Q141217400	ja	ニルス・アルブレクトソン
Q141217400	mul	Nils Albrektsson
Q141217400	zh	尼尔斯·阿尔布雷克特松
Q141217404	en	Osmund Larsen Raunes
Q141217404	ja	オスムンド・ラーシェン・ラウネス
Q141217404	mul	Osmund Larsen Raunes
Q141217404	zh	奥斯穆恩德·拉尔森·拉乌内斯
Q141217415	en	Ottiliana Vilhelmina Conradsdotter Transchiöld
Q141217415	mul	Ottiliana Vilhelmina Conradsdotter Transchiöld
Q141217431	en	Per Andersson Storskytt
Q141217431	mul	Per Andersson Storskytt
Q141217433	en	Per Persson Hagman
Q141217433	mul	Per Persson Hagman
Q141217434	en	Sissel Sæbjørnsdatter Talgje
Q141217434	ja	シセル・セブヨルンスダッテル・タルイェ
Q141217434	mul	Sissel Sæbjørnsdatter Talgje
Q141217434	zh	西塞尔·塞布约尔恩斯达特·塔尔耶
Q141219050	en	Ane Olsdatter Bø
Q141219050	ja	アーネ・オルスダッテル・ベー
Q141219050	mul	Ane Olsdatter Bø
Q141219050	zh	安内·奥尔斯达特·贝
Q141219051	en	Anna Börjesdotter Bothniensis
Q141219051	mul	Anna Börjesdotter Bothniensis
Q141219052	en	Anna Olsdatter Heigre
Q141219052	ja	アンナ・オルスダッテル・ヘイグレ
Q141219052	mul	Anna Olsdatter Heigre
Q141219052	zh	安娜·奥尔斯达特·海格勒
Q141219053	en	Barbro Reiersdatter Storhaug
Q141219053	ja	バルブロ・レイエルスダッテル・ストルハウグ
Q141219053	mul	Barbro Reiersdatter Storhaug
Q141219053	zh	巴尔布罗·雷伊埃尔斯达特·斯托尔哈乌格
Q141219054	en	Carl Emil Cronhielm af Hakunge
Q141219054	ja	カルル・エミール・クロンヒエルム・アフ・ハクンゲ
Q141219054	mul	Carl Emil Cronhielm af Hakunge
Q141219054	zh	卡尔尔·埃米尔·克罗恩希埃尔姆·阿夫·哈库恩盖
Q141219056	en	Christian Frenning
Q141219056	ja	クリスチャン・フレニング
Q141219056	mul	Christian Frenning
Q141219056	zh	克里斯蒂安·夫雷尼恩格
Q141219057	en	Daniel Andreasson
Q141219057	ja	ダニエル・アンドレアソン
Q141219057	mul	Daniel Andreasson
Q141219057	zh	达尼埃尔·阿恩德雷阿松
Q141219058	en	Elisabet Rasmusdatter Moen
Q141219058	ja	エリサベート・ラスムスダッテル・モエン
Q141219058	mul	Elisabet Rasmusdatter Moen
Q141219058	zh	伊丽莎白·拉斯穆斯达特·莫埃恩
Q141219059	en	Gustava Maria Sofia Mannerheim
Q141219059	ja	グスタヴァ・マリア・ソフィア・マンネルヘイム
Q141219059	mul	Gustava Maria Sofia Mannerheim
Q141219059	zh	古斯塔娃·玛丽亚·索菲娅·曼纳海姆
Q141219060	en	Halvor Johannesson Hobberstad
Q141219060	ja	ハルヴォル・ヨハネソン・ホベルスタド
Q141219060	mul	Halvor Johannesson Hobberstad
Q141219060	zh	哈尔沃尔·永哈内松·霍贝尔斯塔德
Q141219061	en	Harriet Hjørdis Simensen
Q141219061	ja	ハリエト・ヨルディス・シーメンセン
Q141219061	mul	Harriet Hjørdis Simensen
Q141219061	zh	哈里埃特·永尔迪斯·西门森
Q141219062	en	Hedvig Ulrika Boije af Gennäs
Q141219062	mul	Hedvig Ulrika Boije af Gennäs
Q141219063	en	Lars Osmundsen Nese
Q141219063	mul	Lars Osmundsen Nese
Q141219064	en	Lloyd Obert Dokken
Q141219064	ja	ロイド・オベルト・ドケン
Q141219064	mul	Lloyd Obert Dokken
Q141219064	zh	洛伊德·奥贝尔特·多凯恩
Q141219065	en	Marta Torbjørnsdotter Gjesdal
Q141219065	ja	マルタ・トルブヨルンスドッテル・イェスダール
Q141219065	mul	Marta Torbjørnsdotter Gjesdal
Q141219065	zh	玛尔塔·托尔布约尔恩斯多特·耶斯达尔
Q141219066	en	Per Danielsson
Q141219066	ja	ペル・ダニエルソン
Q141219066	mul	Per Danielsson
Q141219066	zh	佩尔·达尼埃尔松
Q141219067	ca	fill de Lloyd Obert Dokken
Q141219067	da	søn af Lloyd Obert Dokken
Q141219067	de	Sohn von Lloyd Obert Dokken
Q141219067	en	son of Lloyd Obert Dokken
Q141219067	es	hijo de Lloyd Obert Dokken
Q141219067	it	figlio di Lloyd Obert Dokken
Q141219067	ja	ロイド・オベルト・ドケンの息子
Q141219067	mul	NN
Q141219067	nb	sønn av Lloyd Obert Dokken
Q141219067	nl	zoon van Lloyd Obert Dokken
Q141219067	pt	filho de Lloyd Obert Dokken
Q141219067	sv	son till Lloyd Obert Dokken
Q141219067	zh	洛伊德·奥贝尔特·多凯恩之子
Q141219068	en	Ragnhild Sofie Jensdatter Wendt
Q141219068	ja	ラグンヒル・ソフィエ・イェンスダッテル・ヴェント
Q141219068	mul	Ragnhild Sofie Jensdatter Wendt
Q141219068	zh	拉格希尔德·索菲埃·耶恩斯达特·温特
Q141219069	en	Søren Sørenson Gjesdal
Q141219069	mul	Søren Sørenson Gjesdal
Q141219070	en	Tørres Jonsson Vatne
Q141219070	ja	トレス・ヨンソン・ヴァトネ
Q141219070	mul	Tørres Jonsson Vatne
Q141219070	zh	托雷斯·永松·瓦特内
Q141219071	en	Ulrika Persdotter
Q141219071	ja	ウルリカ・ペルスドッテル
Q141219071	mul	Ulrika Persdotter
Q141219071	zh	乌尔里卡·佩尔斯多特
Q141219136	en	Amalia Charlotta Ehrenpreus
Q141219136	ja	アマリア・カルロタ・エレンプレウス
Q141219136	mul	Amalia Charlotta Ehrenpreus
Q141219136	zh	阿马利阿·卡尔洛塔·埃雷恩普雷乌斯
Q141219148	en	Carl Ersson
Q141219148	ja	カルル・エルソン
Q141219148	mul	Carl Ersson
Q141219148	zh	卡尔尔·埃尔松
Q141219155	en	Christina Maria Adelheim
Q141219155	ja	クリスティナ・マリア・アデルヘイム
Q141219155	mul	Christina Maria Adelheim
Q141219155	zh	克里斯蒂纳·马里阿·阿德尔赫伊姆
Q141219160	en	Christina, Sofia Carlsdotter
Q141219160	mul	Christina, Sofia Carlsdotter
Q141219164	en	David Robert Tunheim
Q141219164	ja	ダヴィド・ロベルト・トゥンヘイム
Q141219164	mul	David Robert Tunheim
Q141219164	zh	达维德·罗贝尔特·通海姆
Q141219176	en	Eivind Ogmundsson Byre på Høyland
Q141219176	ja	エイヴィン・オグムンドソン・ビレ・ポー・ホイランド
Q141219176	mul	Eivind Ogmundsson Byre på Høyland
Q141219176	zh	埃温·奥格穆恩德松·比雷·波·霍伊拉恩德
Q141219189	en	Eivind Svenson Sveinsen Garborg
Q141219189	ja	エイヴィン・スヴェンソン・スヴェインセン・ガルボルグ
Q141219189	mul	Eivind Svenson Sveinsen Garborg
Q141219189	zh	埃温·斯韦恩松·斯韦伊恩森·加尔博格
Q141219202	en	Elen Kristoffersdotter Nese
Q141219202	mul	Elen Kristoffersdotter Nese
Q141219214	en	Erik Samuel Fant
Q141219214	ja	エリク・サムエル・ファント
Q141219214	mul	Erik Samuel Fant
Q141219214	zh	埃里克·萨穆埃尔·法恩特
Q141219227	en	Gitlaug Knutsdatter Garborg
Q141219227	ja	ギトラウグ・クヌトスダッテル・ガルボルグ
Q141219227	mul	Gitlaug Knutsdatter Garborg
Q141219227	zh	吉特拉乌格·克努特斯达特·加尔博格
Q141219236	en	Guri Torkjellsdatter Foss-Eikeland
Q141219236	mul	Guri Torkjellsdatter Foss-Eikeland
Q141219243	en	Hindrik Fransson vintappare
Q141219243	ja	ヒンドリク・フランソン・ヴィンタパレ
Q141219243	mul	Hindrik Fransson vintappare
Q141219243	zh	希恩德里克·夫拉恩松·维恩塔帕雷
Q141219250	en	Inger Sørensdatter Lima
Q141219250	mul	Inger Sørensdatter Lima
Q141219269	en	Kari Tollaksdatter Kartevoll
Q141219269	ja	カリ・トラクスダッテル・カルテヴォル
Q141219269	mul	Kari Tollaksdatter Kartevoll
Q141219269	zh	卡里·托拉克斯达特·卡尔特沃尔
Q141219284	en	Maria Benjaminsdotter
Q141219284	mul	Maria Benjaminsdotter
Q141219291	en	Maria Hansdatter Austrått
Q141219291	ja	マリア・ハンスダッテル・アウストロート
Q141219291	mul	Maria Hansdatter Austrått
Q141219291	zh	玛丽亚·汉斯达特·奥斯特罗特
Q141219299	en	Per Asbjørnson Stokka
Q141219299	ja	ペール・アスブヨルンソン・ストカ
Q141219299	mul	Per Asbjørnson Stokka
Q141219299	zh	佩尔·阿斯布约尔恩松·斯托卡
Q141219307	en	Petrike Margrete Jenssen
Q141219307	ja	ペトリケ・マルグレテ・イェンセン
Q141219307	mul	Petrike Margrete Jenssen
Q141219307	zh	佩特里凯·马尔格雷特·耶恩森
Q141219316	en	Reiar Einarsen Kydland
Q141219316	ja	レイアル・エイナルセン・キドランド
Q141219316	mul	Reiar Einarsen Kydland
Q141219316	zh	雷伊阿尔·艾纳尔森·基德兰德
Q141219324	en	Sofia Maria Mannerheim
Q141219324	ja	ソフィア・マリア・マンネルヘイム
Q141219324	mul	Sofia Maria Mannerheim
Q141219324	zh	索菲娅·玛丽亚·曼纳海姆
Q141219332	en	Sofia Wadenstierna
Q141219332	ja	ソフィア・ヴァデンスティエルナ
Q141219332	mul	Sofia Wadenstierna
Q141219332	zh	索菲阿·瓦德恩斯蒂埃尔纳
Q141219336	en	Tore Sebjørnsson Talgje d.y
Q141219336	ja	トレ・セブヨルンソン・タルイェ・ドイ
Q141219336	mul	Tore Sebjørnsson Talgje d.y
Q141219336	zh	托雷·塞布永尔恩松·塔尔耶·德伊
Q141219349	en	Tørres Jonson Grannes
Q141219349	ja	トレス・ヨンソン・グラネス
Q141219349	mul	Tørres Jonson Grannes
Q141219349	zh	托雷斯·永松·格拉内斯
Q141219356	en	Ulrika Charlotta Klingenstierna
Q141219356	ja	ウルリカ・カルロタ・クリンゲンスティエルナ
Q141219356	mul	Ulrika Charlotta Klingenstierna
Q141219356	zh	乌尔里卡·卡尔洛塔·克利恩盖恩斯蒂埃尔纳
Q141223411	en	Anna Mårtensdotter
Q141223411	ja	アンナ・モーテンスドッテル
Q141223411	mul	Anna Mårtensdotter
Q141223411	zh	安娜·莫滕斯多特
Q141223412	en	Augusta Ulrika Mannerheim
Q141223412	ja	オーガスタ・ウルリカ・マンネルヘイム
