geni_id	person	token	father_geni	father_qid	father_p735	p144_targets	status	person_qid
6000000007480725538	Filippa Eriksdotter Fleming	eriksdotter	6000000007480860582	Q3355741	Q750186	Q750186 Q12788459 Q953931 Q15277196 Q19798835 Q15277207 Q19828986	RESOLVES	
6000000007485482272	Ingeborg Gustafsdotter Fincke	gustafsdotter	6000000007452834552	Q5730768	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007496669080	Erik Abrahamsson Brahe	abrahamsson	6000000001340455349	Q5584469	Q17997608	Q17997608	RESOLVES	
6000000007497064577	Bengt Bengtsson Oxenstierna af Eka och Lindö till Ekebyholm	bengtsson	6000000001548612069	Q128043232		Q817199	father has no P735 given name object	Q3742159
6000000007497933892	Märta Andersdotter Oxehufvud	andersdotter	6000000006844914073	Q122824019	Q8843357	Q8843357 Q4926263 Q8843357 Q490500 Q96186930 Q6298851	RESOLVES	
6000000007499949280	Aage Kyrning Nielsen Thott	nielsen	6000000034833069182	Q110549592		Q2001572 Q16423038 Q2001572	father has no P735 given name object	Q110549588
6000000007507630375	Lauritz Johannesson Galte til Torsnes	johannesson	4968422205310029120	Q110302785	Q2117521	Q2117521 Q10989273 Q20730411	RESOLVES	Q110302783
6000000007510377168	Bengt Kristiernsson Kristiernsson (Oxenstierna)	kristiernsson	6000000007564069351	Q128043997			father has no P735 given name object	Q5569981
6000000007510676522	Kristiern Bengtsson (Oxenstierna)	bengtsson	6000000007510377168	Q5569981	Q817199	Q817199	RESOLVES	Q6145052
6000000007511668356	Eva Christina Isaksdotter Grape	isaksdotter	6000000007511668432	Q117326669	Q18198729	Q18198729 Q5920537 Q21143984 Q11864419 Q581723 Q581723 Q18198729 Q67748849 Q134411324	RESOLVES	
6000000007511668432	Isak Isaksson Grape	isaksson	6000000006859130400	Q117327300	Q18198729	Q18198729 Q5920537 Q21143984 Q581723 Q11864419 Q581723 Q18198729	RESOLVES	Q117326669
6000000007511668455	Isak Isakson Grape	isakson	6000000007511668432	Q117326669	Q18198729	Q18198729 Q21143984 Q30232017 Q30231991	RESOLVES	
6000000007511668477	Anna Margareta Isaksdotter Grape	isaksdotter	6000000007511668432	Q117326669	Q18198729	Q18198729 Q5920537 Q21143984 Q11864419 Q581723 Q581723 Q18198729 Q67748849 Q134411324	RESOLVES	
6000000007511668484	Catharina Isaksdotter Grape	isaksdotter	6000000007511668432	Q117326669	Q18198729	Q18198729 Q5920537 Q21143984 Q11864419 Q581723 Q581723 Q18198729 Q67748849 Q134411324	RESOLVES	
6000000007511668498	Ulrika Isaksdotter Grape	isaksdotter	6000000007511668432	Q117326669	Q18198729	Q18198729 Q5920537 Q21143984 Q11864419 Q581723 Q581723 Q18198729 Q67748849 Q134411324	RESOLVES	
6000000007511668512	Magdalena Isaksdotter Grape	isaksdotter	6000000007511668432	Q117326669	Q18198729	Q18198729 Q5920537 Q21143984 Q11864419 Q581723 Q581723 Q18198729 Q67748849 Q134411324	RESOLVES	
6000000007511668531	Kristina Katarina Johansdotter Grape	johansdotter	6000000003783111683	Q135479701		Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	father has no P735 given name object	
6000000007511668537	Johan Arendt Johansson Grape	johansson	6000000003783111683	Q135479701		Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	father has no P735 given name object	
6000000007511668543	Isak Reinhold Johansson Grape	johansson	6000000003783111683	Q135479701		Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	father has no P735 given name object	
6000000007511668551	Erik Ulrik Johansson Grape	johansson	6000000003783111683	Q135479701		Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	father has no P735 given name object	Q135479699
6000000007511668557	Per Magnus Johansson Grape	johansson	6000000003783111683	Q135479701		Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	father has no P735 given name object	
6000000007511668564	Jonas Henrik Johansson Grape	johansson	6000000003783111683	Q135479701		Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	father has no P735 given name object	
6000000007511743574	Felicia Johansdotter Cajanus	johansdotter	5438265457230125201	Q11866571	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511744143	Gabriel Henriksson Achrenius	henriksson	6000000007511744136	Q5481278	Q594279	Q594279 Q21147934 Q16908634 Q2018484 Q117829414 Q1619450	RESOLVES	
6000000007511750780	Jakob Johansson Frosterus	johansson	6000000007511750867	Q17380307	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	
6000000007511750882	Katharina Elisabet Johansdotter Frosterus	johansdotter	6000000007511750867	Q17380307	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511750888	Susanna Johansdotter Frosterus	johansdotter	6000000007511750867	Q17380307	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511750916	Maria Johansdotter Frosterus	johansdotter	6000000007511750867	Q17380307	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511750923	Magdalena Johansdotter Frosterus	johansdotter	6000000007511750867	Q17380307	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511816693	Henrik Gustav Ericsson Borenius	ericsson	6000000007004486671	Q111442836		Q750186 Q12788459 Q953931 Q15277196 Q15277207	father has no P735 given name object	
6000000007511816756	Josef Frans Oscar Gustafsson Idestam	gustafsson	6000000007511816794	Q16737290	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511816852	Sofia Charlotta Gustafsdotter Idestam	gustafsdotter	6000000007511816794	Q16737290	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511816927	Nils Nilsson Idman	nilsson	6000000001657121856	Q5822085	Q16423038 Q1986777	Q16423038 Q2001572 Q16280122 Q16423038 Q16423038	RESOLVES	Q5822093
6000000007511816993	Christina Elisabet Nilsdotter Idman	nilsdotter	6000000007511816927	Q5822093	Q16423038	Q16423038 Q2001572 Q16280122 Q16423038 Q16423038	RESOLVES	
6000000007511817174	Jonas Jonasson Mennander	jonasson	6000000008129641569	Q105705431	Q16646115	Q1667407 Q47526977 Q11978684	P735 not among the patronymic's P144 values	
6000000007511822899	Nathalia Catharina Amalia Alexandersdotter Brotherus	alexandersdotter	6000000007511822881	Q128043986		Q923	father has no P735 given name object	
6000000007511832812	Per Emil Gustafsson Rancken	gustafsson	6000000000155748975	Q11860809	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511893015	Måns Königsson	königsson	6000000003562241294	Q115631696			father has no P735 given name object	
6000000007511893021	Simon Königsson	königsson	6000000003562241294	Q115631696			father has no P735 given name object	
6000000007511893027	Anna Königsdotter	königsdotter	6000000003562241294	Q115631696			father has no P735 given name object	
6000000007511906322	Gustaf Carlsson Bonde	carlsson	6000000007511906421	Q5581529	Q2529610	Q2529610 Q15731830 Q4259083 Q2958359 Q1044619 Q1719508 Q2529610	RESOLVES	Q1254296
6000000007511906384	Axel Gustafsson Bonde	gustafsson	6000000007511906322	Q1254296	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906398	Peder Gustafsson Bonde	gustafsson	6000000007511906322	Q1254296	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906421	Carl Filipsson Bonde till Laihela	filipsson	384955697100012616	Q99301904	Q998338	Q16423806 Q18145728	P735 not among the patronymic's P144 values	Q5581529
6000000007511906430	Beata Gustafsdotter Oxenstierna	gustafsdotter	4591334	Q2253913	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906437	Brita Carlsdotter Bonde	carlsdotter	6000000007511906421	Q5581529	Q2529610	Q2529610 Q15731830 Q1044619 Q1719508 Q4259083 Q2958359	RESOLVES	
6000000007511906443	Margareta Carlsdotter Bonde	carlsdotter	6000000007511906421	Q5581529	Q2529610	Q2529610 Q15731830 Q1044619 Q1719508 Q4259083 Q2958359	RESOLVES	
6000000007511906450	Catharina Carlsdotter Bonde	carlsdotter	6000000007511906421	Q5581529	Q2529610	Q2529610 Q15731830 Q1044619 Q1719508 Q4259083 Q2958359	RESOLVES	
6000000007511906457	Filip Carlsson Bonde	carlsson	6000000007511906421	Q5581529	Q2529610	Q2529610 Q15731830 Q4259083 Q2958359 Q1044619 Q1719508 Q2529610	RESOLVES	
6000000007511906463	Christer Carlsson Bonde af Laihela	carlsson	6000000007511906421	Q5581529	Q2529610	Q2529610 Q15731830 Q4259083 Q2958359 Q1044619 Q1719508 Q2529610	RESOLVES	Q5598267
6000000007511906477	Erik Gustafsson Bonde	gustafsson	6000000007511906322	Q1254296	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906495	Krister Gustafsson Oxenstierna af Eka och Lindö	gustafsson	4591334	Q2253913	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906517	Elisabet Gustafsdotter Oxenstierna	gustafsdotter	4591334	Q2253913	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906523	Margareta Gustafsdotter Oxenstierna af Eka och Lindö	gustafsdotter	4591334	Q2253913	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906529	Ebba Gustafsdotter Oxenstierna af Eka och Lindö	gustafsdotter	4591334	Q2253913	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007511906560	Beata Kristersdotter Bonde	kristersdotter	6000000007511906463	Q5598267	Q2121964 Q1078504	Q2121964 Q1078504	RESOLVES	
6000000007511906572	Elsa Jespersdotter Cruus af Edeby	jespersdotter	4791474	Q5613808	Q1158511	Q1158511	RESOLVES	Q42887353
6000000007511906640	Märta Filipsdotter Bonde	filipsdotter	384955697100012616	Q99301904	Q998338	Q18145728	P735 not among the patronymic's P144 values	
6000000007511906647	Ulf Filipsson Bonde	filipsson	384955697100012616	Q99301904	Q998338	Q16423806 Q18145728	P735 not among the patronymic's P144 values	
6000000007511906653	Beata Eriksdotter Sparre	eriksdotter	6000000001457868019	Q6184942	Q750186	Q750186 Q12788459 Q953931 Q15277196 Q19798835 Q15277207 Q19828986	RESOLVES	
6000000007511974230	Jakob Johansson Uggla till Saleby	johansson	6000000007511974301	Q131784178		Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	father has no P735 given name object	Q131784174
6000000007511974267	Carl Johan Jacobsson Uggla	jacobsson	6000000007511974230	Q131784174		Q25999604 Q16747395 Q15921890 Q25999604 Q21142021	father has no P735 given name object	
6000000007511974301	Johan Jakobsson Uggla till Saleby	jakobsson	6000000004457114006	Q131784180		Q16747395 Q25999604 Q15921890	father has no P735 given name object	Q131784178
6000000007511974310	Anna Christina Bengtsdotter Kafle	bengtsdotter	6000000012933164438	Q18923385	Q817199	Q817199	RESOLVES	
6000000007511974335	Erik Jakobsson Uggla	jakobsson	6000000004457114006	Q131784180		Q16747395 Q25999604 Q15921890	father has no P735 given name object	
6000000007511974342	Klas Jakobsson Uggla	jakobsson	6000000004457114006	Q131784180		Q16747395 Q25999604 Q15921890	father has no P735 given name object	
6000000007511974400	Elsa Eriksdotter Kyle	eriksdotter	6000000006127582567	Q99302235	Q750186	Q750186 Q12788459 Q953931 Q15277196 Q19798835 Q15277207 Q19828986	RESOLVES	
6000000007511974418	Anna Arvidsdotter Uggla	arvidsdotter	6000000004457921034	Q103781466		Q717011 Q114928755 Q23465091	father has no P735 given name object	
6000000007511974423	Margareta Arvidsdotter Uggla	arvidsdotter	6000000004457921034	Q103781466		Q717011 Q114928755 Q23465091	father has no P735 given name object	
6000000007511974428	Josef Arvidsson Uggla	arvidsson	6000000004457921034	Q103781466		Q717011 Q114928755 Q23465091	father has no P735 given name object	
6000000007511974439	Dorothea Arvidsdotter Uggla	arvidsdotter	6000000004457921034	Q103781466		Q717011 Q114928755 Q23465091	father has no P735 given name object	
6000000007511974450	Anna Claesdotter Uggla	claesdotter	6000000004455240002	Q110313602		Q19818179 Q19818183 Q16274791 Q15635230 Q18177178	father has no P735 given name object	
6000000007511974456	Elisabet Claesdotter Uggla	claesdotter	6000000004455240002	Q110313602		Q19818179 Q19818183 Q16274791 Q15635230 Q18177178	father has no P735 given name object	
6000000007511974484	Claes Christophersson Ekeblad	christophersson	6000000004368797982	Q5629576	Q1084384 Q1084472	Q1084472 Q1084384 Q1789415 Q21142979	RESOLVES	
6000000007511975169	Johan Göransson Uggla	göransson	6000000004456897015	Q136376039		Q1559427	father has no P735 given name object	
6000000007511982221	Anders Göransson Göransson Uggla	göransson	6000000004456897015	Q136376039		Q1559427	father has no P735 given name object	
6000000007511982226	Anna Göransdotter Göransdotter Uggla	göransdotter	6000000004456897015	Q136376039		Q1559427	father has no P735 given name object	
6000000007511982322	Margareta Göransdotter Bonde	göransdotter	6000000008549192431	Q108409680		Q1559427	father has no P735 given name object	
6000000007511982387	Claes Johansson Ekeblad	johansson	6000000004368760146	Q5629584	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	
6000000007511982394	Johan Johansson Ekeblad	johansson	6000000004368760146	Q5629584	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	
6000000007511982401	Agneta Johansdotter Ekeblad	johansdotter	6000000004368760146	Q5629584	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511982407	Britta Johansdotter Ekeblad	johansdotter	6000000004368760146	Q5629584	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511982412	Magdalena Johansdotter Ekeblad	johansdotter	6000000004368760146	Q5629584	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007511982417	Christoffer Johansson Ekeblad	johansson	6000000004368760146	Q5629584	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	
6000000007512011029	Maria Gustava Gustafsdotter Borg	gustafsdotter	6000000007512004149	Q89428806	Q15646212	Q15646212 Q15646212	RESOLVES	
6000000007512023778	Christina Johansdotter Frosterus	johansdotter	6000000007511750867	Q17380307	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007512031589	Christina Olofsdotter Wallenstierna	olofsdotter	6000000000631669687	Q127270419		Q18089653 Q2021323 Q3881452	father has no P735 given name object	
6000000007512032119	Erik Johan Abrahamsson af Palén	abrahamsson	6000000007512032102	Q97962547	Q17997608	Q17997608	RESOLVES	Q11858191
6000000007512032147	Abraham Abrahamsson Palén	abrahamsson	6000000007512032102	Q97962547	Q17997608	Q17997608	RESOLVES	
6000000007512032163	Ulrik Abrahamsson Palén	abrahamsson	6000000007512032102	Q97962547	Q17997608	Q17997608	RESOLVES	
6000000007512032168	Fredrik Abrahamsson Palén	abrahamsson	6000000007512032102	Q97962547	Q17997608	Q17997608	RESOLVES	
6000000007512044765	Adolf Fredrik Georgsson Tigerstedt	georgsson	6000000006128133704	Q6210851	Q1985538	Q1985538 Q5548460	RESOLVES	
6000000007512147423	Ulf Abjörnsson Sparre av Tofta	abjörnsson	6000000001823740415	Q5551333			father has no P735 given name object	
6000000007512236715	Märta Hansdotter Clerck	hansdotter	6000000003708829240	Q5609935	Q632842	Q632842 Q4413537	RESOLVES	
6000000007512715250	Christina Bengtsdotter	bengtsdotter	6000000006419505974	Q64782306	Q817199	Q817199	RESOLVES	
6000000007512949991	Christoffer Pedersson Ribbing	pedersson	4246295551780049320	Q19841277	Q10622039	Q10622039 Q15897708 Q15897204	RESOLVES	
6000000007513633726	Per Hansson (Forstena) d.y.	hansson	6000000011583338485	Q112968327	Q632842	Q632842 Q4413537	RESOLVES	Q112968326
6000000007513914249	Erik Pedersson Ribbing till Österby	pedersson	4246295551780049320	Q19841277	Q10622039	Q10622039 Q15897708 Q15897204	RESOLVES	
6000000007522078651	Elisabet Tönnesdotter Wrangel	tönnesdotter	6000000008877732400	Q104550259			father has no P735 given name object	Q104550258
6000000007522141388	Elisabet Claesdotter Wachtmeister	claesdotter	6000000011470292444	Q104550242	Q19818179	Q19818179 Q19818183 Q16274791 Q15635230 Q18177178	RESOLVES	Q104550238
6000000007536874593	Tørris Amundson Kamp	amundson	6000000008132513369	Q116285452	Q1781319	Q1781319	RESOLVES	
6000000007537943456	Peder Amundsen Kamp Andenes	amundsen	6000000008132513369	Q116285452	Q1781319	Q1781319	RESOLVES	
6000000007548213525	Jakob Mårtensson Leijonsvärd	mårtensson	6000000007548228373	Q5757435	Q17520926	Q18964343 Q17520926 Q18002399	RESOLVES	
6000000007549309538	Ivar Jonsson Jonsen	jonsson	6000000003277299457	Q101247943		Q47526977 Q11978684 Q2246251 Q14436586 Q123820137 Q1715043	father has no P735 given name object	
6000000007549309545	Haakon Jonsson Rose til Sudrheim	jonsson	6000000003869622559	Q5890072	Q13501137	Q47526977 Q11978684 Q2246251 Q14436586 Q123820137 Q1715043	P735 not among the patronymic's P144 values	
6000000007549309632	Margrete Skulesdotter Rein	skulesdotter	6000000001198751004	Q725206	Q96478843	Q122958929	P735 not among the patronymic's P144 values	Q438646
6000000007550303171	Karen Henriksdatter Friis af Hesselager	henriksdatter	6000000000725126540	Q110303285		Q594279 Q2018484 Q117829414	father has no P735 given name object	
6000000007550831211	Sidsel Truidsdatter Ulfstand	truidsdatter	6000000003515659250	Q12007699			father has no P735 given name object	
6000000007555314291	Anders Stigsen Thott til Næs	stigsen	6000000001504913149	Q110549587		Q2003540	father has no P735 given name object	Q110549586
6000000007556967444	Carl Edvardsson Ehrenstéen till Fosby	edvardsson	6000000007557266307	Q5628432	Q18130926		patronymic item has no P144 derivation	Q5628428
6000000007556985436	Marine Jonsdatter Galen	jonsdatter	5101289224620044006	Q116150298		Q11978684 Q14436586 Q2246251 Q47526977	father has no P735 given name object	
6000000007557330534	Orm Raneson	raneson	6000000035338400732	Q101247862		Q11890024	father has no P735 given name object	
6000000007563522359	Ragvald Erengislesson Puke (Bonde)	erengislesson	6000000008562951192	Q5714350	Q96483609	Q96483609	RESOLVES	
6000000007563637653	Ingeborg Erengisledotter Bonde	erengisledotter	6000000008562951192	Q5714350	Q96483609	Q96483609	RESOLVES	Q110303042
6000000007564069351	Kristiern Bengtsson Oxenstierna	bengtsson	6000000001850042461	Q2425529	Q2069487	Q817199	P735 not among the patronymic's P144 values	Q128043997
6000000007564142318	Johan Nilsson Siöblad till Flättna	nilsson	6000000012566569580	Q110505339		Q16423038 Q2001572 Q16280122 Q16423038 Q16423038	father has no P735 given name object	
6000000007569508446	Erik Eriksson Castrén	eriksson	5450460111070020091	Q18238085	Q12788459	Q750186 Q12788459 Q953931 Q15277196 Q15277207 Q19798835 Q19828986	RESOLVES	
6000000007570802457	Karen Tagesdatter Hollunger	tagesdatter	6000000007861101319	Q110549436			father has no P735 given name object	Q110303378
6000000007570923379	Otte Andersen Thott	andersen	6000000007555314291	Q110549586		Q8843357 Q4926263 Q511666 Q8843357 Q8843357	father has no P735 given name object	Q110303375
6000000007571070212	Tage Ottesen Thott (Tott)	ottesen	6000000007570923379	Q110303375		Q21144023 Q18029644 Q2037285 Q1757370	father has no P735 given name object	Q16065232
6000000007574251294	Gustaf Eriksson Örnevinge	eriksson	6000000002395389417	Q5584481	Q750186	Q750186 Q12788459 Q953931 Q15277196 Q15277207 Q19798835 Q19828986	RESOLVES	
6000000007575031146	Christoffer Magnussen	magnussen	6000000000685205542	Q347954	Q18109457	Q18109457	RESOLVES	
6000000007584661312	Margaretha Sverkerdatter von Rügen of Sweden	sverkerdatter	6000000003491193955	Q365072	Q8095418	Q8095418	RESOLVES	
6000000007588187422	Herborg Pedersdatter Torsnes	pedersdatter	6000000003782918416	Q135527732		Q10622039 Q15897204 Q10622039 Q21148379	father has no P735 given name object	Q135527730
6000000007588193863	Maria Helena Eriksdotter Castrén	eriksdotter	5450460111070020091	Q18238085	Q12788459	Q750186 Q12788459 Q953931 Q15277196 Q19798835 Q15277207 Q19828986	RESOLVES	
6000000007589070728	Jens Nielsen Kaas af Sparre, til Gudumlund, til Voergaard	nielsen	6000000009905732338	Q105044845	Q2001572	Q2001572 Q16423038 Q2001572	RESOLVES	
6000000007589910239	Susanna Jakobsdotter Flacksenia	jakobsdotter	6000000010693572513	Q11865655	Q16747395	Q16747395 Q25999604 Q15921890	RESOLVES	
6000000007590650708	Elen Evensdatter Meldal	evensdatter	6000000007805165171	Q140667996		Q4567129	father has no P735 given name object	
6000000007590879500	Guri Olsdatter Lima	olsdatter	6000000005607599800	Q141223933	Q96675523	Q2097883 Q1647755 Q18760926 Q2097883	P735 not among the patronymic's P144 values	
6000000007594971595	Gustaf Johansson Frosterus	johansson	6000000007511750867	Q17380307	Q10989273	Q10989273 Q2117521 Q11122389 Q4925477 Q20730411 Q1711543	RESOLVES	
6000000007606013091	Katharina Fredriksdatter	fredriksdatter	4104333	Q157789	Q17539276 Q17539077	Q4926491 Q21146005 Q14038597 Q21142991 Q21147789 Q63218796	P735 not among the patronymic's P144 values	Q116232167
6000000007606247828	Catharina Persdotter Utter	persdotter	6000000007606579491	Q6220814	Q10622039	Q13582800 Q19869349 Q15897150	P735 not among the patronymic's P144 values	
6000000007607042230	Carin Eriksdotter Kyle	eriksdotter	6000000006127582567	Q99302235	Q750186	Q750186 Q12788459 Q953931 Q15277196 Q19798835 Q15277207 Q19828986	RESOLVES	
6000000007616425985	Ragnhild Pålsdatter of Orkney	pålsdatter	6000000000424848932	Q16726134	Q4925623	Q15732803 Q4925623 Q33104818	RESOLVES	
6000000007616458527	Ragna Ivarsdatter Bjarkøy	ivarsdatter	6000000007453268163	Q101248115		Q127069 Q11977747	father has no P735 given name object	
6000000007618812145	Maria Pedersdotter Stiernfelt	pedersdotter	6000000010895962441	Q6190322	Q10622039	Q10622039 Q15897708	RESOLVES	
6000000007621397047	Elin Åkesdotter Ulfsparre af Broxvik	åkesdotter	5156433921600119315	Q6219217	Q508894	Q508894	RESOLVES	
6000000007621601531	Hans Åkesson Ulfsparre af Broxvik till Broxvik	åkesson	5156433921600119315	Q6219217	Q508894	Q508894	RESOLVES	
6000000007624985793	Margareta Johanna Åkesdotter Oxenstierna af Eka och Lindö	åkesdotter	6000000011852160393	Q110303094	Q508894	Q508894	RESOLVES	
6000000007625500489	Gustava Jacobina Johansdotter Kyander	johansdotter	6000000010972993065	Q31892333	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007632739000	Estrid Johansdotter Uggla	johansdotter	6000000006127509428	Q121270442	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007632860732	Elisabeth Gabrielsdatter Akeleye	gabrielsdatter	6000000007443310281	Q112540668		Q4925914	father has no P735 given name object	Q96244119
6000000007632892185	Margareta Johansdotter Uggla	johansdotter	6000000006127509428	Q121270442	Q10989273	Q10989273 Q2117521 Q11122389 Q10989273 Q2117521 Q4120836	RESOLVES	
6000000007632957672	Anne Ottesdatter Bildt	ottesdatter	6000000014262552540	Q103780910	Q18029644	Q21144023 Q18029644 Q2037285	RESOLVES	
6000000007632986303	Eiler Gabrielsen Akeleye	gabrielsen	6000000007443310281	Q112540668		Q4925914	father has no P735 given name object	
6000000007633045566	Tønne Jacobsen Huitfeldt	jacobsen	6000000001764021158	Q96244118	Q16747395	Q25999604 Q16747395 Q25999604	RESOLVES	Q14523260
6000000007633347495	Margrete Tønnesdatter Huitfeldt	tønnesdatter	6000000007633045566	Q14523260		Q12008141 Q51171141	father has no P735 given name object	Q119954173
6000000007634224676	Jens Gertsen Treschow	gertsen	6000000007634301480	Q133445409		Q5553169 Q71148594 Q19572194	father has no P735 given name object	
6000000007635630965	Anna Adriansdatter Falkener	adriansdatter	4840241237810085207	Q11956948	Q372250	Q372250	RESOLVES	
6000000007635968483	Lydia Thomasdatter Hammond	thomasdatter	3939620	Q7790380	Q16428906	Q16428906 Q30585163	RESOLVES	
6000000007635968503	Thomas von Westen Thomasen Hammond	thomasen	3939620	Q7790380	Q16428906	Q16428906 Q30585163	RESOLVES	
6000000007635968641	Johan Michel Augustinusen Meldal	augustinusen	6000000006339176894	Q140668017		Q768847	father has no P735 given name object	
6000000007639547807	Grete Axelsdatter Gøye	axelsdatter	6000000002897173063	Q108840744	Q5407300		patronymic item has no P144 derivation	Q110303998
6000000007648375748	Jens Thomasson Wegner	thomasson	6000000005421141184	Q12006062	Q16428906 Q1546318	Q16428906 Q3300071	RESOLVES	
6000000007648925306	Christina Olofsdotter Bure	olofsdotter	6000000001218533012	Q26405863	Q18089653	Q18089653 Q2021323 Q3881452	RESOLVES	
6000000007660259427	Olof Andersson Oxehufvud till Ämteshult	andersson	6000000006844914073	Q122824019	Q8843357	Q8843357 Q4926263 Q8843357 Q21069228 Q490500	RESOLVES	
6000000007661415227	Maren Jensdatter Bjelke	jensdatter	6000000012116876542	Q3356793	Q2246251	Q2246251	RESOLVES	Q96244122
6000000007662657094	Engelbrekt Ananiassen Wrangel	ananiassen	6000000007661580065	Q123039283	Q20675793	Q20675793	RESOLVES	
6000000007662778337	Anna Dorothea Ananiasdatter Wrangel	ananiasdatter	6000000007661580065	Q123039283	Q20675793	Q20675793	RESOLVES	
6000000007662846577	Pitter Ananiassen Wrangel	ananiassen	6000000007661580065	Q123039283	Q20675793	Q20675793	RESOLVES	
6000000007673470311	Johan Adolf Adolfsson Törngren	adolfsson	6000000007673532370	Q6218225	Q18145837	Q18145837 Q18526132	RESOLVES	Q6218230
6000000007676565935	Johan Jakobsson Sneckenberg	jakobsson	6000000012267030683	Q114850416	Q25999604	Q16747395 Q25999604 Q15921890	RESOLVES	
6000000007676678518	Inger Ananiasdatter Fürstenberg	ananiasdatter	6000000007661580065	Q123039283	Q20675793	Q20675793	RESOLVES	
6000000007689162434	Helena Axelsdotter Lilliegren	axelsdotter	6000000001341836343	Q110729431	Q5407300		patronymic item has no P144 derivation	
6000000007690296125	Christina Patriksdotter Patkull	patriksdotter	6000000011726366827	Q125015578	Q18002630	Q18002630	RESOLVES	
6000000007691271379	Sara Rasch Erichsdatter Berg	erichsdatter	6000000001598005995	Q58867726	Q750186 Q7996169	Q15277196 Q750186 Q12788459	RESOLVES	
6000000007694418750	Hans Jørgen Jacobsen Darre	jacobsen	6000000014155407521	Q3373496	Q25999604	Q25999604 Q16747395 Q25999604	RESOLVES	Q5650251
6000000007695043995	Henrik Pedersen Måneskjöld till Hängelö och Henriksholm	pedersen	6000000010531725554	Q128803955		Q10622039 Q15897204 Q21148379 Q10622039 Q15897708	father has no P735 given name object	
6000000007695444872	Marta Knutsdotter Lillie af Ökna	knutsdotter	6000000007328955820	Q5952056	Q943881	Q943881 Q18565341 Q943881 Q28798237	RESOLVES	
6000000007707660055	Ehlen Frederiksdatter Budde	frederiksdatter	6000000042532776245	Q112540569		Q21146005 Q4926491 Q21143312 Q18606091 Q16275883	father has no P735 given name object	
6000000007709818570	Peder Poulsen Munk	poulsen	6000000002586221607	Q103784141		Q2106710 Q4925623	father has no P735 given name object	
6000000007710371202	Sigrid Erlingsdatter	erlingsdatter	6000000001209109374	Q936090	Q472066	Q472066	RESOLVES	
6000000007721828811	Marta Nilsdotter Skår	nilsdotter	6000000007449036223	Q16760781	Q16423038	Q16423038 Q2001572 Q16280122 Q16423038 Q16423038	RESOLVES	
6000000007721915446	Elseberg Nilsdotter Lofthus	nilsdotter	6000000007449036223	Q16760781	Q16423038	Q16423038 Q2001572 Q16280122 Q16423038 Q16423038	RESOLVES	
6000000007727107573	Halvor Torkildsen Aschehoug	torkildsen	6000000008327293225	Q12006195	Q30584729	Q21148604	P735 not among the patronymic's P144 values	Q11973790
