geni_id,our_name,qid,parent_geni,parent_name,our_siblings_recorded,their_siblings_recorded,shape,sex,dates,round,our_exports,sex_refused_it
6000000001500907457,Isabelle de Lusignan,Q56042352,6000000006101354388,Guy de Lusignan,2,2,BOTH sides record more,agree,,2,,
6000000001501029311,Ladislas III III. László of Hungary ÁRPÁD(házi) King,Q86932,6000000007385701493,Imre Árpád(házi) Magyar király,1,1,both sides record ONE child,agree,within 10y,2,,
6000000001501032497,Joan von Hohenstaufen,Q1755437,6000000001544505169,Otto Hohenstaufen von Hohenstaufen I,2,2,BOTH sides record more,agree,within 10y,2,,
6000000001501038027,Béatrix de Sabran,Q29042640,6000000003858746515,Garsende de Forcalquier,2,2,BOTH sides record more,agree,20y apart,2,,
6000000001504212991,Berete Eilersdatter Eilersdatter Rønnow,Q110549628,6000000002058812669,Eiler Nicolausen Rønnow,1,1,both sides record ONE child,agree,,2,,
6000000001504423226,"Christian, 1264 greve af Oldenburg",Q75246976,6000000003827484424,Hedwig von Oldenburg-Wildeshausen,3,3,BOTH sides record more,agree,,2,,
6000000001511792068,Caeionius Plautius,Q98065748,6000000003645864073,Lucius Ceionius Commodus Verus,2,2,BOTH sides record more,agree,,2,,
6000000001531197688,Robert I de Mauteby,Q116028868,6000000024517821855,Elizabeth Clavering,1,1,both sides record ONE child,agree,,2,,
6000000001544462307,Mainier de Montfort,Q48180315,6000000000124082015,Bertrada de Gometz,3,3,BOTH sides record more,agree,,2,,
6000000001588461735,Élie d'Anjou II,Q693710,6000000001142564337,Ermengarde de Beaugency,4,4,BOTH sides record more,agree,within 10y,2,,
6000000001588558532,Agnès de Savoie de Maurienne,Q75903033,6000000000135924403,Humbert II of Savoy the Fat,3,3,BOTH sides record more,agree,,2,,
6000000001642177565,Virginia Ridderstolpe,Q98545648,6000000001545773046,Carolina Johanne Louise Kolbe,2,2,BOTH sides record more,agree,within 10y,2,,
6000000001744804392,"Hugh l'Abbé de Saint-Quentin; de Lobbes; de Saint-Bertin, de Noaille",Q920516,6000000000350982395,Regina,2,2,BOTH sides record more,agree,,2,,
6000000001744846335,Richard de Saint-Valéry Seigneur de Hugleville,Q116983505,4129655224770040509,Gilbert Gautier de Saint Valéry Seigneur de Heugleville,2,2,BOTH sides record more,agree,,2,,
6000000001744871132,Æthelwulf,Q27102294,6000000006323182161,Æthelred,2,2,BOTH sides record more,agree,,2,,
6000000001745008327,John (II) de Bohun,Q75431449,6000000001745012586,Cicely Filliol Baroness of Midhurst,1,1,both sides record ONE child,agree,within 10y,2,,
6000000001745043725,Henry de Percy,Q76286499,5311926837990077645,Henry de Percy VI,2,2,BOTH sides record more,agree,,2,,
6000000001752271472,,Q3072989,6000000012619445188,Norisuke Ichijo,1,1,both sides record ONE child,agree,within 10y,2,,
6000000001849187050,Madeleine de La Tour de La Tour d'Auvergne,Q112588594,5227347554150029113,François III de LA TOUR d'AUVERGNE vicomte de Turenne,2,2,BOTH sides record more,agree,,2,,
6000000001870616037,Carl Mattiasson Soop till Limingo,Q123420181,6000000001065610021,Anna Nilsdotter Gyllenstierna,2,2,BOTH sides record more,agree,within 10y,2,,
6000000001891813980,Clémence de Roches,Q56285633,6000000001892025404,Marguerite de Sablé,2,2,BOTH sides record more,agree,,2,,
6000000001913937076,,Q11608470,6000000001748654436,,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002005959672,Maud de Mainwaring,Q75520039,6000000002665402739,Agnes de Arderne,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002023449310,Randall Mainwaring Kt,Q75616931,6000000002023188019,Philip Mainwaring,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002116079075,Thomas Stewart,Q75389567,6000000002188039510,Walter Stewart,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002116079760,Margaret Kennedy,Q76364926,6000000006444441985,Margaret Boyd,1,1,both sides record ONE child,agree,,2,,
6000000002116145149,Christian Ogilvy,Q75543206,6000000002116145156,Agnes Elphinstone,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002116415288,Richard Foliot,Q75673061,6000000008408394497,Joan de Braose,4,3,BOTH sides record more,agree,,2,,
6000000002135641710,Anna-Ianka Vsevolodovna princess of Kiev,Q553919,6000000003858589577,Monomakhina,2,2,BOTH sides record more,agree,,2,,
6000000002151830120,Flavius Julius Crispus Caesar,Q311646,6000000002151637919,Minervina,1,1,both sides record ONE child,agree,13y apart,2,,
6000000002187608730,Thutmosis III Menkheperre Pharaoh of Egypt,Q157899,6000000007964810401,Iset,1,1,both sides record ONE child,agree,28y apart,2,,
6000000002187617502,Ariarathes,Q359573,6000000000701043647,Nysa of Cappadocia,1,1,both sides record ONE child,agree,,2,,
6000000002187718482,Phasaelus,Q11697731,6000000003645877054,Pallas King Herod 8th wife,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002187718502,Salome,Q3267247,6000000002187718497,Elpis King Herod 10th wife,1,1,both sides record ONE child,agree,,2,,
6000000002187718766,Apama,Q3555455,6000000003645908437,Stratonice II,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002187720071,Princess Troias of Epirus,Q9090250,6000000002187720035,Phthia of Pharsalos II,3,3,BOTH sides record more,agree,,2,,
6000000002187818681,Liethard,Q76102470,6000000012446146205,wife of Reginar II,4,4,BOTH sides record more,agree,,2,,
6000000002187825167,Adelheid von Ballenstedt,Q55603206,6000000001199993264,"Otto ""der Reiche"" von Ballenstedt Graf von Ballenstedt",2,2,BOTH sides record more,agree,,2,,
6000000002187826041,Elisabeth von Bregenz-Pfullendorf,Q1330421,6000000007398909436,Wulfhild Wulfhilda von Bayern (Welfin),1,1,both sides record ONE child,agree,20y apart,2,,
6000000002187881281,Hartmann von Württemberg,Q1587287,6000000003827521367,Konrad von Württemberg,1,1,both sides record ONE child,agree,18y apart,2,,
6000000002187899257,Margaret Stewart,Q75388165,6000000003732533499,John Stewart 3rd Earl Of Buchan,1,1,both sides record ONE child,agree,,2,,
6000000002188028765,Elizabeth Stewart,Q75268428,6000000006444452235,"James Stewart VI, illegitimate, 1st Earl of Moray",1,1,both sides record ONE child,agree,within 10y,2,,
6000000002188045838,Thomas Lyon,Q7792008,6000000001783474468,John Lyon 7th Lord of Glamis,3,3,BOTH sides record more,agree,within 10y,2,,
6000000002188050965,William Abernathy Sir,Q76159062,6000000002188050980,William Abernethy,1,1,both sides record ONE child,agree,,2,,
6000000002188179590,Sanç de Barcelona Comte d'Olèrdola,Q19001439,6000000011051100655,Sancha Sánchez de Castilla comtessa consort de Barcelona,2,2,BOTH sides record more,agree,,2,,
6000000002188195237,,Q10889672,6000000002188195229,China,2,2,BOTH sides record more,agree,,2,,
6000000002188378138,"Wolfgang Wettin, Ernestiner Prinz",Q75245819,6000000004839749189,Elisabeth von Bayern Kurfürstin zu Sachsen,7,7,BOTH sides record more,agree,,2,,
6000000002188461048,Agnese di Azzo V d'Este,Q133273394,6000000003827153040,Azzo d'Este marchese d'Este,2,2,BOTH sides record more,agree,,2,,
6000000002188461679,Maria Christina Savoia principessa,Q75295768,376406918790013422,Maria Theresa Francesca Giuseppa Giovanna Benedicta von Habsburg-Lothringen regina di Sardegna,3,3,BOTH sides record more,agree,within 10y,2,,
6000000002188559703,Maria d'Aragona queen of Sicily,Q286612,6000000002828325079,Constanza de Aragón reina consort de Secilia,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002188563093,Heinrich von Laurenburg,Q1595490,6000000001889982546,Ruprecht von Laurenburg,2,2,BOTH sides record more,agree,,2,,
6000000002188569199,"Louis II de Châtillon, comte de Blois",Q330697,6000000001500890958,Guy I de Châtilion comte de Blois,3,3,BOTH sides record more,agree,within 10y,2,,
6000000002188644090,Bianchino del Balzo,Q76224874,6000000003541275940,Sueva Sveva Orsini duchessa di Andria,3,3,BOTH sides record more,agree,,2,,
6000000002188662933,Catherine 1st Wife Howard,Q138526135,6000000001288589416,Elizabeth Stafford Duchess of Norfolk,4,4,BOTH sides record more,agree,,2,,
6000000002198810353,Richard Puleston,Q105814299,6000000000769903827,Lowri verch Gruffudd Fychan,6,6,BOTH sides record more,agree,,2,,
6000000002210999247,Henry Fenwick,Q108913089,6000000006444637959,Margaret de Percy,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002351178607,Elizabeth Corbet,Q100901870,6000000002351123952,Thomas Corbet Esq.,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002447199197,Robert II Tattershall Lord of Buckingam,Q75266508,6000000011956364568,Matilda d'Aubigny,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002447290054,Marjorie nic Uilliam Princess of Scotland,Q26952667,6000000003004153810,Ermengarde de Beaumont Queen Consort of Scotland,4,4,BOTH sides record more,agree,,2,,
6000000002543710922,Cadwaladr Fendigaid ap Cadwallon Brenin Gwynedd,Q2454699,377621253150007585,Cadwallon ap Cadfan Brenin Gwynedd,1,1,both sides record ONE child,agree,within 10y,2,,
6000000002562808393,Konstantinos Lascaris duke of Thrakesion,Q62974097,6000000006727876826,Philippa princess of Armenia,1,1,both sides record ONE child,agree,,2,,
6000000002601059890,Maria Ana Fernández de Córdoba,Q110586537,6000000004173315226,Mariana Fernández de Córdoba Cardona y Aragón,4,4,BOTH sides record more,agree,,2,,
6000000002603752149,Alfonso Telo Téllez de Molina VII Señor de Meneses,Q5493258,6000000004382744674,Mayor Alfonso de Meneses señora de Meneses y Villanueva,2,2,BOTH sides record more,agree,,2,,
6000000002742477944,Private,Q111352304,6000000009459384559,Elisabeth Trier (Ibi) Mørch,2,2,BOTH sides record more,agree,,2,,
6000000002849180662,,Q24868480,6000000002160065116,,2,2,BOTH sides record more,agree,,2,,
6000000002967557989,Anna Corbet,Q75270055,6000000021579385314,Robert Corbet MP,2,2,BOTH sides record more,agree,,2,,
6000000003051174043,John de Courtenay Baron of Okehampton,Q75238243,6000000001500899319,Robert de Courtenay Baron of Okehampton,2,2,BOTH sides record more,agree,,2,,
6000000003087080560,Maldred Fitz Dolfin of Raby,Q75104955,6000000006906640730,Dolfin fitz Uchtred,2,2,BOTH sides record more,agree,within 10y,2,,
6000000003087154173,Ælfwig Abbot of Newminster and Winchester,Q8077325,6000000002936528955,Wulfnoth Cild Earl of Sussex,2,2,BOTH sides record more,agree,,2,,
6000000003104061642,John Howard,Q76282765,6000000003104857003,Joan Plantagenet,1,1,both sides record ONE child,agree,,2,,
6000000003106268579,Laurence O'Toole,Q2419830,6000000002043192166,Muirchertach mac Gilla Comgaill Ó Tuathail,2,2,BOTH sides record more,agree,within 10y,2,,
6000000003122317837,Marguerite Félicie de Lévis Ventadour,Q102862118,6000000015813058103,Marie de La Guiche,2,2,BOTH sides record more,agree,,2,,
6000000003128109582,,Q7244748,6000000011626768086,Yutaakira Suzaku-tenno,1,1,both sides record ONE child,agree,,2,,
6000000003216090094,Wilhelmina Hooker,Q139899515,6000000003216090101,William Dawson Hooker,1,1,both sides record ONE child,agree,within 10y,2,,
6000000003216108447,Henry Mervyn,Q75398724,6000000003216108259,Audley Mervyn Kt.,1,1,both sides record ONE child,agree,,2,,
6000000003219763000,Edward of Brotherton,Q16834711,6000000002645126506,Alice de Hales Countess of Norfolk,3,3,BOTH sides record more,agree,within 10y,2,,
6000000003229885926,Edward de Wigmore,Q75387661,6000000001142134261,Eleanor Talbot,1,1,both sides record ONE child,agree,,2,,
6000000003243328652,Joan De Neville,Q75241461,6000000001744979846,Thomas de Neville 5th Baron Furnivall,3,2,BOTH sides record more,agree,,2,,
6000000003276546370,Thomas Legh (III),Q76356375,6000000016762284094,Mary Alice Grosvenor,3,2,BOTH sides record more,agree,within 10y,2,,
6000000003319684827,Anastasia FitzRandolph,Q76267326,6000000006906769996,Anastasia de Percy,2,2,BOTH sides record more,agree,within 10y,2,,
6000000003349295306,Filip Ulfsson Ulv,Q18613027,6000000003349243920,Ulf Karlsson Ulv,3,3,BOTH sides record more,agree,,2,,
6000000003359222092,Magnus Estridsen,Q75385252,6000000001824792339,"Erik III ""Lam"" Estridsen Konge af Danmark",1,1,both sides record ONE child,agree,,2,,
6000000003485828468,Marguerite de La Rochefoucauld Dame de Barbezieux,Q97782797,6000000008597680039,Jean de La Rochefoucauld Seigneur de Barbezieux et de Verteuil,1,1,both sides record ONE child,agree,within 10y,2,,
6000000003493250762,Manuel Ventura Fernández de Córdova,Q110586558,6000000011579754837,Félix Fernández de Córdoba XII Conde de Cabra,1,1,both sides record ONE child,agree,,2,,
6000000003524588434,Fyodor Korybut of Nesvizh and Podole,Q13033264,6000000003524503476,Kaributas Dmitry Gediminids,6,5,BOTH sides record more,agree,within 10y,2,,
6000000003542370460,Bertha de Braose,Q107453198,6000000002134845934,William de Braose II,4,3,BOTH sides record more,agree,,2,,
6000000003645765911,Otton Kazimierzowic,Q122753893,3696730,"Maria Dobronega of Kiev, Rurikid",5,5,BOTH sides record more,agree,,2,,
6000000003645859956,Silviana,Q59617969,6000000006101322299,Aurelia Fadilla,1,1,both sides record ONE child,agree,,2,,
6000000003645890599,Flavia Julia Constantia,Q238023,6000000012560069447,Flavia Maximiana Theodora,6,6,BOTH sides record more,agree,,2,,
6000000003645912288,Princess of Syria,Q16331361,6000000003513191421,Laodice,5,5,BOTH sides record more,agree,,2,,
6000000003650114624,Janet Allardyce,Q76037950,6000000003221129495,Catherine Arbuthnot,1,1,both sides record ONE child,agree,11y apart,2,,
6000000003827147352,Amalafreda of the Ostrogoths,Q241526,6000000002236412009,Ereleuva,2,2,BOTH sides record more,agree,within 10y,2,,
6000000003827470194,Günther von Schwarzburg-Käfernberg Graf von Schwarzburg-Käfernberg,Q30650350,6000000008684560521,Dietburg von Anhalt,2,2,BOTH sides record more,agree,,2,,
6000000003827477023,Ingeburg Mecklenburg Gräfin zu Bentheim,Q110153474,6000000003827477461,Katharina Mecklenburg Herzogin zu Mecklenburg-Stargard,1,1,both sides record ONE child,agree,,2,,
6000000003827496007,Heinrich I Oldenburg zu Oldenburg-Wildeshausen,Q1597712,6000000004533774243,Eilica von Werla,5,5,BOTH sides record more,agree,15y apart,2,,
6000000003827521424,Anna von Baden-Hochberg-Sausenberg,Q96755005,6000000003827737269,Agnes von Rötteln,4,4,BOTH sides record more,agree,,2,,
6000000003827529172,Agnes von Württemberg,Q110562148,6000000001501080263,Ulrich II von Württemberg Graf von Württemberg,1,1,both sides record ONE child,agree,,2,,
6000000003827587736,Adèle d'Anjou comtesse de Vendôme,Q2643820,6000000001262390395,Elisabeth de Vendôme Heiress de Vendôme,1,1,both sides record ONE child,agree,,2,,
6000000003827611843,Philipp von Baumberg zu Alten und Neuenbaumberg I.,Q63106866,6000000003827611849,Elisabeth von Falkenstein,1,1,both sides record ONE child,agree,,2,,
6000000003827657098,Mélissende de Picquigny,Q115634081,6000000004533071096,Arnoul de Picquigny vidame d'Amiens,1,1,both sides record ONE child,agree,within 10y,2,,
6000000003827675938,Guy de Clermont-Nesle seigneur de Mello,Q61737028,6000000003827681072,Marguerite de Coucy,1,1,both sides record ONE child,agree,,2,,
6000000003827701377,Jacqueline de de Carnazet,Q112329595,6000000003827701430,"Antoine de Carnazet, Baron de Saint-Vrain",1,1,both sides record ONE child,agree,,2,,
6000000003827701539,Eudes de Champlitte,Q2014653,6000000006727885966,Hugues de Blois Count,1,1,both sides record ONE child,agree,12y apart,2,,
6000000003827711876,Marie de Picquigny,Q108432263,6000000003827711888,Rénaud de Picquigny Vidame d'Amiens,1,1,both sides record ONE child,agree,,2,,
6000000003827731161,Imagina von Sponheim-Kreuznach,Q110537963,6000000015168165983,Heinrich von Sponheim-Kreuznach,2,2,BOTH sides record more,agree,,2,,
6000000003827751087,Elisabeth von Isenburg Condesa de Wied,Q116173958,6000000002187820478,Johanna Van Gulik,1,1,both sides record ONE child,agree,,2,,
6000000003827767219,Burchard von Querfurt V,Q31192225,6000000003827953136,Sophie von Wettin,1,1,both sides record ONE child,agree,,2,,
6000000003827767281,Jutta von Bickenbach,Q96244257,6000000003827924579,Gottfried von Bickenbach Graf von Bickenbach,1,1,both sides record ONE child,agree,,2,,
6000000003827791995,Jeanne de Chambly dame de Neaufles Saint Martin,Q116040775,6000000001501052888,Isabelle de Bourgogne,1,1,both sides record ONE child,agree,,2,,
6000000003827799401,Gausbert du Maine,Q2343009,6000000003858556451,Goslin du Maine,2,2,BOTH sides record more,agree,,2,,
6000000003828190035,Eva de Clavering,Q23893301,6000000006906816990,John Fitz Robert Clavering Baron Clavering,1,1,both sides record ONE child,agree,,2,,
6000000003828236039,Guillaume III de Mont-Saint-Jean,Q123264367,6000000003828236053,Guillaume II de Mont-Saint-Jean,1,1,both sides record ONE child,agree,,2,,
6000000003828335636,Rénaud de Montfauçon,Q51885889,6000000003828335657,Unknown de Montfauçon,2,5,BOTH sides record more,agree,,2,,
6000000003828382976,Sextus Nonius,Q3480956,6000000003828382962,Cornelia,1,1,both sides record ONE child,agree,,2,,
6000000003858776299,Charles d'Albret seigneur d'Albret,Q626829,6000000003858547783,Marguerite de Bourbon,2,2,BOTH sides record more,agree,within 10y,2,,
6000000003937185091,Hugues (Hugh) II de Vermandois Comte de Vermandois et de Valois,Q651999,6000000005598859553,Éléonore de Blois-Champagne Countess of Vermandois,1,1,both sides record ONE child,agree,within 10y,2,,
6000000004036410263,Maria de Barcelona,Q18417579,6000000003827280324,María Rodriguez Comtessa consort de Barcelona,1,1,both sides record ONE child,agree,within 10y,2,,
6000000004066028081,Pomponia Graecina,Q469050,6000000041258619467,Asinia,1,1,both sides record ONE child,agree,,2,,
6000000004097094451,Gabriele Victoria Amalie von Andrian-Werburg,Q1490640,6000000004097276697,Cäcilie Meyerbeer,2,2,BOTH sides record more,agree,within 10y,2,,
6000000004160985359,Matias Ernaldsson Forbes,Q111989633,6000000013007809177,Ernald Mattsson Forbes of Corsindae,2,2,BOTH sides record more,agree,,2,,
6000000004160985539,Karl Horn af Marienborg,Q495638,6000000006127484838,Maria Arvidsdotter Silfverhielm,1,1,both sides record ONE child,agree,within 10y,2,,
6000000004173279686,Pedro Téllez Girón I Duque de Osuna,Q3898722,6000000004173409466,María de la Cueva y Toledo II duquesa de Alburquerque,2,2,BOTH sides record more,agree,within 10y,2,,
6000000004275658462,Francisco Francesco Esteuse,Q138505943,6000000021147074476,Leonello d'Este marquis of Ferrara,2,2,BOTH sides record more,agree,within 10y,2,,
6000000004302958113,Paolo di Campello Macchi di Cellere,Q75538364,6000000004303023068,Lanfranco di Campello Boncompagni,1,1,both sides record ONE child,agree,within 10y,2,,
6000000004533266339,Andrew Douglas of Hermiston,Q4756829,6000000025053394921,Archibald de Douglas 2nd lord of Douglas,2,2,BOTH sides record more,agree,,2,,
6000000004533503102,Berta di Susa,Q16275096,6000000006131047120,Ulric Manfred II of the Arduinici marquis of Turin & Susa,3,3,BOTH sides record more,agree,,2,,
6000000004533690448,Matilda von Sachsen,Q75246459,6000000002188018778,NN (Ida?) von Blieskastel,1,1,both sides record ONE child,agree,,2,,
6000000004533774058,Symon Theodorici von Tecklenburg,Q2287565,6000000004533774130,Eilika Heilwich von Oldenburg,1,1,both sides record ONE child,agree,within 10y,2,,
6000000004556319016,Tevel of Hungary,Q1318820,6000000014062317107,Tarhos Tarhacsi Tarkacsu ÁRPÁD(házi),1,1,both sides record ONE child,agree,,2,,
6000000004859324291,Karl Ulfsson (Bjälboätten),Q5900718,6000000004533783305,Ulf Karlsson Bjälboätten,1,1,both sides record ONE child,agree,,2,,
6000000004870238938,Odo 'Eudes' king of France,Q208086,6000000006036670007,"Robert ""le Fort""",2,2,BOTH sides record more,agree,,2,,
6000000004884976677,Victor Charles Antoine de Riquet 2.Duc de Caraman,Q96210130,6000000014162368732,Marie Anne Gabrielle Joséphine Françoise de Riquet,2,2,BOTH sides record more,agree,within 10y,2,,
6000000005043890728,Bengt Johansdotter Moltke,Q101247119,6000000001898452153,Ingeborg Johansdotter,1,1,both sides record ONE child,agree,,2,,
6000000005406819728,Lestek Piast,Q28414,6000000000612305400,Siemowit Piast,1,1,both sides record ONE child,agree,,2,,
6000000005747654379,Sextus Julius Caesar IV,Q12293529,6000000006856952085,Sextus Julius Caesar,1,1,both sides record ONE child,agree,,2,,
6000000005787757126,Absalom Hasmonéan Prince of Judea,Q112607052,6000000041134790552,2nd Wife of John Hyrcanus I Hasmonean,2,2,BOTH sides record more,agree,,2,,
6000000005941348234,Lepida,Q10996733,6000000032567153171,Mamercus Livius-Drusus,1,1,both sides record ONE child,agree,,2,,
6000000006066035003,Elisiv Pedersdotter,Q111954852,377006802150012096,Märta Nilsdotter Hammersta,1,1,both sides record ONE child,agree,,2,,
6000000006088076037,Marguerite de Foix Candale Comtesse,Q32361787,6000000001956348839,Marie de Montmorency,1,1,both sides record ONE child,agree,within 10y,2,,
6000000006097322467,Elisabeth von Habsburg,Q75286581,6000000002188378276,"Friedrick IV ""of the Empty Pockets"" von Habsburg Duke of Tirol",5,5,BOTH sides record more,agree,within 10y,2,,
6000000006101354499,"Peter II ""the Fat"" Poitiers-Lusignan king of Cyprus",Q546544,6000000004288916652,Leonor de Aragón-Foix,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006101370049,Artaynta,Q4797368,6000000002187604003,Masistes,1,1,both sides record ONE child,agree,,2,,
6000000006101381384,Dmitri Sviatoslavich of Yuryev,Q19272564,361905140790011914,Sviatoslav Vsevolodovich of Vladimir III,1,1,both sides record ONE child,agree,,2,,
6000000006101391178,Anne Cobham,Q75272377,6000000006444602135,"Thomas Cobham Sir, de jure 5th Baron Cobham",1,1,both sides record ONE child,agree,within 10y,2,,
6000000006101423152,Gaius Julius Epiphanes Philopappus Prince of Commagene,Q284747,6000000006101423144,Claudia Capitolina,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006101423562,Matasuentha of the Ostrogoths,Q467123,6000000006101423746,Eutharicus Cilliga,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006101445037,Henry Percy,Q75389449,6000000000969953469,Thomas Percy,1,1,both sides record ONE child,agree,,2,,
6000000006109378238,Malcolm MacAlexandair,Q965711,6000000002265626776,"Alexander ""The Fierce"" mac Maíl Coluim King of Scots",1,1,both sides record ONE child,agree,,2,,
6000000006127177449,Margareta Axelsdotter Bielke,Q99302110,6000000006127159768,Anna Eriksdotter (Leijonhufvud),2,2,BOTH sides record more,agree,,2,,
6000000006127423751,Maria Elisabet Pedersdotter Ribbing af Zernava,Q108919874,6000000007433599436,Peder Lindormsson Ribbing af Zernava,9,9,BOTH sides record more,agree,,2,,
6000000006127651437,Johan Jakob Strömfelt,Q138603420,6000000007602850104,Christina Elisabet Taube af Karlö,3,3,BOTH sides record more,agree,,2,,
6000000006127792098,Åke Bengtsson Sparre af Rossvik,Q138601304,6000000000331964413,Kerstin Åkesdotter Snakenborg Bååt,8,8,BOTH sides record more,agree,,2,,
6000000006127836637,Carl Malkolm Sinclair,Q122963926,6000000020408104912,Brita Magdalena Fock,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006241548254,"Hugues II de Lusignan Roi de Chypre, Seigneur du royaume de Jérusalem",Q878554,6000000002188640756,"Henry I ""the Fat"" de Lusignan king of Cyprus",1,1,both sides record ONE child,agree,within 10y,2,,
6000000006252824039,James Gordon,Q75778509,6000000006444130591,John Gordon,3,3,BOTH sides record more,agree,within 10y,2,,
6000000006253635635,"Peter Orseolo ""the Venetian"" king of Hungary",Q314218,6000000003495384814,Pietro Otto Orseolo 27th doge of Venice,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006444068875,Elizabeth d'Aubeney Baroness Botreaux,Q75446903,6000000006444072111,Katharine de Thweng,1,1,both sides record ONE child,agree,,2,,
6000000006444092260,Geoffrey Luttrell,Q18810727,6000000006444092236,Andrew Luttrell,2,2,BOTH sides record more,agree,,2,,
6000000006444188586,John de Cobham,Q6265521,6000000006444272474,John de Cobham 2nd Baron Cobham,2,2,BOTH sides record more,agree,,2,,
6000000006444205574,Elizabeth Somerset,Q105871925,6000000002378503396,Elizabeth Herbert 3rd Baroness Herbert,2,2,BOTH sides record more,agree,,2,,
6000000006444205643,Isabel Douglas,Q6077603,6000000003827688043,Margaret of Mar Countess of Mar,2,2,BOTH sides record more,agree,,2,,
6000000006444223435,Thomas de Musgrave III,Q75933657,6000000003828021224,"Thomas De Musgrave Jr., 1st Lord Musgrave",2,2,BOTH sides record more,agree,within 10y,2,,
6000000006444267694,Blanche de Mowbray Baroness Poynings,Q75386850,6000000000151718860,Joan of Lancaster Baroness de Mowbray,3,3,BOTH sides record more,agree,,2,,
6000000006444668849,William Newton,Q106504121,6000000006444668839,Katherine Mainwaring,1,1,both sides record ONE child,agree,,2,,
6000000006444700132,Marie I de Coucy,Q433548,6000000003177905048,Isabella Plantagenet Countess of Bedford,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006444746147,Marguerite de Clisson,Q3290767,6000000008631008314,Béatrix de Montmorency-Laval,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006444753544,Robert de Umfreville Earl Of Angus,Q68109695,6000000013019458019,Gilbert De Umfreville 10th Earl of Angus,1,1,both sides record ONE child,agree,,2,,
6000000006602653878,Catherine Lyell,Q75273574,6000000187612615836,Henry Adamsson Leijel,1,1,both sides record ONE child,agree,within 10y,2,,
6000000006727778039,"Johann Ernst II Wettin, Ernestiner Prinz",Q75245751,6000000003443386980,Sybille von Jülich-Kleve-Berg Kurfürstin zu Sachsen,4,4,BOTH sides record more,agree,within 10y,2,,
6000000006727778659,Elisabeth Hohenzollern Princess,Q75288698,6000000003827355654,Albrecht I von Hohenzollern Herzog zu Preußen,8,8,BOTH sides record more,agree,within 10y,2,,
6000000006727781329,"Ursule, Mecklenburg-Schwerin Prinzessin",Q2501950,6000000006727781313,Ursula Hohenzollern Herzogin zu Mecklenburg-Schwerin,3,3,BOTH sides record more,agree,within 10y,2,,
6000000006727781882,Gebhard Vll von Mansfeld-Mittelort,Q21415903,6000000014847702721,Margarethe von Weida,3,3,BOTH sides record more,agree,within 10y,2,,
6000000006727796315,Heinrich von Waldeck-Wildungen Graf von Waldeck-Wildungen,Q126342,6000000006727817143,Philipp von Waldeck Graf von Waldeck zu Waldeck,1,1,both sides record ONE child,agree,within 10y,2,,
6000000006727810394,Knut Eskilsson Banér,Q5915832,6000000003897632001,Eskil Isaksson Banér,3,3,BOTH sides record more,agree,,2,,
6000000006727820222,Magdalena Hohenzollern Gräfin,Q179193,6000000001504243383,Frederich III der Fette von Brandenburg Markgraf von Brandenburg und Herr der Altmark,1,1,both sides record ONE child,agree,within 10y,2,,
6000000006727821360,Thomas von Rieneck,Q25484261,6000000006727832318,Kunigunde von Sponheim,1,1,both sides record ONE child,agree,43y apart,2,,
6000000006727832576,Bogusław Vl,Q2908763,6000000003858776676,Barnim IV Dobry książę książę,3,3,BOTH sides record more,agree,within 10y,2,,
6000000006727838254,Albrecht II von Wittelsbach Herzog zu Bayern-Straubing,Q665246,6000000003858771852,Margaret von Liegnitz Duchess consort of Bavaria,7,7,BOTH sides record more,agree,within 10y,2,,
6000000006727849179,Georg Johann I Wittelsbach Pfalzgraf,Q68699,6000000006727810675,Ruprecht Wittelsbach Pfalzgraf zu Pfalz-Veldenz,3,3,BOTH sides record more,agree,within 10y,2,,
6000000006727859000,"Elisabeth Schauenburg Herzogin zu Mecklenburg-Schwerin, Herzogin zu Sachsen-Lauenburg",Q4946443,6000000006727838531,"Nikolaus Holstein, Schauenburg Graf zu Holstein-Rendsburg, Herzog zu Schleswig",1,1,both sides record ONE child,agree,,2,,
6000000006727931937,John de Percy,Q76286548,6000000003650774481,Henry de Percy 7th Baron Percy,2,2,BOTH sides record more,agree,within 10y,2,,
6000000006734754264,Frederick,Q75245799,6000000002005971888,Katharine von Henneberg-Schleusingen,4,4,BOTH sides record more,agree,,2,,
