geni_id	descendants	ancestors	blood_relatives	family_tree	followers	at
6000000021540025792	1119	15000	15000	782	3	2026-09-14T16:49:09.966Z
6000000021540620164	1118	15000	15000	873	2	2026-09-14T16:46:49.774Z
6000000011495841874	758	13692	15000	15000	3	2026-09-14T16:47:56.160Z
6000000090451249956	694	5767	15000	612	2	2026-09-14T16:47:19.374Z
6000000086804407990	492	7481	15000	2116	1	2026-09-14T16:47:08.622Z
6000000014422481093	477	6552	15000	12254	7	2026-09-14T16:46:34.475Z
6000000104946561933	433	14350	15000	1550	2	2026-09-14T16:48:07.937Z
6000000018817125811	317	8674	15000	15000	7	2026-09-14T16:45:46.742Z
6000000074070757909	219	6785	15000	4977	15	2026-09-14T16:53:32.622Z
6000000017272727061	163	13208	15000	15000	4	2026-09-14T16:51:44.080Z
6000000121739955848	96	7467	15000	3718	1	2026-09-14T16:51:27.589Z
6000000016348731477	63	2582	15000	2432	4	2026-09-14T16:52:01.413Z
6000000072436056827	45	7664	15000	322	2	2026-09-14T16:47:30.124Z
4638983581180073767	30	10035	15000	1012	0	2026-09-14T16:49:31.141Z
6000000045883861005	8	13144	15000	15000	2	2026-09-14T16:48:34.223Z
6000000008114334460	5	11912	15000	15000	1	2026-09-14T16:51:20.744Z
6000000008527693941	3	6343	15000	249	4	2026-09-14T16:52:28.485Z
6000000175439923832	1	5789	15000	614	2	2026-09-14T16:48:57.509Z
6000000025172306269	0	10258	15000	5685	1	2026-09-14T16:45:42.498Z
6000000104704160951	0	14074	15000	15000	2	2026-09-14T16:46:09.337Z
6000000223353361692	0	11977	15000	15000	1	2026-09-14T16:46:21.724Z
6000000192514367849	0	2554	15000	331	1	2026-09-14T16:46:44.450Z
6000000178426363837	0	15000	15000	1213	2	2026-09-14T16:47:42.718Z
6000000008878229708	0	15000	15000	2664	2	2026-09-14T16:48:21.257Z
6000000018635491907	0	6161	15000	371	1	2026-09-14T16:48:46.957Z
6000000165249260821	0	6965	15000	3639	1	2026-09-14T16:49:19.638Z
6000000018928829921	0	0	0	3	0	2026-09-14T16:49:35.080Z
6000000012408650964	0	15000	15000	5009	6	2026-09-14T16:49:57.172Z
6000000180534630859	0	6856	15000	2312	1	2026-09-14T16:50:31.495Z
6000000015368717152	0	15000	15000	2049	3	2026-09-14T16:50:44.378Z
6000000215009046821	0	2545	15000	204	1	2026-09-14T16:50:53.296Z
6000000012828254204	0	11528	15000	1322	1	2026-09-14T16:51:06.630Z
6000000083770994147	0	2345	15000	204	1	2026-09-14T16:51:53.201Z
6000000185501040825	0	15000	15000	1048	2	2026-09-14T16:52:18.282Z
6000000223699738959	0	15000	15000	9500	1	2026-09-14T16:52:42.242Z
6000000205746868822	0	2526	15000	542	1	2026-09-14T16:52:51.162Z
6000000025595033178	0	15000	15000	4931	2	2026-09-14T16:53:08.355Z
6000000208492058074	0	14069	15000	15000	1	2026-09-14T16:53:20.747Z
6000000193805205821	0	2590	15000	1247	4	2026-09-14T16:53:42.392Z
