geni_id,token,sex,qid,verdict
6000000004721118004,Christen,M,Q21034625,resolved by sex
6000000004721832001,Christen,M,Q21034625,resolved by sex
6000000004721832001,Christen,M,Q21034625,resolved by sex
6000000004966260777,Christen,M,Q21034625,resolved by sex
6000000005067353988,Christen,M,Q21034625,resolved by sex
6000000005067353988,Christen,M,Q21034625,resolved by sex
6000000005419036970,Christen,M,Q21034625,resolved by sex
6000000006262408864,Christen,M,Q21034625,resolved by sex
6000000006263939493,Christen,M,Q21034625,resolved by sex
6000000006300427657,Christen,M,Q21034625,resolved by sex
6000000006348065805,Christen,M,Q21034625,resolved by sex
6000000006434664152,Christen,M,Q21034625,resolved by sex
6000000006720627487,Christen,M,Q21034625,resolved by sex
6000000006843756216,Christen,M,Q21034625,resolved by sex
6000000007040833339,Christen,M,Q21034625,resolved by sex
6000000007040833339,Christen,M,Q21034625,resolved by sex
6000000007060389434,Christen,M,Q21034625,resolved by sex
6000000007329800411,Christen,M,Q21034625,resolved by sex
6000000007483556556,Christen,M,Q21034625,resolved by sex
6000000007770332213,Christen,M,Q21034625,resolved by sex
6000000007770332213,Christen,M,Q21034625,resolved by sex
6000000007980368460,Christen,M,Q21034625,resolved by sex
6000000007980445935,Christen,M,Q21034625,resolved by sex
6000000007980473107,Christen,M,Q21034625,resolved by sex
6000000008015992394,Christen,M,Q21034625,resolved by sex
6000000008015992394,Christen,M,Q21034625,resolved by sex
6000000008136294631,Christen,M,Q21034625,resolved by sex
6000000008136367438,Christen,M,Q21034625,resolved by sex
6000000008136380463,Christen,M,Q21034625,resolved by sex
6000000008260351889,Christen,M,Q21034625,resolved by sex
6000000008260351889,Christen,M,Q21034625,resolved by sex
6000000008685161917,Christen,M,Q21034625,resolved by sex
6000000008685161980,Christen,M,Q21034625,resolved by sex
6000000008685187766,Christen,M,Q21034625,resolved by sex
6000000008685187766,Christen,M,Q21034625,resolved by sex
6000000008685248839,Christen,M,Q21034625,resolved by sex
6000000008685964802,Christen,M,Q21034625,resolved by sex
6000000008685964802,Christen,M,Q21034625,resolved by sex
6000000008749638937,Christen,M,Q21034625,resolved by sex
6000000008749939929,Christen,M,Q21034625,resolved by sex
6000000008851721863,Christen,M,Q21034625,resolved by sex
6000000009161727727,Christen,M,Q21034625,resolved by sex
6000000009428802350,Christen,M,Q21034625,resolved by sex
6000000009907331417,Christen,M,Q21034625,resolved by sex
6000000010293133382,Christen,M,Q21034625,resolved by sex
6000000010439942224,Christen,M,Q21034625,resolved by sex
6000000010718065657,Christen,M,Q21034625,resolved by sex
6000000010726259955,Christen,M,Q21034625,resolved by sex
6000000011047473442,Christen,M,Q21034625,resolved by sex
6000000011047473442,Christen,M,Q21034625,resolved by sex
6000000011231891347,Christen,M,Q21034625,resolved by sex
6000000011260248885,Christen,M,Q21034625,resolved by sex
6000000011260248885,Christen,M,Q21034625,resolved by sex
6000000011331964271,Christen,M,Q21034625,resolved by sex
6000000011819211856,Christen,M,Q21034625,resolved by sex
6000000011835596893,Christen,M,Q21034625,resolved by sex
6000000011899856741,Christen,M,Q21034625,resolved by sex
6000000011923881086,Christen,M,Q21034625,resolved by sex
6000000011923885355,Christen,M,Q21034625,resolved by sex
6000000012685213509,Christen,M,Q21034625,resolved by sex
6000000012879497513,Christen,M,Q21034625,resolved by sex
6000000012926644002,Christen,M,Q21034625,resolved by sex
6000000013048765663,Christen,M,Q21034625,resolved by sex
6000000013450301690,Christen,M,Q21034625,resolved by sex
6000000013655986073,Christen,M,Q21034625,resolved by sex
6000000014212352191,Christen,M,Q21034625,resolved by sex
6000000014496197083,Christen,M,Q21034625,resolved by sex
6000000014501009865,Christen,M,Q21034625,resolved by sex
6000000014712782161,Christen,M,Q21034625,resolved by sex
6000000014804930417,Christen,M,Q21034625,resolved by sex
6000000014815369322,Christen,M,Q21034625,resolved by sex
6000000014815420360,Christen,M,Q21034625,resolved by sex
6000000014815917813,Christen,M,Q21034625,resolved by sex
6000000015072908917,Christen,M,Q21034625,resolved by sex
6000000015149798778,Christen,M,Q21034625,resolved by sex
6000000015149798778,Christen,M,Q21034625,resolved by sex
6000000015151202469,Christen,M,Q21034625,resolved by sex
6000000015167956830,Christen,M,Q21034625,resolved by sex
6000000015422214159,Christen,M,Q21034625,resolved by sex
6000000015455454077,Christen,M,Q21034625,resolved by sex
6000000015585367892,Christen,M,Q21034625,resolved by sex
6000000015726683704,Christen,M,Q21034625,resolved by sex
6000000015853583489,Christen,M,Q21034625,resolved by sex
6000000016047566944,Christen,M,Q21034625,resolved by sex
6000000016349900641,Christen,M,Q21034625,resolved by sex
6000000016564505228,Christen,M,Q21034625,resolved by sex
6000000016721840588,Christen,M,Q21034625,resolved by sex
6000000016972836136,Christen,M,Q21034625,resolved by sex
6000000017151205092,Christen,M,Q21034625,resolved by sex
6000000017158120646,Christen,M,Q21034625,resolved by sex
6000000017224468412,Christen,M,Q21034625,resolved by sex
6000000017243708648,Christen,M,Q21034625,resolved by sex
6000000017810399826,Christen,M,Q21034625,resolved by sex
6000000017910017260,Christen,M,Q21034625,resolved by sex
6000000018437968597,Christen,M,Q21034625,resolved by sex
6000000018467267819,Christen,M,Q21034625,resolved by sex
6000000019221900411,Christen,M,Q21034625,resolved by sex
6000000019782688276,Christen,M,Q21034625,resolved by sex
6000000019942015650,Christen,M,Q21034625,resolved by sex
6000000020349908874,Christen,M,Q21034625,resolved by sex
6000000020817081183,Christen,M,Q21034625,resolved by sex
6000000020908814935,Christen,M,Q21034625,resolved by sex
6000000022393982574,Christen,M,Q21034625,resolved by sex
6000000022656027945,Christen,M,Q21034625,resolved by sex
6000000022762529811,Christen,M,Q21034625,resolved by sex
6000000023204238244,Christen,M,Q21034625,resolved by sex
6000000023234434924,Christen,M,Q21034625,resolved by sex
6000000023680611669,Christen,M,Q21034625,resolved by sex
6000000023680611669,Christen,M,Q21034625,resolved by sex
6000000023682033463,Christen,M,Q21034625,resolved by sex
6000000023695367237,Christen,M,Q21034625,resolved by sex
6000000026284983914,Christen,M,Q21034625,resolved by sex
6000000026365976600,Christen,M,Q21034625,resolved by sex
6000000026366654929,Christen,M,Q21034625,resolved by sex
6000000026679633518,Christen,M,Q21034625,resolved by sex
6000000026711833647,Christen,M,Q21034625,resolved by sex
6000000026712825283,Christen,M,Q21034625,resolved by sex
6000000026712830675,Christen,M,Q21034625,resolved by sex
6000000027045139784,Christen,M,Q21034625,resolved by sex
6000000027309336301,Christen,M,Q21034625,resolved by sex
6000000027592890191,Christen,M,Q21034625,resolved by sex
6000000028625777613,Christen,M,Q21034625,resolved by sex
6000000029205298185,Christen,M,Q21034625,resolved by sex
6000000029515252918,Christen,M,Q21034625,resolved by sex
6000000029515252918,Christen,M,Q21034625,resolved by sex
6000000029532283233,Christen,M,Q21034625,resolved by sex
6000000029925459172,Christen,M,Q21034625,resolved by sex
6000000030653134053,Christen,M,Q21034625,resolved by sex
6000000030961303377,Christen,M,Q21034625,resolved by sex
6000000031009942948,Christen,M,Q21034625,resolved by sex
6000000031156907905,Christen,M,Q21034625,resolved by sex
6000000036402719517,Christen,M,Q21034625,resolved by sex
6000000037897612874,Christen,M,Q21034625,resolved by sex
6000000038261045897,Christen,M,Q21034625,resolved by sex
6000000039128339171,Christen,M,Q21034625,resolved by sex
6000000039821121549,Christen,M,Q21034625,resolved by sex
6000000040571385186,Christen,M,Q21034625,resolved by sex
6000000040624431915,Christen,M,Q21034625,resolved by sex
6000000040921805852,Christen,M,Q21034625,resolved by sex
6000000048792239888,Christen,M,Q21034625,resolved by sex
6000000051742577871,Christen,M,Q21034625,resolved by sex
6000000052332969062,Christen,M,Q21034625,resolved by sex
6000000054285974974,Christen,M,Q21034625,resolved by sex
6000000055496216258,Christen,M,Q21034625,resolved by sex
6000000058317442970,Christen,M,Q21034625,resolved by sex
6000000059937899090,Christen,M,Q21034625,resolved by sex
6000000063801674863,Christen,M,Q21034625,resolved by sex
6000000064625596194,Christen,M,Q21034625,resolved by sex
6000000066837544833,Christen,M,Q21034625,resolved by sex
6000000069306521116,Christen,M,Q21034625,resolved by sex
6000000069997247825,Christen,M,Q21034625,resolved by sex
6000000073669034826,Christen,M,Q21034625,resolved by sex
6000000075381226821,Christen,M,Q21034625,resolved by sex
6000000075381226821,Christen,M,Q21034625,resolved by sex
6000000075843980652,Christen,M,Q21034625,resolved by sex
6000000080458391018,Christen,M,Q21034625,resolved by sex
6000000080899509905,Christen,M,Q21034625,resolved by sex
6000000082529461928,Christen,M,Q21034625,resolved by sex
6000000083848409990,Christen,M,Q21034625,resolved by sex
6000000083848409990,Christen,M,Q21034625,resolved by sex
6000000084240622105,Christen,M,Q21034625,resolved by sex
6000000086325377833,Christen,M,Q21034625,resolved by sex
6000000091822236059,Christen,M,Q21034625,resolved by sex
6000000092161724822,Christen,M,Q21034625,resolved by sex
6000000093409117822,Christen,M,Q21034625,resolved by sex
6000000108695687829,Christen,M,Q21034625,resolved by sex
6000000109835261849,Christen,M,Q21034625,resolved by sex
6000000110501960930,Christen,M,Q21034625,resolved by sex
6000000113776380932,Christen,M,Q21034625,resolved by sex
6000000114338049976,Christen,M,Q21034625,resolved by sex
6000000121624264861,Christen,M,Q21034625,resolved by sex
6000000150925441929,Christen,M,Q21034625,resolved by sex
6000000150925441929,Christen,M,Q21034625,resolved by sex
6000000175320385822,Christen,M,Q21034625,resolved by sex
6000000176599045931,Christen,M,Q21034625,resolved by sex
6000000176643949822,Christen,M,Q21034625,resolved by sex
6000000177123991821,Christen,M,Q21034625,resolved by sex
6000000177142346857,Christen,M,Q21034625,resolved by sex
6000000177168809837,Christen,M,Q21034625,resolved by sex
6000000177582263823,Christen,M,Q21034625,resolved by sex
6000000178276624822,Christen,M,Q21034625,resolved by sex
6000000178279412856,Christen,M,Q21034625,resolved by sex
6000000178486764823,Christen,M,Q21034625,resolved by sex
6000000179848518068,Christen,M,Q21034625,resolved by sex
6000000179849539887,Christen,M,Q21034625,resolved by sex
6000000181263569917,Christen,M,Q21034625,resolved by sex
6000000185194242824,Christen,M,Q21034625,resolved by sex
6000000185391126960,Christen,M,Q21034625,resolved by sex
6000000186034222125,Christen,M,Q21034625,resolved by sex
6000000188199510826,Christen,M,Q21034625,resolved by sex
6000000191509575843,Christen,M,Q21034625,resolved by sex
6000000192202099828,Christen,M,Q21034625,resolved by sex
6000000193758185860,Christen,M,Q21034625,resolved by sex
6000000198937720840,Christen,M,Q21034625,resolved by sex
6000000201040364830,Christen,M,Q21034625,resolved by sex
6000000201040364830,Christen,M,Q21034625,resolved by sex
6000000204265693821,Christen,M,Q21034625,resolved by sex
6000000205987657830,Christen,M,Q21034625,resolved by sex
6000000206891818281,Christen,M,Q21034625,resolved by sex
6000000225013948843,Christen,M,Q21034625,resolved by sex
6000000015108749417,Dallas,M,Q18620245,resolved by sex
6000000002240822545,Danila,M,Q60050793,resolved by sex
6000000031522616726,Danila,M,Q60050793,resolved by sex
6000000031522616726,Danila,M,Q60050793,resolved by sex
6000000031522616726,Danila,M,Q60050793,resolved by sex
6000000007106657579,Dao,M,Q96757012,resolved by sex
6000000007106657579,Dao,M,Q96757012,resolved by sex
6000000007553350357,Dao,M,Q96757012,resolved by sex
6000000007553350357,Dao,M,Q96757012,resolved by sex
6000000082476908432,Dao,M,Q96757012,resolved by sex
6000000001098591476,DeWitt,M,Q98401421,resolved by sex
6000000001099220405,DeWitt,M,Q98401421,resolved by sex
6000000011733525271,DeWitt,M,Q98401421,resolved by sex
6000000019014782051,DeWitt,M,Q98401421,resolved by sex
6000000039534782414,DeWitt,M,Q98401421,resolved by sex
6000000073621362886,DeWitt,M,Q98401421,resolved by sex
6000000090358245308,DeWitt,M,Q98401421,resolved by sex
6000000206319820905,DeWitt,M,Q98401421,resolved by sex
6000000221120791848,DeWitt,M,Q98401421,resolved by sex
6000000000709512608,Denis,M,Q1187221,resolved by sex
6000000002791270007,Denis,M,Q1187221,resolved by sex
6000000003363678026,Denis,M,Q1187221,resolved by sex
6000000004663475510,Denis,M,Q1187221,resolved by sex
6000000006905998161,Denis,F,Q12787496,resolved by sex
6000000008640717918,Denis,F,Q12787496,resolved by sex
6000000016475445501,Denis,M,Q1187221,resolved by sex
6000000016475507316,Denis,M,Q1187221,resolved by sex
6000000018598960643,Denis,M,Q1187221,resolved by sex
6000000024716102973,Denis,M,Q1187221,resolved by sex
6000000040803538874,Denis,M,Q1187221,resolved by sex
6000000041336757212,Denis,M,Q1187221,resolved by sex
6000000074782428000,Denis,M,Q1187221,resolved by sex
6000000082685426895,Denis,F,Q12787496,resolved by sex
6000000163457700831,Denis,M,Q1187221,resolved by sex
6000000174477149320,Denis,M,Q1187221,resolved by sex
6000000177094058852,Denis,M,Q1187221,resolved by sex
6000000217564829828,Denis,M,Q1187221,resolved by sex
6000000222063849874,Denis,F,Q12787496,resolved by sex
6000000224924503836,Denis,M,Q1187221,resolved by sex
369938699420012923,Dewitt,M,Q98401421,resolved by sex
6000000001099185192,Dewitt,M,Q98401421,resolved by sex
6000000007265210876,Dewitt,M,Q98401421,resolved by sex
6000000010535076336,Dewitt,M,Q98401421,resolved by sex
6000000037457240736,Dewitt,M,Q98401421,resolved by sex
6000000083060930326,Dewitt,M,Q98401421,resolved by sex
6000000083858392834,Dewitt,M,Q98401421,resolved by sex
6000000198415856887,Dewitt,M,Q98401421,resolved by sex
6000000002207657892,Dora,F,Q987115,resolved by sex
6000000002765009577,Dora,F,Q987115,resolved by sex
6000000003194532890,Dora,F,Q987115,resolved by sex
6000000006964211078,Dora,F,Q987115,resolved by sex
6000000007167727941,Dora,F,Q987115,resolved by sex
6000000008354529140,Dora,F,Q987115,resolved by sex
6000000013461773152,Dora,F,Q987115,resolved by sex
6000000013482322761,Dora,F,Q987115,resolved by sex
6000000013742127460,Dora,F,Q987115,resolved by sex
6000000014273497238,Dora,F,Q987115,resolved by sex
6000000014517909810,Dora,F,Q987115,resolved by sex
6000000014946369028,Dora,F,Q987115,resolved by sex
6000000015659791465,Dora,F,Q987115,resolved by sex
6000000017555338106,Dora,F,Q987115,resolved by sex
6000000020692678643,Dora,F,Q987115,resolved by sex
6000000020985160582,Dora,F,Q987115,resolved by sex
6000000022867476741,Dora,F,Q987115,resolved by sex
6000000023059313343,Dora,F,Q987115,resolved by sex
6000000023298004966,Dora,F,Q987115,resolved by sex
6000000026327058087,Dora,F,Q987115,resolved by sex
6000000029141502081,Dora,F,Q987115,resolved by sex
6000000030639908937,Dora,F,Q987115,resolved by sex
6000000032207717224,Dora,F,Q987115,resolved by sex
6000000033668288993,Dora,F,Q987115,resolved by sex
6000000034121035829,Dora,F,Q987115,resolved by sex
6000000036922990867,Dora,F,Q987115,resolved by sex
6000000037222305617,Dora,F,Q987115,resolved by sex
6000000037253448958,Dora,F,Q987115,resolved by sex
6000000039515756652,Dora,F,Q987115,resolved by sex
6000000039517300997,Dora,F,Q987115,resolved by sex
6000000041600967074,Dora,F,Q987115,resolved by sex
6000000042293306204,Dora,F,Q987115,resolved by sex
6000000048312312882,Dora,F,Q987115,resolved by sex
6000000050686594886,Dora,F,Q987115,resolved by sex
6000000052211842957,Dora,F,Q987115,resolved by sex
6000000078453643839,Dora,F,Q987115,resolved by sex
6000000113332938822,Dora,F,Q987115,resolved by sex
6000000116033642833,Dora,F,Q987115,resolved by sex
6000000146823911895,Dora,F,Q987115,resolved by sex
6000000175803690872,Dora,F,Q987115,resolved by sex
6000000175858953591,Dora,F,Q987115,resolved by sex
6000000185533814712,Dora,F,Q987115,resolved by sex
6000000186732404821,Dora,F,Q987115,resolved by sex
6000000188694176839,Dora,F,Q987115,resolved by sex
6000000189145905822,Dora,F,Q987115,resolved by sex
6000000196305010676,Dora,F,Q987115,resolved by sex
6000000196305010739,Dora,F,Q987115,resolved by sex
6000000201924818867,Dora,F,Q987115,resolved by sex
6000000206204215833,Dora,F,Q987115,resolved by sex
6000000218171000877,Dora,F,Q987115,resolved by sex
6000000002802911461,Ele,F,Q65260195,resolved by sex
6000000002188149612,Elo,F,Q125643127,resolved by sex
6000000008907504485,Elo,M,Q11857545,resolved by sex
6000000072248134898,Elo,F,Q125643127,resolved by sex
6000000077587530527,Elo,F,Q125643127,resolved by sex
6000000189976676837,Elo,M,Q11857545,resolved by sex
6000000193654087821,Elo,F,Q125643127,resolved by sex
6000000202968354835,Elo,M,Q11857545,resolved by sex
6000000209541333829,Elo,M,Q11857545,resolved by sex
316657359720003488,Emile,M,Q17623487,resolved by sex
341861133940013331,Emile,M,Q17623487,resolved by sex
4142218677240034067,Emile,M,Q17623487,resolved by sex
6000000002684167430,Emile,M,Q17623487,resolved by sex
6000000002764484712,Emile,M,Q17623487,resolved by sex
6000000002765768886,Emile,M,Q17623487,resolved by sex
6000000002765771721,Emile,M,Q17623487,resolved by sex
6000000002765776640,Emile,M,Q17623487,resolved by sex
6000000002765776705,Emile,M,Q17623487,resolved by sex
6000000002765900106,Emile,M,Q17623487,resolved by sex
6000000002802601082,Emile,M,Q17623487,resolved by sex
6000000005563094983,Emile,M,Q17623487,resolved by sex
6000000006127381148,Emile,M,Q17623487,resolved by sex
6000000006127951840,Emile,M,Q17623487,resolved by sex
6000000008129379750,Emile,M,Q17623487,resolved by sex
6000000008869837300,Emile,M,Q17623487,resolved by sex
6000000011334933671,Emile,M,Q17623487,resolved by sex
6000000011818793271,Emile,M,Q17623487,resolved by sex
6000000013218743414,Emile,M,Q17623487,resolved by sex
6000000014275649937,Emile,M,Q17623487,resolved by sex
6000000016045166501,Emile,M,Q17623487,resolved by sex
6000000016045782932,Emile,M,Q17623487,resolved by sex
6000000016348496017,Emile,F,Q124382810,resolved by sex
6000000017874193139,Emile,M,Q17623487,resolved by sex
6000000019009749002,Emile,M,Q17623487,resolved by sex
6000000019685402465,Emile,M,Q17623487,resolved by sex
6000000019935512313,Emile,M,Q17623487,resolved by sex
6000000020956802178,Emile,M,Q17623487,resolved by sex
6000000022884429799,Emile,M,Q17623487,resolved by sex
6000000023135673905,Emile,M,Q17623487,resolved by sex
6000000023268786157,Emile,M,Q17623487,resolved by sex
6000000023332445183,Emile,M,Q17623487,resolved by sex
6000000023598114886,Emile,M,Q17623487,resolved by sex
6000000024120365838,Emile,M,Q17623487,resolved by sex
6000000024460354507,Emile,M,Q17623487,resolved by sex
6000000025264979759,Emile,M,Q17623487,resolved by sex
6000000025737653991,Emile,M,Q17623487,resolved by sex
6000000034128741443,Emile,M,Q17623487,resolved by sex
6000000035248847179,Emile,M,Q17623487,resolved by sex
6000000038215990302,Emile,M,Q17623487,resolved by sex
6000000038425715027,Emile,M,Q17623487,resolved by sex
6000000039756532799,Emile,M,Q17623487,resolved by sex
6000000040476885563,Emile,M,Q17623487,resolved by sex
6000000042224252458,Emile,M,Q17623487,resolved by sex
6000000042741918184,Emile,M,Q17623487,resolved by sex
6000000043572367039,Emile,M,Q17623487,resolved by sex
6000000043927278935,Emile,M,Q17623487,resolved by sex
6000000048490654103,Emile,M,Q17623487,resolved by sex
6000000052678644981,Emile,M,Q17623487,resolved by sex
6000000053299808939,Emile,M,Q17623487,resolved by sex
6000000053299982189,Emile,M,Q17623487,resolved by sex
6000000053337710985,Emile,M,Q17623487,resolved by sex
6000000053346655851,Emile,M,Q17623487,resolved by sex
6000000053414686971,Emile,M,Q17623487,resolved by sex
6000000055246034971,Emile,M,Q17623487,resolved by sex
6000000055567673008,Emile,M,Q17623487,resolved by sex
6000000058341483902,Emile,M,Q17623487,resolved by sex
6000000058352404885,Emile,M,Q17623487,resolved by sex
6000000065547168077,Emile,M,Q17623487,resolved by sex
6000000071716064948,Emile,M,Q17623487,resolved by sex
6000000082669696204,Emile,M,Q17623487,resolved by sex
6000000082669812084,Emile,M,Q17623487,resolved by sex
6000000082670971847,Emile,M,Q17623487,resolved by sex
6000000082720990041,Emile,M,Q17623487,resolved by sex
6000000092760014838,Emile,M,Q17623487,resolved by sex
6000000092760014838,Emile,M,Q17623487,resolved by sex
6000000104603948852,Emile,M,Q17623487,resolved by sex
6000000104642810821,Emile,M,Q17623487,resolved by sex
6000000176259781340,Emile,M,Q17623487,resolved by sex
6000000182111679828,Emile,M,Q17623487,resolved by sex
6000000182543452836,Emile,M,Q17623487,resolved by sex
6000000183725708826,Emile,M,Q17623487,resolved by sex
6000000192940999878,Emile,M,Q17623487,resolved by sex
6000000196944439863,Emile,M,Q17623487,resolved by sex
6000000196944439863,Emile,M,Q17623487,resolved by sex
6000000213164154822,Emile,M,Q17623487,resolved by sex
1825561,Esther,F,Q837839,resolved by sex
3335830,Esther,F,Q837839,resolved by sex
346134460660014773,Esther,F,Q837839,resolved by sex
3466704,Esther,F,Q837839,resolved by sex
353161028980011990,Esther,F,Q837839,resolved by sex
3972253982870024841,Esther,F,Q837839,resolved by sex
4317902069380031301,Esther,F,Q837839,resolved by sex
4491835155840036612,Esther,F,Q837839,resolved by sex
5018655585950066877,Esther,F,Q837839,resolved by sex
5202804771060053620,Esther,F,Q837839,resolved by sex
5360987667240034377,Esther,F,Q837839,resolved by sex
5370793964990078478,Esther,F,Q837839,resolved by sex
5399205830670055291,Esther,F,Q837839,resolved by sex
5452846679710041527,Esther,F,Q837839,resolved by sex
6000000000010730651,Esther,F,Q837839,resolved by sex
6000000000066865755,Esther,F,Q837839,resolved by sex
6000000000097034360,Esther,F,Q837839,resolved by sex
6000000000141522160,Esther,F,Q837839,resolved by sex
6000000000141948775,Esther,F,Q837839,resolved by sex
6000000000142977392,Esther,F,Q837839,resolved by sex
6000000000157569170,Esther,F,Q837839,resolved by sex
6000000000348791545,Esther,F,Q837839,resolved by sex
6000000000348798915,Esther,F,Q837839,resolved by sex
6000000000348852792,Esther,F,Q837839,resolved by sex
6000000000348861943,Esther,F,Q837839,resolved by sex
6000000000348866534,Esther,F,Q837839,resolved by sex
6000000000490391573,Esther,F,Q837839,resolved by sex
6000000000500425216,Esther,F,Q837839,resolved by sex
6000000000526346425,Esther,F,Q837839,resolved by sex
6000000000526402683,Esther,F,Q837839,resolved by sex
6000000000557894500,Esther,F,Q837839,resolved by sex
6000000000601927219,Esther,F,Q837839,resolved by sex
6000000000629118047,Esther,F,Q837839,resolved by sex
6000000000641016442,Esther,F,Q837839,resolved by sex
6000000000742078821,Esther,F,Q837839,resolved by sex
6000000000761876555,Esther,F,Q837839,resolved by sex
6000000000825397669,Esther,F,Q837839,resolved by sex
6000000000825423068,Esther,F,Q837839,resolved by sex
6000000000825424793,Esther,F,Q837839,resolved by sex
6000000000850688017,Esther,F,Q837839,resolved by sex
6000000000850734119,Esther,F,Q837839,resolved by sex
6000000000954096706,Esther,F,Q837839,resolved by sex
6000000001142829537,Esther,F,Q837839,resolved by sex
6000000001164130187,Esther,F,Q837839,resolved by sex
6000000001188723275,Esther,F,Q837839,resolved by sex
6000000001200185073,Esther,F,Q837839,resolved by sex
6000000001234956432,Esther,F,Q837839,resolved by sex
6000000001281139396,Esther,F,Q837839,resolved by sex
6000000001330350734,Esther,F,Q837839,resolved by sex
6000000001360673420,Esther,F,Q837839,resolved by sex
6000000001403782744,Esther,F,Q837839,resolved by sex
6000000001562956035,Esther,F,Q837839,resolved by sex
6000000001577207247,Esther,F,Q837839,resolved by sex
6000000001689925062,Esther,F,Q837839,resolved by sex
6000000001760060146,Esther,F,Q837839,resolved by sex
6000000001845195231,Esther,F,Q837839,resolved by sex
6000000001889056604,Esther,F,Q837839,resolved by sex
6000000001890316226,Esther,F,Q837839,resolved by sex
6000000001902752202,Esther,F,Q837839,resolved by sex
6000000001926353126,Esther,F,Q837839,resolved by sex
6000000001926375661,Esther,F,Q837839,resolved by sex
6000000001959053457,Esther,F,Q837839,resolved by sex
6000000001959187645,Esther,F,Q837839,resolved by sex
6000000001995575890,Esther,F,Q837839,resolved by sex
6000000002032926554,Esther,F,Q837839,resolved by sex
6000000002046176462,Esther,F,Q837839,resolved by sex
6000000002118932001,Esther,F,Q837839,resolved by sex
6000000002172603597,Esther,F,Q837839,resolved by sex
6000000002188830184,Esther,F,Q837839,resolved by sex
6000000002245652301,Esther,F,Q837839,resolved by sex
6000000002441529314,Esther,F,Q837839,resolved by sex
6000000002591303104,Esther,F,Q837839,resolved by sex
6000000002764418481,Esther,F,Q837839,resolved by sex
6000000002764454093,Esther,F,Q837839,resolved by sex
6000000002764454823,Esther,F,Q837839,resolved by sex
6000000002764454823,Esther,F,Q837839,resolved by sex
6000000002764531531,Esther,F,Q837839,resolved by sex
6000000002764538637,Esther,F,Q837839,resolved by sex
6000000002764967223,Esther,F,Q837839,resolved by sex
6000000002764969584,Esther,F,Q837839,resolved by sex
6000000002764983034,Esther,F,Q837839,resolved by sex
6000000002765041236,Esther,F,Q837839,resolved by sex
6000000002765047094,Esther,F,Q837839,resolved by sex
6000000002765050059,Esther,F,Q837839,resolved by sex
6000000002765050102,Esther,F,Q837839,resolved by sex
6000000002765065184,Esther,F,Q837839,resolved by sex
6000000002765065250,Esther,F,Q837839,resolved by sex
6000000002765065606,Esther,F,Q837839,resolved by sex
6000000002765065850,Esther,F,Q837839,resolved by sex
6000000002765074523,Esther,F,Q837839,resolved by sex
6000000002765102132,Esther,F,Q837839,resolved by sex
6000000002765105481,Esther,F,Q837839,resolved by sex
6000000002765122632,Esther,F,Q837839,resolved by sex
6000000002765122897,Esther,F,Q837839,resolved by sex
6000000002765126270,Esther,F,Q837839,resolved by sex
6000000002765126460,Esther,F,Q837839,resolved by sex
6000000002765133199,Esther,F,Q837839,resolved by sex
6000000002765133260,Esther,F,Q837839,resolved by sex
6000000002765139826,Esther,F,Q837839,resolved by sex
6000000002765142195,Esther,F,Q837839,resolved by sex
6000000002765142202,Esther,F,Q837839,resolved by sex
6000000002765167610,Esther,F,Q837839,resolved by sex
6000000002765172137,Esther,F,Q837839,resolved by sex
6000000002765224169,Esther,F,Q837839,resolved by sex
6000000002765656270,Esther,F,Q837839,resolved by sex
6000000002765712797,Esther,F,Q837839,resolved by sex
6000000002765737259,Esther,F,Q837839,resolved by sex
6000000002765737309,Esther,F,Q837839,resolved by sex
6000000002765737374,Esther,F,Q837839,resolved by sex
6000000002765737663,Esther,F,Q837839,resolved by sex
6000000002765743742,Esther,F,Q837839,resolved by sex
6000000002765752748,Esther,F,Q837839,resolved by sex
6000000002765756565,Esther,F,Q837839,resolved by sex
6000000002765758127,Esther,F,Q837839,resolved by sex
6000000002765764635,Esther,F,Q837839,resolved by sex
6000000002765776590,Esther,F,Q837839,resolved by sex
6000000002765776919,Esther,F,Q837839,resolved by sex
6000000002765800140,Esther,F,Q837839,resolved by sex
6000000002765800342,Esther,F,Q837839,resolved by sex
6000000002765800774,Esther,F,Q837839,resolved by sex
6000000002765823683,Esther,F,Q837839,resolved by sex
6000000002765824298,Esther,F,Q837839,resolved by sex
6000000002765870156,Esther,F,Q837839,resolved by sex
6000000002765884129,Esther,F,Q837839,resolved by sex
6000000002765900082,Esther,F,Q837839,resolved by sex
6000000002766698694,Esther,F,Q837839,resolved by sex
6000000002796841416,Esther,F,Q837839,resolved by sex
6000000002802269211,Esther,F,Q837839,resolved by sex
6000000002802898786,Esther,F,Q837839,resolved by sex
6000000002802900129,Esther,F,Q837839,resolved by sex
6000000002802986337,Esther,F,Q837839,resolved by sex
6000000002802999564,Esther,F,Q837839,resolved by sex
6000000002803059487,Esther,F,Q837839,resolved by sex
6000000002803073748,Esther,F,Q837839,resolved by sex
6000000002803082996,Esther,F,Q837839,resolved by sex
6000000002803110914,Esther,F,Q837839,resolved by sex
6000000002860752235,Esther,F,Q837839,resolved by sex
6000000002860899457,Esther,F,Q837839,resolved by sex
6000000002957013049,Esther,F,Q837839,resolved by sex
6000000002979808139,Esther,F,Q837839,resolved by sex
6000000002979840036,Esther,F,Q837839,resolved by sex
6000000002990647981,Esther,F,Q837839,resolved by sex
