qid,our_token,kind,bearers,missing,n_missing,mul,en,ja,zh
Q105947166,Leipen,family,1,ja zh,2,Leipen,Leipen,,
Q21494299,Lilburne,family,1,ja zh,2,Lilburne,Lilburne,,
Q26912328,Waring,family,1,mul zh,2,,Waring,ウェアリング,
Q56039597,Hele,family,1,ja zh,2,Hele,Hele,,
Q50348007,Hvid,family,1,mul ja zh,3,,Hvid,,
Q46995245,Berndes,family,1,ja,1,Berndes,Berndes,,伯恩德斯
Q21508700,Hueber,family,1,mul ja zh,3,,Hueber,,
Q37512820,Rokach,family,1,mul ja zh,3,,Rokach,,
Q6409790,Kimbell,family,1,ja zh,2,Kimbell,Kimbell,,
Q104540577,De Courcelles,family,1,ja,1,de Courcelles,de Courcelles,,德·库塞尔勒
Q105139764,de Robert,family,1,ja zh,2,de Robert,de Robert,,
Q47461497,Rålamb,family,1,ja zh,2,Rålamb,Rålamb,,
Q55242435,Bertheau,family,1,ja zh,2,Bertheau,Bertheau,,
Q36995918,Bendorf,family,1,ja zh,2,Bendorf,Bendorf,,
Q37449422,Stringham,family,1,ja zh,2,Stringham,Stringham,,
Q16275373,Denison,family,1,ja,1,Denison,Denison,,丹尼森
Q37216355,Leatherman,family,1,ja zh,2,Leatherman,Leatherman,,
Q26989047,Borret,family,1,mul ja zh,3,,Borret,,
Q38893017,Zachariassen,family,1,ja zh,2,Zachariasse,Zachariassen,,
Q7100367,Ordaz,family,1,ja zh,2,Ordaz,Ordaz,,
Q37117508,Frazee,family,1,ja zh,2,Frazee,Frazee,,
Q112073340,Galicka,family,1,mul ja zh,3,,Galicka,,
Q30224696,Hogsnes,family,1,mul ja zh,3,,Hogsnes,,
Q21509008,Schjøtt,family,1,ja zh,2,Schjøtt,Schjøtt,,
Q41365468,von Essen,family,1,ja,1,von Essen,von Essen,,冯·埃森
Q47899619,Hafström,family,1,ja zh,2,Hafström,Hafström,,
Q20995770,Bergesen,family,1,ja zh,2,Bergesen,Bergesen,,
Q21492773,Bäckman,family,1,ja,1,Bäckman,Bäckman,,贝克曼
Q12798330,Parry,family,1,zh,1,Parry,Parry,パリー,
Q57810173,Tregarthen,family,1,mul ja zh,3,,Tregarthen,,
Q21501806,Allerton,family,1,ja,1,Allerton,Allerton,,阿勒顿
Q40100926,Skjervold,family,1,ja zh,2,Skjervold,Skjervold,,
Q101037982,de Campos,family,1,ja zh,2,De Campos,De Campos,,
Q37192652,Fragoso,family,1,ja,1,Fragoso,Fragoso,,弗拉戈索
Q37489122,Boyles,family,1,zh,1,Boyles,Boyles,ボイルズ,
Q42310386,Lucassen,family,1,ja,1,Lucassen,Lucassen,,吕卡森
Q37499869,Lilie,family,1,ja zh,2,Lilie,Lilie,,
Q547852,Hetsch,family,1,ja zh,2,Hetsch,Hetsch,,
Q65106179,Hocquart,family,1,ja zh,2,Hocquart,Hocquart,,
Q17597484,Milhaud,family,1,zh,1,Milhaud,Milhaud,Milhaud,
Q56246580,Davout,family,1,ja zh,2,Davout,Davout,,
Q37231630,Fiorino,family,1,ja zh,2,Fiorino,Fiorino,,
Q27892793,Frantzen,family,1,zh,1,Frantzen,Frantzen,フランツェン,
Q38999984,Bjørgan,family,1,ja zh,2,Bjørgan,Bjørgan,,
Q21509475,Sperling,family,1,mul,1,,Sperling,スパーリング,斯珀林
Q37525544,Pot,family,1,ja,1,Pot,Pot,,波特
Q27675797,Moor,family,1,ja,1,Moor,Moor,,穆尔
Q56246198,Stattler,family,1,ja zh,2,Stattler,Stattler,,
Q37515335,Wurm,family,1,mul ja,2,,Wurm,,乌尔姆
Q131980433,van Berchem,family,1,ja zh,2,van Berchem,van Berchem,,
Q37488645,Keyt,family,1,ja,1,Keyt,Keyt,,凯特
Q8039551,Wyche,family,1,ja zh,2,Wyche,Wyche,,
Q95131459,Vilhena,family,1,ja zh,2,Vilhena,Vilhena,,
Q105175586,de Brillac,family,1,ja zh,2,de Brillac,de Brillac,,
Q25373513,Lacoste,family,1,ja,1,Lacoste,Lacoste,,拉科斯特
Q119931653,de Laharpe,family,1,mul ja zh,3,,de Laharpe,,
Q37468376,Arroyave,family,1,ja zh,2,Arroyave,Arroyave,,
Q23777432,Binet,family,1,ja,1,Binet,Binet,,比奈特
Q65105779,Guinet,family,1,ja zh,2,Guinet,Guinet,,
Q26107481,Revel,family,1,ja,1,Revel,Revel,,雷韦尔
Q18384846,Barrau,family,1,ja,1,Barrau,Barrau,,巴尔劳/布尼奥尔
Q63760245,Haquin,family,1,ja zh,2,Haquin,Haquin,,
Q37269280,Ege,family,1,ja zh,2,Ege,Ege,,
Q32860671,Pauli,family,1,mul,1,,Pauli,パウリ,泡利
Q111371984,de Rohan-Chabot,family,1,ja zh,2,de Rohan-Chabot,de Rohan-Chabot,,
Q21481537,Snead,family,1,mul ja zh,3,,Snead,,
Q104605079,d'Espinay,family,1,ja zh,2,d'Espinay,d'Espinay,,
Q25114411,Gran,family,1,ja,1,Gran,Gran,,格兰
Q30192549,Grønn,family,1,mul ja zh,3,,Grønn,,
Q106121370,Schifferes,family,1,ja zh,2,Schifferes,Schifferes,,
Q106121463,Schmey,family,1,ja zh,2,Schmey,Schmey,,
Q21493029,Hennequin,family,1,ja,1,Hennequin,Hennequin,,亨内基
Q29017186,Babin,family,1,ja,1,Babin,Babin,,巴宾
Q27955334,Talabot,family,1,mul ja zh,3,,Talabot,,
Q104814675,Piscatory,family,1,ja zh,2,Piscatory,Piscatory,,
Q19929295,Seguin,family,1,ja,1,Seguin,Seguin,,塞金
Q24021107,Chauvet,family,1,ja,1,Chauvet,Chauvet,,肖韦
Q118432113,Seeh,family,1,mul ja zh,3,,Seeh,,
Q16888944,Vinson,family,1,ja,1,Vinson,Vinson,,维森
Q16391412,Schade,family,1,mul ja zh,3,,Schade,,
Q16871168,Jeppesen,family,1,ja zh,2,Jeppesen,Jeppesen,,
Q19677032,Bayne,family,1,zh,1,Bayne,Bayne,ベイン,
Q7825608,Tordenskiold,family,1,mul ja zh,3,,Tordenskiold,,
Q1018205,Buturlin,family,1,zh,1,Бутурлин,Buturlin,ブトゥルリン,
Q99864461,van Heemskerck,family,1,ja zh,2,van Heemskerck,van Heemskerck,,
Q37265493,Marum,family,1,ja zh,2,Marum,Marum,,
Q37527209,Volker,family,1,mul ja zh,3,,Volker,,
Q29743960,Furre,family,1,mul ja zh,3,,Furre,,
Q37476182,Heimbach,family,1,zh,1,Heimbach,Heimbach,ハイムバッハ,
Q16876702,McKenney,family,1,ja zh,2,McKenney,McKenney,,
Q37129374,Tronson,family,1,ja zh,2,Tronson,Tronson,,
Q36954560,Obando,family,1,zh,1,Obando,Obando,オバンドー,
Q37069754,Osterberg,family,1,ja zh,2,Osterberg,Osterberg,,
Q12794465,Kunst,family,1,ja zh,2,Kunst,Kunst,,
Q47015884,Hohenthal,family,1,ja,1,Hohenthal,Hohenthal,,霍恩撒尔
Q106069746,Gotthelft,family,1,ja zh,2,Gotthelft,Gotthelft,,
Q26972904,Wiesel,family,1,mul zh,2,,Wiesel,ウィーゼル,
Q16865741,Copley,family,1,ja zh,2,Copley,Copley,,
Q105544060,von Korff,family,1,ja zh,2,von Korff,von Korff,,
Q37131360,Basto,family,1,ja zh,2,Basto,Basto,,
Q30132139,Hval,family,1,mul ja,2,,Hval,,赫瓦尔
Q27892866,Henden,family,1,mul ja zh,3,,Henden,,
Q123531908,Golafre,family,1,ja zh,2,Golafre,Golafre,,
Q5748298,Heveningham,family,1,ja zh,2,Heveningham,Heveningham,,
Q37934648,Polwhele,family,1,mul ja zh,3,,Polwhele,,
Q37039716,Fleishman,family,1,ja zh,2,Fleishman,Fleishman,,
Q94572584,Orbeliani,family,1,mul zh,2,,Orbeliani,オルベリアニ,
Q111774853,Somov,family,1,mul ja zh,3,,Somov,,
Q21493075,Hopson,family,1,ja zh,2,Hopson,Hopson,,
Q41902354,Bigum,family,1,zh,1,Bigum,Bigum,ビグム,
Q38902740,Aanensen,family,1,ja zh,2,Aanensen,Aanensen,,
Q21507454,Hagmann,family,1,mul zh,2,,Hagmann,ハグマン,
Q105877380,Kronthal,family,1,mul ja zh,3,,Kronthal,,
Q112126406,Karska,family,1,mul ja zh,3,,Karska,,
Q21498085,Koontz,family,1,ja zh,2,Koontz,Koontz,,
Q37555070,Whitesell,family,1,ja,1,Whitesell,Whitesell,,怀特赛尔
Q20997511,Nuttall,family,1,ja zh,2,Nuttall,Nuttall,,
Q23638479,Büchner,family,1,ja,1,Büchner,Büchner,,比希纳
Q105991298,Anschel,family,1,ja zh,2,Anschel,Anschel,,
Q37537703,Mezger,family,1,ja zh,2,Mezger,Mezger,,
Q21494270,Steinmeier,family,1,mul zh,2,,Steinmeier,シュタインマイアー,
Q21449852,Reif,family,1,mul ja,2,,Reif,,赖夫
Q56245347,Mosenthal,family,1,ja zh,2,Mosenthal,Mosenthal,,
Q83439044,Tiling,family,1,ja,1,Tiling,Tiling,,特林
Q106079617,Neckarsulmer,family,1,ja zh,2,Neckarsulmer,Neckarsulmer,,
Q104837481,d'Hauterive,family,1,ja zh,2,d'Hauterive,d'Hauterive,,
Q16882988,Serrano,family,1,mul,1,,Serrano,セラーノ,萨拉诺
Q106117882,Hochstädter,family,1,ja zh,2,Hochstädter,Hochstädter,,
Q105765274,Le Cocq,family,1,mul ja zh,3,,Le Cocq,,
Q16479361,Alford,family,1,ja,1,Alford,Alford,,奥尔福德
Q37535916,Hendriksen,family,1,ja,1,Hendriksen,Hendriksen,,亨德西克森
Q16884684,Tideman,family,1,ja zh,2,Tideman,Tideman,,
Q109265111,Rudberus,family,1,mul ja zh,3,,Rudberus,,
Q21496198,Frydenberg,family,1,zh,1,Frydenberg,Frydenberg,フライデンバーグ,
Q24058226,Capell,family,1,ja,1,Capell,Capell,,卡珀尔
Q17065186,Whittington,family,1,zh,1,Whittington,Whittington,ウィッティントン,
Q61946872,Cornaro,family,1,mul ja zh,3,,Cornaro,,
Q5221048,Dansey,family,1,mul ja,2,,Dansey,,丹齐
Q37030034,Delamere,family,1,ja zh,2,Delamere,Delamere,,
Q26266945,Kellin,family,1,ja zh,2,Kellin,Kellin,,
Q36864699,Hirtzel,family,1,ja zh,2,Hirtzel,Hirtzel,,
Q30132635,Norwich,family,1,ja,1,Norwich,Norwich,,诺维奇
Q16879919,Senior,family,1,mul zh,2,,Senior,シニア,
Q37494061,Carbajal,family,1,ja zh,2,Carbajal,Carbajal,,
Q122835594,Bleness,family,1,ja zh,2,Bleness,Bleness,,
Q56243684,Oberdorfer,family,1,ja zh,2,Oberdorfer,Oberdorfer,,
Q21448192,Knabe,family,1,ja,1,Knabe,Knabe,,克纳贝
Q85335994,de Vogüé,family,1,mul ja zh,3,,de Vogüé,,
Q37455253,Lein,family,1,ja zh,2,Lein,Lein,,
Q18210412,Bramson,family,1,ja zh,2,Bramson,Bramson,,
Q5617334,Guldbrandsen,family,1,ja zh,2,Guldbrandsen,Guldbrandsen,,
Q27876736,Strandberg,family,1,mul ja,2,,Strandberg,,斯特兰德贝里
Q5130978,Cleasby,family,1,mul ja zh,3,,Cleasby,,
Q37145056,Melby,family,1,ja zh,2,Melby,Melby,,
Q21489014,Aronstein,family,1,ja zh,2,Aronstein,Aronstein,,
Q135432346,Bogišić,family,1,mul ja zh,3,,Bogišić,,
Q99980343,Ducie,family,1,mul ja zh,3,,Ducie,,
Q37025945,Villars,family,1,ja zh,2,Villars,Villars,,
Q37497404,Sleeman,family,1,ja zh,2,Sleeman,Sleeman,,
Q21451065,Surman,family,1,zh,1,Surman,Surman,サーマン,
Q25114410,Lark,family,1,ja,1,Lark,Lark,,拉克
Q135319589,Kačić,family,1,mul ja zh,3,,Kačić,,
Q21494134,Weiner,family,1,ja,1,Weiner,Weiner,,韦纳
Q22926516,Rolle,family,1,ja zh,2,Rolle,Rolle,,
Q101014864,de Villeneuve-Esclapon,family,1,ja zh,2,De Villeneuve-Esclapon,De Villeneuve-Esclapon,,
Q23782016,de Ganay,family,1,ja zh,2,de Ganay,de Ganay,,
Q37210565,Collman,family,1,ja zh,2,Collman,Collman,,
Q60363681,Daubeny,family,1,mul ja zh,3,,Daubeny,,
Q12785195,Asinari,family,1,mul ja zh,3,,Asinari,,
Q5968782,Ladrón de Guevara,family,1,mul ja,2,,Ladrón de Guevara,,格拉纳·德格瓦拉
Q37486271,Sani,family,1,ja zh,2,Sani,Sani,,
Q18091376,Egge,family,1,ja zh,2,Egge,Egge,,
Q102397572,Leyens,family,1,ja zh,2,Leyens,Leyens,,
Q21496257,Gelernter,family,1,ja zh,2,Gelernter,Gelernter,,
Q1168030,Shuman,family,1,zh,1,Shuman,Shuman,シューマン,
Q56246548,Rostowski,family,1,ja zh,2,Rostowski,Rostowski,,
Q21509589,Mahy,family,1,ja zh,2,Mahy,Mahy,,
Q37048420,Sin,family,1,ja zh,2,Sin,Sin,,
Q1355248,Erlandsen,family,1,ja zh,2,Erlandsen,Erlandsen,,
Q47087628,Waldeland,family,1,ja zh,2,Waldeland,Waldeland,,
Q36859404,Isenberg,family,1,mul ja zh,3,,Isenberg,,
Q37220912,Jakobi,family,1,mul ja zh,3,,Jakobi,,
Q37004777,Eichenberg,family,1,ja zh,2,Eichenberg,Eichenberg,,
Q28745109,Schnack,family,1,mul ja zh,3,,Schnack,,
Q56073210,Löser,family,1,ja,1,Löser,Löser,,洛塞尔
Q21456386,Blaschke,family,1,ja,1,Blaschke,Blaschke,,布拉施克
Q50354059,van,family,1,ja,1,Van,Van,,Van
Q30136200,Blichfeldt,family,1,mul ja zh,3,,Blichfeldt,,
Q37430793,Levita,family,1,ja zh,2,Levita,Levita,,
Q21504894,Schock,family,1,ja zh,2,Schock,Schock,,
Q21446662,Tiepolo,family,1,zh,1,Tiepolo,Tiepolo,ティエポロ,
Q27167339,Nakauchi,family,1,mul,1,,Nakauchi,中内,中內
Q21452339,Flatau,family,1,ja zh,2,Flatau,Flatau,,
Q37504889,Marius,family,1,mul,1,,Marius,マリウス,马里乌斯
Q37077671,Masso,family,1,ja zh,2,Masso,Masso,,
Q56245765,Vidaurre,family,1,ja,1,Vidaurre,Vidaurre,,维多尔
Q139742598,von Passavant,family,1,mul ja zh,3,,von Passavant,,
Q7654217,Sweatman,family,1,ja zh,2,Sweatman,Sweatman,,
Q37496529,Manfield,family,1,ja zh,2,Manfield,Manfield,,
Q16883619,Southgate,family,1,ja,1,Southgate,Southgate,,索斯盖特
Q106079093,Grünsfeld,family,1,ja zh,2,Grünsfeld,Grünsfeld,,
Q47519351,Akerlie,family,1,mul ja zh,3,,Akerlie,,
Q37482555,Sclafani,family,1,ja zh,2,Sclafani,Sclafani,,
Q2897222,Berle,family,1,ja zh,2,Berle,Berle,,
Q64220969,Paraf,family,1,mul ja zh,3,,Paraf,,
Q5501447,Freke,family,1,ja zh,2,Freke,Freke,,
Q37534776,Lewi,family,1,mul ja zh,3,,Lewi,,
Q27887746,Fogelberg,family,1,ja zh,2,Fogelberg,Fogelberg,,
Q46650082,Rosenborg,family,1,zh,1,Rosenborg,Rosenborg,ローゼンボリ,
Q30153513,Leganger,family,1,ja zh,2,Leganger,Leganger,,
Q30133080,Hagemann,family,1,mul,1,,Hagemann,ハゲマン,阿热曼
Q300990,Aamodt,family,1,ja,1,Aamodt,Aamodt,,奥莫特
Q50359366,Kyme,family,1,ja zh,2,Kyme,Kyme,,
Q89915112,Cholokashvili,family,1,mul ja,2,,Cholokashvili,,乔洛卡什维利
Q51831123,Buckby,family,1,mul ja zh,3,,Buckby,,
Q21513317,Orenstein,family,1,ja zh,2,Orenstein,Orenstein,,
Q21488895,Leiber,family,1,ja zh,2,Leiber,Leiber,,
Q83440913,Stockheim,family,1,ja zh,2,Stockheim,Stockheim,,
Q77045664,Rive,family,1,ja zh,2,Rive,Rive,,
Q36936275,Reynold,family,1,mul,1,,Reynold,レイノルド,雷诺
Q16882248,Roman,family,1,ja,1,Roman,Roman,,罗曼
Q21492224,Samuelsson,family,1,mul,1,,Samuelsson,サムエルッソン,萨缪尔森
Q37547356,Sutcliff,family,1,mul ja zh,3,,Sutcliff,,
Q106120016,Mesritz,family,1,ja zh,2,Mesritz,Mesritz,,
Q21491357,Foy,family,1,ja,1,Foy,Foy,,福伊
Q17097783,Whitlock,family,1,ja,1,Whitlock,Whitlock,,惠特洛克
Q56254935,Chartres,family,1,ja zh,2,Chartres,Chartres,,
Q106065656,Benario,family,1,ja zh,2,Benario,Benario,,
Q106079625,Nordheimer,family,1,ja zh,2,Nordheimer,Nordheimer,,
Q21492043,Schütte,family,1,mul,1,,Schütte,シュッテ,舒特
Q15730695,Ulmer,family,1,zh,1,Ulmer,Ulmer,アルマー,
Q106121116,Saalberg,family,1,ja zh,2,Saalberg,Saalberg,,
Q106120748,Präger,family,1,ja zh,2,Präger,Präger,,
Q37261221,Tart,family,1,ja zh,2,Tart,Tart,,
Q21450404,Hodgman,family,1,zh,1,Hodgman,Hodgman,ホッジマン,
Q27892788,Hopland,family,1,mul ja zh,3,,Hopland,,
Q37441659,Herberg,family,1,ja zh,2,Herberg,Herberg,,
Q28854393,Todros,family,1,mul ja zh,3,,Todros,,
Q37246759,Rabello,family,1,ja zh,2,Rabello,Rabello,,
Q39263268,Tvete,family,1,ja zh,2,Tvete,Tvete,,
Q121592862,von Horn,family,1,ja zh,2,von Horn,von Horn,,
Q56244902,Bagnall,family,1,ja,1,Bagnall,Bagnall,,巴格诺尔
Q37519001,Odam,family,1,mul ja zh,3,,Odam,,
Q6540389,Libbey,family,1,ja zh,2,Libbey,Libbey,,
Q30147413,Sem,family,1,mul,1,,Sem,セム,Sem
Q20995939,Béranger,family,1,zh,1,Béranger,Béranger,ベランジェ,
Q37521289,Langsdorf,family,1,mul ja zh,3,,Langsdorf,,
Q122838869,Steinset,family,1,ja zh,2,Steinset,Steinset,,
Q30226333,Ramstad,family,1,ja,1,Ramstad,Ramstad,,拉姆斯特德
Q30145953,Joachimsen,family,1,ja,1,Joachimsen,Joachimsen,,约基姆森
Q106069913,Mosheim,family,1,ja zh,2,Mosheim,Mosheim,,
Q40000029,Rovik,family,1,ja zh,2,Rovik,Rovik,,
Q118342444,de Albornoz,family,1,ja zh,2,de Albornoz,de Albornoz,,
Q20727080,Seller,family,1,ja,1,Seller,Seller,,塞勒
Q5171711,Cornewall,family,1,mul ja,2,,Cornewall,,康沃尔
Q1399621,Reiter,family,1,ja,1,Reiter,Reiter,,莱特
Q37551046,Crawshaw,family,1,ja zh,2,Crawshaw,Crawshaw,,
Q23774083,le Maire,family,1,mul zh,2,,Le Maire,ル・メール,
Q30669753,Elverum,family,1,mul ja,2,,Elverum,,埃尔韦勒姆
Q36902146,Fleischner,family,1,mul ja zh,3,,Fleischner,,
Q101043621,Uhlfelder,family,1,ja zh,2,Uhlfelder,Uhlfelder,,
Q77047614,O'Donnel,family,1,ja zh,2,O'Donnel,O'Donnel,,
Q13100165,eagle,family,1,mul,1,,Eagle,イーグル,伊格尔
Q37270898,Purdom,family,1,ja zh,2,Purdom,Purdom,,
Q35799645,Nitteberg,family,1,mul ja zh,3,,Nitteberg,,
Q37556949,Klett,family,1,ja zh,2,Klett,Klett,,
Q55222457,Nordgarden,family,1,ja zh,2,Nordgarden,Nordgarden,,
Q18019966,Constantine,family,1,ja,1,Constantine,Constantine,,康斯坦丁
Q16870202,Glasson,family,1,ja,1,Glasson,Glasson,,格拉松
Q21508078,Thune,family,1,ja zh,2,Thune,Thune,,
Q16479513,Barnhill,family,1,mul ja zh,3,,Barnhill,,
Q19902433,Howman,family,1,ja zh,2,Howman,Howman,,
Q37520692,Idstein,family,1,mul ja zh,3,,Idstein,,
Q37308729,Haralson,family,1,ja zh,2,Haralson,Haralson,,
Q23775634,Mathis,family,1,ja,1,Mathis,Mathis,,马西斯
Q36951679,Futch,family,1,mul ja zh,3,,Futch,,
Q139888275,Goadby,family,1,mul ja zh,3,,Goadby,,
Q63052473,Cagnola,family,1,mul zh,2,,Cagnola,カニョーラ,
Q19902394,Horbach,family,1,ja zh,2,Horbach,Horbach,,
Q106456817,Wiesbaden,family,1,ja zh,2,Wiesbaden,Wiesbaden,,
Q21487770,Truitt,family,1,zh,1,Truitt,Truitt,トゥルーイット,
Q27887514,Kjellgren,family,1,mul,1,,Kjellgren,キェルグレン,谢尔格伦
Q27887785,Wickström,family,1,mul ja zh,3,,Wickström,,
Q37167977,Myhren,family,1,ja zh,2,Myhren,Myhren,,
Q36936185,Rho,family,1,mul ja zh,3,,Rho,,
Q21493113,Sulzberger,family,1,ja zh,2,Sulzberger,Sulzberger,,
Q111730416,Bruzaeus,family,1,mul ja zh,3,,Bruzaeus,,
Q7103474,Ormsbee,family,1,mul ja zh,3,,Ormsbee,,
Q61692746,Jalles,family,1,ja zh,2,Jalles,Jalles,,
Q37557319,Zoellner,family,1,ja,1,Zoellner,Zoellner,,佐尔纳
Q28912411,Islas,family,1,mul ja,2,,Islas,,伊斯拉斯
Q37495274,Jaffrey,family,1,ja,1,Jaffrey,Jaffrey,,贾弗里
Q81710704,Sjöblad,family,1,mul ja zh,3,,Sjöblad,,
Q8039870,Wykes,family,1,ja zh,2,Wykes,Wykes,,
Q27889070,Bjørndal,family,1,ja zh,2,Bjørndal,Bjørndal,,
Q27230358,MacEwen,family,1,zh,1,MacEwen,MacEwen,マクユーイング,
Q105975052,Bauchwitz,family,1,mul ja zh,3,,Bauchwitz,,
Q21509462,Kirstein,family,1,ja,1,Kirstein,Kirstein,,基尔希斯坦
Q37441615,Plumley,family,1,ja,1,Plumley,Plumley,,普拉姆利
Q106528745,Knof,family,1,ja zh,2,Knof,Knof,,
Q21484865,Bratlie,family,1,ja zh,2,Bratlie,Bratlie,,
Q37568426,Winton,family,1,zh,1,Winton,Winton,ウィントン,
Q56244047,Samberg,family,1,ja zh,2,Samberg,Samberg,,
Q30669340,Tompsett,family,1,mul ja zh,3,,Tompsett,,
Q37537720,Beacon,family,1,mul ja,2,,Beacon,,波娅孔
Q76411572,Petitpierre,family,1,ja,1,Petitpierre,Petitpierre,,佩蒂特埃尔
Q7375739,Ruas,family,1,mul ja zh,3,,Ruas,,
Q28871056,Ury,family,1,mul ja,2,,Ury,,尤里
Q33513522,Nordengen,family,1,mul ja zh,3,,Nordengen,,
Q6054133,Ossa,family,1,zh,1,Ossa,Ossa,オッサ,
Q37498729,Foushee,family,1,ja zh,2,Foushee,Foushee,,
Q112106776,Jasieńska,family,1,mul ja zh,3,,Jasieńska,,
Q21475213,Sandell,family,1,ja zh,2,Sandell,Sandell,,
Q122839039,Syverstad,family,1,ja zh,2,Syverstad,Syverstad,,
Q5884653,Holtermann,family,1,zh,1,Holtermann,Holtermann,ホルターマン,
Q66793695,de Álava,family,1,mul ja zh,3,,de Álava,,
Q12789022,Franc,family,1,ja,1,Franc,Franc,,弗朗克
Q56246110,Uhlmann,family,1,mul,1,,Uhlmann,ウールマン,乌尔曼
Q56538087,Cuntz,family,1,ja zh,2,Cuntz,Cuntz,,
Q16870549,Harwell,family,1,mul ja,2,,Harwell,,哈韦尔
Q37575224,Rhine,family,1,ja,1,Rhine,Rhine,,莱茵
Q27429875,Heymans,family,1,mul,1,,Heymans,エマンス,海门斯
Q37552001,Montel,family,1,ja zh,2,Montel,Montel,,
Q21491594,Taubert,family,1,ja zh,2,Taubert,Taubert,,
Q106069868,Lindheimer,family,1,ja zh,2,Lindheimer,Lindheimer,,
Q37453880,Loop,family,1,ja,1,Loop,Loop,,卢普
Q37560971,Byk,family,1,ja zh,2,Byk,Byk,,
Q21475519,Magnin,family,1,ja,1,Magnin,Magnin,,马尼安
Q125367963,Halenius,family,1,ja zh,2,Halenius,Halenius,,
Q21492207,Gillies,family,1,ja,1,Gillies,Gillies,,吉利斯
Q106121536,Schöpkes,family,1,ja zh,2,Schöpkes,Schöpkes,,
Q21482886,Fiedler,family,1,mul,1,,Fiedler,フィードラー,菲德勒
Q6692064,Loveday,family,1,mul zh,2,,Loveday,ラヴデイ,
Q28136768,Watrous,family,1,mul ja zh,3,,Watrous,,
Q37522318,Hollis,family,1,mul zh,2,,Hollis,ホリス,
Q19928843,Rosén,family,1,ja,1,Rosén,Rosén,,罗森
Q36943967,Dimick,family,1,mul ja zh,3,,Dimick,,
Q106119075,Kronheimer,family,1,ja zh,2,Kronheimer,Kronheimer,,
Q30141640,Blatchford,family,1,mul,1,,Blatchford,ブラッチフォード,布拉奇福德
Q16275568,Dray,family,1,ja zh,2,Dray,Dray,,
Q7883576,Underdown,family,1,ja zh,2,Underdown,Underdown,,
Q16864267,Saxby,family,1,ja zh,2,Saxby,Saxby,,
Q5567360,Glazier,family,1,ja zh,2,Glazier,Glazier,,
Q37533014,Company,family,1,ja zh,2,Company,Company,,
Q107064823,Kingstone,family,1,zh,1,Kingstone,Kingstone,キングストーン,
Q16157234,Abarbanell,family,1,mul ja zh,3,,Abarbanell,,
Q21502217,Freudenthal,family,1,ja zh,2,Freudenthal,Freudenthal,,
Q56546760,Francken,family,1,ja,1,Francken,Francken,,弗兰肯
Q37199527,Agha,family,1,ja zh,2,Agha,Agha,,
Q1176292,Rosenstock,family,1,mul zh,2,,Rosenstock,ローゼンストック,
Q37549853,Plumpton,family,1,ja zh,2,Plumpton,Plumpton,,
Q16872536,Loveland,family,1,mul zh,2,,Loveland,ラヴランド,
Q16869855,Essen,family,1,ja,1,Essen,Essen,,埃森
Q20997194,Lewy,family,1,zh,1,Lewy,Lewy,レヴィー,
Q106118270,Jaretzki,family,1,ja zh,2,Jaretzki,Jaretzki,,
Q4236404,Coe,family,1,zh,1,Coe,Coe,コー,
Q27887594,Kron,family,1,mul ja,2,,Kron,,克朗
Q27869999,Granqvist,family,1,mul ja,2,,Granqvist,,格兰奎斯特
Q107454941,Brylewski,family,1,ja zh,2,Brylewski,Brylewski,,
Q27108636,Kosterlitz,family,1,mul ja zh,3,,Kosterlitz,,
Q40210997,Drašković,family,1,ja zh,2,Drašković,Drašković,,
Q33026816,Schnitzer,family,1,ja zh,2,Schnitzer,Schnitzer,,
Q28745119,Welsch,family,1,mul ja,2,,Welsch,,韦尔施
Q127869475,Adhémar de Monteil de Grignan,family,1,mul ja zh,3,,Adhémar de Monteil de Grignan,,
Q32866515,Mondschein,family,1,mul ja zh,3,,Mondschein,,
Q37042724,Weinschenk,family,1,ja zh,2,Weinschenk,Weinschenk,,
Q37031039,Wilcoxson,family,1,ja zh,2,Wilcoxson,Wilcoxson,,
Q112590734,Makowiecka,family,1,ja zh,2,Makowiecka,Makowiecka,,
Q16479576,Been,family,1,ja,1,Been,Been,,本恩
Q105991571,Birkenruth,family,1,ja zh,2,Birkenruth,Birkenruth,,
Q7333157,Riesenfeld,family,1,ja zh,2,Riesenfeld,Riesenfeld,,
Q136122237,Pipenpoy,family,1,ja zh,2,Pipenpoy,Pipenpoy,,
Q106069258,Emsheimer,family,1,ja zh,2,Emsheimer,Emsheimer,,
Q106079642,Pfifferling,family,1,ja zh,2,Pfifferling,Pfifferling,,
Q4480591,Fine,family,1,ja,1,Fine,Fine,,费恩
Q25127074,Mariner,family,1,zh,1,Mariner,Mariner,マリナー,
Q16883841,Sterne,family,1,ja zh,2,Sterne,Sterne,,
Q37462340,Elson,family,1,ja,1,Elson,Elson,,埃尔森
Q36911091,Kupfer,family,1,ja zh,2,Kupfer,Kupfer,,
Q27824330,Halleland,family,1,mul ja zh,3,,Halleland,,
Q28024967,Dew,family,1,mul ja zh,3,,Dew,,
Q83439848,Sontheim,family,1,ja,1,Sontheim,Sontheim,,松泰姆
Q106067062,Cohnreich,family,1,ja zh,2,Cohnreich,Cohnreich,,
Q99864359,Colijn,family,1,mul ja,2,,Colijn,,克莱恩
Q21501846,Ugarte,family,1,mul ja,2,,Ugarte,,乌加特
Q37542988,Gantner,family,1,mul ja zh,3,,Gantner,,
