geni_id,qid,label_en
6000000074691340916,Q45382963,Zhu Zhengji
6000000074691343982,Q45382948,Zhu Duan
6000000074691377855,Q45367406,Zhou Gang
6000000074691421065,Q45361204,Feng Shen
6000000074691437975,Q45404171,Fan Hong
6000000074691449925,Q45427320,Zhu Zhengji
6000000074691497821,Q45355955,Zhou Tong
6000000074691505127,Q45425545,Fu Tianqi
6000000074691542050,Q45361080,Fan Shide
6000000074691545888,Q45382991,Zhu Xie
6000000074691555052,Q45377483,Fu Guangbi
6000000074691608923,Q11093899,Zhu Shouchang
6000000074691624853,Q45363796,Zhu Shi
6000000074691627840,Q45382958,Zhu Bi
6000000074691634843,Q45382955,Zhu Qi
6000000074691634903,Q45364077,Zhu Shi
6000000074691661835,Q45382953,Zhu Yi
6000000074691673915,Q45378702,Fan Zhongjiao
6000000074691677822,Q45382950,Zhu E
6000000074691745019,Q45377491,Fu Zongyi
6000000074691772869,Q45384016,Fan Du
6000000074691773051,Q45425938,Han Yan
6000000074691792857,Q45404166,Fan Wo
6000000074691806017,Q45356325,Han Qiu
6000000074691842879,Q45404168,Fan Zuren
6000000074691900889,Q45384130,Fan Xi
6000000074691941039,Q45425979,Han Li
6000000074691955933,Q45377495,Fu Jue
6000000074691962954,Q45377528,Fu Moqing
6000000074691995903,Q45377486,Fu Lin
6000000074692006933,Q45377513,Fu Ying
6000000074692008821,Q45361121,Fan Shen
6000000074692014988,Q45425584,Fu Tianqin
6000000074692015899,Q45425626,Fu Tianxu
6000000074692071847,Q45363949,Fang Shi
6000000074692099847,Q45425461,Fu Tianzhi
6000000074692100867,Q45364495,Fu Shi
6000000074692124898,Q45377479,Fu Ye
6000000074692148831,Q45382985,Feng Xiang
6000000074692168857,Q45364965,Fu Shi
6000000074692179863,Q45377489,Fu Ansui
6000000074692216916,Q65820396,Han Shi
6000000074692243826,Q45356303,Fu Zhuanzheng
6000000074692251821,Q45377481,Fu Shibi
6000000074692259000,Q45365674,Xianyu Qun
6000000074692259829,Q45425503,Fu Tianmu
6000000074692799846,Q45356737,Xu Mao
6000000074698241821,Q45356829,Hu Yixiu
6000000074698440419,Q45363800,Li Shi
6000000074698458434,Q45364109,Li Shi
6000000074698517247,Q45377390,Guan Jingren
6000000074698613112,Q45377459,Guan Jingyuan
6000000074698645102,Q45377470,Guan Zhu
6000000074698647128,Q45377452,Guan Lu
6000000074698755408,Q45562125,Li Qu
6000000074698836945,Q45357159,Guan Qi
6000000074698882911,Q45377456,Guan Jingfen
6000000074698890926,Q45377462,Guan Xisheng
6000000074698910917,Q45365747,Guan Jinghui
6000000074698913019,Q45561805,Li Yi
6000000074698936872,Q45377469,Guan Xie
6000000074698960849,Q45377466,Guan Jingshan
6000000074698987250,Q45561489,Li Cong
6000000074699087194,Q45562187,Li ?
6000000074699120201,Q45561553,Li Zong
6000000074699131195,Q65803760,Li Shi
6000000074699136117,Q45361691,Li Xiaoxian
6000000074699158118,Q11096098,Li Xian
6000000074699162155,Q45542629,Li Yu
6000000074699276861,Q45357328,Li Zhi
6000000074699287996,Q45561678,Li Ping
6000000074699294048,Q45392819,Li Qin
6000000074699315063,Q45602475,Li Mou
6000000074699315067,Q45602538,Li Dang
6000000074699317105,Q45357396,Li Hanzhang
6000000074699354035,Q45553927,Li Mou
6000000074699360972,Q45576762,Li Yan
6000000074699376988,Q45561616,Li Xun
6000000074699382937,Q45392816,Li Sigong
6000000074699384927,Q45392831,Li Pan
6000000074699386971,Q45561997,Li Zhang
6000000074699410983,Q45603560,Li Fu
6000000074699460894,Q3237572,Li Sheng
6000000074699462923,Q45562439,Li Yin
6000000074699491861,Q45651325,Li Pi
6000000074699504882,Q45363562,Li You
6000000074699507871,Q45561742,Li Shu
6000000074699511888,Q45562061,Li Jin
6000000074699523847,Q45612760,Li Chu
6000000074699523856,Q45562375,Li Ji
6000000074699526868,Q45363564,Li Xianyong
6000000074699554875,Q45392830,Li Shiwen
6000000074699560848,Q45448080,Li Gao
6000000074699570821,Q45392826,Li Zhaoyi
6000000074699570876,Q45561935,Li Zhuo
6000000074699583864,Q45562312,Li Yu
6000000074699597833,Q45562249,Li Qiong
6000000074699600849,Q18118511,Li Ting
6000000074699610835,Q45553863,Li Xi
6000000074700392405,Q45377016,Liu Mengrong
6000000074700522180,Q45377009,Liu Guicong
6000000074700844933,Q45377006,Liu Guinian
6000000074700873422,Q10897425,Liu Cen
6000000074700925175,Q45383513,Liu Wu
6000000074700925190,Q45383569,Liu Song
6000000074700947308,Q45361929,Liu Qiao
6000000074700990853,Q45377012,Liu Guixi
6000000074701003519,Q45358317,Meng Chong
6000000074701048150,Q45383565,Liu Rong
6000000074701240386,Q45396429,Ma Zhongxuan
6000000074701265986,Q45361910,Liu Anzheng
6000000074701287960,Q45426371,Liu Xiangzhi
6000000074701373956,Q45426331,Liu Jiazhi
6000000074701412864,Q45361922,Liu Qianzhi
6000000074701476144,Q45396432,Ma Zhongmou
6000000074701553221,Q45537891,Ma Cheng
6000000074701727950,Q45360335,Ma Sheng
6000000074701804941,Q45396023,Ma Fu
6000000074701810936,Q45358272,Ma Zhongfu
6000000074701864892,Q45396026,Ma Tao
6000000074701886886,Q45396029,Ma Ze
6000000074701892888,Q45358263,Ma Zhen
6000000074701924842,Q45358286,Ma Shao
6000000074702403527,Q45358849,Song Hui
6000000074702511805,Q45378732,Cheng Zhao
6000000074702613979,Q45364015,Pu Shi
6000000074702682749,Q45397723,Sima Zhi
6000000074702876632,Q45391520,Su Gao
6000000074702876637,Q45414145,Su Gui
6000000074703140507,Q45358677,Su Fu
6000000074703140513,Q45391524,Su Wei
6000000074703201346,Q45414148,Su Xi
6000000074703221234,Q45414139,Su Youlong
6000000074703251389,Q45391338,Su Kui
6000000074703294246,Q45391366,Su Fan
6000000074703298677,Q45426135,Cai Xiang
6000000074703455228,Q45391345,Su Ge
6000000074703472065,Q45397720,Sima Tongguo
6000000074703504281,Q45424883,Song Tun
6000000074703518098,Q45362449,Su Song
6000000074703563016,Q45362433,Su Buqi
6000000074703564052,Q45362415,Su Xian
6000000074703568343,Q45375988,Song Gao
6000000074703604053,Q65903063,Su Yu
6000000074703618306,Q45389176,Song Ju
6000000074703622009,Q45391373,Su E
6000000074703626178,Q45398704,Sun Zhe
6000000074703627034,Q45391516,Su Hu
6000000074703636989,Q65903071,Su Gao
6000000074703668938,Q45391513,Su Jin
6000000074703686976,Q45391529,Su Weiyan
6000000074703694003,Q45414153,Su Shidao
6000000074703697037,Q45414149,Su Zuyun
6000000074703703623,Q45365224,Zeng Xu
6000000074703721018,Q10125565,Sun Bian
6000000074703731913,Q45707676,Su Zhao
6000000074703739909,Q45358685,Su Ye
6000000074703750911,Q45414144,Su Zhen
6000000074703751975,Q45391342,Su Jiao
6000000074703762379,Q45373498,Cai Xin
6000000074703762462,Q45359203,Zeng Yi
6000000074703767009,Q45427407,Su Qianjun
6000000074703768860,Q45358647,Sima Jue
6000000074703770948,Q45424894,Su Bing
6000000074703791145,Q45375985,Song Guifu
6000000074703791907,Q45391377,Su Lin
6000000074703812899,Q45414164,Su Yi
6000000074703814937,Q45414160,Su Chongde
6000000074703841879,Q45424937,Su Ji
6000000074703842912,Q45427364,Su Qianqiu
6000000074703844875,Q45414156,Su Zhishan
6000000074703846896,Q45427278,Su Qianzhi
6000000074703858389,Q24832476,Zeng Zai
6000000074703861870,Q45425020,Su Qi
6000000074703866896,Q45414162,Su Tian
6000000074703871909,Q45364756,Su Shi
6000000074703880937,Q10127704,Sun Changqing
6000000074703898863,Q45364673,Su Shi
6000000074703900853,Q45391396,Su Ji
6000000074703906389,Q45400353,Zeng Jue
6000000074703908838,Q65903066,Su Zai
6000000074703911858,Q45424980,Su Yi
6000000074703919821,Q30086729,Su Boheng
6000000074703926858,Q45427322,Su Qianneng
6000000074703928850,Q45427234,Su Qiancheng
6000000074703975875,Q45397841,Sun A
6000000074704023917,Q45363518,Song Yin
6000000074704039192,Q45362660,Cai Qin
6000000074704047872,Q45398589,Sun Zhaoyuan
6000000074704064296,Q45394872,Zeng F
6000000074704101891,Q45389258,Song Minxiu
6000000074704175091,Q45365214,Cai Tianqiu
6000000074704175112,Q45362681,Cai Xiu
6000000074704175127,Q45428060,Cai Zhi
6000000074704182824,Q45389175,Song Shaogong
6000000074704214178,Q45359225,Zeng Shu
6000000074704240281,Q45427782,Wang Yizhi
6000000074704256823,Q45362597,Tang Zhiwen
6000000074704283124,Q45383412,Zeng Shiyao
6000000074704284993,Q45373491,Cai Zhi
6000000074704288153,Q45364082,Zeng Deyao
6000000074704308036,Q45383390,Zeng Mou
6000000074704308053,Q45400351,Zeng Ye
6000000074704319963,Q45426450,Cai Shao
6000000074704367905,Q45366568,Cai Mao
6000000074704393061,Q45400345,Zeng Xu
6000000074704424247,Q45363781,Wang Shi
6000000074704427946,Q45362674,Cai Zheng
6000000074704442889,Q45426407,Cai Xin
6000000074704442963,Q45364882,Zeng Jiyi
6000000074704476167,Q11091512,Zeng Zao
6000000074704491912,Q45359085,Cai Tianshen
6000000074704501912,Q45426573,Cai Cong
6000000074704503934,Q45373495,Cai Xiyan
6000000074704544970,Q45400340,Zeng Hao
6000000074704554836,Q45373320,Cai Reng
6000000074704569843,Q45362700,Cai Tianjing
6000000074704579835,Q45373487,Cai Jian
6000000074704580830,Q45359067,Cai Meng
6000000074704606961,Q45425146,Zeng Zhongliang
6000000074704610929,Q45364107,Zeng Shi
6000000074704649902,Q45364086,Zeng Decao
6000000074704649906,Q45364935,Zeng Shi
6000000074704654931,Q45400391,Zeng Wu
6000000074704682943,Q45425105,Zeng Lun
6000000074704682990,Q45427382,Zeng Lei
6000000074704694911,Q45425054,Zeng Shi
6000000074704709847,Q45380813,Zeng Huan
6000000074704726863,Q45400342,Zeng Tong
6000000074704729073,Q45363736,Wang Wenshu
6000000074704750787,Q1062909,Yang Su
6000000074704750798,Q19653904,Yang Jishan
6000000074704759393,Q45402050,Wang Shi
6000000074704769828,Q45383427,Zeng Jing
6000000074704880963,Q45389725,Wang Meng
6000000074704888959,Q45411362,Wang II
6000000074704891966,Q45359441,Wang Jue
6000000074704929821,Q65801313,Du Shi
6000000074704939912,Q45401607,Wang Tong
6000000074704961891,Q45402041,Wang Di
6000000074704977903,Q45389730,Wang Hang
6000000074705006847,Q45430321,Wang Shixi
6000000074705024102,Q45401737,Wang Xiang
6000000074705074024,Q45362897,Wang Hu
6000000074705095052,Q45401731,Wang Shen
6000000074705101045,Q45401734,Wang Juzheng
6000000074705102031,Q45362915,Wang Jiong
6000000074705116038,Q45401733,Wang Tingjian
6000000074705166598,Q45402705,Yang Wensheng
6000000074705219194,Q45359822,Wang Yue
6000000074705250430,Q45507291,Yang Jiusi
6000000074705290923,Q45402031,Wang Bian
6000000074705305884,Q45359600,Wang Ping
6000000074705317878,Q45401739,Wang Wen
6000000074705345398,Q45503541,Yang Mou
6000000074705361477,Q11541049,Yang Wenyi
6000000074705371494,Q8048404,Yang Hongwu
6000000074705383855,Q45362969,Wang Hui
6000000074705415821,Q45401743,Wang Jia
6000000074705461423,Q15905448,Yang Jian
6000000074705472336,Q45501489,Yang Wuling
6000000074705519135,Q45427896,Wu Qilao
6000000074705537445,Q45507227,Yang Zhili
6000000074705589245,Q15910881,Yang Xuan
6000000074705640306,Q45507354,Yang Ruquan
6000000074705643293,Q45501233,Yang Chongben
6000000074705648192,Q11541089,Yang Fu
6000000074705682280,Q45511224,Yang Xiaoyi
6000000074705692211,Q45503737,Yang Anren
6000000074705706180,Q45502320,Yang Yuanheng
6000000074705735117,Q45507418,Yang Siqi
6000000074705787108,Q45509637,Yang Hongye
6000000074705833003,Q45502514,Yang Yuanyi
6000000074705834152,Q45497515,Yang Deli
6000000074705853020,Q45502449,Yang Yuanxi
6000000074705877058,Q26208975,Yang Yue
6000000074705877082,Q45509702,Yang Xiaoyan
6000000074705890824,Q45427852,Wu Zhuoyou
6000000074705964994,Q45502382,Yang Yuanyu
6000000074706019979,Q45503026,Yang Weiyou
6000000074706026933,Q24839066,Yang Xuanjiang
6000000074706030918,Q45502900,Yang Chuyi
6000000074706037951,Q10341764,Yang Hongli
6000000074706078906,Q45438038,Yang Zhongmin
6000000074706080955,Q45503414,Yang Chuxiang
6000000074706081896,Q11102011,Yang Yue
6000000074706085018,Q45511158,Yang Honglan
6000000074706088955,Q45503350,Yang Baolin
6000000074706097966,Q45509954,Yang Zhan
6000000074706097971,Q45510019,Yang Chengqi
6000000074706121877,Q45502769,Yang Fang
6000000074706128929,Q45503478,Yang Mou
6000000074706130908,Q15904558,Yang Kuan
6000000074706130920,Q45509826,Yang Jin
6000000074706138889,Q45502130,Yang Shen
6000000074706161848,Q45502578,Yang Yuanxian
6000000074706161860,Q45501552,Yang Youlie
6000000074706161902,Q45509891,Yang Mou
6000000074706166887,Q45509574,Yang Xiaozhan
6000000074706179917,Q45507482,Yang Qianxun
6000000074706186840,Q45501424,Yang Mou
6000000074706189848,Q45501359,Yang Mou
6000000074706190870,Q45502256,Yang Hongwen
6000000074706195846,Q45502963,Yang Baoying
6000000074706210836,Q45502705,Yang Mou
6000000074706222821,Q45502836,Yang Wenxiu
6000000074706226847,Q45511287,Yang Hongzhou
6000000074706251821,Q15907871,Yang Wenji
6000000074709108277,Q45427043,Zheng Jingxian
6000000074709224098,Q45427084,Zheng Jingwen
6000000074709618906,Q45380603,Zheng Yuanji
6000000074709834821,Q45427000,Zheng Mo
6000000074711095386,Q65903036,Li Bian
6000000074711095391,Q45645953,Li Mou
6000000074711450238,Q45649484,Li Bixie
6000000074711450243,Q45649542,Li Huaizong
6000000074711574142,Q45649959,Li Ziran
6000000074711601236,Q45649660,Li Suran
6000000074711664244,Q45649066,Li Mou
6000000074711688934,Q45364482,Zhu Shi
6000000074711693222,Q45644550,Li Mou
6000000074711720235,Q45647334,Li Mou
6000000074711754203,Q45647453,Li Shihe
6000000074711798229,Q45647512,Li Mou
6000000074711841256,Q45645533,Li Gonghong
6000000074711841260,Q45646315,Li Xiu
6000000074711853110,Q45647985,Li Sigong
6000000074711869083,Q26159795,Li Sheng
6000000074711869137,Q45647866,Li Boying
6000000074711900083,Q45424477,Li Yanzong
6000000074711926999,Q45365139,Li Wenyuan
6000000074711944185,Q45457549,Li Fangzhi
6000000074711949012,Q45419999,Li Jie
6000000074711955104,Q45556118,Li Ruochu
6000000074711973166,Q45647089,Li Mou
6000000074712004050,Q45646012,Li Mou
6000000074712010191,Q45649304,Li Huairou
6000000074712027036,Q45646435,Li Mou
6000000074712027041,Q45646972,Li Mou
6000000074712027084,Q45650077,Li Xuanyi
6000000074712038045,Q45644918,Li Bo
6000000074712079041,Q45646493,Li Mou
6000000074712083017,Q45519106,Li Hongjie
6000000074712087944,Q45419994,Li Xi
6000000074712091020,Q45647810,Li Bing
6000000074712109983,Q45644430,Li Mou
6000000074712135117,Q45648525,Li Chengyin
6000000074712145920,Q45644491,Li Mou
6000000074712157995,Q45647926,Li Ru
6000000074712169935,Q45646074,Li Jingxin
6000000074712178879,Q45427816,Li Shi
6000000074712210023,Q45649364,Li Zuwei
6000000074712230944,Q26159801,Li Zuan
6000000074712230958,Q45645832,Li Mou
6000000074712231940,Q45645411,Li Fenglin
6000000074712234882,Q45645592,Li Shibian
6000000074712239951,Q45645772,Li Bomao
6000000074712243992,Q45647395,Li Shixian
6000000074712243998,Q18906061,Li Sizhen
6000000074712267895,Q45644448,Li Gongting
6000000074712287925,Q45644369,Li Jian
6000000074712289921,Q45647632,Li Mozhi
6000000074712297986,Q45649600,Li Junyi
6000000074712302869,Q45426664,Li Dabian
6000000074712317938,Q10334669,Li Yi
6000000074712324955,Q45504640,Li Daoqian
6000000074712332860,Q45644857,Li Lian
6000000074712343905,Q45647751,Li Mou
6000000074712348827,Q45361775,Li Dazheng
6000000074712348917,Q45646374,Li Shen
6000000074712349859,Q45645713,Li Xiulin
6000000074712349896,Q45646912,Li Mou
6000000074712354196,Q45512473,Liu Yi
6000000074712354884,Q45646554,Li Mou
6000000074712360906,Q45648464,Li Zhirang
6000000074712366884,Q45649245,Li Xiaogong
6000000074712367885,Q45647031,Li Mou
6000000074712374855,Q45648104,Li Huan
6000000074712392848,Q26159846,Li Yi
6000000074712392902,Q45380463,Li Long
6000000074712397855,Q28412601,Li Zixiong
6000000074712403889,Q45648222,Li Mou
6000000074712411898,Q45648344,Li Daoxin
6000000074712415832,Q45646614,Li Shiheng
6000000074712417830,Q26159838,Li Gui
6000000074712419838,Q45645654,Li Wei
6000000074712425079,Q45511272,Liu Mou
6000000074712436879,Q45648163,Li Qufa
6000000074712437841,Q45419998,Li Ge
6000000074712438826,Q45645892,Li Mou
6000000074712442848,Q45556055,Li Mou
6000000074712455848,Q45648044,Li Tongheng
6000000074712467833,Q45646854,Li Mou
6000000074712469853,Q45648285,Li Qia
6000000074712473826,Q45424434,Li Mou
6000000074712473839,Q45649184,Li Mou
6000000074712495868,Q45649126,Li Yuancheng
6000000074712509837,Q45648403,Li Qizhuang
6000000074712522850,Q45649424,Li Sixing
6000000074712523091,Q45511650,Liu Ranming
6000000074712529072,Q45639834,Liu Ti
6000000074712556837,Q45650019,Li Mou
6000000074712562097,Q45511336,Liu Bi
6000000074712577088,Q45512159,Liu Zhige
6000000074712653025,Q45508224,Liu Kui
6000000074712657087,Q45512348,Liu Jing
6000000074712686990,Q45508161,Liu Mang
6000000074712702051,Q45511968,Liu Cunye
6000000074712718046,Q45508288,Liu Cheng
6000000074712733072,Q45511398,Liu Que
6000000074712749954,Q45507593,Liu Xu
6000000074712756038,Q45511841,Liu Yingzhi
6000000074712788982,Q45512094,Liu Tingzhi
6000000074712792937,Q45511905,Liu Mou
6000000074712798007,Q45510761,Liu Mou
6000000074712832987,Q45512284,Liu Shi
6000000074712833977,Q30942074,Liu Dun
6000000074712880841,Q26159787,Li Jin
6000000074712882985,Q45507781,Liu Mou
6000000074712903961,Q45511142,Liu Weiming
6000000074712904947,Q45487113,Liu Chu
6000000074712913987,Q45512852,Liu Daiqia
6000000074712914949,Q45512031,Liu Qi
6000000074712958934,Q45510951,Liu Hui
6000000074713049942,Q45511777,Liu Baolong
6000000074713078885,Q45511461,Liu Mou
6000000074713097838,Q45507718,Liu Yin
6000000074713101849,Q45510571,Liu Dayin
6000000074713129844,Q45639895,Liu Chongyue
6000000074713131844,Q45511017,Liu Cainian
6000000074713138867,Q45511080,Liu Jianzhi
6000000074713141843,Q45511208,Liu Ciming
6000000074713154830,Q45510696,Liu Hongjian
6000000074713163839,Q45510826,Liu Mou
6000000074713172861,Q45512412,Liu Xuan
6000000074713191821,Q45510888,Liu Mou
6000000074713208830,Q45512221,Liu Gen
6000000074713230821,Q45511714,Liu Ezhi
6000000074713251832,Q45512789,Liu Jian
6000000074714396339,Q11534623,Liu Xiongliang
6000000074714632129,Q45601027,Lu Jingzhi
6000000074715058981,Q45600896,Lu Mou
6000000074715136902,Q45600960,Lu Ceng
6000000074715315842,Q15895964,Lu Jianzhi
6000000074715354834,Q45600833,Lu Yanyuan
6000000074715370821,Q45508581,Lu Shanren
6000000074715428836,Q45512979,Liu Yansi
6000000074715524028,Q45513489,Liu Mou
6000000074715708871,Q45513552,Liu Mou
6000000074715874871,Q45528760,Liu Yue
6000000074716122093,Q45467596,Cui Bao
6000000074716123968,Q45421907,Cui Xuanbi
6000000074716129198,Q45464313,Cui Xingxian
6000000074716129226,Q45496482,Cui Zhai
6000000074716144148,Q45462016,Cui Xinggu
6000000074716153057,Q45483547,Cui Bao
6000000074716157136,Q45463049,Cui Zhuo
6000000074716157165,Q45477002,Cui Min
6000000074716161079,Q45461450,Cui Mou
6000000074716161156,Q45466008,Cui Yi
6000000074716161185,Q45467979,Cui Shilu
6000000074716163190,Q65803830,Cui Shi
6000000074716169177,Q45421914,Cui Chui
6000000074716170194,Q45568246,Cui Gui
6000000074716170204,Q45461254,Cui Hongmo
6000000074716170216,Q45461640,Cui Shiben
6000000074716170225,Q45463994,Cui Fu
6000000074716177165,Q45621470,Cui Qian
6000000074716177215,Q45466826,Cui Yan
6000000074716184135,Q45461953,Cui E
6000000074716184237,Q45682486,Cui Kan
6000000074716184281,Q45536702,Du Xiaoyi
6000000074716187124,Q45463113,Cui Renying
6000000074716187196,Q45453254,Cui Gong
6000000074716194175,Q45465509,Cui Shou
6000000074716194186,Q45460317,Cui Zhi
6000000074716215120,Q45463800,Cui Quan
6000000074716220003,Q45421909,Cui Daoyu
6000000074716220102,Q45465884,Cui Xingwen
6000000074716225111,Q45490811,Cui Yue
6000000074716227181,Q45421933,Cui Yao
6000000074716240135,Q45567541,Cui Yu
6000000074716241958,Q45465572,Cui Zhide
6000000074716247139,Q45463484,Cui Lu
6000000074716247146,Q45461389,Cui Daomo
6000000074716252144,Q45461827,Cui Yin
6000000074716252262,Q5192708,Cui Yanzhao
6000000074716254257,Q45605046,Cui Tongjing
6000000074716260150,Q45463865,Cui Yi
6000000074716274148,Q45439669,Cui Yihe
6000000074716274196,Q45465946,Cui Yan
6000000074716282082,Q45439856,Cui Li
6000000074716286212,Q45461513,Cui Kuan
6000000074716291293,Q45536767,Du Mou
6000000074716293023,Q45463175,Cui Xuan
6000000074716316196,Q45462141,Cui Jian
6000000074716316209,Q45523675,Cui Fang
6000000074716316276,Q45460253,Cui Xi
6000000074716320170,Q45421931,Cui Yanrong
6000000074716320178,Q45463424,Cui Qi
6000000074716376111,Q45439794,Cui Li
6000000074716376163,Q45557842,Cui Mou
6000000074716530007,Q45462988,Cui Zan
6000000074716530049,Q45467401,Cui Guang
6000000074716562069,Q45525000,Cui Min
6000000074716596153,Q45672794,Cui Yong
6000000074716607014,Q45463930,Cui Dun
6000000074716613096,Q45463300,Cui Chen
6000000074716614121,Q45462802,Cui Qiu
6000000074716654065,Q45461326,Cui Dun
6000000074716654140,Q45600005,Cui Zhi
6000000074716719488,Q45413491,Wu Shie
6000000074716723077,Q45464119,Cui Yizhe
6000000074716750086,Q18909555,Cui Cui
6000000074716756275,Q45466135,Cui Qi
6000000074716770043,Q45604982,Cui Tongying
6000000074716784057,Q45463547,Cui Qiao
6000000074716784181,Q45466765,Cui Lin
6000000074716804063,Q45464437,Cui Chang
6000000074716819076,Q45421906,Cui Dazhi
6000000074716825071,Q45466070,Cui Sui
6000000074716828144,Q45467787,Cui Xingjian
6000000074716830973,Q45523485,Cui Zimei
6000000074716842118,Q45465252,Cui Geng
6000000074716842297,Q45431569,Wang Wen
6000000074716851113,Q45460818,Cui Chong
6000000074716851290,Q45536895,Du Weishen
6000000074716862118,Q45619200,Cui Cheng
6000000074716863115,Q45527421,Cui Lulu
6000000074716863227,Q45383422,Wang Yun
6000000074716891117,Q45466702,Cui Tan
6000000074716891124,Q15891944,Cui Jue
6000000074716907961,Q45599382,Cui Jiao
6000000074716908000,Q45464057,Cui Wen
6000000074716910018,Q45523548,Cui Xu
6000000074716910062,Q45464812,Cui Yan
6000000074716917975,Q45421919,Cui Bin
6000000074716931971,Q45462519,Cui Yu
6000000074716938101,Q45453318,Cui Ji
6000000074716942033,Q45599318,Cui Pu
6000000074716942068,Q45465380,Cui Xie
6000000074716942075,Q45604011,Cui Can
6000000074716945049,Q45621343,Cui Xiangye
6000000074716957944,Q45421912,Cui Jie
6000000074716964964,Q45421929,Cui Heng
6000000074716966034,Q45468043,Cui Xingji
6000000074716969070,Q45466578,Cui Hu
6000000074716970079,Q45460566,Cui Yanhui
6000000074716983020,Q45527358,Cui Zhaojiu
6000000074716983131,Q45536574,Du Jingzhong
6000000074716983927,Q45421910,Cui Zong
6000000074716986016,Q10271321,Cui Xian
6000000074716987926,Q45462204,Cui Yanchao
6000000074716987999,Q45464749,Cui Xiang
6000000074716995904,Q45462583,Cui Yijin
6000000074716996084,Q45524101,Du Jinggong
6000000074716996967,Q45462925,Cui Han
6000000074717000056,Q45465637,Cui Xuanji
6000000074717000085,Q45466324,Cui Jiang
6000000074717001068,Q45464686,Cui Gun
6000000074717001110,Q45527041,Cui Bing
6000000074717002990,Q45464561,Cui Daoyou
6000000074717003074,Q45466513,Cui Han
6000000074717005953,Q45464499,Cui Wu
6000000074717013022,Q45467273,Cui Wei
6000000074717013905,Q45421918,Cui Guan
6000000074717013947,Q45483420,Cui Zhe
6000000074717018036,Q45466385,Cui Yan
6000000074717021974,Q45527293,Cui Zhuyi
6000000074717028946,Q11054091,Cui Yan
6000000074717031923,Q45464623,Cui Ying
6000000074717033936,Q45461703,Cui Jichang
6000000074717033958,Q45465697,Cui Xunli
6000000074717039938,Q45461007,Cui Jian
6000000074717039978,Q45467208,Cui Yong
6000000074717043947,Q45421915,Cui Feng
6000000074717044047,Q45467143,Cui You
6000000074717046966,Q45464376,Cui Wei
6000000074717051969,Q45452838,Cui Hui
6000000074717062987,Q45465128,Cui Xiang
6000000074717068902,Q45463237,Cui Renyu
6000000074717068935,Q45465315,Cui Meng
6000000074717070325,Q45390712,Wu Fan
6000000074717075934,Q45465445,Cui Te
6000000074717076961,Q5192676,Cui Dan
6000000074717077015,Q45577464,Cui Ji
6000000074717080948,Q45465063,Cui Jian
6000000074717084375,Q45413493,Wu Shimi
6000000074717087870,Q45421903,Cui Gonghua
6000000074717087985,Q45621531,Cui Gan
6000000074717089895,Q45463737,Cui Daozhen
6000000074717089977,Q45467080,Cui Li
6000000074717092872,Q45461890,Cui Cheng
6000000074717100915,Q45447360,Cui Zhong
6000000074717100963,Q45466261,Cui Peng
6000000074717103936,Q45682518,Cui Xun
6000000074717115980,Q45467851,Cui Gang
6000000074717121948,Q45464245,Cui Ao
6000000074717126895,Q45527232,Cui Jianniang
6000000074717131188,Q45413461,Wu Bao
6000000074717137845,Q45462863,Cui Xun
6000000074717137937,Q45467467,Cui Wei
6000000074717138885,Q45460944,Cui Shen
6000000074717142936,Q45466890,Cui Lu
6000000074717147986,Q45451080,Cui Pang
6000000074717148095,Q45536960,Du Xiaojiang
6000000074717179823,Q45463362,Cui Pei
6000000074717181889,Q45463610,Cui Zhou
6000000074717186950,Q45467529,Cui Can
6000000074717188914,Q45461131,Cui Xi
6000000074717189940,Q45536832,Du Mou
6000000074717192881,Q45453192,Cui Shao
6000000074717193885,Q45465189,Cui Wen
6000000074717194855,Q45462078,Cui Lian
6000000074717194884,Q45465000,Cui Yi
6000000074717200826,Q45421920,Cui Shan
6000000074717203883,Q45527485,Cui Panglao
6000000074717204858,Q45654319,Cui Pi
6000000074717205872,Q45527168,Cui Mingniang
6000000074717206845,Q65803923,Cui Shi
6000000074717208823,Q45421934,Cui Jin
6000000074717211840,Q45461576,Cui Yue
6000000074717220885,Q45604919,Cui Tongyou
6000000074717224983,Q45537026,Du Xiaoyan
6000000074717228825,Q45463674,Cui Feng
6000000074717229884,Q45634861,Cui Xuanlan
6000000074717230825,Q45483356,Cui Xiu
6000000074717236849,Q45453068,Cui Menlao
6000000074717236853,Q45620223,Cui Zhen
6000000074717237823,Q45464183,Cui Yijian
6000000074717239843,Q45444422,Cui Zhidao
6000000074717239867,Q45452707,Cui Yi
6000000074717240887,Q45621408,Cui Chao
6000000074717243864,Q45460754,Cui Yan
6000000074717246845,Q45466641,Cui Yong
6000000074717249914,Q45460377,Cui Qi
6000000074717254821,Q45464937,Cui Yan
6000000074717261853,Q45461193,Cui Can
6000000074717262902,Q45486349,Cui Wang
6000000074717270842,Q45452583,Cui Jian
6000000074717271866,Q45452646,Cui Jian
6000000074717272825,Q45526911,Cui Li
6000000074717272858,Q45467014,Cui Yuanzao
6000000074717276823,Q45637581,Cui Zhao
6000000074717277821,Q45577490,Cui Hun
6000000074717279846,Q45447234,Cui Yanqiu
6000000074717284841,Q45460126,Cui Mian
6000000074717284851,Q45465823,Cui Xuantai
6000000074717289940,Q45536639,Du Zheng
6000000074717294933,Q45537089,Du Yuanyan
