qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q337400,Q12308941,Ludger,Ludger,ルートガー,路德格,,لودغر,לודגר,Людгер / Лудгер,Ludger,Ludger,Ludger,Ludger,Ludger,Ludger,Ludger,Ludger,Ludger,Ludger,Ludger
Q341608,Q101352,,Čolak,,,,,,,Čolak,Čolak,Čolak,Čolak,Čolak,Čolak,,,Čolak,,
Q341736,Q101352,Čáp,Čáp,,卡普,,,,Чап,Čáp,Čáp,Čáp,Čáp,Čáp,Čáp,Čáp,Čáp,Čáp,Čáp,Čáp
Q347592,Q101352,Остапенко,Ostapenko,オスタペンコ,,,,,,Ostapenko,Ostapenko,Ostapenko,Ostapenko,Ostapenko,Ostapenko,Ostapenko,Ostapenko,Ostapenko,Ostapenko,Ostapienko
Q348680,Q11879590,Irmgard,Irmgard,イルムガルト,伊姆加德,이름가르트,إيرمغارد,אירמגרד,Ирмгард,Irmgard,Irmgard,Irmgard,Irmgard,Irmgard,Irmgard,Irmgard,Irmgard,Irmgard,Irmgard,Irmgard
Q351608,Q101352,Adamik,Adamik,,,,,,,Adamik,Adamik,Adamik,Adamik,Adamik,Adamik,Adamik,Adamik,Adamik,Adamik,Adamik
Q353576,Q101352,Murdock,Murdock,マードック,默多克,,موردوك,מרדוק,Мёрдок,Murdock,Murdock,Murdock,Murdock,Murdock,Murdock,Murdock,Murdock,Murdock,Murdock,Murdock
Q355848,Q11879590,Janina,Janina,ヤニナ,雅尼娜,,جانينا,ינינה,Янина,Janina,Janina,Janina,Janina,Janina,Janina,Janina,Janina,Janina,Janina,Janina
Q358152,Q101352,Мамонтов,Mamontov,マモントフ,,,,,Мамонтов,Mamontow,Mamontov,Mamontov,Mamontov,Mamontov,Mamontov,,,Mamontov,,
Q359432,Q101352,Kahl,Kahl,カール,卡尔,,كال,,Каль,Kahl,Kahl,Kahl,Kahl,Kahl,Kahl,Kahl,Kahl,Kahl,Kahl,Kahl
Q369816,Q101352,Thapa,Thapa,,,,ثابا,,Тхапа,Thapa,Thapa,Thapa,Thapa,Thapa,Thapa,,,Thapa,,Thapa
Q387640,Q101352,Бородин,Borodin,ボロディン,鮑羅廷,,بورودين,בורודין,,Borodin,Borodine,Borodin,Borodin,Borodin,Borodin,,,Borodin,,Borodin
Q388968,Q12308941,,Şerif,,塞里夫,,,,,Şerif,Şerif,Şerif,Şerif,Şerif,Şerif,Şerif,Şerif,Şerif,Şerif,Şerif
Q389528,Q11879590,Irene,Irene,イレーネ,艾琳,아이린,إيرين,אירנה,Ирен / Ирене / Айрин,Irene,Irene,Irene,Irene,Irene,Irene,Irene,Irene,Irene,Irene,Irene
Q393240,Q101352,,Żygulski,,,,,,,Żygulski,Żygulski,Żygulski,Żygulski,Żygulski,Żygulski,Żygulski,Żygulski,Żygulski,Żygulski,Żygulski
Q399592,Q101352,Agyemang,Agyemang,,阿格耶曼,,أجييمانغ,,,Agyemang,Agyemang,Agyemang,Agyemang,Agyemang,Agyemang,Agyemang,Agyemang,Agyemang,Agyemang,Agyemang
Q405000,Q11879590,Aila,Aila,,,,آيلا (اسم),,Айла,Aila,Aila,Aila,Aila,Aila,Aila,Aila,Aila,Aila,Aila,Aila
Q410184,Q11879590,Aistė,Aistė,,,,,אייסטה,,Aistė,Aistė,Aistė,Aistė,Aistė,Aistė,Aistė,Aistė,Aistė,Aistė,Aistė
Q418008,Q12308941,Akif,Akif,アーキフ,阿基夫,,عاكف,,Акиф,Akif,Akif,Akif,Akif,Akif,Akif,Akif,Akif,Akif,Akif,Akif
Q428024,Q101352,Klein,Klein,クライン,克莱因,,كلاين,קליין,Кляйн,Klein,Klein,Klein,Klein,Klein,Klein,Klein,Klein,Klein,Klein,Klein
Q428664,Q101352,西園寺,Saionji,西園寺,西園寺,,,סיונג'י,,Saionji,Saionji,Saionji,Saionji,Saionji,Saionji,,,Saionji,,
Q450440,Q101352,Karpinski,Karpinski,カルピンスキ,,,,,Карпинский,Karpinski,Karpinski,Karpinski,Karpinski,Karpinski,Karpinski,Karpinski,,Karpinski,Karpinski,Karpinski
Q453544,Q11879590,Amana,Amana,,,,أمانة,,Амана (Amana),Amana,Amana,Amana,Amana,Amana,Amana,Amana,Amana,Amana,Amana,Amana
Q456808,Q11879590,Amber,Amber,アンバー,安柏,,أمبير,אמבר,Эмбер,Amber,Amber,Ámbar,Amber,Amber,Amber,Amber,Amber,,Amber,
Q474904,Q101352,Hertling,Hertling,,,,,,,Hertling,Hertling,Hertling,Hertling,Hertling,Hertling,Hertling,Hertling,Hertling,Hertling,Hertling
Q477560,Q11879590,Amrei,Amrei,,,,,,,Amrei,Amrei,Amrei,Amrei,Amrei,Amrei,Amrei,Amrei,Amrei,Amrei,Amrei
Q487496,Q12308941,Sievert,Sievert,,,,,,,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert
Q512920,Q11879590,Edina,Edina,エディナ,,,,,,Edina,Edina,Edina,Edina,Edina,Edina,Edina,Edina,Edina,Edina,Edina
Q517080,Q11879590,Agnella,Agnella,,,,,,,Agnella,,,,,,,,,,
Q525016,Q101352,,Allom,,,,اللوم,,,Allom,Allom,Allom,Allom,Allom,Allom,Allom,Allom,Allom,Allom,Allom
Q539304,Q101352,Symons,Symons,サイモンズ,西蒙斯,,سيمونز,,Саймонс,Symons,Symons,Symons,Symons,Symons,Symons,Symons,Symons,Symons,Symons,Symons
Q548056,Q11879590,Jusztina,Jusztina,ユスティナ,尤什蒂娜,,,יוסטינה,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina,Jusztina
Q554888,Q11879590,,Ajándék,,,,,,,Ajándék,Ajándék,Ajándék,Ajándék,Ajándék,Ajándék,Ajándék,Ajándék,Ajándék,Ajándék,Ajándék
Q564776,Q11879590,Anne-Kathrin,Anne-Kathrin,,,,,,,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin,Anne-Kathrin
Q567240,Q3409032,Anno,Anno,アンノ,安诺,,,אנו,Анно,Anno,Anno,Anno,Anno,Anno,Anno,Anno,Anno,Anno,Anno,Anno
Q568872,Q101352,Palmer,Palmer,パーマー,帕尔默,,بالمر,,Палмер,Palmer,Palmer,Palmer,Palmer,Palmer,Palmer,Palmer,Palmer,Palmer,Palmer,Palmer
Q570696,Q12308941,Tarkan,Tarkan,,塔坎,,,טרקאן,Тархан,Tarkan,Tarkan,Tarkan,Tarkan,Tarkan,Tarkan,Tarkan,Tarkan,Tarkan,Tarkan,Tarkan
Q573960,Q101352,Brolin,Brolin,,布洛林,,برولين,ברולין,Брулин,Brolin,Brolin,Brolin,Brolin,Brolin,Brolin,Brolin,Brolin,Brolin,Brolin,Brolin
Q575896,Q12308941,Aldric,Aldric,アルドリック,,,,,,Aldric,Aldric,Aldric,Aldric,Aldric,Aldric,Aldric,Aldric,Aldric,Aldric,Aldric
Q577032,Q11879590,Eunika,Eunika,ユニカ,,,,,,Eunika,Eunika,Eunika,Eunika,Eunika,Eunika,Eunika,Eunika,Eunika,Eunice,Eunika
Q600552,Q12308941,Radomir,Radomir,ラドミル,,,رادومير,רדומיר,Радомир,Radomir,Radomir,Radomir,Radomir,Radomir,Radomir,Radomir,Radomir,Radomir,Radomir,Radomir
Q602968,Q12308941,Zenon,Zenon,ゼノン,,,,זנון,Зенон,Zenon,Zenon,Zenon,Zenon,Zenon,Zenon,Zenon,Zenon,Zenon,Zenon,Zenon
Q615592,Q12308941,,Kazuma,かずま,,가즈마,,,,Kazuma,Kazuma,Kazuma,Kazuma,Kazuma,Kazuma,Kazuma,Kazuma,Kazuma,Kazuma,Kazuma
Q615672,Q101352,Panafieu,Panafieu,,,,,,,Panafieu,Panafieu,Panafieu,Panafieu,Panafieu,Panafieu,Panafieu,Panafieu,Panafieu,Panafieu,Panafieu
Q617272,Q11879590,,Josefa,ホセファ,何塞法/约瑟法,,,ג'וספה,Хосефа / Жозефа / Йозефа,Josefa,Josefa,Josefa,Josefa,Josefa,Josefa,Josefa,Josefa,Josefa,Josefa,Josefa
Q617704,Q101352,Aparecido,Aparecido,アパレシード,阿帕雷西多,,,,,Aparecido,Aparecido,Aparecido,Aparecido,Aparecido,Aparecido,Aparecido,Aparecido,Aparecido,Aparecido,Aparecido
Q617976,Q12308941,Barnaba,Barnaba,,巴纳巴斯,,,ברנבא,Варнава,Barnaba,Barnaba,Barnaba,Barnaba,Barnaba,Barnaba,Barnaba,Barnaba,,Barnaba,
Q630328,Q12308941,Kasjusz,Kasjusz,,,,,,,Kasjusz,Kasjusz,Kasjusz,Kasjusz,Kasjusz,Kasjusz,Kasjusz,Kasjusz,Kasjusz,Kasjusz,Kasjusz
Q632104,Q3409032,Marie,Marie,マリー,Marie,,ماري,מארי,Мэри / Мари / Мария,Marie,Marie,Marie,Marie,Marie,Marie,Marie,Marie,Marie,Marie,Marie
Q632264,Q11879590,Olivia,Olivia,オリビア,奧利維亞,올리비아,أوليفيا,אוליביה,Оливия,Olivia,Olivia,Olivia,Olivia,Olivia,Olivia,Olivia,Olivia,Olivia,Olivia,Olivia
Q634520,Q101352,Pollak,Pollak,ポラック,波拉克,,بولك,,,Pollak,Pollak,Pollak,Pollak,Pollak,Pollak,Pollak,Pollak,Pollak,Pollak,Pollak
Q643816,Q12308941,Arfst,Arfst,,,Arfst,,,,Arfst,Arfst,Arfst,Arfst,Arfst,Arfst,Arfst,Arfst,Arfst,Arfst,Arfst
Q645064,Q101352,Hauff,Hauff,ハウフ,豪夫,,,האוף,Гауф,Hauff,Hauff,Hauff,Hauff,Hauff,Hauff,Hauff,Hauff,Hauff,Hauff,Hauff
Q645672,Q12308941,Ingmar,Ingmar,,,,,אינגמר,Ингмар,Ingmar,Ingmar,Ingmar,Ingmar,Ingmar,Ingmar,Ingmar,Ingmar,Ingmar,Ingmar,Ingmar
Q646312,Q11879590,Evi,Evi,,艾薇,,,,Эви,Evi,Evi,Evi,Evi,Evi,Evi,Evi,Evi,Evi,Evi,Evi
Q646616,Q11879590,Jarmila,Jarmila,ヤルミラ,雅米拉,,,ירמילה,Ярмила,Jarmila,Jarmila,Jarmila,Jarmila,Jarmila,Jarmila,Jarmila,Jarmila,Jarmila,Jarmila,Jarmila
Q654168,Q3409032,Aria,Aria,アリア,阿瑞儿,,اريا,,Ария,Aria,Aria,Aria,Aria,Aria,Aria,Aria,Aria,Aria,Aria,Aria
Q656520,Q12308941,,Nepomuceno,,尼波穆塞诺,,,נפומוסנו,,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno,Nepomuceno
Q661512,Q101352,Arimori,Arimori,有森,,,,,,Arimori,Arimori,Arimori,Arimori,Arimori,Arimori,Arimori,Arimori,Arimori,Arimori,Arimori
Q669368,Q101352,Gould,Gould,グールド,古尔德,굴드,غولد,,Гулд,Gould,Gould,Gould,Gould,Gould,Gould,Gould,Gould,Gould,Gould,Gould
Q674360,Q12308941,Кирилл,Kirill,キリル,基里尔,,كيريل,קירילוס,Кирилл,Kirill,Kirill,Kiril,Қ,Kyrill,,Kirill,Kirill,Kirill,Kirill,
Q676984,Q12308941,Armanas,Armanas,,,,,,,Armanas,Armanas,Armanas,Armanas,Armanas,Armanas,Armanas,Armanas,Armanas,Armanas,Armanas
Q688520,Q202444,Arminia,Arminia,アルミニア,片鳃属,,,,,Arminia,Arminia,Arminia,Arminia,Arminia,Arminia,Arminia,Arminia,Arminia,Arminia,Arminia
Q689640,Q202444,,Amenirdis,,,,,,,,Amenirdis,,,,,,,,,
Q690984,Q101352,,Arnarsdóttir,,,,,,,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir,Arnarsdóttir
Q698552,Q11879590,,Anaisz,,,,,,,Anaisz,Anaisz,,,,,,,,,
Q705016,Q101352,申,Shen,申,申,선,,,Син,Shēn,Shēn,Shēn,Shēn,Shēn,Shēn,,,Shēn,,
Q714680,Q12308941,Horacy,Horacy,,,,,הורצי,,Horacy,Horacy,Horacy,Horacy,Horacy,Horacy,Horacy,Horacy,Horacy,Horacy,Horacy
Q715080,Q11879590,Evangelina,Evangelina,エヴァンジェリーナ,,,إيفانجيلينا,,Евангелина,Evangelina,Evangelina,Evangelina,Evangelina,Evangelina,Evangelina,Evangelina,Evangelina,Evangelina,Evangelina,Evangelina
Q718600,Q101352,金,Jin,金,金,진,كيم,ג'ין,Цзинь,Jin,Jin,Jin,Kim,Jin,Jin,Jin,Kim,Jin,Jin,Jin
Q718984,Q11879590,,Arzu,,阿祖,,,,Арзу,Arzu,Arzu,Arzu,Arzu,Arzu,Arzu,Arzu,Arzu,Arzu,Arzu,Arzu
Q724984,Q101352,Ashcraft,Ashcraft,アッシュクラフト,,,,,,Ashcraft,Ashcraft,Ashcraft,Ashcraft,Ashcraft,Ashcraft,Ashcraft,Ashcraft,Ashcraft,Ashcraft,Ashcraft
Q728200,Q12308941,Jean-Jacques,Jean-Jacques,ジャン＝ジャック,让-雅克,장자크,جان جاك,ז'אן-ז'אק,Жан-Жак,Jean-Jacques,Jean-Jacques,,,Jean-Jacques,,,,,,
Q737848,Q11879590,Berenice,Berenice,ベレニケ,贝伦尼斯,,,ברניקי,Береника,Berenice,Berenice,Berenice,Berenice,Berenice,Berenice,Berenice,Berenice,,Berenice,
Q746456,Q3409032,Nika,Nika,ニカ,Nika,,,ניקה,Ника,Nika,Nika,Nika,Nika,Nika,Nika,Nika,Nika,Nika,Nika,Nika
Q764600,Q101352,Favre,Favre,ファーヴル,法夫尔,,فافر,,Фавр,Favre,Favre,Favre,Favre,Favre,Favre,Favre,Favre,Favre,Favre,Favre
Q768600,Q11879590,Androméda,Androméda,,,,,,,Androméda,,,,,,,,,,
Q769032,Q12308941,Augusto,Augusto,アウグスト,奥古斯托,,أوغوستو,אוגוסטו,Аугусто / Аугусту,Augusto,Augusto,Augusto,Augusto,Augusto,Augusto,Augusto,Augusto,Augusto,Augusto,Augusto
Q775464,Q11879590,Aurelija,Aurelija,,,,,,,Aurelija,Aurelija,Aurelija,Aurelija,Aurelija,Aurelija,Aurelija,Aurelija,Aurelija,Aurelija,Aurelija
Q778072,Q11879590,,Artemisz,,,,,,,Artemisz,Artemisz,Artemisz,Artemisz,Artemisz,Artemisz,Artemisz,,Artemisz,Artemisz,Artemisz
Q779224,Q12308941,Rajiv,Rajiv,ラジーヴ,拉吉夫,,راجيف,רג'יב,,Rajiv,Rajiv,Rajiv,Rajiv,Rajiv,Rajiv,Rajiv,Rajiv,Rajiv,Rajiv,Rajiv
Q780952,Q11879590,Atália,Atália,,,,,,,Atália,Atalia,Atália,Atália,Atália,Atália,Atália,Atália,Atália,Atalia,Atalia
Q782728,Q11879590,Avarka,Avarka,,,,,,,Avarka,Avarka,,,,,,,,,
Q785816,Q101352,Messinger,Messinger,メッシンジャー,梅辛杰,,,מסינגר,,Messinger,Messinger,Messinger,Messinger,Messinger,Messinger,Messinger,Messinger,Messinger,Messinger,Messinger
Q788872,Q12308941,,,,,,,,,,,,,,,,,,,
Q789496,Q12308941,,,,,,,,,,,,,,,,,,,
Q790280,Q101352,Avcı,Avcı,,,,عوجي,,Авджи,Avcı,Avcı,Avcı,Avcı,Avcı,Avcı,Avcı,Avcı,Avcı,Avcı,Avcı
Q791720,Q12308941,Awgust,Awgust,,,,,,Август,Awgust,Awgust,Awgust,Awgust,Awgust,Awgust,Awgust,Awgust,Awgust,Awgust,Awgust
Q792440,Q12308941,,,,,,,,,,,,,,,,,,,
Q793192,Q12308941,,,,,,,,,,,,,,,,,,,
Q793256,Q101352,Ayrer,Ayrer,,,,,,,Ayrer,Ayrer,Ayrer,Ayrer,Ayrer,Ayrer,Ayrer,Ayrer,Ayrer,Ayrer,Ayrer
Q798120,Q101352,Bachelet,Bachelet,バチェレ,,,باشليت,,Башле / Бачелет,Bachelet,Bachelet,Bachelet,Bachelet,Bachelet,Bachelet,Bachelet,Bachelet,Bachelet,Bachelet,Bachelet
Q803848,Q101352,,Baillot,,貝洛特,,,,,Baillot,Baillot,Baillot,Baillot,Baillot,Baillot,Baillot,Baillot,Baillot,Baillot,Baillot
Q804264,Q101352,Bakayoko,Bakayoko,,巴卡约科,,باكايوكو,,Бакайоко,Bakayoko,Bakayoko,Bakayoko,Bakayoko,Bakayoko,Bakayoko,Bakayoko,Bakayoko,Bakayoko,Bakayoko,Bakayoko
Q809576,Q101352,,Bartoň-Dobenín,,,,,,,Bartoň-Dobenín,,,,,,,,,,
Q811688,Q101352,Baur,Baur,バウア,巴尔,,باور,,Баур,Baur,Baur,Baur,Baur,Baur,Baur,Baur,Baur,Baur,Baur,Baur
Q812568,Q101352,Baynes,Baynes,ベインズ,贝恩斯,베인즈,بينس,ביינס,,Baynes,Baynes,Baynes,Baynes,Baynes,Baynes,Baynes,Baynes,Baynes,Baynes,Baynes
Q814088,Q101352,Beerbohm,Beerbohm,マックス・ビアボーム,,,بيربوم,,Бирбом,Beerbohm,Beerbohm,Beerbohm,Beerbohm,Beerbohm,Beerbohm,Beerbohm,Beerbohm,Beerbohm,Beerbohm,Beerbohm
Q816792,Q101352,Bendl,Bendl,ベンドル,,,,בנדל (שם משפחה),Бендль,Bendl,Bendl,Bendl,Bendl,Bendl,Bendl,Bendl,Bendl,Bendl,Bendl,Bendl
Q819880,Q101352,Bergius,Bergius,ベルギウス,,,بيرغيوس,ברגיוס,Бергиус,Bergius,Bergius,Bergius,Bergius,Bergius,Bergius,Bergius,Bergius,Bergius,Bergius,Bergius
Q830216,Q101352,Bessler,Bessler,,,,,בסלר,,Bessler,Bessler,Bessler,Bessler,Bessler,Bessler,Bessler,Bessler,Bessler,Bessler,Bessler
Q831160,Q101352,Betham,Betham,,,,,,,Betham,Betham,Betham,Betham,Betham,Betham,Betham,Betham,Betham,Betham,Betham
Q834072,Q12308941,Bolivár,Bolivár,,,,,,,Bolivár,Bolivár,Bolivár,Bolivár,Bolivár,Bolivár,Bolivár,Bolivár,Bolivár,Bolivár,Bolivár
Q851640,Q3409032,Beverley,Beverley,ビヴァリー,贝弗利,,بيفرلي,בוורלי,,Beverley,Beverley,Beverley,Beverley,Beverley,Beverley,Beverley,Beverley,Beverley,Beverley,Beverley
Q861752,Q101352,Bilger,Bilger,,比杰,,,,,Bilger,Bilger,Bilger,Bilger,Bilger,Bilger,Bilger,Bilger,Bilger,Bilger,Bilger
Q866696,Q101352,,Bissonette,ビルケルンド,,비저넷,,,,Bissonette,Bissonette,Bissonette,Bissonette,Bissonette,Bissonette,Bissonette,Bissonette,Bissonette,Bissonette,Bissonette
Q883256,Q11879590,Blaženka,Blaženka,,,,,,,Blaženka,Blaženka,Blaženka,Blaženka,Blaženka,Blaženka,Blaženka,Blaženka,Blaženka,Blaženka,Blaženka
Q886296,Q101352,Blumenthal,Blumenthal,ブルメンソール,布卢门撒尔,,بلومنتال,בלומנטל,Блюменталь,Blumenthal,Blumenthal,Blumenthal,Blumenthal,Blumenthal,Blumenthal,Blumenthal,Blumenthal,Blumenthal,Blumenthal,Blumenthal
Q889848,Q11879590,Bodil,Bodil,,博迪尔,,,בודיל,Бодиль,Bodil,Bodil,Bodil,Bodil,Bodil,Bodil,Bodil,Bodil,Bodil,Bodil,Bodil
Q891256,Q101352,Bolander,Bolander,,,,,,,Bolander,Bolander,Bolander,Bolander,Bolander,Bolander,Bolander,Bolander,Bolander,Bolander,Bolander
Q893368,Q101352,Borcharding,Borcharding,,,,,,,Borcharding,Borcharding,Borcharding,Borcharding,Borcharding,Borcharding,Borcharding,Borcharding,Borcharding,Borcharding,Borcharding
Q895112,Q101352,Boulter,Boulter,ボールター,,,بولتر,,,Boulter,Boulter,Boulter,Boulter,Boulter,Boulter,Boulter,Boulter,Boulter,Boulter,Boulter
Q897224,Q11879590,Květoslava,Květoslava,,,,,,,Květoslava,Květoslava,Květoslava,Květoslava,Květoslava,Květoslava,Květoslava,Květoslava,Květoslava,Květoslava,Květoslava
Q898936,Q11879590,Branwen,Branwen,ブランウェン,,브란웬,,בראנוון,Бранвен,Branwen,Branwen,Branwen,Branwen,Branwen,Branwen,Branwen,Branwen,Branwen,Branwen,Branwen
Q900312,Q11879590,Celia,Celia,セリア,西莉亚,,سيليا,סליה,Селия,Celia,Celia,Celia,Celia,Celia,Celia,Celia,Celia,Celia,Celia,Celia
Q905144,Q101352,,Bregant,,,,,,,Bregant,Bregant,Bregant,Bregant,Bregant,Bregant,Bregant,Bregant,Bregant,Bregant,Bregant
Q914872,Q12308941,Cor,Cor,,,,كو,כור,Кор,Cor,Cor,Cor,Cor,Cor,Cor,Cor,Cor,Cor,Cor,Cor
Q922088,"Q202444,Q12308941",Judas,Judas,,猶大,,,,,Judas,Judas,Judas,Judas,Judas,Judas,Judas,Judas,Judas,Judas,Judas
Q923720,Q101352,Brocker,Brocker,,,,,,,Brocker,Brocker,Brocker,Brocker,Brocker,Brocker,Brocker,Brocker,Brocker,Brocker,Brocker
Q929368,Q12308941,Alper,Alper,,阿尔珀,앨퍼,,אלפר,Альпер,Alper,Alper,Alper,Alper,Alper,Alper,Alper,Alper,Alper,Alper,Alper
Q967816,Q12308941,,Sergi,セルギ,塞尔吉,,سيرجي,סרז'י,Серхи / Сержи,Sergi,Sergi,Sergi,Sergi,Sergi,Sergi,Sergi,Sergi,Sergi,Sergi,Sergi
