geni_id,field,value,numeral_tokens,found_in
6000000018952021439,_MARNM,(Raja Arme-Supria V (666-631 SM)),V (666-631,exports/archive/export-geni/export-Forest-16.ged
6000000018952033386,_MARNM,(Permaisuri Raja Arme-Supria III),III),exports/archive/export-geni/export-Forest-16.ged
6000000018952089395,_MARNM,(Permaisuri Raja Arme-Supria II),II),exports/archive/export-geni/export-Forest-16.ged
6000000018952103260,_MARNM,(Raja Arme-Supria III (701-679 SM)),III (701-679,exports/archive/export-geni/export-Forest-16.ged
6000000018952150385,GIVN,Hidarnes II,II,exports/archive/export-geni/export-Forest-16.ged
6000000018952150385,_MARNM,(Raja Armenia VII),VII),exports/archive/export-geni/export-Forest-16.ged
6000000018952161160,_MARNM,(Permaisuri Raja Armenia I),I),exports/archive/export-geni/export-Forest-16.ged
6000000018952163238,_MARNM,(Permaisuri Raja Armenia Kuno XXXVI),XXXVI),exports/archive/export-geni/export-Forest-16.ged
6000000018952163245,_MARNM,(Permaisuri Raja Armenia Kuno XXXV),XXXV),exports/archive/export-geni/export-Forest-16.ged
6000000018952165280,_MARNM,(Permaisuri Raja Armenia Kuno XXXII),XXXII),exports/archive/export-geni/export-Forest-16.ged
6000000018952177084,GIVN,Erouand I / Yervand I,I / I,exports/archive/export-geni/export-Forest-16.ged
6000000018952177084,_MARNM,(Raja Armenia III (569-565 SM)),III (569-565,exports/archive/export-geni/export-Forest-16.ged
6000000018952184011,_MARNM,(Raja Arme-Supria II (748-701 SM)),II (748-701,exports/archive/export-geni/export-Forest-16.ged
6000000018952186168,_MARNM,(Permaisuri Raja Armenia Kuno XXIX),XXIX),exports/archive/export-geni/export-Forest-16.ged
6000000018952186186,_MARNM,(Permaisuri Raja Armenia Kuno XXVIII),XXVIII),exports/archive/export-geni/export-Forest-16.ged
6000000018952196206,GIVN,Tigran I,I,exports/archive/export-geni/export-Forest-16.ged
6000000018952196206,_MARNM,(Raja Armenia IV (565-535 SM)),IV (565-535,exports/archive/export-geni/export-Forest-16.ged
6000000018952219291,_MARNM,(Permaisuri Raja Armenia VIII),VIII),exports/archive/export-geni/export-Forest-16.ged
6000000018952219449,GIVN,Mithrenes II,II,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018952239007,_MARNM,(Permaisuri Raja Arme-Supria IV),IV),exports/archive/export-geni/export-Forest-16.ged
6000000018952252017,_MARNM,(Permaisuri Raja Armenia Kuno XXXIII),XXXIII),exports/archive/export-geni/export-Forest-16.ged
6000000018952328179,_MARNM,(Permaisuri Raja Armenia V),V),exports/archive/export-geni/export-Forest-16.ged
6000000018952366266,_MARNM,(Permaisuri Raja Armenia VI),VI),exports/archive/export-geni/export-Forest-16.ged
6000000018952413015,_MARNM,(Raja Armenia V (535-515 SM)),V (535-515,exports/archive/export-geni/export-Forest-16.ged
6000000018952449014,_MARNM,(Raja Armenia IX),IX),exports/archive/export-geni/export-Forest-16.ged
6000000018956294660,GIVN,Putri I,I,exports/adasi/export-Forest-6000000227712700862.ged
6000000018961506580,GIVN,Friedrich III,III,exports/descendants/export-Descendants-6000000177955802827.ged
6000000018965517245,NICK,X Marqués de Valdeosera,X,exports/no-name-descendants/export-Descendants-6000000227716879850.ged
6000000018965517245,NICK,XI Conde de Benagiar,XI,exports/no-name-descendants/export-Descendants-6000000227716879850.ged
6000000018966751403,GIVN,????,????,exports/ben-ovadya-descendants/export-Forest-6000000227708968860.ged
6000000018968446863,NICK,2,2,exports/chain-seeds/export-Forest-6000000227312306880.ged
6000000018968903989,GIVN,Peder 2 Torkildsen,2,exports/descendants/export-Descendants-6000000177944124971.ged
6000000018969755771,GIVN,Goddert I,I,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018970045842,GIVN,Hermann II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018971495253,GIVN,Hermann III,III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018972815767,GIVN,Wennemar I,I,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018972950190,NICK,Mentioned	1319,1319,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018972994614,GIVN,Hermann II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018973062297,GIVN,Friedrich I,I,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018973104363,GIVN,Wennemar II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018974323858,SURN,"Lange, 3 Roser",3,exports/8-19 exports/export-Descendants-6000000227295719853.ged
6000000018975161458,GIVN,Friedrich IV,IV,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018975168244,GIVN,Friedrich III,III,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018975511311,GIVN,?,?,exports/hermenegildo/export-Descendants-6000000227725063822.ged
6000000018975834733,GIVN,Wilhelm II,II,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018976083617,GIVN,Ferdinand III,III,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018977056763,GIVN,"Piotr Jan [1639 podkom. kaliski , podstoli koronny]",[1639,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000018980284482,_MARNM,- Raja Arme-Supria I (805-748 SM),I (805-748,exports/archive/export-geni/export-Forest-16.ged
6000000018980381100,_MARNM,- Raja Armenia Kuno XXVIII (1194-1180 SM),XXVIII (1194-1180,exports/archive/export-geni/export-Forest-16.ged
6000000018980474045,_MARNM,- Raja Armenia Kuno XXVI (1242-1197 SM),XXVI (1242-1197,exports/archive/export-geni/export-Forest-16.ged
6000000018985056084,GIVN,Ludolf II.,II.,exports/chain-seeds/export-Forest-6000000227317750879.ged
6000000018989447106,_MARNM,- Selir IV Raja Persia III,IV III,exports/adasi/export-Forest-6000000227712700862.ged
6000000018989551474,GIVN,Arsames / Arsamenes / Arxanes / Sarsamas,/ / /,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018991456620,GIVN,Phriapatius / Phriapites,/,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018991567268,GIVN,Oxathres / Oxendares / Oxendras,/ /,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018991730339,_MARNM,- Gubernur Lydia & Caria,&,exports/adasi/export-Forest-6000000227712700862.ged
6000000018991851106,_MARNM,- Gubernur Media (401 SM),(401,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018992023225,_MARNM,- Gubernur Hellespontine Phrygia (407-362 SM),(407-362,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018992704141,_MARNM,- Selir I Raja Persia X,I X,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018992722050,_MARNM,- Selir II Raja Persia X,II X,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018993400126,GIVN,Artaxerxes V,V,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018993605034,GIVN,Clearchus II,II,exports/adasi/export-Descendants-6000000227712700862.ged
6000000018995427022,GIVN,Roderick I,I,exports/chain-seeds/export-Forest-6000000227298391886.ged
6000000018997605382,GIVN,"Teutonic Knight, Johann I. der Ältere",I.,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018997605382,NICK,Johann I 'der Ältere' von Hatzfeld,I,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000018998337070,NICK,Elsabe (?),(?),exports/chain-seeds/export-Forest-6000000227299791853.ged
6000000018998883637,GIVN,Baby 1695,1695,exports/8-19 exports/export-Forest-6000000227297029878.ged
6000000018998925246,GIVN,Baby 1704,1704,exports/8-19 exports/export-Forest-6000000227297029878.ged
6000000018999118178,GIVN,Baby 1692,1692,exports/8-19 exports/export-Forest-6000000227297029878.ged
6000000018999134278,GIVN,Baby 1698,1698,exports/8-19 exports/export-Forest-6000000227297029878.ged
6000000019000327596,GIVN,Gottfried II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000019000871005,GIVN,Gottfried III,III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000019000904926,_MARNM,- Raja Parthia XXXI (37),XXXI (37),exports/adasi/export-Descendants-6000000227712700862.ged
6000000019001039602,GIVN,Anak Mithridates III,III,exports/adasi/export-Forest-6000000227712700862.ged
6000000019001223014,GIVN,Phraates Phraates I of,I,exports/archive/export-geni/export-Forest-23.ged
6000000019001243072,GIVN,Gotarzes I,I,exports/archive/export-geni/export-Forest-23.ged
6000000019001331243,GIVN,?,?,exports/gaps/export-Ancestors-6000000087535357291.ged
6000000019001552349,GIVN,Amazasp II,II,exports/adasi/export-Forest-6000000227712700862.ged
6000000019002301467,GIVN,Khosrov IV,IV,exports/archive/export-geni/export-Forest-21.ged
6000000019002362000,GIVN,Thomas II Jean-Baptiste,II,exports/abul-hamza-descendants/export-Descendants-6000000227710647857.ged
6000000019002738827,GIVN,Kawus / Caoses,/,exports/abul-hamza/export-Forest-6000000227676734863.ged
6000000019003772316,GIVN,?,?,exports/ben-ovadya-descendants/export-Descendants-6000000227725578964.ged
6000000019003772322,GIVN,?,?,exports/ben-ovadya-descendants/export-Descendants-6000000227725578964.ged
6000000019003772328,GIVN,?,?,exports/ben-ovadya-descendants/export-Descendants-6000000227725578964.ged
6000000019003772334,GIVN,?,?,exports/ben-ovadya-descendants/export-Descendants-6000000227725578964.ged
6000000019008297925,NICK,IV Duca di San Pietro in Galatina,IV,exports/abul-hamza/export-Descendants-6000000227676734863.ged
6000000019010900183,SURN,"Stewart of Auchingoun, Blackhall & Ardgown",&,exports/8-19 exports/export-Forest-6000000227295142836.ged
6000000019010900183,_MARNM,"Stewart of Auchingoun, Blackhall & Ardgown",&,exports/8-19 exports/export-Forest-6000000227295142836.ged
6000000019012073770,GIVN,Lea / Hendel,/,exports/8-19 exports/export-Forest-6000000227297265832.ged
6000000019014509098,GIVN,??,??,exports/fleshing-out/export-geni/export-Forest-35.ged
6000000019014558097,GIVN,Tiene 14 hermanos mas,14,exports/fleshing-out/export-geni/export-Forest-35.ged
6000000019015975984,GIVN,Ommund / Åmund,/,exports/chain-seeds/export-Forest-6000000227326052897.ged
6000000019016405522,GIVN,Tvilling 1,1,exports/8-19 exports/export-Forest-6000000227295934952.ged
6000000019017195631,GIVN,Tvilling 2,2,exports/8-19 exports/export-Forest-6000000227295934952.ged
6000000019023345043,GIVN,Margit Dagny (2),(2),exports/chain-seeds/export-Forest-6000000227312153859.ged
6000000019033848832,_MARNM,Ibni Al-Marhum Sultan Ali Jalla Abd Jalil shah II,II,exports/sparse_filling/export-Forest-6000000227380708902.ged
6000000019034190457,GIVN,Mansor Shah I,I,exports/archive/export-geni/export-Forest-32.ged
6000000019034190457,_MARNM,Ibni Al-Marhum Sultan Muzaffar Shah I,I,exports/archive/export-geni/export-Forest-32.ged
6000000019049350559,_MARNM,Wife #2,#2,exports/archive/export-geni/export-Forest-39.ged
6000000019049932419,_MARNM,Fauche / Kettenberg,/,exports/no-name-descendants/export-Descendants-6000000227716065921.ged
6000000019051164171,GIVN,Denijs (1460),(1460),exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000019051164171,GIVN,Denis (1460),(1460),exports/no-name-descendants/export-Descendants-6000000227716736847.ged
6000000019051454020,GIVN,Johann VI,VI,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000019053548168,GIVN,Magnus I,I,exports/chain-seeds/export-Forest-6000000227297927829.ged
6000000019055299984,GIVN,?,?,exports/ben-ovadya-descendants/export-Descendants-6000000227725578964.ged
6000000019055904022,GIVN,Georg (I / II),(I / II),exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000019056794669,GIVN,Michael I,I,exports/chain-seeds/export-Forest-6000000227297927829.ged
6000000019057440682,GIVN,Else Ellina ?,?,exports/chain-seeds/export-Forest-6000000227314318922.ged
6000000019057657659,GIVN,Catharina Willemsdr 1430 Willemsdr,1430,exports/edges/export-Forest-6000000227254550821.ged
6000000019068274327,_MARNM,Czema / von Zehmen,/,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000019069878905,GIVN,Менгли I,I,exports/descendants/export-Descendants-6000000227039926826.ged
6000000019070001646,GIVN,I Hacı,I,exports/archive/export-geni/export-Forest-36.ged
6000000019070001646,GIVN,Хаджи I Гирей,I,exports/archive/export-geni/export-Forest-36.ged
6000000019070119051,NICK,I Sahib Geray ۱صاحب كراى‎ Səxip Gərəy Сәхип Гәрәй,I,exports/descendants/export-Descendants-6000000227039926826.ged
6000000019070119051,SURN,Герай / Гирей,/,exports/descendants/export-Descendants-6000000227039926826.ged
6000000019070606061,SURN,?,?,exports/gaps/export-Forest-6000000227226792872.ged
6000000019080331963,GIVN,????,????,exports/archive/export-geni/export-Forest-39.ged
6000000019081355145,GIVN,Hulayl ' Hillel,',exports/archive/export-geni/export-Forest-39.ged
6000000019082116252,GIVN,Shemaya II,II,exports/archive/export-geni/export-Forest-40.ged
6000000019082148388,GIVN,Tuvia / Tobias,/,exports/archive/export-geni/export-Forest-40.ged
6000000019082775687,_MARNM,ben Mar Zutra I,I,exports/archive/export-geni/export-Forest-39.ged
6000000019082834441,SURN,+,+,exports/8-19 exports/export-Forest-6000000227293577970.ged
6000000019082893739,NICK,Yakob I,I,exports/archive/export-geni/export-Forest-39.ged
6000000019083446520,GIVN,Wife #2,#2,exports/archive/export-geni/export-Forest-39.ged
6000000019083468368,_MARNM,ben Mar Zutra I,I,exports/archive/export-geni/export-Forest-39.ged
6000000019083817003,GIVN,Wife #1,#1,exports/archive/export-geni/export-Forest-39.ged
6000000019083919461,SURN,+,+,exports/8-19 exports/export-Forest-6000000227294183891.ged
6000000019092994728,NICK,Mårtensson ?,?,exports/bure-campaign/export-Forest-6000000227469393830.ged
6000000019094742208,GIVN,Gedeng Adilarang / Anjung Larang Gede Cukang Baray,/,exports/fleshing-out/export-geni/export-Forest-21.ged
6000000019095217859,GIVN,RA Soemintaresmi / RA Soemintaningrat,/,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000019095520501,GIVN,Rd Tmg Brataningrat I (Kuningan),I,exports/fleshing-out/export-geni/export-Forest-19.ged
6000000019096098623,SURN,"Pedersen Bering, Smed ?",?,exports/chain-seeds/export-Forest-6000000227314318922.ged
6000000019104420430,_MARNM,Husvig / Narverød,/,exports/8-19 exports/export-Forest-6000000227293577970.ged
6000000019104496954,SURN,Jørgensdatter / Sørensen,/,exports/8-19 exports/export-Forest-6000000227293577970.ged
6000000019104496954,_MARNM,Hauff / Lindholm,/,exports/8-19 exports/export-Forest-6000000227293577970.ged
6000000019113696965,SURN,+,+,exports/chain-seeds/export-Forest-6000000227300039935.ged
6000000019113831771,NICK,III,III,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000019114328363,SURN,+,+,exports/chain-seeds/export-Forest-6000000227300039935.ged
6000000019117984551,GIVN,Carl Bartholomaeus II,II,exports/chain-seeds/export-Forest-6000000227312864866.ged
6000000019121088228,GIVN,Gerhard II,II,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000019127836777,NICK,III Marques de Legarda,III,exports/hermenegildo/export-Descendants-6000000227725063822.ged
6000000019129552124,GIVN,Hillel / Hulayl,/,exports/archive/export-geni/export-Forest-39.ged
6000000019131768097,GIVN,George / Gompers Mozes,/,exports/gaps/export-Descendants-6000000227227274837.ged
6000000019134143558,GIVN,Elisabeth / Bloeme Joseph,/,exports/gaps/export-Descendants-6000000227227274837.ged
6000000019134477065,GIVN,Wilhelm V,V,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000019135411037,SURN,Rynning ?,?,exports/hiuler/export-Forest-6000000227675436876.ged
6000000019135411037,_MARNM,Rynning ?,?,exports/hiuler/export-Forest-6000000227675436876.ged
6000000019137191510,GIVN,Wife #2,#2,exports/archive/export-geni/export-Forest-39.ged
6000000019139564770,NICK,Bogusław Unrug h. wł. ;  Bogusław na Miedzychodzie Unrug,;,exports/chain-seeds/export-Forest-6000000227306452830.ged
6000000019148933924,GIVN,Ludwig IV Graf,IV,exports/descendants/export-Descendants-6000000177955802827.ged
6000000019149705123,GIVN,????,????,exports/archive/export-geni/export-Forest-39.ged
6000000019153705282,GIVN,Anton III,III,exports/chain-seeds/export-Forest-6000000227317899894.ged
6000000019156612331,GIVN,Jean V,V,exports/edges/export-Forest-6000000227254550821.ged
6000000019156783160,GIVN,Guy II,II,exports/edges/export-Forest-6000000227254550821.ged
6000000019161418545,SURN,Kock Botne (?),(?),exports/Niels NN/export-Forest-6000000227147210844.ged
6000000019161518391,GIVN,محمد عمر الاکبر - محمد بن زید، معروف به «داعی الی الحق» از ۲۷۱ تا ۲۸۷ قمری,۲۷۱ ۲۸۷,exports/chain-seeds/export-Forest-6000000227314754852.ged
6000000019162029830,GIVN,???,???,exports/archive/export-geni/export-Forest-39.ged
6000000019166741822,GIVN,Rondell / Randell,/,exports/8-19 exports/export-Forest-6000000227296941934.ged
6000000019173935969,NICK,adlad Baron af Klercker (N.o 334),334),exports/bure-campaign/export-Forest-6000000227474865984.ged
6000000019177018634,NICK,N:o 1505,1505,exports/bure-campaign/export-Forest-6000000227474621825.ged
6000000019177362002,NICK,Ulrika Andreete Malvina Von Seth (Nr 1505) (born Trolle (Nr 36),1505) 36),exports/bure-campaign/export-Forest-6000000227474621825.ged
6000000019181626516,GIVN,Heinrich IV,IV,exports/chain-seeds/export-Forest-6000000227306452830.ged
