given_name,records,looks_placeholder
Ninan,1,no
Atahualpa,1,no
Mamma Tupi,1,no
Manco Cápac II,1,no
Tupac Amaru II,1,no
Quispe Yupanqui,1,no
Cusi,1,no
Shyri Atahualpa,1,no
Isabel Atahualpa,1,no
Hernando Sangoluisa,1,no
Hernando de Collantes Y Soto,1,no
Maytanchi,1,no
Bartola Flores Curiqueo de Talagante,1,no
Isabel Chimpu,1,no
Barbola Isabel,1,no
María Isabella,1,no
Cusi (María),1,no
Titu Cusi,1,no
"Sayri ""Diego""",1,no
Túpac Amaru I último inca de Vilcabamba,1,no
Maria Tupac Usca,1,no
Carlos Inca encomendero,1,no
Cap. Antón,1,no
Olaya Eulalia,1,no
Juana Vélez Ladrón de Guevara y Rodríguez,1,no
Catalina y Velez,1,no
María de la Paz,1,no
Garcilaso (ii),1,no
Juan Evangelista,1,no
Lorenzana,1,no
Inca Garcilaso de la Vega,1,no
Beatriz Clara,1,no
José Leon,1,no
INÉS,1,no
VIOLANTE,1,no
M I,1,no
Leonor Vélez Ladrón de Guevara y González,1,no
Luis de Córdoba y Vélez de Guevara,1,no
"Luis ""El Viejo""",1,no
Bernardo de la Trinidad,1,no
Pedro Flores,1,no
Agueda Mauricia,1,no
Catalina Lisperguer,1,no
Maria Lisperguer,1,no
Josefa Lisperguer,1,no
Flora Lisperguer,1,no
Beatriz Jacinta,1,no
Pedro Alvarez,1,no
Luisa de Herrera,1,no
Francisca de Moscoso y de la Vega,1,no
Ana Rodriguez de Salazar,1,no
Ana María Lorenza,1,no
Juan Melchor,1,no
Maria Loreza,1,no
LAZARO,1,no
Juan Lázaro Jose,1,no
Sebastian Solano,1,no
FRANCISCA GERTRUDIS,1,no
Has una genealogía apropiada y verdadera,1,no
Beatriz Quintanilla y Farias,1,no
Beatriz Farias,1,no
Melchor Gonzalo,1,no
Gregoria María,1,no
Catalina Mónica,1,no
José Fadrique,1,no
Fernando Rudolfo,1,no
María Antonia Catalina,1,no
Micaela (var. Catalina),1,no
Pedro Ventura,1,no
Gaspar Fernando,1,no
Nicolás Matías,1,no
Nicolasa Antonia,1,no
Matías Domingo,1,no
Casilda (var. Baltasara),1,no
Bárbara Petronila,1,no
Bárbara Petronila Petronila,1,no
Juan Silverio,1,no
Juan Rengifo Avendaño Mendoza,1,no
Alonso Marquez,1,no
Geronimo de,1,no
Teodosia (Teresa),1,no
Mariana de Vadillo y Salazar,1,no
Maestro Fray Bartolome Vadillo OP,1,no
Juan Díaz,1,no
Teresa de la Trinidad,1,no
Maria de la Ascencion Ascension,1,no
Manuel Enrique,1,no
Juana Manuela Nicolasa,1,no
JUAN FRANCISCO Francisco,1,no
Manuel José Salvador,1,no
Paula María,1,no
Margarta,1,no
Javier Fernando,1,no
BARTHOLOME,1,no
Isabel de la Cruz,1,no
Eluterio,1,no
Bernardina Clotilde Josepha,1,no
Pascual Alberto,1,no
Joseph Agustín Manuel,1,no
José Félix Mariano,1,no
Gregoria Antonia Josefa,1,no
Juana de Dios Josepha,1,no
María de Guadalupe Josepha,1,no
Victorino Joseph,1,no
María Marcelina de Guadalupe Josepha,1,no
Petronila Pascasia Rafaela,1,no
Severino Joseph,1,no
Bartolomé Ramón,1,no
Maria Juana Ysabel,1,no
María Isabel de Treviño y Quintanilla de Farias,1,no
Capt Jose Diego,1,no
Polonia Treviño,1,no
Francisco Treviño,1,no
Baltazar Treviño,1,no
Juan Farias,1,no
Jose Treviño,1,no
Marcos Alphoso de la Garza,1,no
Marzelina,1,no
Diego Anastasio,1,no
Josefina Catalina,1,no
José Bartolo,1,no
Rosa Rosa,1,no
Diego Velásquez de,1,no
María Clara Velázquez de,1,no
Vicente Francisco Félix Ascensio Nicolás,1,no
Catalina de los Santos,1,no
Cap. Baltasar,1,no
Catalina Iginia,1,no
Elena Rengifo Avendaño del Águila,1,no
Ana Manuela de la Cruz,1,no
Adriana Isabel,1,no
Francisco De,1,no
Francisco Félix,1,no
"Miguel ""el Joven""",1,no
Pedro Esteban,1,no
María Giraldo,1,no
María de los Ángeles,1,no
Diego Agustin,1,no
Maria Rosalina,1,no
Francisco Lorenzo Javier,1,no
Lazaro José,1,no
Cosme Nicolás,1,no
Elias Vicente,1,no
Ana MARIA,1,no
JUANA RITA,1,no
LAURA,1,no
Laura Joaquina,1,no
TERESA JOAQUINA,1,no
JOSÉ JOAQUÍN,1,no
MANUEL JOSÉ,1,no
DIEGO JOSEPH,1,no
Bernardo Francisco,1,no
ANTONIO JOSEPH,1,no
Antonio Joseph,1,no
JUAN JOSÉ JULIAN,1,no
ANTONIO JOSÉ,1,no
JUAN IGNACIO,1,no
JUAN RAFAEL,1,no
MANUEL JOAQUÍN,1,no
Jose Fermin,1,no
LUIS FERNANDO,1,no
Isidro Jose,1,no
CASIMIRO,1,no
Juana Francisca de las Luces,1,no
JOSEFA ANSELMA,1,no
JUANA BÁRBARA JOSEFA,1,no
MARIA ANA,1,no
Paula Francisca,1,no
Casilda Javiera,1,no
Agapito,1,no
Constantino Eluterio,1,no
Nicolasa Basilia,1,no
Juan Francisco Agustin,1,no
Francisco A. Nieto y Peñalosa,1,no
Juan Faustino,1,no
Francisca Cayetana,1,no
Ana Mónica,1,no
Ildelfonsa,1,no
Francisco Josef Antonio,1,no
María Rafaela Dominga,1,no
Baltazara Josefa,1,no
María de los Dolores Nicolasa Rafaela,1,no
Ramona Francisca,1,no
José Basilio Mariano,1,no
Francisco Estanislao,1,no
Miguel Joseph,1,no
María Emiliana,1,no
Tomasa de las Nieves,1,no
María Faustina,1,no
Hortensio Félix,1,no
Clara Francisca,1,no
Juan Fernández,1,no
Blas María de la Garza,1,no
Capitán Francisco de la Garza Falcón Treviño,1,no
Capitán Marcos Alonso Treviño de la Garza,1,no
Caudillo José de Treviño,1,no
General Marco Alonso,1,no
Capitán Martín Sánchez de Treviño Quintanilla,1,no
Alférez Alonso Farías de Treviño,1,no
Sabastina Farias,1,no
General Diego de Ayala Treviño,1,no
Joseph de,1,no
Juana Trevino,1,no
Capitàn Gabriel,1,no
Maria Margarita Margarita,1,no
Diego Farias,1,no
Manuel (i) Asencio,1,no
Angie Janysse,1,no
Edward Jearim,1,no
Fadrique Íñigo,1,no
Pedro Bernardo,1,no
María de Gracia,1,no
Martina Teresa,1,no
Joseph Jerónimo Cayetano,1,no
María Rosa Josefa,1,no
María Josefa Rojas Amasa,1,no
Francisca de,1,no
Micaela Rosa,1,no
Isabel Francisca Javiera,1,no
Alonso Lucas Velásquez de,1,no
Alonso Lucas,1,no
Alonso Ignacio Diego,1,no
Pedro Fernando Luis José Diego,1,no
Jerónima de la Concepción,1,no
Catalina Margarita,1,no
Ursula Javiera,1,no
Andrés Francisco Javier,1,no
Andrés de Artaza y Medina,1,no
Juan Felipe Gramajo Medina,1,no
Valentín,1,no
José Gabriel Pascual,1,no
Juan Gregorio Gregorio,1,no
Joseph Enrique,1,no
Joseph Martín,1,no
Antonio Vicente,1,no
Ángela Francisca,1,no
Francisca de Borja,1,no
Simón Pablo,1,no
Antonia Manuela Lara Bracamonte,1,no
Antonia Manuela Marcela,1,no
Tomás Feliciano,1,no
Nicolasa Joséfa,1,no
LORENZA DE,1,no
María Valeriana,1,no
Juan Fernández Cornejo Escudero,1,no
Remigio,1,no
Jose Cornelio Cipriano,1,no
José Ventura,1,no
Diego Ignacio,1,no
María Palacios Ruiz de los Llanos,1,no
Antonia Rosa,1,no
Maria Ines Inés,1,no
Inés Lucía,1,no
Francisco León,1,no
Francisca de Aguirre Ruiz Gallo,1,no
Juan Pantaleón,1,no
Teodora Bautista,1,no
Alférez Miguel Miguel,1,no
Alferez Miguel,1,no
María Olmos,1,no
Usula,1,no
Juana Úrsula,1,no
"Túpac Amaru II, Marqués de Oropesa, José Gabriel Condorcanqui",1,no
Diego Cristóbal,1,no
Tomas Gomez,1,no
Sargento Mayor José Gómez,1,no
Pedro Bautista,1,no
Rosa Osoria,1,no
Jose De La Cruz,1,no
Josefa Isidora de Jesús,1,no
Jose Fermin Fermin,1,no
José Fermin,1,no
Antonio José Bautista,1,no
Victorino Giraldo,1,no
José Victorino,1,no
Pedro Jose Cornelio,1,no
Jose Bruno,1,no
Ubaldo,1,no
Ignacia Ignacia,1,no
Lorenzo Domingo,1,no
Francisco Fernando Fernando,1,no
Joaquin Benedicto Benedicto Benito,1,no
Joaquin Benedicto Benito,1,no
Maria Josefa Leandra,1,no
Maria Blasida,1,no
Maria Josefa Joaquina,1,no
Ignacio Jeronimo,1,no
Basilia del Sacramento,1,no
Ana María Juana,1,no
Matiás,1,no
Eliás,1,no
Andres Avelino,1,no
María Juana Antonia,1,no
HIPOLITA,1,no
José Bernardo Bernardo,1,no
Joseph del Carmen,1,no
JOSEPHA DEL CARMEN,1,no
Felipe Manuel ?) Felipe,1,no
ANTONIO MARTIN RITO,1,no
RAFAEL BUENAVENTURA,1,no
MA. ROSA,1,no
PEDRO JOSE BUENAVENTURA,1,no
FIDEL CAYETANO,1,no
JUANA FRANCISCA,1,no
JOSEPH LEONARDO,1,no
Vicente Xavier,1,no
Gregoria Micaela,1,no
Ygnacia Petronila,1,no
Joaquín de la Cruz,1,no
IDELFONSO,1,no
IGNACIO JAVIER,1,no
MIGUEL MARIA,1,no
SALOMÉ,1,no
ANA JOSEFA CAMILA,1,no
FRANCISCA MICAELA,1,no
ANA MARGARITA,1,no
JOAQUÍN,1,no
CATARINA,1,no
Maria Matea,1,no
JOSE EUSTAQUIO,1,no
Petronila Josefa,1,no
PEDRO MIGUEL,1,no
Isabel Rosalia,1,no
Jose Antonio Venancio,1,no
Manuela Anselma,1,no
Jose Benito Domingo Antonio,1,no
Mariana Camila,1,no
Antonio Jose Felipe,1,no
Barbara Lorenza,1,no
Blas Maria Domingo,1,no
Maria Anselma Joaquina,1,no
Maria Luisa de los Reyes y Ferreira,1,no
Maria Narcisa,1,no
Barbara Estephania,1,no
Francisco Maria Lineros Ferreira,1,no
Juan Hilario,1,no
Evarista,1,no
Gerónimo Miguel,1,no
Julián Francisco Antonio,1,no
Luisa Elisa,1,no
Micaela Genoveva,1,no
Bartolome María Luis,1,no
Francisca Mercedes Josefa,1,no
Simòn Gregorio,1,no
Lorenzo Julián Eugenio,1,no
Clemente Cecilio Juan,1,no
María Hermenegilda Victoria,1,no
José Bernardo Luis,1,no
María Justa Lorenza,1,no
Juan Mariano Esteban,1,no
Fortunata Jesusa Mauricia,1,no
Manucia,1,no
Francisca Leonarda,1,no
María Josefa Petronila,1,no
Manuel Nicolás Factor,1,no
Ermenegildo Joseph,1,no
Clara Hipólita,1,no
María Petronila Eugenia,1,no
Felipe Vicente,1,no
Joseph Joachim,1,no
Pedro Hipólito,1,no
José Julio,1,no
Jose Julio,1,no
Miguel de los Santos,1,no
Jose Magno,1,no
Elvira Elena,1,no
Ma. Lucia,1,no
Gabriel Fernando José,1,no
Cap. Lucas,1,no
Venancio Jerónimo Lúcas,1,no
María Justina,1,no
"Pedro de la Garza Falcón ""el Joven""",1,no
Capitán José de la Garza Falcón,1,no
Sargento Juan de la Garza Falcón González,1,no
Sargento Major Blas de la Garza Falcón González,1,no
Lazario de la Garza Falcon Gonzalez,1,no
Lazaro Lazaro,1,no
Capitán Miguel de la Garza Falcón González,1,no
Sargento Major Francisco de la Garza Falcón González,1,no
Magdalena Josefa,1,no
Capitán Francisco Ángel de la Garza Gutiérrez,1,no
Alférez,1,no
Capitán Gaspar de Treviño,1,no
Alonso II (El Mozo),1,no
Alférez Melchor de Treviño González Hidalgo,1,no
Capitán Nicolás de Treviño González Hidalgo,1,no
Clara Treviño,1,no
Capitán Gonzalo de Treviño Rentería,1,no
Alférez Juan de Treviño,1,no
Alferez Juan de,1,no
ana,1,no
Capitán Tomás García de Quintanilla,1,no
Beatris Maria,1,no
Capitán Diego Sánchez Navarro,1,no
Ursula Catarina,1,no
Maria Sosa,1,no
Ma.Rafaela,1,no
mestizo Juan,1,no
Josepha Ayala,1,no
Sgt Juan,1,no
Jeronimo Geronimo,1,no
Castillo Diego,1,no
Alférez Real Francisco Alejo Treviño Arriola,1,no
Maria Duran Trevino,1,no
Capitán José Rodríguez de Montemayor,1,no
Alférez Mateo Rodríguez de Montemayor,1,no
Alférez Real Lázaro Fernández de Castro,1,no
Capitán Diego Fernández de Castro,1,no
Capitán Alonso Rodríguez de Carvajal,1,no
Capitán Lucas Caballero de los Olivos,1,no
Capitán Diego Rodríguez y Sánchez Navarro,1,no
Beatriz Rodrigues-Navarro,1,no
Manuel (i) Jacobo,1,no
Eufrasio,1,no
José Nepomuceno,1,no
Manuel Joaquín,1,no
Felipe Bartolomé,1,no
María Juana Isabel,1,no
Maria Josefa Romualda,1,no
María Josefa Romualda,1,no
Ma. del Carmen,1,no
Ruperta,1,no
María Josepha Francisca Xaviera,1,no
Catalina (Cathalina) Ninpha Josepha,1,no
Domingo Matheo,1,no
María Rosa Josepha Rosalía,1,no
Matías Mariano Joseph Cayetano,1,no
María Francisca de Paula,1,no
Jerónimo Francisco,1,no
Antonio Tirso de,1,no
Juana de Dios del Rosario,1,no
José Javier Leandro,1,no
Ignacio María,1,no
Juana Rosa María Josepha,1,no
Mariana Justa,1,no
Serafin,1,no
Rosa Tadea Tadea,1,no
Rosa Tadea,1,no
José Fermín,1,no
Sor Rosa,1,no
Fray José,1,no
Juana Dolores Vivar Ruiz de Azúa,1,no
José Jesús,1,no
Maria Silveria,1,no
Luis Gonzaga,1,no
María Teresa Josefa,1,no
María Antonia Rita,1,no
Mariano José,1,no
Ana Prudencia,1,no
Josefa Ramírez Molina,1,no
Florencia (var. Flora Luisa) Luisa,1,no
Ramón Domingo,1,no
Martín Toribio,1,no
Joseph Paulino,1,no
Francisca Muxica y Tapia,1,no
Matías Antonio,1,no
Juan Antonio (var. José Antonio),1,no
Juana Josefa Rita Rita,1,no
Micaela Manuela,1,no
María Josefa Melchora,1,no
María del Carmen Francisca,1,no
Ana Francisca de Borja,1,no
Ana Francisca de Borja Francisca de Borja,1,no
Paula de Paula,1,no
María Filipa,1,no
Eulalia Tadea,1,no
Bernardo Bonifacio,1,no
José Pascual,1,no
Sigfredo,1,no
Pedro Antonio Antonio,1,no
Pedro Bernabé,1,no
José Gramajo Argañaraz,1,no
Tomasa Josepha,1,no
María Juana Juana,1,no
Cnel. Calixto,1,no
Miguel Villafañe Dominguez,1,no
Diego Ramón,1,no
Diego Ramón Ramón,1,no
Rufino,1,no
Juana Pérez de la Quintana,1,no
Rafael Felipe Francisco,1,no
María Rita Torcuata,1,no
Joaquin Jose,1,no
Petrona Valeriana,1,no
Ignacia Xaviera Xaviera,1,no
María Martina,1,no
Beatríz De La Rosa,1,no
Beatriz De La Rosa,1,no
Joséfa,1,no
JOSEFA DE,1,no
Manuel Blas,1,no
José de los Santos,1,no
María Clara Asunción,1,no
Cap. Jerónimo,1,no
José Feliciano de Funes y Lemos,1,no
José Feliciano Javier,1,no
Judas Tadeo,1,no
Juan Luis Luis,1,no
Francisco Miguel Ignacio,1,no
Mariana de Heredia y Ceballlos,1,no
Isabel Felipa,1,no
Isabel Felipa Felipa,1,no
Maestre de Campo Bernardo López de la Vega,1,no
Juan Adrián,1,no
Manuel Fernando,1,no
José Joaquín Benedicto,1,no
María Evarista,1,no
Luisa Bernarda,1,no
Manuela Tomasa,1,no
Juan Eugenio,1,no
M Elena Albarracín Ladrón de Guevara,1,no
Maria Elena,1,no
Paula Zoila,1,no
Fran. co Thomas,1,no
María Angela,1,no
Manuela Ignacia,1,no
Ventura Bonifacio,1,no
Juan Capistrano,1,no
Juan Estanislao Estanislao,1,no
Juan Estanislao,1,no
Josepha Dionisia,1,no
Maria Antonieta,1,no
Manuela Hoyos Aguirre,1,no
Manuela del Carmen,1,no
José Domingo (ii),1,no
Feliciana Martina,1,no
Francisca Ramona,1,no
Pío,1,no
Fermín Eugenio,1,no
Bernarda Antonia,1,no
Francisco Gavino,1,no
Félix Apolinario,1,no
Juan Francisco de Borja,1,no
Blas José,1,no
Joseph (José),1,no
Juana Luciana,1,no
Pbro. Rafael Lujan de Medina Olmos,1,no
Damiana Olmos de Aguilera,1,no
Cap. Juan José José,1,no
Ana Casilda,1,no
Santiago Ignacio,1,no
mariano,1,no
Maria del Rosario Cristo,1,no
María Isabel Florentina,1,no
Ma. Isabel,1,no
Ma. Ursula,1,no
Ma. Antonia,1,no
Rosa de Jericó,1,no
María Norberta,1,no
Maria Francisca Pía,1,no
Idelfonso María,1,no
Juan Nepomuceno Nepomuceno,1,no
Juan Rafael,1,no
Jos Romualdo,1,no
Jose Toribio,1,no
María Dorotea,1,no
Maria de la Ascension,1,no
Maria Dorotea,1,no
Ana Mara de la CONCEPCIN,1,no
Abelino,1,no
Jos Mara Vctor,1,no
Joaqun Cristbal,1,no
Blas de Jess,1,no
Gregoria Giraldo,1,no
María Gregoria de los Dolores,1,no
Josefa Pía,1,no
Antonio Anselmo,1,no
Ramón María Pastor,1,no
Jesús,1,no
Deogracias de Jesus,1,no
Ramn,1,no
José Marcelino,1,no
Josefa Arias,1,no
JUANA Mara Isabel,1,no
Mara Marciana,1,no
Juan Gilberto,1,no
Jose Antonio Correa Montoya,1,no
Jose Antonio Ignacio,1,no
María Teresa Escobar Correa,1,no
ALEJO,1,no
María Josefa Micaela,1,no
Nicolas Basilio,1,no
Nicolás Basilio Basilio,1,no
MARIA BERNARDA,1,no
Lorenzo Felix,1,no
María Ignacia de las Mercedes,1,no
Pedro ANTONIO,1,no
María Paulina,1,no
Josef Alberto,1,no
Juana Narcisa Zoila,1,no
Anunciación,1,no
Maria Soledad,1,no
María Dionisia,1,no
José Benito (BENEDICTO) Gabriel,1,no
Juana Estanislaa,1,no
José Pablo,1,no
pantaleon,1,no
Jose vicente,1,no
Micaela Francisca,1,no
Asisclo Pinilla,1,no
Asisclo Aniceto Asisclo,1,no
Rafael Ciriaco,1,no
JUAN AGUSTIN,1,no
Ana Luisa PINILLA SERRANO,1,no
Ana Francisca PINILLA SERRANO,1,no
Antonio Antonio León,1,no
Juan De Dios,1,no
Isidoro Manuel,1,no
JOSE MOISES DEL CARMEN ACEVEDO QUIJANO,1,no
Jose Moises del Carmen,1,no
Natividad Olalla,1,no
Espejo,1,no
Ignacio José Javier,1,no
Josef Maria Nemecio,1,no
Maria Petronila Marcela,1,no
Josef Elseario Ramon,1,no
Josef Ignacio Cecilio,1,no
Jose Ignacio Cecilio,1,no
Maria Fidela Sinforosa,1,no
MA. HICELARES,1,no
ADRIAN MARIA,1,no
MA. JOSEFA,1,no
ANA VICENTA JOSEPHA,1,no
Jose Ignacio Maria,1,no
ANA FRANCISCA,1,no
PABLO,1,no
Pablo Gómez-Farelo Plata Y Martínez Del Ponte,1,no
Vicente Justo,1,no
Plácida,1,no
CANDIDA ROSALIA,1,no
MA. ENGRACIA,1,no
JUANA BAUTISTA,1,no
MA. JOSEFA DEL PILAR,1,no
GRACIA,1,no
Juan Jose Nepomucen,1,no
Vicente Anselmo,1,no
Fermin Cayetano,1,no
JUAN EVANGELISTA,1,no
PEDRO JOSEPH,1,no
JUANA JOSEFA EVANGELISTA,1,no
MA. ASUNCION,1,no
JOSEF CISTO PASTOR,1,no
JUANA MERCEDES,1,no
RAMÓN,1,no
ISIDRO JOSE,1,no
Irene Feliciana Ramona,1,no
María Micaela Ramona,1,no
Rudecindo Ramón,1,no
Pedro José Felipe,1,no
María Concepcion Mercedes Antonia,1,no
JOSEF RAMON CANDIDO,1,no
JUANA FELICITA FARINOVA,1,no
JUAN JOSEPH MANUEL RAMON,1,no
JUAN JOSE EXEQUIEL MIGUEL,1,no
IGNACIO RAMON,1,no
José María Deogracias,1,no
Barbara Joaquina,1,no
JOSÉ MARIA María,1,no
Rita Mercedes,1,no
José Judas,1,no
Cipriano Ramon,1,no
MARIA ANITA,1,no
JOSEPH VICENTE,1,no
MARIA PETRONILA,1,no
MARIA MANUELA,1,no
Maria Josefa CEFERINA,1,no
EUSEBIA,1,no
Jose Prudencio,1,no
Alfonso Ramon,1,no
CONCEPCION,1,no
Manuel Eusebio Acevedo,1,no
Manuel Eusebio,1,no
Celedonio Celedonio,1,no
Miguel F.,1,no
Maria Emiliana de la Concepción,1,no
Juan Nepomuceno Buenaventura,1,no
Felipa Antonia Paula,1,no
Victor Benildo,1,no
Maria Josefa Camila,1,no
Maria Transito Genara,1,no
Juan Andres Natalio,1,no
David Jose de los Santos,1,no
Jose Daniel Sabas,1,no
Jose Hermogenes de Jesus,1,no
Jose Hermogenes Gomez Otero,1,no
Maria Micaela Belen,1,no
Sergio Meliton,1,no
Jph Segundo,1,no
Pedro José Isidro,1,no
Bruno Josef,1,no
José Inocencio,1,no
Jose Inocencio,1,no
Maria Carmen,1,no
Maria Sinforosa Eulalia,1,no
Sinforosa,1,no
Maria Rodulfa,1,no
Jose Antonio Domingo,1,no
Barbara Vicenta,1,no
José María Asunción,1,no
Antonio María,1,no
Thomas Pedro Ignacio Joseph,1,no
Custodio,1,no
María del Carmen Águeda,1,no
Barbara Barbara Petronila,1,no
Maria leonor Ascencion Otero Ferreira,1,no
Maria Leonor Ascencion,1,no
Ospicio (H) Ospicio,1,no
Francisca Maria Francisca,1,no
Vicente Romualdo,1,no
José Joaquin Martinez Reyes,1,no
María Rosaura,1,no
Maria de los Reyes,1,no
Ana Maria de los Dolores María,1,no
María Josefa Jerónima,1,no
José Antonio Thomas,1,no
Jose Fernando,1,no
Asunción,1,no
Paula Francisca Gabriela,1,no
María Fidelia,1,no
Manuela Tiburcia,1,no
Petronila Díez Canseco y Nieto,1,no
Mariano Dámaso,1,no
José Franco,1,no
Eduardo José,1,no
Manuela Aniceta,1,no
Antonia Lutgarda,1,no
Antonia Ludgarda,1,no
Rafaela Josefa,1,no
Petronila Toribia,1,no
Mariana Manuela,1,no
Josef Mariano,1,no
María Octavia Fernanda,1,no
Roberto Eugenio,1,no
María Elisa Leonor Gregoria,1,no
María Amalia,1,no
José Braulio,1,no
Rosalvina,1,no
César Manuel,1,no
Sara Maria Mercedes Zereceda Flores del Campo,1,no
Sara Maria Mercedes,1,no
Francisco Javier Crisólogo,1,no
Armantina,1,no
Manuel Ysaac,1,no
Elena Pascuala de las Mercedes,1,no
Francisco Javier Antonio,1,no
Felipe José del Espíritu Santo,1,no
Clotilde Antonia,1,no
Francisca María Josefa,1,no
María Matilde Josefa,1,no
Demetrio Carlos,1,no
Juan Enrique Anacleto,1,no
Benigno Martín Aurelio,1,no
Manuel Marcelino Máximo,1,no
Máximo Julio Rospigliosi y Arróspide,1,no
José Benigno Adrián,1,no
María Eulalia Elena,1,no
María Sara,1,no
María Estela,1,no
Pablo Abel,1,no
María Cristina Clemencia,1,no
María Manuela Trinidad Eulogia,1,no
María Josefa del Carmen,1,no
José María Pablo,1,no
Benigno Isaac,1,no
Maria Maximiana Buenaventura,1,no
Ventura Recavarren y García Calderón,1,no
Federico León,1,no
Alberto Antonio,1,no
Pedro Leonidas,1,no
Domingo Maximiliano,1,no
Felipe Santiago Sita,1,no
José Camilo,1,no
Fidelia Elena Margarita,1,no
María Josefa Julia,1,no
Manuela Trinidad,1,no
José Pablo Marcial,1,no
Ricardo Arancibia Vercolme,1,no
José Manuel Ricardo,1,no
Juan Manuel Roberto,1,no
José Mateo Roberto,1,no
Sebastiana María Victoria,1,no
Joseph Bruno,1,no
Joseph Pablo,1,no
Joseph Manuel del Espíritu Santo,1,no
Phelipe Joseph,1,no
Felipe José,1,no
Francisca Luciana,1,no
Cathalina Antonia,1,no
María Eulalia,1,no
María del Carmen Teresa,1,no
Manuel Dionisio,1,no
Pedro Juan Juan,1,no
Joseph Gregorio Valentín,1,no
Luis Demetrio Agustin,1,no
Manuela Inocenta,1,no
Darío,1,no
Inocencia Bernice,1,no
Lizandro,1,no
Guillermo Constantino,1,no
Manuel Benigno,1,no
Carlos Federico,1,no
Etelvina,1,no
Fidelia (Fidelma),1,no
Cayetano Arturo,1,no
Ma. Lucia Lucia Mena,1,no
Vicente Ramon Ramón,1,no
Catalina Victoria Garcia,1,no
Ma. Martina Martina,1,no
Capitán Antonio Cavazos de la Garza,1,no
Juana de la,1,no
Lucía Lucia,1,no
Capitan Francisco,1,no
Francisco Jose Francisco,1,no
Josefa De La,1,no
"Alférez Pedro de la Garza de la Rocha, II",1,no
Alferéz Pedro de la Garza de la Rocha II,1,no
Jose Rocha,1,no
Capt Josef Lorenzo,1,no
Juan José Nepomunceno,1,no
Capitan Nicolas,1,no
Capitán Gregorio Fernández González,1,no
Margarita Ines,1,no
Capt Andres,1,no
Capitán Blas de la Garza Rodríguez de Montemayor,1,no
José Adrian,1,no
Capt. Tomás de la Garza Falcón,1,no
Capitán Manuel de la Garza Saldivar y Sosa Ayala,1,no
Antonio Felisiano,1,no
Santiago de la,1,no
Mónica De La,1,no
Capitán Francisco de la Garza Falcón Montemayor,1,no
Angela de los Santos,1,no
Capitán José Ochoa de la Garza,1,no
Alférez Nicolás Ochoa de la Garza,1,no
PHELIPE,1,no
María Francisca de Irigoyen de la Garza,1,no
María Tomasina Tomasina,1,no
Alferez Marcos Flores de Abrego de la Garza,1,no
Micheala,1,no
Alférez Miguel de la Garza Falcón Rentería,1,no
Antonio Miguel,1,no
Jacinto Jacinto,1,no
Antonia de la Garza,1,no
Joseph Machario,1,no
Catharina Gertrudis Catarina,1,no
Nicolasa de la Garza Falcon Renteria,1,no
Juan Yldefonso,1,no
Francisco Narciso,1,no
Teodoro Theodoro,1,no
Nicolasa Flores de Abrego,1,no
Juan Jose Flores de Abrego y,1,no
Petronila Villarreal de la Garza,1,no
Maria-Josefa,1,no
Capitán Miguel de la Garza,1,no
María Josefa de la Garza,1,no
María Josefa Catalina,1,no
Ana María De La Garza,1,no
Capitán Bernabé de la Garza,1,no
TEODORA XAVIERA Javiera,1,no
ISIDRO,1,no
AUGUSTIN,1,no
CLARA,1,no
JOSE EUGENIO,1,no
JUAN JOSE,1,no
CHRISTOBAL Cristobal,1,no
Bernanbe,1,no
Margarita de la,1,no
Capt Isidro,1,no
Miguel de Villarreal,1,no
Juana de Villarreal,1,no
Juana García de Sepúlveda,1,no
Maria Catarina Casilda,1,no
María Ana Maria,1,no
Ascencio Alonso,1,no
Pedro Botello,1,no
Alférez Pedro Botello de Morales de la Garza,1,no
Fernando (Juan),1,no
Micaela Michaela,1,no
Gerónimo Geronimo,1,no
Sargento Mayor Carlos Cantú Treviño,1,no
Nārāyaṇa?,1,no
NĀRĀYANA's Nābhi (navel),1,no
ब्रह्मा,1,no
BRAHMA,1,no
Samsrayudu,1,no
Vikrithudu,1,no
Seeshudu,1,no
Stanuvu,1,no
KA,1,no
SANAKA,1,no
SANANDANA,1,no
Marichi,1,no
MANU aka Prajāpati Panchajana,1,no
KARDAMA (Husband ),1,no
AGNI or FIRE,1,no
ANGĪRA aka ANGIRASA,1,no
BHRIGU,1,no
SARASVATI aka VĀK,1,no
PULASTYA,1,no
RUDRA,1,no
Bheemudu SKY,1,no
Rudrudu SURYA or SUN,1,no
Sarvudu EARTH,1,no
VARUNA or WATER,1,no
AIR,1,no
mahadevudu CHANDRA,1,no
MANMATHA (Cupid),1,no
VASANTHA or SPRING,1,no
WATER,1,no
Sandhya,1,no
Ygnavalkyudu,1,no
maraganalu,1,no
ugrudu,1,no
NĀRADA,1,no
KASHYAPA of Anga,1,no
PŪRNIMA,1,no
GANGA,1,no
PRASUTI,1,no
UTTANAPĀDA,1,no
DEVAHŪTI,1,no
ĀKUTI,1,no
PRIYAVRAT,1,no
GATI,1,no
Pulahar,1,no
KALĀ,1,no
ŚRADDHA,1,no
SHANTI,1,no
HAVIRBHU,1,no
KHYĀTI,1,no
KAPILA,1,no
ANASŪYA,1,no
ARUNDHATI,1,no
KSHAMA,1,no
DAKSHINA,1,no
SHRADDHĀ,1,no
