qid	geni_id	neighbourhood_size	last_attempted
Q45384707	6000000074746600351	6	2026-01-01
Q45384711	6000000074747315837	6	2026-01-01
Q45384714	6000000074747020983	6	2026-01-01
Q45384739	6000000074699232148	6	2026-01-01
Q45384740	6000000074699241118	6	2026-01-01
Q45385277	6000000074747621893	6	2026-01-01
Q45385278	6000000074747602871	6	2026-01-01
Q45385281	6000000074747157868	6	2026-01-01
Q45385324	6000000074746527272	6	2026-01-01
Q45385471	6000000074747677840	6	2026-01-01
Q45385472	6000000074747668840	6	2026-01-01
Q45385476	6000000074747167189	6	2026-01-01
Q45385577	6000000074747269989	6	2026-01-01
Q45385580	6000000074747634913	6	2026-01-01
Q45385988	6000000074747807824	6	2026-01-01
Q45386022	6000000074747778858	6	2026-01-01
Q45386431	6000000074747657041	6	2026-01-01
Q45386435	6000000074747691982	6	2026-01-01
Q45387052	6000000074685063293	6	2026-01-01
Q45387233	6000000074747657250	6	2026-01-01
Q45387238	6000000074748281821	6	2026-01-01
Q45387241	6000000074748194868	6	2026-01-01
Q45387610	6000000074748299249	6	2026-01-01
Q45387612	6000000074748058405	6	2026-01-01
Q45387618	6000000074748434166	6	2026-01-01
Q45387732	6000000074748755991	6	2026-01-01
Q45387736	6000000074748770927	6	2026-01-01
Q45387741	6000000074748427239	6	2026-01-01
Q45387846	6000000074748584151	6	2026-01-01
Q45387927	6000000074748938834	6	2026-01-01
Q45387933	6000000074746892490	6	2026-01-01
Q45388147	6000000074748181430	6	2026-01-01
Q45388151	6000000074748804057	6	2026-01-01
Q45388163	6000000074692288906	6	2026-01-01
Q45388165	6000000074692327855	6	2026-01-01
Q45388553	6000000074748898948	6	2026-01-01
Q45388554	6000000074748924936	6	2026-01-01
Q45388808	6000000074705504144	6	2026-01-01
Q45388814	6000000074748920018	6	2026-01-01
Q45388819	6000000074748302434	6	2026-01-01
Q45388820	6000000074749196827	6	2026-01-01
Q45389249	6000000074704096873	6	2026-01-01
Q45389312	6000000074749043103	6	2026-01-01
Q45389317	6000000074749219909	6	2026-01-01
Q45389648	6000000074748985145	6	2026-01-01
Q45390165	6000000074748969218	6	2026-01-01
Q45390178	6000000074749278065	6	2026-01-01
Q45390182	6000000074748896377	6	2026-01-01
Q45390567	6000000074749899929	6	2026-01-01
Q45390569	6000000074749851944	6	2026-01-01
Q45390570	6000000074749128410	6	2026-01-01
Q45390845	6000000074749371407	6	2026-01-01
Q45390846	6000000074749923013	6	2026-01-01
Q45390848	6000000074750008917	6	2026-01-01
Q45390852	6000000074750104833	6	2026-01-01
Q45390877	6000000074750136822	6	2026-01-01
Q45390879	6000000074750134822	6	2026-01-01
Q45390885	6000000074749920017	6	2026-01-01
Q45390890	6000000074749990968	6	2026-01-01
Q45390891	6000000074749161407	6	2026-01-01
Q45390920	6000000074750164829	6	2026-01-01
Q45390932	6000000074750148853	6	2026-01-01
Q45390935	6000000074749798112	6	2026-01-01
Q45390943	6000000074750134880	6	2026-01-01
Q45390947	6000000074749345386	6	2026-01-01
Q45390950	6000000074749782197	6	2026-01-01
Q45391070	6000000074750031975	6	2026-01-01
Q45391125	6000000074749994104	6	2026-01-01
Q45391129	6000000074750021956	6	2026-01-01
Q45391199	6000000074750235835	6	2026-01-01
Q45391210	6000000074749878133	6	2026-01-01
Q45391221	6000000074750017031	6	2026-01-01
Q45391949	6000000074711552121	6	2026-01-01
Q45392362	6000000074751147924	6	2026-01-01
Q45392365	6000000074750939035	6	2026-01-01
Q45392811	6000000074699488876	6	2026-01-01
Q45393002	6000000074751332019	6	2026-01-01
Q45393005	6000000074751021255	6	2026-01-01
Q45393007	6000000074751443872	6	2026-01-01
Q45393233	6000000074751437878	6	2026-01-01
Q45393249	6000000074699322980	6	2026-01-01
Q45393254	6000000074751256027	6	2026-01-01
Q45393276	6000000074751468909	6	2026-01-01
Q45393290	6000000074751535842	6	2026-01-01
Q45393294	6000000074751361962	6	2026-01-01
Q45393396	6000000074750358565	6	2026-01-01
Q45393400	6000000074751087112	6	2026-01-01
Q45393416	6000000074751532876	6	2026-01-01
Q45393420	6000000074751604831	6	2026-01-01
Q45393523	6000000074750871356	6	2026-01-01
Q45393527	6000000074751322079	6	2026-01-01
Q45393532	6000000074751619862	6	2026-01-01
Q45393974	6000000074747487837	6	2026-01-01
Q45394036	6000000074699463947	6	2026-01-01
Q45394043	6000000074699090309	6	2026-01-01
Q45394099	6000000074752139256	6	2026-01-01
Q45394103	6000000074752619955	6	2026-01-01
Q45394107	6000000074752808821	6	2026-01-01
Q45394218	6000000074752848822	6	2026-01-01
Q45394222	6000000074752778877	6	2026-01-01
Q45394510	6000000074699692127	6	2026-01-01
Q45395211	6000000074725850402	6	2026-01-01
Q45395214	6000000074726260878	6	2026-01-01
Q45396032	6000000074685149301	6	2026-01-01
Q45396042	6000000074714867088	6	2026-01-01
Q45396123	6000000074754020822	6	2026-01-01
Q45396128	6000000074753685058	6	2026-01-01
Q45396131	6000000074753909880	6	2026-01-01
Q45396144	6000000074701967880	6	2026-01-01
Q45396373	6000000074701776252	6	2026-01-01
Q45396377	6000000074701161800	6	2026-01-01
Q45396538	6000000074755277018	6	2026-01-01
Q45396541	6000000074755533862	6	2026-01-01
Q45396546	6000000074755550888	6	2026-01-01
Q45396731	6000000074756127822	6	2026-01-01
Q45397324	6000000074756126831	6	2026-01-01
Q45397327	6000000074756057879	6	2026-01-01
Q45397536	6000000074758004822	6	2026-01-01
Q45397548	6000000074757828907	6	2026-01-01
Q45397560	6000000074758001834	6	2026-01-01
Q45397581	6000000074758001846	6	2026-01-01
Q45397993	6000000074757714243	6	2026-01-01
Q45398037	6000000075325107983	6	2026-01-01
Q45398445	6000000074704139074	6	2026-01-01
Q45398451	6000000074703715465	6	2026-01-01
Q45398707	6000000074758392066	6	2026-01-01
Q45398710	6000000074758260124	6	2026-01-01
Q45398712	6000000074758423990	6	2026-01-01
Q45399011	6000000074727600142	6	2026-01-01
Q45400256	6000000074758553096	6	2026-01-01
Q45400262	6000000074758870837	6	2026-01-01
Q45400263	6000000074758711903	6	2026-01-01
Q45400287	6000000074758462083	6	2026-01-01
Q45400307	6000000074758180407	6	2026-01-01
Q45400318	6000000074758882846	6	2026-01-01
Q45400507	6000000074758928870	6	2026-01-01
Q45400508	6000000074758967877	6	2026-01-01
Q45400510	6000000074758578170	6	2026-01-01
Q45401133	6000000074704888882	6	2026-01-01
Q45401135	6000000074704541165	6	2026-01-01
Q45401487	6000000074758866019	6	2026-01-01
Q45401488	6000000074758267334	6	2026-01-01
Q45401558	6000000074712046986	6	2026-01-01
Q45401594	6000000074759140867	6	2026-01-01
Q45401596	6000000074757901781	6	2026-01-01
Q45401599	6000000074758699163	6	2026-01-01
Q45401664	6000000074759159864	6	2026-01-01
Q45401667	6000000074758579331	6	2026-01-01
Q45401824	6000000074726273897	6	2026-01-01
Q45401826	6000000074726386852	6	2026-01-01
Q45401839	6000000074759063946	6	2026-01-01
Q45401840	6000000074759143916	6	2026-01-01
Q45401842	6000000074759192938	6	2026-01-01
Q45401843	6000000074759049996	6	2026-01-01
Q45401850	6000000074758932150	6	2026-01-01
Q45401851	6000000074759174898	6	2026-01-01
Q45401892	6000000074705171020	6	2026-01-01
Q45401894	6000000074704887184	6	2026-01-01
Q45401932	6000000074704619481	6	2026-01-01
Q45401933	6000000074705265926	6	2026-01-01
Q45402004	6000000074709952827	6	2026-01-01
Q45402005	6000000074708906635	6	2026-01-01
Q45402072	6000000074759078009	6	2026-01-01
Q45402074	6000000074759076059	6	2026-01-01
Q45402116	6000000074726147133	6	2026-01-01
Q45402124	6000000074725924328	6	2026-01-01
Q45402162	6000000074759390872	6	2026-01-01
Q45402164	6000000074759387875	6	2026-01-01
Q45402314	6000000074705526159	6	2026-01-01
Q45402421	6000000074758685398	6	2026-01-01
Q45402422	6000000074759436915	6	2026-01-01
Q45402424	6000000074759564887	6	2026-01-01
Q45402666	6000000074705007467	6	2026-01-01
Q45402740	6000000074725975247	6	2026-01-01
Q45402742	6000000074725892434	6	2026-01-01
Q45402767	6000000074768372001	6	2026-01-01
Q45402787	6000000074768348023	6	2026-01-01
Q45402795	6000000074768571880	6	2026-01-01
Q45402813	6000000074768360053	6	2026-01-01
Q45402825	6000000074768313023	6	2026-01-01
Q45402948	6000000074706312846	6	2026-01-01
Q45402957	6000000074768795834	6	2026-01-01
Q45402959	6000000074768598984	6	2026-01-01
Q45402962	6000000074705461498	6	2026-01-01
Q454030	6000000017135604908	6	2026-01-01
Q45403055	6000000074717836857	6	2026-01-01
Q45403085	6000000074745296965	6	2026-01-01
Q45403108	6000000074768417158	6	2026-01-01
Q45403112	6000000074768530011	6	2026-01-01
Q45403113	6000000074768809866	6	2026-01-01
Q45403195	6000000074767669516	6	2026-01-01
Q45403196	6000000074768444062	6	2026-01-01
Q45403199	6000000074768784961	6	2026-01-01
Q45403871	6000000074768916103	6	2026-01-01
Q45403873	6000000074769159962	6	2026-01-01
Q45403874	6000000074769261912	6	2026-01-01
Q45404078	6000000074769722836	6	2026-01-01
Q45404083	6000000074769116095	6	2026-01-01
Q45404085	6000000074769741833	6	2026-01-01
Q45405751	6000000074745406864	6	2026-01-01
Q45405794	6000000074770458954	6	2026-01-01
Q45405805	6000000074770737876	6	2026-01-01
Q45405806	6000000074770838821	6	2026-01-01
Q45405825	6000000074770798849	6	2026-01-01
Q45405827	6000000074770010244	6	2026-01-01
Q45405830	6000000074770779883	6	2026-01-01
Q45405867	6000000074758183841	6	2026-01-01
Q45405869	6000000074758184903	6	2026-01-01
Q45405919	6000000074717528006	6	2026-01-01
Q45406095	6000000074716567562	6	2026-01-01
Q45406213	6000000074747370907	6	2026-01-01
Q45406241	6000000074770975877	6	2026-01-01
Q45406242	6000000074770836913	6	2026-01-01
Q45406244	6000000074770724935	6	2026-01-01
Q45406305	6000000074758742944	6	2026-01-01
Q45406310	6000000074758160397	6	2026-01-01
Q45406727	6000000074725920908	6	2026-01-01
Q45406785	6000000074771385893	6	2026-01-01
Q45406787	6000000074771171979	6	2026-01-01
Q45406828	6000000074770243238	6	2026-01-01
Q45406829	6000000074771514840	6	2026-01-01
Q45406901	6000000074771390931	6	2026-01-01
Q45406999	6000000074771443898	6	2026-01-01
Q45407004	6000000074771666821	6	2026-01-01
Q45407006	6000000074771588866	6	2026-01-01
Q45407210	6000000074771721864	6	2026-01-01
Q45407211	6000000074771678888	6	2026-01-01
Q45407215	6000000074771581890	6	2026-01-01
Q45407252	6000000074782924051	6	2026-01-01
Q45407439	6000000074783079091	6	2026-01-01
Q45407655	6000000074783382966	6	2026-01-01
Q45407657	6000000074783522836	6	2026-01-01
Q45407744	6000000074783566861	6	2026-01-01
Q45407745	6000000074783093130	6	2026-01-01
Q45407746	6000000074782987290	6	2026-01-01
Q45407941	6000000074783373038	6	2026-01-01
Q45407942	6000000074783102182	6	2026-01-01
Q45407943	6000000074783676821	6	2026-01-01
Q45407960	6000000074727205421	6	2026-01-01
Q45407975	6000000074783079328	6	2026-01-01
Q45407977	6000000074783289958	6	2026-01-01
Q45407980	6000000074783707821	6	2026-01-01
Q45408211	6000000074783619947	6	2026-01-01
Q45408213	6000000074783252156	6	2026-01-01
Q45408237	6000000074783558095	6	2026-01-01
Q45408239	6000000074783731890	6	2026-01-01
Q45408241	6000000074783677959	6	2026-01-01
Q45408244	6000000074783100335	6	2026-01-01
Q45408246	6000000074783553959	6	2026-01-01
Q45408248	6000000074783289981	6	2026-01-01
Q45408332	6000000074783970930	6	2026-01-01
Q45408334	6000000074784063846	6	2026-01-01
Q45408340	6000000074784081825	6	2026-01-01
Q45408384	6000000074783532353	6	2026-01-01
Q45408389	6000000074783903955	6	2026-01-01
Q45408391	6000000074784046855	6	2026-01-01
Q45408393	6000000074783396392	6	2026-01-01
Q45408396	6000000074783921944	6	2026-01-01
Q45408399	6000000074784022879	6	2026-01-01
Q45408401	6000000074783811080	6	2026-01-01
Q45408719	6000000074784314862	6	2026-01-01
Q45408721	6000000074784216912	6	2026-01-01
Q45408722	6000000074784260869	6	2026-01-01
Q45409262	6000000074784505879	6	2026-01-01
Q45409263	6000000074784378982	6	2026-01-01
Q45409264	6000000074783613552	6	2026-01-01
Q45409293	6000000074783290287	6	2026-01-01
Q45409294	6000000074784481919	6	2026-01-01
Q45409306	6000000074737470018	6	2026-01-01
Q45409312	6000000074783713485	6	2026-01-01
Q45409318	6000000074784536911	6	2026-01-01
Q45409320	6000000074784378996	6	2026-01-01
Q45409322	6000000074784425952	6	2026-01-01
Q45409323	6000000074784457936	6	2026-01-01
Q45409330	6000000074784584869	6	2026-01-01
Q45409332	6000000074783839380	6	2026-01-01
Q45409335	6000000074784382977	6	2026-01-01
Q45409341	6000000074751284072	6	2026-01-01
Q45409343	6000000074751287026	6	2026-01-01
Q45409358	6000000074784504894	6	2026-01-01
Q45409361	6000000074784163184	6	2026-01-01
Q45409362	6000000074784514911	6	2026-01-01
Q45409416	6000000074727763164	6	2026-01-01
Q45409587	6000000074784573927	6	2026-01-01
Q45409588	6000000074784664894	6	2026-01-01
Q45409592	6000000074784652900	6	2026-01-01
Q45409622	6000000074784752881	6	2026-01-01
Q45409624	6000000074784582955	6	2026-01-01
Q45409627	6000000074784704882	6	2026-01-01
Q45409638	6000000074784452083	6	2026-01-01
Q45409641	6000000074784152269	6	2026-01-01
Q45409642	6000000074784772834	6	2026-01-01
Q45409657	6000000074784437129	6	2026-01-01
Q45409659	6000000074784084363	6	2026-01-01
Q45409660	6000000074784678858	6	2026-01-01
Q45409833	6000000074784844876	6	2026-01-01
Q45409836	6000000074784802925	6	2026-01-01
Q45409837	6000000074784877878	6	2026-01-01
Q45409925	6000000074784933862	6	2026-01-01
Q45409927	6000000074784960865	6	2026-01-01
Q45409934	6000000074784679043	6	2026-01-01
Q45409937	6000000074784233433	6	2026-01-01
Q45409939	6000000074784869898	6	2026-01-01
Q45409997	6000000074784717037	6	2026-01-01
Q45410005	6000000074784562212	6	2026-01-01
Q45410007	6000000074784114459	6	2026-01-01
Q45410037	6000000074783352848	6	2026-01-01
Q45410124	6000000074783706656	6	2026-01-01
Q45410128	6000000074784714196	6	2026-01-01
Q45410130	6000000074784222527	6	2026-01-01
Q45410135	6000000074784761079	6	2026-01-01
Q45410137	6000000074785001889	6	2026-01-01
Q45410138	6000000074784976894	6	2026-01-01
Q45410197	6000000074784666194	6	2026-01-01
Q45410199	6000000074784978942	6	2026-01-01
Q45410205	6000000074784272366	6	2026-01-01
Q45411028	6000000074785719051	6	2026-01-01
Q45411033	6000000074785678071	6	2026-01-01
Q45411036	6000000074785724996	6	2026-01-01
Q45411163	6000000074785933901	6	2026-01-01
Q45411164	6000000074785468343	6	2026-01-01
Q45411167	6000000074784866677	6	2026-01-01
Q45411199	6000000074735911943	6	2026-01-01
Q45411203	6000000074748976054	6	2026-01-01
Q45411205	6000000074749241918	6	2026-01-01
Q45411302	6000000074786069855	6	2026-01-01
Q45411305	6000000074785656227	6	2026-01-01
Q45411308	6000000074785719178	6	2026-01-01
Q45411409	6000000074783148916	6	2026-01-01
Q45411411	6000000074781826664	6	2026-01-01
Q45411429	6000000074785908098	6	2026-01-01
Q45411432	6000000074786176859	6	2026-01-01
Q45411435	6000000074786127869	6	2026-01-01
Q45411497	6000000074785841137	6	2026-01-01
Q45411500	6000000074785915180	6	2026-01-01
Q45411502	6000000074786128904	6	2026-01-01
Q45411513	6000000074700375229	6	2026-01-01
Q45411515	6000000074700896901	6	2026-01-01
Q45411517	6000000074786144956	6	2026-01-01
Q45411519	6000000074785435445	6	2026-01-01
Q45411520	6000000074785993003	6	2026-01-01
Q45411557	6000000074785669424	6	2026-01-01
Q45411561	6000000074785236529	6	2026-01-01
Q45411566	6000000074786201894	6	2026-01-01
Q45411640	6000000074786263892	6	2026-01-01
Q45411642	6000000074786295852	6	2026-01-01
Q45411644	6000000074785604646	6	2026-01-01
Q45411695	6000000074785391578	6	2026-01-01
Q45411696	6000000074786158975	6	2026-01-01
Q45411697	6000000074785992172	6	2026-01-01
Q45411735	6000000074785915332	6	2026-01-01
Q45411739	6000000074786290967	6	2026-01-01
Q45411768	6000000074786151068	6	2026-01-01
Q45411769	6000000074785993126	6	2026-01-01
Q45411896	6000000074786455917	6	2026-01-01
Q45411902	6000000074785921323	6	2026-01-01
Q45411905	6000000074786213078	6	2026-01-01
Q45411919	6000000074785818667	6	2026-01-01
Q45411995	6000000074786620952	6	2026-01-01
Q45411997	6000000074786360176	6	2026-01-01
Q45411998	6000000074786211412	6	2026-01-01
Q45412176	6000000074787136989	6	2026-01-01
Q45412178	6000000074786742286	6	2026-01-01
Q45412179	6000000074786782350	6	2026-01-01
Q45412180	6000000074786645506	6	2026-01-01
Q45412252	6000000074787139066	6	2026-01-01
Q45412254	6000000074786537550	6	2026-01-01
Q45412295	6000000074787095178	6	2026-01-01
Q45412297	6000000074787371858	6	2026-01-01
Q45412299	6000000074787157994	6	2026-01-01
Q45412362	6000000074786402810	6	2026-01-01
Q45412513	6000000074787054193	6	2026-01-01
Q45412515	6000000074787520842	6	2026-01-01
Q45412543	6000000074757889938	6	2026-01-01
Q45412546	6000000074756977346	6	2026-01-01
Q45412621	6000000074787383041	6	2026-01-01
Q45412623	6000000074786954406	6	2026-01-01
Q45412626	6000000074787422050	6	2026-01-01
Q45413179	6000000074788038856	6	2026-01-01
Q45413188	6000000074787991828	6	2026-01-01
Q45413190	6000000074787852049	6	2026-01-01
Q45413287	6000000074787567221	6	2026-01-01
Q45413290	6000000074788050924	6	2026-01-01
Q45413292	6000000074787819061	6	2026-01-01
Q45413320	6000000074788097871	6	2026-01-01
Q45413321	6000000074787246650	6	2026-01-01
Q45413427	6000000074749389838	6	2026-01-01
Q45413429	6000000074749421832	6	2026-01-01
Q45413495	6000000074788185389	6	2026-01-01
Q45413499	6000000074788640110	6	2026-01-01
Q45413503	6000000074788469216	6	2026-01-01
Q45414109	6000000074789653884	6	2026-01-01
Q45414191	6000000074789553066	6	2026-01-01
Q45414193	6000000074789027395	6	2026-01-01
Q45414195	6000000074789762874	6	2026-01-01
Q45414200	6000000074789670953	6	2026-01-01
Q45414202	6000000074789738889	6	2026-01-01
Q45414205	6000000074789525110	6	2026-01-01
Q45414206	6000000074789807828	6	2026-01-01
Q45414209	6000000074789595971	6	2026-01-01
Q45414237	6000000074789026383	6	2026-01-01
Q45414238	6000000074789737924	6	2026-01-01
Q45414240	6000000074789623094	6	2026-01-01
Q45414418	6000000074727304460	6	2026-01-01
Q45414625	6000000074790057146	6	2026-01-01
Q45414627	6000000074789285662	6	2026-01-01
Q45414629	6000000074790031352	6	2026-01-01
Q45415262	6000000074790557225	6	2026-01-01
Q45415268	6000000074790925011	6	2026-01-01
Q45415269	6000000074791026894	6	2026-01-01
Q45415967	6000000074792317912	6	2026-01-01
Q45415968	6000000074792326915	6	2026-01-01
Q45415970	6000000074792206955	6	2026-01-01
Q45416099	6000000074790899768	6	2026-01-01
Q45416101	6000000074791553282	6	2026-01-01
Q45416276	6000000074792618872	6	2026-01-01
Q45416280	6000000074791357724	6	2026-01-01
Q45416782	6000000074792116437	6	2026-01-01
Q45416785	6000000074792969067	6	2026-01-01
Q45416787	6000000074793285853	6	2026-01-01
Q45416878	6000000074798193857	6	2026-01-01
Q45416881	6000000074797924034	6	2026-01-01
Q45416885	6000000074797894996	6	2026-01-01
Q45417289	6000000075326626881	6	2026-01-01
Q45417290	6000000075326534913	6	2026-01-01
Q45417291	6000000075325837470	6	2026-01-01
Q45417408	6000000075326745868	6	2026-01-01
Q45417409	6000000075326792825	6	2026-01-01
Q45417411	6000000075326459092	6	2026-01-01
Q45418067	6000000074725328110	6	2026-01-01
Q45418128	6000000075327152850	6	2026-01-01
Q45418129	6000000075327050921	6	2026-01-01
Q45418131	6000000075326824023	6	2026-01-01
Q45418315	6000000075327172848	6	2026-01-01
Q45418317	6000000075326288308	6	2026-01-01
Q45418522	6000000075327126924	6	2026-01-01
Q45418524	6000000075326434368	6	2026-01-01
Q45418526	6000000075326923025	6	2026-01-01
Q45418628	6000000075327516874	6	2026-01-01
Q45418630	6000000075327515874	6	2026-01-01
Q45418827	6000000074746626821	6	2026-01-01
Q45418828	6000000074746482928	6	2026-01-01
Q45419093	6000000075334314878	6	2026-01-01
Q45419095	6000000075334215987	6	2026-01-01
Q45419730	6000000075345190872	6	2026-01-01
Q45419731	6000000075345281839	6	2026-01-01
Q45420008	6000000075346282839	6	2026-01-01
Q45420011	6000000075346254856	6	2026-01-01
Q45420013	6000000075345316276	6	2026-01-01
Q45422012	6000000075401853937	6	2026-01-01
Q45422689	6000000075404362010	6	2026-01-01
Q45422692	6000000075404532903	6	2026-01-01
Q45424519	6000000075404886191	6	2026-01-01
Q45424539	6000000075405576970	6	2026-01-01
Q45424557	6000000075405183068	6	2026-01-01
Q45424814	6000000074726677610	6	2026-01-01
Q45424858	6000000074727324887	6	2026-01-01
Q45425035	6000000075405999093	6	2026-01-01
Q45425078	6000000075405977061	6	2026-01-01
Q45425120	6000000075405874135	6	2026-01-01
Q45425403	6000000074758942045	6	2026-01-01
Q45425406	6000000075406738908	6	2026-01-01
Q45425447	6000000075406209301	6	2026-01-01
Q45425490	6000000075406784997	6	2026-01-01
Q45425869	6000000075406646973	6	2026-01-01
Q45425909	6000000075405772339	6	2026-01-01
Q45425950	6000000075406802846	6	2026-01-01
Q45426025	6000000074746861070	6	2026-01-01
Q45426099	6000000074758154319	6	2026-01-01
Q45426137	6000000074758852858	6	2026-01-01
Q45426395	6000000074748874288	6	2026-01-01
Q45426439	6000000074749493900	6	2026-01-01
Q45426474	6000000074750206668	6	2026-01-01
Q45426639	6000000074746553380	6	2026-01-01
Q45426680	6000000074746911101	6	2026-01-01
Q45426783	6000000075407114940	6	2026-01-01
Q45426827	6000000075407025883	6	2026-01-01
Q45426870	6000000075406846015	6	2026-01-01
Q45427283	6000000075407577926	6	2026-01-01
Q45427365	6000000075406331870	6	2026-01-01
Q45427371	6000000075407695845	6	2026-01-01
Q45427408	6000000075406403879	6	2026-01-01
Q45427450	6000000075406292879	6	2026-01-01
Q45427564	6000000074788834198	6	2026-01-01
Q45427828	6000000075405953347	6	2026-01-01
Q45427867	6000000075406699986	6	2026-01-01
Q45427912	6000000075406895821	6	2026-01-01
Q45427994	6000000074752610967	6	2026-01-01
Q45428059	6000000074758223591	6	2026-01-01
Q45428168	6000000074784607824	6	2026-01-01
Q45428191	6000000074702455123	6	2026-01-01
Q45428234	6000000074702627946	6	2026-01-01
Q45428489	6000000074738024830	6	2026-01-01
Q45428512	6000000075419270039	6	2026-01-01
Q45428547	6000000075419359951	6	2026-01-01
Q45428576	6000000075418685858	6	2026-01-01
Q45428584	6000000075419351954	6	2026-01-01
Q45428614	6000000075418461962	6	2026-01-01
Q45428647	6000000075418217203	6	2026-01-01
Q45428972	6000000075425739086	6	2026-01-01
Q45429048	6000000075421633822	6	2026-01-01
Q45429113	6000000075427784822	6	2026-01-01
Q45429121	6000000075424254893	6	2026-01-01
Q45429142	6000000075429180822	6	2026-01-01
Q45429221	6000000075426061937	6	2026-01-01
Q45429242	6000000075427625873	6	2026-01-01
Q45429256	6000000075428956863	6	2026-01-01
Q45429336	6000000075429345822	6	2026-01-01
Q45429358	6000000075425057188	6	2026-01-01
Q45429379	6000000075427671903	6	2026-01-01
Q45429420	6000000075425832822	6	2026-01-01
Q45429495	6000000075427023892	6	2026-01-01
Q45429502	6000000075427784826	6	2026-01-01
Q45429515	6000000075420142064	6	2026-01-01
Q45429553	6000000074771307899	6	2026-01-01
Q45429625	6000000075427661881	6	2026-01-01
Q45429638	6000000075420396902	6	2026-01-01
Q45429647	6000000074787309849	6	2026-01-01
Q45429655	6000000075420100184	6	2026-01-01
Q45429716	6000000075420550906	6	2026-01-01
Q45429736	6000000075425198092	6	2026-01-01
Q45429763	6000000075429016840	6	2026-01-01
Q45429830	6000000075424778881	6	2026-01-01
Q45429847	6000000075427416859	6	2026-01-01
Q45429878	6000000075428637855	6	2026-01-01
Q45429910	6000000075427349902	6	2026-01-01
Q45429971	6000000075421178879	6	2026-01-01
Q45429972	6000000075427429876	6	2026-01-01
Q45429973	6000000075425887097	6	2026-01-01
Q45429983	6000000075428517915	6	2026-01-01
Q45430007	6000000075427106838	6	2026-01-01
Q45430042	6000000075428702821	6	2026-01-01
Q45430078	6000000075420379835	6	2026-01-01
Q45430095	6000000075427352963	6	2026-01-01
Q45430158	6000000075426825259	6	2026-01-01
Q45430196	6000000075427331881	6	2026-01-01
Q45430204	6000000075423585962	6	2026-01-01
Q45430219	6000000075427380913	6	2026-01-01
Q45430220	6000000075426308822	6	2026-01-01
Q45430250	6000000075426699854	6	2026-01-01
Q45430320	6000000075427036007	6	2026-01-01
Q45430324	6000000075428474076	6	2026-01-01
Q45430384	6000000075420394821	6	2026-01-01
Q45430411	6000000075421266829	6	2026-01-01
Q45430438	6000000075426117070	6	2026-01-01
Q45430466	6000000075422105908	6	2026-01-01
Q45430471	6000000075419988490	6	2026-01-01
Q45430524	6000000075426878822	6	2026-01-01
Q45430530	6000000075425697092	6	2026-01-01
Q45430639	6000000075419875038	6	2026-01-01
Q45430646	6000000075429376851	6	2026-01-01
Q45430658	6000000074788364460	6	2026-01-01
Q45430667	6000000075420610924	6	2026-01-01
Q45430712	6000000075429106886	6	2026-01-01
Q45430741	6000000075425261020	6	2026-01-01
Q45430828	6000000075420480191	6	2026-01-01
Q45430893	6000000075423089941	6	2026-01-01
Q45430902	6000000075424043020	6	2026-01-01
Q45430913	6000000075421635864	6	2026-01-01
Q45430976	6000000075421732858	6	2026-01-01
Q45431007	6000000075419973864	6	2026-01-01
Q45431026	6000000075424025929	6	2026-01-01
Q45431178	6000000075424128010	6	2026-01-01
Q45431240	6000000075423258350	6	2026-01-01
Q45431341	6000000075429292890	6	2026-01-01
Q45431365	6000000075420050867	6	2026-01-01
Q45431440	6000000075425740904	6	2026-01-01
Q45431541	6000000075424243251	6	2026-01-01
Q45431548	6000000075423828264	6	2026-01-01
Q45431572	6000000075419917877	6	2026-01-01
Q45431617	6000000075427238915	6	2026-01-01
Q45431678	6000000075419658122	6	2026-01-01
Q45431681	6000000075427211877	6	2026-01-01
Q45431743	6000000075427247911	6	2026-01-01
Q45431833	6000000075427385982	6	2026-01-01
Q45431857	6000000075424999885	6	2026-01-01
Q45431860	6000000075426675883	6	2026-01-01
Q45431870	6000000074789510971	6	2026-01-01
Q45431880	6000000075425918887	6	2026-01-01
Q45431887	6000000075419651017	6	2026-01-01
Q45431959	6000000075420381868	6	2026-01-01
Q45431971	6000000075426417972	6	2026-01-01
Q45432107	6000000074736101901	6	2026-01-01
Q45432142	6000000075419827342	6	2026-01-01
Q45432200	6000000075421106082	6	2026-01-01
Q45432329	6000000075420134992	6	2026-01-01
Q45432432	6000000075424325822	6	2026-01-01
Q45432438	6000000075423554071	6	2026-01-01
Q45432501	6000000075423444187	6	2026-01-01
Q45432563	6000000075419713935	6	2026-01-01
Q45432619	6000000075423121446	6	2026-01-01
Q45432626	6000000075419863822	6	2026-01-01
Q45432654	6000000075426776821	6	2026-01-01
Q45432684	6000000075424221882	6	2026-01-01
Q45432796	6000000075422729921	6	2026-01-01
Q45432874	6000000075424031845	6	2026-01-01
Q45432940	6000000075420965092	6	2026-01-01
Q45432969	6000000075426679855	6	2026-01-01
Q45433027	6000000075427412892	6	2026-01-01
Q45433094	6000000075426369009	6	2026-01-01
Q45433118	6000000075422441140	6	2026-01-01
Q45433159	6000000075427344976	6	2026-01-01
Q45433228	6000000075424615979	6	2026-01-01
Q45433284	6000000075423758256	6	2026-01-01
Q45433331	6000000075423732984	6	2026-01-01
Q45433351	6000000075427185543	6	2026-01-01
Q45433515	6000000075420948951	6	2026-01-01
