kind,name,occurrences,verdict,qids
given,'Aretas',1,no item,
given,"Al-Ḥāriṯ,",1,no item,
given,Shu'dat,1,no item,
given,Huldu,1,no item,
given,Hagera,1,no item,
given,Gamilath,1,no item,
given,Hagera),1,no item,
given,'Soter',1,no item,
given,Joseph),1,no item,
given,Eliga,1,no item,
given,“Lige”,1,no item,
given,Crawley,1,resolved,Q98651420
given,Keminnub,1,no item,
given,"Djedefre,",1,no item,
given,Ra,1,no item,
given,Sakhbu,1,no item,
given,Aoh,1,no item,
given,برکہ,1,no item,
given,Берке,1,no item,
given,Bärkä,1,no item,
given,Maccabæus,1,no item,
given,Esukan,1,no item,
given,Avag,1,no item,
given,Khvashak,1,no item,
given,Кылыч-Арслан,1,no item,
given,Kılıç,1,no item,
given,Ancharia,1,no item,
given,Rhyg,1,no item,
given,Beatiz,1,no item,
given,Centho),1,no item,
given,Varus),1,no item,
given,Dives),1,no item,
given,Agestalus),1,no item,
given,Lukasz,1,no item,
given,Sothimus,1,no item,
given,Dyegilos,1,no item,
given,Raizdos,1,no item,
given,Semestra,1,no item,
given,Thrace),1,no item,
given,Iphicrates,1,no item,
given,Sparatocos,1,no item,
given,Meredates,1,no item,
given,Parthamasiris,1,no item,
given,Ghadana,1,no item,
given,Vologases,1,no item,
given,Husik,1,no item,
given,Dolphin,1,no item,
given,Sudamanggala,1,no item,
given,Himpun,1,no item,
given,Abdurrazzaq,1,no item,
given,Drusus),1,no item,
given,Nasica),1,no item,
given,Barbatus),1,no item,
given,Scipio),1,no item,
given,Masonia,1,no item,
given,Allobrogicus),1,no item,
given,Maso),1,no item,
given,Macedonicus),1,no item,
given,Khaliq,1,no item,
given,al-idrus,1,no item,
given,mataram-majapahit,1,no item,
given,Suzana,1,resolved,Q14936489
given,Zofja,1,no item,
given,kahuripan-majapahit,1,no item,
given,Cato),1,no item,
given,PETRONILA,1,resolved,Q65981517
given,Lasem-Majapahit,1,no item,
given,Eunoë,1,no item,
given,LEONARDO,1,resolved,Q18220847
given,Kibang,1,no item,
given,Kuning/ki,1,no item,
given,Bogud,1,no item,
given,Pomponianus,1,no item,
given,Metellus),1,no item,
given,Aeidadus,1,no item,
given,Claudilla,1,no item,
given,Latina,1,no item,
given,Corvinus),1,no item,
given,Asprenas),1,no item,
given,Vistilius,1,no item,
given,Vinicianus,1,no item,
given,(Daghter,1,no item,
given,Kreka,1,no item,
given,Erekan,1,no item,
given,Κρέκαν,1,no item,
given,Octavius),1,no item,
given,Pompilia,1,no item,
given,Tremulus,1,no item,
given,Pomponius),1,no item,
given,Tatius),1,no item,
given,Syarip,1,no item,
given,Marcia),1,no item,
given,Tremulus),1,no item,
given,Ennius),1,no item,
given,Ferox,1,no item,
given,Vetus),1,no item,
given,Vetus,1,no item,
given,Ghaziya,1,resolved,Q106847839
given,Raziya,1,no item,
given,Vinicius,1,resolved,Q20001585
given,Kendlé,1,no item,
given,Maecenas,1,no item,
given,Varro),1,no item,
given,Catus),1,no item,
given,Minor),1,no item,
given,Capito,1,no item,
given,Iunilla,1,no item,
given,Michla,1,no item,
given,Jittel,1,no item,
given,Jabezine,1,no item,
given,Laterana,1,no item,
given,Marcellus),1,no item,
given,Agrippa),1,no item,
given,Graecinus,1,no item,
given,Turpilianus,1,no item,
given,Quinctius),1,no item,
given,Sporus,1,no item,
given,Pompeius),1,no item,
given,Paccia,1,no item,
given,Caracalla),1,no item,
given,Geta),1,no item,
given,Vitorius),1,no item,
given,Blaesilla,1,no item,
given,Saturnius),1,no item,
given,Zoticus,1,no item,
given,Hierocles,1,resolved,Q138603700
given,Theoclia,1,no item,
given,Sallustia,1,no item,
given,Barbia,1,no item,
given,Parthia,1,no item,
given,Ziyanak,1,no item,
given,Arhakuni,1,no item,
given,Yekhezkel,1,no item,
given,Ha-Nagid,1,no item,
given,Nakhman,1,no item,
given,Ha-Cohen,1,no item,
given,Merida,1,no item,
given,Yekhiel,1,no item,
given,Eliya,1,no item,
given,Baradai,1,no item,
given,Ha-Gaon,1,no item,
given,Zedek,1,no item,
given,Arsace,1,no item,
given,Artaban,1,no item,
given,Bacasis,1,no item,
given,Ri-'nu,1,no item,
given,Apodakos,1,no item,
given,Symacho,1,no item,
given,Parthia)),1,no item,
given,Vachagan,1,no item,
given,Prudentissimus),1,no item,
given,Capitolinus),1,no item,
given,Sampsigeramus),1,no item,
given,Arabianus,1,no item,
given,Terentianus),1,no item,
given,Arabianus),1,no item,
given,Terentianus,1,no item,
given,Tertullus),1,no item,
given,Flavius),1,no item,
given,Liberalis),1,no item,
given,Soranus),1,no item,
given,Publicola),1,no item,
given,Eclectus,1,no item,
given,Otho),1,no item,
given,Laecania,1,no item,
given,Haterius),1,no item,
given,Caligula),1,no item,
given,Rognskaug,1,no item,
given,Gabrielė,1,ambiguous — several items share the label,4 items
given,Габриэла,1,no item,
given,Isauricus),1,no item,
given,Aemilius),1,no item,
given,WIfe,1,no item,
given,Achaica,1,no item,
given,Ahenobarbi,1,no item,
given,Lutatia,1,no item,
given,Q.,1,resolved,Q19803515
given,Hortensi,1,no item,
given,Caepiones,1,no item,
given,Ocellina,1,no item,
given,(2ns,1,no item,
given,Creslieu,1,no item,
given,Phillipine,1,resolved,Q106145774
given,Huricihan,1,no item,
given,Sultanzâde,1,no item,
given,Rafigie,1,no item,
given,Orhan,1,resolved,Q2030344
given,Saldanha,1,no item,
given,Philippus),1,no item,
given,Successus),1,no item,
given,Successus,1,no item,
given,Domitian),1,no item,
given,Torquatus),1,no item,
given,Silana,1,no item,
given,Antiochianus),1,no item,
given,Septimius),1,no item,
given,Apollinaris),1,no item,
given,Fuscianus),1,no item,
given,Sallustius),1,no item,
given,Pertinax),1,no item,
given,Agedia,1,no item,
given,Quintina,1,no item,
given,Pupius),1,no item,
given,Frugi),1,no item,
given,Ahib,1,no item,
given,Ulfina,1,no item,
given,Adelphius),1,no item,
given,Maelaithgen,1,no item,
given,Vibianus),1,no item,
given,Severianus),1,no item,
given,Paulinus),1,no item,
given,Ennnodia,1,no item,
given,Cius,1,no item,
given,Adventus,1,no item,
given,(African,1,no item,
given,Mamertinus),1,no item,
given,Novia,1,no item,
given,Crispinus),1,no item,
given,Agaclytus,1,no item,
given,Libo),1,no item,
given,选,1,no item,
given,朝文,1,no item,
given,淑良,1,no item,
given,财生,1,no item,
given,財生,1,no item,
given,德玉,1,no item,
given,子华,1,no item,
given,接山,1,no item,
given,Teng-hui,1,no item,
given,登輝,1,no item,
given,向春,1,no item,
given,宏德,1,no item,
given,发,1,no item,
given,千三郎,1,no item,
given,衍宗,1,no item,
given,仕荣,1,no item,
given,三五郎,1,no item,
given,月辉,1,no item,
given,玉富,1,no item,
given,维兹,1,no item,
given,成聪,1,no item,
given,乾聪,1,no item,
given,鉴,1,no item,
given,弘照,1,no item,
given,憲文,1,no item,
given,(Narsi),1,no item,
given,Jamasp,1,no item,
given,d.642,1,no item,
given,r.642-660,1,no item,
given,Paduspan,1,no item,
given,Cian,1,resolved,Q7601360
given,Lwytgoed,1,no item,
given,Cadian,1,no item,
given,Takahatenamun,1,no item,
given,Tekahatamani*,1,no item,
given,(Fulvii,1,no item,
given,Rustici,1,no item,
given,Catulla,1,no item,
given,Messallina,1,no item,
given,Catullus,1,no item,
given,Fabius),1,no item,
given,Tadenitenbast*,1,no item,
given,Zarir,1,no item,
given,پانزدههمین,1,no item,
given,Zurvandukht,1,no item,
given,Yubeh,1,no item,
given,Adurfrazgird,1,no item,
given,Zamasp,1,no item,
given,(Constantinople's,1,no item,
given,Hormisdas),1,no item,
given,r.379-383,1,no item,
given,Aspas,1,no item,
given,Hormozdak,1,no item,
given,Jørda,1,no item,
given,(Amenmesses,1,no item,
given,Amenmose),1,no item,
given,罔榆,1,no item,
given,祝融,1,no item,
given,小帝,1,no item,
given,术器,1,no item,
given,名器,1,no item,
given,Nike,1,resolved,Q19810283
given,Turkish,1,no item,
given,Dukht,1,no item,
given,629,1,no item,
given,(Bendoy),1,no item,
given,(Hormozd,1,no item,
given,فرخ‌هرمز,1,no item,
given,r.631,1,no item,
given,(Asparapet),1,no item,
given,r.651-665,1,no item,
given,Tiruyih,1,no item,
given,Hormozd-doḵt,1,no item,
given,Padhuspani,1,no item,
given,Padushan,1,no item,
given,r.712-728,1,no item,
given,r.740-760,1,no item,
given,r.660-676,1,no item,
given,Dadhburzmihr,1,no item,
given,r.728-740/741,1,no item,
given,Saruyi,1,no item,
given,I.aII.,1,no item,
given,Saladin,1,resolved,Q19387392
given,Nansey,1,no item,
given,Danwr,1,no item,
given,(Fire,1,no item,
given,Bearer),1,no item,
given,Albrigtsen,1,no item,
given,Berith,1,no item,
given,Sørene,1,no item,
given,Lengeh,1,no item,
given,siak,1,no item,
given,lengeh,1,no item,
given,Jambi,1,no item,
given,Surjohudojo,1,no item,
given,PurwoSeputro,1,no item,
given,Janina,1,resolved,Q355848
given,Sambice,1,no item,
given,Минли-бика,1,no item,
given,Saint-Clair,1,no item,
given,Tibod,1,no item,
given,Plìchtiana,1,no item,
given,Darío,1,ambiguous — several items share the label,Q1414770 | Q33092476
given,Tzvi,1,resolved,Q96482919
given,חיים,1,no item,
given,הארלוף,1,no item,
given,IZZ-ud-din,1,no item,
given,KHUSRAW,1,no item,
given,r.1282,1,no item,
given,Bayaluni,1,no item,
given,Баялуни,1,no item,
given,Sutai,1,no item,
given,Akhtachi,1,no item,
given,(-1332),1,no item,
given,Tangiz,1,no item,
given,Guragan,1,no item,
given,Suratna,1,no item,
given,Mahdī,1,no item,
given,Bakhtariya,1,no item,
given,Abarwiz,1,no item,
given,Masmughan,1,no item,
given,(Al-Masmughan,1,no item,
given,Malik),1,no item,
given,Jičínský,1,no item,
given,Theotilde,1,no item,
given,Adolfsen,1,no item,
given,Rhuzukan,1,no item,
given,(daughter,1,no item,
given,Djalal),1,no item,
given,Bora,1,resolved,Q3642339
given,(converts,1,no item,
given,(Parvaneh),1,no item,
given,r.1411,1,no item,
given,under,1,no item,
given,tutelage,1,no item,
given,Tandu,1,no item,
given,r.1421,1,no item,
given,1411-1421,1,no item,
given,r.1410-1411,1,no item,
given,ud-Dowla,1,no item,
given,ala,1,no item,
given,Dowla,1,no item,
given,r.1425-1432,1,no item,
given,Mappatunru,1,no item,
given,Mangijarang,1,no item,
given,Parang,1,no item,
given,ke-30,1,no item,
given,Tuminang,1,no item,
given,Katangka,1,no item,
given,Narymontowicz,1,no item,
given,Palippu,1,no item,
given,Maddinra,1,no item,
given,Betti’E,1,no item,
given,Madinra,1,no item,
given,PabettiE,1,no item,
given,Rappang,1,no item,
given,"""Garbaty""",1,no item,
given,1336-1337,1,no item,
given,Elfel,1,no item,
given,Eyrn,1,no item,
given,Ян-Семён,1,no item,
given,Giang,1,no item,
given,淑珠,1,no item,
given,Madogion,1,no item,
given,Morda,1,no item,
given,Gwalchmai,1,no item,
given,Lelia,1,ambiguous — several items share the label,Q21148175 | Q21286118
given,Gochin,1,no item,
given,Vögele,1,no item,
given,Kindel,1,no item,
given,Schifele,1,no item,
given,X6,1,no item,
given,Скидер,1,no item,
given,Isambard,1,resolved,Q110257024
given,Aleksas,1,resolved,Q20817453
given,吉种,1,no item,
given,Alvan,1,no item,
given,Ademe,1,no item,
given,Berele,1,no item,
given,Alye,1,no item,
given,Lightfoot,1,no item,
given,Dyfynfarch,1,no item,
given,Yisulun,1,no item,
given,Йисулун,1,no item,
given,Daritaï,1,no item,
given,Даритай,1,no item,
given,Qata,1,no item,
given,Odde,1,no item,
given,Cylchyd,1,no item,
given,Bayju,1,no item,
given,Байджу,1,no item,
given,Naligu,1,no item,
given,Налигу,1,no item,
given,Achigi,1,no item,
given,Алли,1,no item,
given,Budjay,1,no item,
given,Буджай,1,no item,
given,Otto-Kåre,1,no item,
given,Oraday,1,no item,
given,Орадай,1,no item,
given,Tudan,1,no item,
given,Тудан,1,no item,
given,Gazan,1,no item,
given,Izshyl-Turkin,1,no item,
given,Изшил-Туркин,1,no item,
given,Abdakhh,1,no item,
given,Абдалахх,1,no item,
given,Tokha,1,no item,
given,Тоха,1,no item,
given,Yia-Yia,1,no item,
given,Buka-Timur,1,no item,
given,Yuldue-Timur,1,no item,
given,Юлдуэ-Тимур,1,no item,
given,Kabil-Timur,1,no item,
given,Кабил-Тимур,1,no item,
given,Habil-Timur,1,no item,
given,Хабил-Тимур,1,no item,
given,Duva,1,no item,
given,Kadaki-Sechen,1,no item,
given,Кайдаки-Сечен,1,no item,
given,Ясаур,1,no item,
given,Эбугэн,1,no item,
given,Bugu,1,no item,
given,Бугу,1,no item,
given,Bomza,1,no item,
given,Бомза,1,no item,
given,Zu-el-Karnayn,1,no item,
given,Зу-л-Карнайн,1,no item,
given,Yul-Buka,1,no item,
given,Юл-Бука,1,no item,
given,Uruk-Borak,1,no item,
given,Урук-Борак,1,no item,
given,Сати,1,no item,
given,Olchyay,1,no item,
given,Олчай,1,no item,
given,Gwrgant,1,no item,
given,Barbtruch,1,no item,
given,Bil'ka-Timur,1,no item,
given,Билька-Тимур,1,no item,
given,Mu'min,1,no item,
given,Му'мин,1,no item,
given,Bekh-Timur,1,no item,
given,many,1,no item,
given,grandsons,1,no item,
given,Otzh'chaiy-Buka,1,no item,
given,Отжчай,1,no item,
given,Kutlug-Shah,1,no item,
given,Кутлуг-Шах,1,no item,
given,Bulat-Khadak,1,no item,
given,Булат-Кадак,1,no item,
given,Yisun,1,no item,
given,Иисун,1,no item,
given,Urkudak,1,no item,
given,Уркудак,1,no item,
given,Alhu,1,no item,
given,Aluhu,1,no item,
given,Алху,1,no item,
given,Barak,1,no item,
given,Балли,1,no item,
given,Ingvor,1,no item,
given,Adjitsey,1,no item,
given,Аджицей,1,no item,
given,Artaba-Dordjy,1,no item,
given,Артаба-Дорджи,1,no item,
given,Choutu,1,no item,
given,Чоуту,1,no item,
given,Tokma,1,no item,
given,Токма,1,no item,
given,Khukha-Timur,1,no item,
given,Кука-Тимур,1,no item,
given,Abadgi,1,no item,
given,Yizhugen,1,no item,
given,Ижуген,1,no item,
given,Oldjaugen,1,no item,
given,Ольджауген,1,no item,
given,/Олджауген,1,no item,
given,Shiramun,1,no item,
given,Khonchakh,1,no item,
given,Yushmut,1,no item,
given,Юшмут,1,no item,
given,Urkha,1,no item,
given,Урка,1,no item,
given,Chiramon,1,no item,
given,Djuk-Shab,1,no item,
given,Джук-Шаб,1,no item,
given,Khutukhay-Dordjy,1,no item,
given,Кутукай-Дорджи,1,no item,
given,Yigirday,1,no item,
given,Игирдай,1,no item,
given,Basudju-Abukhan,1,no item,
given,Басуджу-Абукан,1,no item,
given,Takhudar,1,no item,
given,Такудар,1,no item,
given,Khurin-Yirkhaman,1,no item,
given,Курин-Иркаман,1,no item,
given,Chapat,1,no item,
given,Чапат,1,no item,
given,Tekshy,1,no item,
given,Текши,1,no item,
given,Artaba-Shiri,1,no item,
given,Артаба-Шири,1,no item,
given,Tarmabala,1,no item,
given,Тармабала,1,no item,
given,Tekhus-Bukha,1,no item,
given,Текус-Бука,1,no item,
given,Khumu,1,no item,
given,Куму,1,no item,
given,Olzhay-Timur,1,no item,
given,Олжай-Тимур,1,no item,
given,Buchir,1,no item,
given,Бучир,1,no item,
given,Darabhungh,1,no item,
given,Дарабунг,1,no item,
given,Khutulun-Chakha,1,no item,
given,Хутулун,1,no item,
given,Чаха,1,no item,
given,Munkhatu,1,no item,
given,Мункату,1,no item,
given,Bulochi,1,no item,
given,Булочи,1,no item,
given,Khurill,1,no item,
given,Курил,1,no item,
given,Saraban,1,no item,
given,Cherikhtu,1,no item,
given,Черикту,1,no item,
given,Khartochin-Chakha,1,no item,
given,Харточин-Чаха,1,no item,
given,Khudaur,1,no item,
given,Кудаур,1,no item,
given,Thutakh,1,no item,
given,Тутак,1,no item,
given,Khulagu,1,no item,
given,Yanghichar,1,no item,
given,Янгичар,1,no item,
given,Derenchin,1,no item,
given,Деренчин,1,no item,
given,Alghu-Khulachu,1,no item,
given,Алгу-Хулачу,1,no item,
given,Chachakhtu,1,no item,
given,Чачакту,1,no item,
given,Buringhtay,1,no item,
given,Бурунгтай,1,no item,
given,Surkha-Bukha,1,no item,
given,Сурка-Бука,1,no item,
given,Buri-Timur,1,no item,
given,Бури-Тимур,1,no item,
given,Nouruz,1,no item,
given,Ноуруз,1,no item,
given,Abtakhul,1,no item,
given,Абтакул,1,no item,
given,Khadan-Oghul,1,no item,
given,Кадан-Огул,1,no item,
given,Tukhlukh-Bukah,1,no item,
given,Туклук-Бука,1,no item,
given,Erkine,1,no item,
given,Эркине,1,no item,
given,Li-Bakhshy,1,no item,
given,Ли-Бакшы,1,no item,
given,Tugan-Char,1,no item,
given,Туган-Чар,1,no item,
given,Ikhu-Bukha,1,no item,
given,Ику-Бука,1,no item,
given,Achighi,1,no item,
given,Tazay-Ghurghen,1,no item,
given,Тазай-Гурген,1,no item,
given,Субедай,1,no item,
given,Khadan-Ubugh,1,no item,
given,Кадан-Убуг,1,no item,
given,Kiril,1,resolved,Q6415170
given,Кирил,1,no item,
given,Yisen-Timur,1,no item,
given,Исен-Тимур,1,no item,
given,Khutlugh-Tokhmysh,1,no item,
given,Кутлуг-Токмыш,1,no item,
given,Esur,1,no item,
given,Эсур,1,no item,
given,Dordjy,1,no item,
given,Субедая,1,no item,
given,Khutlugh-Hodja,1,no item,
given,Кутлуг-Ходжа,1,no item,
given,Askhaba,1,no item,
given,Аскаба,1,no item,
given,Ya-ya,1,no item,
given,Яа,1,no item,
given,Йя,1,no item,
given,Kipchakh,1,no item,
given,Кипчак,1,no item,
given,Murabekh-Shakh,1,no item,
given,Мурабекшах,1,no item,
given,Khurmishi,1,no item,
given,Курмиши,1,no item,
given,Chin-Pulad,1,no item,
given,Чин-Пулад,1,no item,
given,Muhamed,1,no item,
given,Lahuri,1,no item,
given,Лахури,1,no item,
given,Khurasbe,1,no item,
given,Курасбэ,1,no item,
given,Abadji,1,no item,
given,Ali-Hodja,1,no item,
given,Али-Ходжа,1,no item,
given,Tughlukh,1,no item,
given,Туглук,1,no item,
given,Tughan-Bukha,1,no item,
given,Туган-Бука,1,no item,
given,Altey-Kurtake,1,no item,
given,Алтей-Куртаке,1,no item,
given,Tokuchar,1,no item,
given,Токучар,1,no item,
given,Melikh,1,no item,
given,Turchan,1,no item,
given,Турчан,1,no item,
given,Tugan,1,no item,
given,Туган,1,no item,
given,Tuzun,1,no item,
given,Тузун,1,no item,
given,Lun-Shidurghu,1,no item,
given,Лун-Шидургу,1,no item,
given,Tukhu,1,no item,
given,Туку,1,no item,
given,Жена,1,no item,
given,Токтай-Беки,1,no item,
given,Ekhu,1,no item,
given,Еку,1,no item,
given,Yesunghu,1,no item,
given,Есунгу,1,no item,
given,Töda~Möngkä,1,no item,
given,ٹوڈا,1,no item,
given,Тәдән,1,no item,
given,Мәнгү,1,no item,
given,Туда-Мункэ,1,no item,
given,Tödä-Möngkä,1,no item,
given,Kharhad,1,no item,
given,Harhad,1,no item,
given,Хархад,1,no item,
given,Batu-Khan,1,no item,
given,žmonos,1,no item,
given,Chapay,1,no item,
given,Чапай-Хатун,1,no item,
given,Tekha,1,no item,
given,Teke,1,no item,
given,Yaylag,1,no item,
given,Яйлаг,1,no item,
given,Quabaq,1,no item,
given,Tama-Tokhtu,1,no item,
given,Eke,1,no item,
given,Chubi,1,no item,
given,Khirdi-Bukha,1,no item,
given,Кирди-Бука,1,no item,
given,Tuklupay,1,no item,
given,Туклупай,1,no item,
given,Nukar,1,no item,
given,Нукар,1,no item,
given,Mingkadar,1,no item,
given,Мингкадар,1,no item,
given,Bassar,1,no item,
given,Басар,1,no item,
given,Abukhan,1,no item,
given,Bekhdue,1,no item,
given,Бекдуэ,1,no item,
given,Tukhudja,1,no item,
given,Sasykh,1,no item,
given,Сасык,1,no item,
given,Subektay,1,no item,
given,Субектаи,1,no item,
given,Greddf,1,no item,
given,Tymer,1,no item,
given,Tukuz,1,no item,
given,Тукуз,1,no item,
given,Urungh-Kurtuka,1,no item,
given,Урунг-Куртука,1,no item,
given,Ilbasmysh,1,no item,
given,Ильбасмыш,1,no item,
given,Burachar,1,no item,
given,Бурачар,1,no item,
given,Tukludja,1,no item,
given,Kurukh,1,no item,
given,Курук,1,no item,
given,Kolimtaiy,1,no item,
given,Колимтай,1,no item,
given,Celynin,1,no item,
given,Duratu,1,no item,
given,Дурату,1,no item,
given,Baiy-Timur,1,no item,
given,Бай-Тимур,1,no item,
given,Urunk,1,no item,
given,Урунк,1,no item,
given,Atchik,1,no item,
given,Ачик,1,no item,
given,Khukadju,1,no item,
given,Кукаджу,1,no item,
given,Khunchek-Konichi,1,no item,
given,Кунчек-Коничи,1,no item,
given,Anbardji,1,no item,
given,Анбарджи,1,no item,
given,Yishtan,1,no item,
given,Иштан,1,no item,
given,Bilkychi,1,no item,
given,Билкычи,1,no item,
given,Khazan,1,no item,
given,Казан,1,no item,
given,Tukanchar,1,no item,
given,Туканчар,1,no item,
given,Sasyh,1,no item,
given,Сасы,1,no item,
given,Adil',1,no item,
given,Адиль,1,no item,
given,Shabaku,1,no item,
given,Шабаку,1,no item,
given,Yiltutmysh,1,no item,
given,Ильтутмыш,1,no item,
given,Sakhridji,1,no item,
given,Сакриджи,1,no item,
given,Nikbay,1,no item,
given,Никбай,1,no item,
given,Karakyr,1,no item,
given,Каракыр,1,no item,
given,Emken,1,no item,
given,Эмкен,1,no item,
given,Arikhly,1,no item,
given,Ариклы,1,no item,
given,Kerantche,1,no item,
given,Керанче,1,no item,
given,Турджы,1,no item,
given,Khurtukha,1,no item,
given,Karakhodja,1,no item,
given,Караходжа,1,no item,
given,Tuvkhel,1,no item,
given,Тувкел,1,no item,
given,Karachar,1,no item,
given,multipe,1,no item,
given,Yakhu,1,no item,
given,Yaku,1,no item,
given,Яку,1,no item,
given,Takhadju,1,no item,
given,Такаджу,1,no item,
given,Khundalan-Mankutai,1,no item,
given,Кундалан-Манкутай,1,no item,
given,Tudavur,1,no item,
given,Тудавур,1,no item,
given,Hindu,1,no item,
given,Khinduh,1,no item,
given,Хинду,1,no item,
given,Бая,1,no item,
given,Djalayrtai,1,no item,
given,Джалаиртай,1,no item,
given,Khurtukhachu,1,no item,
given,Куртукачу,1,no item,
given,Buluzhdin,1,no item,
given,Булуждин,1,no item,
given,Urusak,1,no item,
given,Урусак,1,no item,
given,Khutlukan,1,no item,
given,Tudadju,1,no item,
given,Тудаджу,1,no item,
given,Tariyadjy,1,no item,
given,Тарияджи,1,no item,
given,Djahkutu,1,no item,
given,Джакуту,1,no item,
given,Ahtadjy,1,no item,
given,Ахтаджи,1,no item,
given,Horezmi,1,no item,
given,Хорезми,1,no item,
given,Bayku,1,no item,
given,Baiku,1,no item,
given,Байку,1,no item,
given,Bairam,1,no item,
given,Байрам,1,no item,
given,Yisu-Buka,1,no item,
given,Ylak-Timur,1,no item,
given,Илак-Тимур,1,no item,
given,Thula-Bukha,1,no item,
given,Тула-Бука,1,no item,
given,Khutlug-Bukha,1,no item,
given,Khulda,1,no item,
given,Кулда,1,no item,
given,Khinas,1,no item,
given,Кинас,1,no item,
given,Bish-Bukha,1,no item,
given,Биш-Бука,1,no item,
given,Thuman-Timur,1,no item,
given,Туман-Тимур,1,no item,
given,Yil-Bukha,1,no item,
given,Khuntchek,1,no item,
given,Djutchi-Bukha,1,no item,
given,Джучи-Бука,1,no item,
given,Ebughen-Turkhan,1,no item,
given,Эбуген-Туркан,1,no item,
given,Mongkhutay,1,no item,
given,Монгкутай,1,no item,
given,Тури,1,no item,
given,Bayankhedjar,1,no item,
given,Баянкеджар,1,no item,
given,Tokhday,1,no item,
given,Murtad-Tokhday,1,no item,
given,Токдай,1,no item,
given,Муртад-Токдай,1,no item,
given,Timurtay,1,no item,
given,Тимуртай,1,no item,
given,Badakhul,1,no item,
given,Бадакул,1,no item,
given,Utchkar-Tukha,1,no item,
given,Учкар-Тука,1,no item,
given,Udjukhan,1,no item,
given,Уджукан,1,no item,
given,Kokdju,1,no item,
given,Кокджу,1,no item,
given,Otman,1,no item,
given,Отман,1,no item,
given,Thukhan,1,no item,
given,Sabtakh,1,no item,
given,Сабтак,1,no item,
given,Saray-Bukha,1,no item,
given,Bakhyrtcha,1,no item,
given,Бакырча,1,no item,
given,Djaukhan,1,no item,
given,Джаукан,1,no item,
given,Турджи,1,no item,
given,Yidjil-Timur,1,no item,
given,Иджиль-Тимур,1,no item,
given,Burultay,1,no item,
given,Бурултай,1,no item,
given,Bylykhdji,1,no item,
given,Былыкджи,1,no item,
given,Tughanchar,1,no item,
given,Туганчар,1,no item,
given,Hukhday,1,no item,
given,Дукдай,1,no item,
given,Ulakchi,1,no item,
given,اولاقچی,1,no item,
given,Улакчи,1,no item,
given,Noblet,1,no item,
given,JJ.,1,no item,
given,Rajowano,1,no item,
given,Makassari,1,no item,
given,Tuanta,1,no item,
given,Abadin,1,no item,
given,Tadia,1,no item,
given,Tjoessoep,1,no item,
given,Aldeoch,1,no item,
given,Cassine,1,no item,
given,Lury,1,no item,
given,Kutuj,1,no item,
given,Кутуй,1,no item,
given,Tarkudjyn,1,no item,
given,Tarkudžin,1,no item,
given,Таркуджин,1,no item,
given,Hukadjiyan,1,no item,
given,Укаджиян,1,no item,
given,Bajanas,1,no item,
given,Addyman,1,no item,
given,Джуке,1,no item,
given,Burdick,1,no item,
given,Нукулун,1,no item,
given,Tubakhana,1,no item,
given,Тубакана,1,no item,
given,Nukulukhan,1,no item,
given,Нукулукан,1,no item,
given,Khudjiyan,1,no item,
given,Huji'yan,1,no item,
given,Kudžjan,1,no item,
given,Худжиян,1,no item,
given,Malery,1,no item,
given,Kheles-Yilchi,1,no item,
given,Келес-Илчи,1,no item,
given,Thukhuyan-Thukhutay,1,no item,
given,Тукуян-Тукутай,1,no item,
given,Khutulun,1,no item,
given,Kutulun,1,no item,
given,Кутулун,1,no item,
given,Djynktum,1,no item,
given,Jyktum,1,no item,
given,Džinktum,1,no item,
given,Джинктум,1,no item,
given,Altachu,1,no item,
given,Altaču,1,no item,
given,Алтачу,1,no item,
given,Мука,1,no item,
given,Saldjy-Khutay,1,no item,
given,Saldži-Kutajus,1,no item,
given,Салджи-Кутай,1,no item,
given,Shady,1,no item,
given,Khbluk,1,no item,
given,Tchagan-Buka,1,no item,
given,Чаган-Бука,1,no item,
given,Yilkan,1,no item,
given,Ilkan,1,no item,
given,Илькан,1,no item,
given,Tuday-Bahadur,1,no item,
given,Тудай-Бахадур,1,no item,
given,Sukhal-Noyon,1,no item,
given,Сукал-Нойон,1,no item,
given,Surmysh,1,no item,
given,Сурмышь,1,no item,
given,Khuklun,1,no item,
given,Куклун,1,no item,
given,Nokay,1,no item,
given,Хасан,1,no item,
given,Djavutu,1,no item,
given,Джавуту,1,no item,
given,Teknea,1,no item,
given,Tekne,1,no item,
given,Текнэ,1,no item,
given,Tuss-Timur,1,no item,
given,Тус-Тимур,1,no item,
given,Yindiken,1,no item,
given,Йиндикен,1,no item,
given,Biratay,1,no item,
given,Биратай,1,no item,
given,Yil'-Bukha,1,no item,
given,Badjirtay,1,no item,
given,Баджиртай,1,no item,
given,Murabekh,1,no item,
given,Djarukh,1,no item,
given,Джарук,1,no item,
given,Musulman,1,no item,
given,Мусульман,1,no item,
given,Buralun-Khatun,1,no item,
given,Буралун-Хатун,1,no item,
given,Makhuday,1,no item,
given,Makudajus,1,no item,
given,Макудай,1,no item,
given,Tekhe,1,no item,
given,Теке,1,no item,
given,Kurtaghachi,1,no item,
given,Куртагачи,1,no item,
given,Bulaghan,1,no item,
given,Булаган,1,no item,
given,Khadakhan,1,no item,
given,Кадакан,1,no item,
given,Bilan-Khatun,1,no item,
given,Билан-Хатун,1,no item,
given,Khurkuz,1,no item,
given,Куркуз,1,no item,
given,Khukhini,1,no item,
