role,name,people,kind,item_state,qids
given,회,5,non-Latin script (HANGUL),no item found,
given,상강,5,non-Latin script (HANGUL),no item found,
given,량,5,non-Latin script (HANGUL),no item found,
given,겸,5,non-Latin script (HANGUL),no item found,
given,균,5,non-Latin script (HANGUL),no item found,
given,훈,5,non-Latin script (HANGUL),no item found,
given,K.H.,5,ordinary Western given name,no item found,
given,Jean-Jacques,5,ordinary Western given name,exists,Q728200
given,PA.,5,ordinary Western given name,no item found,
given,Wilagakoesoemah,5,ordinary Western given name,no item found,
given,Bogor),5,ordinary Western given name,no item found,
given,Thye,5,ordinary Western given name,no item found,
given,PR,5,ordinary Western given name,no item found,
given,Mintarsih,5,ordinary Western given name,no item found,
given,Natadiningrat,5,ordinary Western given name,no item found,
given,Nani,5,ordinary Western given name,no item found,
given,ASIKIN,5,ordinary Western given name,no item found,
given,DJAJAKOESOEMAH,5,ordinary Western given name,no item found,
given,Atmakusumah,5,ordinary Western given name,no item found,
given,Somadinata,5,ordinary Western given name,no item found,
given,SOERIAAMIDJAJA,5,ordinary Western given name,no item found,
given,NATAKUSUMA,5,ordinary Western given name,no item found,
given,ADILAGA,5,ordinary Western given name,no item found,
given,PADMASAPUTRA,5,ordinary Western given name,no item found,
given,Lankan,5,ordinary Western given name,no item found,
given,Ud,5,ordinary Western given name,no item found,
given,"119,",5,not a name,no item found,
given,Al-Aswad,5,ordinary Western given name,no item found,
given,Tanaka,5,ordinary Western given name,no item found,
given,منبه,5,non-Latin script (ARABIC),no item found,
given,Al-Mundhir,5,ordinary Western given name,no item found,
given,علقمة,5,non-Latin script (ARABIC),no item found,
given,حجر,5,non-Latin script (ARABIC),no item found,
given,عَبْدُ,5,non-Latin script (ARABIC),no item found,
given,"""Eliza""",4,ordinary Western given name,no item found,
given,Osvaldo,4,ordinary Western given name,exists,Q18190931
given,Arnbjørnsson,4,patronymic,no item found,
given,Iohannis,4,ordinary Western given name,no item found,
given,Selby,4,ordinary Western given name,exists,Q44445101
given,Dobry,4,ordinary Western given name,no item found,
given,Vogt,4,ordinary Western given name,no item found,
given,Birkeland,4,ordinary Western given name,no item found,
given,Cornificia,4,ordinary Western given name,no item found,
given,Mamertinus,4,ordinary Western given name,no item found,
given,鯤,4,CJK clan name,no item found,
given,幼輿,4,CJK clan name,no item found,
given,叔源,4,CJK clan name,no item found,
given,道韞,4,CJK clan name,no item found,
given,靈運,4,CJK clan name,no item found,
given,超宗,4,CJK clan name,no item found,
given,譓,4,CJK clan name,no item found,
given,言揚,4,CJK clan name,no item found,
given,Raspe,4,ordinary Western given name,no item found,
given,Symon,4,ordinary Western given name,exists,Q21004280
given,Balbus,4,ordinary Western given name,no item found,
given,Lauge,4,ordinary Western given name,exists,Q96939459
given,Каролина,4,non-Latin script (CYRILLIC),no item found,
given,Ekaterina,4,ordinary Western given name,ambiguous,Q109260192 | Q17317988
given,Carel,4,ordinary Western given name,exists,Q18670193
given,Årstein,4,ordinary Western given name,no item found,
given,Faye,4,ordinary Western given name,exists,Q16275806
given,Aedh,4,ordinary Western given name,no item found,
given,Jarle,4,ordinary Western given name,exists,Q6160317
given,胡氏,4,CJK clan name,no item found,
given,伯宣,4,CJK clan name,no item found,
given,慶復,4,CJK clan name,no item found,
given,夷實,4,CJK clan name,no item found,
given,希賢,4,CJK clan name,no item found,
given,Getachew,4,ordinary Western given name,no item found,
given,Tamer,4,ordinary Western given name,no item found,
given,Kum,4,ordinary Western given name,no item found,
given,Law,4,ordinary Western given name,exists,Q61701977
given,Hailemariam,4,ordinary Western given name,no item found,
given,Håkonsson,4,patronymic,no item found,
given,Μιχαήλ,4,non-Latin script (GREEK),no item found,
given,Andronico,4,ordinary Western given name,no item found,
given,Ngan,4,ordinary Western given name,no item found,
given,Aleksandrovna,4,patronymic,no item found,
given,Svetoslavas,4,ordinary Western given name,no item found,
given,Lešekas,4,ordinary Western given name,no item found,
given,´der,4,ordinary Western given name,no item found,
given,Izabella,4,ordinary Western given name,exists,Q6101522
given,Izabelė,4,ordinary Western given name,no item found,
given,Imre,4,ordinary Western given name,exists,Q18177147
given,Ephriam,4,ordinary Western given name,no item found,
given,Władysławówna,4,ordinary Western given name,no item found,
given,Yohannes,4,ordinary Western given name,exists,Q8054477
given,Laurencia,4,ordinary Western given name,no item found,
given,Asfaw,4,ordinary Western given name,no item found,
given,璫,4,CJK clan name,no item found,
given,Koloman,4,ordinary Western given name,exists,Q931618
given,Kira,4,ordinary Western given name,ambiguous,Q66459346 | Q971245
given,Марина,4,non-Latin script (CYRILLIC),no item found,
given,Despina,4,ordinary Western given name,no item found,
given,Фердинанд,4,non-Latin script (CYRILLIC),no item found,
given,Genaro,4,ordinary Western given name,exists,Q20804450
given,Moura,4,ordinary Western given name,no item found,
given,Prawst,4,ordinary Western given name,no item found,
given,Mayeul,4,ordinary Western given name,no item found,
given,Hiltrude,4,ordinary Western given name,no item found,
given,Bayezid,4,ordinary Western given name,exists,Q109483044
given,蘇氏,4,CJK clan name,no item found,
given,Yupanqui,4,ordinary Western given name,no item found,
given,Laugier,4,ordinary Western given name,no item found,
given,IGNACIA,4,ordinary Western given name,exists,Q21401554
given,משה,4,non-Latin script (HEBREW),no item found,
given,Ruqayyah,4,ordinary Western given name,no item found,
given,Emmett,4,ordinary Western given name,exists,Q1338717
given,Raimundes,4,ordinary Western given name,no item found,
given,Linus,4,ordinary Western given name,exists,Q15196019
given,Kjetilsen,4,patronymic,no item found,
given,"Ludwig,",4,ordinary Western given name,no item found,
given,Henriëtte,4,ordinary Western given name,ambiguous,Q19688844 | Q19688851
given,(Tareja),4,ordinary Western given name,no item found,
given,Ingibjörg,4,ordinary Western given name,exists,Q16429104
given,eller,4,ordinary Western given name,no item found,
given,Mattsdotter,4,patronymic,no item found,
given,Jacobsson,4,patronymic,no item found,
given,Émilie,4,ordinary Western given name,ambiguous,Q16275679 | Q18180939 | Q49942927
given,Pelaio,4,ordinary Western given name,no item found,
given,Jedvardsson,4,patronymic,no item found,
given,Sales,4,ordinary Western given name,exists,Q19968342
given,Lancelin,4,ordinary Western given name,no item found,
given,Илья,4,non-Latin script (CYRILLIC),no item found,
given,Ditlevsdatter,4,patronymic,no item found,
given,Élie,4,ordinary Western given name,ambiguous,Q18810374 | Q3587713
given,Eerikintytär,4,ordinary Western given name,no item found,
given,Masako,4,ordinary Western given name,exists,Q1906740
given,Sverkersson,4,patronymic,no item found,
given,久道,4,CJK clan name,no item found,
given,Haruko,4,ordinary Western given name,exists,Q5675731
given,Евгений,4,non-Latin script (CYRILLIC),no item found,
given,Narymuntowicz,4,ordinary Western given name,no item found,
given,Юрій,4,non-Latin script (CYRILLIC),no item found,
given,Patrikas,4,ordinary Western given name,exists,Q21363321
given,Гедиминович,4,non-Latin script (CYRILLIC),no item found,
given,Patricius,4,ordinary Western given name,exists,Q7477462
given,Patrik,4,ordinary Western given name,exists,Q18002630
given,Tautvilas,4,ordinary Western given name,no item found,
given,伊,4,CJK clan name,no item found,
given,鄂,4,CJK clan name,no item found,
given,敏通,4,CJK clan name,no item found,
given,玖,4,CJK clan name,no item found,
given,孕,4,CJK clan name,no item found,
given,俞,4,CJK clan name,no item found,
given,凯,4,CJK clan name,no item found,
given,大业,4,CJK clan name,no item found,
given,Kedu),4,ordinary Western given name,no item found,
given,Felicidad,4,ordinary Western given name,exists,Q18030470
given,Antonieta,4,ordinary Western given name,exists,Q19689376
given,Ahl,4,ordinary Western given name,no item found,
given,Twin,4,ordinary Western given name,no item found,
given,Clorinda,4,ordinary Western given name,exists,Q17992775
given,Qasem,4,ordinary Western given name,no item found,
given,Dawood,4,ordinary Western given name,no item found,
given,Banin,4,ordinary Western given name,no item found,
given,Meritaten,4,ordinary Western given name,no item found,
given,Feodorovna,4,patronymic,no item found,
given,Matar,4,ordinary Western given name,no item found,
given,Jennifer,4,ordinary Western given name,exists,Q4677161
given,Baudry,4,ordinary Western given name,no item found,
given,Emelie,4,ordinary Western given name,exists,Q20000421
given,Taralsdtr.,4,ordinary Western given name,no item found,
given,Eesa,4,ordinary Western given name,no item found,
given,al-Fath,4,ordinary Western given name,no item found,
given,Hussein,4,ordinary Western given name,ambiguous,Q1164078 | Q27101961 | Q30090852
given,Brydw,4,ordinary Western given name,no item found,
given,Merfyn,4,ordinary Western given name,exists,Q20824731
given,Ohn,4,ordinary Western given name,no item found,
given,Kristensdtr.,4,ordinary Western given name,no item found,
given,Ferran,4,ordinary Western given name,no item found,
given,Dimitras,4,ordinary Western given name,no item found,
given,Glebavičius,4,ordinary Western given name,no item found,
given,Światosławicz,4,ordinary Western given name,no item found,
given,Esclarmonde,4,ordinary Western given name,no item found,
given,Muriella,4,ordinary Western given name,no item found,
given,Principe,4,ordinary Western given name,no item found,
given,Marcusson,4,patronymic,no item found,
given,Ebbesdotter,4,patronymic,no item found,
given,Ermessende,4,ordinary Western given name,no item found,
given,Елтимир,4,non-Latin script (CYRILLIC),no item found,
given,"Vecchio""",4,ordinary Western given name,no item found,
given,Iti,4,ordinary Western given name,no item found,
given,(Mas,4,ordinary Western given name,no item found,
given,Gørvel,4,ordinary Western given name,no item found,
given,Gunnora,4,ordinary Western given name,no item found,
given,Ratnawati,4,ordinary Western given name,no item found,
given,Ningsih,4,ordinary Western given name,no item found,
given,"Pious""",4,ordinary Western given name,no item found,
given,Vukan,4,ordinary Western given name,exists,Q134874039
given,Tvrtko,4,ordinary Western given name,exists,Q7857380
given,Friderik,4,ordinary Western given name,exists,Q63218796
given,Khatib,4,ordinary Western given name,no item found,
given,Gerit,4,ordinary Western given name,no item found,
given,Esgesdatter,4,patronymic,no item found,
given,Clémentine,4,ordinary Western given name,ambiguous,Q1043415 | Q18122837
given,Франсуа,4,non-Latin script (CYRILLIC),no item found,
given,d'Assisi,4,ordinary Western given name,no item found,
given,Ramírez,4,ordinary Western given name,no item found,
given,Ranieri,4,ordinary Western given name,exists,Q41211563
given,Mattisdatter,4,patronymic,no item found,
given,"Tuerto""",4,ordinary Western given name,no item found,
given,Geza,4,ordinary Western given name,ambiguous,Q1010138 | Q105779747
given,Gejza,4,ordinary Western given name,exists,Q21069406
given,Gouveia,4,ordinary Western given name,no item found,
given,Fritiof,4,ordinary Western given name,exists,Q3366325
given,great,4,ordinary Western given name,no item found,
given,František,4,ordinary Western given name,exists,Q2648973
given,Poera,4,ordinary Western given name,no item found,
given,Predbjørnsdatter,4,patronymic,no item found,
given,Bapa,4,ordinary Western given name,no item found,
given,Widjaja,4,ordinary Western given name,no item found,
given,Alang,4,ordinary Western given name,no item found,
given,Märit,4,ordinary Western given name,exists,Q1566153
given,Torkell,4,ordinary Western given name,exists,Q30581531
given,Gunner,4,ordinary Western given name,exists,Q27632254
given,Ødbern,4,ordinary Western given name,no item found,
given,Thuesen,4,patronymic,no item found,
given,Charibert,4,ordinary Western given name,exists,Q19997447
given,Wilma,4,ordinary Western given name,exists,Q4964995
given,Álvarez,4,ordinary Western given name,no item found,
