qid,label,token,position,father_qid,father_given,sex,verdict,evidence,form
Q110582416,Madog Gôch ap Gruffudd ap Llywelyn ap Robert,ap,4,Q110582418,,M,father has no label,,
Q110582416,Madog Gôch ap Gruffudd ap Llywelyn ap Robert,Llywelyn,5,Q110582418,,M,father has no label,,
Q110582416,Madog Gôch ap Gruffudd ap Llywelyn ap Robert,ap,6,Q110582418,,M,father has no label,,
Q110582416,Madog Gôch ap Gruffudd ap Llywelyn ap Robert,Robert,7,Q110582418,,M,father has no label,,
Q110582442,Tibod ferch Rhirid ab Iorwerth ap Madog,ferch,1,Q110582380,Rhirid,F,not patronymic,,
Q110582442,Tibod ferch Rhirid ab Iorwerth ap Madog,Rhirid,2,Q110582380,Rhirid,F,not patronymic,,
Q110582442,Tibod ferch Rhirid ab Iorwerth ap Madog,ab,3,Q110582380,Rhirid,F,not patronymic,,
Q110582442,Tibod ferch Rhirid ab Iorwerth ap Madog,Iorwerth,4,Q110582380,Rhirid,F,not patronymic,,
Q110582442,Tibod ferch Rhirid ab Iorwerth ap Madog,ap,5,Q110582380,Rhirid,F,not patronymic,,
Q110582442,Tibod ferch Rhirid ab Iorwerth ap Madog,Madog,6,Q110582380,Rhirid,F,not patronymic,,
Q110582491,Thomas ap Tegwared ab Iorwerth ap Cynddelw,ap,1,Q110582550,Tegwared,M,not patronymic,,
Q110582491,Thomas ap Tegwared ab Iorwerth ap Cynddelw,Tegwared,2,Q110582550,Tegwared,M,not patronymic,,
Q110582491,Thomas ap Tegwared ab Iorwerth ap Cynddelw,ab,3,Q110582550,Tegwared,M,not patronymic,,
Q110582491,Thomas ap Tegwared ab Iorwerth ap Cynddelw,Iorwerth,4,Q110582550,Tegwared,M,not patronymic,,
Q110582491,Thomas ap Tegwared ab Iorwerth ap Cynddelw,ap,5,Q110582550,Tegwared,M,not patronymic,,
Q110582491,Thomas ap Tegwared ab Iorwerth ap Cynddelw,Cynddelw,6,Q110582550,Tegwared,M,not patronymic,,
Q110582492,Lleucu ferch Robert,ferch,1,Q110290402,Robert,F,not patronymic,,
Q110582492,Lleucu ferch Robert,Robert,2,Q110290402,Robert,F,not patronymic,,
Q110582550,Tegwared ab Iorwerth ap Cynddelw,ab,1,Q110635438,Iorwerth,M,not patronymic,,
Q110582550,Tegwared ab Iorwerth ap Cynddelw,Iorwerth,2,Q110635438,Iorwerth,M,not patronymic,,
Q110582550,Tegwared ab Iorwerth ap Cynddelw,ap,3,Q110635438,Iorwerth,M,not patronymic,,
Q110582550,Tegwared ab Iorwerth ap Cynddelw,Cynddelw,4,Q110635438,Iorwerth,M,not patronymic,,
Q110582593,NN ferch Owain Fychan ab Owain ap Gronwy,ferch,1,Q110582596,,F,father has no label,,
Q110582593,NN ferch Owain Fychan ab Owain ap Gronwy,Owain,2,Q110582596,,F,father has no label,,
Q110582593,NN ferch Owain Fychan ab Owain ap Gronwy,Fychan,3,Q110582596,,F,father has no label,,
Q110582593,NN ferch Owain Fychan ab Owain ap Gronwy,ab,4,Q110582596,,F,father has no label,,
Q110582593,NN ferch Owain Fychan ab Owain ap Gronwy,Owain,5,Q110582596,,F,father has no label,,
Q110582593,NN ferch Owain Fychan ab Owain ap Gronwy,ap,6,Q110582596,,F,father has no label,,
Q110582593,NN ferch Owain Fychan ab Owain ap Gronwy,Gronwy,7,Q110582596,,F,father has no label,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,ap,1,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,Hwfa,2,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,Fychan,3,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,ap,4,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,Hwfa,5,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,Gryg,6,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,ap,7,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,Sanddef,8,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,of,9,Q110582603,Hwfa,M,not patronymic,,
Q110582602,Iorwerth ap Hwfa Fychan ap Hwfa Gryg ap Sanddef of Marchwiail,Marchwiail,10,Q110582603,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,Fychan,1,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,ap,2,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,Hwfa,3,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,Gryg,4,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,ap,5,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,Sanddef,6,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,ab,7,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,Elidir,8,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,of,9,Q130338983,Hwfa,M,not patronymic,,
Q110582603,Hwfa Fychan ap Hwfa Gryg ap Sanddef ab Elidir of Marchwiail,Marchwiail,10,Q130338983,Hwfa,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,ap,1,Q116112584,Bledrus,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,Bledrus,2,Q116112584,Bledrus,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,y,3,Q116112584,Bledrus,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,Moelyn,4,Q116112584,Bledrus,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,ab,5,Q116112584,Bledrus,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,Aelan,6,Q116112584,Bledrus,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,ap,7,Q116112584,Bledrus,M,not patronymic,,
Q110582646,Brochwel ap Bledrus y Moelyn ab Aelan ap Greddyf,Greddyf,8,Q116112584,Bledrus,M,not patronymic,,
Q110582654,Philip ab Uchdrud ap Madog Penllyn,ab,1,Q110582655,,M,father has no label,,
Q110582654,Philip ab Uchdrud ap Madog Penllyn,Uchdrud,2,Q110582655,,M,father has no label,,
Q110582654,Philip ab Uchdrud ap Madog Penllyn,ap,3,Q110582655,,M,father has no label,,
Q110582654,Philip ab Uchdrud ap Madog Penllyn,Madog,4,Q110582655,,M,father has no label,,
Q110582654,Philip ab Uchdrud ap Madog Penllyn,Penllyn,5,Q110582655,,M,father has no label,,
Q110582660,NN ferch Cadwallon ap Cadrod,ferch,1,Q116055641,Cadwallon,F,not patronymic,,
Q110582660,NN ferch Cadwallon ap Cadrod,Cadwallon,2,Q116055641,Cadwallon,F,not patronymic,,
Q110582660,NN ferch Cadwallon ap Cadrod,ap,3,Q116055641,Cadwallon,F,not patronymic,,
Q110582660,NN ferch Cadwallon ap Cadrod,Cadrod,4,Q116055641,Cadwallon,F,not patronymic,,
Q110582702,Marcham ap Cynwrig ap Cynddelw Gam ab Elgudy,ap,1,Q110582703,Cynwrig,M,not patronymic,,
Q110582702,Marcham ap Cynwrig ap Cynddelw Gam ab Elgudy,Cynwrig,2,Q110582703,Cynwrig,M,not patronymic,,
Q110582702,Marcham ap Cynwrig ap Cynddelw Gam ab Elgudy,ap,3,Q110582703,Cynwrig,M,not patronymic,,
Q110582702,Marcham ap Cynwrig ap Cynddelw Gam ab Elgudy,Cynddelw,4,Q110582703,Cynwrig,M,not patronymic,,
Q110582702,Marcham ap Cynwrig ap Cynddelw Gam ab Elgudy,Gam,5,Q110582703,Cynwrig,M,not patronymic,,
Q110582702,Marcham ap Cynwrig ap Cynddelw Gam ab Elgudy,ab,6,Q110582703,Cynwrig,M,not patronymic,,
Q110582702,Marcham ap Cynwrig ap Cynddelw Gam ab Elgudy,Elgudy,7,Q110582703,Cynwrig,M,not patronymic,,
Q110582820,Nest ferch Lles ab Idnerth Benfras,ferch,1,Q110582821,Llywelyn,F,not patronymic,,
Q110582820,Nest ferch Lles ab Idnerth Benfras,Lles,2,Q110582821,Llywelyn,F,"AMBIGUOUS: form, father differs",-es,-es
Q110582820,Nest ferch Lles ab Idnerth Benfras,ab,3,Q110582821,Llywelyn,F,not patronymic,,
Q110582820,Nest ferch Lles ab Idnerth Benfras,Idnerth,4,Q110582821,Llywelyn,F,not patronymic,,
Q110582820,Nest ferch Lles ab Idnerth Benfras,Benfras,5,Q110582821,Llywelyn,F,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,Eutun,1,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,ab,2,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,Elidir,3,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,ap,4,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,Rhys,5,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,Sais,6,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,ab,7,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,Ednyfed,8,Q99198891,Elidur,M,not patronymic,,
Q110582838,Meilir Eutun ab Elidir ap Rhys Sais ab Ednyfed Gam,Gam,9,Q99198891,Elidur,M,not patronymic,,
Q110583401,Einws ab Einion ap Rhirid,ab,1,Q110583403,Einion,M,not patronymic,,
Q110583401,Einws ab Einion ap Rhirid,Einion,2,Q110583403,Einion,M,not patronymic,,
Q110583401,Einws ab Einion ap Rhirid,ap,3,Q110583403,Einion,M,not patronymic,,
Q110583401,Einws ab Einion ap Rhirid,Rhirid,4,Q110583403,Einion,M,not patronymic,,
Q110583403,Einion ap Rhirid,ap,1,Q110583404,Rhirid,M,not patronymic,,
Q110583403,Einion ap Rhirid,Rhirid,2,Q110583404,Rhirid,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,Gôch,1,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,ap,2,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,Maredudd,3,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,ap,4,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,Hywel,5,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,ap,6,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,Trahaearn,7,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,of,8,Q110583416,Maredudd,M,not patronymic,,
Q110583415,Gwilym Gôch ap Maredudd ap Hywel ap Trahaearn of Caereinion,Caereinion,9,Q110583416,Maredudd,M,not patronymic,,
Q110583416,Maredudd ap Hywel ap Trahaearn ap Pasgen,ap,1,Q110583418,Hywel,M,not patronymic,,
Q110583416,Maredudd ap Hywel ap Trahaearn ap Pasgen,Hywel,2,Q110583418,Hywel,M,not patronymic,,
Q110583416,Maredudd ap Hywel ap Trahaearn ap Pasgen,ap,3,Q110583418,Hywel,M,not patronymic,,
Q110583416,Maredudd ap Hywel ap Trahaearn ap Pasgen,Trahaearn,4,Q110583418,Hywel,M,not patronymic,,
Q110583416,Maredudd ap Hywel ap Trahaearn ap Pasgen,ap,5,Q110583418,Hywel,M,not patronymic,,
Q110583416,Maredudd ap Hywel ap Trahaearn ap Pasgen,Pasgen,6,Q110583418,Hywel,M,not patronymic,,
Q110583420,Trahaearn ap Pasgen ap Gwyn ap Gruffudd,ap,1,Q99302498,Pasgen,M,not patronymic,,
Q110583420,Trahaearn ap Pasgen ap Gwyn ap Gruffudd,Pasgen,2,Q99302498,Pasgen,M,not patronymic,,
Q110583420,Trahaearn ap Pasgen ap Gwyn ap Gruffudd,ap,3,Q99302498,Pasgen,M,not patronymic,,
Q110583420,Trahaearn ap Pasgen ap Gwyn ap Gruffudd,Gwyn,4,Q99302498,Pasgen,M,not patronymic,,
Q110583420,Trahaearn ap Pasgen ap Gwyn ap Gruffudd,ap,5,Q99302498,Pasgen,M,not patronymic,,
Q110583420,Trahaearn ap Pasgen ap Gwyn ap Gruffudd,Gruffudd,6,Q99302498,Pasgen,M,not patronymic,,
Q110583424,Nest (2) ferch Llywelyn ap Meilir Gryg,(2),1,Q110583426,Llywelyn,F,not patronymic,,
Q110583424,Nest (2) ferch Llywelyn ap Meilir Gryg,ferch,2,Q110583426,Llywelyn,F,not patronymic,,
Q110583424,Nest (2) ferch Llywelyn ap Meilir Gryg,Llywelyn,3,Q110583426,Llywelyn,F,not patronymic,,
Q110583424,Nest (2) ferch Llywelyn ap Meilir Gryg,ap,4,Q110583426,Llywelyn,F,not patronymic,,
Q110583424,Nest (2) ferch Llywelyn ap Meilir Gryg,Meilir,5,Q110583426,Llywelyn,F,not patronymic,,
Q110583424,Nest (2) ferch Llywelyn ap Meilir Gryg,Gryg,6,Q110583426,Llywelyn,F,not patronymic,,
Q110583426,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,ap,1,Q110583474,Meilir,M,not patronymic,,
Q110583426,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,Meilir,2,Q110583474,Meilir,M,not patronymic,,
Q110583426,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,Gryg,3,Q110583474,Meilir,M,not patronymic,,
Q110583426,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,ap,4,Q110583474,Meilir,M,not patronymic,,
Q110583426,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,Gruffudd,5,Q110583474,Meilir,M,not patronymic,,
Q110583426,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,ab,6,Q110583474,Meilir,M,not patronymic,,
Q110583426,Llywelyn ap Meilir Gryg ap Gruffudd ab Iorwerth,Iorwerth,7,Q110583474,Meilir,M,not patronymic,,
Q110583427,Alswn (2) ferch Maredudd ap Robert ap Llywarch,(2),1,Q110583437,Maredudd,F,not patronymic,,
Q110583427,Alswn (2) ferch Maredudd ap Robert ap Llywarch,ferch,2,Q110583437,Maredudd,F,not patronymic,,
Q110583427,Alswn (2) ferch Maredudd ap Robert ap Llywarch,Maredudd,3,Q110583437,Maredudd,F,not patronymic,,
Q110583427,Alswn (2) ferch Maredudd ap Robert ap Llywarch,ap,4,Q110583437,Maredudd,F,not patronymic,,
Q110583427,Alswn (2) ferch Maredudd ap Robert ap Llywarch,Robert,5,Q110583437,Maredudd,F,not patronymic,,
Q110583427,Alswn (2) ferch Maredudd ap Robert ap Llywarch,ap,6,Q110583437,Maredudd,F,not patronymic,,
Q110583427,Alswn (2) ferch Maredudd ap Robert ap Llywarch,Llywarch,7,Q110583437,Maredudd,F,not patronymic,,
Q110583439,Jonet ferch Roger Corbet,ferch,1,Q110583440,,F,father has no label,,
Q110583439,Jonet ferch Roger Corbet,Roger,2,Q110583440,,F,father has no label,,
Q110583439,Jonet ferch Roger Corbet,Corbet,3,Q110583440,,F,father has no label,,
Q110583467,Maredudd ap Meilir Ddû ap Llywelyn Fychan,ap,1,Q110583469,Meilir,M,not patronymic,,
Q110583467,Maredudd ap Meilir Ddû ap Llywelyn Fychan,Meilir,2,Q110583469,Meilir,M,not patronymic,,
Q110583467,Maredudd ap Meilir Ddû ap Llywelyn Fychan,Ddû,3,Q110583469,Meilir,M,not patronymic,,
Q110583467,Maredudd ap Meilir Ddû ap Llywelyn Fychan,ap,4,Q110583469,Meilir,M,not patronymic,,
Q110583467,Maredudd ap Meilir Ddû ap Llywelyn Fychan,Llywelyn,5,Q110583469,Meilir,M,not patronymic,,
Q110583467,Maredudd ap Meilir Ddû ap Llywelyn Fychan,Fychan,6,Q110583469,Meilir,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",Gryg,1,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",ap,2,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",Gruffudd,3,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",ab,4,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",Iorwerth,5,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",ab,6,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury","Owain,",7,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",lord,8,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",of,9,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",Trefgynan,10,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",&,11,Q110585204,Gruffudd,M,not patronymic,,
Q110583474,"Meilir Gryg ap Gruffudd ab Iorwerth ab Owain, lord of Trefgynan & Westbury",Westbury,12,Q110585204,Gruffudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,ap,1,Q110585201,Maredudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,Maredudd,2,Q110585201,Maredudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,ap,3,Q110585201,Maredudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,Gruffudd,4,Q110585201,Maredudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,ab,5,Q110585201,Maredudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,Einion,6,Q110585201,Maredudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,o'r,7,Q110585201,Maredudd,M,not patronymic,,
Q110585198,Madog ap Maredudd ap Gruffudd ab Einion o'r Pant,Pant,8,Q110585201,Maredudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,ap,1,Q110585202,Gruffudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,Gruffudd,2,Q110585202,Gruffudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,ab,3,Q110585202,Gruffudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,Einion,4,Q110585202,Gruffudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,o'r,5,Q110585202,Gruffudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,Pant,6,Q110585202,Gruffudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,ap,7,Q110585202,Gruffudd,M,not patronymic,,
Q110585201,Maredudd ap Gruffudd ab Einion o'r Pant ap Llywelyn,Llywelyn,8,Q110585202,Gruffudd,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,ab,1,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,Einion,2,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,o'r,3,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,Pant,4,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,ap,5,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,Llywelyn,6,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,ap,7,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,Meilir,8,Q110413397,Einion,M,not patronymic,,
Q110585202,Gruffudd ab Einion o'r Pant ap Llywelyn ap Meilir Gryg,Gryg,9,Q110413397,Einion,M,not patronymic,,
Q110585204,Gruffudd ab Iorwerth ab Owain ap Bleddri/Rodri,ab,1,Q116055006,Iorwerth,M,not patronymic,,
Q110585204,Gruffudd ab Iorwerth ab Owain ap Bleddri/Rodri,Iorwerth,2,Q116055006,Iorwerth,M,not patronymic,,
Q110585204,Gruffudd ab Iorwerth ab Owain ap Bleddri/Rodri,ab,3,Q116055006,Iorwerth,M,not patronymic,,
Q110585204,Gruffudd ab Iorwerth ab Owain ap Bleddri/Rodri,Owain,4,Q116055006,Iorwerth,M,not patronymic,,
Q110585204,Gruffudd ab Iorwerth ab Owain ap Bleddri/Rodri,ap,5,Q116055006,Iorwerth,M,not patronymic,,
Q110585204,Gruffudd ab Iorwerth ab Owain ap Bleddri/Rodri,Bleddri/Rodri,6,Q116055006,Iorwerth,M,not patronymic,,
Q110585209,Alswn ferch Llywelyn Crugeryr,ferch,1,Q99080943,Llywelyn,F,not patronymic,,
Q110585209,Alswn ferch Llywelyn Crugeryr,Llywelyn,2,Q99080943,Llywelyn,F,not patronymic,,
Q110585209,Alswn ferch Llywelyn Crugeryr,Crugeryr,3,Q99080943,Llywelyn,F,not patronymic,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,ab,1,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,Ieuan,2,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,ap,3,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,Llywelyn,4,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,Y,5,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,Moelwyn,6,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,ap,7,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,Maredudd,8,Q116113105,,M,father has no label,,
Q110585232,Maredudd ab Ieuan ap Llywelyn Y Moelwyn ap Maredudd Hen,Hen,9,Q116113105,,M,father has no label,,
Q110585240,Philip ab Einion Sais ap Hywel ap Madog,ab,1,Q110585243,Einion,M,not patronymic,,
Q110585240,Philip ab Einion Sais ap Hywel ap Madog,Einion,2,Q110585243,Einion,M,not patronymic,,
Q110585240,Philip ab Einion Sais ap Hywel ap Madog,Sais,3,Q110585243,Einion,M,not patronymic,,
Q110585240,Philip ab Einion Sais ap Hywel ap Madog,ap,4,Q110585243,Einion,M,not patronymic,,
Q110585240,Philip ab Einion Sais ap Hywel ap Madog,Hywel,5,Q110585243,Einion,M,not patronymic,,
Q110585240,Philip ab Einion Sais ap Hywel ap Madog,ap,6,Q110585243,Einion,M,not patronymic,,
Q110585240,Philip ab Einion Sais ap Hywel ap Madog,Madog,7,Q110585243,Einion,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",Sais,1,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",ap,2,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",Hywel,3,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",ap,4,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",Madog,5,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",of,6,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud","Crugeryr,",7,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",o'r,8,Q99080930,Hywel,M,not patronymic,,
Q110585243,"Einion Sais ap Hywel ap Madog of Crugeryr, o'r Graig ag o'r Fforest Glud",Graig,9,Q99080930,Hywel,M,not patronymic,,
