geni_id,qid,position,geni_name,wikidata_label,anchor_geni_id,anchor_qid,anchor_name
6000000004869193413,Q19997645,mother,Agnès de Torroja senyora de Arbeca,Agnès de Tarroja,6000000007361054747,Q109012675,Brunissenda de Cardona comtessa consort de Fois
6000000004869200369,Q1369298,father,Philippe de Montfort sire de Sur,Philip of Montfort,6000000008970361615,Q436471,Onfroi de Montfort Seigneur de Tyr
6000000004871112477,Q771859,mother,Klementia Habsburg,Clemence of Austria,6000000003219788492,Q213061,"Charles Robert ""Caroberto"" d'Anjou"
6000000004879490381,Q75644153,father,Joseph Lyon Barrow CB,Joseph Lyon Barrow,6000000004882838488,Q5339269,"Edmund George Barrow GCB, KCMG"
6000000004879577549,Q75644147,father,Jacob Barrow,Jacob Barrow,6000000004879647112,Q75644148,Oscar Theodore Barrow
6000000004880720712,Q1240471,father,William de Ros,"William de Ros, 6th Baron de Ros",6000000004880607869,Q7795497,Thomas I de Ros 8th Lord Ros of Helmsley
6000000004880970096,Q75299041,mother,Margaret FitzAlan Lady Ros,Margaret FitzAlan,6000000004880607869,Q7795497,Thomas I de Ros 8th Lord Ros of Helmsley
6000000004884976588,Q124425003,father,Michel Gabriel Alphonse Ferdinand Gabrielle de Riquet de Caraman Chimay prince de Chimay,Alphonse de Riquet de Caraman Chimay,6000000012646050867,Q3291732,Marie Clotilde Elisabeth Louise de-Riquet-de-Caraman-Chimay Comtesse de Caraman
6000000004957383653,Q2657771,father,John de Cherleton,"John Charleton, 3rd Baron Cherleton",6000000000436898288,Q2657811,John Cherleton 4th Lord Cherlton
6000000004974648050,Q98697742,father,Bengt Matsson (Boberg),Bengt Mattson [Boberg],6000000004974372122,Q6175684,Sigtrygg Bengtsson Boberg
6000000004979777552,Q61764401,mother,Adeliza de Clare,Alice de Clare,6000000006188836878,Q3439788,Aubrey “Sanglier” de Vere 1st Earl of Oxford
6000000004990807011,Q75969268,mother,Elizabeth Devereux,Elizabeth Devereux,6000000006444065884,Q76052622,John Leighton of Wattlesborough
6000000004998941157,Q75241658,mother,N.N. of Lorraine,Urraca d'Ivrea,6000000003649687777,Q2341156,Ada de Lorraine
6000000005003286874,Q76299968,mother,Helinburg von Lohra Grafin von Lohra,Helinburg von Lohra,6000000003827953174,Q31192370,Lambert von Gleichen-Tonna l
6000000005003438735,Q26868805,father,Erwin Von Gleichen-Tonna I I,Erwin I von Gleichen,6000000003827953174,Q31192370,Lambert von Gleichen-Tonna l
6000000005017983373,Q3292926,mother,Marie de Montmirail,Marie de Montmirail,6000000000424836704,Q2465095,Marie de Coucy Queen Consort of Scotland
6000000005033863383,Q16934477,father,Thingfrith,Thingfrith,6000000005032983184,Q233573,Offa
6000000005037418645,Q57940,father,Franz Oppenheimer,Franz Oppenheimer,6000000025915078275,Q5762986,Hillel Heinz Reinhard Oppenheimer
6000000005049052200,Q2667498,father,"Eirik II ""den mektige"" Eiriksson King of Jutland",Horik II,6000000010431571734,Q180263,Ragnhild Eiriksdotter Eiriksdatter «The Mighty»
6000000005049052310,Q270541,mother,Gunhild Ossursdotter daughter of Ozur,Gunnhild,6000000003645825602,Q4806421,"Ragnhildur ""The Wicked"" Eiríksdóttir"
6000000005049705321,Q75266693,mother,Jane de Stafford Baroness of Cherleton,Lady Joan de Stafford,6000000000436898288,Q2657811,John Cherleton 4th Lord Cherlton
6000000005065410349,Q2005725,mother,,Ekaterine Chavchavadze,6000000006101404847,Q4154014,
6000000005065424238,Q3651869,father,David Levanovich Dadiani,David Dadiani,6000000006101404847,Q4154014,
6000000005071579046,Q5900704,father,Karl Tordsson Bonde,Karl Tordsson,6000000000541586091,Q109704310,Birgitta Karlsdotter Bonde
6000000005073101033,Q3495067,mother,Ealdgyth,Ealdgyth,6000000009432470359,Q117647,Edward
6000000005076474301,Q505005,father,Eberhard Graf im Nordgau,"Gilbert, Duke of Lorraine",6000000002979969991,Q3622064,Hedwig von Nordgau
6000000005076742255,Q52158556,mother,Aliénor (Eleanor) de Saint-Valéry dame de Saint-Valéry,Aénor de Saint-Valery,6000000001500947329,Q551752,Yolande de Dreux
6000000005076911250,Q75238441,mother,Catherine Neville,Catherine Neville,6000000006444652018,Q76041999,Mary St. Leger
6000000005076951634,Q3172388,father,"John de Grey KG, Lord Deputy of Ireland",John Grey,6000000000337213451,Q936114,"Edmund Grey 1st Earl of Kent, 4th Baron Grey of Ruthin, Lord High Treasurer"
6000000005076951641,Q75387346,mother,Constance Holland Countess of Norfolk,Lady Constance de Holand,6000000000337213451,Q936114,"Edmund Grey 1st Earl of Kent, 4th Baron Grey of Ruthin, Lord High Treasurer"
6000000005076951672,Q54821765,mother,Elizabeth Plantagenet Duchess of Exeter,Philippa FitzAlan,6000000006444220265,Q75266632,Alice de Holland No children
6000000005103054785,Q2278338,mother,Ælfgifu,Ælfgifu of Shaftesbury,4286118427370035651,Q192925,"Ēadgār ""sē friþ-georna"" Taikusis"
6000000005222715671,Q5366163,mother,,Odai no kata,6000000001751290215,Q171977,Tokugawa Ieyasu
6000000005222940225,Q1064935,father,,Matsudaira Hirotada,6000000001751290215,Q171977,Tokugawa Ieyasu
6000000005223609276,Q96076125,mother,Elżbieta bytomska zu Kosel-Beuthen,Elżbieta of Bytom-Koźle,6000000015212276497,Q556397,Przemysław of Oświęcim
6000000005232224422,Q10853424,mother,Anna,Anna of Oświęcim,6000000005232224447,Q479890,Jan Kropidło książę
6000000005241130709,Q46996332,father,John de Holand 1st Duke of Exeter,Richard Cergeaux,6000000006444220265,Q75266632,Alice de Holland No children
6000000005241374978,Q1421,father,Titus Flavius Caesar Vespasianus Augustus,Titus,6000000005378117944,Q239314,Flavia Julia Titi
6000000005241563616,Q241102,mother,Flavia Domitilia the Elder,Domitilla the Elder,6000000008059993700,Q1423,Titus Flavius Caesar Domitianus Augustus
6000000005248396522,Q110102904,father,Antonius van Kats,Anthonius van Cats,6000000017895894121,Q110102902,Abel van Kats
6000000005248586217,Q110102907,mother,Maria van Coulster,Maria van Coulster,6000000017895894121,Q110102902,Abel van Kats
6000000005250752283,Q326585,father,Vortigern ap Gwidol High King of Britain,Vortigern,6000000002119248024,Q1292998,Caderyn Fendigaid ap Gwrtheyrn Brenin Powys
6000000005264351012,Q110302791,mother,Anna Fartegnsdatter Seim,NN,4968422205310029120,Q110302785,Johannes Lauritzen Valen
6000000005436371592,Q96240868,mother,Tora Guttormsdatter fra Irland eller Sudrøyane,NN,6000000001169174151,Q2925391,Brigida Haraldsdotter Gille of Norway
6000000005563180487,Q140079356,mother,Karoline Weiss,,6000000005563282309,Q140079475,Aloisia Barbara Weiss
6000000005566669474,Q263343,mother,"Ermengarde ""Blanche"" d’Anjou","Ermengarde of Anjou, Duchess of Burgundy",6000000001588461811,Q5761624,Hildegarde
6000000005573779404,Q98697689,mother,Kristina Staffansdotter Ulv,Kristina Staffansdotter (Ulv),6000000011590224598,Q103781939,Märta Bengtsdotter Vinstorp
6000000005576313687,Q5992061,father,Knut Johan Montelius,Knut Johan Montelius,6000000024397221165,Q59513293,Hjalmar Daniel Augustin Hjalmar David Montelius
6000000005576602065,Q51537550,mother,Carolina Charlotta Fleetwood,Carolina Charlotta Fleetwood,6000000007980693054,Q5907317,Carl Fredrik Edvin Emil Ke
6000000005577158936,Q53435,father,Skoglar Toste,Mieszko I,347655337870012697,Q242746,Sigrid Tostesdotter
6000000005578148295,Q112566245,mother,Louise de la Tour d'Auvergne,Louise de La Tour d'Auvergne,6000000005578103396,Q111995962,Jean VI de Créquy
6000000005588538629,Q1638309,father,Huoching der Alemannen,Huoching,6000000005588774140,Q735704,Hnabi Nebi Duke of Alamannia
6000000005598755788,Q66823,mother,Sophie Dorothea Askanier Erbherzogin zu Braunschweig-Wolfenbüttel,Dorothea of Anhalt-Zerbst,6000000021425921983,Q65655,Rudolf August Welf Fürst zu Wolfenbüttel
6000000005598851872,Q1494018,father,Otto IV de Bourgogne comte de Bourgogne,"Otto IV, Count of Burgundy",6000000003232579507,Q231760,Jeanne 'Joan' II de Bourgogne Reine de France
6000000005598867088,Q530743,father,Fulco d'Este I,"Fulco I, Margrave of Milan",6000000004533182543,Q1161249,Obizzo I d'Este lord of Ferrara & Rovigo
6000000005598872029,Q22328248,mother,Béatrice Clémence de Lorraine Countess of Burgundy,Beatrice of Lorraine,6000000004533266161,Q3290759,Marguerite Clémence de Bourgogne
6000000005598872449,Q75617648,mother,Mahaut de Mehun sur Yèvres,Maud de Mahun-sur-Yevre,6000000006714512140,Q48688659,Raoul de Courtenay
6000000005598897143,Q271801,mother,Taddaea Visconti the Younger,Taddea Visconti,6000000003979848930,Q154064,Elisabeth von Wittelsbach Reine consort de France
6000000005608250140,Q98375210,mother,Iliana Åkesdotter Tott,Ellen Aagesdatter [Thott],6000000011620463995,Q110548176,Birgitta Thordsdotter Tordsdotter Bonde
6000000005619727117,Q130334556,father,Erik Knudsen til Skarsholm,"Duke Erik Knudsen, knight, hertig til Sønder Halland, High Seneschal of Denmark",6000000005619893152,Q110549526,Barnum Eriksen til Skarsholm
6000000005653593001,Q123160521,father,Bernardo de Távora de Vasconcelos e Sousa,Bernardo de Tavora de Vasconcelos e Sousa,6000000021065288134,Q10321802,D. Luísa Clara de Portugal 'A Flor da Murta'
6000000005703890001,Q18606694,mother,Béatrix de Hainaut,Alix de Roucy,6000000004586546893,Q58674087,Adelaide de Roucy
6000000005704400010,Q48925645,mother,Alberade von Lothringen (Lorraine) von Hennegau von Hainault Countess of Lorraine,Alberade of Lorraine,6000000000728689157,Q1913065,Ermentrude
6000000005739816003,Q4753872,father,Anders (Andrew) Mowat of Hugoland,Anders Mowatt of Hugoland,289226275560008023,Q11959866,Axel Andersson Mowat
6000000005741439172,Q76101995,mother,Alberade de Mons duchesse de Basse Lorraine,Alberade von Kleve,6000000002043195442,Q735666,Reginar De Hainaut
6000000005747654250,Q464034,mother,Caia Caecilia Tanaquil,Tanaquil,6000000005747654261,Q3515798,Tarquinia
6000000005747740533,Q1291259,father,Gebica,Giselher,6000000003645870070,Q339094,Gunther
6000000005758568903,Q12119007,father,Gaius Julius Caesar,Lucius Julius Caesar,6000000005759156012,Q651208,Gaius Julius Caesar
6000000005784536054,Q1978428,mother,Marguerite d'Enghien comtesse de Brienne,Margaret of Brienne,6000000003472754347,Q474571,Pierre I de Luxembourg
6000000005785596137,Q2583477,mother,Cypros Kypros Kufra of Nabatea,Cypros,6000000002428752488,Q51672,Herod
6000000005790485053,Q921692,father,Costobarus of Idumea Governor of Idumea & Gaza,Costobarus,6000000005784623194,Q453069,Berenice (Berenike) III d'Idumée Princess of Judaea
6000000005791930741,Q632415,father,Archambaud de Dampierre seigneur de Bourbon et de Montluçon,Archambaud VIII of Bourbon,6000000005791943640,Q1815122,Marguerite de Dampierre Bourbon reina de Navarra
6000000005794085315,Q671572,father,Gerold,Gerold of Vinzgau,6000000007316403023,Q1567543,Adrien
6000000005806138008,Q110154721,mother,Sofia Nielsdatter Ulfstand,"Sofie Nielsdatter Ulfstand, heiress of Barsebaek & Vemmetofte",6000000001504580144,Q136376277,Lisbeth Clausdatter Podebusk Til Karsholm
6000000005845069031,Q319075,father,Phasael of Judea,Antipater the Idumaean,6000000041137333411,Q254920,Salome I of Idumaea
6000000005861973018,Q204351,mother,Elisabeth de Vermandois Countess of Leicestershire & Surrey,"Elizabeth of Vermandois, Countess of Leicester",6000000000642015406,Q1363300,"Waleran IV de Beaumont Comte de Meulan, 1st Earl of Worcester"
6000000005865639005,Q11923627,father,Gaius Octavius,Gaius Octavius,6000000010849360396,Q11923628,Gaius Octavius III
6000000005869553008,Q236462,mother,Doubravka Dobrawa Przemyślida,Doubravka of Bohemia,6000000000769654031,Q53436,Boleslav I. Chrabrý
6000000005874352030,Q440513,mother,Drahomira Hevelli-Stodoranska,Drahomíra,6000000001119785651,Q360112,Boleslaw I Przemyslid
6000000005895908004,Q18164973,mother,Hedwig Abbess of Chelles,Hedwig,6000000000904661585,Q169547,Judith
6000000005912110182,Q472561,father,Fulk II ‘the Good’ d'Anjou,"Fulk II, Count of Anjou",6000000006988758746,Q712580,"Geoffrey Grisegonelle d'Anjou Comte d'Anjou, Seneschal of France"
6000000005913940193,Q3624235,mother,Hadwig von Babenberg,Hedwiga,6000000000444676198,Q150620,Henry von Sachsen I
6000000005930105664,Q254275,mother,Beatrice di Savoia contessa consorte di Provenza,Beatrice of Savoy,6000000007386881233,Q228885,Éléonore de Provence Reine Consort d'Angleterre
6000000005931058360,Q2359709,mother,Marguerite Beatrice of Geneva,Margaret of Geneva,6000000003827328830,Q723562,Peter II of Savoy the Little Charlemagne
6000000005931327454,Q12252380,mother,Angharad verch Owain,Angharad ferch Owain,6000000000436328266,Q2618807,Owain Gwynedd ap Gruffydd King of Gwynedd
6000000005936863007,Q469856,father,Frederick,Siegfried of Luxembourg,6000000009432535049,Q5260727,Ogive
6000000005936931116,Q72067,mother,Bertila,Bertila of Spoleto,6000000008592343633,Q3769073,Gisela of Friuli
6000000005953845689,Q234533,mother,Cornelia Scipionis Africana Minor,Cornelia,6000000005954375615,Q212109,Tiberius Sempronius Gracchus
6000000005954403496,Q443505,father,Tiberius Sempronius Gracchus Maior,Tiberius Sempronius Gracchus,6000000005954375615,Q212109,Tiberius Sempronius Gracchus
6000000005956039079,Q2296250,mother,Osburga,Osburh,6000000005517038003,Q272233,Æþelræd
6000000005958333152,Q1159617,father,Publius Clodius Pulcher,Lucius Scribonius Libo,6000000008218463991,Q233444,Clodia Pulchra
6000000006007552003,Q99301910,father,Ulf Henriksson Snakenborg Bååt,Ulf Henriksson (Snakenborg),6000000003238844017,Q16596393,Carin Ulfsdotter (Snakenborg)
6000000006019981001,Q529850,father,Spitamenes,Spitamenes,6000000006019691008,Q237626,Apama
6000000006026602016,Q1386498,father,"Robert de Beaumont-le-Roger 1st Earl of Leicester, Comte de Meulan","Robert de Beaumont, 1st Earl of Leicester",6000000000642015406,Q1363300,"Waleran IV de Beaumont Comte de Meulan, 1st Earl of Worcester"
6000000006036670007,Q433440,father,"Robert ""le Fort""",Robert the Strong,4647274,Q208082,Robert I king of France
6000000006078900556,Q106368514,father,William Fauntleroy Turner,William Fauntleroy Turner,6000000007417839637,Q100364688,Sidney Smith Turner
6000000006078993589,Q100366075,mother,Sidney Patterson,Sidney Patterson Turner,6000000007417839637,Q100364688,Sidney Smith Turner
6000000006079317279,Q355799,father,Aršāma,Arsames,6000000002060768421,Q379863,Hystaspes
6000000006079729887,Q239414,father,Nabonidus,Nabonidus,6000000003645908151,Q1339859,Ennigaldi Bel-shalti-nanna
6000000006081768576,Q1528430,mother,Marcia Furnilla,Arrecina Tertulla,6000000005378117944,Q239314,Flavia Julia Titi
6000000006090851156,Q372441,mother,Neitaqert (Nitocris),Nitocris of Babylon,6000000003645908151,Q1339859,Ennigaldi Bel-shalti-nanna
6000000006093322184,Q727996,father,"Dreux de Mantes Count of Mantes, Vexin, Valois & Amiens",Drogo of Mantes,6000000002135014784,Q75718,Ralph de Mantes Earl of Hereford
6000000006098393265,Q465882,mother,Alpaïde,Alpaida,288390320120001964,Q3301,"Charles ""Martel"" Mayor of the Palace"
6000000006099405035,Q5779563,father,Jon August Gyllensvaan,August Gyllensvaan,6000000006098953948,Q4984834,Augusta Catharina Charlotta Rosenquist af Åkershult-Gyllensvaan
6000000006101038160,Q1321008,mother,Tiy-Merenese,Tiy-Merenese,6000000008630614631,Q1528,Usimare Ramesses
6000000006101234761,Q204760,father,Antipater,Antipater,6000000006820844039,Q269964,Phila
6000000006101240591,Q545141,mother,Poppaea Sabina Major,Poppaea Sabina the Elder,6000000006858827010,Q230716,Poppaea Sabina
6000000006101317188,Q238151,mother,Publia Fulvia Plautilla,Fulvia Plautilla,6000000041262122168,Q107621858,NN (Daughter of Caracalla) Bassina
6000000006101317546,Q109611689,father,Antius Helvidius Priscus Successus,Helvius Successus,6000000006101317550,Q1436,Publius Helvius Pertinax Augustus
6000000006101322416,Q4687704,father,Publius Aelius Hadrianus Hadrianus Marullinus Roman Senator,Aelius Hadrianus Marullinus,6000000006101317642,Q2280800,Publius Aelius Hadrianus Afer Hadrian Roman Senator
6000000006101354639,Q106465686,mother,Rita Pahlavuni of Paperon,Rita Paperontsi,6000000006101430432,Q541848,Leo I of Armenia
6000000006101354667,Q107585739,father,Hetum IV Lampron,Hethum of Lampron,6000000003696065270,Q3814737,Keran of Lampron Queen-Consort of Armenia
6000000006101378854,Q1233341,mother,Marina Severa,Marina Severa,6000000006802476710,Q189108,Flavius Gratianus Augustus
6000000006101401670,Q75580502,father,Charles Jacob Bleschamp,Charles Jacob de Bleschamp,6000000006211081350,Q1452201,Marie Alexandrine Laurence Charlotte Louise de Bleschamps Jouberthou de Vamberthy
6000000006101401741,Q75585268,father,Thomas Mills Day,Thomas Mills Day,6000000006101401737,Q75585266,Ellen Channing Day
6000000006101404594,Q75580486,father,Giovanni Geronimo Ramolino,Gian Girolamo Ramolino,6000000002388712778,Q151995,Maria Letizia Ramolino
6000000006101404598,Q75580488,mother,Angèle-Marie Maria Pietrasanta,Angela Maria Pietra-Santa,6000000002388712778,Q151995,Maria Letizia Ramolino
6000000006101404670,Q3269958,mother,Laetitia Christine Bonaparte,Lætitia Christine Bonaparte,6000000019274398871,Q3049525,William charles Bonaparte-Wyse
6000000006101404690,Q18164418,father,Thomas Wyse English Diplomat,Studholme John Hodgson,6000000006101404699,Q3265651,Louis Lucien Napoleon Theodore Wyse
6000000006101404710,Q3588121,mother,Justine Eleanore Eleonore Ruffin,Eleonore Justine Ruflin,6000000006101404719,Q3175994,Jeanne Bonaparte
6000000006101404831,Q75539073,mother,Anna Murat,Princesse Anna Murat,6000000081497488873,Q75767564,Sabine Lucienne Cecile Marie de Noailles
6000000006101415543,Q78398,father,Otto II van Gelre der Lamme,"Otto II, Count of Guelders",6000000002187814819,Q71384,Reinhald I Graaf van Gelre
6000000006101423357,Q642469,father,Dagalaiphus,Flavius Areobindus Dagalaifus Areobindus,6000000209040626837,Q1270236,Olybrius
6000000006101423552,Q741798,father,Flavius Germanus Justinus,Germanus,6000000008462895214,Q1293376,Justinian Ioustinianos
6000000006101423746,Q982066,father,Eutharicus Cilliga,Eutharic,6000000001355551259,Q110895,Athalaric of the Ostrogoths
6000000006101430421,Q733854,father,Hetum I of Armenia,Hethum I,6000000003695602736,Q743783,Levon II (III) of Armenia
6000000006101430437,Q273983,mother,Sybilla of Lusignan queen consort of Armenia,Sibylla of Lusignan,6000000006101430426,Q4924,Isabella I queen of Cilician Armenia
6000000006119946287,Q110580290,father,Jean de Créquy sgr de Contes,"Jean II de Créquy, Seigneur de Créquy et de Pressin",6000000006119428862,Q115634020,Jean de Créquy seigneur de Fressin et de Canaples
6000000006121636113,Q157985,father,Menkheperure Thutmose IV,Thutmose IV,6000000002465094974,Q42606,Nebmaatre Amenhotep III Pharaoh of Egypt
6000000006125420277,Q24969941,mother,Rohese Giffard de Longueville,Rohese Giffard,6000000003495312813,Q1976461,"Gilbert Fitz Richard de Clare Lord of Clare, Tonbridge, and Cardigan"
6000000006125813004,Q18669672,mother,Adeliza de Clermont,Alice de Clermont,6000000006125448136,Q1380966,Richard FitzGilbert de Clare Lord of Clare
6000000006127159739,Q64984,father,Christoph II von Baden-Rodemachern Markgraf,"Christopher II, Margrave of Baden-Rodemachern",6000000119109148053,Q91459,Philip III Margrave of Baden-Rodemachern
6000000006127159905,Q110503654,mother,Sidonia von Daun zu Falckenstein,"Sidonia von Daun, Gräfin zu Falkenstein",6000000011839137036,Q18327491,Johan Casimir Lewenhaupt Count of Raseborg
6000000006127174709,Q99301986,mother,Kerstin Nilsdotter (yngre Grip),Kerstin Nilsdotter,6000000006127177253,Q133574383,Anna Göransdotter Gyllenstierna
6000000006127214489,Q104550442,father,Lage Axelsson Posse till Rörstorp,"judge Lage Axelsson 'Posse', squire of Rörstorp",6000000006127726795,Q110548341,Märta Lagesdotter Posse
6000000006127223646,Q44472811,father,Carl Knutsson Posse,Carl Posse,6000000010313692113,Q31897496,Knut Carlsson Posse
6000000006127239131,Q109295286,mother,Magdalena Michaeli de Cray,Magdalena Michaëlis de Cray,6000000009876238925,Q128045093,Lennart Posse af Säby
6000000006127381113,Q110548870,mother,Cecilia Agnes Fredrika Emerentia Christina Margareta Beatrix Sparre,Baroness Cecilia Sparre,6000000006127381148,Q106177714,Sixten Oscar Cëcile Charles Emile Lewenhaupt Falkenstein
6000000006127381120,Q110548852,father,Charles Auguste Lewenhaupt,Greve Charles Auguste Lewenhaupt,6000000006127381148,Q106177714,Sixten Oscar Cëcile Charles Emile Lewenhaupt Falkenstein
6000000006127570569,Q111178017,father,Gustaf Erik von Post,Gustaf Erik von Post,6000000019494186461,Q6162355,Johan Gustaf Viktor von Post
6000000006127601883,Q136376333,mother,Catharina Tham,noble Katarina of Tham,6000000007984667000,Q56299935,Casten von Otter
6000000006127682283,Q22812753,mother,Anna Juliane von Nassau-Saarbrücken,Anne Juliana of Nassau-Saarbrücken,6000000017210613359,Q29360029,Sophie Amalie Pfalzgrafin bei Rhein von der Pfalz
6000000006127736006,Q270266,mother,"Mutemwiya [Mutemwia, Mutemuya or Mutemweya] Queen Consort of Egypt",Mutemwiya,6000000002465094974,Q42606,Nebmaatre Amenhotep III Pharaoh of Egypt
6000000006127758745,Q6033990,father,Fredrik Palmqvist,,6000000002309876660,Q16650121,Magnus Daniel Palmqvist
6000000006127836951,Q116232132,mother,Abela von Kempften,Abela von Kempten,6000000008667172898,Q49103793,Nils Silfverskiold
6000000006128193453,Q110303294,mother,Anna Poulsdatter Lange til Hersomgaard & Tviskloster,Anna Poulsdatter Munk,6000000006128193458,Q6517115,Nils Trolle till Trolleholm
6000000006128279513,Q75246955,mother,Elisabeth Brunswick-Lüneburg,Hedwig von Diepholz,6000000002188166432,Q23783380,Moritz II Oldenburg-Oldenburg
6000000006128279592,Q12306325,father,Christopher Knudsen Ulfeldt,Christoffer Ulfeldt,6000000012114625200,Q110304723,Edel Christophersdatter Ulfeldt
6000000006128299096,Q448124,mother,Julianne von Nassau-Siegen Landgräfin zu Hessen-Kassel,Countess Juliane of Nassau-Siegen,6000000016991499927,Q2302904,"Sophie, von Hessen-Kassel"
6000000006130127140,Q1378618,father,Gilbert de Brionne comte d'Eu,"Gilbert, Count of Brionne",6000000006125609239,Q1382281,Richard FitzGilbert de Clare seigneur de Bienfaite et d'Orbec
6000000006131047120,Q2161868,father,Ulric Manfred II of the Arduinici marquis of Turin & Susa,Ulric Manfred II of Turin,4957925920090125485,Q275998,Adelaide of the Arduinici marchioness of Turin
6000000006134944581,Q5885872,father,Grjotgard Herlaugsson Earl of Hålogaland,,6000000002893322873,Q31695,Håkon Grjotgardsson
6000000006160920009,Q75852826,mother,Eliza Henrietta Schloss,Eliza Henrietta Schloss,6000000015134310062,Q75852823,Irene Catherine Cohen
6000000006167856607,Q75387794,mother,Finnghuala Macsinhill of Angus,Finnghuala (?),6000000002188056093,Q3276323,Máel Snechtai mac Lulaich
6000000006185272550,Q135406929,mother,Roro Juwati RAy Beruk Gusti Kanjeng Ratu Kadipaten Gusti Kanjeng Ratu Ageng Gusti Kanjeng Ratu Tegalrejo,Ratu Ageng Tegalrejo,6000000001184495389,Q2509252,"Hamengkubuwana II GRM Sundoro (1792-1810, 1811-1812, 1826-1828)"
6000000006185578794,Q60843422,father,Samuel Hildesheim Hameln (Goldschmidt),Samuel Hameln,6000000008352437896,Q124990866,"Malké Hameln, Hildesheim"
6000000006187584476,Q546716,mother,Ragnhild Haraldsdotter,Ragnhild Sigurdsdotter,3950516705030063754,Q206123,Haraldr Hårfagre Hálfdanarson
6000000006198441714,Q26972986,father,John Neville Kt.,"John Neville, Lord Neville",6000000006444222518,Q6250310,John Neville 1st Baron Neville de Raby
6000000006210203413,Q56233044,mother,Ava de Morvois Countess of Lower Alsace,Ava of Morvois,6000000012468581950,Q354934,Adélaïs Aélis de Tours
6000000006231602689,Q3811097,mother,Juliana FitzMaurice of Offaly Lady of Thomond,"Juliana FitzGerald, Lady of Thomond",6000000004571348945,Q20171448,Matilda (Maud) de Clare
6000000006232138170,Q136145041,father,Alexandre Antoine Jean Colonna Walewski,"Count Alexandre Antoine Colonna-Walewski, Comte Walewski, Comte Colonna-Walewski",6000000003004934989,Q2848798,André Alexandre Maurice Colonna Walewski
6000000006233984544,Q110304141,mother,Mette Marie Sørensdatter Mathiesen,Mette Marie Mathissen,6000000006234271078,Q5499263,"Frederik Cristian Kaas af Mur, Admiral"
6000000006240544619,Q3960015,mother,… de Barcelona duquessa consort de Borgonya,Sybilla of Barcelona,6000000000717877042,Q319625,Henri de Bourgogne comte de Portugal
6000000006241607051,Q6760071,mother,Marguerite de Lusignan,"Margaret of Lusignan, Queen of Armenia",6000000013054651337,Q888092,Leo III King of Armenia
6000000006243681588,Q12319387,father,Jens Maltesen Sehested,Jens Maltesen Sehested,6000000022039331506,Q12330674,Ove Rammel Sehested
6000000006266532197,Q2498418,father,"Sigurd ""Ring"" Randversson Danish king {mythological}",Sigurd Hring,5604233735830047570,Q314492,Ragnar Sigurdsson King of Denmark and Norway
6000000006267059185,Q12309867,mother,Else Margrethe Fredriksdatter Sehested,Else Margrethe Sehested,6000000001921331492,Q12318720,Iver Vernersen Rosenkrantz til Villestrup og Rosenholm
6000000006268149616,Q98316026,mother,Serine Larsdatter Drange,Serine Larsdatter,6000000021853320668,Q61692360,Inga Karoline Eldora Petersen
6000000006277530783,Q2540910,father,Werner IV Graf im Worms- und Speyergau,Werner IV,6000000003645782783,Q319266,Werner V. { IV.} Graf von Worms (von Herrenberg) Graf im Nahegau Speyergau & Wormsgau
6000000006277541570,Q1265586,mother,Ingonde,Ingund,6000000008248156335,Q295086,Guntram
6000000006277556378,Q378763,father,Hugues d'Arles comte de Vienne,Hugh of Italy,6000000002188110562,Q60040730,Berthe Alda of d'Italie
6000000006281737300,Q5591150,father,Albrecht Bydelsbak (af Bregentved) af Hindsgavl,Albrekt Bydelsbak,6000000006179574171,Q110548302,Beate Albrektsdotter Bydelsbak
6000000006282630411,Q112329598,mother,Marie Françoise Bourreau de la Chevalerie,Françoise Bourreau de la Chevalerie,6000000003827359843,Q3184281,Joseph Gaspard Tascher de la Pagerie
6000000006290206325,Q75494575,mother,Mildred Reade,Mildred Reade,6000000006900339288,Q75494715,Elizabeth Warner
6000000006294594631,Q190166,father,Ēadmund,Edmund I,4286118427370035651,Q192925,"Ēadgār ""sē friþ-georna"" Taikusis"
6000000006296799111,Q3033649,mother,Dode Clotilde De Metz,Doda of Metz,5535400391550125499,Q453739,Ansegisel de Metz
6000000006321433426,Q3782552,father,Halfdan II Haraldsson King of Hedeby,Halfdan,6000000004586565238,Q714874,"Harald III ""Klak"" Halfdansson King of Jutland"
6000000006323182161,Q16146398,father,Æthelred,Æthelred Mucel,6000000006103447029,Q242670,Ealhswith
6000000006338423141,Q136882127,father,Tage Mogensen Krabbe,,6000000002837301577,Q5921392,"Iver Tagesen Tagessen af Østergaard, til Jordbjerg"
6000000006338449274,Q136376156,mother,Birgitte Olufsdatter Rosensparre,Birgitte Olufsdatter Rosensparre,6000000006098591118,Q110549417,Birgitte Corfitzdotter Rud
6000000006355720542,Q303703,father,Simon de Montfort,"Simon de Montfort, 5th Earl of Leicester",6000000002267701247,Q310092,Simon de Montfort 6th Earl of Leicester
6000000006357958730,Q468653,father,Tancred Hauteville count of Lecce,"Tancred, King of Sicily",6000000002322298266,Q560005,William III de Hauteville last norman king of Sicily
6000000006365407973,Q700607,father,Mathieu le Débonnaire de Lorraine,"Matthias I, Duke of Lorraine",6000000002187845876,Q178007,Ferry I de Lorraine duc de Haute-Lorraine
