geni_id,qid,geni_label,wikidata_label,geni_abbreviated
6000000015022431228,Q110602983,Eudes de Montagu,"Oudard de Montagu, seigneur de Montagu et de Sassenay",no
6000000018065755404,Q110616162,Frans Ernst Berg van Middelburgh,Frans Ernst Berg,no
6000000010535402819,Q110618642,Katherine Fleetwood,"Catherine Denny, of Cheshunt",no
6000000007289863298,Q110621422,Anna Andersdotter Björnram,Anna Andersdotter av Bure och Grubbe,no
6000000002195023552,Q110635491,Gwladys verch Hywel Goeg,Gwladys ferch Hywel Goeg ab Iorwerth ap Cadwgan,no
6000000003243334805,Q110635630,Margred verch Gruffudd,Margred ferch Gruffudd,no
6000000014712622569,Q110640849,Eleonora van Borsselen,Leonora van Borselen,no
6000000003828078936,Q110641098,"Béatrix de Walcourt, dame de Houffalize",Béatrice de Walcourt,no
6000000001500841840,Q110643466,Jean de Valois,Jean de France,no
6000000045395223966,Q110659153,Agnes von Saarwerden,Agnes of Zweibrücken,no
6000000018619659996,Q110705218,Willem van Flodrop,"Wilhelm von Flodrop, Freiherr zu Ryckholt, Herr zu Leuth, Well, Feltz",no
6000000015358768469,Q110715227,Benedetta Fregoso,Bernadetta Doria,no
6000000016849773352,Q110715532,Juhel de Maillé,"Juhez de Maillé, Seigneur de L'Islette de La Guéritaude",no
6000000013193943601,Q110868159,Antonia Téllez-Girón y Enríquez de Ribera,Antonia Girón Enríquez de Rivera,no
6000000184286585868,Q110910336,Maria del Giudice,Marie d'Albret,no
6000000013153509053,Q110935100,Gonzalo de la Cerda y Alama marqués de la Adrada,"Gonzalo de La Cerda y de La Lama, 4.Marqués de Ladrada",no
6000000018289061173,Q111076321,Anna Margareta Nyman,Maria Nyman,no
6000000006602237048,Q11111428,Sumiko Aido,Princess Sumiko,no
4171476789890072533,Q1111208,Zaynab Al-Hashemi,Zaynab bint Ali,no
6000000100275587899,Q111364483,Gustaf Johansson Lillienstedt,Gustaf Lillienstedt,no
6000000009056498809,Q111534150,Theodora Asanina,Theodora Palaiologina Asanina,no
6000000210257708843,Q111652714,Konrad II von Plain,Konrad of Plain and Hardegg,no
6000000002616868482,Q111989378,Ingeborg Tygesdatter Hvide til Nebbe,Ingefred Tokesdatter [Galen],no
6000000000908857709,Q111989537,Lovisa Ulrica von Düben,Lovisa Ulrika von Düben,no
6000000011533226330,Q111989591,Margareta Frodbom,Margareta Fordbohm,no
6000000004868918209,Q111994823,Hugues d'Amboise,"Hugues d'Amboise, seigneur de La Maisonfort",no
6000000006727876751,Q1121941,Kunigunde von Brandenburg Princess,"Kunigunde of Brandenburg, Duchess of Slavonia",no
6000000014933665442,Q112264966,Centulio Aznar Aznar,Céntulo Aznárez of Aragon,no
6000000081802470231,Q112302365,Ippolito Pico,Hippolyte Pic,no
6000000030710450142,Q112528658,Elizabeth Gwyn,Elen Coetmor,no
6000000039643149388,Q112531549,Llywarch ap Heilin Gloff,Llywarch ap Heilin Gloff ap Tyfid ap Tangno,no
6000000001783169632,Q112532020,Pyll ap Cynwrig,Pill ap Cynwrig ap Cynddelw Gan ab Elgudy,no
6000000007361128662,Q112706948,Felipa de Fois vecomtessa consort de Coserans,Philippa de Foix,no
6000000015596382385,Q112872171,Claire de Gramont,"Klara Agaramont, heiress of Bidaxune, heiress of Gramont",no
4885074634600058124,Q112914540,Dadildis Jiménez de Pamplona,Dadildis Jiménez,no
6000000015878665613,Q112957856,Raimondetta di Ventimiglia,Raimondetta Ventimiglia,no
5551039491240054568,Q112969318,Ingeborg Axelsdotter Körning,Inkeri Körning,no
6000000000047260007,Q112969835,Helena Maria Söderhielm,Helena Maria Söderhjelm,no
6000000006127783950,Q112973885,Sofia Beurræus,"Sohvi de Beurreux, heiress of Lepaa, Viljainen & Menhamari",no
6000000020307890019,Q113004776,Mathieu de Montmorency,"Mathieu de Montmorency, Seigneur de Laye",no
6000000015167106058,Q113087385,Hélène III de Montmorency,Hélène de Melun,no
6000000027725198242,Q113367259,Constantine Doukas,Konstantinos Palaiologos,no
6000000011242532340,Q113411923,Semyon Andryevich Kurakin Boyar,Semjon Dmitrijevič Kurakin,no
6000000015627533277,Q113558596,Jean de Mailly,Jean IV de Mailly,no
6000000015700801914,Q113953794,Jacqueline de Caumont la Force,Jacqueline de Caumont,no
6000000003122446350,Q113975482,Anglesa Folch de Cardona,Anglesa de Cardona,no
6000000009773037719,Q114246730,Roman Romanovich von Anrep,Roman von Anrep,no
6000000001902786893,Q11443857,Mononobe no Futohime,Futohime,no
6000000011484536035,Q114773494,Charles de Bourbon comte de Clermont,Charles de Bourbon,no
6000000014276081769,Q115463451,Raymond V de Turenne,"Raymond de Turenne, Seigneur de Servières et de Malemort",no
6000000008496913568,Q115631647,Margareta Odhelia,Margareta of Odheli,no
6000000006174331130,Q115634021,Jeanne de Haveskercke,"Jeanne de Haveskerke, Dame de Fléchin",no
6000000021151358482,Q115634293,Marie de Luxembourg,Marguerite de Luxembourg,no
6000000017519557647,Q115634343,Catherine de Neufchâtel,"Cathérine de Neufchâtel, Dame de Nancuise",no
6000000001720701399,Q115870524,Hedvig Maria von Mell,"Lady Heta Maaria Mell, heiress of Kuitia manor",no
6000000011646054014,Q115871066,Marion Douglas,"Marion Douglas, of Drumlanrig",no
6000000000641025836,Q116003424,Françoise DE CASTELLANE,Françoise de Castellane,no
6000000000160873181,Q116003885,Juan Fernandez de Castro,Joao Fernandes de Castro,no
6000000015369319239,Q116004171,Louise de la Baume,Louise de La Baume,no
6000000011490745614,Q116004510,María Afonso de Portugal Infanta de Portugal,"Maria Afonso de Borgoña, Bâtarde de Portugal",no
6000000007915298090,Q116004568,Isabel de Castañeda Guzmán,Isabel Rodriguez de Castañeda,no
6000000009335540459,Q116004579,Gonçalo Anes de Sousa Chichorro 3º senhor de Mortágua,"Goncalo Annes de Sousa-Chicorro, 3.Señor de Mortagua",no
6000000017370050238,Q116004896,Hildegarde von Zweibrücken,Hildegard von Lichtenberg,no
6000000021631656168,Q116004914,Élisabeth von Lichtenberg,Elisabeth von Lichtenberg,no
6000000003828413118,Q116005158,Éléonore de Melun,Aliénor de Melun,no
6000000000760532621,Q116005186,Guy de Mauvoisin,"Gui IV de Mauvoisin, Seigneur de Rosny",no
6000000000760616399,Q116005192,Isabeau de Mello,Isabelle de Mello,no
6000000006727827476,Q116005583,"Anastasie, Countess Of Leiningen","Anastasia, Gräfin von Leiningen",no
6000000015892184315,Q116006417,Marguerite Alamandi Dame d'Aubonne,Marguerite Alleman,no
6000000003858661896,Q116007123,Costanza di Niccolò Cavalcanti,Costanza Malaspina of Verrucola,no
6000000003827158895,Q116007604,Bernard d'Anduze prince de Luc,"Bernard VIII d'Anduze, Seigneur de Portes",no
6000000017519515493,Q116040749,Beatrice de Vienne,"Béatrice de Vienne, Dame de Commenailles",no
4992560568760070125,Q116041756,Aleida Wolfaertsdr van Borssele,Aleid van Borselen,no
4336098268660050248,Q116053620,Afonso de Castro Alvarez Osorio Heredero del Condado de Lemos,Alfonso de Castilla,no
6000000008205509159,Q116085341,Marquard von Buchwald,Markvard Buchwald in Sierhagen,no
6000000046767644745,Q116096233,Ottilia zu Heydeck Erbschenkin,Erbschenkin Ottilia von Limpurg in Gaildorf,no
6000000001504310289,Q116102436,Gese Detlevsdatter Reventlow adH Ziesendorf,Gese Reventlow,no
6000000000437027691,Q116112557,Coel ap Gweirydd,Coel ap Gweirydd ap Cynwrig ap Cynddelw Gam,no
6000000007606804310,Q116125141,Hugh Starkey Esquire,"Hugh Starkey, of Oulton",no
6000000015735919719,Q116126758,Aimar de Clermont,"Aymar de Clermont, seigneur d'Hauterive",no
6000000018247905483,Q116131103,Jean d'Auxy,"Jean d'Auxy, seigneur de Monceaux",no
6000000007006870276,Q116146069,Owain ap Caradog,Owain ap Caradog ap Gwilym ap Meurig,no
6000000153065001858,Q116146087,Gwenllian ferch Cadifor,Gwenllian ferch Cydifor ap Rhys ap Rhydderch,no
6000000038736442162,Q116147392,Caswallon ap Cynan,Cadwallon ap Cynan ab Owain Gwynedd,no
6000000056175070862,Q116147489,Gwenllian verch Tudur,Gwenllian ferch Tudur ab Ithel Fychan ab Ithel Llwyd,no
6000000007373557391,Q116150245,Christine von Oldenburg,Christiane? von Oldenburg,no
5101295410550070399,Q116150299,Jon Reinmodsen,Jon Reimatsen,no
305332989800002467,Q116150300,Cecilie Ebbesdatter Hvide,Cecilie Ebbesdatter,no
6000000041715970201,Q116156433,Gwenllian verch Bleddyn,Gwenllian ferch Bleddyn al mab ab Ithel Llywd ab Ithel Gam,no
6000000003827624264,Q116169288,Anastasia von Leiningen Gräfin zu Westerburg,"Anastasia, Gräfin von Leiningen in Dagsburg und Hardenburg",no
6000000022838744532,Q116172832,Catherine Colville of Ochiltree,"Catherine Colville, of Ochiltree",no
6000000002172713444,Q116174177,Isabel Widdrington,Isabel Ogle,no
6000000005653788225,Q116385310,Anna Christina Strömfelt,Anna Christina Strömfeldt,no
6000000015201679806,Q116469293,Stefano Colonna signore di Palestrina,"Stefano Colonna, Signore di Palestrina, 1.Marchese della Penna",no
6000000003645870236,Q116471678,Caeseria,Caesaria,no
6000000031008254317,Q116471737,Philip van Schoonhoven,Philippe van Schoonhoven d'Aerschot,no
6000000012565017393,Q116474334,Thukra,Thukhra,no
6000000039511741247,Q116478123,Llywarch ap Llofan,Llywarch ap Lleon ap Cilmin Droed-Ddû,no
6000000002937182547,Q116508873,Axel Axelsson Stålarm,Axel Stålarm,no
4520166,Q116760688,Maria Nordenfelt,Maria Amalia Nordenfelt,no
6000000000572198595,Q116775360,Helena Mariana Sparre af Söfdeborg,Mariana Helena Ehrenkrona,no
6000000008847604706,Q116779751,Elisabet Olofsdotter Luth,Elisabet Olofsdotter,no
6000000018596129993,Q116782679,Franceschino Malaspina,"Francesco Malaspina, Marquis of Mulazzo",no
6000000081728145996,Q116796070,Leonardo Malaspina,"Leonardo III Malaspina, Marquis of Gragnola",no
5644583770390083526,Q116812065,Jonet Raglan,"Jennet ferch Lewys Raglan, of Vorganwg",no
6000000057138662867,Q116812392,Owain ap Rhydderch Ddu,Owain ap Rhydderch Ddû,no
6000000007442688545,Q1168365,Ärkebiskop Samuelis Olai Troilius,Samuel Troilius,no
6000000089981631935,Q116839806,Gianbattista Malaspina marchese d'Olivola,Gian Battista Malaspina of Fosdinovo,no
6000000114724176241,Q116871443,Obicino III Malaspina marchese di Filattiera,"Obizzo Malaspina, Marquis of Godiasco",no
6000000009304988409,Q116918815,Thomas IV de Coucy,"Thomas IV de Coucy, Seigneur de Vervins",no
6000000026392411139,Q117052931,Adelaide de Mello,Adélaïde de Montréal,no
6000000015155044460,Q117276434,Isabeau de Werchin,"Isabelle de Werchin, Heiress of Liestres et Merlimont",no
6000000000701068622,Q1174096,Anicius Auchenius Bassus Auchenius of Rome,Anicius Auchenius Bassus,no
6000000022694276148,Q117483192,Nils Adolf Eberhard Munck Af Rosenschiöld,Nils Munck af Rosenschöld,no
6000000006101234724,Q117562239,Polemaeus,Ptolemy,no
6000000071390476083,Q117804438,Bernardo de'Medici 1°principe di Ottajano,"Bernardo de' Medici, 1st Prince of Ottajano",no
6000000007512032119,Q11858191,Erik Johan Abrahamsson af Palén,Erik af Palén,no
6000000016619978779,Q11916130,Christiane Elisabeth von Sayn-Wittgenstein-Homburg,Christiane Elisabeth von Sayn-Wittgenstein,no
6000000006277467487,Q11924105,Gerberge,Gerberga,no
6000000008907978062,Q119311834,Imagine von Sponheim-Kreuznach,Imagina von Sponheim,no
6000000012657572933,Q11933695,Lluis de Prades,Lluís de Prades i d'Arenós,no
6000000003827711407,Q11944654,Ramón V de Pailhars Conde de Pailhars,Raymond VI de Pallars Jussà,no
6000000025607750228,Q1199978,Derdas,Derdas III,no
6000000006127401147,Q120499021,Nils Nilsson Duréel,Nils Duréel,no
6000000003827305200,Q120986435,Uda Gräfin von Goseck,Oda von Goseck,no
6000000002188292474,Q121005,Mangold bishop of Passau,Manegold of Berg,no
6000000227128669834,Q12201493,Al-Dahhak Al-Fihri,Al-Dahhak ibn Qays al-Fihri,no
6000000002188563314,Q1223243,Dietrich von Nassau-Weilburg Archbishop of Trier,Diether of Nassau,no
6000000081049364893,Q122361491,John Langford,"John ab Edward Langford, of Rhuddin",no
6000000000307274628,Q122479,Máel Coluim IV mac Eanric King of Scots,Malcolm IV of Scotland,no
6000000041264568832,Q12276042,Gaius Septimius Aper,Gaius Septimius Severus,no
6000000012691500697,Q12284966,Licinia Crassa Secunda,Licinia,no
6000000041231837264,Q12285173,Lucius Vipsanius Agrippa,Lucius Vipsanius Minor,no
6000000001501029613,Q12295991,Thamar Asenina,Tamar Asenina,no
6000000010573777066,Q122980318,Samuel Fredrik Åkerhielm af Margretelund,Samuel Fredrik Åkerhielm,no
6000000001519116433,Q12300943,August Alexander Blom,Alexander Blom,no
4612958,Q123158323,Margareta Stensdotter (Bielke),Margareta Stensdotter,no
6000000002187750363,Q123252155,"Bernat, Infant de Barcelona",Bernat de Barcelona,no
6000000077947469102,Q123436165,Isabel de Aragon,Doña NN batarde de Aragón,no
6000000007602857711,Q12363134,Gustaf Adolf Strömfelt till Strömhult,Gustav Adolf Strömfelt,no
6000000007283508357,Q123690154,Dirck Isaacs op den Graeff,Derick op den Graeff,no
6000000031948732327,Q124088873,Adelisa d'Altavilla,Adelisa of Sicily,no
6000000008504215494,Q124162993,Guillaume de Savoie,William of Savoy,no
6000000006704094498,Q124219072,Anna Christina Gyllenstierna af Björksund och Helgö,Anna Christina Gyllenstierna,no
6000000000909142439,Q124477457,Anna Elisabet Charlotta Andersdotter Rehbinder,Anna Hedenberg,no
6000000013207216147,Q124568714,Carl Johan Mörner af Morlanda,Carl Johan Mörner,no
6000000013257070935,Q124606874,Hans Didrik Mörner af Morlanda,Hans Didrik Mörner,no
6000000205495417827,Q124608919,Eric Ugla,Erik Uggla,no
6000000008988775900,Q124694235,Måns Palmstierna till Grimstorp,Måns Palmstierna,no
6000000008575245445,Q125989,Walram d'Arlon II,Waleran I of Limburg,no
6000000186285688286,Q12598947,Taebi Buyeo,Buyeo Taebi,no
6000000006980155171,Q126002714,Sven Jönsson (Lillie af Greger Mattssons ätt),Sven Jönsson,no
6000000008580498708,Q126281321,N Komnene,Anna Komnene,no
6000000011533077050,Q127270462,Barbro Petré,Barbro of Petré,no
6000000007511906560,Q127270688,Beata Kristersdotter Bonde,"Baroness Beata Bonde, heiress of Lagmansholm manor",no
6000000006127526080,Q127609305,Axel Hansson Wachtmeister,Axel Wachtmeister,no
6000000003669568307,Q128851984,Elizabeth Fleming,Elizabeth Preston,no
6000000002598437757,Q129086932,Teodoras Glinskis,Fjodor Semjonovič Glinský,no
6000000016162051363,Q129094470,Giovanni Tommaso Sanseverino,Giovanni Sanseverino,no
6000000000640931229,Q129094825,"Carlo Ruffo, 3°conte di Montalto","Giovanni Ruffo, Conte di Montalto",no
6000000191590164828,Q129699571,Laurentz Olivecrantz,Lorentz Olivecrantz,no
6000000025112067876,Q12981477,Umar bin 'Aasim bin Umar al-Farooq,Umar ibn Asim,no
6000000018379174950,Q129912,Alvaro Núñez de Lara,Álvaro Núñez de Lara,no
6000000006827749116,Q130335459,Karin Sofia af Buren,Carin af Burén,no
6000000195118790842,Q130339034,Gruffudd ap Hywel,Gruffudd ap Hywel ap Gruffudd ab Iorwerth Fychan of Croes Foel,no
6000000000224947407,Q130341543,Tudur ap Madog,Tudur ap Madog ap Samuel ap Cadafael Ynfyd,no
6000000165356138858,Q130358565,Llewelyn ap Hywel,Llywelyn ap Hywel ap Caradog ap Trahaearn,no
6000000110696585846,Q130358732,Gwenllian Wen verch Gruffudd,Gwenllian Wen ferch Gruffudd ab Ieuan ap Gruffudd ap Dafydd,no
6000000110693103843,Q130358919,Rhys ap Gruffudd,Rhys ap Gruffudd ab Ieuan ap Gruffudd of Llwyn Dafydd,no
6000000215820366829,Q130359165,Rhys Fychan ap Dafydd,Rhys Fychan ap Dafydd ab Ieuan Bwl ap Madog of Neuadd,no
6000000015863392432,Q13049838,Pedro VII Fernández de Hijar y Alagón Barón de Hijar,Pero Ferrández d'Íxar y Alagón,no
6000000167042807821,Q130524451,Carl Henrik von Hofsten RSO,Carl Henrik von Hofsten,no
6000000006127147310,Q130564935,Christoph Ernst von Platen,Christoffer Ernst von Platen,no
6000000029124587412,Q130635823,Margarethe von Burgau Markgräfin,Margareta von Hohenberg,no
6000000001504314081,Q130683609,Cecilia Lucia Brodersen,Cecilie Lucie of Brodersen,no
6000000006127651336,Q130684265,Carl Philip Strömfelt,Carl Filip Strömfelt,no
6000000006127651347,Q130684369,Agneta Johansdotter Ållongren,Agneta Ållongren,no
6000000006127355736,Q130755124,Johan Gustav Boije af Gennäs,Johan Gustaf Boije,no
6000000003645908697,Q1310565,Eirene,Irene,no
6000000015088452596,Q131126210,Battistina d'Aragona,Battistina Usodimare Cibo,no
6000000007481626249,Q131143022,Joakim Joakimsson Fleming,Joakim Fleming,no
6000000000269766458,Q131256410,Elisabeth Von Dagersheim,Elisabeth von Dagersheim,no
6000000003897399365,Q131306355,Jakob Björnsson (Bååt) till Stäflö,Jakob Björnsson,no
6000000005965086576,Q131322945,Torkel Haraldsson (Gren),Torkel Haraldsson,no
6000000012823556417,Q131441907,Guiomar de Vilhena condessa da Vidigueira,Guiomar de Vilhena de Portugal,no
6000000009385903747,Q131582026,Maria Gerdruta von Aderkas,noble Marie Gertruta Aderkas,no
6000000006127570146,Q131631500,Johan Gustaf Bonde af Björnö,Johan Gustaf Bonde,no
6000000006127409064,Q131726951,Catharina Elisabet Arosell Adlerheim,noble Catharina Elisabeth Adlerheim,no
6000000011830814416,Q131726979,Vilhelmina Lovisa Fredrika Ulrika Iserhielm,Vilhelmina Lovisa Frederika Ulrika of Iserhielm,no
6000000012011827263,Q131727076,Märta Christersdotter Posse,"Martta Posse, heiress of Ro",no
6000000011830675570,Q131727094,Pribbert Achates von Platen auf Casselwitz und Drigge,"Captain Pribbert Achaz Platen, lordof Kasselwitz, 'jure uxoris' of Drigge",no
6000000005436567477,Q131727109,Anna Troilia,Anna Unosdotter Troilia,no
2853609,Q131729972,Olof Eriksson Spak,"Olof Erikson Spak, mayor of Karlstad",no
6000000078631403621,Q131731096,"François de Gelas Marquis de Leberon, Comte de Gelas",François de Gelas,no
6000000010800923744,Q131740910,Herman af Petersens till Ersta,Herman af Petersens,no
6000000010801393457,Q131740911,Anna Elisabet Silfverschiöld,"Anna Elisabet, Friherrinna Silfverschiöld",no
6000000010801381528,Q131740913,Hedvig Sofia Hamilton,"Hedvig Sofia, Grevinna Hamilton",no
6000000004978130558,Q131805898,Elin Bengtsdotter (Aspenäs),Helena (Elin) Bengtsdotter,no
6000000014783992636,Q131834418,Amalie Grafin von Schwartzburg-Blankenburg,Amalia of Schwarzburg-Blankenburg,no
6000000007276182504,Q131862852,Ingeborg Ulfsdotter (Ulvåsa),Ingeborg Ulfsdotter,no
6000000003827467201,Q1324672,Eleonore von Fürstenberg,Eleonore of Fürstenberg,no
6000000006727770608,Q1330110,Elisabeth von Brandenburg markgräfin,Elisabeth Magdalene von Brandenburg,no
6000000002187888435,Q1332128,Rudolf von Altenburg I,Rudolph I,no
6000000012587945660,Q133283826,Sebastian Tham,Cornet Sebastian Tham,no
6000000007622043040,Q133283834,Nils Gabriel Danckwardt-Lillieström till Gälsebo,Captain Niels Gabriel Danckwardt-Lillieström,no
6000000016812705533,Q1335682,Emich von Leiningen Bischof von Speyer,Emich von Leiningen,no
6000000006128321561,Q133861600,Catharina Elisabet Lamoni,Kaarina Elisabet Lamoni,no
6000000006645210002,Q1340357,Jakob Benzelius,Jacob Benzelius,no
6000000012875573275,Q134498447,Elisabet Charlotta von Stedingk,Elisabet von Stedingk,no
6000000002567020255,Q1345250,Petrus Königsson Kenicius,Petrus Kenicius,no
6000000009793637917,Q134761202,Anders Andersson Mennander,Andreas Mennander,no
284133423960001043,Q135480146,Christina Teet,Kristina Henriksdotter Teet,no
6000000013175410922,Q135480148,Hedvig Hindrichdotter Wegelin,Hedvig Schmeer,no
284133472070006119,Q135480159,Henrik Mårtensson Teet,Henrikki Martinpoika Teet,no
6000000012640406848,Q135480230,Johan Munck af Rosenschöld,"Johan Munck, Lord Munck af Rosenschöld",no
6000000012641171021,Q135480235,Maria Rebecca Munck af Rosenschôld,Maria Rebecka Lemchen,no
6000000009693938328,Q135480258,Carl Leonard Leijonhufvud,"Baron Karl Leonard Leijonhufvud, Friherre Leijonhufvud",no
6000000009693821507,Q135480259,Elsa Barbro Gabrielsdotter Leijonhufwudh,Elsa Barbro Oxenstierna,no
6000000006127594415,Q135511412,Adolf Fredrik Wachtmeister af Johannishus,Adolf Fredrik Wachtmeister,no
6000000026092005226,Q135513404,Anders Roland Martin,Roland Martin,no
6000000011851638339,Q135661262,Carl Reinhold von Essen af Zellie,"Kaarle Reino von Essen, Lord of Jakkarila",no
6000000011851554953,Q135661264,Elisabet Charlotta In de Betou,Elisabeth Charlotta In de Betou,no
6000000001504646816,Q135663209,Niels Nielsen,Niels Nielsen Kaas,no
6000000007771742337,Q135665878,Anna Christina Stålhammar,"Anna Kristina Stålhammar, heiress of Vestraby",no
6000000015423628089,Q13567887,Otto Reuß zu Weida Herr zu Osterode A3,Otto von Osterode,no
6000000012001279962,Q135855612,Kjell Henrik Barnekow,Kjell Barnekow,no
6000000007460832349,Q136028286,Margareta Charlotta Ihre,Margaret Charlotta Ihre,no
6000000017047119369,Q136260136,Ferri de Picquigny,"Ferry de Picquigny, Seigneur d'Ailly-sur-Somme",no
6000000015223526968,Q136337438,Pieter van Boergondië-Bredam,"Pierre de Bourgogne, Sire de Bredam, St.Laurens",no
6000000017090812821,Q136349033,Ebles de Genève,Ebal de Genève,no
6000000007818378500,Q136376226,Hans Henrik Hansson Ramel till Övedskloster,Friherre Hans Henrik Ramel,no
6000000001606349437,Q136376245,Fredrik Elof Gyllenkrok RSO,Fredrik Elof Gyllenkrok,no
6000000218596775990,Q136376248,David Stierncrona,Baron David Henrik Stierncrona,no
6000000045408586867,Q136376355,Carl Gustaf Löwenhjelm,Carl Gustaf Löwenhielm,no
6000000042010642221,Q136377316,Newbold LeRoy Edgar,Newbold Leroy Edgar,no
6000000012360773044,Q136536614,Ture Johansson Sandelin,Ture Sandelin,no
6000000007317618427,Q1366001,Oldřich Brněnský Duke,Oldřich Brněnský,no
6000000007095332291,Q136660380,Maria Andersdotter Bergia,Maria Berger Hesselius,no
6000000022570663436,Q136822651,Fredrik Hansson Hummel,Jacob Fredrik Hummel,no
6000000008830654894,Q137213784,Carl Arvid Svensson Hallenborg,Carl Hallenborg,no
6000000027578671774,Q137453049,Artal VI de Alagón y Martínez de Luna XI Señor de Alagón,Artal VII d'Alagón,no
6000000073766100943,Q137645970,Rosina Sophia Johanna Weltz,Rosina Sophia Johanna Perthes,no
6000000028979697648,Q138160216,Alberade,Alberada von Urach,no
6000000048840958018,Q138495479,Friedrich Conrad Dietrich Adrian von Kleist,Friedrich Konrad Dietrich Adrian von Kleist,no
1415237,Q138582215,Eva Christina Eriksdotter de Besche,Eva Christina de Besche,no
6000000006146870818,Q138687615,Bertrand Olav Olsen Vigdel,Bertrand Olav Vigdel,no
6000000021801820504,Q139042001,Munio Guterres de Celanova III Conde del Sobrado,Munio Gutiérrez,no
6000000006718066339,Q1393227,Eva De la Gardie,Eva Ekeblad,no
6000000056237410152,Q139412624,Anna Barberini-Colonna,Anne-Marie Barberini Colonna di Sciarra,no
6000000009737639054,Q139572415,Magdelana Miller,Magdalena Welser,no
6000000002764969779,Q139765075,Schoendle Deutz,Schoendele Oppenheimer,no
6000000004577963540,Q139997218,Albrecht Jonsson Behm,Albrecht Behm,no
6000000011759904315,Q1401658,Jakob Axelsson Lindblom,Jacob Axelsson Lindblom,no
6000000004577966933,Q140192133,Sara Albrektsdotter Swedberg,Sara Behm,no
6000000014024808964,Q140223521,Sophie Luise Ernestine von Platen,Sophia Louise Ernestine von Platen,no
6000000087535357291,Q140568870,Emma Himiko Leonhart,Emma Leonhart,no
6000000002188113422,Q140795508,Mechtild von Urach Gräfin,Mathilde von Urach,no
6000000205069366563,Q140934498,Hans Eriksson Spak,Hans Spaak,no
6000000003492005121,Q141152600,Stine Eivindsdatter Jacobson,Stena Eivindsdatter Garborg,no
6000000003492005141,Q141162043,Inger Marie Eivindsdatter Ronneberg,Inger Marie Mary Eivindsdatter Garborg,no
6000000003492005156,Q141162046,Ane Oline Eivindsdatter Tunheim,Ane Oline Lena Eivindsdatter Garborg,no
6000000021079935250,Q141168784,Aagot Wendt,Aagot Garborg,no
6000000006573130134,Q141168830,Ingeborg Talle,Ingeborg Garborg,no
6000000006572799149,Q141168837,"Ingebret ""Inge"" Garborg",Ingebret Garborg,no
6000000006127859575,Q141180409,Magdalena Andersdotter Bure,Magdalena Andersdotter,no
6000000039510907240,Q141189109,Tollef Tunheim,Tollef Bud Tunheim,no
6000000005607359959,Q141198834,Gunnbjørn Jonson Mjølhus,Gunnbjørn Jonson Aukland,no
6000000002481819312,Q141198835,Bergitte Gunnbjørnsdatter Aukland,Bergitte Gunnbjørnsdatter Tengs,no
6000000002463510938,Q141199851,Lagmann Gunnbjørn Toresson Tengs,Gunnbjørn Toresson Tengs,no
6000000035698131765,Q141199868,Ingvold Remmie,"Ingvold ""Pinkie"" Remmie",no
6000000002391120029,Q141199899,"Jon Tollakson Aukland, IV",Jon Tollakson Aukland IV,no
6000000002572701505,Q141205942,Tore II Gardson Gard,Tore Gardsson,no
6000000002482240141,Q141206080,Peder Tormodsen Foss,Peder Tormodson Foss,no
6000000005608892743,Q141216388,Jon Hansson Store Vatne,Jon Hansson St. Vatne,no
6000000005607353362,Q141216460,Bjørnsdatter Tau,daughter of Bjørn Nilssøn Tau,no
6000000001200204262,Q141216467,Eldrid Jonsdtr Blindheim,Eldrid Jonsdatter,no
6000000005609304839,Q141217369,Anna Osmundsd Stokka,Anna Osmundsdatter Stokka,no
6000000027470028034,Q141217396,Maria No name,Maria,no
6000000029983713844,Q141223417,Elen Malena Halvorsdtr Tunheim,Elen Malena Halvorsdatter Tunheim,no
6000000003315892160,Q141223851,Ragnhild Østensd Stokka,Ragnhild Østensdatter Stokka,no
6000000020344842981,Q141223944,Rasmus Borsheim,Rasmus Paulson Borsheim,no
6000000005609443665,Q141224009,Gunnar Torsteinson Frafjord I,Gunnar Torsteinson Frafjord,no
4982922006040030712,Q141224907,Segrid,Segrid NN,no
6000000040760740831,Q141225787,Kristine,Kristine NN,no
6000000014516776068,Q141242410,Maria Gjeruldsdtr Vatne,Maria Gjeruldsdatter Vatne,no
6000000008908318641,Q141249726,Conrad Ludvig Transchiöld till Arnöberg,Conrad Ludvig Transchiöld,no
6000000026088722196,Q141250241,Ole LarsenLauritsen Larsen,Ole Larsen Tjaland,no
6000000005607475221,Q141268063,Jon Tørresson Grannes den ygste jon,Jon Tørresson Grannes,no
6000000002376475916,Q141271379,Anna Ormsd Byre,Anna Ormsdatter Byre,no
6000000007159289201,Q141283103,"Magnus Lagercrantz, till Näs",Magnus Lagercrantz till Näs,no
6000000059561790841,Q141283774,Jacobus Bothniensis,Jakob,no
6000000175545619828,Q141313961,Helena Maria Linnerhielm ogift,Helena Maria Linnerhielm,no
6000000019568256503,Q141336684,Salomon von Köhler,Salomon von Köhler,no
6000000032299672471,Q141336739,Ulrika Elisabet Ström,Ulrika Elisabet Ström,no
6000000007980728811,Q141352187,Ånon i Byre,Ånon Byre,no
6000000006127529490,Q141352309,Hans Johan Mörner af Morlanda,Hans Johan Mörner,no
6000000005609488533,Q141352444,Marite Olsdtr,Marite Olsdatter,no
6000000008768978360,Q141353709,Johan Olofsson Ållongren i Östergötland,Johan Olofsson Ållongren,no
