round	geni_id	fs_id	slot	method	from_geni	from_fs_id	evidence
15	6000000002301545859	L7G1-L4N	child	date	6000000002301685738	LCRV-JH6	born 1645 vs 1645
15	6000000002330980548	L85T-5HN	mother	solo	6000000003784317157	L6X6-DSR	position
15	6000000002335691829	LKWS-ZVQ	child	date	6000000008130955054	K2S7-73R	born 1810 vs 1810
15	6000000002376764387	LHKN-BVV	spouse	solo	6000000002376880201	LZYC-MYF	position
15	6000000002379328497	LZDV-1Z3	father	solo	6000000001169321712	LHKN-BGZ	position
15	6000000002390794792	L8W8-TJ4	child	date	6000000002390825722	L2WJ-39L	born 1568 vs 1568
15	6000000002391120029	G25B-836	father	solo	6000000003043806217	LTWN-FXB	position
15	6000000002425194953	LTWN-PBF	mother	solo	6000000002425517089	LYW9-77R	position
15	6000000002473688329	KLF7-1CM	spouse	solo	6000000003094936856	KLF7-1HJ	position
15	6000000002481819312	G25Y-V2X	mother	solo	6000000003043806217	LTWN-FXB	position
15	6000000002492037845	G4GF-BQL	father	solo	6000000001169238159	LW9M-FC1	position
15	6000000002527123312	LVP6-Q4C	spouse	date	6000000005609561546	LVPT-72T	born 1629 vs 1629
15	6000000002539695280	LHX9-4V5	father	solo	6000000011609535197	LHB1-XQB	position
15	6000000002539742333	GPRB-LPS	mother	solo	6000000011609535197	LHB1-XQB	position
15	6000000002550040469	L7J1-D68	mother	solo	6000000002550085232	PSF4-YDN	position
15	6000000002550081028	PF4D-WMS	spouse	solo	6000000002550048098	LZ2R-74R	position
15	6000000002550093392	L7J1-DDT	father	solo	6000000002550085232	PSF4-YDN	position
15	6000000002603662038	LCJ8-3W9	spouse	solo	6000000004828308499	MM4T-S8N	position
15	6000000002690220405	27G6-GQB	spouse	solo	6000000003947776742	K2VH-17W	position
15	6000000002736463408	KNV7-4SS	child	date	6000000005607500388	MFFQ-RY3	born 1790 vs 1790
15	6000000002740908142	L4C8-5P2	child	name	6000000003784317157	L6X6-DSR	shared: magdalena
15	6000000002801145810	MVC3-MW6	mother	solo	6000000005607319128	L7CB-V16	position
15	6000000002805492624	LCX2-B4Y	father	solo	6000000007692201403	LH8N-3DQ	position
15	6000000002811486315	PS66-14R	father	solo	6000000010460821347	P3HK-SZF	position
15	6000000002893299279	K46L-ZSH	father	solo	6000000003784317157	L6X6-DSR	position
15	6000000002893375646	LZ6J-N8C	mother	solo	6000000053736691968	L85T-161	position
15	6000000002893622020	GYQS-548	child	solo	6000000003140127923	P9CG-77B	position
15	6000000002893638412	PSF4-X55	spouse	solo	6000000003163743493	GN7V-TJL	position
15	6000000002963851668	L349-3NR	spouse	solo	6000000002963937122	L4MM-1DR	position
15	6000000002964690254	LCMF-4XG	mother	solo	6000000014565360010	LR22-25L	position
15	6000000003023774447	2S22-NPF	spouse	solo	6000000003023621495	2S22-N56	position
15	6000000003027094689	MFF6-8LN	child	date	6000000005607500388	MFFQ-RY3	born 1792 vs 1792
15	6000000003043516236	L7TY-XN6	spouse	solo	6000000003043677348	L7TY-XN3	position
15	6000000003087087241	G1DQ-LJR	spouse	name	6000000000535349951	MBBD-8D4	shared: laurette,saint
15	6000000003094912353	KTZL-TML	mother	solo	6000000003094912335	LH2T-KG6	position
15	6000000003094925322	KPWD-86R	father	solo	6000000003094925376	KL4G-9C4	position
15	6000000003094932067	GNJ4-QPW	father	solo	6000000003094932060	KL4G-9CW	position
15	6000000003094932074	MY34-NS7	child	date	6000000003094932060	KL4G-9CW	born 1621 vs 1621
15	6000000003094936514	MQJ6-MVK	child	solo	6000000005606994640	G7CZ-79Z	position
15	6000000003094936916	9QXP-8NY	spouse	solo	6000000003023691452	2S22-NT9	position
15	6000000003094941917	KVL6-KJG	child	date	6000000003094919845	KVL6-KXH	born 1599 vs 1599
15	6000000003094941944	G98X-DYD	father	solo	6000000003094941910	KVL6-KXM	position
15	6000000003094956523	L4SB-3NV	spouse	solo	6000000005607187589	K83J-1NR	position
15	6000000003094982117	GNJ4-QP6	mother	solo	6000000003094932060	KL4G-9CW	position
15	6000000003094982373	KVLT-4V1	spouse	date	6000000003194653073	KLFH-238	born 1652 vs 1652
15	6000000003095022629	PQ6K-FZW	child	name	6000000003023691452	2S22-NT9	shared: torger
15	6000000003095022879	L7B4-6YJ	spouse	date	6000000005607187513	LH6K-1ZT	born 1698 vs 1699
15	6000000003095033832	LQ5W-5FL	spouse	solo	6000000003095033824	LQ5W-5NV	position
15	6000000003095033937	KJ5Z-N5W	father	solo	6000000006135895371	L44J-ZTF	position
15	6000000003095033949	KJ5Z-JS7	mother	solo	6000000006135895371	L44J-ZTF	position
15	6000000003095034155	L7B8-D3W	spouse	date	6000000003094941842	KTZL-R78	born 1694 vs 1694
15	6000000003095034712	LHQZ-JJJ	child	date	6000000007774132198	LZYC-97C	born 1642 vs 1642
15	6000000003095034950	KVGS-73Y	spouse	solo	6000000005609353392	KVLT-WB3	position
15	6000000003095071445	2BWQ-6NG	child	solo	6000000002280842017	GN7K-C1W	position
15	6000000003095089973	KVG7-RRQ	spouse	name	4112031057620078469	LHQN-SBM	shared: daniel
15	6000000003095089978	K4RD-8DT	father	solo	4112031057620078469	LHQN-SBM	position
15	6000000003095106988	LDSR-12K	father	solo	6000000007038781066	LDSR-19K	position
15	6000000003095166268	LHX3-W41	spouse	date	6000000003095166280	LBWM-WC7	born 1704 vs 1704
15	6000000003095166626	LH31-TND	spouse	solo	6000000003094998110	KP4Q-M8H	position
15	6000000003095226042	LWHX-L93	spouse	date	6000000005607150496	K87K-SFY	born 1658 vs 1658
15	6000000003095255594	GS3J-LFR	spouse	solo	6000000004213963966	GY3G-QPF	position
15	6000000003102253400	MTRG-VTK	father	solo	6000000002277862058	LC3W-TLJ	position
15	6000000003123738854	KFL8-JHZ	spouse	date	6000000003123966062	K8MC-X1S	born 1665 vs 1665
15	6000000003174872002	L4S1-MY8	father	solo	6000000003174773475	GGZT-B2C	position
15	6000000003192698959	GLFS-WTR	spouse	date	6000000005609232777	GLF9-BLF	born 1671 vs 1671
15	6000000003253149641	K159-28X	mother	solo	6000000003253137577	LCVV-97S	position
15	6000000003293376227	LZDT-VRP	spouse	solo	309752110320008250	KCCF-2LR	position
15	6000000003313160528	27J5-4MM	spouse	date	6000000005609561546	LVPT-72T	born 1669 vs 1669
15	6000000003381449888	KLY7-XYG	child	name	6000000003043677348	L7TY-XN3	shared: bjørnsen,peder
15	6000000003401838954	27T6-993	father	solo	6000000000574078388	P94G-HS6	position
15	6000000003422289517	LZVZ-J7S	father	solo	6000000007980643431	27D9-T4K	position
15	6000000003491940871	GK47-C48	child	name	6000000003491940846	KHTT-RQS	shared: håvardsdatter,marit,torland
15	6000000003491967644	LH6W-648	spouse	solo	6000000003491967649	KJPC-KP5	position
15	6000000003491998017	LCVG-LNR	child	date	6000000005609488636	KNNX-PMZ	born 1637 vs 1637
15	6000000003492045944	MFJF-V44	child	solo	6000000014565217539	L4WK-CM2	position
15	6000000003492045999	LCCR-5NC	spouse	date	6000000005609211782	K261-X45	born 1658 vs 1658
15	6000000003492049325	KJ5D-217	spouse	solo	6000000008438841099	KJ5D-2BV	position
15	6000000003492049636	K8T4-TNR	child	name	6000000003492037652	L443-J5R	shared: elling
15	6000000003492057250	L47M-MS9	spouse	solo	6000000005609113382	2HTD-ZJ4	position
15	6000000003492057542	LWF8-F9X	child	date	6000000003492057430	L44J-62G	born 1690 vs 1690
15	6000000003492057694	L9C6-GKG	father	solo	6000000010452530350	GTYJ-KZC	position
15	6000000003492057773	MWCS-MV8	father	solo	6000000003253137577	LCVV-97S	position
15	6000000003492064675	LHT6-DDF	spouse	solo	5132829956720138378	G478-RV7	position
15	6000000003492068225	PMP8-88V	spouse	name	6000000001838928123	LM9N-3Y5	shared: svale,søren
15	6000000003492093320	GHPY-5WB	spouse	solo	6000000003492093315	MFJC-9ZK	position
15	6000000003535814542	LM9N-35R	spouse	solo	6000000003535681805	LM9N-35Z	position
15	6000000003538095936	GG9T-PDJ	child	name	6000000003315775479	LCRN-DDV	shared: maren
15	6000000003645797689	L5BL-VZD	father	solo	6000000003645797682	GZCS-P6P	position
15	6000000003700298879	LXWW-J37	spouse	solo	6000000003700421419	LXWW-NBK	position
15	6000000003701757499	KHPZ-VCH	mother	solo	6000000004213963966	GY3G-QPF	position
15	6000000003744582950	94CC-4D5	father	solo	6000000007294928449	LXQD-ZF1	position
15	6000000003820973008	LH35-5LS	father	solo	6000000003646023820	KV29-4YV	position
15	6000000003823025083	KLGX-SR3	child	date	6000000003376377487	27DS-T27	born 1580 vs 1580
15	6000000003827368233	G2N3-K1W	child	date	6000000002188563123	K2FY-LYN	born 1220 vs 1220
15	6000000003827429610	GL8C-H1C	father	solo	6000000001501062059	LCPN-J43	position
15	6000000003827464785	GL9X-GT7	father	solo	6000000002188563115	GLJB-7MY	position
15	6000000003827477236	LZDT-PM1	mother	solo	6000000009934186857	P7C4-JZC	position
15	6000000003827711942	273M-LCG	child	date	6000000002188563123	K2FY-LYN	born 1225 vs 1225
15	6000000003827746168	GR21-6YS	spouse	solo	6000000003827746162	GRL8-YLJ	position
15	6000000003889008011	GQ7F-H81	father	solo	6000000003887729958	G33X-Z8H	position
15	6000000003963789346	GY3G-ZG1	mother	solo	6000000003315892160	LZYC-932	position
15	6000000004001872973	L71G-PMH	spouse	name	6000000002624151892	LZ2V-VYM	shared: jonsdatter,rørheim,siri
15	6000000004041194488	K2FZ-CF2	spouse	solo	6000000002903091773	K8J7-2KR	position
15	6000000004214114185	KVG7-R5F	spouse	name	4112031057620078469	LHQN-SBM	shared: nils
15	6000000004214184242	KVG7-RFC	child	date	6000000004214055821	K4GH-S52	born 1565 vs 1565
15	6000000004533196008	G7XG-6WC	father	solo	6000000008438928411	GZ3G-15X	position
15	6000000004533196051	L8M4-5PK	mother	solo	6000000008438928411	GZ3G-15X	position
15	6000000004533196977	KJC5-W64	father	solo	6000000002187820192	G3J4-6JL	position
15	6000000004533200033	2S3P-YT7	father	solo	6000000004533200040	G39S-SDC	position
15	6000000004533274806	GKST-91P	father	solo	6000000003827429630	GQV6-BHJ	position
15	6000000004533274904	GL84-T4W	mother	solo	6000000001501062059	LCPN-J43	position
15	6000000004533384487	GSFQ-Y22	spouse	solo	6000000011343237712	GYQG-T83	position
15	6000000004671549226	G39W-VJQ	spouse	solo	6000000003086900198	LB1N-31R	position
15	6000000004701545001	KVLX-Q7C	child	date	3967547	LQ5K-YRF	born 1640 vs 1640
15	6000000004821380001	GK57-71W	child	date	6000000006835051081	97SM-P7C	born 1565 vs 1565
15	6000000004823969655	GQW7-B11	child	name	6000000007038191376	G6VK-7TD	shared: gyri
15	6000000004827428702	L43M-L34	spouse	solo	6000000006862114160	L43M-L3B	position
15	6000000004861652206	KL7H-19D	spouse	solo	6000000003095003925	KL7H-199	position
15	6000000004957099078	LZV2-GF1	spouse	name	6000000004001803266	MX1X-QJ1	shared: frøland,johannes,olsen
15	6000000004985721617	9HG8-SSN	child	solo	6000000001962224550	KHGY-RPB	position
15	6000000005020683684	LH31-RYZ	father	solo	6000000004690977092	LHK8-JHQ	position
15	6000000005020755792	KZ9N-R8J	father	solo	6000000041810026260	KGMQ-NQM	position
15	6000000005020980756	LHQF-TF8	spouse	solo	6000000005021220206	8JBD-T1D	position
15	6000000005021544103	L47P-4Z7	child	date	3967634	LTCB-6HP	born 1510 vs 1510
15	6000000005169964017	L4WN-ZCK	spouse	date	6000000005169964023	L4WN-ZC5	born 1611 vs 1611
15	6000000005264351012	P94R-VGZ	mother	solo	6000000002623726359	LVGL-514	position
15	6000000005274876005	L85T-PQK	spouse	solo	6000000002623726359	LVGL-514	position
15	6000000005420481509	L44Y-2MW	mother	solo	6000000006776171804	L44J-DZ8	position
15	6000000005573764918	KH79-VGN	child	date	6000000005609374216	2DXP-NX8	born 1692 vs 1692
15	6000000005606873531	LR3N-6Z8	child	date	6000000029305666649	G44L-2XL	born 1747 vs 1747
15	6000000005606916265	L44Y-XPC	spouse	solo	6000000005607217105	LW1Y-18Z	position
15	6000000005606976269	9H12-7R2	child	name	6000000000496970922	LKY4-TJL	shared: peder,svenson
15	6000000005606976501	L71B-KZK	child	solo	6000000005606873661	LDBY-FWL	position
15	6000000005606986244	L7FY-F8B	spouse	solo	6000000005607081153	2ZPB-ZQK	position
15	6000000005606986252	9K9L-PQ9	child	name	6000000003023691452	2S22-NT9	shared: peder
15	6000000005606994835	2QPY-434	child	date	6000000029305666649	G44L-2XL	born 1746 vs 1746
15	6000000005607077567	9H5X-87D	spouse	solo	6000000005607077561	L65T-QXG	position
15	6000000005607081129	G98C-QGK	spouse	solo	6000000003095006131	GQ7G-SY9	position
15	6000000005607081272	G95Q-JMX	spouse	solo	6000000005607081262	LHJ6-QJ9	position
15	6000000005607089497	MCFK-YMN	child	date	6000000006776176617	LQ5H-KHJ	born 1610 vs 1610
15	6000000005607109562	MFG3-T7G	spouse	date	6000000005607109544	LHH3-XZC	born 1682 vs 1682
15	6000000005607123569	LHDM-GFT	mother	solo	6000000005609508003	L7FG-GX8	position
15	6000000005607128207	LH6W-K4C	child	date	6000000003174982252	LH6W-KZH	born 1546 vs 1546
15	6000000005607128215	K8ZG-62L	child	date	6000000003174982252	LH6W-KZH	born 1548 vs 1548
15	6000000005607150560	K8JQ-MW7	child	solo	6000000003095060717	L4B9-DCP	position
15	6000000005607304367	KF55-3LC	spouse	solo	6000000005607304353	L78V-7VG	position
15	6000000005607311650	LWJR-YQ1	spouse	solo	6000000005607311641	LWJR-TK4	position
15	6000000005607319273	LB8P-6Z3	spouse	solo	6000000005607304312	L78V-7SX	position
15	6000000005607353362	LZ6P-B63	mother	solo	6000000007980643431	27D9-T4K	position
15	6000000005607387344	L1L9-ZQF	child	date	6000000008130955054	K2S7-73R	born 1801 vs 1801
15	6000000005607411006	MRP7-XW2	spouse	solo	6000000005607407992	KPMT-MQS	position
15	6000000005607439313	K8K9-V4F	child	solo	6000000005607081153	2ZPB-ZQK	position
15	6000000005607603062	27CH-QKT	child	date	6000000001169321712	LHKN-BGZ	born 1565 vs 1565
15	6000000005607672987	21JK-WLT	spouse	solo	6000000005953939552	LH14-1WL	position
15	6000000005607685507	L4W9-Q9K	spouse	solo	6000000005607685516	L4MJ-ZLX	position
15	6000000005607685779	K8G7-R9F	child	date	6000000005607685746	LH1H-XGY	born 1744 vs 1744
15	6000000005608888306	LZGM-JZ7	father	solo	6000000005607319128	L7CB-V16	position
15	6000000005608888878	LHDM-GF7	father	solo	6000000005609508003	L7FG-GX8	position
15	6000000005608909823	LQ5H-C54	child	date	6000000006776176617	LQ5H-KHJ	born 1606 vs 1606
15	6000000005609102895	LVH3-724	child	solo	6000000005606916462	LQ5D-MHY	position
15	6000000005609211242	L788-XLZ	spouse	solo	6000000005609211251	L788-XY5	position
15	6000000005609211741	KJP2-7X1	child	date	6000000005609211782	K261-X45	born 1670 vs 1670
15	6000000005609223608	KL6T-TC5	spouse	solo	6000000003491940738	G333-C2Z	position
15	6000000005609239057	LZGM-J8C	child	date	6000000003095033630	G2G4-TLX	born 1697 vs 1697
15	6000000005609307030	GFGZ-7F3	child	date	6000000011341257580	GHSC-4XX	born 1745 vs 1745
15	6000000005609325833	L43M-2PN	spouse	solo	6000000006890469887	L43M-2GW	position
15	6000000005609325974	GNMS-K9L	father	solo	6000000006835051081	97SM-P7C	position
15	6000000005609333376	MSY4-T8B	spouse	name	6000000003095006145	L8V8-DTY	shared: tore
15	6000000005609338004	LRT7-2PT	father	solo	6000000007057541262	LWK7-YH5	position
15	6000000005609364982	GF1T-FCT	mother	solo	3967586	LHNT-JZW	position
15	6000000005609398918	GSFW-WR3	father	solo	6000000012108566798	MHW7-GCC	position
15	6000000005609418377	LHQ3-SDX	child	date	6000000003094919845	KVL6-KXH	born 1590 vs 1590
15	6000000005609458561	LZ46-WYM	mother	solo	6000000000574078388	P94G-HS6	position
15	6000000005609539037	44KM-H9Y	spouse	solo	6000000005607679509	KLXQ-ZH6	position
15	6000000005609552049	LQ5W-GC5	child	date	6000000000139174941	L44Y-KPP	born 1665 vs 1665
15	6000000005609557424	G3WN-1F4	spouse	solo	6000000005609557414	L4QF-ZLP	position
15	6000000005770730889	L4S1-MY5	mother	solo	6000000003174773475	GGZT-B2C	position
15	6000000005770801490	KHCH-215	child	date	6000000005770813365	2PQC-K36	born 1686 vs 1686
15	6000000005795638759	KCTT-PV8	spouse	solo	6000000017962109679	KHH2-DGP	position
15	6000000005795660220	KLF4-HDT	spouse	solo	6000000005609223489	KLX8-8L9	position
15	6000000005925059042	GYQ7-R2M	child	solo	6000000022525892175	9K4F-D4B	position
15	6000000006110779493	MT25-MHM	father	solo	6000000003253373029	GHPB-M53	position
15	6000000006171205052	LCC8-ZV4	spouse	name	6000000002277862058	LC3W-TLJ	shared: jens
15	6000000006171218225	K84F-YVD	mother	solo	6000000006171218173	KGMZ-L4V	position
15	6000000006171302672	GZXC-F1Z	mother	solo	6000000003094941910	KVL6-KXM	position
15	6000000006171302689	G3X9-YJK	father	solo	6000000002280842017	GN7K-C1W	position
15	6000000006727897985	KH83-P9J	father	solo	6000000006727897970	9CQP-NH9	position
15	6000000006776171295	GDB3-R22	child	date	6000000003492057914	L44J-8YB	born 1703 vs 1703
15	6000000006776180081	P9VP-CWD	spouse	solo	6000000003492049828	M9PX-KKX	position
15	6000000006803103962	LH5F-MR6	father	solo	5539572087290133828	LBC1-916	position
15	6000000006803174710	G6N1-Q8C	mother	solo	6000000006803084798	L7FJ-H4G	position
15	6000000006803350389	G6N1-LD7	father	solo	6000000006803084798	L7FJ-H4G	position
15	6000000006803425385	LHN3-7LZ	mother	solo	5539572087290133828	LBC1-916	position
15	6000000006809331942	LZYC-94V	father	solo	6000000002562065773	LB9F-SXG	position
15	6000000006849600176	L43M-2KP	spouse	solo	6000000006849869096	L43M-2ZG	position
15	6000000006856030405	LRYS-VP4	spouse	solo	6000000006856256266	L4TX-7PL	position
15	6000000006868924292	L44W-W82	father	solo	6000000014565217539	L4WK-CM2	position
15	6000000006879057685	244P-SRC	spouse	solo	6000000006878598844	244T-9LH	position
15	6000000006879779358	244T-9PN	father	solo	6000000011958275195	KHZ3-1H1	position
15	6000000006902890769	LQ56-76V	child	date	6000000003095028376	LQ5D-R3M	born 1800 vs 1800
15	6000000006928512526	M97W-CXP	spouse	name	6000000002390825722	L2WJ-39L	shared: ingebrigtsdatter
15	6000000006979611571	KC4V-KRD	child	date	6000000003174982252	LH6W-KZH	born 1552 vs 1552
15	6000000006979611574	K8L3-5Q7	child	date	6000000003174982252	LH6W-KZH	born 1554 vs 1554
15	6000000006979640802	2738-LMB	child	date	309752110320008250	KCCF-2LR	born 1580 vs 1580
15	6000000007012114869	L713-NQZ	father	solo	6000000002509886473	LHDF-75W	position
15	6000000007012742542	LHCY-C5F	mother	solo	6000000002509886473	LHDF-75W	position
15	6000000007136117474	LH3T-8DM	father	solo	6000000006926085889	LH31-T8L	position
15	6000000007207190699	LTNX-HLM	spouse	solo	6000000007207460202	LCM6-NZD	position
15	6000000007222830220	GGRQ-VSD	spouse	solo	6000000002836510122	L78Y-R5P	position
15	6000000007223004426	P7C4-2SB	spouse	solo	6000000009934186857	P7C4-JZC	position
15	6000000007223171769	KVLX-333	child	date	3967547	LQ5K-YRF	born 1642 vs 1642
15	6000000007302828216	LH31-RYK	mother	solo	6000000004690977092	LHK8-JHQ	position
15	6000000007328816531	P37L-DX9	child	name	6000000010460821347	P3HK-SZF	shared: eriksen
15	6000000007329643116	GGQ5-PHM	child	date	6000000000535349951	MBBD-8D4	born 1180 vs 1180
15	6000000007349012338	GGNB-H34	father	solo	6000000007348780515	GJL7-SS2	position
15	6000000007349214316	LRRS-YJ6	father	solo	6000000007348849446	GJL7-6XN	position
15	6000000007380963419	L1PN-TNW	father	solo	6000000003094935053	L1PN-TF5	position
15	6000000007416811096	M1KG-JXS	mother	solo	6000000004533200040	G39S-SDC	position
15	6000000007437866206	KLF7-1KY	father	solo	6000000003175010287	L4KV-BV2	position
15	6000000007450515252	L8BL-GNP	father	solo	6000000007450145866	MLQS-PSV	position
15	6000000007497217354	LW16-NGN	spouse	solo	5710147069610079563	G6GX-TT6	position
15	6000000007506880597	2PQ3-LZ9	spouse	solo	6000000005770813365	2PQC-K36	position
15	6000000007534886487	L434-CTN	child	date	6000000007774132198	LZYC-97C	born 1644 vs 1644
15	6000000007559200551	L1MM-832	spouse	solo	6000000007559259598	LB11-PZB	position
15	6000000007575828255	KDSF-KNS	child	date	6000000008130955054	K2S7-73R	born 1812 vs 1812
15	6000000007581489469	K2S7-7CM	spouse	solo	6000000008130955054	K2S7-73R	position
15	6000000007587174776	HH4V-1R4	mother	solo	6000000006926085889	LH31-T8L	position
15	6000000007612029064	L4TV-Q7B	spouse	solo	6000000005606916257	L7JC-VYX	position
15	6000000007647174502	L44J-W5M	spouse	solo	6000000007646968949	L44J-HN6	position
15	6000000007718748792	M5BS-WJ8	spouse	solo	6000000006567155131	KHZJ-SYV	position
15	6000000007773217945	KZH7-CKG	spouse	date	6000000004214055821	K4GH-S52	born 1538 vs 1540
15	6000000007895808593	G9Z5-19W	spouse	solo	6000000005609325928	LH7X-7ZG	position
15	6000000007896121201	L9CX-R2L	child	date	6000000003095006145	L8V8-DTY	born 1725 vs 1725
15	6000000007899962583	243X-WWB	mother	solo	6000000006835051081	97SM-P7C	position
15	6000000007978311032	KVG3-HN1	spouse	solo	6000000007978550853	KVG3-HF4	position
15	6000000007980352345	G9D3-ZHW	spouse	solo	6000000002452584645	G9D3-6MM	position
15	6000000007980520010	L4J2-9M2	child	date	6000000002277862058	LC3W-TLJ	born 1561 vs 1561
15	6000000007980728811	P7TY-SXJ	father	solo	6000000002301437734	L2NR-G7F	position
15	6000000007980728818	MBT9-1P3	father	solo	6000000003830468150	L2NR-GZQ	position
15	6000000007980729136	LTCZ-FZT	spouse	solo	6000000003094935129	KVG7-2FK	position
15	6000000007980729153	MFGQ-VR2	spouse	date	6000000005607381759	LRVP-QC7	born 1630 vs 1630
15	6000000007980729162	2BWM-MWL	spouse	solo	6000000005607381816	KVG7-5YN	position
15	6000000007980957239	LZNZ-NSW	child	name	6000000005230893308	GZYK-CGM	shared: jens
15	6000000007980957583	L443-J7C	mother	solo	6000000007978550853	KVG3-HF4	position
15	6000000007980957609	L1KR-SF3	spouse	date	6000000216922924822	LHQF-YPL	born 1600 vs 1598
15	6000000007981027616	PXZR-4FN	mother	solo	6000000002277862058	LC3W-TLJ	position
15	6000000008113558110	MBTZ-WT3	father	solo	6000000053178244087	MBTZ-WRL	position
15	6000000008248183657	L85Q-Q2L	child	name	6000000006803084798	L7FJ-H4G	shared: þórólfsson
15	6000000008248250037	LK48-K1J	spouse	solo	6000000078252052038	2CYQ-SD1	position
15	6000000008248904407	MV78-SS2	mother	solo	6000000005589937849	L4R1-7G4	position
15	6000000008667076139	L4SJ-SZF	child	date	6000000003094941910	KVL6-KXM	born 1600 vs 1600
15	6000000008688089020	LV17-RYF	spouse	solo	3967547	LQ5K-YRF	position
15	6000000008694274741	LHX9-243	father	solo	6000000006608203220	GS5H-PZX	position
15	6000000008852021052	GPKT-GFC	mother	solo	6000000014565217539	L4WK-CM2	position
15	6000000008860087113	L4WN-LJW	spouse	solo	6000000008860372505	L7LD-179	position
15	6000000008860478214	L4WN-G91	child	solo	6000000008934423082	27GX-D46	position
15	6000000008867007430	LHS4-C3H	spouse	name	6000000005168874441	GQRX-H7T	shared: ellefsdatter,gro,mydland
15	6000000009143930847	K29N-VTP	child	date	6000000029305666649	G44L-2XL	born 1739 vs 1739
15	6000000009143977666	PSFV-4WQ	child	date	6000000029305666649	G44L-2XL	born 1736 vs 1736
15	6000000009144190652	2QB1-79K	child	date	6000000029305666649	G44L-2XL	born 1751 vs 1751
15	6000000009144226261	K29N-V5G	child	date	6000000029305666649	G44L-2XL	born 1740 vs 1740
15	6000000009214850777	2QB1-799	child	date	6000000029305666649	G44L-2XL	born 1749 vs 1749
15	6000000009247039240	G156-TLN	child	date	6000000000535349951	MBBD-8D4	born 1189 vs 1189
15	6000000009304954659	GW87-RQP	mother	solo	6000000003827429630	GQV6-BHJ	position
15	6000000009380531021	KL6L-TB4	spouse	solo	6000000009380603971	KL6L-YCD	position
15	6000000009590024508	LHL1-K46	child	date	6000000000139174941	L44Y-KPP	born 1668 vs 1668
15	6000000009625026742	KD7Q-6G5	spouse	solo	6000000011319035208	K8L7-2B2	position
15	6000000009657635051	P9N8-K2M	mother	solo	3967634	LTCB-6HP	position
15	6000000009782890676	MY4F-453	spouse	solo	6000000006589193210	MZ73-3XB	position
15	6000000009946935165	L4H7-F7V	mother	solo	6000000008784042334	MBTM-2JK	position
15	6000000010382639969	K8MG-4MN	father	solo	6000000010382556049	L4TS-WHC	position
15	6000000010383125506	G7CZ-3XS	spouse	solo	6000000010382556049	L4TS-WHC	position
15	6000000010527846338	LC8G-2D9	child	date	6000000008130955054	K2S7-73R	born 1807 vs 1807
15	6000000011255811912	G48V-2G5	spouse	date	6000000003827711346	G8B2-Q4D	born 1275 vs 1275
15	6000000011268577515	G9BN-Q2M	spouse	solo	6000000001501062059	LCPN-J43	position
15	6000000011296826559	LHFV-YX8	spouse	date	6000000008331410902	L71W-HBS	born 1709 vs 1709
15	6000000011322425799	G33Q-QFT	child	solo	6000000011322552421	L4J3-GXM	position
15	6000000011343553843	GYQM-4DF	mother	solo	6000000011343237712	GYQG-T83	position
15	6000000011447479404	LCXN-KTH	mother	solo	6000000003123966062	K8MC-X1S	position
15	6000000011634551225	KF5C-7WT	child	date	6000000008130955054	K2S7-73R	born 1805 vs 1805
15	6000000011671617514	G25B-WLQ	father	solo	6000000002425517089	LYW9-77R	position
15	6000000011776958258	MFZZ-79B	child	name	6000000007038191376	G6VK-7TD	shared: siri
15	6000000011865030944	LHX9-24T	mother	solo	6000000006608203220	GS5H-PZX	position
15	6000000011939644130	2DXK-XT7	spouse	solo	6000000022073832417	2ZSD-X5R	position
15	6000000012248817521	GQML-FSY	child	solo	6000000003770454437	GMF1-WFJ	position
15	6000000012702004742	LRYS-BV8	spouse	date	6000000012702297328	KCX1-468	born 1626 vs 1626
15	6000000012734562056	LQRM-W47	spouse	date	6000000015760780861	L3SC-YJF	born 1653 vs 1653
15	6000000012848306255	GPK4-TZM	father	solo	6000000012848302413	KJ5M-GML	position
15	6000000013028110739	KVLQ-S5F	spouse	date	6000000006589193229	LH79-R68	born 1677 vs 1677
15	6000000013432461449	LBHJ-TV9	father	solo	6000000011343237712	GYQG-T83	position
15	6000000013715914848	KLXW-RQ2	spouse	solo	6000000005608892295	KLXW-R7J	position
15	6000000013716436828	L4S6-NVH	mother	solo	6000000013716534665	L4WN-VJX	position
15	6000000014216773572	MFF3-1P4	child	date	6000000005607500388	MFFQ-RY3	born 1794 vs 1794
15	6000000014229708667	KP4B-QYD	child	date	6000000003492057430	L44J-62G	born 1692 vs 1692
15	6000000014231702859	94CC-467	mother	solo	6000000007294928449	LXQD-ZF1	position
15	6000000014233998119	GXXT-4DW	father	solo	6000000014233869705	G4NV-HWG	position
15	6000000014254008891	LXQD-MMW	spouse	solo	6000000005607133268	LBWM-DHM	position
15	6000000014350889277	KVL6-K4L	spouse	name	6000000003094919845	KVL6-KXH	shared: nerabø,sigmund
15	6000000014486748731	GN7K-V5R	father	solo	6000000006979611632	L4B9-DRP	position
15	6000000014510810755	GLFS-KJR	mother	solo	6000000000573702000	LH8X-Y2K	position
15	6000000014511177484	L6FH-NJS	father	solo	6000000000573702000	LH8X-Y2K	position
15	6000000014564567109	KJHF-T3D	mother	solo	6000000012848302413	KJ5M-GML	position
15	6000000014648278243	G4GN-QNG	mother	solo	6000000001169238159	LW9M-FC1	position
