geni_id,qid,wikidata_en,latin_name_count,first_latin_name,first_verdict,first_token_diff,best_latin_name,best_verdict
368714613840011374,Q311861,Charles III of Naples,3,"Charles III ""the Short"" d'Angiò Durazzo","overlap, half or more",2,"Charles III ""the Short"", King of Naples, Hungary and Croatia",Geni is a superset
368988617700011508,Q162356,Lady Jane Grey,2,Jane Grey Queen of England (disputed),"overlap, half or more",3,"Lady Jane Grey, Queen of England (disputed)",Geni is a superset
371070852170002495,Q3056989,Ernest Gugenheim,1,Ernest Simha Gugenheim,Geni is a superset,1,Ernest Simha Gugenheim,Geni is a superset
3736496,Q103955299,Walker Conway,1,Walker Conway,identical,0,Walker Conway,identical
3736500,Q103955422,Ann Conway (Moncure),2,Ann Moncure,Wikidata is a superset,-1,Ann Conway (Moncure),identical
373802532570013532,Q1885178,Maria Isabella van Beieren-Schagen,2,"Maria Isabella van Beieren-Schagen Vrouwe van Schagen, Barsingerhorn en Haringhuizen",Geni is a superset,5,"Maria Isabella van Beieren-Schagen Vrouwe van Schagen, Barsingerhorn en Haringhuizen",Geni is a superset
375773065110012019,Q6763915,Marina Smilets of Bulgaria,1,Marina Smilets of Bulgaria,identical,0,Marina Smilets of Bulgaria,identical
375777528840004741,Q379723,Nogai Khan,3,Nogai beklyarbek of Golden Horde,"overlap, half or more",3,Nogai Khan,identical
375783977160004715,Q186581,Jochi,3,Jochi Tchingisov son Khan,Geni is a superset,3,Jochi Tchingisov son Khan,Geni is a superset
375784306260002721,Q720,Genghis Khan,5,Genghis Khan of the Mongol Empire,Geni is a superset,4,Genghis Khan of the Mongol Empire,Geni is a superset
376126216070003003,Q99744427,Per Noræus Fjellström,1,Per Eriksson Noræus,"overlap, half or more",0,Per Eriksson Noræus,"overlap, half or more"
376356350590012900,Q229826,Maria Luisa of Spain,4,Marie Luisa de Borbón,"overlap, under half",0,Maria Luisa of Spain,identical
376364131750011414,Q309605,"Ferdinand III, Grand Duke of Tuscany",2,Ferdinand Joseph Johann Baptist von Habsburg-Lothringen Erzherzog,"overlap, under half",1,Ferdinand Joseph Johann Baptist von Habsburg-Lothringen Erzherzog,"overlap, under half"
376371011260005780,Q312325,Ferdinand I of the Two Sicilies,2,Ferdinando I Antonio Pascual Juan Nepomuceno Serafín Genaro Benedicto de Borbón Re delle Due Sicilie,"overlap, under half",9,Ferdinando I Antonio Pascual Juan Nepomuceno Serafín Genaro Benedicto de Borbón Re delle Due Sicilie,"overlap, under half"
376453679620002754,Q153688,Umberto I of Italy,5,Umberto I Rainerio Carlo Emanuele Giovanni Maria Ferdinando Eugenio di Savoia,"overlap, half or more",7,"Umberto I, king of Italy",Geni is a superset
376466138230007911,Q135631,Margherita of Savoy,6,Margherita Maria Teresa Giovanna di Savoia,"overlap, under half",3,"Margherita di Savoia, Queen consort of Italy","overlap, half or more"
376469227150012924,Q150642,Victor Emmanuel III of Italy,5,Vittorio Emanuele Ferdinando Maria Gennaro di Savoia,nothing in common,2,"Victor Emmanuel III, king of Italy",Geni is a superset
376469510660012902,Q96261,Murad I,2,"Murad ""Hüdâvendigâr"" 3rd ottoman sultan","overlap, half or more",3,"Murad ""Hüdâvendigâr"" 3rd ottoman sultan","overlap, half or more"
376470307830012909,Q459441,"Prince Ferdinand, Duke of Genoa",2,Ferdinando Maria Alberto Amedeo Filiberto Vincenzo di Savoia duca di Genova,nothing in common,5,Ferdinando Maria Alberto Amedeo Filiberto Vincenzo di Savoia duca di Genova,nothing in common
376470570180012891,Q2840790,Keratsa of Bulgaria,2,Keratsa-Maria Shishman princess of Bulgaria,"overlap, half or more",2,"Keratsa of Bulgaria, byzantine empress consort",Geni is a superset
377208681320011176,Q121464332,Mercy Fitch (Porter),2,Mercy Porter,Wikidata is a superset,-1,Mercy Fitch (Porter),identical
377258641830013695,Q849017,Stefan Branković,2,Stefan Branković,identical,0,Stefan Branković,identical
377260401250012347,Q1072294,Boniface III,1,Bonifacio III Paleologo marchese del Monferrato,"overlap, half or more",4,Bonifacio III Paleologo marchese del Monferrato,"overlap, half or more"
377260811960002204,Q453869,Anne d'Alençon,1,Anne d'Alençon,identical,0,Anne d'Alençon,identical
377622873940013790,Q2419470,Iago ap Beli,1,Iago ap Beli,identical,0,Iago ap Beli,identical
377633927980013869,Q935424,Guglielmo Gonzaga,2,Guglielmo Gonzaga di Mantova 3. Duca di Mantova e del Monferrato,Geni is a superset,7,Guglielmo Gonzaga di Mantova 3. Duca di Mantova e del Monferrato,Geni is a superset
377661791800005806,Q2398021,Brychan Brycheiniog,3,"Brychan Gododdin ap Anlach Saint, Brenin Brycheiniog",Geni is a superset,5,"Brychan Gododdin ap Anlach Saint, Brenin Brycheiniog",Geni is a superset
3783707,Q3430792,Margareta Huitfeldt,1,Margareta Huitfeldt,identical,0,Margareta Huitfeldt,identical
378767593140002648,Q5744569,Christian Friis til Borreby,1,Christian Friis af Hesselager til Borreby og Hagested,Geni is a superset,4,Christian Friis af Hesselager til Borreby og Hagested,Geni is a superset
380741936910007548,Q135479655,Barnabus Wilcox,1,Barnabus Wilcox,identical,0,Barnabus Wilcox,identical
381621170380013321,Q26327134,Christopher von Leiningen-Westerburg,1,Christoph Westerburg von Leiningen Graf,"overlap, under half",2,Christoph Westerburg von Leiningen Graf,"overlap, under half"
3825252,Q112958671,"Samuel S. Terry, Sr.",1,Samuel S. Terry Sr.,identical bar case/diacritics,0,Samuel S. Terry Sr.,identical bar case/diacritics
383507634770007409,Q4669266,Abraham ben Saul Broda,1,Avraham Eshel Braude,nothing in common,-1,Avraham Eshel Braude,nothing in common
384521596810013738,Q5859325,Fernando Canales de la Cerda,1,Fernando Canales de la Cerda Castro,Geni is a superset,1,Fernando Canales de la Cerda Castro,Geni is a superset
385217766960003428,Q128358,Bayezid I,1,"Bayezid I ""the Thunderbolt"" ottoman sultan",Geni is a superset,4,"Bayezid I ""the Thunderbolt"" ottoman sultan",Geni is a superset
385223927880013853,Q34503,Mehmed II,2,"Mehmed II ""The Conqueror"" bin Murad Han Ottoman Sultan",Geni is a superset,7,"Mehmed II ""The Conqueror"" bin Murad Han Ottoman Sultan",Geni is a superset
385233199950011938,Q59080,Mahidevran Hatun,4,Mahidevran Gülbahar of Cherkessia Termuk Dynasty,"overlap, half or more",4,Mahidevran Gülbahar of Cherkessia Termuk Dynasty,"overlap, half or more"
385603511700005393,Q135479638,Rachel Wilcox,2,Rachel Wilcox,identical,0,Rachel Wilcox,identical
385912840740007136,Q41659,Zoe Porphyrogenita,1,Zoe Porphyrogenita byzantine empress,Geni is a superset,2,Zoe Porphyrogenita byzantine empress,Geni is a superset
385914949520010150,Q41657,Romanos III Argyros,1,Romanos III Argyros emperor of Constantinople,Geni is a superset,3,Romanos III Argyros emperor of Constantinople,Geni is a superset
385929885890010277,Q41654,Michael IV the Paphlagonian,1,"Michael IV ""the Paphlagonian"" byzantine emperor","overlap, half or more",2,"Michael IV ""the Paphlagonian"" byzantine emperor","overlap, half or more"
385935664970005621,Q30594,Konstantinos IX Monomachos,2,Constantine IX Monomachos byzantine emperor,"overlap, half or more",2,Constantine IX Monomachos byzantine emperor,"overlap, half or more"
385953397470012188,Q41608,Konstantinos VII,2,Constantine Porphyrogennetos,nothing in common,0,"Constantine VII, Byzantine Emperor","overlap, half or more"
387638972190007407,Q76240877,Francis Thornton,2,Francis Thornton IV,Geni is a superset,1,Francis Thornton IV,Geni is a superset
387994469540005723,Q381846,Túpac Huallpa,2,Túpac Huallpa Cusi Yupanqui Inca,Geni is a superset,3,Túpac Huallpa Cusi Yupanqui Inca,Geni is a superset
388474602710011659,Q335930,"David Neuberger, Baron Neuberger of Abbotsbury",2,David Edmond Neuberger Baron Neuburger of Abbotsbury,Geni is a superset,2,"David Neuberger, Baron Neuberger of Abbotsbury",identical
3937484325120075383,Q357435,Sverker I of Sweden,2,Sverker the Elder av Sverige,"overlap, under half",1,Sverker the Elder av Sverige,"overlap, under half"
3940197,Q12322263,Knud Axelsen Urne,2,Knud Axelsen Urne til Årsmarke,Geni is a superset,2,Knud Axelsen Urne,identical
3940323,Q98004341,Axel Urne,3,"Axel Knudsen Urne til Aarsmarke, til Brolykke, Søgaard og Aarsmarke",Geni is a superset,6,"Axel Knudsen Urne til Aarsmarke, til Brolykke, Søgaard og Aarsmarke",Geni is a superset
3950516705030063754,Q206123,Harald Fairhair,12,Haraldr Hårfagre Hálfdanarson,nothing in common,1,Fairhair,Wikidata is a superset
3953135291130122872,Q76802,Adelaide of Italy,5,Adelaide de Bourgogne,"overlap, under half",0,Saint Adelaide of Italy,Geni is a superset
3967262167710039627,Q83476,Alfred the Great,8,Ælfrēd Veliký,nothing in common,-1,"Alfred the Great, king of the Anglo-Saxons",Geni is a superset
3970714729430045179,Q732678,Aslaug,5,Åslaug Sigurdsdatter {Ragnars Saga},Geni is a superset,3,Åslaug Sigurdsdatter {Ragnars Saga},Geni is a superset
3985170,Q108840609,Inger Axelsdatter Walkendorff,1,Inger Axelsdatter Walkendorff,identical,0,Inger Axelsdatter Walkendorff,identical
3985192,Q12320903,Jørgen Urne,1,Store Jørgen Lagesen Urne til Brolykke,Geni is a superset,4,Store Jørgen Lagesen Urne til Brolykke,Geni is a superset
3985213,Q108840608,Kirstine Krumstrup,1,Kirsten Clausdatter Krumstrup til Bondemosegaard og Brolykke,"overlap, half or more",5,Kirsten Clausdatter Krumstrup til Bondemosegaard og Brolykke,"overlap, half or more"
3996690188820126654,Q84201,"Archduke Charles, Duke of Teschen",2,"Karl (Charles) Ludwig, Archduke Charles, of Austria-Teschen Archduke","overlap, half or more",1,"Karl (Charles) Ludwig, Archduke Charles, of Austria-Teschen Archduke","overlap, half or more"
3996789354360035440,Q310807,"Archduke Albrecht, Duke of Teschen",2,Albrecht Friedrich Rudolf Dominik Habsburg-Lothringen Duke of Teschen,"overlap, half or more",3,Albrecht Friedrich Rudolf Dominik Habsburg-Lothringen Duke of Teschen,"overlap, half or more"
3996823052360126946,Q1032321,Archduchess Maria Karoline of Austria,1,Maria Karoline Maria of Austria,Wikidata is a superset,-1,Maria Karoline Maria of Austria,Wikidata is a superset
4000878508530126634,Q99329514,Frederik Lange,1,Frederik Gundersen Lange,Geni is a superset,1,Frederik Gundersen Lange,Geni is a superset
4000888590980126643,Q17141339,Gunde Lange,1,Gunde Fredriksen Lange til Sefla,Geni is a superset,3,Gunde Fredriksen Lange til Sefla,Geni is a superset
4027372501320040583,Q125649,William III of the Netherlands,3,"Willem III Alexander Paul Frederik Lodewijk, Oranje koning der Nederlanden, groothertog van Luxembourg","overlap, under half",8,"Willem III Alexander Paul Frederik Lodewijk, Oranje koning der Nederlanden, groothertog van Luxembourg","overlap, under half"
4027499018870031172,Q160800,Anna Pavlovna of Russia,5,"Anna Pavlovna Paulowna Romanov-Holstein-Gottorp Queen Consort the Netherlands, Grand-duchess of Luxembourg","overlap, half or more",7,"Anna Pavlovna Paulowna Romanov-Holstein-Gottorp Queen Consort the Netherlands, Grand-duchess of Luxembourg","overlap, half or more"
4031014472500126534,Q702732,"Prince Hendrik Casimir II, Prince of Nassau-Dietz",2,"Heinrich Casimir II von Nassau-Dietz Fürst, stadhouder van Friesland en Groningen","overlap, half or more",5,"Heinrich Casimir II von Nassau-Dietz Fürst, stadhouder van Friesland en Groningen","overlap, half or more"
4031018836520031122,Q271927,Princess Henriette Amalia of Anhalt-Dessau,2,Henriëtte Amalie Askanier Fürstin zu Nassau-Dietz,"overlap, under half",1,Princess Henriëtte Amalia of Anhalt-Dessau,identical bar case/diacritics
4033341615700026163,Q317499,"Prince George, Duke of Cumberland",3,"George Oldenburg Prince Consort of the British monarch, Duke of Cumberland",Geni is a superset,5,"George Oldenburg Prince Consort of the British monarch, Duke of Cumberland",Geni is a superset
4036253774260076973,Q103837186,Richard Lyman the 5th,1,Richard Lyman V,"overlap, half or more",-1,Richard Lyman V,"overlap, half or more"
4036395215610021331,Q124005995,Mary Lyman,1,Mary Strong,"overlap, half or more",0,Mary Strong,"overlap, half or more"
4040216435970129981,Q167236,Frederick Henry of Orange-Nassau,3,Frederik Hendrik van Nassau-Dillenburg Prins van Oranje-Nassau,nothing in common,2,"Frederick Henry of Nassau, Prince of Orange","overlap, half or more"
4040221674860032328,Q62511,Amalia of Solms-Braunfels,4,Amalia van Solms-Braunfels Prinses van Oranje-Nassau,"overlap, half or more",2,Countess Amalia of Solms-Braunfels,Geni is a superset
4048607033120128233,Q184854,"Edward, the Black Prince",2,Edward of Woodstock Prince of Wales,"overlap, half or more",1,"Edward, the Black Prince",identical
4073318,Q4809203,Tora Magnusdatter,6,Þóra Tora Magnúsdóttir,"overlap, half or more",1,Tora Magnusdatter,identical
4074661,Q3481458,Loftur Sæmundsson,3,Loftur (Loptur) Saemundsson,"overlap, half or more",1,Loftur Sæmundsson,identical
4075666,Q314595,Eystein I of Norway,1,Eystein Magnusson,"overlap, half or more",-2,Eystein Magnusson,"overlap, half or more"
4075734,Q343101,Magnus IV of Norway,3,Magnus «the Blind» Sigurdsson,"overlap, under half",0,Magnus IV «the Blind» den Blinde,"overlap, half or more"
4076130,Q138684,Inge I of Norway,3,"Inge ""krokrygg"" Haraldsson I av Norge","overlap, half or more",2,Inge I King of Norway,Geni is a superset
4076230,Q316398,Haakon II of Norway,2,Håkon Härdabred Sigurdsson II,"overlap, under half",0,Haakon II Sigurdsson Herdebrei,"overlap, half or more"
4076388,Q350213,Magnus V of Norway,9,Magnus Erlingsson King of Norway,"overlap, half or more",1,"Magnus V, King of Norway",Geni is a superset
4077210,Q467530,Ingeborg of Norway,5,Ingeborg Haakonsdatter,"overlap, half or more",-1,Ingeborg of Norway,identical
4077390,Q463711,Euphemia of Sweden,2,Eufemia Eriksdotter of Sweden and Norway,"overlap, half or more",3,Eufemia Eriksdotter of Sweden and Norway,"overlap, half or more"
4077582,Q242598,Blanche of Namur,2,Blanche av Namur Dronning av Sverige og Norge,"overlap, half or more",4,Blanche av Namur Dronning av Sverige og Norge,"overlap, half or more"
4077656,Q202266,Margaret I of Denmark,8,"Margrethe I Valdemardatter Dronning af Danmark, Norge og Sverige","overlap, under half",5,"Margrethe I, Queen of Denmark, Norway and Sweden","overlap, half or more"
4077704,Q313879,Olaf II of Denmark,2,Olav II IV Håkonsson Konge af Danmark (II) og Norge (IV),"overlap, under half",5,"Olav II & IV Haakonsson, King of Denmark (II) and Norway (IV)","overlap, half or more"
4102701,Q442876,Harthacnut I of Denmark,3,Canute I Erikska King of Sweden,"overlap, half or more",2,Canute I Erikska King of Sweden,"overlap, half or more"
4102767,Q365103,Eric X of Sweden,2,Erik Knutsson,nothing in common,-2,"Erik X Knutsson, King of Sweden","overlap, half or more"
4103199,Q359601,Eric VI of Denmark,8,Erik VI Menved King of Denmark,"overlap, half or more",2,Erik VI Menved King of Denmark,"overlap, half or more"
4103266,Q3494383,Ingeborg Eriksdottir of Norway,1,Ingeborg Bruce,"overlap, half or more",-2,Ingeborg Bruce,"overlap, half or more"
4103327,Q262204,Agnes of Brandenburg,7,Agnes of Brandenburg,identical,0,Agnes of Brandenburg,identical
4104041,Q157776,"John, King of Denmark",5,"John I Oldenburg King of Denmark, Norway and Sweden",Geni is a superset,5,"John I Oldenburg King of Denmark, Norway and Sweden",Geni is a superset
4104264,Q378868,Francesco II Sforza,1,Francesco II Sforza Duca di Milano,Geni is a superset,3,Francesco II Sforza Duca di Milano,Geni is a superset
4104318,Q222616,James III of Scotland,2,James Stewart,"overlap, half or more",-2,James Stewart,"overlap, half or more"
4104556,Q154041,Frederick II of Denmark,7,Frederick II Oldenburg King of Denmark and Norway,Geni is a superset,4,Frederick II Oldenburg King of Denmark and Norway,Geni is a superset
4104601,Q57654,Sophie of Mecklenburg-Güstrow,5,Sophie von Mecklenburg-Güstrow,"overlap, half or more",0,Sophie of Mecklenburg-Güstrow,identical
4104662,Q158248,Anne of Denmark,3,Anne af Danmark,"overlap, under half",0,"Anne of Denmark, Queen consort of Scotland, England and Ireland",Geni is a superset
4104731,Q153586,Christian IV of Denmark,6,Christian IV Oldenburg King,"overlap, half or more",0,Christian IV king of Denmark and Norway,Geni is a superset
4104768,Q170394,Anne Catherine of Brandenburg,2,Anne Catherine Hohenzollern Dronning af Danmark og Norge,"overlap, half or more",4,Anne Catherine Hohenzollern Dronning af Danmark og Norge,"overlap, half or more"
4104820,Q70892,Ulrik Frederik Gyldenløve,3,Ulrik Frederik Gyldenløve Greve Daneskjold-Laurvig kommandør general,Geni is a superset,4,Ulrik Frederik Gyldenløve Greve Daneskjold-Laurvig kommandør general,Geni is a superset
4104869,Q231764,Sophie Amalie of Brunswick-Lüneburg,3,Sophie Amalie of Guelph Queen Consort of Denmark and Norway,"overlap, half or more",5,Sophie Amalie of Brunswick-Lüneburg,identical
4104893,Q157793,Christian V of Denmark,3,Christian V Oldenburg King,"overlap, half or more",0,Christian V king of Denmark and Norway,Geni is a superset
4111140661360037527,Q55859847,Lazarus Jacob Riesser,2,Lazarus Jakob Katzenellenbogen,"overlap, under half",0,Jacob Riesser,Wikidata is a superset
4117527068020122146,Q5715537,Erik Eriksson,3,Erik Gyllenstjerne dä,"overlap, half or more",1,Erik Gyllenstjerne dä,"overlap, half or more"
4117939564830071840,Q99472372,Charlotte Amalie Griffenfeld,1,Charlotte Amalie Baronesse Griffenfeld til Stensballegård,Geni is a superset,3,Charlotte Amalie Baronesse Griffenfeld til Stensballegård,Geni is a superset
4117958212810071793,Q4572524,Frederik Krag,1,Frederik Eriksen Baron Krag til Stensballegaard,Geni is a superset,4,Frederik Eriksen Baron Krag til Stensballegaard,Geni is a superset
4127756260420026840,Q166198,Grand Duchess Maria Pavlovna of Russia,4,Maria Pavlovna Holstein-Gottorp-Romanov Großherzogin zu Sachsen-Weimar-Eisenach,"overlap, under half",0,Grand Duchess Maria Pavlovna of Russia,identical
4128013497140049722,Q297913,Abu Talib ibn ‘Abd al-Muttalib,2,Abu Talib Al-Hashemi,"overlap, half or more",-2,Abu Talib Al-Hashemi,"overlap, half or more"
