qid,classes,mul,en,ja,zh,ko,ar,he,ru,de,fr,es,pt,it,nl,sv,nb,da,fi,pl
Q336834,Q101352,Abächerli,Abächerli,,,,,,,Abächerli,Abächerli,Abächerli,Abächerli,Abächerli,Abächerli,Abächerli,Abächerli,Abächerli,Abächerli,Abächerli
Q339346,Q3409032,Chris,Chris,クリス,克里斯,크리스,كريس,כריס,Крис,Chris,Chris,Chris,Chris,Chris,Chris,Chris,Chris,Chris,Chris,Chris
Q340322,Q101352,,Achillini,,,,,,Акиллини,Achillini,Achillini,Achillini,Achillini,Achillini,Achillini,Achillini,Achillini,Achillini,Achillini,Achillini
Q344002,Q11879590,,İrem,,艾琳,,إيرم,אירים,Ирем,İrem,İrem,İrem,İrem,İrem,İrem,İrem,İrem,İrem,İrem,İrem
Q347378,Q101352,Guay,Guay,,,,قواي,,Гуэй,Guay,Guay,Guay,Guay,Guay,Guay,Guay,Guay,Guay,Guay,Guay
Q348946,Q12308941,Renato,Renato,レナート,雷纳托,레나토,ريناتو,רנטו,Ренато,Renato,Renato,Renato,Renato,Renato,Renato,Renato,Renato,,Renato,
Q354370,Q11879590,Adele,Adele,アデル,阿黛尔,,عديلة,אדל,Адель,Adele,Adele,Adele,Adele,Adele,Adele,Adele,Adele,Adele,Adele,Adele
Q361650,Q12308941,Loïc,Loïc,ルイック,洛伊克,,لويك,לואיק,Лоик,Loïc,Loïc,Loïc,Loïc,Loïc,Loïc,Loïc,Loïc,Loïc,Loïc,Loïc
Q367122,Q12308941,Gaius,Gaius,ガイウス,盖乌斯,가이우스,,גאיוס,Гай,Gaius,Gaius,Gaius,Gaius,Gaius,Gaius,Gaius,Gaius,Gaius,Gaius,Gaius
Q378514,Q101352,Dragutinović,Dragutinović,,德拉古蒂诺维奇,,,,,Dragutinović,Dragutinović,Dragutinović,Dragutinović,Dragutinović,Dragutinović,Dragutinović,Dragutinović,Dragutinović,Dragutinović,Dragutinović
Q383010,Q101352,Pérez,Pérez,ペレス,佩雷斯,,بيريز,פרץ,Перес,Pérez,Pérez,Pérez,Pérez,Pérez,Pérez,Pérez,Pérez,,Pérez,
Q384162,Q101352,Łukaszewicz,Łukaszewicz,,,,,,Лукашевич,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz,Łukaszewicz
Q387682,Q11879590,Vicenza,Vicenza,,,,,,,Vicenza,Vicenza,Vicenza,Vicenza,Vicenza,Vicenza,Vicenza,Vicenza,Vicenza,Vicenza,Vicenza
Q388114,Q101352,Şakir,Şakir,,,,,,,Şakir,Şakir,Şakir,Şakir,Şakir,Şakir,Şakir,Şakir,Şakir,Şakir,Şakir
Q392194,Q101352,,Šmēdiņš,,,,,,,Šmēdiņš,Šmēdiņš,Šmēdiņš,,Šmēdiņš,,,,Šmēdiņš,Šmēdiņš,
Q403922,Q12308941,Aidas,Aidas,,,,,,,Aidas,Aidas,Aidas,Aidas,Aidas,Aidas,Aidas,Aidas,Aidas,Aidas,Aidas
Q405906,Q101352,Hicks,Hicks,ヒックス,希克斯,힉스,هيكس,היקס,Хикс,Hicks,Hicks,Hicks,Hicks,Hicks,Hicks,Hicks,Hicks,Hicks,Hicks,Hicks
Q417602,Q12308941,Akgün,Akgün,,,,آقكون,,,Akgün,Akgün,Akgün,Akgün,Akgün,Akgün,Akgün,Akgün,Akgün,Akgün,Akgün
Q421954,Q101352,Malmström,Malmström,マルムストレム,马尔姆斯特伦,,,,Мальмстрём,Malmström,Malmström,Malmström,Malmström,Malmström,Malmström,Malmström,Malmström,Malmström,Malmström,Malmström
Q430050,Q12308941,Lukyan,Lukyan,,,,,,Лукьян,Lukyan,,,,,,,,,,Lucjan
Q430546,Q11879590,Liliana,Liliana,リリアナ,Liliana,,ليليانا,ליליאנה,Лилиана,Liliana,Liliana,Liliana,Liliana,Liliana,Liliana,Liliana,Liliana,,Liliana,
Q431890,Q101352,,Barrett,バレット,巴雷特,,باريت,בארט,Барретт,Barrett,Barrett,Barrett,Barrett,Barrett,Barrett,Barrett,Barrett,Barrett,Barrett,Barrett
Q452690,Q11879590,Amalberga,Amalberga,,,,,,,Amalberga,Amalberga,Amalberga,Amalberga,Amalberga,Amalberga,Amalberga,Amalberga,Amalberga,Amalberga,Amalberga
Q454274,Q12308941,Amando,Amando,,阿曼多 (名字),,,,,Amando,Amando,Amando,Amando,Amando,Amando,Amando,Amando,Amando,Amando,Amando
Q472066,Q12308941,Erling,Erling,エルリング,埃尔林,,إرلينغ,ארלינג,Эрлинг,Erling,Erling,Erling,Erling,Erling,Erling,Erling,Erling,Erling,Erling,Erling
Q474402,Q11879590,Amparo,Amparo,アンパロ,安帕罗,,أمبارو,אמפרו,,Amparo,Amparo,Amparo,Amparo,Amparo,Amparo,Amparo,Amparo,Amparo,Amparo,Amparo
Q488642,Q12308941,Eevert,Eevert,,,,,,,Eevert,Eevert,Eevert,Eevert,Eevert,Eevert,Eevert,Eevert,Eevert,Eevert,Eevert
Q495538,Q11879590,Sietske,Sietske,,,,,,Ситске,Sietske,Sietske,Sietske,Sietske,Sietske,Sietske,Sietske,Sietske,Sietske,Sietske,Sietske
Q510402,Q12308941,Andries,Andries,アンドリース,安德里斯,,,אנדריאס,Андрис,Andries,Andries,Andries,Andries,Andries,Andries,Andries,Andries,Andries,Andries,Andries
Q511666,Q12308941,Andris,Andris,アンドリス,安德里斯,,,אנדריס,Андрис,Andris,Andris,Andris,Andris,Andris,Andris,Andris,Andris,Andris,Andris,Andris
Q516290,Q12308941,Aggeusz,Aggeusz,,,,,,,Aggeusz,Aggeusz,Aggeusz,Aggeusz,Aggeusz,Aggeusz,Aggeusz,Aggeusz,Aggeusz,Aggeusz,Aggeusz
Q529410,Q11879590,Anete,Anete,,安奈特,,,,Анета,Anete,Anete,Anete,Anete,Anete,Anete,Anete,Anete,Anete,Anete,Anete
Q549202,Q11879590,Anissa,Anissa,アニッサ,阿妮萨,,أنيسة,אניסה,Анисса,Anissa,Anissa,Anissa,Anissa,Anissa,Anissa,Anissa,Anissa,Anissa,Anissa,Anissa
Q557682,Q12308941,Akács,Akács,,,,,,,Akács,,,,,,,,,,
Q565970,Q101352,Annecke,Annecke,,,,,,,Annecke,Annecke,Annecke,Annecke,Annecke,Annecke,Annecke,Annecke,Annecke,Annecke,Annecke
Q576194,Q3409032,Alba,Alba,アルバ,阿尔巴,,ألبا,אלבה,Альба,Alba,Alba,Alba,Alba,Alba,Alba,Alba,Alba,Alba,Alba,Alba
Q593218,Q101352,Wilkerson,Wilkerson,ウィルカーソン,威尔克森,윌커슨,ويلكيرسون,,Уилкерсон,Wilkerson,Wilkerson,Wilkerson,Wilkerson,Wilkerson,Wilkerson,Wilkerson,Wilkerson,Wilkerson,Wilkerson,Wilkerson
Q608738,Q11879590,Ava,Ava,アヴァ,艾娃,,آفا,אווה,Ава,Ava,Ava,Ava,Ava,Ava,Ava,Ava,Ava,Ava,Ava,Ava
Q612706,Q11879590,Cyryla,Cyryla,,,,,,Цирила,Cyryla,Cyryla,Cyryla,Cyryla,Cyryla,Cyryla,Cyryla,Cyryla,Cyryla,Cyryla,Cyryla
Q620178,Q12308941,Aldó,Aldó,,,,,,,Aldó,Aldó,,,,,,,,,
Q639474,Q101352,Barthez,Barthez,,,,بارتيز,,Бартез,Barthez,Barthez,Barthez,Barthez,Barthez,Barthez,Barthez,Barthez,Barthez,Barthez,Barthez
Q639762,Q12308941,Guido,Guido,グイド,圭多,,جايدو,גווידו,Гвидо / Гуидо / Гидо,Guido,Guido,Guido,Guido,Guido,Guido,Guido,Guido,Guido,Guido,Guido
Q646082,Q12308941,Kalevi,Kalevi,カレヴィ,卡莱维,,كليفي,קלווי,Калеви,Kalevi,Kalevi,Kalevi,Kalevi,Kalevi,Kalevi,Kalevi,Kalevi,Kalevi,Kalevi,Kalevi
Q646770,Q12308941,Kleofas,Kleofas,,,,,,,Kleofas,Kleofas,Kleofas,Kleofas,Kleofas,Kleofas,Kleofas,Kleofas,Kleofas,Kleofas,Kleofas
Q653298,Q12308941,Виталий,Vitaly,ヴィタリー,维塔利,비탈리,فيتالي,ויטלי,Виталий,Witali,Vitali,Vitali,Vitaly,Vitalij,Vitali,Vitalij,Vitalij,,Vitali,Witalij
Q654658,Q12308941,Quintien,Quintien,クィンティエン,,,,,,Quintien,Quintien,Quintien,Quintien,Quintien,Quintien,Quintien,Quintien,Quintien,Quintien,Quintien
Q654850,Q11879590,Ariana,Ariana,アリアナ,阿里安娜,,اريانا,אריאנה,Ариана,Ariana,Ariana,Ariana,Ariana,Ariana,Ariana,Ariana,Ariana,,Ariana,
Q658098,Q12308941,Almár,Almár,,,,,,,Almár,,,,,,,,,,
Q658962,Q12308941,Bonifatius,Bonifatius,,博尼法蒂乌斯,,بونيفاتيوس,בוניפקיוס,,Bonifatius,Bonifatius,Bonifatius,Bonifatius,Bonifatius,Bonifatius,Bonifatius,Bonifatius,Bonifatius,Bonifatius,Bonifatius
Q666578,Q11879590,Anna,Anna,アンナ,安娜,,آنا,אנה,Анна,Anna,Anna,Anna,Anna,Anna,Anna,Anna,Anna,Anna,Anna,Anna
Q675106,Q12308941,Terenzio,Terenzio,,特伦齐奥,,,טרנציו,Терентий,Terenzio,Terenzio,Terenzio,Terenzio,Terenzio,Terenzio,Terenzio,Terenzio,Terenzio,Terenzio,Terencjusz
Q686722,Q101352,,Ashina,阿史那氏,阿史那氏,아사나씨,,אשינה,Ашина,Aschina,Ashina,,,Ashina,Ashina,,Ashina,,Ašina,Ashina
Q697186,Q101352,Arnould,Arnould,,阿尔努,,أرنولد,,Арну,Arnould,Arnould,Arnould,Arnould,Arnould,Arnould,Arnould,Arnould,Arnould,Arnould,Arnould
Q697234,Q12308941,Arnošt,Arnošt,アルノシュト,阿尔诺什特,,,ארנסט,Арношт,Arnošt,Arnošt,Arnošt,Arnošt,Arnošt,Arnošt,Arnošt,Arnošt,Arnošt,Arnošt,Arnošt
Q697810,Q11879590,Amáta,Amáta,,,,,,,Amáta,Amáta,Amáta,Amáta,Amáta,Amáta,Amáta,Amáta,Amáta,Amáta,Amáta
Q709458,Q101352,Kang,Kang,カン,강,강,كانغ,קאנג,Кан,Gang,Kang,Kang,Kang,Kang,Kang,Kang,,Kang,,Kang
Q710706,Q101352,,Cao,曹,曹,차오,كاو,צאו,Цао,Cao,Cao,Cao,Cao,Cao,Cao,Cao,Cao,Cao,Cao,Cao
Q716674,Q101352,Arundell,Arundell,アランデル,阿伦德尔,,,,,Arundell,Arundell,Arundell,Arundell,Arundell,Arundell,Arundell,Arundell,Arundell,Arundell,Arundell
Q734578,Q11879590,Mary,Mary,メアリー,玛丽,메리,ماري,מרי,Мэри,Mary,Mary,Mary,Mary,Mary,Mary,Mary,Mary,Mary,Mary,Mary
Q736210,Q12308941,Атанас,Atanas,アタナス,阿塔纳斯,,أتاناس,,,Atanas,Atanas,,,,Atanas,,,,,Atanas
Q740402,Q101352,Osswald,Osswald,オスヴァルト,,,,,,Osswald,Osswald,Osswald,Osswald,Osswald,Osswald,Osswald,Osswald,Osswald,Osswald,Osswald
Q761570,Q3409032,Jade,Jade,ジェイド,杰德,,جادي,ג'ייד,Джейд,Jade,Jade,Jade,Jade,Jade,Jade,Jade,Jade,Jade,Jade,Jade
Q769154,Q11879590,Anelma,Anelma,,,,,,,Anelma,Anelma,Anelma,Anelma,Anelma,Anelma,Anelma,Anelma,Anelma,Anelma,Anelma
Q774002,Q11879590,,Appia,,,,,,,,,,,,,,,,,
Q778658,Q12308941,Aurel,Aurel,アウレル,奥雷尔,,,אאורל,Aurél,Aurel,Aurel,Aurel,Aurel,Aurel,Aurel,Aurel,Aurel,Aurel,Aurel,Aurel
Q779666,Q12308941,Asterio,Asterio,,,,,,,Asterio,Asterio,Asterio,Asterio,Asterio,Asterio,Asterio,Asterio,Asterio,Asterio,Asterio
Q790386,Q202444,,,,,,,,,,,,,,,,,,,
Q791362,Q101352,Avramović,Avramović,,阿夫拉莫维奇,,,,Аврамович,Avramović,Avramović,Avramović,Avramović,Avramović,Avramović,Avramović,Avramović,Avramović,Avramović,Avramović
Q792850,Q101352,Aycinena,Aycinena,,,,,,,Aycinena,Aycinena,Aycinena,Aycinena,Aycinena,Aycinena,Aycinena,Aycinena,Aycinena,Aycinena,Aycinena
Q798850,Q12308941,Badea,Badea,,,,,,,Badea,Badea,Badea,Badea,Badea,Badea,Badea,Badea,Badea,Badea,Badea
Q804338,Q11879590,Blanka,Blanka,ブランカ,布兰卡,,,בלנקה,,Blanka,Blanka,Blanka,Blanka,Blanka,Blanka,Blanka,Blanka,Blanka,Blanka,Blanka
Q808994,Q101352,Barry,Barry,バリー,巴里,,باري,בארי,Барри,Barry,Barry,Barry,Barry,Barry,Barry,Barry,Barry,Barry,Barry,Barry
Q809474,Q101352,Bartol,Bartol,,巴托,,بارتول,,,Bartol,Bartol,Bartol,Bartol,Bartol,Bartol,Bartol,Bartol,Bartol,Bartol,Bartol
Q821234,Q3409032,Berlin,Berlin,ベルリン,柏林,,,,,Berlin,Berlin,Berlin,Berlin,Berlin,Berlin,Berlin,Berlin,Berlin,Berlin,Berlin
Q832242,Q11879590,Betsy,Betsy,ベッツィー,贝特西,베치,بيتسي,בטסי,Бетси,Betsy,Betsy,Betsy,Betsy,Betsy,Betsy,Betsy,Betsy,Betsy,Betsy,Betsy
Q855154,Q12308941,Böngér,Böngér,,,,,,,Böngér,Böngér,Böngér,Böngér,Böngér,Böngér,Böngér,Böngér,Böngér,Böngér,Böngér
Q859234,Q11879590,Cecilia,Cecilia,セシリア,塞西莉亚,,سيسيليا,ססיליה,Цецилия / Сесилия,Cecilia,Cecilia,Cecilia,Cecilia,Cecilia,Cecilia,Cecilia,Cecilia,Cecilia,Cecilia,Cecilia
Q861858,Q101352,,Bilyaletdinov,,,빌랼레트디노프,,,Билялетдинов,Biljaletdinow,Bilialetdinov,Bilyaletdinov,Bilyaletdinov,Bilyaletdinov,Bilyaletdinov,,,Bilyaletdinov,,
Q866386,Q101352,Bisky,Bisky,ビスキー,比斯基,,,,,Bisky,Bisky,Bisky,Bisky,Bisky,Bisky,Bisky,Bisky,Bisky,Bisky,Bisky
Q867458,Q11879590,Zipporah,Zipporah,,,,,,Зиппора,Zipporah,Zipporah,Zipporah,Zipporah,Zipporah,Zipporah,Zipporah,Zipporah,Zipporah,Zipporah,Zipporah
Q871746,Q11879590,,,,,,,,,,,,,,,,,,,
Q873138,Q11879590,,,,,,,,,,,,,,,,,,,
Q874082,Q12308941,,Csomor,,,,,,,Csomor,Csomor,,,,,,,,,
Q875522,Q12308941,Csát,Csát,,,,,,,Csát,,,,,,,,,,
Q879394,Q12308941,Bjarte,Bjarte,,比亚特,,,,,Bjarte,Bjarte,Bjarte,Bjarte,Bjarte,Bjarte,Bjarte,Bjarte,Bjarte,Bjarte,Bjarte
Q884642,Q101352,Blochmann,Blochmann,,,,بلوخمان,,,Blochmann,Blochmann,Blochmann,Blochmann,Blochmann,Blochmann,Blochmann,Blochmann,Blochmann,Blochmann,Blochmann
Q890610,Q11879590,Bogna,Bogna,,博格纳,,,,,Bogna,Bogna,Bogna,Bogna,Bogna,Bogna,Bogna,Bogna,Bogna,Bogna,Bogna
Q890642,Q101352,Богомолов,Bogomolov,,博戈莫诺夫,,بوغومولوف,,Богомолов,Bogomolow,Bogomolov,Bogomólov,Bogomolov,Bogomolov,Bogomolov,,,Bogomolov,,Bogomołow
Q897650,Q101352,Brancato,Brancato,,,,,,Бранкато,Brancato,Brancato,Brancato,Brancato,Brancato,Brancato,Brancato,Brancato,Brancato,Brancato,Brancato
Q902178,Q12308941,Darrell,Darrell,ダレル,达雷尔,,داريل,דארל,Даррел,Darrell,Darrell,Darrell,Darrell,Darrell,Darrell,Darrell,Darrell,Darrell,Darrell,Darrell
Q905954,Q12308941,Sigmund,Sigmund,ジークムント,席格蒙,,سيغموند,זיגמונד,Зигмунд,Sigmund,Sigmund,Sigmund,Sigmund,Sigmund,Sigmund,Sigmund,Sigmund,Sigmund,Sigmund,Sigmund
Q913810,Q11879590,Bridget,Bridget,ブリジェット,,,بريدجيت,ברידג'ט,Бриджет / Бриджит,Bridget,Bridget,Bridget,Bridget,Bridget,Bridget,Bridget,Bridget,Bridget,Bridget,Bridget
Q931618,Q12308941,Koloman,Koloman,カールマーン,,,,קאלימן,,Koloman,Koloman,Koloman,Koloman,Koloman,Koloman,Koloman,Koloman,Koloman,Koloman,Koloman
Q931986,Q12308941,Kasimir,Kasimir,カジミール,卡齐米日,,كازيمير,קזימיר,Казимир,Kasimir,Kasimir,Kasimir,Kasimir,Kasimir,Kasimir,Kasimir,Kasimir,Kasimir,Kasimir,Kasimir
Q935522,Q11879590,Maya,Maya,マヤ,玛雅,마야,مايا,מאיה,Майя,Maya,Maya,Maya,Maya,Maya,Maya,Maya,Maya,Maya,Maya,Maya
Q937666,Q101352,Stanić,Stanić,,,스타니치,,,,Stanić,Stanić,Stanić,Stanić,Stanić,Stanić,Stanić,Stanić,Stanić,Stanić,Stanić
Q942546,Q101352,Collinge,Collinge,コーリンジ,科林奇,,,,Коллиндж,Collinge,Collinge,Collinge,Collinge,Collinge,Collinge,Collinge,Collinge,Collinge,Collinge,Collinge
Q942786,Q11879590,Chiara,Chiara,キアラ,琪亚拉,,,קיארה,Кьяра,Chiara,Chiara,Chiara,Chiara,Chiara,Chiara,Chiara,Chiara,Chiara,Chiara,Chiara
Q948418,Q12308941,Leonard,Leonard,レナード,莱昂纳德,레너드,ليونارد,לאונרד,Леонард,Leonard,Leonard,Leonard,Leonard,Leonard,Leonard,Leonard,Leonard,Leonard,Leonard,Leonard
Q957794,Q12308941,Anouar,Anouar,アヌアル,阿努阿尔,,أنور,אנואר,Ануар,Anouar,Anouar,Anouar,Anouar,Anouar,Anouar,Anouar,Anouar,Anouar,Anouar,Anouar
Q964882,Q11879590,Floryna,Floryna,,,,,,,Floryna,Floryna,Floryna,Floryna,Floryna,Floryna,Floryna,Floryna,Floryna,Floryna,Floryna
Q972978,Q11879590,Fiamma,Fiamma,,,,,פיאמה,,Fiamma,Fiamma,Fiamma,Fiamma,Fiamma,Fiamma,Fiamma,Fiamma,Fiamma,Fiamma,Fiamma
Q985858,Q101352,于,Yu,于,于,위,يو,,,Yu,Yu,Yu,,Yú,,,,,,
Q987794,Q11879590,Egberta,Egberta,,,,,,Эгберта,Egberta,Egberta,Egberta,Egberta,Egberta,Egberta,Egberta,Egberta,Egberta,Egberta,Egberta
Q988818,Q11879590,Eleanor,Eleanor,エレノア,埃莉诺,엘리너,إليانور,אלינור,Элеанор,Eleanor,Eleanor,Eleanor,Eleanor,Eleanor,Eleanor,Eleanor,Eleanor,Eleanor,Eleanor,Eleanor
Q989778,Q11879590,Enna,Enna,,,,,,,Enna,Enna,Enna,Enna,Enna,Enna,Enna,Enna,Enna,Enna,Enna
Q990050,Q11879590,,,,,,,,,,,,,,,,,,,
Q990834,Q11879590,Ermelinda,Ermelinda,エルメリンダ,,,,,,Ermelinda,Ermelinda,Ermelinda,Ermelinda,Ermelinda,Ermelinda,Ermelinda,Ermelinda,Ermelinda,Ermelinda,Ermelinda
Q992690,Q101352,Brunies,Brunies,ブルーニーズ,布魯尼斯,,,,,Brunies,Brunies,Brunies,Brunies,Brunies,Brunies,Brunies,Brunies,Brunies,Brunies,Brunies
Q993506,Q11879590,,Euzébia,,,,,,,Euzébia,Euzébia,Euzébia,Euzébia,Euzébia,Euzébia,Euzébia,Euzébia,Euzébia,Euzébia,Euzébia
Q995698,Q101352,Brézé,Brézé,,,,,,,Brézé,Brézé,Brézé,Brézé,Brézé,Brézé,Brézé,Brézé,Brézé,Brézé,Brézé
Q998338,Q12308941,Filip,Filip,フィリップ,菲利普,필리프,فيليب,פיליפ,Филип,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip,Filip
Q1001346,Q11879590,,,,,,,,,,,,,,,,,,,
Q1003154,Q11879590,,,,,,,,,,,,,,,,,,,
Q1009842,Q12308941,Gereon,Gereon,ゲレオン,,,,,,Gereon,Gereon,Gereon,Gereon,Gereon,Gereon,Gereon,Gereon,,Gereon,
Q1009970,Q12308941,,Gerzson,ゲルジョン,,,,,,,,,,,,,,,,
Q1010578,Q101352,,Burenin,,,,,,Буренин,,,,,,,,,,,
Q1020210,Q101352,Bøkko,Bøkko,,,,,,Бёкко,Bøkko,Bøkko,Bøkko,Bøkko,Bøkko,Bøkko,Bøkko,Bøkko,Bøkko,Bøkko,Bøkko
Q1020898,Q101352,Bünger,Bünger,ビュンガー,宾格尔,,,,,Bünger,Bünger,Bünger,Bünger,Bünger,Bünger,Bünger,Bünger,Bünger,Bünger,Bünger
Q1033698,Q101352,,Cantarini,カンタリーニ,,,سانتارانا,,,Cantarini,Cantarini,Cantarini,Cantarini,Cantarini,Cantarini,Cantarini,Cantarini,Cantarini,Cantarini,Cantarini
Q1035970,Q101352,Cargill,Cargill,カーギル,卡吉尔,,كارجيل,,Каргилл,Cargill,Cargill,Cargill,Cargill,Cargill,Cargill,Cargill,Cargill,Cargill,Cargill,Cargill
Q1048306,Q101352,,Casserly,,,,,,,Casserly,Casserly,Casserly,Casserly,Casserly,Casserly,Casserly,Casserly,Casserly,Casserly,Casserly
Q1050754,Q12308941,Cathal,Cathal,カハル,,,كاثال,קאתל,,Cathal,Cathal,Cathal,Cathal,Cathal,Cathal,Cathal,Cathal,Cathal,Cathal,Cathal
Q1056162,Q11879590,Huberta,Huberta,,胡伯塔,,,,Хуберта,Huberta,Huberta,Huberta,Huberta,Huberta,Huberta,Huberta,Huberta,Huberta,Huberta,Huberta
Q1057938,Q12308941,,Hümér,,,,,,,,,,,,,,,,,
Q1066178,Q11879590,Aurora,Aurora,アウローラ,奥罗拉,,أورورا,אורורה,Аврора,Aurora,Aurora,,,,,,,,,
Q1068242,Q11879590,Valerie,Valerie,ヴァレリー,瓦莱丽,,فاليري,ואלרי,Валери,Valerie,Valerie,Valerie,Valerie,Valerie,Valerie,Valerie,Valerie,Valerie,Valerie,Valerie
Q1069106,Q11879590,Chelsea,Chelsea,チェルシー,切尔茜,,تشلسي,צ'לסי,Челси,Chelsea,Chelsea,Chelsea,Chelsea,Chelsea,Chelsea,Chelsea,Chelsea,Chelsea,Chelsea,Chelsea
