geni_id,name_index,scripts,name_raw,display_name,nsfx,nsfx_in_display_name,qid,wikidata_en,label_keeps_nsfx
6000000000741280186,0,Latin,Dinis /de Borgonha/ Infante de Portugal,Dinis de Borgonha Infante de Portugal,Infante de Portugal,yes,,,
6000000000741327352,0,Latin,Leonor /de Borgonha/ rainha de Aragão,Leonor de Borgonha rainha de Aragão,rainha de Aragão,yes,,,
6000000000741344180,0,Latin,Afonso /de Borgonha/ Infante de Portugal,Afonso de Borgonha Infante de Portugal,Infante de Portugal,yes,,,
6000000000741403130,0,Latin,João /de Borgonha/ Infante de Portugal,João de Borgonha Infante de Portugal,Infante de Portugal,yes,,,
6000000000741409040,0,Latin,Isabel /de Borgonha/ Infanta de Portugal,Isabel de Borgonha Infanta de Portugal,Infanta de Portugal,yes,,,
6000000000741726672,0,Latin,María /d'Aragón/ infanta d'Aragón,María d'Aragón infanta d'Aragón,infanta d'Aragón,yes,,,
6000000000742036243,1,Latin,"Barbara /Jagiellon/ Prinzessin, Herzogin von Sachsen.","Barbara Jagiellon Prinzessin, Herzogin von Sachsen.","Prinzessin, Herzogin von Sachsen.",yes,Q435726,Barbara Jagiellon,none
6000000000742076403,0,Latin,Elijah /Crane/ Sr.,Elijah Crane Sr.,Sr.,yes,,,
6000000000742475439,0,Latin,Margalida /de Prades/ reina consort d'Aragón,Margalida de Prades reina consort d'Aragón,reina consort d'Aragón,yes,,,
6000000000742757089,0,Latin,Marthe /d'Armagnac/ reine consort d'Aragon,Marthe d'Armagnac reine consort d'Aragon,reine consort d'Aragon,yes,,,
6000000000742769449,0,Latin,Pero /d'Aragón/ Infant d'Aragón,Pero d'Aragón Infant d'Aragón,Infant d'Aragón,yes,,,
6000000000742904317,0,Latin,Isabela /d'Aragón/ contessa consort d'Urgel,Isabela d'Aragón contessa consort d'Urgel,contessa consort d'Urgel,yes,,,
6000000000743061914,0,Latin,"Hugues ""le Brun"" /de Lusignan/ seigneur de Lusignan","Hugues ""le Brun"" de Lusignan seigneur de Lusignan",seigneur de Lusignan,yes,Q1335950,Hugues VII de Lusignan,some
6000000000743061914,3,Latin,Hughes VII // Le Brun,Hughes VII Le Brun,Le Brun,yes,Q1335950,Hugues VII de Lusignan,none
6000000000743335131,0,Latin,Bourgogne /de Rançon/ Dame de Fontenay,Bourgogne de Rançon Dame de Fontenay,Dame de Fontenay,yes,,,
6000000000743413001,0,Latin,"Hugues ""le Diable"" /de Lusignan/ comte de La Marche","Hugues ""le Diable"" de Lusignan comte de La Marche",comte de La Marche,yes,Q1635800,Hugh VI of Lusignan,none
6000000000743413001,4,Latin,Hugues VI /de Lusignan/ le Diable,Hugues VI de Lusignan le Diable,le Diable,yes,Q1635800,Hugh VI of Lusignan,none
6000000000743414023,0,Latin,Hugues V 'le Pieux' /de Lusignan/ Seigneur de Lusignan,Hugues V 'le Pieux' de Lusignan Seigneur de Lusignan,Seigneur de Lusignan,yes,,,
6000000000747128523,0,Latin,Vicente Francisco Félix Ascensio Nicolás /Martínez de Prado y Jiménez de Lorca/ Domínico,Vicente Francisco Félix Ascensio Nicolás Martínez de Prado y Jiménez de Lorca Domínico,Domínico,yes,,,
6000000000748047006,0,Latin,"Albrecht III /von Mecklenburg/ Herzog zu Mecklenburg-Schwerin, Kung av Sverige","Albrecht III von Mecklenburg Herzog zu Mecklenburg-Schwerin, Kung av Sverige","Herzog zu Mecklenburg-Schwerin, Kung av Sverige",yes,,,
6000000000748079009,0,Latin,Heinrich III /Mecklenburg/ Herzog zu Mecklenburg-Schwerin,Heinrich III Mecklenburg Herzog zu Mecklenburg-Schwerin,Herzog zu Mecklenburg-Schwerin,yes,,,
6000000000750197046,0,Latin,Pedro Afonso /de Aguiar I/ alcaide-mór de Montemor-o-Novo,Pedro Afonso de Aguiar I alcaide-mór de Montemor-o-Novo,alcaide-mór de Montemor-o-Novo,yes,,,
6000000000750198156,0,Latin,Juan /Varas Ponce de León/ Maestre de campo,Juan Varas Ponce de León Maestre de campo,Maestre de campo,yes,,,
6000000000750236262,0,Latin,Juana Margarita /Prado Lorca/ Monja Agustina,Juana Margarita Prado Lorca Monja Agustina,Monja Agustina,yes,,,
6000000000750261051,0,Latin,"Pedro Homem /Trojão/ "" O da Beira ""","Pedro Homem Trojão "" O da Beira """,""" O da Beira """,yes,,,
6000000000750261051,2,Latin,Pedro // Señor de Lageosa,Pedro Señor de Lageosa,Señor de Lageosa,yes,,,
6000000000750946964,0,Latin,Petronille /de Comminges/ Comtesse de Bigorre,Petronille de Comminges Comtesse de Bigorre,Comtesse de Bigorre,yes,,,
6000000000750946964,1,Latin,Petronelle /de Comminges/ Grafin von Bigorre,Petronelle de Comminges Grafin von Bigorre,Grafin von Bigorre,yes,,,
6000000000750946964,2,Latin,"Pétronille /de Comminges/ Comtesse de Bigorre, Vicomtesse de Marsan","Pétronille de Comminges Comtesse de Bigorre, Vicomtesse de Marsan","Comtesse de Bigorre, Vicomtesse de Marsan",yes,,,
6000000000750975769,0,Latin,Jean 1er /Tesson/ seigneur de Subligny,Jean 1er Tesson seigneur de Subligny,seigneur de Subligny,yes,,,
6000000000750975769,1,Latin,Jean /Tesson I/ Seigneur de Subligny,Jean Tesson I Seigneur de Subligny,Seigneur de Subligny,yes,,,
6000000000750985718,0,Latin,Raoul V “dit Tesson” /Paynel-Tesson/ seigneur de La Roche-Tesson et de Subligny,Raoul V “dit Tesson” Paynel-Tesson seigneur de La Roche-Tesson et de Subligny,seigneur de La Roche-Tesson et de Subligny,yes,,,
6000000000750985718,2,Latin,Raoul // Seigneur de la Roche-Tesson,Raoul Seigneur de la Roche-Tesson,Seigneur de la Roche-Tesson,yes,,,
6000000000751060536,0,Latin,"Petronille /de Montfort-Bigorre/ dame de Rambouillet, comtesse de Bigorre","Petronille de Montfort-Bigorre dame de Rambouillet, comtesse de Bigorre","dame de Rambouillet, comtesse de Bigorre",yes,,,
6000000000751060536,2,Latin,"Pétronille /de Montfort/ Dame de Rambouillet, Comtesse de Bigorre","Pétronille de Montfort Dame de Rambouillet, Comtesse de Bigorre","Dame de Rambouillet, Comtesse de Bigorre",yes,,,
6000000000754545135,0,Latin,Joachim Hanssøn /Breide/ til Vargaard,Joachim Hanssøn Breide til Vargaard,til Vargaard,yes,Q105038596,Joachim Hanssøn Breide,none
6000000000754673818,0,Latin,Mason /Combs/ I,Mason Combs I,I,yes,,,
6000000000759614642,0,Latin,Maria /Komnene/ queen consort of Jerusalem,Maria Komnene queen consort of Jerusalem,queen consort of Jerusalem,yes,Q255737,Maria Komnene,none
6000000000759679062,0,Latin,Manuel I /Komnenos/ byzantine emperor,Manuel I Komnenos byzantine emperor,byzantine emperor,yes,Q41610,Manuel I Komnenos,none
6000000000759680351,0,Latin,Bertha /von Sulzbach/ Byzantine Empress,Bertha von Sulzbach Byzantine Empress,Byzantine Empress,yes,,,
6000000000759796872,0,Latin,Rainier /Aleramici/ marquis of Monferrat,Rainier Aleramici marquis of Monferrat,marquis of Monferrat,yes,,,
6000000000759796872,1,Latin,Ranieri /Aleramici/ marchese del Monferrato,Ranieri Aleramici marchese del Monferrato,marchese del Monferrato,yes,,,
6000000000759878376,0,Latin,Renier /Aleramici/ of Montferrat,Renier Aleramici of Montferrat,of Montferrat,yes,Q782328,Renier of Montferrat,all
6000000000759878376,1,Latin,Ranieri /Aleramici/ del Monferrato,Ranieri Aleramici del Monferrato,del Monferrato,yes,Q782328,Renier of Montferrat,none
6000000000759893323,0,Latin,"Guglielmo ""il Vecchio"" Marchese di Monferrato","Guglielmo ""il Vecchio"" Marchese di Monferrato",Marchese di Monferrato,yes,,,
6000000000759893323,2,Latin,"Wilhelm V ""der Alte"" markgraf von Montferrat","Wilhelm V ""der Alte"" markgraf von Montferrat","""der Alte"" markgraf von Montferrat",yes,,,
6000000000759893323,3,Latin,"Guillaume V ""l'ancien"" marquess de Montferrat","Guillaume V ""l'ancien"" marquess de Montferrat","""l'ancien"" marquess de Montferrat",yes,,,
6000000000759893323,4,Latin,"Guglielmo V ""il Vecchio"" marchese del Monferrato","Guglielmo V ""il Vecchio"" marchese del Monferrato","""il Vecchio"" marchese del Monferrato",yes,,,
6000000000761701017,0,Latin,"Louis II ""le Jeune"" /Carolingian Dynasty/ Emperor of Italy and of the Franks","Louis II ""le Jeune"" Carolingian Dynasty Emperor of Italy and of the Franks",Emperor of Italy and of the Franks,yes,Q215204,Louis II of Italy,some
6000000000765100226,0,Latin,"Sophia /von Oberlothringen/ Comtesse de Scarpone, Montbéliard, Altkirch and Ferrette","Sophia von Oberlothringen Comtesse de Scarpone, Montbéliard, Altkirch and Ferrette","Comtesse de Scarpone, Montbéliard, Altkirch and Ferrette",yes,Q291762,"Sophie, Countess of Bar",none
6000000000768236392,0,Latin,Ladislaus /Árpád dynasty/ I,Ladislaus Árpád dynasty I,I,yes,Q26486,Ladislaus I of Hungary,all
6000000000768271011,0,Latin,Adelheid /von Zähringen/ Königin von Ungarn,Adelheid von Zähringen Königin von Ungarn,Königin von Ungarn,yes,,,
6000000000768826137,0,Latin,Okänd /Michaelson?/ svensk major,Okänd Michaelson? svensk major,svensk major,yes,,,
6000000000769135454,0,Latin,Boleslaus II /Przemyslid/ of Bohemia,Boleslaus II Przemyslid of Bohemia,of Bohemia,yes,,,
6000000000769135454,2,Latin,Boleslav II /Přemyslovec/ of Bohemia,Boleslav II Přemyslovec of Bohemia,of Bohemia,yes,,,
6000000000769560303,0,Latin,Emnilda_Hodica Von Lusatia,Emnilda_Hodica Von Lusatia,Von Lusatia,yes,,,
6000000000769560303,1,Latin,Emnilda_Hodica z Lužice,Emnilda_Hodica z Lužice,z Lužice,yes,,,
6000000000769560303,2,Latin,Emnilda_Hodica Von Lusatia,Emnilda_Hodica Von Lusatia,Von Lusatia,yes,,,
6000000000769560303,3,Latin,Emnilda_Hodica słowiańska Von Lusatia,Emnilda_Hodica słowiańska Von Lusatia,Von Lusatia,yes,,,
6000000000769654031,0,Cyrillic+Latin,"Bolesław I ""The Brave"" /Пяст/ Duke and King of Poland","Bolesław I ""The Brave"" Пяст Duke and King of Poland",Duke and King of Poland,yes,Q53436,Bolesław I the Brave,none
6000000000769682806,0,Latin,Holger /Gregersen Krognos/ til Hejreholm og Vittskövle,Holger Gregersen Krognos til Hejreholm og Vittskövle,til Hejreholm og Vittskövle,yes,,,
6000000000769743924,0,Latin,Else /Holgersdatter Krognos/ til Bjørnholm,Else Holgersdatter Krognos til Bjørnholm,til Bjørnholm,yes,,,
6000000000769841369,0,Latin,Erik Ottesen /Rosenkrantz/ af Bjørnholm,Erik Ottesen Rosenkrantz af Bjørnholm,af Bjørnholm,yes,Q12310403,Erik Ottesen Rosenkrantz,none
6000000000769882442,0,Latin,Gruffudd /ap Ifor Bach/ Lord of Senghenydd,Gruffudd ap Ifor Bach Lord of Senghenydd,Lord of Senghenydd,yes,,,
6000000000769890622,0,Latin,Mary /FitzAlan/ Baroness Strange of Blackmere,Mary FitzAlan Baroness Strange of Blackmere,Baroness Strange of Blackmere,yes,,,
6000000000769891469,0,Latin,Fergus Lord of Galloway,Fergus Lord of Galloway,Lord of Galloway,yes,Q711649,Fergus of Galloway,some
6000000000769891479,0,Latin,Uchtred /mac Fergus/ Lord of Galloway,Uchtred mac Fergus Lord of Galloway,Lord of Galloway,yes,,,
6000000000769891489,0,Latin,Gunhild of Allerdale,Gunhild of Allerdale,of Allerdale,yes,,,
6000000000769891509,0,Latin,Alan /mac Lochlan/ Lord of Galloway,Alan mac Lochlan Lord of Galloway,Lord of Galloway,yes,,,
6000000000769899945,0,Latin,Ealdgyth of Northumbria,Ealdgyth of Northumbria,of Northumbria,yes,,,
6000000000769899955,0,Latin,Maldred /mac Crínán/ Earl of Dunbar,Maldred mac Crínán Earl of Dunbar,Earl of Dunbar,yes,,,
6000000000769899965,0,Latin,Gospatrick /mac Maldred/ Earl of Northumbria,Gospatrick mac Maldred Earl of Northumbria,Earl of Northumbria,yes,,,
6000000000769902407,0,Latin,"Enguerrand /de Ponthieu/ II, Comte de Ponthieu, Comte de Montreuil, Sire d'Aumale","Enguerrand de Ponthieu II, Comte de Ponthieu, Comte de Montreuil, Sire d'Aumale","II, Comte de Ponthieu, Comte de Montreuil, Sire d'Aumale",yes,,,
6000000000769902583,0,Latin,"Eudes (Odo) /de Troyes/ Count of Aumale, Count of Champagne","Eudes (Odo) de Troyes Count of Aumale, Count of Champagne","Count of Aumale, Count of Champagne",yes,,,
6000000000769905441,0,Latin,"Lochlann (Roland) /mac Uchtred/ Lord of Galloway, Constable of Scotland","Lochlann (Roland) mac Uchtred Lord of Galloway, Constable of Scotland","Lord of Galloway, Constable of Scotland",yes,Q4981639,Lochlann of Galloway,some
6000000000769914171,0,Latin,Margaret /nic Uilliam/ Princess of Scotland,Margaret nic Uilliam Princess of Scotland,Princess of Scotland,yes,,,
6000000000769920058,0,Latin,Rorico Bishop of Laon,Rorico Bishop of Laon,Bishop of Laon,yes,,,
6000000000769920286,0,Latin,St. Eadgyth /of Wilton/ Abbess of Wilton,St. Eadgyth of Wilton Abbess of Wilton,Abbess of Wilton,yes,,,
6000000000769920286,1,Latin,"Šv.Edita iš Viltono, Viltono vienuolė","Šv.Edita iš Viltono, Viltono vienuolė","iš Viltono, Viltono vienuolė",yes,,,
6000000000769920390,0,Latin,Eadgyth Lady Of Mercia,Eadgyth Lady Of Mercia,Lady Of Mercia,yes,,,
6000000000769926059,0,Latin,Gunnhild /Knutsdottir/ af Danmark,Gunnhild Knutsdottir af Danmark,af Danmark,yes,,,
6000000000769930234,0,Latin,Richard /Plantagenet/ Prince of England,Richard Plantagenet Prince of England,Prince of England,yes,,,
6000000000769948404,0,Latin,Gervaise /de Blois/ Abbot of Westminster,Gervaise de Blois Abbot of Westminster,Abbot of Westminster,yes,,,
6000000000769955619,0,Latin,Thomas /Shepard/ II,Thomas Shepard II,II,yes,Q18534941,Thomas Shepard,none
6000000000769973159,0,Latin,NN /Tudor/ stillborn,NN Tudor stillborn,stillborn,yes,,,
6000000000769993869,0,Latin,Adèle /de Champagne/ reine de France,Adèle de Champagne reine de France,reine de France,yes,Q229407,Adèle of Champagne,none
6000000000769996521,0,Latin,Jeanne /d'Auvergne/ reine consort de France,Jeanne d'Auvergne reine consort de France,reine consort de France,yes,,,
6000000000769996541,0,Latin,Jeanne /de France/ reine consort de Navarre,Jeanne de France reine consort de Navarre,reine consort de Navarre,yes,Q917090,"Joan of Valois, Queen of Navarre",some
6000000000769996633,0,Latin,Jeanne /de Bourbon/ reine de France,Jeanne de Bourbon reine de France,reine de France,yes,Q231794,Joanna of Bourbon,none
6000000000770002685,0,Latin,"Antoine Marie Philippe Louis /Borbon-Orléans/ Prince of France, Duke of Montpensier","Antoine Marie Philippe Louis Borbon-Orléans Prince of France, Duke of Montpensier","Prince of France, Duke of Montpensier",yes,,,
6000000000770008051,0,Latin,"Marie Christine Caroline Adélaïde Françoise Léopoldine /Orleans/ Princess, Duchess of Württemberg","Marie Christine Caroline Adélaïde Françoise Léopoldine Orleans Princess, Duchess of Württemberg","Princess, Duchess of Württemberg",yes,Q240277,Princess Marie of France,some
6000000000770008062,0,Latin,Louis Charles Philippe Raphaël /d'Orléans/ duc de Nemours,Louis Charles Philippe Raphaël d'Orléans duc de Nemours,duc de Nemours,yes,Q454297,"Prince Louis, Duke of Nemours",some
6000000000770008073,0,Latin,Francoise Louise Caroline /Borbon-Orleans/ Princess of France,Francoise Louise Caroline Borbon-Orleans Princess of France,Princess of France,yes,Q2679779,Princess Françoise of Orléans,some
6000000000770043075,0,Latin,Margaret Elisabeeth /Vitslav/ Herzogin zu Schleswig,Margaret Elisabeeth Vitslav Herzogin zu Schleswig,Herzogin zu Schleswig,yes,,,
6000000000770043075,2,Latin,Princess Margaret Elizabeth // Hertuginde til Schleswig,Princess Margaret Elizabeth Hertuginde til Schleswig,Hertuginde til Schleswig,yes,,,
6000000000770043075,4,Latin,// von Rügen,von Rügen,von Rügen,yes,,,
6000000000770078169,0,Latin,Adolph /von Schauenburg-Holstein/ IV,Adolph von Schauenburg-Holstein IV,IV,yes,,,
6000000000770904326,0,Latin,Bjørn /Ulfssøn Estridsøn/ Jarl af Danmark,Bjørn Ulfssøn Estridsøn Jarl af Danmark,Jarl af Danmark,yes,,,
6000000000771167458,2,Latin,Mathilde Reine consort d'Henri Ier d'Angleterre,Mathilde Reine consort d'Henri Ier d'Angleterre,Reine consort d'Henri Ier d'Angleterre,yes,Q232761,Matilda of Scotland,none
6000000000771264432,0,Latin,"Harald III ""Hardråde"" /Sigurdsson/ king of Norway","Harald III ""Hardråde"" Sigurdsson king of Norway",king of Norway,yes,Q203647,Harald III of Norway,some
6000000000771986019,1,Latin,Ingrid /Guttormsdatter/ af Rein,Ingrid Guttormsdatter af Rein,af Rein,yes,,,
6000000000772654114,0,Latin,Samuel /Terry/ Sr.,Samuel Terry Sr.,Sr.,yes,,,
6000000000772852494,0,Latin,Iestyn /ap Gwrgan/ King of Morgannwg,Iestyn ap Gwrgan King of Morgannwg,King of Morgannwg,yes,,,
6000000000772869617,0,Latin,Abel /Wright/ Jr.,Abel Wright Jr.,Jr.,yes,,,
6000000000774152444,0,Latin,Guy /de Pestels/ V,Guy de Pestels V,V,yes,,,
6000000000774522202,0,Latin,Rigaud /de Pestels/ Seigneur de Branzac,Rigaud de Pestels Seigneur de Branzac,Seigneur de Branzac,yes,,,
6000000000774536275,0,Latin,Élips /de Lévis/ dame de Montségur,Élips de Lévis dame de Montségur,dame de Montségur,yes,,,
6000000000774548087,0,Latin,Jean III /de Lévis/ seigneur de Mirepoix,Jean III de Lévis seigneur de Mirepoix,seigneur de Mirepoix,yes,,,
6000000000774643875,0,Latin,Guy III /de Lévis/ seigneur de Mirepoix & de Florensac,Guy III de Lévis seigneur de Mirepoix & de Florensac,seigneur de Mirepoix & de Florensac,yes,,,
6000000000774650887,0,Latin,Rogièr I 'lo Vièlh' /de Comenge/ comte de Carcassona,Rogièr I 'lo Vièlh' de Comenge comte de Carcassona,comte de Carcassona,yes,,,
6000000000774650887,5,Latin,"Roger // ""le Vieux""","Roger ""le Vieux""","""le Vieux""",yes,,,
6000000000774665477,0,Latin,Adelais /de Rouergue/ comtessa consort de Carcassona,Adelais de Rouergue comtessa consort de Carcassona,comtessa consort de Carcassona,yes,Q19997631,"Adelaide, countess of Carcassonne",none
6000000000774740005,0,Latin,Bernat I Rogièr 1er comte /de Carcassona/ comte de Fois,Bernat I Rogièr 1er comte de Carcassona comte de Fois,comte de Fois,yes,,,
6000000000778597208,0,Latin,Diogo /Gomes da Silva/ I senhor da Chamusca,Diogo Gomes da Silva I senhor da Chamusca,I senhor da Chamusca,yes,,,
6000000000778597208,2,Latin,Diego /Gómez de Silva/ I señor de Chamusca,Diego Gómez de Silva I señor de Chamusca,I señor de Chamusca,yes,,,
6000000000780481382,0,Latin,Sofie Henriksdatter /Gyldenstjerne/ til Boller,Sofie Henriksdatter Gyldenstjerne til Boller,til Boller,yes,Q96240747,"Sofie Henriksdatter af Restrup, Heiress of Boller",some
6000000000780490379,0,Latin,"Niels /Eriksen Gyldenstierne/ til Langtind, Tim, af Demstrup","Niels Eriksen Gyldenstierne til Langtind, Tim, af Demstrup","til Langtind, Tim, af Demstrup",yes,,,
6000000000780657017,0,Latin,Otte Nielsen /Rosenkrantz/ til Møllerup,Otte Nielsen Rosenkrantz til Møllerup,til Møllerup,yes,Q96240737,"ridder Otte Nielsen til Bjornholm, lord of Bjornholm, castellan of Aalborg, High Steward of Denmark",some
6000000000780657017,1,Latin,Otte Nielsen // til Møllerup,Otte Nielsen til Møllerup,til Møllerup,yes,Q96240737,"ridder Otte Nielsen til Bjornholm, lord of Bjornholm, castellan of Aalborg, High Steward of Denmark",some
6000000000781629074,0,Latin,Bent Torbjörnsson /Torbernsson Bille/ til Egede-Søholm,Bent Torbjörnsson Torbernsson Bille til Egede-Søholm,til Egede-Søholm,yes,Q110549451,"Bent Torbensen Bille, Lord of Soholm and Egede",none
6000000000781629074,1,Latin,Bent /Torbernsen Bille/ til Egede-Søholm,Bent Torbernsen Bille til Egede-Søholm,til Egede-Søholm,yes,Q110549451,"Bent Torbensen Bille, Lord of Soholm and Egede",none
6000000000781629074,2,Latin,Torbjörnsson // till Egede-Sjöholm,Torbjörnsson till Egede-Sjöholm,till Egede-Sjöholm,yes,Q110549451,"Bent Torbensen Bille, Lord of Soholm and Egede",none
6000000000781697178,0,Latin,Mogens Henriksen /Gyldenstierne/ til Restrup og Iversnæs,Mogens Henriksen Gyldenstierne til Restrup og Iversnæs,til Restrup og Iversnæs,yes,Q4580418,Mogens Gyldenstierne,none
6000000000781697178,1,Latin,Mogens /Henriksen Gyldenstierne/ to Restrup og Iversnæs,Mogens Henriksen Gyldenstierne to Restrup og Iversnæs,to Restrup og Iversnæs,yes,Q4580418,Mogens Gyldenstierne,none
6000000000781697178,2,Latin,Magnus Henriksson // till Restrup,Magnus Henriksson till Restrup,till Restrup,yes,Q4580418,Mogens Gyldenstierne,none
6000000000781697178,3,Latin,Magnus Henriksson // till Restrup,Magnus Henriksson till Restrup,till Restrup,yes,Q4580418,Mogens Gyldenstierne,none
6000000000782781239,0,Latin,Sophie Valdemarsdatter /Valdemarsdatter/ Gräfin zu Weimar-Orlamünde,Sophie Valdemarsdatter Valdemarsdatter Gräfin zu Weimar-Orlamünde,Gräfin zu Weimar-Orlamünde,yes,,,
6000000000782781239,2,Latin,Sophie Valdemarsdatter // Prinsesse,Sophie Valdemarsdatter Prinsesse,Prinsesse,yes,,,
6000000000782833144,0,Latin,Hermann /zur Lippe/ IV,Hermann zur Lippe IV,IV,yes,,,
6000000000782957036,0,Latin,Wisław I ( Wizlaw I ) (Fürst) /von Rügen/ von Rügen,Wisław I ( Wizlaw I ) (Fürst) von Rügen von Rügen,von Rügen,yes,,,
6000000000782970211,1,Latin,Hildegard /Knudsdatter af Danmark/ Fürstin auf Rügen,Hildegard Knudsdatter af Danmark Fürstin auf Rügen,Fürstin auf Rügen,yes,,,
6000000000782970211,3,Latin,Hildegard /Knudsdatter af Danmark/ Princess,Hildegard Knudsdatter af Danmark Princess,Princess,yes,,,
6000000000783951528,0,Latin,Juan /de Castilla y León/ II,Juan de Castilla y León II,II,yes,Q297278,John II of Castile,all
6000000000783951528,4,Latin,Juan II // Rey de Castilla y León,Juan II Rey de Castilla y León,Rey de Castilla y León,yes,Q297278,John II of Castile,none
6000000000787808793,0,Latin,Hartvig /Andersen Huitfeldt/ til Skjelbred,Hartvig Andersen Huitfeldt til Skjelbred,til Skjelbred,yes,Q122924556,Hartvig Andersen Huitfeldt,none
6000000000790790199,0,Latin,Christiern Nielsen /Friis af Hesselager/ til Lundby,Christiern Nielsen Friis af Hesselager til Lundby,til Lundby,yes,,,
6000000000790790199,1,Latin,Christiern Nielsen /Friis/ af Hesselager og Lundby,Christiern Nielsen Friis af Hesselager og Lundby,af Hesselager og Lundby,yes,,,
6000000000790988103,0,Latin,Niels Henriksen /Friis/ af Hesselager,Niels Henriksen Friis af Hesselager,af Hesselager,yes,,,
6000000000792288293,0,Latin,Heinrich /von Oldenburg Bruchhausen/ II,Heinrich von Oldenburg Bruchhausen II,II,yes,,,
6000000000792317178,0,Latin,Theodebert I. /of Lower Bavaria/ IV.,Theodebert I. of Lower Bavaria IV.,IV.,yes,,,
6000000000792333376,0,Latin,Gottfried I /von Virneburg/ Graf von Virneburg,Gottfried I von Virneburg Graf von Virneburg,Graf von Virneburg,yes,,,
6000000000792333471,0,Latin,Jutta (aka Ida) /van Herford/ Abbedissa i Herford stift (Abbess of the Herford Diocese),Jutta (aka Ida) van Herford Abbedissa i Herford stift (Abbess of the Herford Diocese),Abbedissa i Herford stift (Abbess of the Herford Diocese),yes,,,
6000000000792343515,0,Latin,Rutger /van Merum/ I,Rutger van Merum I,I,yes,,,
6000000000792343805,0,Latin,Natronai /Ibn Habibai/ Exilarch of Pumbeditha & Almeria,Natronai Ibn Habibai Exilarch of Pumbeditha & Almeria,Exilarch of Pumbeditha & Almeria,yes,,,
6000000000795068147,0,Latin,Robert /FitzEdith/ Baron of Okehampton,Robert FitzEdith Baron of Okehampton,Baron of Okehampton,yes,,,
6000000000795171677,0,Latin,Hugues /de Nordgau/ comte de Nordgau,Hugues de Nordgau comte de Nordgau,comte de Nordgau,yes,,,
6000000000795175114,0,Latin,David /Phinney/ I,David Phinney I,I,yes,,,
6000000000795175128,0,Latin,Ebenezer /Phinney/ Jr.,Ebenezer Phinney Jr.,Jr.,yes,,,
6000000000795175494,0,Latin,Samuel /Phinney/ Jr.,Samuel Phinney Jr.,Jr.,yes,,,
6000000000795550634,3,Latin,Da'ud ben Shemaya // Exilarch,Da'ud ben Shemaya Exilarch,Exilarch,yes,,,
6000000000795642215,0,Latin,Shaphat /./ 19th Exilarch,Shaphat . 19th Exilarch,19th Exilarch,yes,,,
6000000000795671253,0,Latin,Igal /ben Shemaya/ 16th Exilarch,Igal ben Shemaya 16th Exilarch,16th Exilarch,yes,,,
6000000000795676188,0,Latin,Nachum /./ I,Nachum . I,I,yes,,,
6000000000795687204,0,Latin,Shlomo /./ III,Shlomo . III,III,yes,,,
6000000000795687204,4,Latin,Shlomo III // Exilarch,Shlomo III Exilarch,Exilarch,yes,,,
6000000000796819061,0,Latin,María 'la Grande' /Alfonso de Molina/ reina consorte de Castilla,María 'la Grande' Alfonso de Molina reina consorte de Castilla,reina consorte de Castilla,yes,,,
6000000000796834346,0,Latin,Jacques /de Condé/ de Bailleul,Jacques de Condé de Bailleul,de Bailleul,yes,,,
6000000000796835872,0,Latin,Sancho /López de Ayala/ Señor de Mena y Unza,Sancho López de Ayala Señor de Mena y Unza,Señor de Mena y Unza,yes,,,
6000000000796840008,0,Latin,Marguerite /de Bar/ comtesse de Longwy,Marguerite de Bar comtesse de Longwy,comtesse de Longwy,yes,,,
6000000000796840008,3,Latin,Margareta // gravin van Luxemburg,Margareta gravin van Luxemburg,gravin van Luxemburg,yes,,,
6000000000796840269,0,Latin,Adelicia /de Belmeis/ Lady Ashby la Zouche,Adelicia de Belmeis Lady Ashby la Zouche,Lady Ashby la Zouche,yes,,,
6000000000796840789,0,Latin,Margaret /de Braose/ Lady of Trim,Margaret de Braose Lady of Trim,Lady of Trim,yes,Q3846848,"Margaret de Braose, Lady of Trim",all
6000000000796842681,0,Latin,Peter I /of Dreux/ Duke of Brittany,Peter I of Dreux Duke of Brittany,Duke of Brittany,yes,,,
6000000000796842681,1,Latin,Pierre I /de Dreux/ Duc de Bretagne,Pierre I de Dreux Duc de Bretagne,Duc de Bretagne,yes,,,
6000000000796852558,0,Latin,Alice /de Warenne/ Countess of Arundel,Alice de Warenne Countess of Arundel,Countess of Arundel,yes,Q4726175,"Alice de Warenne, Countess of Arundel",all
6000000000796857933,0,Latin,"William ""le Belward"" /ap Gruffudd/ Knight, of Malpas","William ""le Belward"" ap Gruffudd Knight, of Malpas","Knight, of Malpas",yes,,,
6000000000796862667,0,Latin,Maud /de Creully/ Dame de Creuilly,Maud de Creully Dame de Creuilly,Dame de Creuilly,yes,,,
6000000000796862731,0,Latin,William /FitzRobert/ 2nd Earl of Gloucester,William FitzRobert 2nd Earl of Gloucester,2nd Earl of Gloucester,yes,Q330360,"William Fitz Robert, 2nd Earl of Gloucester",all
6000000000796886787,0,Latin,Hendrik /Hesse; Reginar/ Landgrave of Hesse,Hendrik Hesse; Reginar Landgrave of Hesse,Landgrave of Hesse,yes,Q76968,"Henry I, Landgrave of Hesse",all
6000000000796886787,2,Latin,Heinrich I // Landgraf von Hessen,Heinrich I Landgraf von Hessen,Landgraf von Hessen,yes,Q76968,"Henry I, Landgrave of Hesse",none
