geni_id	givn	surn	numeral	evidence
6000000030638928885	Derdas I	of Macedonia	I	born -510
6000000015474085090	Hélène I	of Melun	I	born 1473
6000000053445380847	Malichos I	of Nabataea	I	born -50
4880891073850057158	"Ferdinand I ""the Great"""	of Navarre	I	"Wikidata Q296863 ""Ferdinand I of León and Castile"""
4103872	Christian I Christiaan	of Oldenburg	I	"Wikidata Q153940 ""Christian I of Denmark"""
6000000003645853453	Malchus I	of Palmyra	I	born 140
6000000002240810096	Casimir I of Kuyavia	of Piast	I	"Wikidata Q936880 ""Casimir I of Kuyavia"""
6000000013270430121	"António I ""the Determined"""	of Portugal	I	"Wikidata Q321325 ""António, Prior of Crato"""
6000000008580828207	daughter of Masud I	of Rûm	I	born 1130
6000000002043214614	Conrad I	of Salm	I	born 1029
6000000008815551709	Henry I	of the Lausitz	I	born 1090
6000000004869157553	Unknown Wife of Adarnase I of Tao-Klarjeti	of the Nersianid dynasty	I	born 765
6000000008630618197	Mieceslas I	of the Obotrites	I	born 770
6000000001828950711	Jaromir I	prince from Rugen	I	born 1163
6000000001828950711	Jaromar I (Fürst)	prins von Rügen	I	born 1163
6000000011253445371	Franciszek I	szczeciński	I	"Wikidata Q249029 ""Francis, Duke of Pomerania"""
5098448261160031945	Staas I De kruisvaarder	ter Venen	I	born 1064
6000000014900774610	Filip I	wołogoski	I	"Wikidata Q477325 ""Philip I, Duke of Pomerania"""
6000000003897534369	Vok (Wok) I	z Rožmberka	I	born 1208
6000000172539118860	Peter I Pan	ze Kravar	I	born 1411
6000000017138589290	Christoph I	zu Dohna-Schlodien	I	"Wikidata Q84927 ""Christopher I, Burgrave and Count of Dohna-Schlodien"""
6000000013940153987	Wilhelm Moritz I	zu Isenburg-Birstein	I	"Wikidata Q26958655 ""Wilhelm Maurice, Count of Isenburg-Büdingen-Birstein"""
6000000024010391274	Wolfgang Ernst I	zu Isenburg-Büdingen	I	"Wikidata Q31191729 ""Wolfgang Ernst I, Prince of Isenburg and Büdingen in Birstein"""
6000000100258089892	Ernst I	zu Solms Lich	I	born 1527
6000000003827464099	Otto I	zur Lippe	I	born 1294
6000000000768857361	"Andrew I ""the White"" ""the Catholic"""	Árpád dynasty	I	born 1015
6000000003494770047	Dúnlang I mac Muiredaig	Ó Dúnlainge	I	born 800
6000000006727878303	Racibor I	Świętoborzyc	I	born 1098
6000000002188021209	Warcisław I	Świętoborzyc	I	born 1091
6000000002188021209	Wartislaw I	Świętoborzyc	I	born 1091
6000000078059904325	Świętopełk I	Świętoborzyc	I	born 1067
6000000003827400576	Pavao I	Šubić Bribirski	I	born 1245
6000000006727826039	Jan I	żagański	I	"Wikidata Q442562 ""Jan I of Żagań"""
6000000003858563316	Friderik I	Žovneški	I	born 1300
6000000003827674722	Ulrik I	Žovneški	I	born 1222
6000000000768857361	"Андраш I ""Католик"""	Арпад	I	born 1015
6000000000768917054	Бела I	Арпад	I	"Wikidata Q311351 ""Béla I of Hungary"""
6000000017920630425	Луарсаб I Великий Давидович	Багратион	I	born 1502
6000000017602449365	Леван I Вахтангович	Багратион-Мухранский	I	"Wikidata Q2350147 ""Levan of Kartli"""
6000000017602588548	Баграт I Константинович	Багратиони	I	born 1487
6000000005064208780	Ираклий I Давидович	Багратиони	I	born 1637
6000000042513701075	სიმონ I / Simon I I Великий	Багратиони	I	"Wikidata Q2654876 ""Simon I of Kartli"""
6000000024451689146	Теймураз I	Багратиони, Кахетинская ветвь	I	"Wikidata Q2660123 ""Teimuraz I of Kakheti"""
6000000013239161370	Хуан Карлос I	Бурбон Испанский	I	"Wikidata Q19943 ""Juan Carlos I of Spain"""
4369969	Густав I	Ваза	I	"Wikidata Q52947 ""Gustav I of Sweden"""
361885795230005497	Иван I Данилович Калита	Владимирский	I	"Wikidata Q185316 ""Ivan I of Moscow"""
6000000009090781149	Ислям I	Герай (Гирей)	I	born 1536
6000000009091276393	Газы I син на Мехмед	Герай / Гирей	I	born 1504
6000000010503212851	Лжедмитрій I	Государ, Цар і Великий князь всієї	I	"Wikidata Q209535 ""False Dmitriy I"""
6000000083797154869	Кайхосро I Вахтангович	Гуриели	I	born 1660
6000000017921893243	Вамех I	Дадиани	I	born 1396
6000000031032728107	Манучар I	Дадиани	I	born 1611
6000000010707012525	Василий I Михайлович	Кашинский	I	born 1304
6000000005417076176	Король Шведский Олав I Шётко́нунг Эрикович	Мунсё	I	"Wikidata Q313436 ""Olof Skötkonung"""
5114126356340116124	Стефан Урош I	Немањић	I	born 1221
6000000007976831309	Сулейман I	Осман	I	"Wikidata Q8474 ""Süleyman I"""
6000000000769654031	"Bolesław I ""The Brave"""	Пяст	I	"Wikidata Q53436 ""Bolesław I the Brave"""
6000000003087080306	Владислав I Герман	Пяст	I	born 1043
6000000002135079868	Казимир I Восстановитель	Пяст	I	"Wikidata Q53455 ""Casimir I the Restorer"""
6000000004180212550	Катажина Барбара Аселла дочь Кароля Станислава I	Радзивилл	I	"Wikidata Q572886 ""Katarzyna Barbara Radziwiłł"""
6000000002028486602	Михаил Казимир сын Карла Станислава I	Радзивилл	I	"Wikidata Q1376667 ""Michał Kazimierz ""Rybeńko"" Radziwiłł"""
6000000001449427127	Александр I Павлович	Романов	I	"Wikidata Q15193 ""Alexander I of Russia"""
4215182257130053771	Николай I Павлович	Романов	I	"Wikidata Q130734 ""Nicholas I of Russia"""
6000000001449295063	Павел I Петрович	Романов	I	"Wikidata Q15189 ""Paul I"""
6000000001408871740	Юрий I Львович	Рюрикович	I	born 1253
6000000009098851287	Ярослав I Святославич	Рюрикович	I	born 1058
6000000008018997063	Safi I	Сефеви	I	born 1611
6000000001368045097	Екатерина I Алексеевна	Скавронскaя	I	"Wikidata Q15208 ""Catherine I"""
6000000186291378976	Айдемир I Султан-Мамудович	Хамзин	I	born 1641
6000000083767246099	Бослако I Арзаканович	Шервашидзе	I	born 1580
6000000083766373784	Соломон I Рабиевич	Шервашидзе	I	born 1495
6000000088380199925	Михаил I Вълко	Шишман	I	born 1410
6000000001319422295	Казімір I	Ягелончык	I	"Wikidata Q53459 ""Casimir IV Jagiellon"""
6000000019070001646	Хаджи I Гирей	ибн Гыяс-эд-Дин	I	"Wikidata Q379718 ""Hacı I Giray"""
6000000019069878905	Менгли I	ибн Хаджи Гирей	I	born 1445
6000000003827618919	Рудольф I	фон Штаде	I	born 1073
6000000006734311285	Moshe I ben Abraham I	הלר	I	born 1520
6000000011337210919	Avraham II ben Moshe I	הלר ולרשטיין	I	born 1610
6000000000260197937	Muhammad I	محمد بن عبد الرحمن الأوسط	I	born 826
6000000017921893243	ვამეყ I	დადიანი	I	born 1396
6000000017921875070	ლიპარიტ I	დადიანი	I	born 1470
6000000028460102817	Radu V	Afumati	V	born 1493
6000000006727845799	Albrecht V	Askanier	V	born 1419
6000000017424130779	Bernhard V	Askanier	V	born 1360
6000000006727778136	Johann V	Askanier	V	"Wikidata Q89423 ""John V, Prince of Anhalt-Zerbst"""
6000000019594145899	Alexander V	Bagrationi	V	"Wikidata Q2618173 ""Alexander V of Imereti"""
4209146	Gustaf V Oscar Adolf	Bernadotte	V	"Wikidata Q52890 ""Gustaf V of Sweden"""
6000000217360827835	Guillaume V	Bertrand de Provence	V	born 1067
6000000006597111678	Wolfert V van	Borselen	V	"Wikidata Q15884088 ""Wolfert V van Borselen"""
6000000001177984071	Hugues V ou Gauthier of Brienne	Braine	V	born 1030
6000000013806889254	Dénes V	Bánffy	V	"Wikidata Q852975 ""Dénes Bánffy"""
6000000002792676037	Philippe V The Tall Of	Capet	V	"Wikidata Q8433 ""Philip V of France"""
6000000003827527975	Friedrich V	Castell	V	born 1323
6000000009305067496	Sylvius V	Chapteuïl	V	born 850
6000000002765576391	Roger V	Deincourt	V	born 1286
6000000003513161161	Mithradates V	Eurgetes	V	born 100
6000000003827535959	Philipp V von	Falkenstein	V	"Wikidata Q23061274 ""Philipp V von Falkenstein-Münzenberg"""
6000000008743402576	Ivan V	Frangipane	V	born 1343
6000000003828083292	Johannes V	Gans	V	born 1246
6000000002187798960	Luop V Duke	Gascony	V	born 864
6000000014792319760	Erwin V	Gleichen	V	born 1452
6000000021333645841	Henrik V	Goriški	V	born 1362
6000000008490000931	Majnhard V	Goriški	V	born 1318
6000000008490000931	Meinhard V	Goriški	V	born 1318
6000000006727781868	Burkhart V	Graf von Barby-Mühlingen	V	born 1441
6000000002188113678	Hugo V. (I.) V	Graf von Nagold	V	born 1115
6000000009694455105	Friedrich V	Graf von Truhendingen	V	born 1215
6000000006911194175	Eudes V de	Grancey	V	born 1300
6000000006727826797	Casimir V	Greif	V	born 1384
6000000006727826797	Casimir V	Griffins	V	born 1384
6000000006727826797	Kazimierz V	Gryfitów	V	born 1384
6000000001563248087	"Henry V ""the elder"""	Guelph	V	"Wikidata Q68259 ""Henry V, Count Palatine of the Rhine"""
6000000021796758029	Tegrimo V	Guidi	V	born 1270
6000000001095643277	Carlos V	Habsburg	V	"Wikidata Q32500 ""Charles V"""
6000000001095643277	Charles V	Habsburg	V	"Wikidata Q32500 ""Charles V"""
6000000002240799663	"Ladislas V ""Posthumus"""	Habsburg	V	"Wikidata Q116382 ""Ladislaus the Posthumous"""
6000000003407492560	Francesco V Ferdinando Geminiano	Habsburg-Lothringen	V	"Wikidata Q434061 ""Francis V, Duke of Modena"""
6000000040359558475	Poppo V	Henneberg - Popponische Linien	V	born 1156
6000000005598992716	Friedrich V Ludwig Wilhelm	Hessen	V	"Wikidata Q214050 ""Frederick V, Landgrave of Hesse-Homburg"""
6000000006612839007	Aleksander V	Hospodar of Moldavia	V	"Wikidata Q1638934 ""Alexandru Movilă"""
6000000006727827020	Otto V	Hoya	V	born 1387
6000000009305090550	Narses V	Kamsarakan	V	born 630
6000000008486710631	Poppo V	Kapetyngowie	V	born 1020
5304611081740076756	Eric V Christofferson	Klipping (Glipping)	V	"Wikidata Q359588 ""Eric V of Denmark"""
6000000028323798796	Henrik V	Koroški	V	born 1161
6000000003446413820	"Wilhelm V ""der Beständige"""	Lothringen-Brabant, Hessen	V	"Wikidata Q61268 ""William V, Landgrave of Hesse-Kassel"""
6000000002444370499	Diego V 'el Intruso'	López de Haro	V	"Wikidata Q2706087 ""Diego López V de Haro"""
6000000000351087662	Håkon V	Magnusson	V	"Wikidata Q313153 ""Haakon V of Norway"""
6000000000351087662	Håkon V	Magnusson Hålegg	V	"Wikidata Q313153 ""Haakon V of Norway"""
6000000000351087662	Håkon V	Magnússon	V	"Wikidata Q313153 ""Haakon V of Norway"""
6000000006727770886	Wilhelm V	Mansfeld	V	born 1555
6000000002187588671	Herman V	Margrave de Baden et Vérone	V	born 1165
6000000006727858310	Albrecht V	Mecklenburg	V	born 1397
6000000006727778773	"Heinrich V ""der Friedfertige"""	Mecklenburg	V	born 1479
6000000006727805278	Johann V	Mecklenburg	V	born 1418
6000000006727805278	John V	Mecklenburg	V	born 1418
6000000000632031573	Karl Leopold Leopold V Mecklenburg	Mecklenburg-Schwerin	V	"Wikidata Q682701 ""Karl Leopold, Duke of Mecklenburg-Schwerin"""
6000000003827953064	Hermann V von	Meißen	V	born 1336
6000000009305189830	Ithier V	Mercoeur	V	born 875
6000000003116926743	Christian V	Oldenborg	V	"Wikidata Q325817 ""Christian V, Count of Oldenburg"""
4104893	Christian V	Oldenburg	V	"Wikidata Q157793 ""Christian V of Denmark"""
4105251	Frederick V	Oldenburg	V	"Wikidata Q156187 ""Frederick V of Denmark"""
4105251	Frederik V	Oldenburg	V	"Wikidata Q156187 ""Frederick V of Denmark"""
6000000006727794018	Moritz V von Oldenburg	Oldenburg	V	born 1428
361089507860011643	John V	Palaiologos	V	"Wikidata Q37070 ""John V Palaiologos"""
361089507860011643	Giovanni V	Paleologo	V	"Wikidata Q37070 ""John V Palaiologos"""
6000000016982043464	Lipót V Károly Nándor	Palffy d'Erdöd	V	"Wikidata Q1242050 ""Lipót Pálffy-Daun"""
361089507860011643	Jean V	Paléologue	V	"Wikidata Q37070 ""John V Palaiologos"""
6000000003827681186	Foulques V	Paynel	V	born 1300
6000000003827681424	Guillaume V	Paynel	V	born 1270
6000000000750985718	Raoul V “dit Tesson”	Paynel-Tesson	V	born 1220
6000000014168396482	Bernard V	Pelet d'Alès	V	born 1330
6000000006727876746	Boleslav V “The Shy”	Piast	V	"Wikidata Q53443 ""Bolesław V the Chaste"""
6000000006727876746	"Bolesław V ""Wstydliwy"""	Piastowie	V	"Wikidata Q53443 ""Bolesław V the Chaste"""
6000000003858737894	Bogusław V	Pomorski	V	born 1318
6000000003827587299	Geoffroi V de	Rançon	V	born 1205
6000000014981583315	"Heinrich V ""der jüngere"""	Reuss von Plauen	V	born 1337
6000000014233306483	Heinrich V Graf	Reuss von Plaugen	V	born 1650
6000000014417497359	Heinrich V	Reuß	V	born 1606
6000000014972090617	Heinrich V	Reuß	V	born 1308
6000000014339385122	"Heinrich V ""der ältere"""	Reuß	V	"Wikidata Q1586219 ""Henry V, Burgrave of Plauen"""
6000000015419953366	"Heinrich V ""Der Jüngere"""	Reuß zu Weida	V	born 1184
6000000014348876171	Heinrich V	Reuß älterer Linie	V	"Wikidata Q87352133 ""Henry V of Reuss-Untergreiz"""
6000000034546631775	Robert V	Robertian	V	born 820
6000000077649625509	Olivier V	Rohan-Montaubon	V	born 1365
6000000002187887295	Ulrich V of	Ronsberg	V	born 1178
6000000068822133824	Johann Heinrich V	Ryhiner	V	born 1624
6000000001699492817	Guilhem II V Sancion	Sans	V	born 996
6000000002188648545	Eberhard V von	Schlüsselberg	V	born 1254
6000000003827496473	Hermann V von	Schönburg-Glauchau	V	born 1335
6000000018260414738	Georg V	Smiterlow	V	born 1619
6000000003233882803	James V	Stewart	V	"Wikidata Q137814 ""James V of Scotland"""
6000000002188040001	William V	Sutherland	V	born 1484
6000000015889932652	Jean V	Tyrel	V	born 1415
6000000003827618185	Gerlach V von	Veldenz	V	born 1232
6000000090552734908	Francesco V	Ventimiglia	V	born 1667
6000000109743210877	Giovanni V	Ventimiglia	V	born 1680
6000000006727796166	Otto V	Waldeck	V	"Wikidata Q111219471 ""Otto V, Count of Waldeck-Eisenberg"""
6000000003421224434	Anton-Ulrich Ulrich German Grand Duke Anton V Braunschweig	Welf	V	"Wikidata Q64243 ""Duke Anthony Ulrich of Brunswick"""
6000000001500239587	"Otto V "" der Siegreihe"""	Welf	V	"Wikidata Q70820 ""Otto V, Duke of Brunswick-Lüneburg"""
6000000001500239587	"Otto V ""der Siegreiche"""	Welf	V	"Wikidata Q70820 ""Otto V, Duke of Brunswick-Lüneburg"""
6000000000307243451	Georg V Friedrich Alexander Karl Ernst	Welf, Hannover	V	"Wikidata Q57428 ""Georg V. von Hannover"""
6000000023838100094	Bartholomäeus V	Welser	V	"Wikidata Q75686 ""Bartholomew V. Welser"""
6000000001500981366	"Dedo V ""der Feiste"""	Wettin	V	born 1136
6000000005599137632	Albrecht V	Wettin, Ernestiner	V	"Wikidata Q69249 ""Albert V, Duke of Saxe-Coburg"""
6000000003230105861	Pedro V de Alcântara Maria Fernando Miguel Rafael Gonzaga Xavier João António Leopoldo Victor Francisco de Assis Júlio Amélio	Wettin, Ernestiner	V	"Wikidata Q156048 ""Pedro V of Portugal"""
6000000001517344681	Albrecht V “der Grossmüthige”	Wittelsbach	V	born 1528
294499031220005507	Otto III/Béla V	Wittelsbach	V	born 1261
6000000002188383187	"Otto V ""der Faule"""	Wittelsbach	V	born 1346
6000000002915266336	"Wilhelm V ""der Fromme"""	Wittelsbach	V	born 1548
304433105310001815	Friedrich V	Wittelsbach, Pfalz-Simmern	V	"Wikidata Q57195 ""Frederick V of the Palatinate"""
6000000009214864409	Friedrich V Markgraf	Zähringen	V	"Wikidata Q84361 ""Frederick V, Margrave of Baden-Durlach"""
6000000001095643277	Carles V	dels Habsburg	V	"Wikidata Q32500 ""Charles V"""
6000000009110185257	Rotbert V	im Oberrheingau	V	born 758
6000000005566692200	"Fulk V ""le Jeune"""	of Anjou	V	"Wikidata Q312904 ""Fulk, King of Jerusalem"""
6000000015259006604	Mikołaj V karniowski	of Opava-Ratibor	V	born 1409
6000000002322312706	"Louis V ""the Brandenburger"""	the Brandenburg	V	born 1315
6000000006727805239	Johann V	zu Isenburg-Büdingen	V	born 1476
6000000006727796770	Simon V	zur Lippe	V	born 1470
6000000006898854427	Juraj V	Šubić	V	"Wikidata Q899414 ""Juraj V Zrinski"""
6000000008107815473	Nikola V	Šubić	V	born 1559
6000000019594145899	Александр V	Багратион Имеретинский	V	"Wikidata Q2618173 ""Alexander V of Imereti"""
6000000048540091072	Nikoloz V Леванович	Багратиони	V	born 1591
6000000083748327916	Vakhtang V Теймуразович	Багратиони	V	"Wikidata Q2469710 ""Vakhtang V of Kartli"""
6000000083748327916	Вахтанг V Шахнаваз Теймуразович	Багратиони	V	"Wikidata Q2469710 ""Vakhtang V of Kartli"""
376465263370013449	Stefan Uroš V	Неманич	V	born 1336
376465263370013449	Сте́фан У́рош V Слабый	Неманич	V	born 1336
6000000006727876746	"Болеслав V ""Стыдливый"""	Пясты	V	"Wikidata Q53443 ""Bolesław V the Chaste"""
6000000057201847849	Иван Асен V	Шишман	V	born 1360
6000000008521761380	"ბაგრატ V ""დიდი"""	ბაგრატიონები	V	born 1393
6000000017921118148	გიორგი / Giorgi X	Bagrationi	X	born 1560
6000000008685727116	Friedrich X	Beichlingen	X	born 1287
6000000003827731509	Otto X	Everstein-Polle-Ohsen	X	born 1329
6000000003827767275	Heinrich X von	Fleckenstein	X	born 1381
6000000019833011413	Barnim X	Griffins	X	"Wikidata Q601879 ""Barnim X, Duke of Pomerania"""
4532996	Wilhelm X	Hessen, Lothringen Brabant	X	"Wikidata Q60709 ""Prince William of Hesse-Kassel"""
6000000035019227921	Friderik X	Ptujski	X	born 1438
6000000035019227921	Friedrich X	Ptujski	X	born 1438
6000000014169255318	Heinrich X	Reuss	X	born 1621
6000000003827467909	Heinrich X	Reuß zu Gera und Schleiz	X	born 1415
6000000026109832410	"Heinrich X ""der Jüngere"""	Reuß zu Weida	X	born 1264
6000000001367482744	Karol X Gustaw	Wittelsbach	X	"Wikidata Q52936 ""Charles X Gustav of Sweden"""
6000000013273099367	Ludwig X	Wittelsbach	X	born 1495
6000000017921118148	Георгий X	Багратиони	X	born 1560
6000000001367482744	Карл X Густав	Пфальц-Цвейбрюкенской династии	X	"Wikidata Q52936 ""Charles X Gustav of Sweden"""
