qid	geni_id	en_label	en_description
Q45698084	6000000075503718046	Huang Bingkui	Qing dynasty person CBDB = 54506
Q45698090	6000000074733899405	Li Ye	Tang dynasty person CBDB = 187184
Q45698103	6000000075488590985	Yang Ji	Song dynasty person CBDB=49341
Q45698110	6000000075503978912	Liu Shilu	Qing dynasty person CBDB = 54507
Q45698117	6000000074735195881	Li Rong	Tang dynasty person CBDB = 187185
Q45698129	6000000075488819902	Yang Pu	Song dynasty person CBDB = 49342
Q45698134	6000000075503362156	Shi Daiqing	Qing dynasty person CBDB=54508
Q45698143	6000000074735047044	Li Zhi	Tang dynasty person CBDB = 187186
Q45698153	6000000075488902858	Yang Dui	Song dynasty person CBDB = 49343
Q45698159	6000000075503464206	Zhou Dabang	Qing dynasty person CBDB = 54509
Q45698167	6000000074735365838	Li Rang	Tang dynasty person CBDB = 187187
Q45698180	6000000075487460661	Yang Ke	Song dynasty person CBDB = 49344
Q45698194	6000000074735234912	Li Yu	Tang dynasty person CBDB = 187188
Q45698200	6000000075607073852	Yang Yunhui	Republic of China person CBDB = 54512
Q45698203	6000000075405266112	Zhu Jun	Yuan dynasty person CBDB = 101944
Q45698206	6000000075488985832	Yang Zhi	Song dynasty person CBDB=49345
Q45698220	6000000074735152896	Li Hui	person, CBDB = 187189
Q45698226	6000000075504002869	Zhu Xiangzhi	Qing dynasty person CBDB = 54513
Q45698231		Zhang Xiaoshi	Tang dynasty person CBDB = 176644
Q45698233	6000000075487539617	Yang Zhi	Song dynasty person CBDB = 49346
Q45698247	6000000074735329836	Li Mi	person, CBDB = 187190
Q45698252	6000000075504001876	Cheng Xuan	person, CBDB = 54514
Q45698256		Zhang Chenghui	Tang dynasty person CBDB = 176645
Q45698258	6000000075488620992	Yang Fu	Song dynasty person CBDB = 49347
Q45698272	6000000074734659128	Li Zao	Tang dynasty person CBDB = 187191
Q45698279	6000000075502848540	Shen Jun	Qing dynasty person CBDB = 54515
Q45698283		Zhang Xuan	Tang dynasty person CBDB = 176646
Q45698286	6000000075488868903	Yang Cheng	Song dynasty person CBDB = 49348
Q45698301	6000000074734810087	Li Xing	person, CBDB = 187192
Q45698306	6000000075504030833	Wang Chun	Qing dynasty person CBDB = 54516
Q45698308		Chen Xianshi	Yuan dynasty person CBDB = 117796
Q45698310		Zhang Tongshi	Tang dynasty person CBDB = 176647
Q45698313	6000000075488900876	Yang Zi	Song dynasty person CBDB = 49349
Q45698323	6000000088705651050	Song Xuezhu	Ming dynasty person CBDB = 59854
Q45698327	6000000074735237913	Li Xu	Tang dynasty person CBDB = 187193
Q45698332	6000000075607155846	Wang Tongyi	Qing dynasty person CBDB = 54518
Q45698335		Zhang Fengren	Tang dynasty person CBDB = 176648
Q45698338	6000000075489011822	Yang Qi	Song dynasty person CBDB = 49350
Q45698351	6000000074735433822	Li Qin	Tang dynasty person CBDB = 187194
Q45698352		Yehenala Zhaoxiang	Qing dynasty person CBDB = 64914
Q45698357		Zhang Yanshi	Tang dynasty person CBDB = 176649
Q45698361	6000000075488621002	Yang Fu	Song dynasty person CBDB = 49351
Q45698376	6000000074735357850	Li Lang	person, CBDB = 187195
Q45698380	6000000075503742065	Dong Jingzhen	Qing dynasty person CBDB = 54520
Q45698382		Zhang Jin	Tang dynasty person CBDB = 176650
Q45698388	6000000075488881900	Yang Yan	Song dynasty person CBDB = 49352
Q45698402	6000000074735288863	Li Yuanliang	Tang dynasty person CBDB = 187196
Q45698405	6000000075503998868	Xu Yingzao	Qing dynasty person CBDB = 54521
Q45698407		Zhang Qingchao	Tang dynasty person CBDB = 176651
Q45698414	6000000075488475166	Yang Ding	Song dynasty person CBDB = 49354
Q45698428	6000000074735147924	Li Yuandao	Tang dynasty person CBDB = 187197
Q45698431	6000000075607125876	Wang Huai	Qing dynasty person CBDB = 54522
Q45698433		Zhang Daoshi	Tang dynasty person CBDB = 176652
Q45698439	6000000075489020828	Yang Qi	Song dynasty person CBDB = 49355
Q45698453	6000000074734810060	Li Yuangui	Tang dynasty person CBDB = 187198
Q45698456	6000000075503752969	Xu Zhenyi	Qing dynasty person CBDB = 54523
Q45698465	6000000075488915939	Yang Zheng	Song dynasty person CBDB = 49356
Q45698481	6000000074735281829	Li Yuanhui	Tang dynasty person CBDB=187199
Q45698484	6000000075503352242	He Ruoqiong	Qing dynasty person CBDB = 54524
Q45698507	6000000074734777146	Li Yuanjian	Tang dynasty person CBDB = 187200
Q45698519	6000000075489035834	Yang Liang	Song dynasty person CBDB = 49358
Q45698532	6000000074735096944	Li Yuanju	Tang dynasty person CBDB = 187201
Q45698535	6000000075503640140	Niegeli Laixiu	Qing dynasty person CBDB = 54526
Q45698537	6000000074733665863	Zhang Mou	Tang dynasty person CBDB = 176657
Q45698544	6000000075488921887	Yang Rong	Song dynasty person (CBDB = 49360)
Q45698558	6000000074734628071	Li Yuanming	Tang dynasty person CBDB = 187202
Q45698562	6000000075503994871	Zhu Zhen	Qing dynasty person CBDB = 54527
Q45698563	6000000074733755829	Zhang Xungu	Tang dynasty person CBDB = 176658
Q45698569	6000000075489019838	Yang Zhong	Song dynasty person (CBDB = 49362)
Q45698583	6000000074735312834	Li Rong	Tang dynasty person CBDB = 187203
Q45698590	6000000075606871070	Kuang Xianglin	Qing dynasty person CBDB = 54528
Q45698591	6000000074733188097	Zhang Tan	Tang dynasty person CBDB = 176659
Q45698597	6000000075488940853	Yang Ji	Song dynasty person CBDB = 49366
Q45698610	6000000074734928978	Li Fu	Tang dynasty person CBDB = 187204
Q45698616	6000000074733684873	Zhang Xunxiao	Tang dynasty person CBDB = 176660
Q45698622	6000000075488481120	Yang Kan	Song dynasty person CBDB = 49367
Q45698636	6000000074734967050	Li Chengyuan	person, CBDB = 187205
Q45698640	6000000075503761038	Wang Jin	Qing dynasty person CBDB = 54530
Q45698641	6000000074733668862	Zhang Mou	Tang dynasty person CBDB = 176661
Q45698647	6000000075488912936	Yang Hui	Song dynasty person CBDB = 49369
Q45698662	6000000074735382821	Li Xiang	Tang dynasty person CBDB = 187206
Q45698667	6000000075503866034	Wang Qinglin	Qing dynasty person CBDB = 54531
Q45698669	6000000074733743835	Zhang Jian	Tang dynasty person CBDB = 176662
Q45698675	6000000075488338272	Yang Chun	Song dynasty person CBDB = 49370
Q45698689	6000000074734895997	Li Ze	Tang dynasty person CBDB = 187207
Q45698693	6000000075503874957	Kuang Shu	Qing dynasty person CBDB = 54532
Q45698695	6000000074733161058	Zhang Wenshu	Tang dynasty person CBDB = 176663
Q45698700	6000000075488164199	Yang Wei	Song dynasty person CBDB = 49371
Q45698715	6000000074734896001	Li Chengmai	person, CBDB = 187208
Q45698719	6000000075503488144	Kuang Cheng	Qing dynasty person CBDB = 54533
Q45698720	6000000074733836821	Zhang Wenxi	Tang dynasty person CBDB = 176665
Q45698727	6000000075488477136	Yang Jue	Song dynasty person CBDB = 49372
Q45698740	6000000074734578228	Li Yuanheng	Tang dynasty person CBDB = 187209
Q45698745	6000000074733602893	Zhang Mou	Tang dynasty person CBDB = 176666
Q45698752	6000000075488941858	Yang Di	Song dynasty person CBDB = 49373
Q45698767	6000000074735361825	Li Yuanfu	Tang dynasty person CBDB = 187210
Q45698771	6000000075504012869	Zong Gui	Qing dynasty person CBDB = 54535
Q45698773	6000000074733458952	Zhang Mou	Tang dynasty person CBDB = 176667
Q45698778	6000000075489047843	Yang Ruo	Song dynasty person CBDB=49374
Q45698792	6000000074734981049	Li Lun	Tang dynasty person CBDB = 187211
Q45698797	6000000074733656872	Zhang Yun	Tang dynasty person CBDB = 176668
Q45698818	6000000074735384838	Li Juji	Tang dynasty person CBDB = 187212
Q45698821	6000000075606363215	Zong Shengyuan	Qing dynasty person CBDB = 54537
Q45698823	6000000074732996241	Zhang Yu	Tang dynasty person CBDB = 176669
Q45698829	6000000075488854935	Yang Qiu	Song dynasty person CBDB = 49376
Q45698842	6000000074735097989	Li Lun	Tang dynasty person CBDB = 187213
Q45698846	6000000075503103406	Shi Peng	Qing dynasty person CBDB = 54538
Q45698848	6000000074733552938	Zhang Cai	Tang dynasty person CBDB = 176670
Q45698855	6000000075488912942	Yang Ku	Song dynasty person CBDB = 49377
Q45698869	6000000074734345198	Li Meng	Tang dynasty person CBDB = 187214
Q45698875	6000000074733650878	Zhang Yi	Tang dynasty person CBDB = 176672
Q45698883	6000000075488966887	Yang Ji	Song dynasty person CBDB = 49378
Q45698896	6000000074735139957	Li Xiang	Tang dynasty person CBDB = 187215
Q45698899	6000000075503887943	Ying Ying	Qing dynasty person CBDB = 54540
Q45698901	6000000074733413956	Zhang Qian	Tang dynasty person CBDB=176673
Q45698907	6000000075489019861	Yang Guan	Song dynasty person CBDB = 49379
Q45698921	6000000074735425865	Li Xiang	Tang dynasty person CBDB = 187216
Q45698926	6000000075607057903	Bao Zhilan	Qing dynasty person CBDB = 54541
Q45698928	6000000074733113154	Zhang Kuan	Tang dynasty person CBDB = 176674
Q45698930	6000000045915802994	Zhang Zumo	Qing dynasty person CBDB = 80768
Q45698934	6000000075488855965	Yang Ji	Song dynasty person CBDB = 49380
Q45698949	6000000074735330887	Li Chongji	Tang dynasty person CBDB = 187217
Q45698953	6000000075503496231	Xu Yumin	Qing dynasty person CBDB = 54542
Q45698955	6000000074733666886	Zhang ?	Tang dynasty person CBDB = 176675
Q45698961	6000000075488209317	Yang Xun	Song dynasty person (CBDB = 49381)
Q45698977	6000000074735334881	Li Mou	Tang dynasty person CBDB = 187218
Q45698981	6000000075607221843	Bao Gao	Qing dynasty person CBDB = 54543
Q45698982	6000000074733062197	Zhang Pei	Tang dynasty person CBDB = 176676
Q45698988	6000000075488926919	Yang Tai	Song dynasty person CBDB = 49383
Q45699001	6000000074734578292	Li Rui	Tang dynasty person CBDB = 187219
Q45699006	6000000074732877340	Zhang Chengqi	Tang dynasty person CBDB = 176677
Q45699013	6000000075488738044	Yang Qi	Song dynasty person CBDB = 49384
Q45699027	6000000074734588018	Li Chongxuan	Tang dynasty person CBDB = 187220
Q45699030	6000000075605743561	Chen Ruizhu	Qing dynasty person CBDB = 54545
Q45699032	6000000074733778835	Zhang Qia	Tang dynasty person CBDB = 176678
Q45699038	6000000075488577159	Yang Qi	Song dynasty person CBDB = 49385
Q45699052	6000000074734832149	Li Mou	Tang dynasty person CBDB = 187221
Q45699055	6000000075607024972	Guo Shichang	Qing dynasty person CBDB = 54546
Q45699062	6000000075489062853	Yang Geng	Song dynasty person CBDB = 49386
Q45699079	6000000074734640149	Li Heng	Tang dynasty person CBDB = 187222
Q45699085	6000000074733778839	Zhang Gun	Tang dynasty person CBDB = 176680
Q45699092	6000000074705706126	Yang Zhi	Song dynasty person CBDB = 49387
Q45699104	6000000074734883050	Li Mou	Tang dynasty person CBDB = 187223
Q45699108	6000000074732809246	Zhang Zaihua	Tang dynasty person CBDB = 176681
Q45699115	6000000075488302232	Yang Shu	Song dynasty person CBDB = 49389
Q45699129	6000000074734328321	Li Dun	Tang dynasty person CBDB = 187224
Q45699134	6000000074733291018	Zhang Baowang	Tang dynasty person CBDB = 176682
Q45699135	6000000075503925940	Chen Linhua	Qing dynasty person CBDB = 54550
Q45699139	6000000075488700044	Yang Shi	Song dynasty person CBDB = 49390
Q45699155	6000000074735422852	Li Chongxu	Tang dynasty person CBDB = 187225
Q45699160	6000000074733619926	Zhang Bao	Tang dynasty person CBDB = 176683
Q45699165	6000000075488997882	Yang Neng	Song dynasty person CBDB = 49391
Q45699183	6000000074735433843	Li Zhe	Tang dynasty person CBDB = 187226
Q45699188	6000000074733707838	Zhang She	Tang dynasty person CBDB = 176684
Q45699189	6000000075503868944	Bao Wenkui	Qing dynasty person CBDB = 54552
Q45699193	6000000075488483095	Yang Yin	Song dynasty person CBDB = 49392
Q45699209	6000000074734177286	Li Wei	Tang dynasty person CBDB = 187227
Q45699213	6000000074733639854	Zhang Diao	Tang dynasty person CBDB = 176685
Q45699214	6000000075503113495	Lei Feipeng	Republic of China person CBDB = 54553
Q45699219	6000000075488956943	Yang Chong	Song dynasty person CBDB = 49393
Q45699235	6000000074735344890	Li Sijing	Tang dynasty person CBDB = 187228
Q45699239	6000000074733607901	Zhang Shiju	Tang dynasty person CBDB = 176686
Q45699240	6000000075502951502	Yang Jinfan	Qing dynasty person CBDB = 54554
Q45699244	6000000075488985926	Yang Yan	Song dynasty person CBDB = 49394
Q45699261	6000000074735471832	Li Yuan	Tang dynasty person CBDB = 187229
Q45699265	6000000074732933297	Zhang Chong	Tang dynasty person CBDB = 176687
Q45699266	6000000075504005859	He Li	Qing dynasty person CBDB = 54555
Q45699273	6000000075489100832	Yang Xian	Song dynasty person CBDB = 49395
Q45699293	6000000075503464240	Yang Xuanhua	Qing dynasty person CBDB = 54556
Q45699299	6000000075488998909	Yang Song	Song dynasty person CBDB = 49396
Q45699318	6000000075606827158	Dai Xieyuan	Qing dynasty person CBDB = 54557
Q45699324	6000000075488909947	Yang Yi	Song dynasty person CBDB = 49397
Q45699338	6000000074735292912	Li Jingwu	Tang dynasty person CBDB = 187233
Q45699343	6000000075504074849	Yang Jinhua	Qing dynasty person CBDB = 54558
Q45699345		Shen Zhongli	Qing dynasty person CBDB = 70516
Q45699348	6000000075489039851	Yang Sheng	Song dynasty person CBDB = 49398
Q45699355	6000000071697060029	Xia Daiyu	Qing dynasty person CBDB = 86103
Q45699365	6000000074735223943	Li Mengkang	Tang dynasty person CBDB = 187235
Q45699374	6000000075488836977	Yang Cong	Song dynasty person CBDB = 49399
Q45699395	6000000075503976911	Huang Jie	person, CBDB = 54560
Q45699398	6000000075489048893	Yang Shao	Song dynasty person CBDB = 49400
Q45699415	6000000074735124970	Li Shaokang	Tang dynasty person CBDB = 187242
Q45699418	6000000074733185134	Zhang Xiaoxun	Tang dynasty person CBDB = 176696
Q45699419		Zhu Wenkui	Yuan dynasty person CBDB = 101991
Q45699420	6000000075607209909	Xu Mei	Qing dynasty person CBDB = 54561
Q45699423	6000000075488833946	Yang Shao	Song dynasty person CBDB = 49401
Q45699439	6000000074735483840	Li Wei	Tang dynasty person CBDB = 187244
Q45699450	6000000075489134822	Yang Ceng	Song dynasty person CBDB = 49402
Q45699465	6000000074734987004	Li Kun	Tang dynasty person CBDB = 187245
Q45699473	6000000075607045996	Bao Zhihui	Qing dynasty person CBDB = 54563
Q45699475	6000000075489020868	Yang Bin	Song dynasty person CBDB = 49403
Q45699489	6000000074735495837	Li Yu	Tang dynasty person CBDB = 187246
Q45699498	6000000075606828046	Zhang Xuan	Qing dynasty person CBDB = 54565
Q45699500	6000000075488554126	Yang Yun	Song dynasty person CBDB = 49404
Q45699513	6000000074735324902	Li Wu	Tang dynasty person CBDB = 187247
Q45699522	6000000075503773077	Li Wenqi	person, CBDB = 54566
Q45699524	6000000075489038857	Yang Xun	Song dynasty person CBDB = 49405
Q45699537	6000000074735385867	Li Nong	Tang dynasty person CBDB = 187248
Q45699546	6000000075607342834	Yang Yun	Qing dynasty person CBDB = 54567
Q45699548	6000000075489033862	Yang Kai	Song dynasty person CBDB = 49406
Q45699562	6000000074734757119	Li Shaolian	Tang dynasty person CBDB = 187249
Q45699574	6000000075489099860	Yang Fa	Song dynasty person CBDB = 49407
Q45699589	6000000074735098001	Li Mou	Tang dynasty person CBDB = 187250
Q45699599	6000000075488591049	Yang Long	Song dynasty person CBDB = 49408
Q45699613	6000000074735369892	Li Mou	Tang dynasty person CBDB = 187251
Q45699624	6000000075489048904	Yang Qi	Song dynasty person (CBDB = 49409)
Q45699638	6000000075504118829	Li Xigong	Qing dynasty person CBDB = 54572
Q45699639	6000000074734626218	Li Mou	Tang dynasty person CBDB = 187252
Q45699649	6000000075489154834	Yang Kui	Song dynasty person CBDB = 49410
Q45699664	6000000075503860980	Qin Chengpei	person, CBDB = 54573
Q45699665	6000000074735183926	Li Mou	Tang dynasty person CBDB = 187253
Q45699675	6000000075489091867	Yang Sen	Song dynasty person (CBDB = 49411)
Q45699690	6000000074735358890	Li Mou	Tang dynasty person CBDB = 187254
Q45699700	6000000075489134848	Yang Guangting	Song dynasty person CBDB = 49412
Q45699713	6000000075607337841	Bao Zhifen	Qing dynasty person CBDB = 54575
Q45699715	6000000074734810104	Li Shisu	Tang dynasty person CBDB = 187255
Q45699726	6000000075488785071	Yang Zhizhang	Song dynasty person (CBDB = 49414)
Q45699740	6000000074735480846	Li Mou	Tang dynasty person CBDB = 187256
Q45699752	6000000074728494836	Yang Duanzhong	Song dynasty person (CBDB = 49416)
Q45699766	6000000074735206954	Li Mou	Tang dynasty person CBDB = 187257
Q45699768	6000000075504018888	Peng Lihong	Qing dynasty person CBDB=54577
Q45699777	6000000075488914001	Yang Ji	Song dynasty person CBDB = 49419
Q45699789	6000000074734774120	Li Mou	Tang dynasty person CBDB = 187258
Q45699791		Guan Shen	Yuan dynasty person CBDB = 117866
Q45699792	6000000075503796088	Xu Bin	Qing dynasty person CBDB = 54578
Q45699804	6000000075488628016	Yang Zhen	Song dynasty person CBDB = 49420
Q45699816	6000000074735148982	Li Mou	Tang dynasty person CBDB = 187259
Q45699829	6000000075489180832	Yang Jing	Song dynasty person CBDB = 49421
Q45699842	6000000074735232939	Li Mou	Tang dynasty person CBDB=187260
Q45699854	6000000075489082867	Yang Fei	Song dynasty person CBDB = 49422
Q45699868	6000000074734329258	Li Mou	Tang dynasty person CBDB = 187261
Q45699879	6000000075504139821	Li Peijin	Qing dynasty person CBDB = 54581
Q45699880	6000000075488913019	Yang Jin	Song dynasty person CBDB = 49423
Q45699893	6000000074735397894	Li Mou	Tang dynasty person CBDB = 187262
Q45699905	6000000075489165834	Yang Jie	Song dynasty person CBDB = 49424
Q45699918	6000000074734955012	Li Mou	Tang dynasty person CBDB = 187263
Q45699931	6000000075503012483	Li Bangxie	Qing dynasty person CBDB = 54584
Q45699932	6000000075488475293	Yang Jie	Song dynasty person CBDB = 49425
Q45699946	6000000074735490835	Li Mou	Tang dynasty person CBDB = 187264
Q45699958	6000000075503796092	Jin Ruolan	Qing dynasty person CBDB = 54585
Q45699960	6000000075488636004	Yang Hao	Song dynasty person CBDB = 49426
Q45699971	6000000074735036995	Li Zhibao	Tang dynasty person CBDB = 187265
Q45699984	6000000075504084847	Jin Chong	Qing dynasty person CBDB = 54586
Q45699990	6000000075488686055	Yang Zhi	Song dynasty person CBDB = 49427
Q45700005		Ningguta Yingchuan	Qing dynasty person CBDB = 70544
Q45700009	6000000075503823103	Sun Jun	Qing dynasty person CBDB = 54587
Q45700014	6000000075488975973	Yang Xun	Song dynasty person CBDB = 49428
Q45700029		Ningguta Bakeshang'a	Qing dynasty person CBDB = 70545
Q45700032		Zhu Shuqi	Yuan dynasty person CBDB = 102015
Q45700034	6000000075503706077	Gu Ci	Qing dynasty person CBDB = 54588
Q45700039	6000000075489103854	Yang Gai	Song dynasty person CBDB = 49429
Q45700060	6000000075607387833	Gu Ling	Qing dynasty person CBDB = 54589
Q45700065	6000000075488829049	Yang Wei	Song dynasty person CBDB = 49430
Q45700091	6000000075488761001	Yang Hui	Song dynasty person CBDB = 49431
Q45700115	6000000075489123856	Yang Sun	Song dynasty person CBDB = 49432
Q45700118	6000000075607041017	Zhang Cheng	Qing dynasty person CBDB = 54592
Q45700125	6000000074734832176	Li Jingrong	Tang dynasty person CBDB = 187271
Q45700141	6000000075488033443	Yang Chun	Song dynasty person CBDB = 49433
Q45700144	6000000075606806161	Zhang Xiangren	Qing dynasty person CBDB = 54593
Q45700149	6000000074734439382	Li Wugai	Tang dynasty person CBDB = 187272
Q45700167	6000000075488302311	Yang Xun	Song dynasty person CBDB = 49435
Q45700171	6000000075503489226	Yang Minxun	Qing dynasty person CBDB=54594
Q45700176	6000000074734671178	Li Siyi	Tang dynasty person CBDB = 187273
Q45700193		Xu Huan	Song dynasty person CBDB = 96725
Q45700195	6000000075488227283	Yang Yun	Song dynasty person CBDB = 49436
Q45700198	6000000075607208984	Yang Zhilian	Republic of China person CBDB = 54595
Q45700204	6000000074734932914	Li Ji	Tang dynasty person CBDB = 187274
Q45700211	6000000075506723943	Ye Jinzhi	Qing dynasty person CBDB = 70554
Q45700223	6000000075503701166	Gu Duan	Qing dynasty person CBDB = 54596
Q45700224	6000000075489341848	Yang Zhao	Song dynasty person CBDB = 49437
Q45700230	6000000074734982059	Li Bin	Tang dynasty person CBDB = 187275
Q45700236		Cao Xichen	Qing dynasty person CBDB = 70555
Q45700248	6000000075504111827	Wang Xiangying	Qing dynasty person CBDB = 54597
Q45700249	6000000075489354833	Yang Zhao	Song dynasty person CBDB = 49438
Q45700256	6000000074735192920	Li Ji	Tang dynasty person CBDB = 187276
Q45700274	6000000075502946422	Gu Yun	Qing dynasty person CBDB = 54599
Q45700275	6000000075489218871	Yang Hui	Song dynasty person CBDB = 49439
Q45700279	6000000074735321863	Li Fang	Tang dynasty person CBDB = 187277
Q45700300	6000000075503978974	Yang Fuzhang	person, CBDB = 54601
Q45700301	6000000075488601202	Yang Hui	Song dynasty person CBDB = 49440
Q45700328	6000000075489355829	Yang Si	Song dynasty person CBDB = 49441
Q45700331	6000000074735490851	Li Huang	Tang dynasty person CBDB = 187279
Q45700353	6000000075503070474	Gu Baozhi	Qing dynasty person CBDB = 54603
Q45700356	6000000075488412266	Yang Yu	Song dynasty person CBDB = 49442
Q45700357	6000000074735508836	Li Ju	Tang dynasty person CBDB = 187280
Q45700377	6000000075503976941	Wumite Woji'na	Qing dynasty person CBDB = 54604
Q45700382	6000000075488820070	Yang Chuan	Song dynasty person CBDB = 49443
Q45700383	6000000074734886100	Li Jiong	Tang dynasty person CBDB = 187281
Q45700403	6000000075503810152	Chun Qiao	person, CBDB = 54605
Q45700407	6000000075489234867	Yang Jing	Song dynasty person CBDB = 49444
Q45700428	6000000075504160822	Hu Zhengji	Qing dynasty person CBDB = 54606
Q45700433	6000000075489134973	Yang Ning	Song dynasty person CBDB = 49445
Q45700434	6000000074735149010	Li Jingwu	Tang dynasty person CBDB = 187283
Q45700454	6000000075504025922	Lu Jian	Qing dynasty person CBDB = 54610
Q45700459	6000000075489108909	Yang Rong	Song dynasty person CBDB = 49446
Q45700460	6000000074735603821	Li Mou	Tang dynasty person CBDB = 187284
Q45700471		Dai Changming	Yuan dynasty person CBDB = 133829
Q45700482	6000000075489077949	Yang Duan	Song dynasty person CBDB = 49447
Q45700483	6000000074735422902	Li Mou	Tang dynasty person CBDB = 187285
Q45700490	6000000075503857022	L Ji'an	Qing dynasty person CBDB = 54612
Q45700493		Qi Chongseng	Yuan dynasty person CBDB = 107317
Q45700496		Dai Hao	Yuan dynasty person CBDB = 133832
Q45700508	6000000075489318860	Yang Gan	Song dynasty person CBDB = 49448
Q45700509	6000000074735304930	Li Mou	Tang dynasty person CBDB = 187286
Q45700515	6000000075504050853	Song Mingqiong	Qing dynasty person CBDB = 54613
Q45700523	6000000074725533960	Qi Xiangzu	Yuan dynasty person CBDB = 107318
Q45700533	6000000075489391839	Yang Tian	Song dynasty person CBDB = 49449
Q45700534	6000000074735076898	Li Rui	Tang dynasty person CBDB = 187287
Q45700540	6000000075503925950	Song Wuren	Qing dynasty person CBDB = 54614
Q45700544	6000000075503544850	Hu Yuefeng	Qing dynasty person CBDB = 133834
Q45700558	6000000075488885033	Yang Shen	Song dynasty person CBDB=49450
Q45700559	6000000074735058153	Li Zongheng	Tang dynasty person CBDB = 187288
Q45700564	6000000075504133841	Qin Xia	Qing dynasty person CBDB = 54615
Q45700584	6000000074735158949	Li Shui	Tang dynasty person CBDB = 187289
Q45700588	6000000075503761055	Song Minghuang	Qing dynasty person CBDB = 54616
Q45700592	6000000075506964063	Cheng Zongchuan	Qing dynasty person CBDB = 133839
Q45700607	6000000075489413832	Yang Qian	Song dynasty person CBDB = 49452
Q45700609	6000000074735447865	Li Jingren	Tang dynasty person CBDB = 187290
Q45700613	6000000075503705138	Tu Ruixia	person, CBDB = 54617
Q45700625		Zaichu	Qing dynasty person CBDB = 133841
Q45700632	6000000075489391847	Yang Qing	Song dynasty person CBDB = 49453
Q45700634	6000000074735437914	Li Daoxing	Tang dynasty person CBDB = 187291
Q45700658	6000000074735097051	Li Daobi	Tang dynasty person CBDB = 187292
Q45700662	6000000075503292361	Tu Jianxuan	Qing dynasty person CBDB = 54619
Q45700682	6000000075489051029	Yang Zhun	Song dynasty person CBDB = 49455
Q45700685	6000000074735384847	Li Mou	Tang dynasty person CBDB = 187293
Q45700705	6000000075488830073	Yang Que	Song dynasty person CBDB = 49457
Q45700708	6000000074735508858	Li Zhirou	Tang dynasty person CBDB = 187294
Q45700711	6000000075504173833	Yang Zhaohua	Qing dynasty person CBDB = 54621
Q45700732	6000000074735494876	Li Zhizhi	Tang dynasty person CBDB = 187295
Q45700734	6000000075503952923	Guo Fen	Qing dynasty person CBDB = 54622
Q45700741	6000000075488913154	Yang Mian	Song dynasty person CBDB = 49459
Q45700757	6000000074734497121	Li Boliang	Tang dynasty person CBDB = 187297
Q45700759	6000000075504166825	Yang Lu	person, CBDB = 54623
Q45700767	6000000075489185927	Yang Yi	Song dynasty person (CBDB = 49460)
Q45700792	6000000075489459822	Yang Pu	Song dynasty person CBDB = 49461
Q45700809		Li Sishen	Tang dynasty person CBDB = 187300
Q45700810	6000000075504143823	Wang Xianglu	Republic of China person CBDB = 54625
Q45700816	6000000075489194915	Yang Lin	Song dynasty person CBDB = 49462
Q45700834		Li Siyan	Tang dynasty person CBDB = 187301
Q45700835	6000000075504194822	Wang Lvji	Qing dynasty person CBDB = 54626
Q45700840	6000000075489349878	Yang Ying	Song dynasty person CBDB = 49463
Q45700860		Li Sitai	Tang dynasty person CBDB = 187302
Q45700861	6000000075607244913	Wei Qiansheng	Qing dynasty person CBDB=54627
Q45700865	6000000075489432854	Yang Xing	Song dynasty person CBDB = 49464
Q45700885		Li Siben	Tang dynasty person CBDB = 187303
Q45700886	6000000075607423842	Fang Yanzhao	Qing dynasty person CBDB = 54628
Q45700890	6000000075489369843	Yang Ji	Song dynasty person CBDB = 49465
Q45700909		Li Sizhuang	Tang dynasty person CBDB = 187304
Q45700911	6000000075504388068	Zhao Qingxi	Qing dynasty person CBDB = 54629
Q45700915	6000000075489428836	Yang Yi	Song dynasty person CBDB=49466
Q45700935		Li Sizheng	Tang dynasty person CBDB = 187305
Q45700936	6000000075606753154	Yang Yunzong	Qing dynasty person CBDB = 54630
Q45700940	6000000075488618161	Yang Ji	Song dynasty person CBDB = 49467
Q45700960		Li Lingwang	Tang dynasty person CBDB = 187306
Q45700961	6000000075606799258	Chen Kequ	Qing dynasty person CBDB = 54631
Q45700964	6000000075488667157	Yang Sui	Song dynasty person (CBDB = 49468)
Q45700985		Li Can	Tang dynasty person CBDB = 187307
Q45700986	6000000075606687171	Chen Zongqi	Qing dynasty person CBDB = 54632
Q45700990	6000000075489179047	Yang Yong	Song dynasty person CBDB = 49469
Q45701009		Li Zhong	Tang dynasty person CBDB = 187308
Q45701010	6000000075607075053	Yang Fang	Qing dynasty person CBDB = 54633
Q45701015	6000000075489192928	Yang De	Song dynasty person (CBDB = 49471)
Q45701019	6000000074699778888	Shen Zhili	Song dynasty person (CBDB = 96758)
Q45701026		Qian Shen	Qing dynasty person CBDB = 133866
Q45701035		Li Lun	Tang dynasty person CBDB = 187309
Q45701036	6000000075504173839	Lv Caizhi	Qing dynasty person CBDB = 54634
Q45701040	6000000075488736274	Yang Jin	Song dynasty person (CBDB = 49473)
Q45701060		Li Sizhong	Tang dynasty person CBDB = 187310
Q45701061	6000000075607448850	Chen Keqin	Qing dynasty person CBDB = 54635
Q45701065	6000000075489093975	Yang Zao	Song dynasty person CBDB = 49476
Q45701084		Li Jiancheng	Tang dynasty person CBDB = 187311
Q45701085	6000000075607369903	Zhang Youshu	Qing dynasty person CBDB = 54636
