qid,references,as_given_name,as_family_name,in_store
Q125367705,1,no,yes,no
Q53847212,1,yes,no,no
Q55087711,1,no,yes,no
Q52328349,1,no,yes,no
Q51079040,1,yes,no,no
Q110316661,1,no,yes,no
Q83369775,1,no,yes,no
Q107448968,1,no,yes,no
Q37149091,1,no,yes,no
Q114413766,1,no,yes,no
Q135272434,1,no,yes,no
Q131302497,1,yes,no,no
Q98206773,1,no,yes,no
Q37243298,1,no,yes,no
Q139668836,1,yes,no,no
Q42098218,1,no,yes,no
Q3972980,1,yes,no,no
Q105180733,1,no,yes,no
Q24468509,1,no,yes,no
Q38053318,1,no,yes,no
Q37438090,1,no,yes,no
Q43371547,1,yes,no,no
Q105175783,1,no,yes,no
Q19967595,1,yes,no,no
Q77580657,1,yes,no,no
Q37093368,1,no,yes,no
Q36854309,1,no,yes,no
Q16875595,1,no,yes,no
Q35921666,1,no,yes,no
Q27229242,1,no,yes,no
Q63241295,1,yes,no,no
Q99908912,1,no,yes,no
Q20749394,1,no,yes,no
Q21449205,1,no,yes,no
Q37291960,1,no,yes,no
Q133829471,1,no,yes,no
Q84055579,1,yes,no,no
Q104904382,1,yes,no,no
Q94550738,1,no,yes,no
Q60524050,1,yes,no,no
Q36922194,1,no,yes,no
Q97285002,1,yes,no,no
Q45368435,1,yes,no,no
Q6406074,1,yes,no,no
Q101224932,1,no,yes,no
Q60784199,1,no,yes,no
Q20024809,1,yes,no,no
Q65514996,1,no,yes,no
Q135216638,1,no,yes,no
Q37575334,1,no,yes,no
Q112190883,1,no,yes,no
Q37172793,1,no,yes,no
Q19914595,1,yes,no,no
Q21449709,1,no,yes,no
Q37115075,1,no,yes,no
Q63430958,1,no,yes,no
Q13509929,1,no,yes,no
Q93167164,1,no,yes,no
Q111632865,1,no,yes,no
Q65083480,1,yes,no,no
Q37575893,1,no,yes,no
Q28912888,1,yes,no,no
Q68196217,1,no,yes,no
Q8082783,1,yes,no,no
Q37165937,1,no,yes,no
Q124438002,1,no,yes,no
Q111072882,1,yes,no,no
Q21476578,1,no,yes,no
Q36870099,1,no,yes,no
Q66088508,1,no,yes,no
Q131625630,1,yes,no,no
Q97931938,1,yes,no,no
Q1546454,1,no,yes,no
Q21500800,1,no,yes,no
Q37142315,1,no,yes,no
Q58040482,1,no,yes,no
Q20995968,1,no,yes,no
Q65076062,1,no,yes,no
Q66737971,1,no,yes,no
Q37271478,1,no,yes,no
Q106139655,1,no,yes,no
Q59138240,1,no,yes,no
Q108876924,1,no,yes,no
Q56540466,1,no,yes,no
Q37061150,1,no,yes,no
Q55087592,1,no,yes,no
Q36878186,1,no,yes,no
Q37556851,1,no,yes,no
Q111889666,1,no,yes,no
Q60619485,1,yes,no,no
Q28134935,1,no,yes,no
Q37448519,1,no,yes,no
Q58212549,1,no,yes,no
Q37044460,1,no,yes,no
Q37127278,1,no,yes,no
Q101035177,1,no,yes,no
Q99906106,1,no,yes,no
Q42864895,1,no,yes,no
Q12785777,1,no,yes,no
Q99912036,1,no,yes,no
Q4439734,1,yes,no,no
Q43382374,1,yes,no,no
Q64214565,1,no,yes,no
Q101035690,1,no,yes,no
Q99910753,1,no,yes,no
Q55087875,1,no,yes,no
Q42869222,1,yes,no,no
Q102080090,1,yes,no,no
Q21488047,1,no,yes,no
Q81712773,1,no,yes,no
Q134233374,1,no,yes,no
Q37451147,1,no,yes,no
Q99662271,1,no,yes,no
Q37312858,1,no,yes,no
Q100520520,1,no,yes,no
Q37300779,1,no,yes,no
Q37567823,1,no,yes,no
Q100521590,1,no,yes,no
Q21513340,1,no,yes,no
Q37537091,1,no,yes,no
Q71301064,1,no,yes,no
Q37558709,1,no,yes,no
Q37217238,1,no,yes,no
Q108719256,1,no,yes,no
Q36971799,1,no,yes,no
Q110290700,1,no,yes,no
Q36981459,1,no,yes,no
Q3608944,1,yes,no,no
Q3608954,1,yes,no,no
Q109932840,1,no,yes,no
Q37117737,1,no,yes,no
Q55087577,1,no,yes,no
Q101013103,1,no,yes,no
Q37107756,1,no,yes,no
Q99980856,1,no,yes,no
Q99981034,1,no,yes,no
Q99981449,1,no,yes,no
Q37538648,1,no,yes,no
Q37451997,1,no,yes,no
Q99981780,1,no,yes,no
Q99981824,1,no,yes,no
Q99981893,1,no,yes,no
Q99887790,1,no,yes,no
Q37246433,1,no,yes,no
Q99906583,1,no,yes,no
Q99884517,1,no,yes,no
Q99907423,1,no,yes,no
Q37456093,1,no,yes,no
Q99884532,1,no,yes,no
Q99908079,1,no,yes,no
Q99908542,1,no,yes,no
Q101039530,1,no,yes,no
Q85206352,1,no,yes,no
Q139269743,1,no,yes,no
Q37503740,1,no,yes,no
Q100274835,1,no,yes,no
Q37478790,1,no,yes,no
Q55087874,1,no,yes,no
Q16599663,1,no,yes,no
Q65076939,1,no,yes,no
Q36871102,1,no,yes,no
Q100275474,1,no,yes,no
Q18390772,1,no,yes,no
Q60243948,1,no,yes,no
Q104373716,1,yes,no,no
Q37102615,1,no,yes,no
Q69483978,1,yes,no,no
Q37445567,1,no,yes,no
Q99888934,1,no,yes,no
Q37059533,1,no,yes,no
Q12789812,1,no,yes,no
Q55088125,1,no,yes,no
Q25126031,1,no,yes,no
Q66737981,1,no,yes,no
Q37179175,1,no,yes,no
Q101041976,1,no,yes,no
Q100145518,1,no,yes,no
Q37479575,1,no,yes,no
Q6667367,1,no,yes,no
Q37307800,1,no,yes,no
Q6015836,1,no,yes,no
Q37566115,1,no,yes,no
Q37136400,1,no,yes,no
Q107341716,1,no,yes,no
Q99910868,1,no,yes,no
Q37509322,1,no,yes,no
Q12785803,1,no,yes,no
Q100273839,1,no,yes,no
Q37515163,1,no,yes,no
Q77080553,1,yes,no,no
Q62015415,1,yes,no,no
Q113956956,1,no,yes,no
Q100274318,1,no,yes,no
Q96477883,1,no,yes,no
Q25114905,1,no,yes,no
Q37299409,1,no,yes,no
Q101041128,1,no,yes,no
Q37528279,1,no,yes,no
Q37435070,1,no,yes,no
Q59919912,1,no,yes,no
Q100525998,1,no,yes,no
Q140700276,1,no,yes,no
Q821902,1,no,yes,no
Q68008184,1,yes,no,no
Q99659430,1,no,yes,no
Q21492260,1,no,yes,no
Q36869078,1,no,yes,no
Q111507838,1,yes,no,no
Q55087595,1,no,yes,no
Q21493381,1,no,yes,no
Q41587422,1,no,yes,no
Q36991012,1,no,yes,no
Q116202169,1,no,yes,no
Q99944453,1,no,yes,no
Q36939352,1,no,yes,no
Q37565904,1,no,yes,no
Q36874315,1,no,yes,no
Q37516345,1,no,yes,no
Q95117495,1,no,yes,no
Q60684574,1,no,yes,no
Q37226348,1,no,yes,no
Q37471432,1,no,yes,no
Q37561295,1,no,yes,no
Q57585959,1,no,yes,no
Q37200761,1,no,yes,no
Q99736532,1,no,yes,no
Q99911466,1,no,yes,no
Q36972247,1,no,yes,no
Q85203991,1,no,yes,no
Q37518768,1,no,yes,no
Q100275041,1,no,yes,no
Q59772563,1,yes,no,no
Q2933437,1,no,yes,no
Q107108648,1,no,yes,no
Q65109325,1,no,yes,no
Q4953133,1,no,yes,no
Q28404140,1,no,yes,no
Q109296964,1,yes,no,no
Q36957369,1,no,yes,no
Q132976282,1,no,yes,no
Q117313814,1,no,yes,no
Q36967944,1,no,yes,no
Q55063659,1,no,yes,no
Q37532620,1,no,yes,no
Q36872084,1,no,yes,no
Q116839083,1,no,yes,no
Q37549038,1,no,yes,no
Q86094649,1,no,yes,no
Q101034938,1,no,yes,no
Q37175594,1,no,yes,no
Q4942590,1,no,yes,no
Q99642358,1,no,yes,no
Q57313777,1,no,yes,no
Q66685632,1,no,yes,no
Q81214555,1,no,yes,no
Q100145241,1,no,yes,no
Q99908671,1,no,yes,no
Q55087757,1,no,yes,no
Q109356077,1,no,yes,no
Q37313545,1,no,yes,no
Q85205298,1,no,yes,no
Q37090074,1,no,yes,no
Q59263060,1,no,yes,no
Q47541976,1,no,yes,no
Q21487443,1,no,yes,no
Q55088283,1,no,yes,no
Q37127335,1,no,yes,no
Q37521819,1,no,yes,no
Q105180967,1,no,yes,no
Q100255443,1,no,yes,no
Q63439194,1,no,yes,no
Q21492191,1,no,yes,no
Q81722003,1,no,yes,no
Q21496420,1,no,yes,no
Q111511826,1,no,yes,no
Q37301966,1,no,yes,no
Q65113841,1,no,yes,no
Q99911966,1,no,yes,no
Q54867803,1,no,yes,no
Q37318304,1,no,yes,no
Q27306897,1,no,yes,no
Q21510273,1,no,yes,no
Q30421567,1,no,yes,no
Q21492882,1,no,yes,no
Q37009921,1,no,yes,no
Q107525052,1,no,yes,no
Q27891282,1,yes,no,no
Q32856341,1,no,yes,no
Q55087786,1,no,yes,no
Q131759110,1,yes,no,no
Q37543933,1,no,yes,no
Q37528311,1,no,yes,no
Q117359320,1,no,yes,no
Q107725329,1,no,yes,no
Q101042251,1,no,yes,no
Q58456657,1,no,yes,no
Q112971174,1,no,yes,no
Q113506502,1,no,yes,no
Q15926485,1,no,yes,no
Q132539034,1,no,yes,no
Q21980655,1,no,yes,no
Q100255491,1,no,yes,no
Q37104980,1,no,yes,no
Q96476976,1,no,yes,no
Q39999971,1,no,yes,no
Q100273481,1,no,yes,no
Q110714957,1,no,yes,no
Q16274941,1,yes,no,no
Q57245419,1,no,yes,no
Q56537937,1,no,yes,no
Q100273832,1,no,yes,no
Q56538127,1,no,yes,no
Q100274057,1,no,yes,no
Q37496539,1,no,yes,no
Q36974669,1,no,yes,no
Q21496417,1,no,yes,no
Q25246972,1,no,yes,no
Q1785756,1,no,yes,no
Q37531134,1,no,yes,no
Q99981156,1,no,yes,no
Q101040099,1,no,yes,no
Q37088306,1,no,yes,no
Q99981614,1,no,yes,no
Q99981634,1,no,yes,no
Q37062617,1,no,yes,no
Q21498149,1,no,yes,no
Q99981944,1,no,yes,no
Q13371530,1,no,yes,no
Q55087593,1,no,yes,no
Q55087653,1,no,yes,no
Q37564042,1,no,yes,no
Q101040037,1,no,yes,no
Q108487203,1,yes,no,no
Q107561429,1,no,yes,no
Q16879989,1,no,yes,no
Q37555904,1,no,yes,no
Q47531422,1,yes,no,no
Q75219476,1,yes,no,no
Q56537475,1,no,yes,no
Q3632501,1,yes,no,no
Q37513376,1,no,yes,no
Q18609982,1,no,yes,no
Q115005001,1,no,yes,no
Q104546028,1,yes,no,no
Q99888034,1,no,yes,no
Q266225,1,yes,no,no
Q135208561,1,no,yes,no
Q125210477,1,no,yes,no
Q790544,1,yes,no,no
Q37538416,1,no,yes,no
Q27230420,1,no,yes,no
Q37555637,1,no,yes,no
Q28317836,1,no,yes,no
Q6669562,1,no,yes,no
Q30699770,1,no,yes,no
Q58842382,1,no,yes,no
Q100320458,1,yes,no,no
Q63344685,1,no,yes,no
Q99911745,1,no,yes,no
Q101035616,1,no,yes,no
Q25333068,1,no,yes,no
Q21496446,1,no,yes,no
Q56824724,1,no,yes,no
Q17993450,1,no,yes,no
Q101034962,1,no,yes,no
Q63452612,1,no,yes,no
Q28123003,1,no,yes,no
Q37540114,1,no,yes,no
Q21449178,1,no,yes,no
Q111594066,1,no,yes,no
Q27038272,1,no,yes,no
Q21491373,1,no,yes,no
Q4866213,1,no,yes,no
Q3640116,1,yes,no,no
Q21449914,1,no,yes,no
Q15824721,1,yes,no,no
Q105128493,1,no,yes,no
Q28751083,1,yes,no,no
Q7581579,1,no,yes,no
Q37080852,1,no,yes,no
Q111738077,1,no,yes,no
Q98543195,1,no,yes,no
Q37511078,1,no,yes,no
Q111364118,1,no,yes,no
Q85212939,1,no,yes,no
Q55087649,1,no,yes,no
Q111512240,1,no,yes,no
Q37513940,1,no,yes,no
Q37189522,1,no,yes,no
Q99736531,1,no,yes,no
Q37572291,1,no,yes,no
Q37268385,1,no,yes,no
Q21510262,1,no,yes,no
Q19798830,1,yes,no,no
Q112607517,1,no,yes,no
Q25442433,1,no,yes,no
Q132891467,1,no,yes,no
Q37514555,1,no,yes,no
Q116820001,1,no,yes,no
Q135621567,1,no,yes,no
Q37472272,1,no,yes,no
Q51077172,1,no,yes,no
Q99980774,1,no,yes,no
Q65097206,1,no,yes,no
Q101034950,1,no,yes,no
Q99216936,1,no,yes,no
Q135974666,1,yes,no,no
Q41654868,1,no,yes,no
Q130553409,1,no,yes,no
Q99906638,1,no,yes,no
Q99906923,1,no,yes,no
Q21507441,1,no,yes,no
Q21492279,1,no,yes,no
Q37504292,1,no,yes,no
Q36903337,1,no,yes,no
Q37523264,1,no,yes,no
Q66789091,1,no,yes,no
Q111633820,1,no,yes,no
Q28870520,1,no,yes,no
Q36628567,1,no,yes,no
Q56539262,1,no,yes,no
Q21064896,1,no,yes,no
Q21493537,1,no,yes,no
Q49442886,1,no,yes,no
Q33016198,1,no,yes,no
Q140309599,1,no,yes,no
Q122837140,1,no,yes,no
Q60589153,1,yes,no,no
Q5510537,1,no,yes,no
Q21510306,1,no,yes,no
Q20997709,1,no,yes,no
Q55087608,1,no,yes,no
Q55087895,1,no,yes,no
Q101012744,1,no,yes,no
Q101035031,1,no,yes,no
Q65112143,1,no,yes,no
Q99662262,1,no,yes,no
Q37099732,1,no,yes,no
Q101036577,1,no,yes,no
Q111780187,1,no,yes,no
Q74357221,1,no,yes,no
Q56538068,1,no,yes,no
Q101014396,1,no,yes,no
Q101015014,1,no,yes,no
Q37034110,1,no,yes,no
Q99907026,1,no,yes,no
Q55087734,1,no,yes,no
Q64171636,1,no,yes,no
Q64171811,1,no,yes,no
Q37443251,1,no,yes,no
Q101039104,1,no,yes,no
Q37121068,1,no,yes,no
Q101039147,1,no,yes,no
Q65091027,1,no,yes,no
Q59531145,1,no,yes,no
Q61330194,1,no,yes,no
Q99981479,1,no,yes,no
Q109363219,1,no,yes,no
Q99980968,1,no,yes,no
Q99910157,1,no,yes,no
Q56539860,1,no,yes,no
Q100604652,1,no,yes,no
Q99910393,1,no,yes,no
Q63064860,1,no,yes,no
Q42592193,1,no,yes,no
Q101020030,1,no,yes,no
Q61777763,1,no,yes,no
Q99764278,1,no,yes,no
Q106982643,1,no,yes,no
Q99764357,1,no,yes,no
Q99764382,1,no,yes,no
Q55087981,1,no,yes,no
Q37544294,1,no,yes,no
Q37317177,1,no,yes,no
Q37510627,1,no,yes,no
Q55087858,1,no,yes,no
Q85208101,1,no,yes,no
Q37072512,1,no,yes,no
Q37480699,1,no,yes,no
Q37072431,1,no,yes,no
Q42864935,1,no,yes,no
Q11898291,1,yes,no,no
Q88542596,1,yes,no,no
Q37309852,1,no,yes,no
Q70451533,1,yes,no,no
Q37255524,1,no,yes,no
Q18760971,1,yes,no,no
Q79354612,1,no,yes,no
Q122836491,1,no,yes,no
Q112967126,1,yes,no,no
Q122517366,1,no,yes,no
Q106855577,1,no,yes,no
Q37231820,1,no,yes,no
Q22960470,1,yes,no,no
Q16865631,1,no,yes,no
Q47530916,1,yes,no,no
Q101042302,1,no,yes,no
Q60169349,1,no,yes,no
Q36985646,1,no,yes,no
Q130364750,1,yes,no,no
Q37446506,1,no,yes,no
Q37487005,1,no,yes,no
Q37320477,1,no,yes,no
Q101038071,1,no,yes,no
Q37034438,1,no,yes,no
Q61971187,1,no,yes,no
Q99764017,1,no,yes,no
Q99736561,1,no,yes,no
Q99736571,1,no,yes,no
Q37521762,1,no,yes,no
Q37510277,1,no,yes,no
Q101016898,1,no,yes,no
Q21813517,1,yes,no,no
Q101023618,1,no,yes,no
Q43381980,1,yes,no,no
Q122837862,1,no,yes,no
Q87768670,1,yes,no,no
Q60675396,1,no,yes,no
Q99736551,1,no,yes,no
Q37458466,1,no,yes,no
Q117196543,1,yes,no,no
Q20997361,1,no,yes,no
Q37225385,1,no,yes,no
Q111301743,1,no,yes,no
Q65105999,1,no,yes,no
Q94174107,1,no,yes,no
Q12793832,1,no,yes,no
Q110305274,1,no,yes,no
Q88542361,1,yes,no,no
Q43382200,1,yes,no,no
Q98972290,1,no,yes,no
Q26231121,1,no,yes,no
Q88388618,1,no,yes,no
Q107170647,1,no,yes,no
Q117826902,1,no,yes,no
Q55425827,1,yes,no,no
Q37522440,1,no,yes,no
Q109690432,1,no,yes,no
Q96478342,1,no,yes,no
Q85213151,1,no,yes,no
Q21492259,1,no,yes,no
Q99907155,1,no,yes,no
Q56056968,1,no,yes,no
Q107014479,1,no,yes,no
Q65083152,1,no,yes,no
Q63882109,1,no,yes,no
Q99912119,1,no,yes,no
Q98207479,1,no,yes,no
Q36923190,1,no,yes,no
Q21502311,1,no,yes,no
Q21012799,1,yes,no,no
Q122978284,1,yes,no,no
Q47454532,1,no,yes,no
Q37557892,1,no,yes,no
Q101036507,1,no,yes,no
Q98651281,1,yes,no,no
Q66627599,1,no,yes,no
Q37508393,1,no,yes,no
Q131444396,1,no,yes,no
Q37124657,1,no,yes,no
Q116058292,1,no,yes,no
Q37165741,1,no,yes,no
Q104546051,1,yes,no,no
Q106080205,1,no,yes,no
Q108040487,1,no,yes,no
Q21482630,1,no,yes,no
Q37522126,1,no,yes,no
Q21488622,1,no,yes,no
Q92499790,1,no,yes,no
Q37501108,1,no,yes,no
Q116687951,1,yes,no,no
Q37520193,1,no,yes,no
Q100145263,1,no,yes,no
Q37221684,1,no,yes,no
Q64706865,1,yes,no,no
Q36909881,1,no,yes,no
Q99911828,1,no,yes,no
Q106848442,1,no,yes,no
Q111072903,1,yes,no,no
Q106419331,1,yes,no,no
Q16466414,1,no,yes,no
Q37432117,1,no,yes,no
Q37487300,1,no,yes,no
Q25126014,1,no,yes,no
Q139268910,1,no,yes,no
Q104545447,1,yes,no,no
Q99906798,1,no,yes,no
Q37467717,1,no,yes,no
Q37219399,1,no,yes,no
Q53850480,1,yes,no,no
Q139269599,1,yes,no,no
Q99906122,1,no,yes,no
Q85412994,1,yes,no,no
Q99889006,1,no,yes,no
Q62963642,1,no,yes,no
Q98858228,1,no,yes,no
Q11875389,1,no,yes,no
Q99944142,1,no,yes,no
Q16870809,1,no,yes,no
Q99911258,1,no,yes,no
Q99944987,1,no,yes,no
Q101034238,1,no,yes,no
Q43382009,1,yes,no,no
Q99907084,1,no,yes,no
Q106030682,1,no,yes,no
Q59531395,1,no,yes,no
Q99906072,1,no,yes,no
Q99909245,1,no,yes,no
Q99910533,1,no,yes,no
Q60146743,1,yes,no,no
Q60146731,1,no,yes,no
Q28024186,1,no,yes,no
Q99763674,1,no,yes,no
Q91189563,1,yes,no,no
Q21488938,1,no,yes,no
Q7871875,1,yes,no,no
Q127692130,1,yes,no,no
Q16870647,1,no,yes,no
Q111511829,1,no,yes,no
Q37472986,1,no,yes,no
Q3705926,1,yes,no,no
Q49811484,1,no,yes,no
Q16796518,1,no,yes,no
Q65819052,1,no,yes,no
Q99662243,1,no,yes,no
Q99981603,1,no,yes,no
Q55087966,1,no,yes,no
Q52161325,1,yes,no,no
Q99909058,1,no,yes,no
Q21507366,1,no,yes,no
Q48373984,1,no,yes,no
Q104605246,1,no,yes,no
Q130316602,1,no,yes,no
Q86599348,1,no,yes,no
Q112410089,1,no,yes,no
Q804910,1,no,yes,no
Q37569415,1,no,yes,no
Q59531449,1,no,yes,no
Q37055389,1,no,yes,no
Q37204782,1,no,yes,no
Q99946253,1,no,yes,no
Q37540468,1,no,yes,no
Q42865286,1,no,yes,no
Q99946844,1,no,yes,no
Q63997696,1,no,yes,no
Q101043604,1,no,yes,no
Q115923818,1,no,yes,no
Q100145101,1,no,yes,no
Q101042597,1,no,yes,no
Q86873188,1,yes,no,no
Q37167477,1,no,yes,no
Q37516097,1,yes,no,no
Q99911403,1,no,yes,no
Q28944351,1,no,yes,no
Q56538203,1,no,yes,no
Q98097756,1,no,yes,no
Q37561039,1,no,yes,no
Q37110566,1,no,yes,no
Q47454779,1,no,yes,no
Q111474022,1,no,yes,no
Q3719169,1,yes,no,no
Q131465931,1,no,yes,no
Q37527599,1,no,yes,no
Q42864939,1,no,yes,no
Q4784693,1,no,yes,no
Q133386549,1,no,yes,no
Q99906898,1,no,yes,no
Q37504195,1,no,yes,no
Q55087686,1,no,yes,no
Q99889020,1,no,yes,no
Q99889045,1,no,yes,no
Q99889108,1,no,yes,no
Q99763813,1,no,yes,no
Q27921998,1,no,yes,no
Q37526479,1,no,yes,no
Q36974069,1,no,yes,no
Q56537916,1,no,yes,no
Q59531717,1,no,yes,no
Q55087989,1,no,yes,no
Q123864179,1,no,yes,no
Q37202165,1,no,yes,no
Q65076991,1,no,yes,no
Q139413015,1,no,yes,no
Q123702982,1,yes,no,no
Q99884549,1,no,yes,no
Q120640534,1,no,yes,no
Q63395914,1,no,yes,no
Q37095038,1,no,yes,no
Q107179800,1,yes,no,no
Q123501725,1,yes,no,no
Q15616222,1,no,yes,no
Q37514542,1,no,yes,no
Q112670367,1,no,yes,no
Q99944526,1,no,yes,no
Q99912116,1,no,yes,no
Q37007025,1,no,yes,no
Q63408488,1,no,yes,no
Q36994840,1,no,yes,no
Q125273569,1,no,yes,no
Q99981229,1,no,yes,no
Q99981555,1,no,yes,no
Q18635489,1,no,yes,no
Q99981695,1,no,yes,no
Q99672172,1,no,yes,no
Q20011795,1,no,yes,no
Q36918570,1,no,yes,no
Q30359334,1,no,yes,no
Q37508595,1,no,yes,no
Q99887820,1,no,yes,no
Q21491874,1,no,yes,no
Q37499017,1,no,yes,no
Q99887936,1,no,yes,no
Q99908607,1,no,yes,no
Q98099842,1,no,yes,no
Q99910245,1,no,yes,no
Q99910274,1,no,yes,no
Q99763839,1,no,yes,no
Q99888160,1,no,yes,no
Q99763399,1,no,yes,no
Q99911314,1,no,yes,no
Q64020425,1,no,yes,no
Q99888281,1,no,yes,no
Q47090314,1,no,yes,no
Q99672475,1,no,yes,no
Q43381340,1,yes,no,no
Q33093210,1,no,yes,no
Q99909175,1,no,yes,no
Q99909574,1,no,yes,no
Q28800589,1,yes,no,no
Q37520575,1,no,yes,no
Q101887547,1,no,yes,no
Q37463315,1,no,yes,no
Q16746968,1,yes,no,no
Q96240041,1,no,yes,no
Q37547525,1,no,yes,no
Q6749036,1,no,yes,no
Q37116895,1,no,yes,no
Q16554281,1,yes,no,no
Q37536453,1,no,yes,no
Q37521973,1,no,yes,no
Q37002437,1,no,yes,no
Q99662267,1,no,yes,no
Q101040635,1,no,yes,no
Q99907815,1,no,yes,no
Q99888990,1,no,yes,no
Q55087723,1,no,yes,no
Q37136582,1,no,yes,no
Q37450398,1,no,yes,no
Q37470930,1,no,yes,no
Q62123117,1,no,yes,no
Q99889171,1,no,yes,no
Q99889205,1,no,yes,no
Q81097911,1,no,yes,no
Q37437869,1,no,yes,no
Q99911044,1,no,yes,no
Q111513004,1,no,yes,no
Q36974399,1,no,yes,no
Q16890008,1,no,yes,no
Q61468922,1,no,yes,no
Q99910232,1,no,yes,no
Q55087867,1,no,yes,no
Q37199812,1,no,yes,no
Q98216114,1,no,yes,no
Q33512391,1,no,yes,no
Q101013149,1,no,yes,no
Q42864917,1,no,yes,no
Q36956779,1,no,yes,no
Q21451978,1,no,yes,no
Q90135130,1,no,yes,no
Q37559610,1,no,yes,no
Q56538582,1,no,yes,no
Q99945828,1,no,yes,no
Q106927089,1,no,yes,no
Q77580252,1,no,yes,no
Q99947076,1,no,yes,no
Q99705764,1,yes,no,no
Q20024781,1,yes,no,no
Q37499797,1,no,yes,no
Q111685480,1,no,yes,no
Q112695340,1,no,yes,no
Q137485584,1,no,yes,no
Q994364,1,yes,no,no
Q21452312,1,no,yes,no
Q108541486,1,no,yes,no
Q133296807,1,no,yes,no
Q108637339,1,no,yes,no
Q28151016,1,no,yes,no
Q84072837,1,no,yes,no
Q20872209,1,no,yes,no
Q74221917,1,no,yes,no
Q21493322,1,no,yes,no
Q98214138,1,no,yes,no
Q21492226,1,no,yes,no
Q37497058,1,no,yes,no
Q111655287,1,no,yes,no
Q111693992,1,no,yes,no
Q98770218,1,no,yes,no
Q37441467,1,no,yes,no
Q37517067,1,no,yes,no
Q61393504,1,no,yes,no
Q34775592,1,no,yes,no
Q37526178,1,no,yes,no
Q125378511,1,no,yes,no
Q20530656,1,no,yes,no
Q133819658,1,no,yes,no
Q37444676,1,no,yes,no
Q16423172,1,yes,no,no
Q44448653,1,no,yes,no
Q17125945,1,yes,no,no
Q137656394,1,no,yes,no
Q104408616,1,yes,no,no
Q37453113,1,no,yes,no
Q28148514,1,no,yes,no
Q99944685,1,no,yes,no
Q36998905,1,no,yes,no
Q21507369,1,no,yes,no
Q18215334,1,yes,no,no
Q56537445,1,no,yes,no
Q108575707,1,yes,no,no
Q37071419,1,no,yes,no
Q99764164,1,no,yes,no
Q111662703,1,no,yes,no
Q37535068,1,no,yes,no
Q99908715,1,no,yes,no
Q58822274,1,no,yes,no
Q37167470,1,no,yes,no
Q99763835,1,no,yes,no
Q37469669,1,no,yes,no
Q37505089,1,no,yes,no
Q36868242,1,no,yes,no
Q99911731,1,no,yes,no
Q96479273,1,no,yes,no
Q48781218,1,no,yes,no
Q133249744,1,no,yes,no
Q99906397,1,no,yes,no
Q65089769,1,no,yes,no
Q99944508,1,no,yes,no
Q99945417,1,no,yes,no
Q99945576,1,no,yes,no
Q36898881,1,no,yes,no
Q56539748,1,no,yes,no
Q30129022,1,no,yes,no
Q99764098,1,no,yes,no
Q105675119,1,no,yes,no
Q43376522,1,no,yes,no
Q111662800,1,yes,no,no
Q28733033,1,no,yes,no
Q111670860,1,yes,no,no
Q111670862,1,no,yes,no
Q47035600,1,yes,no,no
Q8082687,1,no,yes,no
Q37498477,1,no,yes,no
Q37546492,1,no,yes,no
Q99884569,1,no,yes,no
Q100274866,1,no,yes,no
Q6902453,1,no,yes,no
Q99764065,1,no,yes,no
Q133268214,1,yes,no,no
Q37518482,1,no,yes,no
Q56244296,1,no,yes,no
Q101776866,1,no,yes,no
Q64985914,1,no,yes,no
Q99910080,1,no,yes,no
Q30735510,1,no,yes,no
Q27949390,1,no,yes,no
Q99944783,1,no,yes,no
Q37543673,1,no,yes,no
Q99945477,1,no,yes,no
Q55087794,1,no,yes,no
Q77038938,1,no,yes,no
Q45423181,1,no,yes,no
Q112863327,1,no,yes,no
Q99981999,1,no,yes,no
Q65101125,1,no,yes,no
Q50376024,1,no,yes,no
Q37180353,1,no,yes,no
Q28332255,1,no,yes,no
Q111703255,1,no,yes,no
Q47486627,1,no,yes,no
Q56380369,1,no,yes,no
Q104545436,1,yes,no,no
Q110541224,1,no,yes,no
Q26738362,1,no,yes,no
Q99909804,1,no,yes,no
Q99642329,1,no,yes,no
Q99910840,1,no,yes,no
Q20148490,1,no,yes,no
Q37521019,1,no,yes,no
Q99889184,1,no,yes,no
Q37074068,1,no,yes,no
Q28130001,1,no,yes,no
Q54913800,1,yes,no,no
Q30669234,1,no,yes,no
Q111851378,1,no,yes,no
Q36927429,1,no,yes,no
Q37089963,1,no,yes,no
Q55088020,1,no,yes,no
Q37437613,1,no,yes,no
Q140620215,1,no,yes,no
Q136661131,1,no,yes,no
Q132158886,1,no,yes,no
Q63734349,1,no,yes,no
Q55087739,1,no,yes,no
Q99908681,1,no,yes,no
Q37443135,1,no,yes,no
Q56245826,1,no,yes,no
Q134711350,1,no,yes,no
Q130703547,1,no,yes,no
Q47001690,1,no,yes,no
Q36874099,1,no,yes,no
Q12800828,1,no,yes,no
Q43078637,1,no,yes,no
Q65953577,1,no,yes,no
Q36948956,1,no,yes,no
Q112750571,1,no,yes,no
Q55087645,1,no,yes,no
Q55087657,1,no,yes,no
Q110558184,1,no,yes,no
Q21507578,1,no,yes,no
Q111507898,1,no,yes,no
Q37533867,1,no,yes,no
Q56546752,1,no,yes,no
Q37314535,1,no,yes,no
Q99668878,1,no,yes,no
Q110414006,1,no,yes,no
Q55087764,1,no,yes,no
Q37010738,1,no,yes,no
Q66737924,1,no,yes,no
Q99981358,1,no,yes,no
Q37521717,1,no,yes,no
Q99981413,1,no,yes,no
Q99981442,1,no,yes,no
