from	to	kind	when	permalink
Emma Leonhart 命玥	Berit Bakken Borsheim	in-law	August 19, 2026 at 1:48 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Berit-Borsheim?from=6000000087535357291&path_type=inlaw&to=6000000001969506851
Emma Leonhart 命玥	Herzog Albrecht II von Sachsen-Wittenberg, Herzog und Kurfürst zu Sachsen, Herzog zu Sachsen-Wittenberg	blood	August 19, 2026 at 1:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Herzog-Albrecht-II-von-Sachsen-Wittenberg-Herzog-und-Kurf%C3%BCrst-zu-Sachsen-Herzog-zu-Sachsen-Wittenberg?from=6000000087535357291&path_type=blood&to=6000000003645919625
Emma Leonhart 命玥	Duke Albrecht I. of Saxony-Wittenberg	blood	August 19, 2026 at 1:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Duke-Albrecht-of-Saxony-Wittenberg?from=6000000087535357291&path_type=blood&to=6000000001651629109
Emma Leonhart 命玥	Jutta von Sachsen, Queen Consort of Denmark	blood	August 19, 2026 at 1:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jutta-von-Sachsen-Queen-Consort-of-Denmark?from=6000000087535357291&path_type=blood&to=5441313740220126371
Emma Leonhart 命玥	Peder Sørensen Håland	in-law	August 19, 2026 at 1:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Peder-H%C3%A5land?from=6000000087535357291&path_type=inlaw&to=6000000082862457204
Emma Leonhart 命玥	Tora Gunnarsdatter Vølstad	blood	August 19, 2026 at 1:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tora-V%C3%B8lstad?from=6000000087535357291&path_type=blood&to=6000000003025853747
Emma Leonhart 命玥	Marta Torbjørnsdotter Gjesdal	blood	August 19, 2026 at 1:43 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Marta-Gjesdal?from=6000000087535357291&path_type=blood&to=6000000005607335640
Emma Leonhart 命玥	Inger Sørensdatter Lima	blood	August 19, 2026 at 1:43 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Inger-Lima?from=6000000087535357291&path_type=blood&to=6000000065991527068
Emma Leonhart 命玥	Bente Andersdatter Heiberg	blood	August 19, 2026 at 1:42 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bente-Heiberg?from=6000000087535357291&path_type=blood&to=6000000002920620224
Emma Leonhart 命玥	Jorina Toresdotter Ølberg	in-law	August 19, 2026 at 1:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jorina-%C3%98lberg?from=6000000087535357291&path_type=inlaw&to=6000000077297672317
Emma Leonhart 命玥	Martin Ingebretson Stangaland	in-law	August 19, 2026 at 1:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Martin-Stangaland?from=6000000087535357291&path_type=inlaw&to=6000000077297739021
Emma Leonhart 命玥	Samuel Pedersen Vatne	blood	August 19, 2026 at 1:33 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Samuel-Vatne?from=6000000087535357291&path_type=blood&to=6000000003253261775
Emma Leonhart 命玥	Samuel Samuelson Store Vatne	blood	August 19, 2026 at 1:33 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Samuel-Store-Vatne?from=6000000087535357291&path_type=blood&to=6000000002748554800
Emma Leonhart 命玥	Elisabeth Samuelsdatter Store Vatne	blood	August 19, 2026 at 1:32 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Elisabeth-Store-Vatne?from=6000000087535357291&path_type=blood&to=6000000003253601093
Emma Leonhart 命玥	Elisabeth Eivindsdatter Sør-Braut	blood	August 19, 2026 at 1:32 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Elisabeth-S%C3%B8r-Braut?from=6000000087535357291&path_type=blood&to=6000000005607282941
Emma Leonhart 命玥	Rasmus Viby Andersson Øystre Bore	blood	August 19, 2026 at 1:32 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Rasmus-Viby-%C3%98ystre-Bore?from=6000000087535357291&path_type=blood&to=6000000002866078652
Emma Leonhart 命玥	Gerdt Henrikson Miltzow	in-law	August 19, 2026 at 1:30 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gerdt-Miltzow?from=6000000087535357291&path_type=inlaw&to=6000000001827610153
Emma Leonhart 命玥	Gerdt Henrikson Miltzow	blood	August 19, 2026 at 1:30 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gerdt-Miltzow?from=6000000087535357291&path_type=blood&to=6000000001827610153
Emma Leonhart 命玥	Claus Henriksen Miltzow	blood	August 19, 2026 at 1:30 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Claus-Miltzow?from=6000000087535357291&path_type=blood&to=6000000008115020929
Emma Leonhart 命玥	Cristina de Noruega, infanta consorte de Castilla	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Cristina-de-Noruega-infanta-consorte-de-Castilla?from=6000000087535357291&path_type=blood&to=6000000012724604098
Emma Leonhart 命玥	Håkon IV, king of Norway	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+H%C3%A5kon-IV-king-of-Norway?from=6000000087535357291&path_type=blood&to=6000000000351087701
Emma Leonhart 命玥	Cecilía Håkonsdotter, of Norway	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Cecil%C3%ADa-H%C3%A5konsdotter-of-Norway?from=6000000087535357291&path_type=blood&to=6000000001198860794
Emma Leonhart 命玥	Sigrid Gregoriusdatter Stovreim	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Sigrid-Stovreim?from=6000000087535357291&path_type=blood&to=6000000001169171714
Emma Leonhart 命玥	Ridder Håkon Gautesson Reve	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ridder-H%C3%A5kon-Reve?from=6000000087535357291&path_type=blood&to=6000000002893322314
Emma Leonhart 命玥	Margrethe Håkonsdotter Reve	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Margrethe-Reve?from=6000000087535357291&path_type=blood&to=6000000002893330286
Emma Leonhart 命玥	Torgeir Torsteinson Aske	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Torgeir-Aske?from=6000000087535357291&path_type=blood&to=6000000002893299341
Emma Leonhart 命玥	Finn Torgeirssen	blood	August 19, 2026 at 1:28 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Finn-Torgeirssen?from=6000000087535357291&path_type=blood&to=6000000014224378935
Emma Leonhart 命玥	Viking Finnson Aga	blood	August 19, 2026 at 1:27 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Viking-Aga?from=6000000087535357291&path_type=blood&to=6000000002893299372
Emma Leonhart 命玥	Gyrild Torgilsdatter Galtung	blood	August 19, 2026 at 1:26 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gyrild-Galtung?from=6000000087535357291&path_type=blood&to=6000000002330980548
Emma Leonhart 命玥	Katarina Galte	blood	August 19, 2026 at 1:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Katarina-Torsnes?from=6000000087535357291&path_type=blood&to=6000000005856163014
Emma Leonhart 命玥	Malli Larsdatter	blood	August 19, 2026 at 1:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Malli-Larsdatter?from=6000000087535357291&path_type=blood&to=6000000005607268671
Emma Leonhart 命玥	Lars Jonsen Landsnes	blood	August 19, 2026 at 1:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lars-Landsnes?from=6000000087535357291&path_type=blood&to=6000000005607123730
Emma Leonhart 命玥	Douce I de Gévaudan, comtesse de Provence	blood	August 19, 2026 at 1:25 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Douce-I-de-G%C3%A9vaudan-comtesse-de-Provence?from=6000000087535357291&path_type=blood&to=6000000000012602183
Emma Leonhart 命玥	Erik IV Plovpenning, Konge af Danmark	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Erik-IV-Plovpenning-Konge-af-Danmark?from=6000000087535357291&path_type=blood&to=6000000001651460598
Emma Leonhart 命玥	Agnes Haakonsdatter	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Agnes-Haakonsdatter?from=6000000087535357291&path_type=blood&to=6000000018752060667
Emma Leonhart 命玥	Baron Jon Hafthorsson av Sørum	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Baron-Jon-av-S%C3%B8rum?from=6000000087535357291&path_type=blood&to=6000000003869622559
Emma Leonhart 命玥	Haakon Jonsson Rose, til Sudrheim	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Haakon-Rose-til-Sudrheim?from=6000000087535357291&path_type=blood&to=6000000007549309545
Emma Leonhart 命玥	Snefrid Håkonsdotter	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Snefrid-H%C3%A5konsdatter?from=6000000087535357291&path_type=blood&to=6000000010222435520
Emma Leonhart 命玥	Rögnvaldur Keniksson	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+R%C3%B6gnvaldur-Keniksson?from=6000000087535357291&path_type=blood&to=6000000003783022260
Emma Leonhart 命玥	Nikulás Rögnvaldsson	blood	August 19, 2026 at 1:23 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Nikul%C3%A1s-R%C3%B6gnvaldsson?from=6000000087535357291&path_type=blood&to=6000000006183866418
Emma Leonhart 命玥	Johannes Olsen Rød	blood	August 19, 2026 at 1:22 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Johannes-R%C3%B8d?from=6000000087535357291&path_type=blood&to=6000000024431753429
Emma Leonhart 命玥	Johannes Johannesson Stamnes	blood	August 19, 2026 at 1:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Johannes-Stamnes?from=6000000087535357291&path_type=blood&to=6000000024431778428
Emma Leonhart 命玥	Aagota Johannesdatter Straume	blood	August 19, 2026 at 1:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Aagota-Straume?from=6000000087535357291&path_type=blood&to=6000000007114444629
Emma Leonhart 命玥	Gulleik Jakobsson Øye	blood	August 19, 2026 at 1:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gulleik-%C3%98ye?from=6000000087535357291&path_type=blood&to=6000000007058802262
Emma Leonhart 命玥	Johannes Gulleikson Tyssen	blood	August 19, 2026 at 1:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Johannes-Tyssen?from=6000000087535357291&path_type=blood&to=6000000007304150583
Emma Leonhart 命玥	Gunnhild Johannesdatter Fadnes	blood	August 19, 2026 at 1:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gunnhild-Fadnes?from=6000000087535357291&path_type=blood&to=6000000000866353020
Emma Leonhart 命玥	Synneva Hendricksdatter Bergstad	blood	August 19, 2026 at 1:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Synneva-Bergstad?from=6000000087535357291&path_type=blood&to=6000000100733843835
Emma Leonhart 命玥	Gunhild Knutsdotter Bjorgo	blood	August 19, 2026 at 1:21 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Gunhild-Bjorgo?from=6000000087535357291&path_type=blood&to=6000000026534693043
Emma Leonhart 命玥	Märta Ulfsdotter (Ulvåsa)	in-law	yesterday at 12:42 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+M%C3%A4rta-Ulfsdotter-Ulv%C3%A5sa?from=6000000087535357291&path_type=inlaw&to=6000000002572783163
Emma Leonhart 命玥	Anne Ludvigsdatter Barsebek	blood	August 19, 2026 at 1:10 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anne-Barsebek?from=6000000087535357291&path_type=blood&to=6000000004647605698
Emma Leonhart 命玥	Lauritz Hanssøn Foss	blood	August 19, 2026 at 1:10 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lauritz-Hanss%C3%B8n-Foss?from=6000000087535357291&path_type=blood&to=6000000007588187344
Emma Leonhart 命玥	Lave Lauritsson Foss	blood	August 19, 2026 at 1:10 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Lave-Lauritsson-Foss?from=6000000087535357291&path_type=blood&to=6000000007588187341
Emma Leonhart 命玥	Kirsten Lagesdatter Guntersberg	blood	August 19, 2026 at 1:08 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kirsten-Guntersberg?from=6000000087535357291&path_type=blood&to=6000000001770214443
Emma Leonhart 命玥	Axel Güntersberg	blood	August 19, 2026 at 1:08 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Axel-Heinrichssen?from=6000000087535357291&path_type=blood&to=6000000001827582117
Emma Leonhart 命玥	Marta Maria Larsdatter Lea	in-law	August 19, 2026 at 1:08 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Marta-Maria-Lea?from=6000000087535357291&path_type=inlaw&to=6000000005606851579
Emma Leonhart 命玥	Ingeborg Sveinsdatter Årstad	blood	August 19, 2026 at 1:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ingeborg-%C3%85rstad?from=6000000087535357291&path_type=blood&to=6000000014265035290
Emma Leonhart 命玥	Orm Bergulfsen Årstad	blood	August 19, 2026 at 1:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Orm-%C3%85rstad?from=6000000087535357291&path_type=blood&to=6000000000136688085
Emma Leonhart 命玥	Ingeleiv Ormsdatter Årstad	blood	August 19, 2026 at 1:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ingeleiv-%C3%85rstad?from=6000000087535357291&path_type=blood&to=6000000000136616524
Emma Leonhart 命玥	Helga Tollaksdatter Fotland	blood	August 19, 2026 at 1:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Helga-Fotland?from=6000000087535357291&path_type=blood&to=6000000007559278400
Emma Leonhart 命玥	Anna Olsdatter Fotland	blood	August 19, 2026 at 1:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anna-Fotland?from=6000000087535357291&path_type=blood&to=6000000005608934604
Emma Leonhart 命玥	Torkel Mortenson Ivesdal	blood	August 19, 2026 at 1:05 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Torkel-Ivesdal?from=6000000087535357291&path_type=blood&to=6000000004671044584
Emma Leonhart 命玥	Marit Torkelsdatter Malmeim	blood	August 19, 2026 at 1:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Marit-Malmeim?from=6000000087535357291&path_type=blood&to=6000000005607439733
Emma Leonhart 命玥	Todne Tolleivsdatter Malmeim d.e	blood	August 19, 2026 at 1:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Todne-Tolleivsdatter-Malmeim-d-e?from=6000000087535357291&path_type=blood&to=6000000012455272755
Emma Leonhart 命玥	Tormod Gunnarson Haukali, I	blood	August 19, 2026 at 1:04 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Tormod-Haukali-I?from=6000000087535357291&path_type=blood&to=6000000007581296353
Emma Leonhart 命玥	Todni Tormodsdatter Oaland	blood	August 19, 2026 at 1:03 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Todni-Oaland?from=6000000087535357291&path_type=blood&to=6000000003095003918
Emma Leonhart 命玥	Jarl Birger Magnusson (Folkungaätten)	blood	August 19, 2026 at 12:50 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Birger-Jarl?from=6000000087535357291&path_type=blood&to=6000000010160609967
Emma Leonhart 命玥	Kristina Magnusdotter	blood	August 19, 2026 at 12:50 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kristina-Magnusdotter?from=6000000087535357291&path_type=blood&to=6000000000139648597
Emma Leonhart 命玥	Hafrid Sigtryggsdotter Boberg	blood	August 19, 2026 at 12:50 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Hafrid-Boberg?from=6000000087535357291&path_type=blood&to=6000000003559734445
Emma Leonhart 命玥	Bengt Hafridsson Lejon	blood	August 19, 2026 at 12:50 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bengt-Lejon?from=6000000087535357291&path_type=blood&to=6000000005795638104
Emma Leonhart 命玥	Bryniolf Bengtsson, (Hafridssons ätt)	blood	August 19, 2026 at 12:50 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Bryniolf-Bengtsson-Hafridssons-%C3%A4tt?from=6000000087535357291&path_type=blood&to=6000000011239545575
Emma Leonhart 命玥	Jon Olofsson Haard	blood	August 19, 2026 at 12:46 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Jon-Olofsson-Haard?from=6000000087535357291&path_type=blood&to=6000000002342416311
Emma Leonhart 命玥	Anna Haard	blood	August 19, 2026 at 12:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anna-Haard?from=6000000087535357291&path_type=blood&to=6000000000758079676
Emma Leonhart 命玥	Kristine Trondsdatter Benkestok	blood	August 19, 2026 at 12:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kristine-Benkestok?from=6000000087535357291&path_type=blood&to=4976573922110117540
Emma Leonhart 命玥	Inger Axelsdatter Güntersberg	blood	August 19, 2026 at 12:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Inger-G%C3%BCntersberg?from=6000000087535357291&path_type=blood&to=6000000000757999620
Emma Leonhart 命玥	Kirsten Jakobsdatter Bolstad	blood	August 19, 2026 at 12:45 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Kirsten-Bolstad?from=6000000087535357291&path_type=blood&to=6000000007635631030
Emma Leonhart 命玥	Ernst Pederson Haaland	in-law	August 19, 2026 at 12:43 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Ernst-Haaland?from=6000000087535357291&path_type=inlaw&to=6000000105712682826
Emma Leonhart 命玥	Olina Pedersdatter Lea	in-law	August 19, 2026 at 12:43 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Olina-Lea?from=6000000087535357291&path_type=inlaw&to=6000000005606886780
Emma Leonhart 命玥	Mariet (Maria) Jakobsdotter	blood	August 19, 2026 at 12:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Mariet-Maria-Jakobsdotter?from=6000000087535357291&path_type=blood&to=6000000003355801643
Emma Leonhart 命玥	Anders Jacobsson	blood	August 19, 2026 at 12:37 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anders-Jacobsson?from=6000000087535357291&path_type=blood&to=6000000001138735296
Emma Leonhart 命玥	Anna Nilsdotter	blood	August 29, 2026 at 7:12 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anna-Nilsdotter?from=6000000087535357291&path_type=blood&to=6000000007020763500
Emma Leonhart 命玥	Daniel Andersson	blood	August 19, 2026 at 12:35 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Daniel-Andersson?from=6000000087535357291&path_type=blood&to=6000000018528235866
Emma Leonhart 命玥	Anders Danielsson Falk	blood	August 19, 2026 at 12:33 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anders-Danielsson-Falk?from=6000000087535357291&path_type=blood&to=375738756460004676
Emma Leonhart 命玥	Anna Danielsdotter	blood	August 19, 2026 at 12:33 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Anna-Danielsdotter?from=6000000087535357291&path_type=blood&to=6000000011078918407
Emma Leonhart 命玥	Per Persson Hagman	blood	August 19, 2026 at 12:33 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Per-Persson-Hagman?from=6000000087535357291&path_type=blood&to=6000000011078726908
Emma Leonhart 命玥	Maren Larsdatter Fuglestad	blood	August 19, 2026 at 12:07 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Maren-Fuglestad?from=6000000087535357291&path_type=blood&to=6000000007661859262
Emma Leonhart 命玥	Eli Helgesdatter Auestad	blood	August 19, 2026 at 12:06 PM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Eli-Auestad?from=6000000087535357291&path_type=blood&to=6000000003094971035
Emma Leonhart 命玥	Hugues I d'Arles, King of Italy, Regent of Lower Burgundy	in-law	August 19, 2026 at 11:57 AM	https://www.geni.com/path/Emma-Leonhart-%E5%91%BD%E7%8E%A5+is+related+to+Hugues-I-d-Arles-King-of-Italy-Regent-of-Lower-Burgundy?from=6000000087535357291&path_type=inlaw&to=6000000006277556378
