qid,geni_id,label,countries,occupation_count
Q7037201,6000000005607672582,Nils A. Røhne,Norway,2
Q7037270,6000000004648694386,Nils Fredrik Severin Thambs,Norway,1
Q703740,6000000057163932836,Knut Holmann,Norway,2
Q7037438,6000000053997283956,Nils Wichstrøm,Norway,3
Q7040917,6000000001524552684,Julius Samuel,Norway,1
Q704225,6000000088139535846,Jari Sillanpää,Finland,1
Q70444020,6000000005439244360,Olga Sjøgren,Norway,3
Q70447006,6000000105508110882,Armas Fredman,Finland,2
Q70447628,6000000182825518902,Ellen Sylvin,Finland,1
Q7045446,6000000077314359979,Annika Saarikko,Finland,1
Q704836,6000000014902240862,Jens Hundseid,Norway,3
Q705753,6000000065503315070,Per Anders Fogelström,Sweden,3
Q705823,6000000082846333903,Paavo Yrjölä,Finland,3
Q706197,6000000031416643693,Gunnar Wiklund,Sweden,4
Q706295,6000000080743169046,Jan Szczepanik,Grand Duchy of Finland,4
Q706881,6000000003500055340,Nils-Eric Fougstedt,Finland,4
Q707025,6000000027886837855,Eero Aarnio,Finland,3
Q707316,6000000004157131510,Julius Skutnabb,Finland,2
Q707554,6000000007863059344,Emanuel Ringelblum,Grand Duchy of Finland,5
Q707581,6000000003492201868,Ingemund Bengtsson,Sweden,1
Q7077385,6000000049213871154,Odd Grønmo,Norway,2
Q7077515,6000000006798333646,Oddmund Vik,Norway,3
Q7077517,6000000176494124645,Oddmund Myklebust,Norway,1
Q7077549,6000000006705926238,Oddvar Saga,Norway,1
Q707785,6000000027943363968,Birger Dahlerus,Sweden,4
Q7082852,6000000006421222021,Ola H. Metliaas,Norway,1
Q7082860,6000000024502922760,Ola Johan Gjengedal,Norway,1
Q7082866,6000000006328936949,Ola K. Giæver,Norway,3
Q7082905,6000000000637332757,Ola Viker,Norway,2
Q7082926,6000000040383191889,Olaf Aarvold,Norway,3
Q7082934,6000000008054308018,Olaf Bryn,Norway,2
Q7082937,6000000014588029721,Olaf Dahll,Norway,2
Q7082977,6000000015165484143,Olaf Lange,Norway,3
Q7082995,6000000037209342983,Olaf Solberg,Norway,1
Q7082998,6000000016187180297,Olaf Solumsmoen,Norway,3
Q7082999,6000000011994894457,Olaf Stang,Norway,2
Q7083008,6000000074824509178,Olaf Trampe Kindt,Norway,2
Q7083156,6000000039493313268,Olav Benum,Norway,2
Q7083161,6000000010298301760,Olav Bucher Johannessen,Norway,2
Q7083162,6000000011468549127,Olav Dale,Norway,5
Q7083190,6000000014938686534,Olav Kringen,Norway,2
Q7083232,6000000001668621170,Olav Tveten,Norway,1
Q7083244,6000000178891228829,Olavi Linnonmaa,Finland,1
Q7083251,6000000021439315935,Olavi Saarinen,Finland,1
Q7083252,6000000018011234025,Olavi Sihvonen,Finland,2
Q7085786,6000000049273520850,Ole Aanderud Larsen,Norway,2
Q7085796,6000000010358430847,Ole Andreas Krogness,Norway,3
Q7085801,6000000042108308761,Ole Arntzen Lützow,Norway,1
Q7085821,6000000032479838813,Ole Christian Bach,Norway,2
Q7085825,6000000057833819822,Ole Colbjørnsen,Norway,4
Q70858658,6000000052199513305,Gunnar Enlid,Norway,1
Q7085875,6000000049800941829,Ole Johs. Brunæs,Norway,3
Q7085879,6000000007276916105,Ole Klemet Sara,Norway,1
Q7085895,6000000019575082606,Ole Mikal Kobbe,Norway,3
Q7085910,6000000006374856511,Ole Nikolai Ingebrigtsen Strømme,Norway,1
Q7085937,6000000011403062079,Ole Singstad,Norway,2
Q7086918,6000000005227044173,Olina Storsand,Norway,1
Q7087481,6000000075894300404,Oliver Dahl-Goli,Norway,1
Q7088388,6000000044544960085,Olliver Smith,Norway,3
Q7088808,6000000012715560280,Oluf Falck-Ytter,Norway,5
Q7088825,6000000016333364868,Oluf Reed-Olsen,Norway,4
Q708911,6000000006899732352,Bernhard Crusell,Sweden,6
Q709064,6000000003131336327,Eero Mäntyranta,Finland,1
Q70928459,6000000172843313829,Martinus Aagaard,Norway,4
Q709844,6000000015460707831,Finn Gustavsen,Norway,3
Q709893,6000000084954622834,Toivo Loukola,Finland,3
Q710496,6000000004183977279,Arthur Långfors,Finland,3
Q7105956,6000000012693786619,Oscar Eriksson,Sweden,1
Q7106108,6000000015305403089,Oscar Ludvig Larsen,Norway,5
Q7106326,6000000017286920251,Oscar Wirkkala,Finland,1
Q7106954,6000000147642871835,Oskar Wetzell,Finland,3
Q7107241,6000000081108889908,Osmund Brønnum,Norway,3
Q7107889,6000000112576828841,Johan Ludvig Losting,Norway,4
Q7108031,6000000020721589704,Osvald Harjo,Norway,1
Q7108119,6000000038670436229,Oswald Falch,Norway,1
Q710863,6000000042190826577,Arthur Omre,Norway,4
Q7109108,6000000043417269328,Ottar Lie,Norway,2
Q7109561,6000000004221502452,Otto Dahl,Norway,1
Q7109642,6000000005491659017,Otto Huseklepp,Norway,1
Q710969,6000000007441691486,Oskar Loorits,Sweden,1
Q7109713,4740696,Otto Luihn,Norway,4
Q7113295,6000000179951073862,Ove Bang,Norway,1
Q7113301,6000000009568393533,Ove Gjerløw Meyer,Norway,2
Q711754,6000000015134603790,Gunnar Höckert,Finland,3
Q711785,6000000024514673053,Arve Henriksen,Norway,5
Q711999,6000000158857038823,Harri Larva,Finland,2
Q7121513,6000000011095502071,Paavo Rintala,Finland,4
Q712370,6000000041973313166,Robert Gustafsson,Sweden,5
Q712465,6000000002312024018,Erik Hesselberg,Norway,5
Q71272597,6000000026136625702,Wilhelm Råger,Norway,1
Q713156,6000000009837160271,Lars Roar Langslet,Norway,5
Q713335,6000000021213837382,Guttorm Berge,Norway,1
Q713668,6000000013914643246,Lauri Koskela,Finland,1
Q71386702,6000000010267806494,Ragna Kellgren,Sweden,1
Q713935,6000000023853655542,Rune Elmqvist,Sweden,2
Q71397125,6000000019459822301,Paul Severin Abel,Norway,3
Q71412988,6000000016166301745,Fredrik Sebardt,Sweden,1
Q714748,6000000035591529145,Pedro Loefling,Sweden,3
Q714926,6000000011855729473,Christian Wallumrød,Norway,3
Q7149831,6000000013113210848,Paul Christian Frank,Norway,2
Q715090,6000000071713299416,Kelpo Gröndahl,Finland,2
Q7151539,6000000115971819832,Paul Jahren,Norway,1
Q7152240,6000000025490191920,Paul Martin Dahlø,Norway,1
Q715324,6000000035524881803,Viking Palm,Sweden,1
Q7153400,6000000008075194503,Paul Saagpakk,Sweden,2
Q7153632,6000000002171058108,Paul Sjöberg,Finland,2
Q715765,6000000172256025836,Czesław Słania,Sweden,3
Q7159083,6000000033355746868,Peder Alsvik,Norway,3
Q7159088,6000000042021931487,Peder Christian Holst,Norway,4
Q7159096,6000000019413596134,Peder Jacobsen Bøgvald,Norway,2
Q7159099,6000000020074033930,Peder Klykken,Norway,4
Q7159114,6000000008206954631,Peder Rasmus Lyng,Norway,3
Q7159124,6000000014101501091,Peder Tonning,Norway,2
Q7161103,6000000143392719821,Pekka Siitoin,Finland,2
Q7161105,6000000042029906005,Pekka Vanninen,Finland,1
Q716126,6000000023966912102,Edil Rosenqvist,Finland,1
Q716278,6000000006090125106,Henrik Ruse,Denmark-Norway,9
Q7166641,6000000016540874391,Per Arneberg,Norway,3
Q7166650,6000000040218708973,Per Bergsland,Norway,3
Q7166678,6000000178428667892,Per Faye-Hansen,Norway,1
Q7166694,6000000014062160825,Per Gjelten,Norway,2
Q7166713,6000000035292222627,Per Hysing-Dahl,Norway,3
Q7166731,6000000009099671254,Per Jorsett,Norway,4
Q7166741,6000000024656737418,Per Kure,Norway,1
Q7166749,6000000220419027827,Per Ludvig Magnus,Norway,1
Q7166761,6000000007776640447,Per Mellesmo,Norway,1
Q7166777,6000000023214416243,Per Palle Storm,Norway,2
Q7166814,6000000020094736877,Per Stavem,Norway,4
Q7166829,6000000028343035875,Per Wendelbo,Norway,1
Q7172564,6000000018825798038,Peter Arnoldus Petersen,Norway,1
Q7173119,6000000007143534907,Peter C. Assersen,Norway,1
Q717462,6000000002090122805,Arvo Mägi,Sweden,5
Q7174816,6000000057770790187,Peter Høier Holtermann,Norway,1
Q717528,6000000053643070826,Arvo Viitanen,Finland,1
Q7175689,6000000000637332393,Peter Martin Anker,Norway,1
Q7175989,6000000034525372894,Peter Munch Brager,Norway,2
Q7176146,6000000167386282831,Peter Nygård,Finland,1
Q7176256,6000000020254406089,Peter P. Lee,Norway,1
Q7177530,6000000017089393301,Peter W. K. Bøckman Jr.,Norway,2
Q7179286,6000000033562327534,Petter C. G. Sundt,Norway,1
Q7179310,6000000182806211861,Petter Sørlle,Norway,3
Q7179312,6000000028875473565,Petter Thomassen,Norway,3
Q718440,6000000101446338103,Onni Rajasaari,Finland,1
Q718650,6000000182964707891,Ilkka Kanerva,Finland,2
Q719204,6000000007676113728,Pehr Kalm,Sweden | Finland,9
Q7192209,6000000038913101574,Pierre Poumeau Flor,Norway,4
Q7192841,6000000018179401066,Pieter Woortman,Denmark-Norway,2
Q7192854,6000000016975397336,Pieter van Bronckhorst,Denmark-Norway,1
Q7198,6000000015256128571,Ovid,Sweden-Norway,4
Q719957,6000000041364088376,Christer Sjögren,Sweden,9
Q720017,6000000026765196818,Fredrik Hasselquist,Sweden,6
Q720093,6000000008501425201,Taavi Tamminen,Finland,1
Q72083016,6000000024144945680,Nikuls Buine,Norway,1
Q72084199,6000000020234415428,Torsten Christensen Fladmoe,Norway,2
Q72084928,6000000007884900908,Hans O. Glittenberg,Norway,1
Q720861,6000000000160892628,Pehr Wilhelm Wargentin,Sweden,4
Q721287,6000000021342866315,Axel Anderberg,Sweden,1
Q721558,3917303501350032822,Johan Richthoff,Sweden,1
Q721763,6000000009013011223,Olav Duun,Norway,3
Q721766,6000000018658341686,Thorbjørn Egner,Norway,11
Q722261,6000000001442499186,Sigfrid Lindberg,Sweden,1
Q722517,6000000104637977090,Eero Berg,Finland,2
Q722639,6000000003769547080,Herbert Carlsson,Sweden,1
Q722763,6000000018034249432,Hans Hedberg,Sweden,2
Q723475,6000000007130949236,Sven Friberg,Sweden,2
Q723680,6000000078013510425,Jonni Myyrä,Finland,2
Q723902,6000000010373089063,Helge Løvland,Norway,1
Q7245288,6000000033083489443,Alexander Karl Leo Lagorio,Finland,3
Q725088,6000000015362512879,Sophus Jacobsen,Norway,1
Q725153,6000000035940757157,Robert Burås,Norway,3
Q725322,6000000003509962119,August Rei,Sweden,7
Q725323,6000000003626354889,Sigurd Savonius,Finland,2
Q72571423,6000000010513367290,Fredrik Ekmanson,Sweden,0
Q72576670,6000000022464635897,Heikki Holma,Finland,2
Q726010,6000000020128653046,Gustaf Lindblom,Sweden,3
Q7264590,6000000034313661225,Päiviö Hetemäki,Finland,2
Q7264637,6000000011331627416,Pål Spilling,Norway,3
Q72690399,6000000003722642492,Alf Hartmann,Norway,1
Q727012,6000000176653786936,Jarno Saarinen,Finland,2
Q72730231,6000000068518382984,Axel Jermstad,Norway,2
Q72730669,6000000005441098246,Fredrik Kristian Jervell,Norway,1
Q727759,6000000068747821947,Odd Lundberg,Norway,1
Q728133,6000000181948305823,Tiger Hillarp Persson,Sweden,2
Q72819529,6000000012761764941,Ole Smith Housken,Norway,1
Q728197,6000000048692856002,Per Olof Sundman,Sweden,2
Q7283148,6000000039165548434,Ragnar Horn,Norway,2
Q7283149,6000000123216087014,Ragnar Jansson,Finland,2
Q7283164,6000000022131214019,Ragnar Schreiner,Norway,2
Q728543,6000000008259254226,Volger Andersson,Sweden,1
Q7286583,6000000031808170766,Rakel Wahl,Norway,1
Q728830,6000000007389262598,Ralf Törngren,Finland,5
Q728861,6000000083542645942,Johan Wilhelm Rangell,Finland,8
Q7295101,6000000036441340650,Rasmus Hansen,Norway,3
Q7295118,6000000068861328861,Rasmus Olai Mortensen,Norway,2
Q7295119,6000000024216334069,Rasmus Pedersen Thu,Norway,1
Q7295124,310403552040005696,Rasmus Sindre,Norway,2
Q7295126,6000000024872349368,Rasmus Skylstad,Norway,1
Q7296233,6000000011707650838,Rauni Luoma,Finland,1
Q73037569,6000000005145763008,Marie Holst,Norway,2
Q730516,6000000008277337396,Cajsa Warg,Sweden,4
Q7310009,6000000030467875608,Reidar Bruu,Norway,2
Q7310021,6000000018981486749,Reidar Kobro,Norway,1
Q7310029,6000000173126777605,Reidar Sørlie,Norway,2
Q7310413,6000000128833166825,Reino Oittinen,Finland,2
Q7310415,6000000017638195769,Reino Tolvanen,Finland,2
Q73227620,6000000028258406953,Einar Koefoed,Norway,1
Q7326995,6000000077737988388,Richard Karl Hjalmar Frey,Finland,2
Q733412,6000000117631807831,Mika Ahola,Finland,1
Q7339715,6000000005624854877,Roald Dysthe,Norway,2
Q7360694,6000000044957112823,Rolf Bergersen,Norway,1
Q7360745,6000000060829815896,Rolf Juell Gleditsch,Norway,1
Q7360747,6000000050034469065,Rolf Jørgen Fuglesang,Norway,2
Q7360804,6000000048928462841,Rolf Trygve Busch,Norway,1
Q7360822,6000000042412886434,Rolf Østbye,Norway,2
Q73617673,6000000003531623600,Fredrik Ruben Alexander Wiberg,Sweden,1
Q7372134,6000000015531436200,Rowland Greenberg,Norway,4
Q73761684,6000000111321010821,Olav Paulsen,Norway,1
Q7377139,6000000038829863493,Rudolf Andreassen,Norway,1
Q74009699,6000000000759469371,Carl Eneroth,Sweden,3
Q740112,6000000002069317973,Sverre Stenersen,Norway,3
Q740549,6000000005488555012,Eirik Kvalfoss,Norway,1
Q7406710,6000000179419368936,Salve Johannessøn Kallevig,Norway,1
Q7412125,6000000019057019615,Samuel Mathiassen Føyn,Norway,2
Q741330,6000000053793408181,Eystein Eggen,Norway,1
Q7421783,6000000005441081761,Sara Christie,Norway,2
Q742596,6000000017885912259,Otto Bahr Halvorsen,Norway,2
Q742722,6000000020104796553,Erik Lindahl,Sweden,2
Q7427368,6000000173466188823,Sauli Lehtonen,Finland,1
Q744249,6000000025123330161,Viljo Heino,Finland,1
Q745041,6000000016499646041,Timo K. Mukka,Finland,4
Q7457872,6000000006860933178,Severin Andreas Heyerdahl,Norway,2
Q7457889,6000000002627285251,Severin Worm-Petersen,Norway,1
Q74695005,6000000016565726194,Alfhild Myhre,Norway,1
Q748341,6000000109825317190,Olev Siinmaa,Sweden,1
Q748941,6000000035256789924,Pentti Hämäläinen,Finland,2
Q7498711,6000000004008747399,Shirley Bottolfsen,Norway,1
Q75096463,6000000025277696621,Nanny Fröman,Sweden,1
Q7513242,6000000015645321559,Sigurd Johan Normann,Norway,1
Q7513265,6000000023008146043,Sigurd Mathiesen,Norway,1
Q7513284,6000000055779483848,Sigurd Simensen,Norway,2
Q7513289,6000000007039858385,Sigurd Sverdrup,Norway,0
Q75156838,6000000016748816353,Nils Schjelbred,Norway,1
Q7518079,6000000177669711914,Simo Salminen,Finland,9
Q75252534,6000000001470008491,Nils Svantesson,Sweden,1
Q7532475,6000000040154315325,Sivert Donali,Norway,1
Q7533582,6000000037826803520,Sjur Brækhus,Norway,2
Q7533588,6000000007759923758,Sjur Hopperstad,Norway,2
Q75345995,6000000005029923103,Bertil Ifwer,Sweden,0
Q75486253,6000000041154022215,Hjalmar Westeson,Sweden,2
Q75513112,6000000023909606574,Magdalene Osenbroch,Norway,1
Q757919,6000000182867887899,Atte Ohtamaa,Finland,1
Q759059,6000000016278508733,Audun Boysen,Norway,2
Q759067,6000000166467273830,Audun Rusten,Norway,1
Q7594442,6000000011614530471,Eivind Rølles,Norway,1
Q7599224,6000000081530664862,Stanisław Skarżyński,Grand Duchy of Finland,1
Q75998212,6000000064837759002,Ebba Moe,Norway,1
Q7606198,6000000029902226309,Stefan Mayer,Grand Duchy of Finland,3
Q7606761,6000000013492876578,Stein Haugen,Norway,2
Q761368,6000000007391034283,August Gailit,Sweden,3
Q7616435,6000000012193483550,Stig H. Hästö,Finland,1
Q7616444,6000000042364831926,Stig Lundholm,Sweden,2
Q762263,6000000079290762052,Jukka Ammondt,Finland,4
Q762361,6000000071896387067,Pentti Holappa,Finland,6
Q762949,6000000072574257633,August Malmström,Sweden,3
Q7629924,6000000040557835271,Stål Aanderaa,Norway,1
Q76404525,6000000013222167958,Johan Björkman,Sweden,1
Q765083,6000000024528020157,Julius Nicolai Jacobsen,Norway,3
Q76509333,6000000001119989831,Väinö Henrik Liljeroos,Finland,2
Q7651836,6000000014068388233,Svein Erik Bakke,Norway,1
Q7651991,6000000040828836296,Sven Hauge,Norway,0
Q7652052,6000000026827467145,Sven Nielsen,Norway,3
Q7652081,6000000001713057303,Sven Thaulow,Norway,2
Q7652238,6000000011240238912,Sverre Bratland,Norway,1
Q7652242,6000000031673183609,Sverre Dick Henriksen,Norway,2
Q7652245,6000000071545006847,Sverre Eika,Norway,2
Q7652273,6000000010250087793,Sverre Holm,Norway,4
Q7652274,6000000005441594424,Sverre Helland,Norway,3
Q7652283,6000000102516091040,Sverre Iversen,Norway,2
Q7652304,6000000225073516845,Sverre Løberg,Norway,5
Q7652307,6000000009515413403,Sverre Midtskau,Norway,3
Q7652309,6000000009305059413,Sverre Marstrander,Norway,3
Q7652329,6000000005437685793,Sverre Walter Rostoft,Norway,4
Q7652331,6000000013667318800,Sverre Østhagen,Norway,2
Q7666547,5048975594750089520,Søren Hans Smith Sørensen,Norway,1
Q7666559,296074301800008044,Søren Jørgensen Aandahl,Norway,1
Q766757,6000000103414392054,Pentti Linnosvuo,Finland,1
Q7672996,6000000172916317392,Tabe Slioor,Finland,4
Q76737718,6000000022696161594,Hans Osara,Finland | Sweden,0
Q7674529,382539,Tadeusz Sulimirski,Grand Duchy of Finland,5
Q76760559,6000000017617284010,Levin Olbers,Sweden,2
Q76788784,6000000009836034813,Björn Cederberg,Sweden,1
Q76832323,6000000013966045797,Carl Domar Skafte,Sweden,1
Q7684644,6000000041904425281,Tapio Hämäläinen,Finland,3
Q768739,6000000006944659283,Börje Leander,Sweden,2
Q7688770,6000000176684459898,Tauno Lampola,Finland,1
Q7688771,6000000081324808022,Tauno Sipilä,Finland,1
Q770073,6000000019497050174,Helmer Mörner,Sweden,1
Q77027723,6000000000759446892,Harald Jentzen,Sweden,2
Q77057896,6000000016286134400,Gabriel Wilskman,Sweden,0
Q77078877,6000000037863694534,Johan Gabriel Dahlstedt,Sweden,2
Q7710637,6000000030930647491,Henry Hagerup,Norway,1
Q7710851,6000000003872746200,Sverre Halvorsen,Norway,3
Q771394,6000000180341498865,Aukusti Sihvola,Finland,1
Q771996,6000000075565803201,Aulis Rytkönen,Finland,2
Q77295251,6000000075948595999,Nils Hjärpe,Sweden,1
Q77332880,6000000109356921089,Per Julius Palen,Sweden,1
Q77414750,5674263402350132316,Pentti Ignatius,Finland,2
Q77441702,6000000038313355529,Johan Gustav Edvin Bruusgaard,Norway,1
Q77599969,6000000017488571018,Daniel Segrelius,Sweden,1
Q776083,6000000057529611903,Ole Sæther,Norway,1
Q776599,6000000176695688843,Kalevi Wiik,Finland,2
Q77677402,6000000006721919242,Eric Bargum,Finland,2
Q77700198,6000000001344452722,Mentz Christophersen Darre,Norway,1
Q777316,6000000071674806821,Sirkka-Liisa Anttila,Finland,1
Q777649,6000000020569299835,Gregor Paulsson,Sweden,6
Q77796047,6000000177519836828,Björn Mattsson,Finland,1
Q77799453,6000000000810084168,Lars von Bonsdorff,Finland,1
Q778017,6000000024101706407,Rolf Husberg,Sweden,5
Q7781571,6000000004111774448,Theodor Borchgrevink,Norway,1
Q7781631,6000000000488250010,Theodor Wegelius,Finland,1
Q7782914,6000000011102427220,Therese Bertheau,Norway,2
Q77901037,6000000025618672229,Lars Ekmarck,Sweden,1
Q7790318,6000000006911848341,Thomas H. Rynning,Norway,1
Q7790583,6000000034730824614,Thomas Henrik Hammer,Norway,2
Q7790957,6000000034047532351,Thomas Høie,Norway,1
Q77927268,6000000009468205700,Uno Khüry,Finland,2
Q77928880,6000000025794682069,Hans Brismark,Sweden,2
Q77936634,6000000003550355800,Ernst Gylphe,Finland,1
Q77944252,5570247286570125371,J. M. Naparstok,Finland,3
Q7794952,6000000039648358278,Thomas Wegner Larsen Haaland,Norway,2
Q77958730,6000000034596254083,Audun Lidvor Flatmark,Norway,1
Q7796096,6000000011952217319,Thor Støre,Norway,1
Q7796254,6000000009745740734,Thorleif Karlsen,Norway,3
Q7796259,6000000059039097155,Thorleif Røhn,Norway,3
Q7796742,6000000040266897928,Thorstein Guthe,Norway,1
Q780727,6000000035358428871,Eino Leino,Finland,1
Q78081633,6000000021680573145,Jean Harju-Jeanty,Finland,1
Q7810636,6000000022970886234,Tjostolv Moland,Norway,2
Q7813401,6000000110282980871,Toivo Jaatinen,Finland,2
Q7813409,6000000033015231861,Toivo Mäkelä,Finland,2
Q7813416,6000000038749789824,Toivo Särkkä,Finland,4
Q781842,4148698,Hugo Salmson,Sweden,1
Q7819041,6000000088688716056,Tomm Murstad,Norway,3
Q7825246,6000000003095122780,Tor Gjesdal,Norway,1
Q7825261,6000000028319949388,Tor Njaa,Norway,1
Q7825629,6000000007034230302,Tore Foss,Norway,3
Q7825837,6000000008805448373,Torjus Værland,Norway,1
Q7825861,6000000007453699167,Torkel Opsahl,Norway,2
Q7826236,6000000012998278606,Torolv Kandahl,Norway,3
Q7827095,6000000009914454289,Torrey Mosvold,Norway,1
Q783040,6000000121061668927,Isaac Beeckman,Denmark-Norway,7
Q78308032,6000000098868954822,Lars Laxén,Finland,1
Q78310184,6000000052296592856,Fred Luther,Finland,2
Q78321909,6000000031097643683,Mathea Tønder,Norway,1
Q7845447,6000000010213640992,Trond Hegna,Norway,2
Q78478,6000000010646212709,Robert Bárány,Sweden,5
Q7848488,6000000002028841955,Trygve Knudsen,Norway,4
Q7848490,6000000102369160828,Trygve Nilsen,Norway,2
Q7853434,6000000094803767907,Tuomas Gerdt,Finland,2
Q7853446,6000000092917567846,Tuomas Vohlonen,Finland,1
Q78669894,6000000011381861220,Brita Maria Wikström,Sweden,1
Q7897739,6000000122646477842,Unto Valpas,Finland,3
Q79062141,6000000017181174954,Magnus Napoleon Berlin,Sweden,1
Q7909377,6000000001179038533,Valdemar Liljeström,Finland,1
Q79101634,6000000023820399690,Ruben Rising,Sweden,1
Q7910828,6000000058017334938,Valentin Vaala,Finland,4
Q7918640,6000000174789785646,Veijo Pasanen,Finland,2
Q7918653,6000000016964196091,Veikko Muronen,Finland,1
Q791963,6000000026407421388,Axel-Herman Nilsson,Sweden,2
Q7920835,6000000009996744524,Vera Telenius,Finland,2
Q792152,6000000002449684722,Axel Grönberg,Sweden,1
Q792205,6000000017430262394,Axel Hägerström,Sweden,2
Q79245456,6000000053724935111,Petter Edvard Ohls,Finland,1
Q79250714,6000000002345990275,Gunnar Grönblom,Finland,2
Q79252034,6000000003274166383,Halvard Olsson,Sweden,1
Q7925727,6000000001341297386,Victor Bernau,Norway,3
Q7928109,6000000014384114098,Vidkunn Hveding,Norway,3
Q7928940,6000000080265278860,Vigleik Eide,Norway,2
Q7930193,6000000070863005512,Vilho Annala,Finland,3
Q7930196,6000000132003337831,Vilho Rättö,Finland,1
Q7930197,6000000084399458921,Vilho Siivola,Finland,3
Q7931015,6000000012642290240,Ville Salminen,Finland,5
Q79330751,6000000002534998317,Karl Kristofer Daniel Fischer,Sweden,1
Q79331551,6000000019468464626,Walter Fischer,Sweden,0
Q7933857,6000000180939890875,Virgilio Malvezzi,Sweden,3
Q7942189,6000000026533807924,Zofia Jarkowska-Krauze,Grand Duchy of Finland,1
Q7944315,6000000044224771647,Väinö Eskola,Finland,1
Q7944320,6000000174367775824,Väinö Mäkelä,Finland,2
Q79479417,6000000012332699577,Johan Kjellström,Sweden,1
Q79844301,6000000008295910682,Johan Adolf Bask,Finland,1
Q79928707,6000000030500609901,Lars Olof Norell,Sweden,4
Q79976133,6000000023431128924,Jenny Arnesen,Norway,1
Q8002131,6000000000527045870,Wilhelm Christian Suhrke,Norway,2
Q8002254,6000000013474102992,Wilhelm Nicolaysen,Norway,1
Q8002260,6000000015615124912,Wilhelm Olssøn,Norway,2
Q8002307,6000000012693315327,Wilhelm Sissener,Norway,1
Q8002327,6000000023921196672,Wilhelm Thagaard,Norway,2
Q80091447,6000000034274015637,Hans Møller Wraamann,Norway,1
Q80094092,6000000106643828977,Ingvald Enersen,Norway,2
Q80109572,6000000025398395289,Hanken Parelius Astrup,Norway,1
Q80183924,6000000174759607245,Erland Huldt,Sweden,1
Q80208922,6000000008572227708,Sven Borrman,Sweden,1
Q80212840,6000000012635452561,Lars Petter Cronwall,Sweden,3
Q80222724,6000000087729585988,Tarmo Hirsjärvi,Finland,2
Q80256819,6000000035755374347,Anton Ludvig Köhler,Sweden,2
Q80262638,6000000180782864824,Mattijuhani Nieminen,Finland,1
Q80263363,6000000021237301793,Rolf Nummelin,Finland,1
Q8030345,6000000019697305477,Wollert Krohn-Hansen,Norway,1
Q80345607,6000000071101410838,Enar Edberg,Sweden,1
Q803934,6000000019329519964,Birger Malmsten,Sweden,1
Q8041209,6000000109014272878,Władysław Dobrzaniecki,Grand Duchy of Finland,2
Q8041239,6000000000905290208,Władysław Natanson,Grand Duchy of Finland,2
Q80416422,6000000165173257026,Erkki Matilainen,Finland,2
Q80547842,6000000018320267026,Alf Krohn,Norway,2
Q805597,6000000018556087093,Balthasar Bekker,Denmark-Norway,5
Q8059651,6000000050507348843,Yrjö Keinonen,Finland,1
Q80664762,6000000012058164994,Bjørg Berg,Norway,1
Q80702530,6000000177606605884,Airi Viertokangas,Finland,1
Q8075829,6000000049269322074,Zygmunt Witymir Bieńkowski,Grand Duchy of Finland,3
Q8077133,6000000020885138841,Åke Hök,Sweden,2
Q8079335,6000000026256969432,Øystein Thommessen,Norway,1
Q80829625,6000000002422167263,Gerda Hintze,Finland,2
Q81047907,5670933158210123932,Sofus Kjuus,Norway,1
Q8112426,6000000021634599951,Ida Moberg,Finland,3
Q81133977,6000000016465398186,Erik Göran Moberg,Sweden,2
Q81190706,6000000011496274768,Helge Larsen,Norway,2
Q81225275,6000000025307096975,Jacob Lerche,Norway,1
Q81293738,6000000122525554916,Ulrikke Brandstorp,Norway,3
Q81414898,6000000153033325857,Aulis Ruostepuro,Finland,2
Q81420293,6000000028361192857,Dorothea Blom,Norway,1
Q81591166,6000000042026167924,Bud Erik Olsson,Sweden,0
Q81711115,6000000011369483142,Henricus Nicolai,Sweden,1
Q81731990,6000000199102249827,Rigmor Borthen,Norway,1
Q818074,6000000180265536858,Benny Söderling,Sweden,3
Q818215,6000000010601120900,Bent Tomtum,Norway,1
Q81834126,6000000016487098854,Søren Peter Kleist,Norway,2
Q81918507,6000000034674544276,Wilhelm Lamm,Sweden,2
Q819320,6000000010186715070,Lauri Törni,Finland,1
Q81976961,6000000019733861430,Sven Hansson Leffler,Sweden,1
Q820894,6000000082435004838,Leon Sternbach,Grand Duchy of Finland,2
Q82090,6000000175240740952,Aleksander Prystor,Grand Duchy of Finland,4
Q822489,6000000026398351310,Otto Eisler,Norway,4
Q82294350,6000000010018431665,Regner Leuhusen,Sweden,1
Q82294719,6000000002930624270,Stig Löfgren,Sweden,1
Q823105,6000000020857803326,Bernhard Schotanus,Denmark-Norway,4
Q824517,6000000000506696314,Rainer von Fieandt,Finland,5
Q82532207,6000000037008525856,Carl Gideon Sinclair,Sweden,4
Q82559,6000000102721782878,Majer Samuel Bałaban,Grand Duchy of Finland,2
Q825694,6000000087980772069,Bernhard Nordh,Sweden,1
Q826866,6000000003335292952,Bernt Balchen,Norway,3
Q82737421,6000000039242843864,Pedro Ahlmark,Sweden,1
Q828247,6000000202668156858,Bertil Nordenskjöld,Sweden,2
Q828269,6000000020759412665,Bertil von Wachenfeldt,Sweden,1
Q82891,6000000076544452846,Heikki Kovalainen,Finland,2
Q83262523,6000000034603840249,Göran Eketorp,Sweden,1
Q833539,6000000017766349742,Bjørn Egge,Norway,3
Q83360310,6000000000840883690,Otto Laurila,Finland,2
Q83364402,6000000039504797183,Mikko Jortikka,Finland,1
