qid,geni_id,label,country
Q1330715,6000000008190799695,Voldemar Herkel,Estonia
Q1332590,6000000143217593930,Karl August Fink,Germany
Q1333582,6000000018687311373,Richard Wilbur,United States
Q1334312,6000000024077748945,"Elvis Jacob Stahr, Jr.",United States
Q1334677,6000000107454145002,Emanuel Hegenbarth,Germany
Q1334712,6000000013215205695,Emanuel Leser,Germany
Q1334727,6000000021479342689,Emanuel Moresco,Kingdom of the Netherlands
Q1334901,6000000140227007802,Emanuele Severino,Italy
Q1335971,6000000039761081734,Emilian Czyrniański,Poland
Q1336128,6000000032482457250,Emil Goldmann,Austria
Q1336138,6000000140693002196,Emil Grosswald,United States
Q1336375,6000000017068852727,Emil Klein,Germany
Q1336492,6000000000454700059,Joseph Leonard Walsh,United States
Q1336531,6000000179259672885,Emil Meirowsky,Germany
Q1336597,6000000083220520883,Emil Niethammer,Germany
Q1336678,6000000062911365929,Emil Pott,Germany
Q1336726,6000000014895389043,Emil Reich,Austrian Empire
Q1336883,6000000019441874001,Emil von Stoffella,
Q1336936,6000000022510822579,Emil Tranquillini,Austria
Q1336951,6000000013752146439,Emil Utitz,Germany
Q1336982,6000000076634567829,Emil Wachter,Germany
Q1337236,6000000025595039834,Emile den Tex,Kingdom of the Netherlands
Q1337422,6000000173897155788,Emilio Bodrero,Italy
Q13380449,6000000137611610264,Gaetano Cozzi,Italy
Q133815431,6000000077067978081,Karl Tael,Estonia
Q1338219,6000000015843185243,Emmanuel Durlet,Belgium
Q13383454,6000000054200918962,Endre Steiner,United States
Q1338858,6000000048872150890,Henri Tajfel,United Kingdom
Q1339072,6000000025169899244,Emory S. Bogardus,United States
Q1340750,6000000005610295641,Roger Fisher,United States
Q1343307,6000000007202920818,Enn Roos,Russian Empire
Q13433934,6000000193304835821,Gustav Wiedersperg,Cisleithania
Q1343417,6000000183973843834,Enno Heidebroek,German Democratic Republic
Q1343665,6000000113126270984,Frank Moore Cross,United States
Q1343752,6000000163750342491,Enrico Del Debbio,Italy
Q1343804,6000000032724978775,John Wain,United Kingdom
Q1344028,6000000048480753181,Leo Beranek,United States
Q13449167,6000000003574693022,Dezső Tóth,Hungary
Q1345552,6000000023328758835,Harvey Leibenstein,United States
Q13455587,6000000021302824664,Carel Johannes Matthes,Kingdom of the Netherlands
Q134576608,6000000218837266825,Vladimir Dmitrievich Machinsky,Russian Empire
Q1346115,6000000145784148854,Enzo Paci,Italy
Q1346849,6000000008691417866,Frederic Rzewski,United States
Q1347928,6000000091772670173,George Sachs,United States
Q1347971,6000000014720742235,Erardo Cristoforo Rautenberg,Germany
Q1348093,6000000069971383909,Erasmus Ungepauer,Germany
Q1348881,6000000008996900258,Norman Cantor,Canada
Q1349020,6000000014338066500,Marcel Poot,Belgium
Q1349514,6000000015619515038,William Fielding Ogburn,United States
Q1351047,6000000026077008868,Michael Grant,United Kingdom
Q1351104,6000000179959296828,Eric Bentley,United States
Q135139,6000000014308746336,Paul J. Crutzen,Kingdom of the Netherlands
Q135171,6000000014232927528,Elias James Corey,United States
Q1351718,6000000143255473844,Gino Funaioli,Italy
Q1352025,6000000002764681447,Erich Burghardt,Austria
Q1352186,6000000011623844439,Erich Frank,Germany
Q1352421,6000000018135398842,Erich Hertzsch,Germany
Q1352468,6000000014298506311,Erich Huber,Austria
Q1352518,6000000024110299911,Erich Jung,Germany
Q1352575,6000000029883979264,William Morton Wheeler,United States
Q1352772,6000000018943297137,Erich Loewy,United States
Q13530655,6000000071436006033,Irving R. Levine,United States
Q1353157,6000000000767772123,Erich Schlesinger,Germany
Q13531799,6000000003239274547,Edward Strasburger,
Q1353229,6000000078346619946,Erich Schwinge,Germany
Q13537990,5568815031080071920,Otto Slaby,Czechoslovakia
Q1353969,6000000103707895007,Erik Hulthén,Sweden
Q1354126,6000000125982458050,Erik Sparre Andersen,Kingdom of Denmark
Q135471011,6000000195872904695,Charles Harold Williams,United Kingdom of Great Britain and Ireland
Q135528926,6000000007692423610,Jens Jenssen,Norway
Q1356049,6000000056611058899,Erna Diez,Austria
Q1356390,6000000023582520616,William Graham Sumner,United States
Q1356515,5603825707410074777,Ernest Schüle,Switzerland
Q1356520,6000000028669958022,Josef Gingold,United States
Q1356567,6000000020096616336,Ernest William Goodpasture,United States
Q1356596,6000000002847089785,Greene Vardiman Black,United States
Q1356608,6000000125150822821,Ernest van den Haag,United States
Q13566327,6000000155848659907,Francesco Gerbaldi,Kingdom of Italy
Q1356710,6000000141017828832,Ernesto Basile,Kingdom of Italy
Q1356786,6000000006276720398,Ernesto Quesada,Bolivia
Q1356799,6000000004097361821,Seth Neddermeyer,United States
Q1356820,6000000070728097958,Willem Hendrik Keesom,Kingdom of the Netherlands
Q1356829,6000000014086616510,Ernesto Schiaparelli,Kingdom of Italy
Q1356879,256221,Howard P. Robertson,United States
Q1357341,6000000000369382176,Ernst Anding,Germany
Q1357418,6000000077944228271,Ernst August von Mandelsloh,Austria
Q1357437,6000000132355097822,Ernst Bach,German Reich
Q1357521,6000000015017026486,Ernst Benz,Germany
Q1357539,6000000018232229711,Ernst Berl,Austria
Q1357595,6000000024403829968,Ernst Blum,Germany
Q1357733,6000000025605814379,Vilém Petrželka,Czechoslovakia
Q1357794,6000000064314834552,Ernst Chwalla,Austria
Q1357811,6000000172838927427,Ernst Cothmann,Germany
Q1357987,6000000117715355844,Ernst Esche,Germany
Q1358182,6000000021305671219,Ernst Friesenhahn,Germany
Q1358281,477061,Ernst Gerold Schramm,Germany
Q1358306,6000000172878767227,Horace Kallen,United States
Q1358349,6000000126167468930,Ernst Graser,Germany
Q1358391,6000000082303429960,Ernst Grünthal,Germany
Q1358733,6000000011516187429,Ernst Honigmann,Germany
Q1358815,6000000088690389097,Ernst Isay,German Reich
Q1358867,6000000007279415767,Ernst Jokl,Germany
Q1358964,6000000024552759135,Ernst Klapp,Germany
Q1359195,6000000013270856907,Ernst Laves,Germany
Q13594013,5282112430310085775,Bohuslav Ečer,Czechoslovakia
Q1359453,6000000000463452283,Ernst Max Mohr,Germany
Q1360247,6000000002775793128,Ernst Speer,Germany
Q1360343,6000000095881528860,Ernst Tappolet,Switzerland
Q1360417,6000000056881554021,Ernst Unger,German Reich
Q1360681,6000000027327939318,Ernst Wolff,Germany
Q1360684,6000000025168923086,Ernst Caspari,Germany
Q1360851,6000000027234879865,Ernst von Hippel,Germany
Q1360902,6000000036825644687,Ernst von Romberg,Germany
Q1362597,6000000040102783784,Ervin Paul Hexner,United States
Q1362972,6000000132401219902,Erwin Griswold,United States
Q1362985,6000000142662778841,Vico Magistretti,Kingdom of Italy
Q1363253,1014153,Erwin Milzkott,Germany
Q1363480,6000000035584781409,Erwin Spiegelberg,German Reich
Q1363514,6000000016237686518,Erwin Stransky,Austria
Q1363631,6000000024157929866,Erwin von Beckerath,Germany
Q1363638,6000000042305604175,Erwin von Esmarch,Germany
Q1363642,6000000018284548486,Erwin von Sommaruga,
Q136374747,6000000007801172814,Alberts Krastinš,Russian Empire
Q1364144,6000000140788306858,Gianni Celati,Italy
Q13641673,6000000013118070141,Gerald Pearson,United States
Q136436623,6000000014912086026,Peter Moltesen,Kingdom of Denmark
Q1364813,6000000149000286979,Norman Malcolm,United States
Q136554628,6000000002296809794,Heera Dijk,Kingdom of the Netherlands
Q1365787,6000000027737773234,Jerry Moran,United States
Q136609148,334276660820012781,Árpád Volczer,Romania
Q136697600,6000000029676612115,Pieter Matthijs van Wulfften Palthe,Kingdom of the Netherlands
Q1368664,6000000034723647128,Salvador Minuchin,Argentina
Q1370871,6000000008448023883,Fritz Weege,Germany
Q1370937,6000000019301651607,Robert Simson,Kingdom of Great Britain
Q1371880,6000000046719469221,Ettore Gotti Tedeschi,Italy
Q1371887,6000000145517419864,Ettore Marchiafava,Kingdom of Italy
Q1372204,6000000180864145849,Julian B. Rotter,United States
Q1372514,6000000090668955853,Eugen Fröhner,German Reich
Q1372544,6000000014582240147,Gabriel Gustafson,Sweden
Q1372698,5017598378230118738,Eugen Kramár,Slovakia
Q1372724,5076439918400081077,Eugen Leo Lederer,Germany
Q1373159,6000000177113095823,Eugene O'Curry,Ireland
Q1373166,6000000084426818857,Victor Schultze,German Reich
Q1373208,6000000071107573928,Eugene van Tamelen,United States
Q1374578,6000000029839467409,Ludwig Berwald,Austria
Q137458892,6000000017585769541,Fedor Ludogovsky,Russia
Q1374668,6000000023190495087,Manuel Tolsá,Spain
Q1374720,6000000017077643840,William Ames,Kingdom of England
Q1376473,6000000006238269508,Stasys Raštikis,Russian Empire
Q1377287,6000000090960698254,Joaquín María López y López,Spain
Q1377635,6000000093446517934,Louis de La Vallée-Poussin,Belgium
Q1378428,6000000044456134969,Hilko Wiardo Schomerus,Germany
Q1378614,6000000109129021861,Eusebio Oehl,Kingdom of Italy
Q1378690,6000000071407112198,Gerardus Jacobus van der Plaats,Kingdom of the Netherlands
Q1379233,6000000179166487871,Wolfgang Amling,Germany
Q1379281,6000000024449533296,Eva Köckeis-Stangl,Austria
Q1379473,6000000007014406874,Eva Schmidt-Kolmer,Germany
Q1380171,6000000144177389997,William Trelease,United States
Q1381480,6000000001442951093,Johannes Theodorus Rossijn,Dutch Republic
Q1381628,6000000031446768464,Gerardus van der Leeuw,Kingdom of the Netherlands
Q1381703,6000000031001257230,Oscar Lewis,United States
Q1381991,6000000025965464338,John Elliott Rankin,United States
Q1382850,6000000064924041826,Ewald Kooiman,Kingdom of the Netherlands
Q1383354,6000000071762090517,Harry Callahan,United States
Q1383917,6000000006147548139,Otto Aichel,Germany
Q1384317,6000000004293400223,Jacob Neusner,United States
Q1384951,6000000156800920933,Victor Zalgaller,Soviet Union
Q1385045,6000000002207373348,Michael Aschbacher,United States
Q1385051,6000000000506682486,Norman Steenrod,United States
Q1385228,6000000037752834163,Ismael Blas Rolón Silvero,Paraguay
Q13856482,6000000184984918839,Mient Jan Faber,Kingdom of the Netherlands
Q1386049,6000000023321267080,Lars Peter Hansen,United States
Q1386199,6000000000320093864,Lazar Lyusternik,Russian Empire
Q1387059,6000000010009617963,William E. Moerner,United States
Q1387569,6000000029814093193,Reginald Aldworth Daly,Canada
Q138772722,6000000011122370184,Ilmar Kiiss,Estonia
Q1387814,6000000022196759431,Paul Herrmann,German Reich
Q1387918,6000000073973856847,Mark Reizen,Russian Empire
Q138794734,6000000007984932889,Kaljo Mägi,Estonia
Q138823543,6000000033089641950,Heino Sits,Estonia
Q1388246,6000000022190094842,Moses Schorr,Poland
Q1388971,6000000024048967766,Göte Turesson,Sweden
Q1389056,6000000053706571093,Harry Austryn Wolfson,Russian Empire
Q1390084,6000000031052850655,Niels Thorkild Rovsing,Kingdom of Denmark
Q1391758,6000000180433674943,Francis Greenleaf Allinson,United States
Q1392717,6000000000289366488,Hans Frederick Blichfeldt,United States
Q1393117,6000000026091721762,Ivo Banac,United States
Q1393425,6000000180849543839,Werner Creutzfeldt,Germany
Q1394690,6000000036793094939,George Peacock,United Kingdom of Great Britain and Ireland
Q1394931,6000000151395706951,Pietro Pavesi,Kingdom of Italy
Q1394990,6000000013343686897,Walter Rodney,Guyana
Q139520,6000000002802829425,Zacharias Oppenheimer,Germany
Q139528,6000000042913134099,Zacharias Schilter,Germany
Q139552536,6000000184174192823,Viktor Szondy,Hungary
Q1396316,6000000177443561847,Thomas D. Clark,United States
Q1396595,6000000008715164518,Johannes Browallius,Sweden
Q1398727,6000000010058668617,Manjul Bhargava,Canada
Q1398957,6000000000574307161,Robert Lee Moore,United States
Q1399152,6000000019425867921,Lightner Witmer,United States
Q1399506,6000000175811252866,Johann Friedrich Ahlfeld,Germany
Q1399927,6000000000486350231,Miroslav Katětov,Czechoslovakia
Q1400463,6000000163386963852,Federico Delpino,Kingdom of Italy
Q140159428,6000000096320187845,Sándor Rex,Hungary
Q1401809,6000000022647982297,Pál Varga,Hungary
Q1402968,6000000004985608672,Károly Széchy,Hungary
Q1403108,6000000005796640873,Louis Persinger,United States
Q1403109,6000000097319025022,Felicjan Szopski,Poland
Q1403300,6000000024730077772,Felix Adolf Hoppe-Seyler,Germany
Q1403366,6000000115664621843,Felix Boenheim,German Democratic Republic
Q1403412,6000000186528357892,Felix Cornu,
Q1403600,6000000140735283880,Giovanni Macchia,Italy
Q1403675,6000000007014351877,Felix Haurowitz,Czechoslovakia
Q1403825,6000000103865577898,Felix Speiser,Switzerland
Q1404047,6000000015034892465,Jorge Pauly,Germany
Q1404648,6000000026069736721,Herman Bavinck,Kingdom of the Netherlands
Q1404914,6000000017593472862,Jacob Goldenthal,Austrian Empire
Q1405285,6000000010310088611,Ferdinand Frensdorff,Germany
Q1405367,6000000000491062385,Ralph Fox,United States
Q1405442,6000000170014253926,Ferdinand Jakob Schmidt,German Reich
Q1405650,6000000171729666854,Ferdinand Noack,German Reich
Q1405675,6000000027474828768,Ferdinand Pauly,Germany
Q1405741,6000000065791749826,Ferdinand Sassen,Kingdom of the Netherlands
Q1406132,6000000023615736681,Ferdynand Zweig,Poland
Q1408904,6000000179642779826,Fritz Rudolf Kraus,Germany
Q1409777,6000000004969791146,Oscar Sutermeister,United States
Q1413561,6000000081764323067,Mark Harris,United States
Q1413927,6000000167453529826,Leonard I. Schiff,United States
Q1414392,6000000013562514359,Wilhelm Lynen,Germany
Q1414481,6000000076676623834,Franz Emanuel Weinert,Germany
Q1414832,689131,Maximilian Adler,Austria–Hungary
Q1414927,6000000008310322943,Karl Walter Mautner,Austria
Q1415159,6000000040921570438,Friedrich Köster,German Empire
Q1415227,6000000054372257856,Friedemann von Stockhausen,Germany
Q1415329,6000000144692780952,Hans Wilbrandt,Germany
Q1416057,6000000036254933274,Sigmund Hellmann,German Reich
Q1417102,6000000019658099362,Thomas Mevius,Germany
Q1418298,6000000066954671949,Peter Rassow,Germany
Q1419309,6000000007369272219,Günter Wegner,Germany
Q142049,6000000018572850504,Ralph Asher Alpher,United States
Q1420728,6000000181068050839,Konstantin Höhlbaum,Germany
Q1423097,6000000053406365148,Herbert Wakefield Banks Skinner,United Kingdom
Q1424006,6000000003006528871,William Lewis Montague,United States
Q1424404,6000000030594744768,Gino Luzzatto,Italy
Q1424854,6000000067662793824,Georg von dem Borne,Germany
Q1425168,6000000017491095533,James H. Hyslop,United States
Q1425192,6000000054512133049,Conrad Barthels,Germany
Q1425485,6000000011581213965,Helfrich Ulrich Hunnius,Germany
Q1427817,6000000028892242052,Tingye Li,United States
Q14282,6000000069615132887,Margherita Hack,Italy
Q1429359,6000000178276023851,Johannes Niemeyer,Germany
Q1430112,6000000029009285746,Floridus Leeb,
Q1431186,6000000056073477248,Russell L. Ackoff,United States
Q1431452,6000000026163950695,Samuel Pierce,United States
Q1432319,6000000183934348864,Hans Toch,United States
Q1432813,6000000043481184945,Michael Graß the Younger,
Q1433322,6000000018038297328,Albert Alder,Switzerland
Q1437102,6000000174745526834,Renate Wald,Germany
Q1437592,6000000083908775114,Hans Volkelt,Germany
Q1438976,6000000157300827959,Angelo Panzini,Kingdom of Italy
Q1439451,6000000038610703847,Amir Aczel,Israel
Q1439867,6000000019746480952,Paolo Alatri,Italy
Q1441368,6000000077159110314,Karl Lackner,Germany
Q1441528,6000000011030782917,Jürgen Rooste,Estonia
Q1441580,6000000077662104364,Francis J. Haverfield,United Kingdom of Great Britain and Ireland
Q1441584,6000000017964574169,Francis John Turner,United States
Q14423677,6000000088230356034,Toby Saks,United States
Q1442368,6000000019169086108,Franciszek Ksawery Zachariasiewicz,Polish–Lithuanian Commonwealth
Q1442648,6000000069488000821,Sebald Rudolf Steinmetz,Kingdom of the Netherlands
Q1443095,6000000040665471904,Frank Cole Babbitt,United States
Q1443099,6000000016534042672,Frank Conroy,United States
Q1443394,6000000164271909087,Frank Harary,United States
Q1443506,6000000021516078682,Frank Johnson Goodnow,United States
Q1443954,6000000047815823017,Frank Pelleg,Israel
Q1444495,313691980010004815,Frank Yerby,United States
Q1445318,6000000177645068821,Alfred von Martin,Germany
Q1445408,6000000020651514711,Frans Burman,Netherlands
Q1445460,6000000015843377329,Frans Mortelmans,Belgium
Q1445617,6000000197463514839,František Kutnar,Czechoslovakia
Q1446380,6000000180852234897,Franz von Wirer,
Q144664,6000000071663414923,Zakhar Bron,Russia
Q1446724,6000000020475041819,Franz Fassbinder,Germany
Q1446732,6000000047374139976,Franz Feist,German Reich
Q1446773,6000000201495599833,Franz Firbas,Germany
Q1447238,6000000127049088822,Franz Hildesheim,Holy Roman Empire
Q1448343,6000000081763224115,Franz Mylius,Germany
Q1448517,6000000185077951903,Franz Pettrich,Germany
Q1448874,6000000003250949500,Franz Schede,Germany
Q1449001,6000000019490315772,Franz Schwackhöfer,
Q14492067,6000000042992733943,Olof Hanner,Sweden
Q1449772,6000000001179355048,Franz Xaver Wilhelm von Hlubek,Austria–Hungary
Q1449993,6000000179056730891,Franz Schneider,Austrian Empire
Q1450024,6000000097885144933,Franz von Zeiller,
Q1451734,6000000169035317870,Øjvind Winge,Kingdom of Denmark
Q1451869,6000000000037785008,Harald Sioli,Germany
Q1452753,6000000080335661234,Frederick Kipping,United Kingdom
Q1452956,6000000002447358467,Frederick M. Davenport,United States
Q1452996,6000000001129533630,Joseph J. Sandler,United Kingdom
Q1453670,6000000178234226822,Ernst Rudolf Huber,Germany
Q14542628,6000000080929243843,Helge Rancken,Finland
Q1455252,6000000013726145646,Wilhelm Peters,Austria
Q1456775,6000000163375820830,Miloš Lánský,Czech Republic
Q14571300,6000000012412055232,Eerik-Juhan Truuväli,Estonia
Q1457898,6000000065146050822,Friedrich Johann Andreas Arnold,Germany
Q1458384,6000000167838925166,Friedrich Behrens,Germany
Q1458469,6000000027231679716,Friedrich Blochmann,Germany
Q1458696,6000000020744502229,Friedrich Christian August Hasse,Germany
Q1458902,6000000180127958887,Wilhelm von Marinelli,Austria
Q1458965,6000000011001169360,Friedrich Engel-Janosi,Austria
Q1459204,6000000013394214983,Olli Lehto,Finland
Q1459221,6000000031580338939,Friedrich Georg Friedmann,Germany
Q1459268,6000000030843682095,Werner Milch,Germany
Q1459340,6000000076735250228,Friedrich Westphalen,Germany
Q1460417,6000000101850649950,Friedrich Klemm,Germany
Q1460466,6000000136047991073,Friedrich Koepp,German Reich
Q1461022,6000000025752261125,Friedrich Martin Berwerth,Austria–Hungary
Q1461248,6000000024208979876,Johannes Laube,Germany
Q1461524,6000000017277622328,Friedrich Philippi,Kingdom of Prussia
Q1461809,6000000040586670583,Friedrich Runge,Germany
Q1461857,6000000175879371847,Friedrich Sass,Germany
Q1462424,6000000025293086336,Friedrich Strauß,Germany
Q1462513,6000000021001093656,Friedrich Thieberger,Austria
Q1462739,6000000014448412071,Friedrich Wassermann,Germany
Q1462898,6000000076672588766,Friedrich Wilhelm Bosch,Germany
Q1463055,6000000025015701249,Friedrich Wilhelm Karl von Aderkas,Russian Empire
Q1463261,6000000033113125124,Gerard Hendrik Blanken,Kingdom of the Netherlands
Q1463318,6000000027192843469,Anita Shapira,Israel
Q14633657,6000000166205881051,Giovanni Maria Accame,Italy
Q1463767,6000000047233092984,Friedrich von Herrenschwand,Austria
Q1464109,6000000174637655967,Friedrich von der Leyen,Germany
Q1465595,6000000162662189884,Fritz Baltzer,Switzerland
Q14659200,6000000013515392203,Fritz Pringsheim,Germany
Q1465955,6000000092937678846,Fritz Croner,Germany
Q1465995,6000000103911857862,Fritz Dickmann,Germany
Q1466880,6000000011469292853,Alfréd Zawadowski,Hungary
Q1467366,6000000020205103198,Fritz Loewe,Germany
Q1467504,6000000018409205508,Vilmos Zlamál,
Q1467569,6000000036861207398,Fritz Morstein Marx,Germany
Q1467735,6000000172874920959,Fritz Pappenheim,Germany
Q1467908,6000000056949919004,Fritz Redlich,United States
Q1468371,6000000082466402914,Fritz Schwind,Austria
Q1468476,6000000002765097321,Fritz Starlinger,Austria
Q1469090,6000000181324777835,Fritz von Bose,Germany
Q1469126,6000000027234237756,Fritz von Hippel,Germany
Q1471826,6000000069924794821,Nicolaus Creusel,Germany
Q1474570,6000000210075438831,Jiří Kořalka,Czechoslovakia
Q1474897,6000000182527276831,Jan Izaak Samuel Zonneveld,Kingdom of the Netherlands
Q1476035,6000000027897688229,Stuart A. Aaronson,United States
Q147636,6000000143909975873,Zara Nelsova,United States
Q1478431,6000000076675452855,Karl Heinrich Friauf,Germany
Q147989,5176339130050107639,Joaquín Balaguer,Dominican Republic
Q14806835,6000000163758442535,Stanislav Sedláček,
Q1485765,6000000018094248265,Hermann Julius Clarus,Germany
Q1488575,6000000082099272821,Victor Vacquier,United States
Q1489682,6000000015595281988,Gabriel Steiner,Germany
Q1490187,6000000170018875821,Hugo Braun,Germany
Q1491020,6000000077161359184,Gaetano Kanizsa,Italy
Q1492732,6000000044102495244,Wilhelm von Beck,Belarus
Q1493550,6000000026045461870,Hans Rumpf,Germany
Q1494140,6000000176630979904,Gardner Murphy,United States
Q14946627,6000000008640707067,Jerzy Aleksandrowicz,Poland
Q1494852,6000000179295276845,Gary Gensler,United States
Q1494930,6000000034565401886,Gary Peters,United States
Q14949648,6000000082948454565,Miriam Waddington,Canada
Q1496463,6000000151133360010,Gavino Ledda,Italy
Q1497608,6000000085080923351,Johann Jacob Spreng,Switzerland
Q1498048,6000000039971135363,Algimantas Dziegoraitis,Lithuania
Q1498825,6000000000988688239,Geir Lundestad,Norway
Q1500699,5445891576130134502,Volkmar Fritz,Germany
Q1503363,6000000059307556231,Georg-Christoph von Unruh,Germany
Q1503500,6000000165382866822,Georg Agde,German Reich
Q1503521,6000000034450727858,Georg Alefeld,Germany
Q1503779,6000000022226553923,Georg Brauer,Germany
Q1503808,6000000039543752901,Georg Brodnitz,German Reich
Q1503981,6000000127352056929,Georg Conrad Bergius,Germany
Q1504208,6000000043331987630,Georg Fischer,Germany
Q1504305,6000000024638582018,Georg Friedrich Harpprecht,Germany
Q1504667,6000000023781612569,Georg Heinrich Wahle,Germany
Q1504967,6000000080544434350,Georg Kempff,Germany
Q1505019,6000000017765183248,Georg Knepler,Austria
Q1505021,6000000024461059148,Georg Knetsch,Germany
Q1505082,6000000002361930545,Georg Kuttner,German Empire
Q1505116,6000000180461892826,Georg Landsberg,Germany
Q1505181,6000000085649848999,Georg Leubuscher,Germany
Q1505399,6000000071063135860,Georg Michael Heber,Germany
Q1505497,6000000071551600997,Georg Nößler,Germany
Q1505513,6000000012601309840,Georg Obst,German Reich
Q1505605,6000000008341820350,Georg Petschek,Austria
Q1505780,6000000036319979549,Georg Rosenow,Germany
Q1505843,6000000003159077159,Georg Scheller,Germany
Q1505894,6000000025084186010,Georg Schnath,Germany
Q1505968,6000000029093341064,Georg Schwarzenberger,United Kingdom
Q1506028,6000000073953500006,Georg Sobernheim,Germany
Q1506401,6000000099963235857,Georg Wilhelm August Sell,
Q15064687,6000000208351833899,Philipp Franz Breitenbach,
Q1506664,6000000018411554722,Georg von Petersenn,Germany
Q1506709,6000000078060577106,Georg von Venediger,Germany
Q1506815,6000000002205136131,George Abram Miller,United States
Q15068519,6000000149633412951,Vasily Kashkadamov,Russian Empire
Q1507000,6000000032764141258,George Bernard Flahiff,Canada
Q15071030,6000000201829587831,Vasily Lebedev,Russian Empire
Q1507220,6000000020008805302,George Dewey Clyde,United States
Q15072522,6000000047131194979,Dmitri Egorovitch Min,Russian Empire
Q1507337,6000000040410333531,George Feher,United States
Q1507369,6000000010940955020,George Francis Train,United States
Q15074489,6000000018132663232,Vladimir Musselius,Russian Empire
Q1507562,6000000167383136976,George Herbert Bailey,United Kingdom of Great Britain and Ireland
Q1507595,6000000026173802432,Jakob Beckenkamp,Germany
Q1507678,6000000179830491857,Georg Popják,United Kingdom
Q1507861,6000000043457878823,George Martin Lane,United States
Q15078807,6000000143553205897,Angelico Prati,Italy
Q15078921,6000000004124548737,Joe Cremona,United Kingdom
Q15079271,6000000210412115831,Û.G. Simonov,Soviet Union
Q1508278,6000000199721419829,Georg Stefansky,United States
Q1509820,6000000012914669181,Gerald Feldman,United States
Q1510375,6000000028067294245,Hermann Theodor Simon,German Reich
Q1510936,6000000012135484248,Jean-Luc Pépin,Canada
Q1511233,6000000040679616715,Gerhard Alexander Leist,Germany
Q1511264,6000000139375216847,Gerhard Baader,Germany
Q1511440,6000000022795191630,Gerhard Coccejus,Germany
Q1511496,6000000077136329472,Gerhard Dulckeit,Germany
Q1511649,6000000017793681359,Gerhard Graubner,Germany
Q15118973,6000000049265973943,Aziz Sancar,Turkey
Q15120961,6000000128693001950,Grant Willson,United States
Q1512486,6000000071639122911,Gerhard Scholz,Germany
Q15129866,6000000001843099477,Henry Williamson Haynes,United States
Q1513008,347187857800012563,Róbert Bak,Hungary
Q15135723,6000000034536186986,Egon Weiß,Austria
Q151394,6000000084372128032,António de Oliveira Salazar,Portugal
Q1514385,6000000059773504851,Gernot Eder,Austria
Q1514544,6000000137807151822,Gerolamo Boccardo,Kingdom of Italy
Q15147440,6000000188680011728,Nikolay Suvorov,Russian Empire
Q151476,6000000180747151832,Robert von Schneider,Austria
Q1514762,6000000032581480502,Gerrit Grijns,Kingdom of the Netherlands
Q1514782,6000000072335166911,Gerrit Mannoury,Kingdom of the Netherlands
Q15147875,6000000198803467833,,Russian Empire
Q15155414,6000000069131731840,József Erdődi,Hungary
Q1516855,6000000060907349906,Karl Gallwitz,Germany
Q151746,6000000041160050952,François Englert,Belgium
Q1517834,6000000058342540944,Will Héraucourt,Germany
Q151833,6000000041158472295,Robert Brout,United States
Q15207663,6000000033724578685,Robert Parris,United States
Q1520967,6000000163566181821,Hermann Vetters,Austria
Q1522032,6000000157380033990,Giacinto Bosco,Italy
Q1522269,6000000015896566917,Gian Carlo Wick,Italy
Q1523584,6000000027917451025,M. H. Abrams,United States
Q15238469,6000000142740589822,Camillo De Lellis,Italy
Q1525437,6000000079316402821,Ludwik Gross,United States
Q1525438,6000000091183191837,Giorgio Colli,Italy
Q1525531,6000000026812447104,Giorgio Piccardi,Italy
Q1526333,6000000166692933834,Giovanni Ponti,Italy
Q1526339,6000000158130084834,Giovanni Pugliese Carratelli,Italy
Q1527699,6000000025645435531,Wolfgang Denk,Austria
Q15279429,6000000030303076802,Laszlo Varga,United States
Q1527985,6000000145520326863,Giulio Bertoni,Kingdom of Italy
Q1528163,6000000156940256823,Giuseppe Belluzzo,Italy
Q1528224,6000000054372126903,Hans Gottfried von Stockhausen,Germany
Q1528676,6000000142889995054,Giuseppe Toniolo,Kingdom of Italy
Q15300679,6000000166715323822,Paolo Emilio Bensa,Kingdom of Italy
Q15301994,6000000079819579132,Hermann Dürck,German Reich
Q1531013,6000000030579414854,Myles Brand,United States
Q1531071,6000000139317172801,Glenn James,United States
Q1531480,6000000013515394192,Hans Pringsheim,German Reich
Q153160,6000000103707035829,Moritz Schreber,Kingdom of Saxony
Q1531803,6000000030708378073,Gotthilft Studnitz,Germany
Q153201,6000000030008006458,John Robert Schrieffer,United States
Q1532586,6000000024207739062,Jacques Borelius,Sweden
Q1536134,6000000064490222827,Johann Samuel Trommsdorff,Germany
Q15389591,6000000129668439861,Tamara Dembo,United States
Q1539441,6000000024515739221,Gottfried Schramm,Germany
Q1539559,6000000175750945854,Gottfried von Feder,Germany
Q1539924,6000000073125297058,Gottlob Friedrich Lipps,German Reich
Q15407328,6000000074749667833,Raymond Garcin,France
Q15407451,6000000179443132832,Willem Paerels,Belgium
Q15407689,6000000039575547370,Gerhard Hosemann,Germany
Q15410427,6000000141001373887,Sarah Zappulla Muscarà,Italy
Q154260,6000000024364520106,Oskar Kokoschka,Austria
Q15428214,6000000013724773160,Friedrich Kitzinger,German Reich
Q15428507,5477700527030129807,Paul Mamroth,German Reich
Q15428573,6000000022301190314,Johann Bacmeister,Germany
Q15428954,6000000180779724826,Egbert Braatz,German Reich
Q15429151,6000000007389493824,Joseph Rubino,Germany
