geni_id,qid,geni_cjk_name,wikidata_ja,wikidata_zh,wikidata_ko,wikidata_en
6000000012967226176,Q22812632,嶷 成功 孔,,孔嶷,공억,Kong Ni
6000000012967245121,Q22812636,乘 敬山 孔,,孔乘,,Kong Cheng
6000000012967251172,Q1147803,伋 孔,子思,孔伋,자사,Zisi
6000000012967255967,Q10944422,福 孔,孔福 (前漢),孔福,공복,Kong Fu
6000000012967275156,Q22812635,鮮 鮮之 孔,,孔鮮,,Kong Xian
6000000012967276191,Q22812633,撫 孔,,孔撫,공무,Kong Fu
6000000012967278186,Q22812622,武 子威 孔,,孔武,,Kong Wu
6000000012967300599,Q22812629,讚 孔 | 孔讚,,孔赞,공찬,Kong Zan
6000000012967304091,Q10944537,霸 次孺 孔,孔覇,孔霸,공패,Kong Ba
6000000012967305625,Q10108931,穿 孔,孔穿,孔穿,,Kong Chuan
6000000012967326556,Q10944464,謙 孔,孔斌,孔谦,,Kong Qian
6000000012967332540,Q22812627,損 君益 孔,,孔損,공손,Kong Sun
6000000012967336646,Q22812628,曜 君曜 孔,,孔曜,공요,Kong Yao
6000000012967336680,Q22812631,震 伯起 孔,,孔震,공진,Kong Zhen
6000000012967351909,Q22812620,白 孔,,孔白,,Kong Bai
6000000012967352005,Q22812640,長孫 孔,,孔長孫,,Kong Zhangsun
6000000012967356967,Q15924364,嗣悊 孔,,孔嗣哲,,Kong Sizhe
6000000012967356972,Q22812642,崇基 孔,,孔崇基,,Kong Chongji
6000000012967359906,Q22812623,延年 孔,,孔延年,공연년,Kong Yannian
6000000012967402827,Q22812638,文泰 孔,,孔文泰,,Kong Wentai
6000000012967402833,Q22812639,渠 孔,,孔渠,,Kong Qu
6000000012967410661,Q22812641,德倫 大經 孔,,孔德倫,,Kong Delun
6000000012967608603,Q7240164,鯉 伯魚 孔,孔鯉,孔鲤,,Kong Li
6000000012967668576,Q10944446,騰 孔,,孔腾,,Kong Teng
6000000012967671413,Q22812634,懿 孔,,孔懿,,Kong Yi
6000000012967677450,Q10944341,房 孔,,孔房,공방,Kong Fang
6000000012967686435,Q22812637,靈珍 孔,,孔靈珍,,Kong Lingzhen
6000000012967687548,Q22812630,羨 子餘 孔,,孔羨,공선,Kong Xian
6000000012967698299,Q10944385,求 孔,,孔求,,Kong Qiu
6000000012967698304,Q22812621,箕 孔,,孔箕,,Kong Ji
6000000012967705264,Q22812682,忠 子貞 孔,,孔忠,,Kong Zhong
6000000012967717254,Q22812625,均 長平 孔,,孔均,공균,Kong Jun
6000000012974243474,Q22812626,志 道甫 孔,,孔志,공지,Kong Zhi
6000000012977074008,Q11091470,曾憲植 | 憲植 曾,,曾宪植,쩡셴즈,Zeng Xianzhi
6000000012977245979,Q78083157,紀官 劍龍 湖南湘鄉 | 紀官 劍龍 湖南湘鄉 六,,曾纪官,,
6000000012977282998,Q30610932,紀芬 湖南湘鄉 | 紀芬 湖南湘鄉 六,,曾紀芬,,Zeng Jifen
6000000012977293772,Q65032765,紀梁 介石 湖南湘鄉,,曾紀梁,,Zeng Jiliang
6000000012977365790,Q65032741,廣祚 湖南湘鄉,,曾廣祚,,Zeng Guangzuo
6000000012977391636,Q78083395,昭和 曾,,曾昭和,,
6000000012977484356,Q133281715,紀耀 仲坤 湖南湘鄉 | 紀耀 仲坤 湖南湘鄉 二,,曾紀耀,,
6000000012979098751,Q24835105,亓官,幵官氏,亓官氏,,Qiguan Shi
6000000012996575818,Q439138,,ガルシア・フェルナンデス,加西亚·费尔南德斯,,García Fernández of Castile
6000000012996889204,Q509637,,サンチョ・ガルシア (カスティーリャ伯),桑乔·加西亚,,Sancho García of Castile
6000000013003314172,Q1247876,,,君士坦丁·安格洛斯,,Konstantinos Angelos
6000000013019190312,Q887899,,へトゥム2世,海屯二世,,"Hethum II, King of Armenia"
6000000013020632779,Q548798,,,阿歷克塞·科穆寧,,Alexios Komnenos
6000000013022286973,Q354770,,アーデルハイト・フォン・ブラウンシュヴァイク＝グルーベンハーゲン,,,Adelaide of Brunswick
6000000013054651337,Q888092,,レヴォン4世,萊翁三世（奇里乞亞）,,Leo III
6000000013071953708,Q2494512,,ヴォロディームィル・オーリヘルドヴィチ,弗拉迪米爾·奧格多維奇,,Vladimir Olgerdovich
6000000013093047464,Q61169,,エーバーハルト・ルートヴィヒ,埃伯哈德·路德維希,,"Eberhard Ludwig I, Duke of Württemberg"
6000000013134537528,Q2556461,,,伊萊·泰瑞,,Eli Terry
6000000013155027604,Q324792,,,弗里德里希·路德维希,,"Frederick Louis, Prince of Hohenzollern-Hechingen"
6000000013157063808,Q378356,徵 玄成 鉅鹿曲城,魏徴,魏徵,위징,Wei Zheng
6000000013165819905,Q1238208,,ピーター・ヴィヴィアン・ダニエル,彼得·维维安·丹尼尔,피터 V. 대니얼,Peter Vivian Daniel
6000000013175648677,Q965246,,,馬丁·加西亞·歐涅茲·德·洛約拉,,Martín García Óñez de Loyola
6000000013204919137,Q537235,,ティトゥス・フラウィウス・サビヌス,提圖斯•弗拉維烏斯•薩比努斯,,Titus Flavius Sabinus
6000000013239402193,Q7349137,,ロバート・ラドクリフ,,,"Robert Radclyffe, 5th Earl of Sussex"
6000000013240192478,Q468031,,オットー2世 (ハプスブルク伯),奧托二世,,"Otto II, Count of Habsburg"
6000000013261141618,Q983084,,ジャン1世,埃诺伯爵约翰一世,,"John I, Count of Hainaut"
6000000013270430121,Q321325,,アントニオ・デ・ポルトゥガル,克拉圖修道長安東尼奧,동 안토니우,"António, Prior of Crato"
6000000013279212949,Q544166,,シャルル1世・ド・ブルボン (ルーアン大司教),查理·波旁,,"Charles, Cardinal de Bourbon"
6000000013279400970,Q682207,,フランソワ・ド・ブルボン,弗朗索瓦,프랑수아 드 부르봉,François de Bourbon
6000000013300915679,Q455255,,ゾフィア・ヤギェロンカ,索菲亞·雅蓋隆卡,,"Sophia Jagiellon, Duchess of Brunswick-Lüneburg"
6000000013301302772,Q4333471,,オレーグ・イヴァノヴィチ,奥列格·伊凡诺维奇,,Oleg II of Ryazan
6000000013331157405,Q699199,生 愛新覺羅,愛新覚羅慧生,慧生,,Huisheng
6000000013331296246,Q109173757,石霞 怡瑩 唐 | 石霞 怡瑩 唐 十,唐石霞,唐石霞,,Tang Shi-xia
6000000013334507592,Q265460,,マルガレーテ・フォン・ルクセンブルク,盧森堡的瑪格麗特,,"Margaret of Bohemia, Queen of Hungary"
6000000013342377864,Q698123,,ギヨーム・ド・クロイ,,,William de Croÿ
6000000013342386873,Q721509,,フィリップ3世・ド・クロイ,,,"Philipe de Croÿ, Duke of Aerschot"
6000000013342487547,Q4723,,シャルル2世・ド・クロイ,,,Charles II de Croÿ
6000000013342499646,Q2467063,,アンリ・ド・クロイ,,,Henry de Croÿ
6000000013342502671,Q935822,,フィリップ2世・ド・クロイ,阿爾喬特公爵菲利普二世,,Philippe II de Croÿ
6000000013345367612,Q784324,,,卡西姆·伊本·莫哈末,,Qasim ibn Muhammad
6000000013345449599,Q2401633,,,阿布德·阿拉·伊本·莫哈末,,Abd-Allah ibn Muhammad
6000000013350109352,Q3130477,,,西居爾·列彬,,Sigurd Ribbung
6000000013413827258,Q4667741,,,阿比库斯诺·佐克罗苏约索,,Abikusno Tjokrosujono
6000000013440472927,Q325908,,ヨハン・ヴァイクハルト・フォン・アウエルスペルク,,,Johann Weikhard of Auersperg
6000000013503946568,Q2288810,,トダ・アスナレス,,,Toda of Pamplona
6000000013567302988,Q10869034,勝 子姓,,世子胜,,Prince Sheng
6000000013567421999,Q10944401,嘉 孔父 子姓,,孔父嘉,,Kong Fujia
6000000013567576377,Q15939908,子姓 | 防叔 子姓,防叔,防叔,방숙,Fang shu
6000000013567653171,Q11093231,木 金父 子姓,,木金父,목금보,Mu Jinfu
6000000013567666036,Q15940896,睾 祁父 子姓,,祁父,기보,Qi Fu
6000000013567681047,Q11123538,正 考父 子姓,,正考父,,Zheng Kaofu
6000000013567684089,Q10947776,周 宋父 子姓,,宋父周,,Song Fu Zhou
6000000013575564861,Q880235,,エズバート,埃德伯特,,Eadberht
6000000013591617159,Q172502,,フョードル・ロスチスラヴィチ,费奥多尔·罗斯季斯拉维奇,,Theodore the Black
6000000013765885870,Q2502260,,ブリャチスラフ・ヴァシリコヴィチ,,,Briachislav Vasilkovich
6000000013766131859,Q13478526,,ヴァシリコ・ブリャチスラヴィチ,,,Vasilko Bryachislavich
6000000013860461844,Q107028308,丞 曾,,曾丞,,
6000000013860573802,Q107028264,曾煬 | 煬 曾,,曾煬,,
6000000013860591279,Q107028277,略 曾,,曾略,,
6000000013869501655,Q8018941,,ウィリアム・ステュアート,,,William Stuart
6000000013869716667,Q11091436,貞幹 國葆 季洪 湖南湘鄉 | 国葆,曽貞幹,曾国葆,,Zeng Guobao
6000000013869857183,Q63258241,紀壽 岳崧 湖南湘鄉 | 紀壽 岳崧 湖南湘鄉 三,,曾纪寿,,Zeng Jishou
6000000013873799917,Q11091615,昭檆 約農 曾,,曾約農,,Beauson Tseng
6000000013874366325,Q78083316,廣江 湖南湘鄉,,曾广江,,
6000000013925055516,Q1152252,,フランチェスコ・ジウンタ,,,Francesco Giunta
6000000013937029127,Q826731,,ハインリッヒ・ブラウン,,,Heinrich Braun
6000000013978962581,Q2053583,,ジャン・ドゥ・ブロス,让·德·布罗斯,,Jean de Brosse
6000000014013164881,Q653617,,ゴンサロ・フェルナンデス,,,Gonzalo Fernández of Castile
6000000014048981091,Q969836,,ジーン2世,,,Jean II de Croÿ
6000000014049176070,Q585207,,,科羅伊主教,,William de Croÿ
6000000014062182018,Q2550262,,ウィリアム・ナッソー・ド・ザイレステイン,,,"William Nassau de Zuylestein, 1st Earl of Rochford"
6000000014072052345,Q2669826,,ヤヌシュ・キシュカ,亚努什·基什卡,,Janusz Kiszka
6000000014113477910,Q66087013,,アンヌ・ド・クロイ,,,
6000000014163322246,Q961910,,ジャン＝トマ・アリジ・ド・カサノバ,让-图桑·阿里吉·德·卡萨诺瓦,,Jean-Toussaint Arrighi de Casanova
6000000014169164920,Q97035,,ハインリヒ2世,亨利二世,,"Henry II, Count of Reuss-Gera"
6000000014170572042,Q4305604,,ムスチスラフ・ロスチスラヴィチ,,,Mstislav Rostislavich of Smolensk
6000000014191812496,Q262257,,,斯坦尼斯瓦夫·基什卡,,Stanisław Kiszka
6000000014192291815,Q4458172,,,提图斯·姆斯季斯拉维奇,,Tit Mstislavovich
6000000014192696005,Q4281666,,マリア,,,Mariya Dmitriyevna
6000000014205835197,Q104681082,,,亨利二世 (羅伊斯-格拉-薩爾堡),,Heinrich II. Reuß
6000000014207901274,Q323050,,,小亨利十世,,"Heinrich X, Count of Reuss-Ebersdorf"
6000000014258770592,Q4201169,,シティ・ハルティナ,西蒂·哈蒂娜,시티 하르티나,Tien Soeharto
6000000014322509720,Q3624485,,ガイウス・ユリウス・アルケラオス・アンティオコス・エピファネス,,,Gaius Julius Archelaus Antiochus Epiphanes
6000000014340850208,Q7820518,,,托馬斯·桑切斯,,Tomás Sánchez
6000000014349103206,Q10324514,,マヌエル・テレシュ・ダ・シウヴァ,,,Manuel Teles da Silva
6000000014409151791,Q7788650,,トマス・クーツ,,,Thomas Coutts
6000000014528343325,Q4792879,,アルマー・ローリー＝コリー,,,"Armar Lowry-Corry, 1st Earl Belmore"
6000000014586454702,Q2426845,,ウンム＝クルスーム・ビント＝ムハンマド,乌姆库勒苏姆,,Umm Kulthum bint Muhammad
6000000014607339824,Q71372,,リリー ブラウン,,릴리 브라운,Lily Braun
6000000014607554303,Q98453,,オットー・ブラウン,,,Otto Braun
6000000014643422327,Q4003107,,,符騰堡-諾伊恩比格的烏爾里希,,Ulrich of Württemberg-Neuenbürg
6000000014685164467,Q2464985,,ジーギマンタス・カリブタイティス,,,Sigismund Korybut
6000000014685780095,Q20820559,,ヴァシリー・ミハイロヴィチ (カシン公3世),,,Vasiliy Mikhailovich of Kashin
6000000014756488073,Q9311574,,ホドリゴ・アネシュ・デ・サー・アルメイダ・イ・メネゼシュ,,,Rodrigo Almeida e Menezes
6000000014761557537,Q371390,,コンラード3世オタ,康拉德二世 (波希米亞),콘라트 2세,"Conrad II, Duke of Bohemia"
6000000014807756143,Q544413,,パヨ・エンリケス・デ・リヴェラ,,,Payo Enríquez de Rivera
6000000014808072201,Q75392922,,ユリア・フォン・モンテヌーヴォ侯女,,,Princess Julia of Montenuovo
6000000014887434285,Q61177388,,ルイーズ・ド・ルクセンブルク,,,
6000000014911501583,Q2982824,,アルベルタス・ヴァイティエクス・マンヴィーダス,,,Albertas Manvydas
6000000014912544380,Q2607497,,ヨナス・マンヴィーダス,,,Jonas Manvydas
6000000014913046823,Q476670,,,蘭貝爾二世 (魯汶),,"Lambert II, Count of Louvain"
6000000014925718454,Q2607489,,アルベルタス・ヨナイティス・マンヴィーダス,,,Albertas Jonaitis Manvydas
6000000014928544038,Q349556,,ボエモン7世,博希蒙德七世,,"Bohemond VII, Count of Tripoli"
6000000014934803104,Q75864,,ヴァシーリー・ウダロイ,瓦西里·乌达洛伊,,
6000000014993996932,Q3556314,,,韋里西莫·德·倫卡斯特雷,,Veríssimo de Lencastre
6000000015051011866,Q107722,,アンナ・フォン・ブラウンシュヴァイク＝リューネブルク,布倫瑞克-呂訥堡的安娜,,Anna of Brunswick-Lüneburg
6000000015051550688,Q3498458,,,切申的謝莫維特,,Siemowit of Cieszyn
6000000015065329634,Q630794,,リカルド・ディ・サレルノ,,,Richard of Salerno
6000000015092991908,Q699488,,フェルナンド・フランチェスコ・ダヴァロス,費爾南多·德·阿瓦洛斯,,Fernando d'Avalos
6000000015093736403,Q670504,,アルフォンソ・ダヴァロス,阿方索·德·阿瓦洛斯,알폰소 다발로스,Alfonso d'Avalos
6000000015099254399,Q2480487,,メンシア・デ・メンドーサ,,,Mencía de Mendoza y Fonseca
6000000015100832514,Q2631018,,,埃爾科萊·貢扎加,,Ercole Gonzaga
6000000015100841382,Q693603,,フェランテ1世・ゴンザーガ,費蘭特·貢扎加,페란테 곤차가,Ferrante Gonzaga
6000000015110133775,Q1832646,,シャルル・フィリップ・ド・クロイ,,,"Charles Philippe de Croÿ, Marquis d’Havré"
6000000015110133792,Q102861886,,レンティ侯爵夫人アンヌ・ド・クロイ,,,"Anne de Croÿ, Marquise de Renty"
6000000015110424892,Q22919567,,フィリップ1世・ド・クロイ,,,Phillippe I de Croÿ
6000000015135711939,Q71961,,,拿騷-迪倫堡的亨德里克,,"Henry, Prince of Nassau-Dillenburg"
6000000015157438828,Q1508496,,ジョージ・ウォーカー,,,George Walker
6000000015163883728,Q10826855,,,巴登的安娜·瑪麗亞,,Anna Maria of Baden
6000000015164383354,Q1366369,,ジュリオ・デッラ・ローヴェレ,朱利奧·德拉·羅維雷,,Giulio della Rovere
6000000015169794138,Q2580209,,ウィリアム・パリッシュ・チルトン,威廉·帕里什·奇爾頓,,William Parish Chilton
6000000015180189518,Q71772,,エルンスト・ボギスラフ・フォン・クロイ,,,Ernst Bogislaw von Croÿ
6000000015180408057,Q2336486,,シャルル・アレクサンドル・ド・クロイ,,,"Charles Alexandre de Croÿ, Marquess of Havré"
6000000015210027883,Q3663485,,カテリーナ・アングイッソラ,卡特琳娜·安吉索拉,,Caterina Anguissola
6000000015212208636,Q2574342,,,奧貝托一世,,Oberto I
6000000015212276497,Q556397,,,奧斯威辛的普熱梅斯瓦夫,,Przemysław of Oświęcim
6000000015212279774,Q16162245,,,藩侯阿达尔贝托,,"Adalberto III, the Margrave"
6000000015212683906,Q571457,,,波列斯瓦夫二世 (切申公爵),,"Bolesław II, Duke of Cieszyn"
6000000015228280204,Q3659453,,,卡洛·貢扎加 (1523-1555),,Carlo Gonzaga
6000000015260177936,Q75366968,,フランツィスカ・キンスキー伯爵夫人,,,Countess Franziska Kinsky
6000000015263322565,Q4946464,,エリーザベト・マグダレーナ・フォン・ポンメルン,波美拉尼亞的伊莉莎白·瑪格達列娜,,Elisabeth Magdalena of Pomerania
6000000015272587949,Q479510,,,約翰·格奧爾格,,"John George, Prince of Hohenzollern-Hechingen"
6000000015287915083,Q875700,,,約翰·法蘭斯·戴希德拉圖斯,,"John Francis Desideratus, Prince of Nassau-Siegen"
6000000015290869512,Q2039358,,,紹姆堡的奧托四世,,Otto IV of Schaumburg
6000000015292449558,Q33772,甫 子美 京兆杜陵,杜甫,杜甫,두보,Du Fu
6000000015319898890,Q1125744,,グリエルモ8世,古列爾莫八世·帕雷歐羅哥,굴리에모 8세 델 몬페라토,"William VIII, Marquess of Montferrat"
6000000015320169726,Q3755909,,,納瓦拉的瑪麗,,Marie de Foix
6000000015331464653,Q1330397,,エリーザベト・フォン・バイエルン,,,Elisabeth von Bayern
6000000015377545334,Q2017913,,ユーグ1世,阿波利亞的于格一世,,Hugh I of Arborea
6000000015386971378,Q780637,,,安東內羅·山塞維利諾,,Antonello Sanseverino
6000000015387768954,Q6138202,,ジェームズ・ロング,,,James Long
6000000015440182104,Q265849,,カタリーナ・フォン・ブランデンブルク,布蘭登堡的卡塔里娜,카타리나 폰 브란덴부르크,Catherine of Brandenburg
6000000015469103181,Q473543,,シャルル・トマ・ド・ロレーヌ,沃代蒙親王夏爾·托馬,,"Charles Thomas of Lorraine, Prince of Vaudémont"
6000000015487727825,Q164377,,モーリッツ・ハインリヒ,莫里茲·海因里希 (拿騷-哈達馬爾),,"Maurice Henry, Prince of Nassau-Hadamar"
6000000015487847348,Q831840,,フランツ・アレクサンダー,弗朗西斯·亚历山大,,"Francis Alexander, Prince of Nassau-Hadamar"
6000000015492866853,Q1597257,,ハインリヒ・フランツ・フォン・マンスフェルト,,,Henry Francis of Mansfeld
6000000015496074997,Q543853,,ヘロデ2世,希罗底,,Herod II
6000000015513701605,Q68331,,,利奧波德·威廉,,"Leopold Wilhelm, Margrave of Baden-Baden"
6000000015518696088,Q2890882,,アルバロ・ペレス・デ・カストロ,,,Álvaro Pérez de Castro el Castellano
6000000015521070849,Q656131,,ギヨーム・デストゥトヴィル,,,Guillaume d'Estouteville
6000000015635301804,Q2012697,,アレグザンダー・オブ・スコットランド (1264-1284),蘇格蘭王子亞歷山大,,"Alexander, Prince of Scotland"
6000000015645335137,Q7964126,,ウォルター・A・ハース・ジュニア,,,Walter A. Haas Jr.
6000000015646198900,Q131959,,フィリップ・ド・シャボー,菲利普·德·查伯特,,Philippe de Chabot
6000000015653946515,Q1050966,,キャサリン・フィリーン・シャウス,,,Catherine Filene Shouse
6000000015663753358,Q71400,,ヴォルフガング・ユリウス,,,"Wolfgang Julius, Count of Hohenlohe-Neuenstein"
6000000015712460390,Q1536020,,フィリップ・オットー・ツー・ザルム,,,"Philip Otto, Prince of Salm"
6000000015731769314,Q127734,,ユリアーナ・フォン・ハーナウ,,,Juliana van Hanau-Münzenbergen
6000000015746654214,Q2240240,,フランソワ3世・ドルレアン＝ロングヴィル,,,"François d'Orléans-Longueville, duc de Fronsac"
6000000015765297936,Q577795,,シャルル・ダルベール・ド・リュイヌ,吕伊内公爵,,Charles d'Albert de Luynes
6000000015812648445,Q924656,,ジャック・アンリ・ド・デュルフォール・ド・デュラス,雅克·亨利·德·迪尔福,,Jacques Henri de Durfort de Duras
6000000015812656590,Q3121512,,ギー・アルドンセ・ド・デュフォール・ド・ロルジェ,居伊·德·迪尔福,,Guy Aldonce de Durfort de Lorges
6000000015922368721,Q4113056,,ウラジーミル・ムスチスラヴィチ,弗拉基米尔·姆斯季斯拉维奇,,Vladimir Mstislavich
6000000015957292586,Q170182,,マリア・アンナ・フォン・ザヴォイエン,瑪麗亞·安娜 (薩伏伊),마리아 안나 디 사보이아 왕녀,Empress Maria Anna of Austria
6000000015973070193,Q5682,,ミゲル・デ・セルバンテス,米格尔·德·塞万提斯,미겔 데 세르반테스,Miguel de Cervantes
6000000016039808037,Q76329076,,,亨利四世 (羅伊斯-格拉),,Heinrich IV Graf Reuss zu Gera
6000000016061491142,Q3290232,,,馬爾科威法,,Marcova
6000000016072127364,Q466684,,,克里斯蒂安·埃伯哈德 (東菲士蘭),,"Christian Everhard, Prince of East Frisia"
6000000016115603052,Q153166,,クリスティーネ・シャルロッテ・フォン・ヴュルテンベルク,符騰堡的克莉絲汀·夏洛特,,Christine Charlotte of Württemberg
6000000016130621853,Q11364169,忠光 中山,中山忠光,中山忠光,나카야마 다다미쓰,Nakayama Tadamitsu
6000000016323959434,Q475980,,ヴィルヘルム・ルートヴィヒ,威廉·路德維希,,William Louis of Nassau-Saarbrücken
6000000016324001111,Q442947,,,約翰·路德維希 (拿騷-奧特韋勒),,John Louis of Nassau-Ottweiler
6000000016428559168,Q78784,,フリードリヒ・フェルディナント・レオポルト・フォン・エスターライヒ,奧地利的腓特烈·斐迪南,,Archduke Friedrich of Austria
6000000016434526555,Q325735,,ヨハン,約翰,,John of Nassau-Idstein
6000000016438344659,Q333843,,ポール・バラス,保羅·巴拉斯,폴 바라스,"Paul François Jean Nicolas, vicomte de Barras"
6000000016438465555,Q255635,,テレーズ・カバリュス,泰蕾莎·塔利安,,Thérésa Tallien
6000000016441255389,Q316518,,ルイ＝ガブリエル・スーシェ,路易·加布里埃尔·絮歇,루이 가브리엘 쉬셰,Louis-Gabriel Suchet
6000000016454433646,Q6533585,,マリア・アマリア・ファン・ナッサウ＝ディレンブルク,,,Amalia of Nassau-Dillenburg
6000000016467072953,Q2591850,,ドミトリユス・アルギルダイティス,德米特里·奥尔格多维奇,,Demetrius I Starshy
6000000016539228156,Q874060,,ヨハン・エルンスト・フォン・トゥーン,,,Johann Ernst von Thun
6000000016552277174,Q392632,,アゲノル・マリア・ゴウホフスキ,戈卢霍夫斯基伯爵,,Agenor Maria Gołuchowski
6000000016582726525,Q729743,,ジョルジュ・ダンボワーズ,喬治·昂布瓦斯,조르주 당부아즈,Georges d'Amboise
6000000016619131701,Q509051,,フリードリヒ (ナッサウ＝ヴァイルブルク伯),腓特烈,,Frederick of Nassau-Weilburg
6000000016619933346,Q186883,,,恩斯特·卡西米爾,,Ernest Casimir of Nassau-Weilburg
6000000016621718845,Q75581,,,斐迪南·威廉,,"Ferdinand Willem, Duke of Württemberg-Neuenstadt"
6000000016622122337,Q70926,,フリードリヒ,符騰堡-諾因施塔特的腓特烈,,"Frederick, Duke of Württemberg-Neuenstadt"
6000000016622327070,Q74837,,カール・ルドルフ,卡尔·鲁道夫,,"Carl Rudolf, Duke of Württemberg-Neuenstadt"
6000000016643963931,Q305002,,エドムンド・オブ・ラングリー,蘭利的埃德蒙,제1대 요크 공작 에드먼드,"Edmund of Langley, 1st Duke of York"
6000000016647404704,Q714736,黒田 長礼 (長禮),黒田長礼,黑田長禮,구로다 나가미치,Nagamichi Kuroda
6000000016648357339,Q1578995,黒田長久,黒田長久,黒田長久,구로다 나가히사,Nagahisa Kuroda
6000000016651884785,Q11644240,酒井 美意子 (前田) | 美意子 前田,酒井美意子,,사카이 미이코,Miiko Sakai
6000000016656575488,Q11397421,前田利嗣 | 利嗣,前田利嗣,,,Maeda Toshitsugu
6000000016657634272,Q5357768,鍋島直大 | 直大,鍋島直大,锅岛直大,나베시마 나오히로,Nabeshima Naohiro
6000000016688518758,Q45425179,閎 子春 吳郡吳縣,,陸閎,,Lu Hong
6000000016688688543,Q45425223,桓 叔文 吳郡吳縣,,陸桓,,Lu Huan
6000000016688722416,Q45426692,恭 彥祖 吳郡吳縣,,陸恭,,Lu Gong
6000000016688741429,Q45426735,璜 公伯 吳郡吳縣,,陸璜,,Lu Huang
6000000016688833266,Q45426857,眾 世業 吳郡吳縣,,陸眾,,Lu Zhong
6000000016688843270,Q45426816,親 公道 吳郡吳縣,,陸親,,Lu Qin
6000000016688843277,Q45426900,賜 思祖 吳郡吳縣,,陸賜,,Lu Ci
6000000016688906019,Q45426775,文 孝平 吳郡吳縣,,陸文,,Lu Wen
6000000016688956120,Q45425263,續 智初 會稽吳縣,陸続,陸續,,Lu Xu
6000000016688977296,Q45425304,褒 叔明 吳郡吳縣 | 褒 叔明 吳郡吳縣 三,陸褒,陸裒,,Lu Bao
6000000016689085145,Q3818137,康 季寧 吳郡吳縣 | 康 季寧 吳郡吳縣 二,陸康,陆康,육강,Lu Kang
6000000016689085149,Q45425348,紆 叔盤 吳郡吳縣 | 紆 叔盤 吳郡吳縣 一,陸紆,陸紆,,Lu Yu
6000000016691894608,Q1041879,績 公紀 吳郡吳縣,陸績,陆绩,육적,Lu Ji
6000000016692115452,Q45426405,宏 吳郡吳縣 | 宏 吳郡吳縣 一,陸宏,陸宏,,Lu Hong
6000000016697088719,Q45425389,駿 季才 吳郡吳縣 | 駿 季才 吳郡吳縣 一,陸駿,陸駿,,Lu Jun
6000000016697095787,Q45426448,叡 吳郡吳縣 | 叡 吳郡吳縣 二,陸叡,陸叡,,Lu Rui
6000000016697537425,Q378492,遜 伯言 吳郡吳縣 一,陸遜,陸遜,육손,Lu Xun
6000000016698290515,Q862768,瑁 子璋 吳郡吳縣 | 瑁 子璋 吳郡吳縣 二,陸瑁,陸瑁,육모,Lu Mao
6000000016699746684,Q45422167,融 吳郡吳縣 | 融 吳郡吳縣 二,,陸融,,Lu Rong
6000000016707215683,Q45588206,翊 吳郡吳縣,,陸翊,,Lu Yi
6000000016708955792,Q1069914,游 務觀 放翁 越州山陰,陸游,陆游,육유,Lu You
6000000016708988944,Q45358111,宰 元鈞 越州山陰,,陸宰,,Lu Zai
6000000016710031870,Q1891427,,,葡萄牙的曼努埃爾·安東尼奧,,Manuel António of Portugal
6000000016764471598,Q719440,,,吉恩·V·得·Bueil,,Jean V de Bueil
6000000016786736547,Q10285329,,フランシスコ・デ・アシス・デ・ターヴォラ,,,Francisco de Assis de Távora
6000000016925394642,Q5948949,共 子姓,湣公共,宋湣公,송 민공,Duke Min I of Song
6000000016925422854,Q11066329,何 弗父 子姓,弗父何,弗父何,,Fu Fu He
6000000016925433518,Q735420,羡 子姓,帝乙,帝乙,제을,Di Yi
6000000016925447297,Q855836,衍 子姓,微仲衍,微仲,미중연,Weizhong Yan
6000000016925467044,Q5949181,申 子姓,丁公,宋丁公,송 정공,Duke Ding of Song
6000000016925474001,Q5948927,稽 子姓 | 宋公稽,宋公稽,宋公稽,송공 계,"Ji, Duke of Song"
6000000016951912208,Q1299666,,フランツ・カール・フォン・ザクセン＝ラウエンブルク,法蘭茲·卡爾,,Francis Charles of Saxe-Lauenburg
6000000016991499927,Q2302904,,,黑森-卡塞爾的索菲,,Landgravine Sophie of Hesse-Kassel
6000000016991536419,Q571442,,フィリップ1世,腓力一世 (紹姆堡-利珀),,"Philip I, Count of Schaumburg-Lippe"
6000000016998243602,Q529419,,ジャン・ド・ロゾン,,,Jean de Lauson
6000000017177761816,Q355455,,ナフマニデス,納賀蒙尼德,,Nahmanides
6000000017319759806,Q683340,,ゴドフロワ2世 (下ロタリンギア公),戈德弗鲁瓦二世,,"Godfrey II, Duke of Lower Lorraine"
6000000017368436541,Q469397,,ルートヴィヒ1世 (ヘッセン方伯),路德維希一世,,Louis I
6000000017436661301,Q451972,,ジュディッタ・グリージ,,주디타 그리시,Giuditta Grisi
6000000017437022452,Q287344,,ジュリア・グリジ,,줄리아 그리시,Giulia Grisi
6000000017477217096,Q22918440,,アントワーヌ3世・ド・クロイ,,,"Antoine de Croy, Prince de Pocien"
6000000017522820282,Q11097477,璋 隴西狄道 | 璋 隴西狄道 四,李璋 (北周),李璋,,Li Zhang
6000000017532877902,Q2633993,,マンクヌゴロ7世,,,Mangkunegara VII
6000000017544381125,Q2196457,,マンクヌゴロ4世,,,Mangkunegara IV
6000000017547294993,Q1414,,ガルバ,塞尔维乌斯·苏尔皮基乌斯·加尔巴,갈바,Galba
6000000017547984176,Q10484733,毗牒 臨潢 | 耶律毗牒,,耶律毗牒,,Yelü Pidie
