geni_id,qid,geni_cjk_name,wikidata_ja,wikidata_zh,wikidata_ko,wikidata_en
1354718,Q168691,,ヴィットーリオ・エマヌエーレ2世,维托里奥·埃马努埃莱二世,비토리오 에마누엘레 2세,Victor Emmanuel II of Italy
1354801,Q434077,,ナポレオン・ジョゼフ・シャルル・ポール・ボナパルト,拿破崙親王,나폴레옹 조제프 샤를 폴 보나파르트,"Prince Napoléon-Jérôme, Prince Napoléon"
2233799,Q7174248,,ピーター・ギンベル,,,Peter Gimbel
2430192,Q182840,,ルイ2世,路易二世,루이 2세,Louis the Stammerer
283181900190003966,Q271376,,アメストリス (ペルシア王妃),阿美司妥利斯,,Amestris
288390320120001964,Q3301,,カール・マルテル,查理·马特,카를 마르텔,Charles Martel
289320932760007122,Q6250312,,ジョン・ネヴィル,,,John Neville
2915061,Q273773,,ロロ,徒步王羅倫,롤로,Rollo
294507970270007973,Q155473,,カタリーナ・フォン・ベーメン,波希米亚的凯瑟琳,,Catherine of Bohemia
298740371650007964,Q1819709,,レオポルト2世・フォン・ハプスブルク,,,"Leopold II, Duke of Austria"
298741096650002960,Q664454,,ヘンリク6世ドブルィ,亨里克六世,,Henry VI the Good
298742409800006343,Q156404,,ルドルフ4世,魯道夫四世,,Rudolf IV
299079241680007968,Q651883,,カール・ヨーゼフ・フォン・ロートリンゲン,洛林的查理-約瑟夫,,Charles Joseph of Lorraine
299466839860007954,Q793616,,カール (ヴェステルイェートランド公),奥斯卡·卡尔·威廉,베스테르예틀란드 공작 칼 왕자,"Prince Carl, Duke of Västergötland"
300340430900007929,Q604419,,マリア・ホセファ・デ・ボルボン,瑪麗亞·約瑟法 (西班牙),,Infanta Maria Josefa of Spain
300537894950005354,Q692265,,ジェローム・ナポレオン・ボナパルト,杰羅姆·拿破崙·波拿巴,,Jérôme Napoleon Bonaparte
302030903370006491,Q234734,,大ファウスティナ,大福斯蒂娜,대 파우스티나,Faustina the Elder
302036169990003799,Q2068391,,ルピリア・ファウスティナ,鲁皮利亚,,Rupilia Faustina
302106850500001332,Q261802,,ジャヌアリア・マリア・デ・ブラガンサ,热努阿利亚公主,,"Januária, Countess of Aquila"
302107417920002914,Q2720659,,ルイジ・ディ・ボルボーネ＝ドゥエ・シチリエ,路易斯王子 (阿奎拉伯爵),,"Prince Louis, Count of Aquila"
302211628310006481,Q674757,,グナエウス・クラウディウス・セウェルス,提比略·克勞狄烏斯·塞維魯斯·普羅庫盧斯,티베리우스 클라우디우스 세베루스 프로쿨루스,Tiberius Claudius Severus Proculus
302224840050008242,Q441706,,小コルニフィキア,,안니아 코르니피키아 파우스티나 미노르,Annia Cornificia Faustina Minor
302534501490001345,Q567222,,ウェルス,,마르쿠스 안니우스 베루스 카이사르,Marcus Annius Verus Caesar
302889610110005663,Q7241575,,プレスリー・ネヴィル,,,Presley Neville
304433105310001815,Q57195,,フリードリヒ5世,腓特烈五世,프리드리히 5세,Frederick V of the Palatinate
304435320540004195,Q57989,,カール1世ルートヴィヒ,卡爾一世·路德維希 (普法爾茨),,"Charles I Louis, Elector Palatine"
306650341960001516,Q2221910,,サミュエル・ウィラード,塞繆爾·威拉德,사무엘 윌라드,Samuel Willard
3080341,Q1621801,,,本特·斯尼维尔,,Bengt Snivil
310151979050001364,Q735297,,トマス・メトカーフ,托马斯·梅特卡夫,,Thomas Metcalfe
310787864080006466,Q65878,,,約翰六世 (安哈爾特-策爾普斯特公爵),,John VI of Anhalt-Zerbst
310818848820003860,Q67155,,ヨハン,約翰一世,,"John, Duke of Brunswick-Lüneburg"
310870261240004530,Q519036,,ベアトリーチェ・ディ・シチリア (1326-1365),西西里的貝亞特麗切,,Beatrice of Sicily
311695983200008268,Q77557,,ハインリヒ・ユリウス,海因里希·尤利烏斯,,"Henry Julius, Duke of Brunswick-Lüneburg"
311701678080003943,Q91542,,エリーザベト・フォン・ブラウンシュヴァイク＝ヴォルフェンビュッテル,不倫瑞克-沃爾芬比特爾的伊莉莎白,,"Elisabeth of Brunswick-Wolfenbüttel, Duchess of Saxe-Altenburg"
311713752450007086,Q819778,,ウルリク,丹麥的烏爾里克,,Ulrik of Denmark
311714621730004586,Q452932,,ヘゼヴィ,丹麥的海德薇希,,Hedwig of Denmark
311748967320008232,Q69987,,クリスティアン・ルートヴィヒ,克里斯蒂安·路德維希,,"Christian Louis, Duke of Brunswick-Lüneburg"
311788525210007050,Q58773,,カール・ヴィルヘルム・フェルディナント,卡尔·威廉·斐迪南,브라운슈바이크 공작 카를 빌헬름 페르디난트,"Charles William Ferdinand, Duke of Brunswick-Wolfenbüttel"
312468491750006446,Q170179,,フリードリヒ1世,弗里德里希一世,프리드리히 1세,Frederick I of Württemberg
312473166720001563,Q170398,,ヴィルヘルム1世,威廉一世,빌헬름 1세,Wilhelm I of Württemberg
312474987850005822,Q57662,,カロリーネ・アウグステ・フォン・バイエルン,卡羅琳·奧古斯塔 (巴伐利亞),바이에른의 카롤리네 아우구스테,Caroline Augusta of Bavaria
312478266190003854,Q234257,,エカテリーナ・パヴロヴナ,葉卡捷琳娜·帕夫洛芙娜,,Catherine Pavlovna of Russia
312479826640001569,Q168674,,ゾフィー・フォン・ヴュルテンベルク,索菲,,Sophie of Württemberg
317651825030005113,Q350220,,マグヌス,馬格努斯·拉杜洛斯,망누스 3세,Magnus III of Sweden
328077168020005438,Q191789,,マーサ・ワシントン,马莎·华盛顿,마사 워싱턴,Martha Washington
337578418680004010,Q172471,,ウァレンス,瓦伦斯,발렌스,Valens
347131736630013162,Q309922,,クロタール3世 (フランク王),克洛泰尔三世,클로타르 3세,Chlothar III
347216548970004818,Q316874,,ダゴベルト2世,达戈贝尔特二世,다고베르트 2세,Dagobert II
347655337870012697,Q242746,,シグリーズ,西格麗德,시그리드 스토라다,Sigrid the Haughty
347774029580003520,Q181896,,スヴェン1世,斯温,스벤 포크발드,Sweyn I of Denmark
347803456540001332,Q134128,クヌート1世 (イングランド王),クヌート1世 (イングランド王),卡紐特大帝,크누드 대왕,Cnut the Great
347868854190012671,Q266495,,オーロフ1世 (デンマーク王),奥拉夫一世,올라프 1세,Olaf I of Denmark
348101875910005782,Q333356,,ピピン1世 (アキテーヌ王),丕平一世,아키텐의 피핀 1세,Pepin I of Aquitaine
348989271720012699,Q317933,,ユーグ大公,伟大的于格,위그 르 그랑,Hugh the Great
3518356,Q245968,,ジェームズ・ステュアート＝ワートリー＝マッケンジー,,,James Stuart-Wortley-Mackenzie
353464201260013082,Q777417,,エーリング・ステインベグ,厄爾林·斯泰因維格,,Erling Steinvegg
353466568960001728,Q888200,,インゲ・マグヌソン,英格·馬格努森,,Inge Magnusson
355281657880011354,Q1883688,,スウェーデン王女インゲボー,,,Ingeborg Magnusdotter of Sweden
356575805210011493,Q888209,,ホーコン若王,幼王哈康,,Haakon the Young
359281527140013083,Q210564,,ミカエル7世ドゥーカス,米海尔七世,미카엘 7세,Michael VII Doukas
3602493,Q452699,,エーリヒ2世,埃里克二世,포메라니아 공작 에릭 2세,"Eric II, Duke of Pomerania"
361088630390012679,Q37098,,ミカエル9世パレオロゴス,米海爾九世,미카일 9세 팔레올로고스,Michael IX Palaiologos
361088850870011645,Q2579326,,リタ,亚美尼亚的里塔,,Rita of Armenia
361088998770012651,Q37063,,アンドロニコス3世パレオロゴス,安德洛尼卡三世,안드로니코스 3세,Andronikos III Palaiologos
361089507860011643,Q37070,,ヨハネス5世パレオロゴス,约翰五世,요한네스 5세 팔라이오로고스,John V Palaiologos
361242720430013551,Q329708,,マテオス・カンダクジノス,马修·坎塔库泽努斯,마타이오스 칸타쿠제노스,Matthew Kantakouzenos
361244423510011619,Q37078,,アンドロニコス4世パレオロゴス,安德洛尼卡四世,,Andronikos IV Palaiologos
361248587300001388,Q704973,,テオドロス2世パレオロゴス,狄奥多尔二世·巴列奥略,,Theodoros II Palaiologos
361250787660004588,Q660578,,テオドロス1世パレオロゴス,狄奥多尔一世·巴列奥略,,Theodoros I Palaiologos
361882907620007935,Q2622520,,ユーリー・ガリツキー,尤里·德米特里耶维奇,,Yury of Zvenigorod
361885079530012036,Q210162,,イヴァン2世,伊凡二世,이반 2세,Ivan II of Moscow
361885795230005497,Q185316,,イヴァン1世,伊凡一世,이반 1세,Ivan I of Moscow
361886414530007915,Q297102,,セミョーン,谢苗一世,시메온 이바노비치,Simeon of Moscow
361890384880013875,Q6146474,,,瓦西里·德米特里耶维奇·基尔佳帕,,Vasiliy Kirdyapa
362156517910013935,Q2498455,,ブリャチスラフ・イジャスラヴィチ,,,Bryachislav of Polotsk
362164304500001795,Q1226606,,アレクシオス・コムネノス,阿莱克修斯·科穆宁,,Alexios Komnenos
3624121,Q6032078,,,英格堡·特里格維斯多塔,,Ingeborg Tryggvasdotter
3624768,Q31721,,ハーコン・エイリークスソン,哈康·埃里克松,,Haakon Ericsson
363871132870012262,Q53435,,ミェシュコ1世,梅什科一世,미에슈코 1세,Mieszko I
363886034950010574,Q3228728,,,萊謝克,,"Leszek, Duke of Masovia"
364546674660002455,Q235591,,イザベラ・ヤギェロンカ,伊莎貝拉·亞蓋隆,,Isabella Jagiellon
364684989340012633,Q2609611,,マーガレット・ド・クレア,,,Margaret de Clare
367961528670013760,Q4759496,,アンドロニコス・ドゥーカス,安德羅尼科斯·杜卡斯_(共治皇帝),,Andronikos Doukas
367972467880002240,Q271506,,,西西里的費莉齊亞,,Felicia of Sicily
368714613840011374,Q311861,,カルロ3世,查理三世,카를로 3세,Charles III of Naples
368988617700011508,Q162356,,ジェーン・グレイ,琴·格蕾,레이디 제인 그레이,Lady Jane Grey
375777528840004741,Q379723,,ノガイ,那海,노가이 칸,Nogai Khan
375783977160004715,Q186581,术赤,ジョチ,朮赤,주치,Jochi
375784306260002721,Q720,テムジンジンギスカン | 铁木真成吉思汗 | 木真 孛兒只斤 | 成吉思汗 鐵木真,チンギス・カン,成吉思汗,칭기즈 칸,Genghis Khan
376356350590012900,Q229826,,マリア・ルドヴィカ・フォン・シュパーニエン,西班牙的瑪利亞·路易薩,스페인의 마리아 루도비카,Maria Luisa of Spain
376364131750011414,Q309605,,フェルディナンド3世,斐迪南三世,토스카나 대공 페르디난도 3세,"Ferdinand III, Grand Duke of Tuscany"
376371011260005780,Q312325,,フェルディナンド1世,费迪南多一世,페르디난도 1세,Ferdinand I of the Two Sicilies
376453679620002754,Q153688,,ウンベルト1世,翁貝托一世,움베르토 1세,Umberto I of Italy
376466138230007911,Q135631,,マルゲリータ・ディ・サヴォイア＝ジェノヴァ,瑪格麗塔 (瑪格麗塔),,Margherita of Savoy
376469227150012924,Q150642,,ヴィットーリオ・エマヌエーレ3世,维托里奥·埃马努埃莱三世,비토리오 에마누엘레 3세,Victor Emmanuel III of Italy
376469510660012902,Q96261,,ムラト1世,穆拉德一世,무라트 1세,Murad I
376470307830012909,Q459441,,フェルディナンド・アルベルト・アメデーオ・ディ・サヴォイア,熱那亞公爵費迪南多,,"Prince Ferdinand, Duke of Genoa"
376470570180012891,Q2840790,,キラツァ・マリア,克拉察,,Keratsa of Bulgaria
377260401250012347,Q1072294,,ボニファーチョ3世,波尼法喬三世,보니파초 3세 델 몬페라토,Boniface III
377260811960002204,Q453869,,アンヌ・ダランソン,阿朗松的安娜,안 달랑송,Anne d'Alençon
377622873940013790,Q2419470,,イヤゴ・アプ・ベリ,亚戈·阿普·贝利,,Iago ap Beli
377633927980013869,Q935424,,グリエルモ・ゴンザーガ,古列爾莫·貢扎加,굴리에모 1세 곤차가,Guglielmo Gonzaga
385217766960003428,Q128358,,バヤズィト1世,巴耶济德一世,바예지드 1세,Bayezid I
385233199950011938,Q59080,,マヒデヴラン・スルタン,瑪希德弗朗,,Mahidevran Hatun
385912840740007136,Q41659,,ゾエ (東ローマ皇后),佐伊女皇,조에,Zoe Porphyrogenita
385914949520010150,Q41657,,ロマノス3世アルギュロス,羅曼努斯三世,로마누스 3세,Romanos III Argyros
385935664970005621,Q30594,,コンスタンティノス9世モノマコス,君士坦丁九世,콘스탄티누스 9세,Konstantinos IX Monomachos
385953397470012188,Q41608,,コンスタンティノス7世,君士坦丁七世,콘스탄티누스 7세,Konstantinos VII
387994469540005723,Q381846,,トゥパック・ワルパ,图帕克·瓦尔帕,투팍 우알파,Túpac Huallpa
3937484325120075383,Q357435,,スヴェルチェル,老斯渥克爾,스베르케르 1세,Sverker I of Sweden
3950516705030063754,Q206123,,ハーラル1世,哈拉尔一世,하랄 1세,Harald Fairhair
3953135291130122872,Q76802,,ブルグントのアーデルハイト,意大利的雅德蕾德,,Adelaide of Italy
3967262167710039627,Q83476,,アルフレッド大王,阿佛列大帝,앨프레드 대왕,Alfred the Great
3996690188820126654,Q84201,,カール・フォン・エスターライヒ＝テシェン,卡爾大公,테셴 공작 카를,"Archduke Charles, Duke of Teschen"
3996789354360035440,Q310807,,アルブレヒト・フォン・エスターライヒ＝テシェン,阿尔布雷希特大公,,"Archduke Albrecht, Duke of Teschen"
3996823052360126946,Q1032321,,マリア・カロリーナ・フォン・エスターライヒ,奧地利的瑪麗亞·卡羅琳娜,,Archduchess Maria Karoline of Austria
4027372501320040583,Q125649,,ウィレム3世,威廉三世,빌럼 3세,William III of the Netherlands
4027499018870031172,Q160800,,アンナ・パヴロヴナ,安娜·帕夫洛芙娜,러시아의 안나 파블로브나,Anna Pavlovna of Russia
4031014472500126534,Q702732,,ヘンドリック・カシミール2世,亨德里克·卡西米尔二世,,"Prince Hendrik Casimir II, Prince of Nassau-Dietz"
4031018836520031122,Q271927,,ヘンリエッテ・アマーリエ・フォン・アンハルト＝デッサウ,亨莉埃特·阿瑪莉亞,,Princess Henriette Amalia of Anhalt-Dessau
4033341615700026163,Q317499,,ジョージ,丹麦的乔治王子,요르겐 애 단마르크 왕자,"Prince George, Duke of Cumberland"
4040216435970129981,Q167236,,フレデリック・ヘンドリック,腓特烈·亨利,프레데리크 헨드리크,Frederick Henry of Orange-Nassau
4040221674860032328,Q62511,,アマーリエ・フォン・ゾルムス＝ブラウンフェルス,所羅門-布朗費爾斯的艾瑪莉亞,,Amalia of Solms-Braunfels
4048607033120128233,Q184854,,エドワード黒太子,黑太子爱德华,흑태자 에드워드,"Edward, the Black Prince"
4075666,Q314595,,エイステイン1世,埃斯泰因一世,외위스테인 1세,Eystein I of Norway
4075734,Q343101,,マグヌス4世,馬格努斯四世,망누스 4세,Magnus IV of Norway
4076130,Q138684,,インゲ1世,英格一世 (挪威),잉에 1세,Inge I of Norway
4076230,Q316398,,ホーコン2世,哈康二世,호콘 2세,Haakon II of Norway
4076388,Q350213,,マグヌス5世,馬格努斯五世,망누스 5세,Magnus V of Norway
4077210,Q467530,,インゲボルグ,英格堡·哈康斯多塔,,Ingeborg of Norway
4077390,Q463711,,エウフェミア・アヴ・スヴェーリエ,歐菲米亞·埃里克斯多塔,,Euphemia of Sweden
4077582,Q242598,,ブランカ・アヴ・ナムール,那慕爾的布蘭卡,,Blanche of Namur
4077656,Q202266,,マルグレーテ1世,玛格丽特一世,마르그레테 1세,Margaret I of Denmark
4077704,Q313879,,オーロフ3世,奥拉夫二世·哈康松,올라프 2세,Olaf II of Denmark
4102701,Q442876,,,哈德克努特·I·奥法·丹瑪,,Harthacnut I of Denmark
4102767,Q365103,,エリク10世 (スウェーデン王),埃里克·克努特松,에리크 10세,Eric X of Sweden
4103199,Q359601,,エーリク6世 (デンマーク王),埃里克六世,에리크 6세,Eric VI of Denmark
4103266,Q3494383,,インゲビョルグ・エリクスドッティル,英格堡·埃里克斯多塔,,Ingeborg Eriksdottir of Norway
4103327,Q262204,,アグネス・フォン・ブランデンブルク,布蘭登堡的阿格尼絲,,Agnes of Brandenburg
4104041,Q157776,,ハンス,漢斯,한스,"John, King of Denmark"
4104264,Q378868,,フランチェスコ2世・スフォルツァ,弗朗切斯科二世·斯福爾扎,프란체스코 2세 스포르차,Francesco II Sforza
4104556,Q154041,,フレゼリク2世,弗雷德里克二世,프레데리크 2세,Frederick II of Denmark
4104601,Q57654,,ゾフィー・フォン・メクレンブルク,索菲,메클렌부르크의 조피,Sophie of Mecklenburg-Güstrow
4104662,Q158248,,アン・オブ・デンマーク,丹麦的安妮,덴마크의 앤,Anne of Denmark
4104731,Q153586,,クリスチャン4世,克里斯蒂安四世,크리스티안 4세,Christian IV of Denmark
4104768,Q170394,,アンナ・カタリーナ・フォン・ブランデンブルク,勃兰登堡的安娜·卡塔琳娜,브란덴부르크의 안나 카타리나,Anne Catherine of Brandenburg
4104820,Q70892,,ウルリク・フレゼリク・ギュルデンレーヴェ,,,Ulrik Frederik Gyldenløve
4104869,Q231764,,ゾフィー・アマーリエ・フォン・ブラウンシュヴァイク＝カレンベルク,索菲·阿马莉,,Sophie Amalie of Brunswick-Lüneburg
4104893,Q157793,,クリスチャン5世,克里斯蒂安五世,크리스티안 5세,Christian V of Denmark
4127756260420026840,Q166198,,マリア・パヴロヴナ,瑪麗亞·帕夫洛芙娜,마리아 파블로브나,Grand Duchess Maria Pavlovna of Russia
4128013497140049722,Q297913,,アブー＝ターリブ,阿布·塔利布·伊本·阿布德·穆塔里布,아부 탈리브,Abu Talib ibn ‘Abd al-Muttalib
4128727150810026518,Q71444,,エルンスト・カシミール,恩斯特·卡西米尔一世,에른스트 카시미르 1세,"Ernest Casimir I, Count of Nassau-Dietz"
4128900920640031644,Q71436,,ゾフィー・ヘートヴィヒ・フォン・ブラウンシュヴァイク＝ヴォルフェンビュッテル,索菲亞·海薇格,,Sophia Hedwig of Brunswick-Lüneburg
4137986493320052463,Q130586,,ジョージ4世 (イギリス王),喬治四世,조지 4세,George IV of the United Kingdom
4138652783200125692,Q167433,,キャロライン・オブ・ブランズウィック,卡羅琳,브라운슈바이크의 캐롤라인,Caroline of Brunswick
4179600881960025620,Q3756761,,ガブリエッラ・ラスポーニ・スパッレッティ,,,Gabriella Rasponi Spalletti
4179623635010025627,Q64576584,,レティツィア・ラスポーニ・ムラット,,,Letizia Rasponi Murat
4181250114820035915,Q310152,,エリク9世 (スウェーデン王),埃里克九世,에리크 9세,Eric IX of Sweden
4190875500120027949,Q235250,,エセルフリーダ,艾塞弗莉塔,애설플래드,Æthelflæd
4194842439740054741,Q982472,,ヘンリー・ボーフォート (枢機卿),亨利·蒲福,,Henry Beaufort
4194863017010128979,Q5236,,エドワード2世,爱德华二世,에드워드 2세,Edward II of England
4194887957440076070,Q111490,,ジョフロワ4世,若弗鲁瓦五世,조프루아 플랜태저넷,"Geoffrey Plantagenet, Count of Anjou"
4195082387770067939,Q232151,,メリザンド (エルサレム女王),梅利桑德,멜리장드,Melisende
4202780705000039134,Q57161,,ルートヴィヒ4世,路易四世,루트비히 4세,Louis IV of Bavaria
4202797373630036356,Q61467,,ルートヴィヒ2世,路德维希二世,,"Louis II, Duke of Bavaria"
4208879,Q130408,,ゾフィア・フォン・ナッサウ,拿騷的索菲亞,나사우의 소피아,Sophia of Nassau
4209146,Q52890,,グスタフ5世,古斯塔夫五世,구스타프 5세,Gustaf V of Sweden
4209710,Q361286,,グスタフ,古斯塔夫親王,,"Prince Gustaf, Duke of Uppland"
4209739,Q526915,,エウシェニア,尤金妮公主 (瑞典),스웨덴 공주 유셰니,Princess Eugénie of Sweden
4214000416300053987,Q697249,,フェルディナント・アルブレヒト1世,斐迪南·阿爾布雷希特一世,,"Ferdinand Albert I, Duke of Brunswick-Lüneburg"
4215182257130053771,Q130734,,ニコライ1世,尼古拉一世,니콜라이 1세,Nicholas I of Russia
4245829,Q813280,,ベアトリーチェ・デステ,埃斯特的贝亚特丽切,베아트리체 데스테,Beatrice d’Este
4259386,Q31240,,ルイーザ・ボルジア,路易絲·波吉亞（瓦倫提諾女公爵）,,"Louise Borgia, Duchess of Valentinois"
4264157822390053599,Q2651990,,イヴァン・マラドイ,年輕者伊凡,,Ivan the Young
4274386,Q247223,,フィリップ (スウェーデン王),菲里普,필리프,Philip of Sweden
4276914716400033853,Q213720,,オイゲン・フォン・ヴュルテンベルク,符騰堡的歐根,,Duke Eugen of Württemberg
4276948620390069283,Q72575,,ヴィルヘルム・フォン・ヴュルテンベルク,威廉·腓特烈·菲利普,,Duke William Frederick Philip of Württemberg
4276963799530069552,Q289520,,フリーデリケ・フォン・ヴュルテンベルク,符騰堡的弗里德里卡,,Duchess Frederica of Württemberg
4277017108190044971,Q233900,,エリーザベト・フォン・ヴュルテンベルク,符騰堡的伊莉莎白,뷔르템베르크 공녀 엘리자베트,Duchess Elisabeth of Württemberg
4280380717420045206,Q259902,,ヘルミーネ・フォン・アンハルト＝ベルンブルク＝シャウムブルク＝ホイム,赫爾敏,,Princess Hermine of Anhalt-Bernburg-Schaumburg-Hoym
4280395451010045485,Q956763,,ヘルミーネ・アマーリエ・フォン・エスターライヒ,奧地利的赫爾敏,,Archduchess Hermine of Austria
4280402990090033752,Q701103,,シュテファン・フォン・エスターライヒ,奧地利的斯特凡,,"Archduke Stephen, Palatine of Hungary"
4282286258400034419,Q369973,,ヨーゼフ・カール・フォン・エスターライヒ,奧地利的約瑟夫·卡爾,,Archduke Joseph Karl of Austria
4284989,Q291409,,マッタ・ア・ダンマーク,丹麥的瑪莎,,Martha of Denmark
4285417,Q65607,,ベアトリクス・フォン・バイエルン,巴伐利亞的碧翠絲,,Beatrice of Bavaria
4286118427370035651,Q192925,,エドガー,埃德加,에드거,Edgar of England
4290454638540043428,Q62401,,ゲオルク・フォン・オルデンブルク,格奥尔格 (奥尔登堡),,Duke George of Oldenburg
4290940757320037066,Q2709348,,エヴゲニヤ・マクシミリアノヴナ・ロマノフスカヤ,歐金妮亞·瑪希米蓮諾芙娜,,Princess Eugenia Maximilianovna of Leuchtenberg
4293237,Q315055,,カール7世,卡爾七世,칼 7세,Karl Sverkersson
4294404046250042543,Q312594,,ウィリアム1世,威廉,윌리엄 1세,William the Lion
4304466546090010445,Q11398749,久朗 加納,加納久朗,,,Hisaakira Kanō
4309768802110020118,Q5561260,,,不倫瑞克-呂訥堡的瑪蒂爾達,,Matilda of Brunswick-Lüneburg
4310105748700020120,Q103556,,ハインリヒ2世,亨利二世,하인리히 2세,"Henry II, Holy Roman Emperor"
4321093289530030615,Q1386429,,ジャック1世ダヴェーヌ,阿韋訥的詹姆斯,,James of Avesnes
4336340452760123284,Q71172,,フィリップ・ルートヴィヒ2世 (ハーナウ＝ミュンツェンベルク伯),菲利普·路德維希二世,,"Philip Louis II, Count of Hanau-Münzenberg"
4343895890810065320,Q433395,,アンナ・マリア・フランツィスカ・フォン・ザクセン＝ラウエンブルク,萨克森劳恩堡的安娜·玛丽亚·弗郎西斯卡,,Anna Maria Franziska of Saxe-Lauenburg
4363142221750073202,Q609862,,マントヴィーダス,,,Manvydas
4363152365890123437,Q2621664,,ナリマンタス,,,Narimantas
4363165195640021509,Q2041044,,パトリカス・ナリマンタイティス,,,Patrikas
4363184995560049059,Q2080596,,カリヨタス,科里亚多夫,,Karijotas
4363245702860036902,Q2669823,,タウトヴィラス・ケーストゥタイティス,,,Tautvilas Kęstutaitis
4404300239730040631,Q2411371,,ソフィーエ・エリサベト,,,Sophie Elisabeth Pentz
4410812169090066711,Q770033,,ハムザ,哈姆扎·本·阿布德·穆塔利卜,함자 이븐 압둘 무탈리브,Hamza ibn ‘Abd al-Muttalib
4414082,Q233181,,アンナ・マリーア・ルイーザ・デ・メディチ,安娜·玛丽亚·路易萨·德·美第奇,안나 마리아 루이자 데 메디치,Anna Maria Luisa de' Medici
4476035,Q7207,,エリザベス1世,伊丽莎白一世,엘리자베스 1세,Elizabeth I of England
4522459,Q11917704,,,施瓦茨堡-松德斯豪森的多蘿西亞,,Dorotea of Schwarzburg-Sondershausen
4573114,Q188943,,ヤロスラフ1世,智者雅罗斯拉夫,야로슬라프 1세,Yaroslav the Wise
4611082057000036828,Q332049,,マンコ・インカ・ユパンキ,曼科·印卡·尤潘基,망코 잉카 유팡키,Manco Inca
4611100325630047942,Q213749,,ワスカル,瓦斯卡爾,와스카르,Huascar
4635537774070073496,Q2745448,,コンスタンサ・デ・ボルゴーニャ,勃艮第的康斯坦絲,,Constance of Burgundy
4647274,Q208082,,ロベール1世,罗贝尔一世,로베르 1세,Robert I of France
4683853949840074410,Q1376588,,エルナンド・アリアス・デ・サアベドラ,赫爾南多·阿里亞斯·德·薩維德拉,,Hernando Arias de Saavedra
4687427039910030320,Q242769,,ブランシュ・ダルトワ,布兰卡,,Blanche of Artois
4694202,Q274428,,アウグスタ,丹麥的奧古絲塔公主,,Augusta of Denmark
4694693,Q57632,,マリア・フョードロヴナ,瑪麗亞·费奥多罗芙娜皇后,마리아 표도로브나,Sophie Dorothee of Württemberg
4703817009760067257,Q2917985,,,路易斯·德拉塞爾達,,Luis de la Cerda
4764222,Q600581,,,卢塔尔一世,,Leuthard I of Paris
4776154,Q58571,,グレゴリウス5世,額我略五世,교황 그레고리오 5세,Gregory V
4779460393600080864,Q66005,,クリスティアン・ルートヴィヒ・フォン・ブランデンブルク＝シュヴェート,克里斯蒂安·路德維希,,Margrave Christian Ludwig of Brandenburg-Schwedt
4781354198750075731,Q166808,,コルフィッツ・ウルフェルト,烏爾菲,,Corfitz Ulfeldt
4786136463460024221,Q61336,,フリードリヒ1世,腓特烈一世,프리드리히 1세,"Frederick I, Elector of Brandenburg"
4822428690590079857,Q1401068,,ベリ・アプ・エイリズ,贝利·阿普·埃利兹,,Beli ab Eiludd
4874380743860131374,Q2425979,,ハフサ・ハトゥン,艾謝·哈芙莎蘇丹,,Hafsa Sultan
4876305139330126068,Q2439746,,フアナ・マヌエル・デ・カスティーリャ,胡安娜·曼努埃爾,,Juana Manuel
4876333060490131136,Q2468400,,マヌエル・デ・カスティーリャ,卡斯提爾的曼紐,,Manuel of Castile
4876349803630131587,Q764421,,ベアトリス・デ・スアビア,士瓦本的伊麗莎白,,Elisabeth of Swabia
4876632757330125828,Q260831,,ムニア（ラ・マヨール）,,,
4876709487680081308,Q283561,,アルフォンソ5世,阿方索五世,알폰소 5세,Alfonso V of León
4876729152710013892,Q381250,,サンチョ・ガルセス2世,桑喬二世,,Sancho II of Pamplona
4880891073850057158,Q296863,,フェルナンド1世,斐迪南一世,페르난도 1세,Ferdinand I of León and Castile
4880903518780047045,Q878239,,ガルシーア2世 (ガリシア王),加西亞二世,가르시아 2세,García II of Galicia
4913735229900074272,Q4139580,,グレプ・スヴャトスラヴィチ (スモレンスク公),,,Gleb Svyatoslavich
4915441647200047771,Q16630592,,ウラジーミル・フセヴォロドヴィチ,,,Vladimir Vsevolodovich
4924448917970137597,Q212052,,ハイメ1世,海梅一世,하이메 1세,James I of Aragon
4924524160660049048,Q241179,,ビオランテ・デ・アラゴン,阿拉贡的比奥兰特,,Violant of Aragon
4924870419470035934,Q129308,,ジョン,约翰,존,"John, King of England"
4927683959580122814,Q723932,,ルノー1世 (ブルゴーニュ伯),雷諾一世 (勃艮第伯爵),,"Reginald I, Count of Burgundy"
4927794328070059657,Q60171,,ハインリヒ9世,巴伐利亞公爵亨利九世,,"Henry IX, Duke of Bavaria"
4927821238910067084,Q273181,,,法蘭德斯的朱迪思,,"Judith of Flanders, Countess of Northumbria"
4932522491620040585,Q2527781,,,普羅旺斯的桂菈,,Guilla of Provence
4946518870490042172,Q53441,,ボレスワフ3世クシヴォウスティ,波列斯瓦夫三世,볼레수아프 3세,Bolesław III Wrymouth
4951911868150125164,Q117846,,エルメシンダ,卡爾卡松的埃爾梅辛迪,,Ermesinde of Carcassonne
4953926232780130809,Q285508,,イヴァン・アセン3世,伊凡·阿森三世,이반 아센 3세,Ivan Asen III of Bulgaria
4954353449500028686,Q453491,,ミハイル3世シシュマン,米哈伊尔·希什曼,미하일 아센 3세,Michael Shishman of Bulgaria
4957883020510080233,Q4806856,,,伯格·埃里克斯多特,,Bergljot Haakonsdatter
