geni_id	qid	property	ours	theirs	apart	their_referenced	their_rank	their_other_values
6000000000522977268	Q645857	P570	452	401	51	yes	normal	0
6000000014013164881	Q653617	P569	863	850	13	yes	normal	0
6000000074767502109	Q6538677	P570	787	760	27	yes	normal	0
6000000074751000835	Q6539114	P570	797	757	40	yes	normal	0
6000000003897426456	Q657947	P569	1328	1324	4	yes	normal	0
6000000075374920825	Q65803845	P22	Q45422206	Q45422718	structural	yes	normal	0
6000000053733525296	Q65966762	P569	1188	1150	38	yes	normal	0
6000000003645919625	Q661181	P569	1248	1230	18	no	normal	0
6000000000437654489	Q663023	P25	Q91003	Q60650591	structural	yes	normal	0
298741096650002960	Q664454	P569	18 MAR 1284	1294	10	yes	normal	0
6000000074759622191	Q6645502	P570	574	580	6	no	normal	0
6000000024777532686	Q66534565	P22	Q1643316	Q66534696	structural	yes	normal	0
6000000001407495086	Q66660290	P25	Q122937099	Q121009276	structural	yes	normal	0
6000000003827795696	Q668970	P25	Q81085608	Q61564577	structural	yes	normal	0
6000000075345628046	Q6694900	P570	785	701	84	yes	normal	0
6000000003827445735	Q67176	P25	Q63389795	Q56587786	structural	no	normal	0
6000000028323698428	Q672163	P569	1209	1215	6	yes	normal	0
6000000001651629109	Q674931	P25	Q63389795	Q56587786	structural	yes	normal	0
6000000001288079541	Q6759536	P569	2 MAR 1545	1540	5	no	normal	0
6000000017606616647	Q6761715	P570	1463	1447	16	no	normal	0
6000000003828204054	Q684275	P26	Q107638183	Q107638147	structural	no	normal	0
6000000011927175372	Q688914	P569	870	875	5	yes	normal	0
6000000002813365232	Q69636496	P25	Q4964369	Q110303919	structural	yes	normal	0
6000000001744842862	Q697677	P569	922	1000	78	no	normal	0
6000000003645919420	Q698909	P569	-1152	-1112	40	yes	normal	0
6000000003645919420	Q698909	P570	-1056	-1050	6	yes	normal	0
6000000022700032515	Q701545	P569	667	663	4	yes	normal	0
6000000000628771629	Q701736	P26	Q787932	Q431376	structural	yes	normal	0
6000000003827963052	Q703346	P569	-254	-155	99	yes	normal	0
6000000004533635177	Q7080145	P570	1264	1201	63	yes	normal	0
6000000007456125236	Q7098377	P569	1290	1400	110	no	normal	0
6000000000769891469	Q711649	P569	1090	1050	40	yes	normal	0
6000000075344656979	Q712060	P22	Q45554691	Q45554753	structural	yes	normal	0
6000000002187600052	Q712202	P569	-125	-168	43	yes	normal	0
6000000074748177913	Q712568	P570	348	355	7	yes	normal	0
6000000019580373251	Q7126089	P569	14 APR 1925	1944	19	yes	normal	0
6000000074748192892	Q712757	P569	301	307	6	yes	normal	0
6000000074734098942	Q718222	P569	550	554	4	no	normal	0
6000000015270768241	Q7184817	P25	Q102861886	Q61177857	structural	no	normal	0
6000000041260525262	Q723447	P570	-255	-300	45	yes	normal	0
6000000001210373280	Q7351441	P569	3 JUN 1164	1101	63	yes	normal	0
6000000002125260019	Q7358266	P569	1290	1298	8	yes	normal	0
6000000005598904003	Q7365775	P570	10 MAY 1100	1071	29	yes	normal	0
6000000008799837188	Q73806	P26	Q100327211	Q273602, Q76299128	structural	yes	normal	1
6000000003828392216	Q740413	P22	Q720474	Q1229730	structural	yes	normal	0
6000000177005843822	Q74698102	P569	7 JUN 1882	1888	6	yes	normal	0
6000000012653113520	Q7488	P570	1156	1161	5	yes	preferred	1
6000000015222778756	Q75102200	P26	Q1363727	Q3568456	structural	yes	normal	0
6000000003243167090	Q75240461	P26	Q614802	Q325259	structural	yes	normal	0
6000000003243167090	Q75240461	P570	1000	1005	5	yes	normal	0
6000000006727823822	Q75246033	P570	25 SEP 1495	1468	27	yes	normal	0
6000000004533774264	Q75247087	P570	1106	1120	14	no	normal	0
6000000003318546921	Q75247727	P570	23 MAR 1009	985	24	yes	normal	0
6000000006444353719	Q75253605	P569	1539	1515	24	yes	normal	0
6000000006444774484	Q75256268	P570	13 OCT 1559	1600	41	yes	normal	0
6000000006444115038	Q75260799	P569	1339	1345	6	yes	normal	0
6000000006763113788	Q75268838	P570	4 APR 1552	1586	34	yes	normal	0
6000000003408989816	Q75273509	P25	Q588852	Q75273387	structural	yes	normal	0
6000000003408989816	Q75273509	P570	27 SEP 1547	1581	34	yes	normal	0
6000000001142154198	Q75288135	P22	Q277577	Q75775705	structural	yes	normal	0
6000000001142154198	Q75288135	P570	15 JUL 1540	1517	23	yes	normal	0
6000000003827799015	Q75289087	P570	9 MAY 1328	1343	15	yes	normal	0
6000000010119800396	Q75291931	P570	1135	1120	15	yes	normal	0
6000000008447464393	Q75292005	P26	Q2905211	Q75292006	structural	no	normal	0
6000000021766652615	Q75387912	P570	11 JAN 1204	1200	4	yes	normal	0
6000000009402651783	Q75393602	P569	1184	1173	11	yes	normal	0
6000000002043192318	Q75402865	P569	1044	1065	21	no	normal	0
6000000016723016593	Q75448085	P569	1644	1649	5	no	normal	0
6000000026092242596	Q75454721	P570	2 JUL 1752	1772	20	yes	normal	0
6000000003099644948	Q75500721	P569	22 FEB 1732	1727	5	yes	normal	0
6000000007603613980	Q75507351	P570	22 FEB 1538	1534	4	yes	normal	0
6000000026875093257	Q75532189	P570	1248	1269	21	no	normal	0
6000000000438436936	Q75577629	P569	2 JUN 1635	1640	5	yes	normal	0
6000000000438436961	Q75577632	P570	29 JUL 1722	1712	10	yes	normal	0
6000000003908169132	Q75580969	P570	6 OCT 1706	1666	40	yes	normal	0
6000000005794015133	Q75627903	P26	Q96337907	Q75500860, Q75627963	structural	yes	normal	1
6000000004227140016	Q75776405	P569	1315	1339	24	yes	normal	0
6000000002187992428	Q75818392	P569	1121	1131	10	yes	normal	0
6000000002187992428	Q75818392	P570	1187	1196	9	yes	normal	0
6000000020533257790	Q75919231	P26	Q116113282	Q110582677	structural	no	normal	0
6000000006444395942	Q76011866	P25	Q75273509	Q465590	structural	yes	normal	0
6000000002550979947	Q76011868	P25	Q75273509	Q465590	structural	yes	normal	0
6000000003827451178	Q76096	P570	1287	1280	7	yes	normal	0
6000000008250385063	Q76121929	P570	798	768	30	yes	normal	0
6000000002909001992	Q76161436	P570	5 AUG 1743	1720	23	no	normal	0
6000000004089555163	Q76275679	P570	30 SEP 1733	1737	4	yes	normal	0
6000000003827520012	Q76356055	P569	1290	1300	10	yes	normal	0
6000000007456333287	Q778550	P26	Q2869609	Q5068601	structural	yes	normal	0
6000000007456333287	Q778550	P569	1400	1320	80	yes	normal	0
6000000021150592718	Q8044214	P570	764	760	4	yes	normal	0
6000000074733273857	Q8044221	P570	837	842	5	no	normal	0
6000000021151273004	Q8044230	P569	670	601	69	yes	normal	0
6000000006123961012	Q81794	P569	-1372	-1400	28	no	normal	0
6000000001756061146	Q81826156	P569	1155	1150	5	yes	normal	0
6000000003827484412	Q820554	P569	1300	1250	50	yes	normal	0
6000000001180345487	Q83424268	P26	Q107722272	Q93352799	structural	no	normal	0
6000000002649950531	Q83489226	P570	6 SEP 1855	1832	23	yes	normal	0
6000000019511741569	Q83660	P569	1158	1175	17	yes	normal	0
6000000024778642176	Q85236607	P25	Q112825242	Q120930252	structural	yes	normal	0
4815866939850026583	Q85852699	P22	Q85854401	Q85853286	structural	no	normal	0
6000000015364189001	Q85854399	P22	Q85854401	Q85853286	structural	no	normal	0
6000000011905717283	Q86835643	P26	Q57124	Q86835187	structural	no	normal	0
6000000003645853699	Q878392	P569	-325	-320	5	yes	normal	1
6000000001363251695	Q88629694	P570	19 NOV 1798	1772	26	yes	normal	0
6000000002187978884	Q887959	P569	1148	1155	7	no	normal	0
6000000008779271234	Q887965	P569	1155	1185	30	yes	normal	0
6000000003897579687	Q887967	P569	-120	-200	80	yes	normal	0
6000000003897579687	Q887967	P570	-63	-109	46	yes	normal	0
6000000003524132341	Q888578	P569	1157	1150	7	yes	normal	0
6000000000312008327	Q888672	P569	-143	-200	57	no	normal	0
6000000001363286333	Q90321473	P26	Q121915548	Q90321091	structural	no	normal	0
6000000001595814236	Q91003	P25	Q2039212	Q17353089	structural	no	normal	0
6000000003795473559	Q914160	P569	865	875	10	no	normal	0
6000000000229877537	Q925207	P570	1202	1020, 1021	181	yes	normal	1
6000000001593947330	Q930741	P569	10 AUG 1035	1027	8	yes	normal	0
6000000006167658072	Q93368716	P569	1 APR 1780	1790	10	no	normal	0
6000000016157645107	Q93398274	P569	1733	1740	7	yes	normal	0
6000000010407268800	Q944105	P26	Q130389444	Q88390217	structural	no	normal	0
6000000006101322372	Q947726	P569	125	130	5	no	normal	0
6000000006727832055	Q951770	P570	30 APR 1442	1401	41	yes	normal	0
6000000003801815067	Q95549	P569	1234	1245	11	yes	normal	0
6000000007186471201	Q95627407	P569	1130	1135	5	yes	normal	0
6000000020070622231	Q958111	P569	1557	1539	18	yes	normal	0
6000000001288423989	Q96201993	P569	30 APR 1759	1748	11	yes	normal	0
6000000002967254522	Q96203260	P569	29 AUG 1739	1728	11	no	normal	0
6000000002967254522	Q96203260	P570	11 SEP 1777	1781	4	no	normal	0
6000000000436637670	Q96216074	P570	16 MAY 1729	1740	11	no	normal	0
6000000002489009774	Q96216078	P569	26 DEC 1603	1598	5	yes	normal	0
6000000002311769083	Q96216079	P569	1605	1600	5	yes	normal	0
6000000000445188752	Q96240792	P570	1392	1397	5	yes	normal	0
6000000002515736290	Q96240794	P570	1397	1410	13	yes	normal	0
5400801118790100576	Q96243440	P569	1690	1695	5	yes	normal	0
6000000008704668865	Q96602553	P570	1731	1739	8	yes	normal	0
6000000009689495404	Q96985153	P570	4 JAN 1699	1716	17	no	normal	0
6000000010060430370	Q96985256	P570	14 MAY 1756	1760	4	yes	normal	0
6000000006283701220	Q971142	P569	1150	1175	25	no	normal	0
6000000016771285651	Q97783372	P569	1377	1370	7	yes	normal	0
6000000004868902270	Q97783457	P569	1405	1410	5	yes	normal	0
6000000151470329000	Q98792	P569	1364	1372	8	yes	normal	0
