geni_id	qid	property	ours	theirs	apart	their_referenced	their_rank	their_other_values
6000000008630613100	Q231668	P570	-270	-248	22	no	normal	1
6000000003232579507	Q231760	P569	15 JAN 1292	1288	4	yes	normal	0
6000000009545914191	Q232223	P569	1027	1021	6	yes	normal	0
6000000000914324156	Q232329	P570	20 OCT 460	493	33	yes	normal	0
6000000000125517845	Q232714	P570	19 FEB 1133	1123	10	yes	normal	0
6000000000700912476	Q233444	P570	-16	16	32	yes	normal	0
6000000005032983184	Q233573	P569	720	800	80	no	normal	0
6000000010762819250	Q2337199	P26	Q133825518	Q65932885	structural	yes	normal	0
6000000010762819250	Q2337199	P570	1470	1500	30	no	normal	0
6000000010762403094	Q2337217	P25	Q133825518	Q65932885	structural	yes	normal	0
6000000003649687777	Q2341156	P570	23 OCT 1044	1062	18	yes	normal	0
6000000045460618205	Q23502804	P22	Q11905099	Q110586519	structural	yes	normal	0
6000000045460618205	Q23502804	P25	Q110586544	Q110586521	structural	yes	normal	0
6000000045460618205	Q23502804	P569	8 DEC 1607	1589	18	no	normal	0
6000000045460618205	Q23502804	P570	28 DEC 1607	1646	39	yes	normal	0
6000000000665380375	Q235080	P569	1047	1040	7	no	normal	0
6000000042037002594	Q235627	P569	-80	-76	4	no	normal	0
6000000008640434422	Q235653	P569	28 MAY 800	804	4	yes	normal	0
6000000002106239618	Q236259	P569	4	-8	12	no	normal	0
6000000002106239618	Q236259	P570	53	30	23	no	normal	0
6000000001398561082	Q2371160	P569	1317	1325	8	yes	normal	0
6000000002187617608	Q237156	P26	Q353675	Q222930	structural	yes	normal	0
6000000003513191421	Q237156	P569	-286	-300	14	yes	normal	0
6000000003513191421	Q237156	P570	-236	-260	24	no	normal	0
6000000002240778308	Q237700	P26	Q1232403, Q7721	Q487488	structural	yes	normal	0
6000000002188166432	Q23783380	P25	Q75246267	Q75246955	structural	yes	normal	0
6000000002188166432	Q23783380	P569	1302	1350	48	yes	normal	0
6000000005378117944	Q239314	P26	Q1423	Q241707	structural	no	normal	0
6000000008528531241	Q2414829	P569	1580	1550	30	yes	normal	0
6000000002187837317	Q24563600	P570	19 APR 1211	1205	6	yes	normal	0
6000000012419353640	Q2464815	P569	5 APR 1365	1387	22	yes	normal	0
6000000012419353640	Q2464815	P570	31 MAY 1417	1473	56	yes	normal	0
6000000015099254399	Q2480487	P570	4 JAN 1544	1554	10	yes	normal	0
6000000013071953708	Q2494512	P569	1331	1338	7	yes	normal	0
6000000003146957164	Q24962987	P569	1060	1065	5	yes	normal	0
6000000009179165501	Q2501720	P22	Q13478492	Q2632610	structural	no	normal	0
6000000001142564337	Q2506063	P569	1 JUL 1092	1096	4	yes	normal	0
6000000000437154527	Q2511802	P26	Q2062366	Q53718889	structural	no	normal	0
6000000017063964476	Q2518418	P570	11 FEB 1808	1818	10	yes	normal	0
6000000003805720033	Q253571	P569	14 DEC 1191	1198	7	yes	normal	0
6000000004172106501	Q25410755	P570	1965	1952	13	yes	normal	0
5413103567790085383	Q25456690	P22	Q2509252	Q124719668	structural	yes	normal	0
6000000004533196027	Q25486172	P570	1197	1187	10	yes	normal	0
6000000000759614642	Q255737	P570	1217	1208	9	yes	normal	0
6000000003051199594	Q2578776	P570	1 AUG 1057	1106	49	yes	normal	0
6000000000146198741	Q2587457	P569	1130	1150	20	yes	normal	0
6000000184583916097	Q2587652	P22	Q336754	Q2080596	structural	no	normal	0
6000000003524249480	Q2590383	P25	Q133825518	Q65932885	structural	yes	normal	0
6000000003524249480	Q2590383	P569	1431	1450	19	yes	normal	0
6000000009437997026	Q259110	P26	Q41380	Q605404	structural	yes	normal	0
6000000014912544380	Q2607497	P25	Q26714756	Q133968443	structural	yes	normal	0
4876632757330125828	Q260831	P569	990	995	5	yes	normal	0
6000000014058045405	Q2614784	P569	1526	1545	19	yes	normal	0
6000000003087125859	Q2616032	P569	1078	1100	22	no	normal	0
6000000006727853835	Q2618131	P26	Q153586	Q94967465	structural	no	normal	0
6000000074705877058	Q26208975	P570	613	631	18	yes	normal	0
4363152365890123437	Q2621664	P569	1277	1294	17	yes	normal	0
6000000080809240088	Q26243613	P22	Q13031603	Q73612935	structural	no	normal	0
6000000007171629271	Q2632610	P569	23 OCT 1110	1090	20	yes	normal	0
6000000007171629271	Q2632610	P570	5 MAY 1167	1176	9	no	normal	0
6000000004533725621	Q26327689	P570	1150	1101	49	yes	normal	0
6000000017532877902	Q2633993	P569	15 AUG 1855	1885	30	yes	normal	0
6000000001156548028	Q2634369	P570	1069	1042	27	yes	normal	1
6000000008630612925	Q264903	P569	237	300	63	yes	normal	0
6000000003645977045	Q2653152	P570	4 JUL 990	1019	29	yes	normal	0
6000000002512264794	Q2656291	P569	1010	1015	5	yes	normal	0
6000000015440182104	Q265849	P570	2 FEB 1649	1644	5	yes	normal	0
6000000012601378833	Q2659844	P570	1343	1334	9	yes	normal	0
6000000033309436951	Q2666645	P569	1344	1364	20	yes	normal	0
6000000013613884627	Q26856832	P570	1291	1324	33	yes	normal	0
6000000008248136261	Q269928	P569	-168	-200	32	no	normal	0
6000000002512272519	Q270541	P570	1 NOV 987	980	7	no	normal	0
6000000008518113379	Q270585	P569	-375	-400	25	yes	normal	0
6000000008518113379	Q270585	P570	-301	-360	59	no	normal	0
6000000002631408243	Q27062540	P570	1512	1496	16	yes	normal	0
6000000003852730222	Q270777	P569	21 NOV 936	950	14	no	normal	0
6000000005598859830	Q271821	P569	1136	1140	4	yes	normal	0
6000000009901999247	Q272148	P22	Q272326	Q75451560	structural	yes	normal	0
6000000009901999247	Q272148	P570	20 DEC 860	757	103	yes	normal	0
4927821238910067084	Q273181	P569	1028	1033	5	yes	normal	0
6000000002188289106	Q273616	P569	-105	-95	10	yes	normal	0
6000000003276264044	Q2740828	P569	560	570	10	yes	normal	0
4957925920090125485	Q275998	P569	1016	1020	4	yes	preferred	1
6000000006727794806	Q28053714	P570	22 NOV 1549	1541	8	yes	normal	0
6000000008155003397	Q2851363	P570	16 OCT 1506	1525	19	no	normal	0
6000000007014054306	Q2860749	P570	996	1001	5	no	normal	0
6000000011042139567	Q28665954	P569	975	950	25	yes	normal	0
6000000027346213834	Q2869609	P26	Q778550	Q3985399	structural	yes	normal	0
6000000027346213834	Q2869609	P569	1410	1401	9	yes	normal	0
6000000017437022452	Q287344	P26	Q3087168	Q2699367	structural	no	normal	0
6000000002187718673	Q288177	P569	-122	-101	21	yes	normal	0
6000000003858585185	Q289285	P26	Q928607	Q962795, Q3847632	structural	yes	normal	1
6000000001588444082	Q2898087	P570	989	980	9	no	normal	0
6000000001935619159	Q2905211	P26	Q75292005	Q4958322	structural	no	normal	0
4284989	Q291409	P569	1278	1282	4	yes	preferred	1
6000000000765100226	Q291762	P569	1013	1018	5	yes	normal	0
6000000001169174151	Q2925391	P25	Q122949820	Q96240868	structural	yes	normal	0
6000000001169174151	Q2925391	P570	22 OCT 1202	1208	6	no	normal	0
6000000001041560317	Q2927059	P25	Q75240461	Q16726148	structural	no	normal	0
6000000001041560317	Q2927059	P569	987	980	7	yes	normal	0
6000000007929127173	Q29424464	P570	1124	1160	36	yes	normal	0
6000000003645847827	Q295225	P570	-640	-580	60	yes	normal	0
6000000005747740478	Q29603990	P22	Q1239423	Q1174079	structural	yes	normal	0
4128013497140049722	Q297913	P569	535	540	5	no	normal	1
6000000000437385272	Q299428	P569	-630	-600	30	yes	normal	0
6000000004333578987	Q3049450	P25	Q75240461	Q16726148	structural	no	normal	0
6000000001045369865	Q3049451	P569	852	858	6	no	normal	0
6000000001045369865	Q3049451	P570	910	900, 920	10	yes	normal	1
6000000002447118580	Q3052490	P570	12 SEP 1220	1264	44	no	normal	1
6000000000596503208	Q3056729	P570	28 NOV 1117	1146	29	yes	normal	0
6000000032079727692	Q3086172	P570	1537	1556	19	no	normal	0
6000000009934550157	Q3087168	P26	Q287344	Q43841350	structural	yes	normal	0
6000000009117375741	Q3090281	P569	1590	1550	40	yes	normal	0
6000000030768187041	Q3090868	P569	1500	1495	5	yes	normal	0
6000000003645859311	Q309719	P569	-165	-161	4	yes	normal	0
6000000007095401758	Q310303	P569	421	500	79	yes	normal	0
6000000003512153670	Q3103872	P25	Q75288135	Q7249685	structural	yes	normal	0
6000000021274381997	Q31080455	P25	Q122931811	Q101248756	structural	yes	normal	0
6000000003827612113	Q31192230	P569	1136	1125	11	yes	normal	0
6000000003827953174	Q31192370	P570	3 OCT 1149	1145	4	yes	normal	0
6000000003827488463	Q31192745	P569	1240	1247	7	no	normal	0
6000000001065274497	Q3126041	P569	850	860	10	no	normal	0
6000000005417076176	Q313436	P569	975	980	5	yes	normal	0
6000000003635746575	Q3141679	P22	Q3386694	Q3386687	structural	no	normal	0
6000000008657376354	Q314549	P570	1253	1440	187	yes	normal	1
6000000003827606302	Q3154787	P569	896	890	6	yes	normal	0
6000000012693598635	Q316475	P569	-265	-256	9	yes	normal	0
6000000001169154590	Q31706	P569	972	980	8	no	normal	0
6000000006513568001	Q31709	P569	972	966	6	no	normal	0
6000000004533544430	Q318426	P569	-485	-500	15	yes	normal	0
6000000002277151794	Q3188019	P570	1058	1063	5	yes	normal	0
6000000010313692113	Q31897496	P22	Q10443068	Q44472811	structural	yes	normal	0
6000000009782507443	Q3198477	P25	Q81085608	Q61564577	structural	no	normal	0
6000000006101404699	Q3265651	P22	Q3525682	Q18164418	structural	yes	normal	0
6000000003509153197	Q3265884	P570	-379	-450	71	no	normal	0
6000000004648342245	Q329848	P569	1152	1157	5	yes	normal	0
6000000003645908141	Q332557	P569	-665	-700	35	yes	normal	0
6000000003645908141	Q332557	P570	-625	-633	8	yes	normal	0
6000000001503906263	Q332578	P569	-750	-705	45	yes	normal	0
6000000001503906263	Q332578	P570	-657	-675	18	yes	normal	0
6000000009432252772	Q333748	P569	858	801, 874	16	yes	normal	1
6000000009432252772	Q333748	P570	943	952	9	yes	normal	0
6000000003521266933	Q336754	P25	Q88163872	Q3919003	structural	no	normal	0
6000000007048515168	Q3421083	P570	1140	1120	20	yes	normal	0
6000000173222462210	Q3424896	P569	1205	1195	10	no	normal	0
6000000006188836878	Q3439788	P569	1115	1110	5	yes	normal	0
6000000003026034126	Q3455783	P569	1165	1170	5	yes	normal	0
6000000012060878096	Q3457338	P22	Q134985823	Q7708632	structural	no	normal	0
6000000011536253175	Q346380	P22	Q77243	Q655190	structural	yes	normal	0
6000000001169179252	Q3480155	P570	965	972	7	no	normal	0
6000000001744880606	Q348227	P569	800	810	10	yes	normal	0
5340955474190113596	Q3482967	P570	1112	1137	25	no	normal	0
6000000000771264665	Q3494397	P569	1054	1001	53	yes	normal	0
6000000004533384397	Q3494473	P22	Q2905211	Q75292006	structural	yes	normal	0
6000000000437626004	Q350769	P569	-240	-300	60	no	normal	0
6000000000437626004	Q350769	P570	-185	-200	15	yes	normal	0
6000000017719711795	Q3524012	P569	1460	1445	15	yes	normal	0
6000000000160866853	Q3525824	P569	890	910	20	yes	normal	0
6000000002517869069	Q352629	P569	-1760	-1750	10	yes	normal	0
6000000002517869069	Q352629	P570	-1669	-2000	331	no	normal	0
6000000000424702247	Q353675	P569	-300	-250	50	yes	normal	0
6000000000424702247	Q353675	P570	-255	-250	5	yes	normal	0
6000000031522616726	Q3544341	P569	1330	1400	70	no	normal	0
6000000013022286973	Q354770	P570	16 AUG 1324	1320	4	yes	normal	0
6000000000671790465	Q355869	P25	Q88163872	Q3919003	structural	yes	normal	0
6000000011627126557	Q357261	P25	Q11623279	Q11061157	structural	no	normal	0
6000000001353854035	Q359215	P569	-225	-300	75	yes	normal	0
6000000001353854035	Q359215	P570	-170	-159	11	yes	normal	0
6000000002979969991	Q3622064	P569	937	922	15	yes	normal	0
6000000006859413853	Q3623564	P569	-145	-200, -163	18	no	normal	1
6000000007376783807	Q3624266	P569	-260	-250	10	yes	normal	0
6000000010762732322	Q3646469	P569	1582	1570	12	yes	normal	0
4102767	Q365103	P22	Q442876	Q320977	structural	no	normal	0
6000000000722248117	Q36724	P26	Q232271	Q1442463, Q449672, Q115731735	structural	no	normal	2
361088998770012651	Q37063	P26	Q354770	Q3622649, Q240407	structural	yes	normal	1
6000000000515214098	Q37065	P569	1143	1153	10	yes	normal	0
6000000002377350844	Q371670	P569	493	498	5	yes	normal	0
6000000006826385044	Q373015	P569	-184	-200	16	yes	normal	0
6000000042171376049	Q374630	P569	-341	-400	59	yes	normal	0
6000000042171376049	Q374630	P570	-280	-300	20	yes	normal	0
5597380726000028489	Q37594	P569	14 OCT 1024	1028	4	yes	normal	0
6000000002060768421	Q379863	P570	-521	-495	26	yes	normal	0
6000000007453861791	Q379984	P26	Q6827205, Q4830998	Q5015876	structural	no	normal	0
6000000005924906190	Q380371	P569	-96	-200	104	yes	normal	0
6000000005924906190	Q380371	P570	-64	-100	36	yes	normal	0
6000000012002444297	Q3810762	P26	Q110586594	Q110588092	structural	no	normal	0
387994469540005723	Q381846	P569	1481	1510	29	yes	normal	0
6000000015818304416	Q3856643	P569	7 JUL 1719	1736	17	yes	normal	0
6000000049968979272	Q3919003	P22	Q135976548	Q695345	structural	no	normal	0
6000000003858710522	Q3920676	P570	20 APR 1313	1300	13	yes	normal	0
6000000003243184323	Q394750	P570	28 MAY 1660	1650	10	yes	normal	0
6000000006101404578	Q3953779	P570	24 NOV 1760	1720	40	yes	normal	0
6000000003645853615	Q39595	P569	-238	-244	6	yes	normal	1
6000000000337400222	Q3960034	P569	1096	1100	4	no	normal	0
6000000006842879105	Q40003	P570	SEP -121	-101	20	yes	normal	0
6000000006861146375	Q40058	P570	6	-5	11	yes	normal	0
6000000002415363424	Q40242	P22	Q3340	Q3345	structural	no	normal	0
6000000000437174196	Q40252	P569	-210	-204	6	yes	normal	1
6000000011242594971	Q4060947	P22	Q2041044	Q55236875	structural	yes	normal	0
6000000003827167854	Q4090787	P570	1428	1424	4	no	normal	0
6000000008537579083	Q4097582	P569	1137	1144	7	no	normal	0
6000000008537579083	Q4097582	P570	1186	1181	5	no	normal	0
6000000080795286877	Q4097582	P22	Q2502278	Q2502306	structural	yes	normal	0
6000000010942398566	Q4098841	P569	1470	1466	4	no	normal	0
6000000010942398566	Q4098841	P570	1514	1552	38	no	normal	0
6000000003658696430	Q4112683	P569	1526	1541	15	yes	normal	0
6000000000138405383	Q4129783	P26	Q192925	Q190166, Q3577175	structural	yes	normal	1
6000000010211558649	Q41380	P569	22 JUN 1000	1004	4	no	normal	0
6000000000125674313	Q41600	P569	1056	1048	8	yes	normal	0
6000000003828287409	Q41834	P569	1020	1030	10	yes	normal	0
6000000002434214184	Q41847	P569	929	938	9	yes	normal	0
6000000008392015443	Q4195558	P569	15 JAN 1396	1390	6	no	normal	0
6000000002187837461	Q4195667	P569	1145	1150	5	yes	normal	0
6000000002187837461	Q4195667	P570	19 APR 1207	1170	37	yes	normal	0
6000000024504703185	Q4195669	P569	1420	1500	80	no	normal	0
6000000000737643783	Q42034	P569	565	557	8	yes	normal	0
6000000010711937045	Q42046037	P569	1446	1460	14	yes	normal	0
6000000006727838189	Q4228358	P570	1448	1433	15	yes	normal	0
4363207859050048951	Q4228577	P569	1348	1339	9	yes	normal	0
6000000003569012547	Q4232958	P569	1556	1576	20	no	normal	0
6000000002322298394	Q426192	P26	Q1095218	Q110581651, Q3757385	structural	no	normal	1
6000000003350115352	Q4267718	P570	1127	1200	73	no	normal	0
6000000008709714721	Q42720715	P569	1171	1190	19	no	normal	0
6000000002003837593	Q4273436	P22	Q2099707	Q2149375	structural	no	normal	0
6000000020062171094	Q4302750	P570	1218	1176	42	yes	normal	0
6000000075061358857	Q4309009	P25	Q1152149	Q8251372	structural	no	normal	0
6000000000583879952	Q431364	P26	Q52926	Q5040253, Q133773035	structural	yes	normal	1
6000000027290117295	Q432100	P569	-120	-200	80	yes	normal	0
6000000006451955612	Q433363	P570	-150	-200	50	no	normal	0
6000000003584770312	Q433502	P570	8 JAN 1799	1900	101	no	normal	0
6000000011739086951	Q434369	P569	-356	-350	6	yes	normal	0
6000000010218558380	Q435137	P569	990	995	5	no	normal	0
6000000003645753292	Q435213	P570	-42	-100	58	no	normal	0
6000000000277018290	Q435292	P569	1506	1502	4	yes	normal	0
6000000003768392839	Q437435	P22	Q1782094	Q145718	structural	no	normal	0
6000000006802480707	Q437472	P570	393	383	10	no	normal	0
6000000033241479450	Q4391165	P570	1387	1374	13	yes	normal	0
6000000036574764848	Q4391249	P569	1048	1058	10	yes	normal	0
6000000002187837440	Q4411619	P569	1137	1144	7	yes	normal	0
6000000065777214898	Q442401	P570	MAR 537	-537	1074	yes	normal	0
6000000007097847692	Q44269	P569	15 MAR 270	250	20	yes	normal	9
4102701	Q442876	P22	Q310152	Q41864	structural	no	normal	0
4102701	Q442876	P569	1145	857	288	yes	normal	0
4102701	Q442876	P570	8 APR 1196	934	262	yes	normal	0
6000000006131567298	Q44387	P25	Q131732243	Q28169574	structural	no	normal	0
6000000002388323755	Q445543	P26	Q517	Q114002232, Q1730394, Q124787808	structural	yes	normal	2
6000000014192291815	Q4458172	P569	1268	1300	32	no	normal	0
6000000014192291815	Q4458172	P570	1370	1365	5	no	normal	0
6000000000307261273	Q447899	P570	5 JAN 1382	1377	5	yes	normal	0
6000000011049003659	Q44841369	P570	1014	1019	5	yes	normal	0
6000000005241731148	Q448568	P569	19	-100	119	yes	normal	0
6000000003828050062	Q4493873	P569	1398	1390	8	no	normal	0
6000000003645853704	Q451066	P569	-304	-292	12	yes	normal	0
6000000003645853704	Q451066	P570	-252	-300	48	no	normal	0
6000000003506548107	Q451082	P569	-223	-200	23	no	normal	0
6000000003523986134	Q453121	P25	Q3056729	Q3048073	structural	yes	normal	0
6000000001355641630	Q4535441	P22	Q4064868	Q107541002	structural	no	normal	0
6000000074692243826	Q45356303	P22	Q45377513	Q45377516	structural	yes	normal	0
6000000074692100867	Q45364495	P22	Q45377513	Q45377516	structural	yes	normal	0
6000000038200641951	Q45365269	P569	984	988	4	yes	normal	0
6000000046846910925	Q45365552	P25	Q45425352	Q45429129	structural	yes	normal	0
6000000037890432957	Q45366040	P569	969	989	20	yes	normal	0
6000000074690693308	Q45377531	P22	Q45377513	Q45377516	structural	yes	normal	0
6000000046846961927	Q45380767	P25	Q45425352	Q45429129	structural	yes	normal	0
6000000003827018968	Q454047	P569	525	450	75	yes	normal	0
6000000074788168966	Q45413415	P22	Q26158022	Q26157944, Q65822422	structural	yes	normal	1
6000000075328087912	Q45418788	P569	434	450	16	yes	normal	0
6000000074758704275	Q45418903	P22	Q45526670	Q45418901	structural	yes	normal	0
6000000075338108887	Q45419289	P22	Q45419218	Q45419220	structural	yes	normal	0
6000000075344387147	Q45419430	P22	Q22774169	Q45419428	structural	yes	normal	0
6000000075346362852	Q45420120	P22	Q45420123	Q45420107	structural	yes	normal	0
6000000075344329032	Q45420613	P22	Q45420608	Q45420611	structural	yes	normal	0
6000000075369021833	Q45420733	P569	663	669	6	yes	normal	0
6000000075369021833	Q45420733	P570	733	739	6	yes	normal	0
6000000075402710923	Q45422396	P22	Q45422391	Q45422393	structural	yes	normal	0
6000000074787853345	Q45422579	P22	Q45422578	Q45422574	structural	yes	normal	0
6000000075375351821	Q45422720	P22	Q45422206	Q45422718	structural	yes	normal	0
6000000075059069334	Q45424455	P22	Q22813496	Q45424433	structural	yes	normal	0
6000000074748510826	Q45460531	P570	601	801	200	yes	normal	0
6000000074735317910	Q45470652	P22	Q45699789	Q45699918, Q45470588	structural	yes	normal	1
6000000075060389069	Q45474239	P570	679	688	9	yes	normal	0
6000000074370904898	Q45491955	P25	Q45363954	Q45363950	structural	yes	normal	0
6000000074706222821	Q45502836	P570	583	657	74	yes	normal	0
6000000074713154830	Q45510696	P22	Q45420293	Q11534053	structural	yes	normal	0
6000000074713131844	Q45511017	P22	Q45420293	Q11534053	structural	yes	normal	0
6000000074712577088	Q45512159	P22	Q45420293	Q11534053	structural	yes	normal	0
6000000074712913987	Q45512852	P22	Q45420293	Q11534053	structural	yes	normal	0
6000000074788581055	Q45533858	P570	738	722	16	yes	normal	0
6000000074757904942	Q45537594	P570	785	853	68	yes	normal	0
6000000074767235118	Q45537845	P570	752	771	19	yes	normal	0
6000000074766900377	Q45538987	P570	737	771	34	yes	normal	0
6000000074766619674	Q45539563	P570	737	771	34	yes	normal	0
6000000074750078367	Q45553482	P570	905	953	48	yes	normal	0
6000000074749345782	Q45553547	P570	905	953	48	yes	normal	0
6000000074750597932	Q45553673	P570	905	953	48	yes	normal	0
6000000074750677897	Q45553734	P570	905	953	48	yes	normal	0
6000000074750668918	Q45553862	P570	905	953	48	yes	normal	0
6000000074750507970	Q45553926	P570	905	953	48	yes	normal	0
6000000074739479893	Q45607037	P570	755	767	12	yes	normal	0
6000000074739583847	Q45607676	P570	689	718	29	yes	normal	0
6000000074750405847	Q45673637	P22	Q45678086	Q45673593	structural	yes	normal	0
6000000074750065142	Q45673680	P22	Q45678086	Q45673593	structural	yes	normal	0
6000000074749711372	Q45673722	P22	Q45678086	Q45673593	structural	yes	normal	0
6000000074749675364	Q45678086	P570	791	829	38	yes	normal	0
6000000074750371894	Q45678418	P570	841	837	4	yes	normal	0
6000000074750468861	Q45680162	P570	773	763	10	yes	normal	0
6000000074750254095	Q45680490	P570	788	763	25	yes	normal	0
6000000074730191960	Q45684046	P22	Q45608010	Q45683922	structural	yes	normal	0
6000000074735187821	Q45692402	P22	Q45699816	Q45692374	structural	yes	normal	0
6000000074735242823	Q45692909	P22	Q45699816	Q45692881	structural	yes	normal	0
6000000074735425865	Q45698921	P570	630	652	22	yes	normal	0
6000000074735471832	Q45699261	P570	626	679	53	yes	normal	0
6000000074735206954	Q45699766	P22	Q11095980	Q45699740	structural	yes	normal	0
6000000074734329258	Q45699868	P22	Q45692909	Q45699842	structural	yes	normal	0
6000000074735036995	Q45699971	P22	Q45699816	Q45699946	structural	yes	normal	0
6000000074735437914	Q45700634	P570	652	638	14	yes	normal	0
6000000002154741989	Q457903	P570	1 OCT 659	654	5	yes	normal	0
6000000000781697178	Q4580418	P569	1481	1485	4	no	normal	0
6000000000115658521	Q462856	P569	1034	1100	66	no	normal	0
6000000000115658521	Q462856	P570	1086	1100	14	no	normal	0
6000000027323522634	Q463000	P570	-103	-160	57	no	normal	0
6000000002187599883	Q465074	P569	-135	-200	65	no	normal	0
6000000064526129883	Q47306394	P22	Q67174943	Q2337232	structural	yes	normal	0
6000000000310581159	Q4770542	P570	1071	1084	13	no	normal	0
6000000004140735934	Q4774063	P570	1338	1332	6	yes	preferred	1
6000000001322567074	Q4802450	P569	1435	1430	5	no	normal	0
6000000002447256295	Q480455	P569	1448	1440	8	yes	normal	0
6000000003645825602	Q4806421	P570	990	984	6	yes	normal	0
6000000007455965639	Q4817451	P22	Q134985393	Q124098054	structural	yes	normal	0
6000000007455965639	Q4817451	P25	Q134985974	Q124098181	structural	no	normal	0
6000000009751578555	Q4847195	P569	1000	1005	5	yes	normal	0
6000000001504212922	Q4964369	P569	1520	1501	19	yes	normal	0
6000000010936614385	Q497107	P569	1178	1150	28	yes	normal	0
6000000012926214647	Q497796	P22	Q497755	Q497775	structural	no	normal	0
6000000012928028314	Q498412	P570	8	18	10	yes	normal	0
6000000012293402157	Q4985231	P569	1650	1640	10	yes	normal	0
6000000003493243566	Q50824534	P22	Q134986281	Q50824532	structural	no	normal	0
6000000003493243566	Q50824534	P569	1455	1449	6	no	normal	0
6000000006096044564	Q51718	P25	Q116005748	Q15649511	structural	no	normal	0
6000000002142188519	Q5184195	P570	541	599	58	no	preferred	1
6000000006323365059	Q5196756	P570	679	700	21	no	normal	0
6000000003795775682	Q521492	P569	1170	1161	9	yes	normal	0
6000000014948462961	Q52175803	P570	1419	1424	5	yes	normal	1
6000000003827618989	Q52304468	P570	20 JAN 1133	1128	5	yes	normal	0
6000000005566351597	Q527438	P569	1084	1100	16	no	normal	0
6000000004533774136	Q529141	P569	1075	1100	25	no	normal	0
6000000075328054061	Q5302243	P22	Q45418855	Q15906143	structural	no	normal	0
4951476631580041873	Q533927	P26	Q269691	Q110826282	structural	no	normal	0
6000000002198362511	Q536899	P569	776	940	164	yes	normal	0
6000000002188655443	Q54556247	P25	Q75288135	Q7249685	structural	yes	normal	0
6000000025472080145	Q5535794	P570	1715	1710	5	yes	normal	0
6000000002188021546	Q55579391	P569	1272	1268	4	no	normal	1
6000000003353148560	Q5569987	P25	Q468729	Q96240859	structural	yes	normal	0
6000000012961002090	Q5569990	P569	1237	1250	13	yes	normal	0
6000000002847109297	Q5575626	P569	1469	1450	19	yes	normal	0
6000000000276521780	Q5582238	P22	Q134985942	Q133284524	structural	yes	normal	0
6000000000276521780	Q5582238	P569	1458	1446	12	no	normal	0
6000000008959864719	Q56029	P26	Q110303944	Q99805069, Q5934508	structural	yes	normal	1
6000000000319468337	Q5640299	P26	Q44741	Q84090956	structural	no	normal	0
5441256111580089903	Q566714	P25	Q75289087	Q3487816	structural	yes	normal	0
6000000003827606309	Q56682549	P569	893	900	7	no	normal	0
6000000015973070193	Q5682	P26	Q50557989	Q22087399	structural	no	normal	0
6000000001669419446	Q5716608	P26	Q128156958	Q103781281	structural	no	normal	0
6000000001500907061	Q57231616	P569	1257	1250	7	no	normal	0
6000000001500907061	Q57231616	P570	1281	1301	20	no	normal	0
6000000023683609204	Q5726246	P569	1340	1400	60	no	normal	0
6000000023683609204	Q5726246	P570	1400	1411	11	no	normal	0
6000000001652920058	Q5750377	P569	1480	1450	30	yes	normal	0
5105724209600128719	Q5773287	P569	1576	1550	26	yes	normal	0
6000000002125657536	Q5784543	P569	1195	1199	4	yes	normal	0
6000000008708234185	Q585343	P25	Q2851363	Q750559	structural	no	normal	0
6000000007385895781	Q5855283	P570	6 JUN 1394	1414	20	yes	normal	0
6000000001758859465	Q5860561	P25	Q134986397	Q101402688, Q116004575	structural	no	normal	1
6000000000677330061	Q5860566	P25	Q134986398	Q107115953	structural	yes	normal	0
6000000000677330061	Q5860566	P570	23 APR 1464	1460	4	no	normal	0
6000000004586546893	Q58674087	P25	Q48925204	Q18606694	structural	yes	normal	0
5266269364970111657	Q5868284	P25	Q134986480	Q116004576	structural	no	normal	0
6000000003168965773	Q5915860	P569	1270	1250	20	yes	normal	0
6000000014313369606	Q5953607	P569	1512	1480	32	no	normal	1
6000000014313369606	Q5953607	P570	1567	1521	46	no	normal	0
6000000074730532821	Q5956587	P569	670	680	10	yes	normal	0
6000000074730532821	Q5956587	P570	727	737	10	yes	normal	0
6000000074767691824	Q5972977	P569	720	715	5	no	normal	0
6000000008640434812	Q600483	P22	Q2653152	Q697677	structural	yes	normal	0
6000000008640434812	Q600483	P569	963	1000	37	yes	normal	0
6000000003076859145	Q6015314	P569	1603	1590	13	no	normal	0
3624121	Q6032078	P570	1019	963	56	no	normal	0
6000000000623201673	Q6098262	P569	923	932	9	no	normal	0
6000000000623201673	Q6098262	P570	990	970	20	no	normal	0
6000000008596626487	Q6119517	P570	17 NOV 1643	1648	5	yes	normal	0
6000000005784777539	Q61310641	P22	Q61310589	Q61310624	structural	no	normal	0
6000000001041474621	Q614802	P26	Q75240461	Q16726148	structural	no	normal	0
6000000000536956829	Q61575247	P569	603	620	17	no	normal	0
6000000003827674104	Q61775306	P569	1482	1490	8	yes	normal	0
6000000003232583515	Q62022	P569	21 AUG 1621	1783	162	yes	normal	0
6000000003232583515	Q62022	P570	5 MAR 1676	1851	175	yes	normal	0
6000000117134008095	Q62024	P22	Q517	Q2978315	structural	no	normal	0
6000000117134008095	Q62024	P25	Q237931	Q20169591	structural	yes	normal	0
6000000118402179068	Q629336	P569	2 MAR 1341	1270	71	yes	normal	0
6000000000424812688	Q63184167	P570	1243	1146	97	yes	normal	0
6000000034159417644	Q638650	P22	Q2464872	Q4422093	structural	no	normal	0
