qid	geni_id	en_label	enwiki	zhwiki	family_properties	sitelinks
Q45546372	6000000075485503987	Chen Ding	no	no	P22,P40	0
Q45546382	6000000075482504155	Xu Lin	no	no	P40	0
Q45546385		Song Xin	no	no	P22,P40	0
Q45546386	6000000075499086132	Fan Yunnan	no	no		0
Q45546393		Li Guiwen	no	no	P22	0
Q45546403	6000000075507381927	Xu Jin	no	no		0
Q45546412		Zheng Lishe	no	no	P22	0
Q45546414		Xiao Lingsi	no	no	P22,P40	0
Q45546415		Lu Ziye	no	no	P22	0
Q45546425		Lu Yan	no	no	P22	0
Q45546433		Gao Qisun	no	no	P22	0
Q45546435	6000000075429020862	Hu Zongyu	no	no	P22,P40	0
Q45546444	6000000075482318304	Xu E	no	no		0
Q45546447		Song Mou	no	no	P40	0
Q45546448	6000000075499183026	Fan Kexing	no	no		0
Q45546455		Li Yuanzhi	no	no	P22,P40	0
Q45546465	6000000075506791303	Shen Dide	no	no		0
Q45546475		Zheng Zungu	no	no	P22	0
Q45546477		Zhang Wenhui	no	no	P22,P40	0
Q45546478		Lu Yigan	no	no	P22,P40	0
Q45546488		Lu Qi	no	no	P22	0
Q45546497		Gao Xiansun	no	no	P22	0
Q45546499	6000000075425915839	Ruan Guanlan	no	no	P22,P40	0
Q45546507	6000000075482796947	Xu Yu	no	no		0
Q45546510		Li Maozhuang	no	no	P22,P40	0
Q45546511	6000000075498920165	Fan Shixian	no	no		0
Q45546519		Li Jian	no	no	P22	0
Q45546528	6000000075502883523	Gui Chaoxu	no	no	P40	0
Q45546539		Zheng Yangu	no	no	P22,P40	0
Q45546541		Zhang Yeyu	no	no	P22	0
Q45546552		Lu Bo	no	no	P22,P40	0
Q45546559		Gao Tuke	no	no	P22	0
Q45546561	6000000075500466896	Liu Ge	no	no	P22,P40	0
Q45546570	6000000075482303224	Xu Zhen	no	no		0
Q45546573		Li Jijun	no	no	P22	0
Q45546574	6000000075498937043	Fan Gongli	no	no		0
Q45546589		Cen Yunhe	no	no		0
Q45546591	6000000075507588830	Zhu Chenying	no	no		0
Q45546595	6000000074750799993	Li Zhu	no	no	P22	0
Q45546601		Zheng Fuan	no	no	P22	0
Q45546603		Zhang Yi	no	no	P22,P40	0
Q45546614		Lu Juyi	no	no	P22,P40	0
Q45546623		Gao Weiㄧ	no	no	P22	0
Q45546625		Li Tangqing	no	no	P22,P40	0
Q45546633	6000000075482992826	Xu Xing	no	no		0
Q45546636		Li Kuo	no	no	P22	0
Q45546637	6000000075499335926	Fan Rulin	no	no	P22,P25	0
Q45546646		Li Jian	no	no	P22	0
Q45546655	6000000075506791307	Yang  Fengshu	no	no	P22	0
Q45546665		Zheng Fuqing	no	no	P22	0
Q45546674		Zhao Gui	no	no	P22,P25	0
Q45546677		Lu Zishi	no	no	P22	0
Q45546687		Gao Zuer	no	no	P22	0
Q45546689	6000000075501439008	Nie Juemin	no	no	P22,P40	0
Q45546692		Li Ziyi	no	no	P22,P40	0
Q45546698	6000000075487469945	Huang Yinglong	no	no	P22,P40	0
Q45546699	6000000075482646985	Xu Heng	no	no		0
Q45546700		Song Mou	no	no	P22,P40	0
Q45546701	6000000075499446942	Fan Ruzhou	no	no	P22,P25	0
Q45546709		Li Jian	no	no	P22	0
Q45546717	6000000075507514859	Yang  Dachen	no	no		0
Q45546722	6000000074750667017	Li Xu	no	no	P22	0
Q45546728		Zheng Futong	no	no	P22	0
Q45546742		Lu Yonghui	no	no	P22	0
Q45546750		Gao Yuner	no	no	P22	0
Q45546755		Li Quansu	no	no	P22,P40	0
Q45546764	6000000075482068366	Xu Zhen	no	no		0
Q45546768	6000000075499421894	Fan Zongjian	no	no		0
Q45546779		Li Cigong	no	no	P22,P40	0
Q45546780	6000000075506278898	Han Fengyi	no	no	P22	0
Q45546783	6000000075507268996	Zheng Hunbing	no	no	P40	0
Q45546792		Zheng Juzhen	no	no	P22	0
Q45546807		Lu Cangmi	no	no	P22,P40	0
Q45546815		Gao Luner	no	no	P22	0
Q45546820		Li Xuan	no	no	P22,P40	0
Q45546828	6000000075482872868	Xu Hui	no	no		0
Q45546832	6000000075498920192	Fan Zishen	no	no		0
Q45546844		Li Yuankui	no	no	P22,P40	0
Q45546849	6000000074750672070	Li Xin	no	no	P22	0
Q45546854		Zheng Xiao	no	no	P22,P40	0
Q45546870		Lu Jiangming	no	no	P22,P40	0
Q45546880	6000000075422280951	Shi Ren	no	no	P22,P40	0
Q45546883		Li Han	no	no	P22	0
Q45546884		Li Weiren	no	no	P22	0
Q45546890	6000000075482680974	Xu Lin	no	no		0
Q45546901	6000000075498634397	Fan Hanbing	no	no		0
Q45546908		Li Xiu	no	no	P22	0
Q45546911	6000000075507130953	Lin Chulu	no	no		0
Q45546918		Zheng Boqin	no	no	P22,P40	0
Q45546933		Lu Kuanzhong	no	no	P22	0
Q45546943	6000000075486859911	Zeng Shen	no	no	P22,P40	0
Q45546946		Li Mou	no	no	P22	0
Q45546948		Li Xuancheng	no	no	P22,P40	0
Q45546953	6000000075481966493	Xu Ni	no	no		0
Q45546963	6000000075499221913	Fan Hanguang	no	no		0
Q45546971		Li Yuanzhou	no	no	P22	0
Q45546974	6000000075507620822	Li Xingeng	no	no		0
Q45546976	6000000074750777986	Li Cheng	no	no	P22	0
Q45546981		Zheng Xiaoji	no	no	P22,P40	0
Q45546995		Lu Chuhou	no	no	P22	0
Q45547006	6000000075424810821	Li Xing	no	no	P22,P40	0
Q45547009		Li Han	no	no	P22	0
Q45547015	6000000075482472179	Xu Zishi	no	no		0
Q45547026	6000000075499341903	Lou Cai	no	no		0
Q45547034		Li Yuanyi	no	no	P22,P40	0
Q45547037	6000000075506660230	Wang Guichan	no	no		0
Q45547044		Zheng Guoting	no	no	P22,P40	0
Q45547053		Lin Zhongwen	no	no	P40	0
Q45547059		Lu Chun	no	no	P22	0
Q45547069	6000000075421406878	Shi Zongren	no	no	P22,P40	0
Q45547072		Li Sun	no	no	P22	0
Q45547078	6000000075481927509	Xu Ziqing	no	no		0
Q45547088	6000000075499511846	Lou Shao	no	no		0
Q45547095		Li Yin	no	no	P22	0
Q45547098	6000000075507452901	Kong Shucheng	no	no	P22	0
Q45547101	6000000074750971857	Li Hu	no	no	P22	0
Q45547106		Zheng Xuanchong	no	no	P22,P40	0
Q45547120		Lu Jiangshun	no	no	P22	0
Q45547134		Li Ge	no	no	P22	0
Q45547136		Li Zhuangyu	no	no	P22	0
Q45547140	6000000075482602052	Xu Dazhong	no	no	P40	0
Q45547150	6000000075499388883	Lou Kui	no	no	P22,P40	0
Q45547160		Li Fen	no	no	P22	0
Q45547162	6000000075507626822	Xu  Qionghe	no	no		0
Q45547169		Zheng Sunzhi	no	no	P22	0
Q45547183		Lu Zikuo	no	no	P22,P40	0
Q45547195	6000000075482617823	Li Yuan	no	no	P22,P40	0
Q45547198		Li Zhang	no	no	P22	0
Q45547200		Li Cheng	no	no	P22	0
Q45547204	6000000075482932877	Xu Bangqing	no	no	P22	0
Q45547214	6000000075499522840	Lou Bin	no	no		0
Q45547218		Huang Fu	no	no	P22,P25	0
Q45547224	6000000075507096080	Lanxuan Nüshi	no	yes	P40	1
Q45547230		Zheng Jingchu	no	no	P22	0
Q45547237		Kuanchege	no	yes	P22	1
Q45547245		Lu Guangchen	no	no	P22	0
Q45547255	6000000075426988105	Lin Xing	no	no	P22,P40	0
Q45547266	6000000075482752926	Xu Dazheng	no	no		0
Q45547276	6000000075499108158	Lou Shen	no	no		0
Q45547286	6000000075507307897	Xu  Kuichen	no	no		0
Q45547292		Zheng Chongjie	no	no	P22,P40	0
Q45547308		Lu Yifu	no	no	P22,P40	0
Q45547315		Zhao Chusheng	no	no	P22,P40	0
Q45547318		Zhang Gongxian	no	no	P22,P40	0
Q45547322		Li Jia	no	no	P22	0
Q45547327	6000000075482279396	Xu Dayong	no	no		0
Q45547339	6000000075499076069	Lou Danian	no	no		0
Q45547348	6000000075506737181	Song-shan	no	no	P22,P25,P40	0
Q45547355		Zheng Yuanfu	no	no	P22	0
Q45547369		Lu Ju	no	no	P22,P40	0
Q45547384		Li Tao	no	no	P22	0
Q45547389	6000000075482472192	Xu Dashou	no	no		0
Q45547401	6000000075499454869	Lou Tunan	no	no		0
Q45547406		Chen Wenzhai	no	no	P40	0
Q45547410	6000000075507191995	Kong Guangnai	no	no	P40	0
Q45547416		Zheng Chongye	no	no	P22,P40	0
Q45547431		Lu Changqing	no	no	P22	0
Q45547441		Cai Shen	no	no	P3373	0
Q45547444		Li Bao	no	no	P22	0
Q45547450	6000000075482818947	Xu Dashou	no	no		0
Q45547463	6000000075499482869	Lou Yingyuan	no	no		0
Q45547472	6000000075507588842	Wu Chaichun	no	no	P22	0
Q45547478		Zheng Yao	no	no	P22,P40	0
Q45547488		Lin Yingfeng	no	no	P22,P40	0
Q45547492		Lu Youyi	no	no	P22,P40	0
Q45547501	6000000075485371893	Chen Guoding	no	no	P22,P40	0
Q45547504		Li Xiaozhong	no	no	P22	0
Q45547511	6000000075482966836	Xu Wenfeng	no	no		0
Q45547517		Liu Sheng	no	no	P40	0
Q45547527		Chen Bao	no	no	P40	0
Q45547528	6000000075499264976	Deng Dan	no	no		0
Q45547534	6000000075507377953	Wu Nanlin	no	no	P40	0
Q45547538		Li Bi	no	no	P40	0
Q45547541		Zheng Hui	no	no	P22	0
Q45547545		Cui Yibiao	no	no	P22,P40	0
Q45547555		Lu Fu	no	no	P22,P40	0
Q45547564	6000000075423384886	Wu Weifan	no	no	P22,P40	0
Q45547568		Li Zhong	no	no	P22	0
Q45547575	6000000075482949871	Xu Wenzhi	no	no		0
Q45547588		Chen Kai	no	no	P22,P40	0
Q45547589	6000000075499097126	Deng Shang	no	no		0
Q45547595	6000000075507005059	Yan Shiyin	no	no		0
Q45547604		Zheng Youcheng	no	no	P22	0
Q45547608		Cui Kui	no	no	P22,P40	0
Q45547623		Lu Lun	no	no	P22	0
Q45547627	6000000075484858305	Chen Shichang	no	no	P22,P40	0
Q45547639	6000000075482610050	Xu Wenzhen	no	no		0
Q45547652	6000000074792551919	Chen Gang	no	yes	P22,P40	1
Q45547653	6000000075499482874	Deng Yan	no	no		0
Q45547659	6000000075507430917	Wang  Yunhui	no	no	P22	0
Q45547667		Zheng Yue	no	no	P22	0
Q45547671		Cui Gaoqiu	no	no	P22,P40	0
Q45547686		Lu Xu	no	no	P22,P40	0
Q45547690	6000000075484975916	Chen Lin	no	no	P22,P40	0
Q45547701	6000000075482870882	Xu Yuanfang	no	no		0
Q45547716	6000000075498006816	Deng Lin	no	no		0
Q45547722	6000000075506742502	Wang Zuqing	no	no		0
Q45547729		Zheng Yan	no	no	P22,P40	0
Q45547732		Fang Yu	no	no	P25	0
Q45547742	6000000074750612919	Li Ke	no	no	P22	0
Q45547747	6000000011311831670	Suochuoluo Kuiyao	no	no		0
Q45547748		Lu Shao	no	no	P22	0
Q45547753	6000000075500728083	Bao Ruo	no	no	P22,P40	0
Q45547762	6000000075482680966	Xu Yuanniang	no	no	P22	0
Q45547777	6000000075499306969	Deng Lin	no	no		0
Q45547787	6000000075507462886	Wang Kunzao	no	no	P22	0
Q45547792		Zheng Chen	no	no	P22	0
Q45547797		Fang Kuan	no	no	P25	0
Q45547811		Lu Wo	no	no	P22	0
Q45547816	6000000075481320153	Bi Zuoqing	no	no	P22,P40	0
Q45547825	6000000075482744997	Xu Yuanpin	no	no		0
Q45547839	6000000075499027147	Deng Lin	no	no		0
Q45547848	6000000075507515867	Yang Shaowen	no	no		0
Q45547853		Zheng Zhide	no	yes	P22,P40	1
Q45547859		Fang Liang	no	no	P25	0
Q45547875		Lu Feng	no	no	P22	0
Q45547878	6000000075481495990	Zheng Yili	no	no	P22,P40	0
Q45547889	6000000075482967894	Xu Yuande	no	no		0
Q45547901	6000000075499464915	Deng Quan	no	no		0
Q45547909	6000000075507542836	Huang Jueshu	no	no		0
Q45547920		Fang Xiu	no	no	P25	0
Q45547923	6000000074770799004	Lin Gui	no	no	P22,P40	0
Q45547929	6000000074750488141	Li Huai	no	no	P22	0
Q45547938		Lu Jiao	no	no	P22,P40	0
Q45547941	6000000075424070846	Hu Xu	no	no	P22,P40	0
Q45547952	6000000075482859903	Xu Tianyou	no	no		0
Q45547963	6000000075499332971	Deng Guan	no	no	P22,P25	0
Q45547972	6000000075506636349	Fang Yuankun	no	no		0
Q45547978		Zheng Lin	no	no	P22	0
Q45548000		Lu Jujian	no	no	P22	0
Q45548003	6000000075419674143	Wang Wei	no	no	P22,P40	0
Q45548014	6000000075482894880	Xu Tianxi	no	no		0
Q45548027		Zhu Chongqiu	no	yes	P22	1
Q45548028	6000000075499339958	Deng Xian	no	no		0
Q45548035	6000000075507161097	Kong Chuanyue	no	no		0
Q45548038		Li Chengji	no	no	P40	0
Q45548041		Zheng Xu	no	no	P22,P40	0
Q45548053	6000000074750809883	Li Guan	no	no	P22	0
Q45548062		Lu Xingjian	no	no	P22	0
Q45548064	6000000075429858878	Mei Ruyan	no	no	P22,P40	0
Q45548075	6000000075482667982	Xu Tianyi	no	no		0
Q45548089	6000000075499422893	Deng Dong	no	no		0
Q45548097	6000000075507516843	Shi Pu	no	no		0
Q45548101		Li Qiu	no	no	P40	0
Q45548104		Zheng Chengxiu	no	no	P22	0
Q45548126		Lu Kejiu	no	no	P22	0
Q45548128	6000000075419760081	Ding Guogan	no	no	P22,P40	0
Q45548131		Zheng Chong	no	no	P22,P40	0
Q45548139	6000000075481749555	Xu Zhongli	no	no		0
Q45548153	6000000075498717306	Deng Yan	no	yes		1
Q45548161	6000000075507407901	Xu  Zhu	no	no	P22,P25	0
Q45548165		Li Dang	no	no	P22,P40	0
Q45548168		Zheng Rufu	no	no	P22,P40	0
Q45548181		Chen Lanying	no	no	P40	0
Q45548187		Chong Yunye	no	no		0
Q45548189	6000000075403350870	Lu Siyan	no	no	P22,P40	0
Q45548192	6000000075481526010	Xie Taiyou	no	no	P22,P40	0
Q45548195		Zheng Zhi	no	no	P22,P40	0
Q45548202	6000000075482308370	Xu Bimao	no	no		0
Q45548215	6000000075499551839	Deng Gong	no	no		0
Q45548224	6000000075507239916	Wu Huan	no	no		0
Q45548228		Li Zao	no	no	P22	0
Q45548231		Zheng Shu	no	no	P22	0
Q45548251		Yang Shubian	no	no	P25	0
Q45548253		Lu Mou	no	no	P22,P40	0
Q45548255	6000000075426159956	Wu Xu	no	no	P22,P40	0
Q45548259		Zheng Zhen	no	no	P22	0
Q45548266	6000000075482510148	Xu Shichang	no	no		0
Q45548279	6000000075499487903	Deng Gen	no	no		0
Q45548292	6000000075507283094	Shi Hui	no	no		0
Q45548300		Li Zheng	no	no	P22	0
Q45548301		Zheng Fan	no	no	P22	0
Q45548314	6000000075482696932	Xu Shirong	no	no		0
Q45548330	6000000075498926133	Deng Qi	no	no		0
Q45548343		Lu Mou	no	no	P22,P40	0
Q45548344	6000000071236670747	Fang Shoudun	no	no	P22,P40,P3373	0
Q45548349	6000000075421334832	Shi Xian	no	no	P22,P40	0
Q45548353	6000000075506832128	Ding Sujuan	no	no		0
Q45548362		Zheng Biaowei	no	no	P22	0
Q45548377	6000000075482898895	Xu Yongwen	no	no		0
Q45548393	6000000075499579822	Deng Jiong	no	no		0
Q45548407		Lu Lang	no	no	P22,P40	0
Q45548408	6000000071237402278	Fang Shouyi	no	no	P22,P40,P3373	0
Q45548417	6000000075507610830	Sun Lanxiang	no	no		0
Q45548425		Zheng Guayou	no	no	P22	0
Q45548439	6000000075482641071	Xu Ciduo	no	no		0
Q45548456	6000000075499083110	Deng Yu	no	no		0
Q45548469		Lu Guangwei	no	no	P22,P40	0
Q45548474	6000000075481526956	Chen Ruzhang	no	no	P22,P40	0
Q45548477	6000000075507552848	Dong Zhaoxiong	no	no		0
Q45548487		Zheng Qiao	no	no	P22,P40	0
Q45548502	6000000075483012825	Xu Anmin	no	no		0
Q45548517		Sun Mou	no	no	P22,P25,P40	0
Q45548518	6000000075499572828	Deng Yun	no	no		0
Q45548531		Lu Mou	no	no	P22,P40	0
Q45548540	6000000075507601867	Chen  Zixiu	no	no		0
Q45548550		Zheng Zhi	no	no	P22	0
Q45548565	6000000075482836991	Xu Shouxin	no	no		0
Q45548580	6000000075498656286	Deng Qie	no	no		0
Q45548593		Lu Youqing	no	no	P22	0
Q45548600	6000000075421238112	Fang Qianzhi	no	no	P22,P40	0
Q45548603	6000000075507316052	Huang  Zhaolan	no	no	P22	0
Q45548612		Zheng Ge	no	no	P22	0
Q45548614		Li Heng	no	no	P40	0
Q45548615		Cui Changyu	no	no	P22,P40	0
Q45548630	6000000075482591993	Xu Zhongyuan	no	no		0
Q45548643	6000000075499207064	Deng Zhang	no	no		0
Q45548655		Lu Guangming	no	no	P22	0
Q45548661	6000000075430057844	Tang Daoan	no	no	P22,P40	0
Q45548666	6000000075507655822	Huang Menghe	no	no	P40	0
Q45548682	6000000075499551863	Deng Yin	no	no		0
Q45548684		Zheng Yu	no	no	P22	0
Q45548686		Li Rong	no	no	P22	0
Q45548688		Cui Zibo	no	no	P22,P40	0
Q45548699		Yan Liangzhen	no	no		0
Q45548704		Lu Guangjing	no	no	P22,P40	0
Q45548717	6000000075426789037	He Di	no	no	P22,P40	0
Q45548719	6000000075483037840	Xu Zhongjian	no	no		0
Q45548724	6000000075507609831	Cong Xi	no	no	P22	0
Q45548726		Cui Gong	no	no		0
Q45548736	6000000074750777934	Li Shen	no	no	P22	0
Q45548745		Zheng Siguang	no	no	P22,P40	0
Q45548747	6000000075499320963	Deng Yi	no	no		0
Q45548751		Li Ting	no	no	P22	0
Q45548766		Lu Hanguang	no	no	P22,P40	0
Q45548779	6000000075481672859	Yang Fu	no	no	P22,P40	0
Q45548783	6000000075482954833	Xu Zhongxiang	no	no		0
Q45548787	6000000075507523878	Cong Changmao	no	no	P40	0
Q45548790		Zheng Rong	no	no	P40	0
Q45548804		Cui Qi	no	no	P22,P40	0
Q45548808		Zheng Pu	no	no	P22	0
Q45548810	6000000075499549843	Deng Ji	no	no		0
Q45548814		Li Qing	no	no	P22	0
Q45548828		Lu Xuanqing	no	no	P22,P40	0
Q45548841	6000000075481517948	Meng Lian	no	no	P22,P40	0
Q45548847	6000000075482950893	Xu Zhongmou	no	no		0
Q45548848		Yan Mou	no	no	P22,P40	0
Q45548851	6000000075507117065	Kong Yunhui	no	no		0
Q45548866		Lu Jiu	no	no	P22,P40	0
Q45548870		Zheng Sizong	no	no	P22	0
Q45548873	6000000075498594476	Deng Zhiyin	no	no	P22,P25	0
Q45548877		Li Chengyi	no	no	P22,P40	0
Q45548891		Lu Juzhen	no	no	P22	0
Q45548908	6000000075483033825	Xu Xiaogong	no	no		0
Q45548909		Yan Zhuan	no	yes	P22	1
Q45548912	6000000075507266019	Qing Nian	no	no		0
Q45548914		Zheng Ke	no	no	P22,P40	0
Q45548925	6000000074750836892	Li {Shuchen}	no	no	P22	0
Q45548932		Zheng Yi	no	no	P22	0
Q45548935	6000000075499197006	Deng Youlong	no	no		0
Q45548939		Li Biao	no	no	P22	0
Q45548953		Lu Jujian	no	no	P22	0
Q45548957		Tao Shou	no	no	P22,P40	0
Q45548965	6000000075481659872	Huang Zi	no	no	P22,P40	0
Q45548971	6000000075483028845	Xu Chengfu	no	no		0
Q45548975	6000000075507355920	Huang Zhen	no	no		0
Q45548977		Cui Linger	no	no	P25	0
Q45548994		Zheng Shuo	no	no	P22	0
Q45548996	6000000075499422909	Deng Zhonghe	no	no		0
Q45549000		Li Chengji	no	no	P22	0
Q45549013		Lu Juyi	no	no	P22	0
Q45549034	6000000075482510153	Xu Gaizhi	no	no		0
Q45549037	6000000075507658826	Yuan Longwen	no	no		0
Q45549039		Cui Chuer	no	no	P25	0
Q45549057		Zheng Pin	no	no	P22	0
Q45549058	6000000075499150995	Deng Renxian	no	no		0
Q45549062		Li Yunjiang	no	no	P40	0
Q45549077		Lu Juzhong	no	no	P22	0
Q45549091	6000000075481441042	Yang Zhongyuan	no	no	P22,P40	0
Q45549100	6000000075506654405	Wu Hui	no	no		0
Q45549101	6000000075483013860	Xu Xilin	no	no	P22,P25	0
Q45549102		Cui Zhuo	no	no	P22	0
Q45549105	6000000024729304741	Xiao Peiyuan	no	no	P40	0
Q45549114	6000000074749645813	Li Qin	no	no	P22	0
Q45549117		Liu Mou	no	no		0
Q45549119		Zheng Qi	no	no	P22	0
Q45549122	6000000075499497910	Deng Youjie	no	no	P22,P25	0
Q45549125		Li Yan	no	no	P22,P40	0
Q45549137		Lu Judao	no	no	P22	0
Q45549153		Zhu Mingzhi	no	no	P22,P40	0
Q45549161	6000000075507269027	Xie Shisheng	no	no		0
Q45549163		Cui Xie	no	no	P22,P25	0
Q45549165	6000000075482279422	Xu Xizhou	no	no		0
Q45549179		Li Gongdu	no	no	P22,P40	0
Q45549184	6000000075499501900	Deng Shouyue	no	no		0
Q45549187		Li Yan	no	no	P22,P40	0
Q45549199		Lu Guangji	no	no	P22	0
Q45549217	6000000075430065910	Yuan Gongchen	no	no	P22,P40	0
Q45549221	6000000074717302173	Yang Fuguang	no	no	P22,P40	0
Q45549224	6000000075506669196	Yu Gui	no	no		0
Q45549227		Cui Cheng	no	no	P22,P25	0
Q45549229	6000000075482827935	Xu Yanjun	no	no		0
Q45549240	6000000074750794920	Li Yun	no	no	P22,P40	0
Q45549245		Zheng Xi	no	no	P22	0
Q45549248	6000000075499218991	Deng Yougong	no	yes		2
Q45549251		Li Guiqi	no	no	P22,P40	0
Q45549260		Ni Wenxiang	no	no		0
Q45549263		Lu Xu	no	no	P22,P40	0
Q45549280	6000000075481106859	Zhang Yan	no	no	P22,P40	0
Q45549283	6000000074716340468	Yang Shouzong	no	no	P22	0
Q45549290	6000000075482625007	Xu Bochen	no	no		0
Q45549302	6000000074750879847	Li ??	no	no	P22	0
Q45549308		Zheng Hongyi	no	no	P22	0
Q45549314		Li Jiang	no	no	P22	0
Q45549327		Lu Yun	no	no	P22	0
Q45549349	6000000074717185016	Yang Shouliang	no	no	P22	0
Q45549356	6000000075482303243	Xu Bangxian	no	no	P40	0
Q45549372		Zheng Shou	no	no	P22	0
Q45549375	6000000075499456935	Deng Youfu	no	no		0
Q45549378		Li Shan	no	no	P22	0
Q45549390		Lu Yuan	no	no	P22,P40	0
Q45549408	6000000075429682002	Yao Sanwei	no	no	P22,P40	0
Q45549417	6000000075483016868	Xu Yanwu	no	no		0
Q45549435		Zheng Yun	no	no	P22,P40	0
Q45549438	6000000075499242116	Deng Pinjun	no	no		0
Q45549441		Li Di	no	no	P22	0
Q45549454		Lu Youlin	no	no	P22	0
Q45549470	6000000075481134862	Chen Liangfu	no	no	P22,P40	0
Q45549474	6000000074717691873	Yang Xuanyi	no	no	P22,P40	0
Q45549481	6000000075482847927	Xu Zongren	no	no		0
Q45549497		Li Gui	no	no	P22,P40	0
Q45549498		Zheng Chuchong	no	no	P22,P40	0
Q45549502	6000000075499368940	Deng Zonggu	no	no		0
Q45549506		Li Wei	no	no	P22	0
Q45549514		Yan  Qiong	no	no	P22,P25	0
Q45549535	6000000075480815067	Feng Jia	no	no	P22,P40	0
Q45549540	6000000074717657911	Yang Xuanjia	no	no	P22,P40	0
Q45549545	6000000075482969877	Xu Zongchen	no	no		0
Q45549558	6000000074750751828	Li Han	no	no	P22	0
Q45549562		Zheng Kui	no	no	P22	0
Q45549567	6000000075499422930	Deng Xunmei	no	no		0
Q45549571		Li Mou	no	no	P22,P40	0
Q45549577		Junbuhua	no	yes	P22,P40	3
Q45549588		Fang Yingshu	no	no	P22,P40	0
Q45549599	6000000075424467177	Li Song	no	no	P22,P40	0
Q45549603	6000000074717528039	Yang Xuanshi	no	no	P22	0
Q45549605	6000000075507600855	Gualejia Sande	no	no		0
Q45549608	6000000075481974501	Xu Zongkuang	no	no		0
Q45549623	6000000074750422112	Li Yuan	no	no	P22	0
Q45549627		Zheng Sun	no	no	P22	0
Q45549632	6000000075499580842	Deng Xunhou	no	no	P40	0
Q45549634		Li Zhonghua	no	no	P22	0
Q45549663	6000000075422070873	Fang Tianmin	no	no	P22,P40	0
Q45549672	6000000075482917881	Xu Zongwu	no	no		0
Q45549689		Zheng Zhuo	no	no	P22	0
Q45549695	6000000075498714290	Deng Pu	no	no	P22	0
Q45549725	6000000075480818983	Yang Bing	no	no	P22,P40	0
Q45549734	6000000075482723991	Xu Zongsheng	no	no	P40	0
Q45549753		Zheng Zhuan	no	no	P22	0
Q45549758	6000000075498297385	Deng Xunyi	no	no		0
Q45549760		Li Junzhi	no	no	P22	0
Q45549769		Jiang Xiao	no	no	P40	0
Q45549772		Lu Chengti	no	no	P22,P40	0
Q45549776		Lu Xianzhi	no	no	P22,P40	0
Q45549779		Zong Yu	no	no	P40	0
Q45549788	6000000075421184927	Mao Shilai	no	no	P22,P40	0
Q45549798		Xiao Daoguan	no	no		0
Q45549799	6000000075483086822	Xu Chenggui	no	no		0
Q45549808	6000000074750258261	Li Tan	no	no	P22	0
Q45549813		Lu Dang	no	no	P22,P25	0
Q45549814		Zheng Xian	no	no	P22,P40	0
Q45549819	6000000075499501909	Deng Rouzhong	no	no		0
Q45549821		Li Junfan	no	no	P22,P40	0
Q45549831		Yan Ruoqun	no	no	P40	0
Q45549834		Lu Gang	no	no	P22,P40	0
Q45549838		Lu Yi	no	no	P22,P25	0
Q45549841		Zong Xianzhang	no	no	P22,P40	0
Q45549849	6000000075480905944	Zheng Pang	no	no	P22,P40	0
Q45549862	6000000075482739032	Xu Zhangqing	no	no		0
Q45549871	6000000074750344049	Li Shu	no	no	P22	0
Q45549876		Zheng Qi	no	no	P22	0
Q45549884		Li Xiaoshen	no	no	P22,P40	0
Q45549898		Lu You	no	no	P22	0
Q45549902		Lu Yan	no	no	P22,P40	0
Q45549913	6000000075423199866	Zhu Mengliang	no	no	P22,P40	0
Q45549927	6000000075482983869	Xu Wangrong	no	no		0
Q45549939		Cui Gong	no	no	P22,P25,P40	0
Q45549940		Zheng Xi	no	no	P22,P40	0
Q45549946	6000000075499583844	Deng Ruoshui	no	no		0
Q45549948		Li Mou	no	no	P22	0
Q45549951		Guo  Zifang	no	no		0
Q45549960		Lu Xuan	no	no	P22,P40	0
Q45549963		Lu Gui	no	no	P22,P25	0
Q45549975	6000000075480210508	Xu Duanchen	no	no	P22,P40	0
Q45549997	6000000074750597958	Li Pei	no	no	P22	0
Q45550001		Zheng Gun	no	no	P22,P40	0
Q45550002		Zheng Rui	no	no	P22,P40	0
Q45550010		Li Mou	no	no	P22,P40	0
Q45550012	6000000075498634496	Deng Baoxin	no	no		0
Q45550023		Lu Yun	no	no	P22	0
Q45550026	6000000074733881825	Zhang Yi	no	no	P22,P40	0
Q45550038	6000000075480911917	Yang Zhongzheng	no	no	P22,P40	0
Q45550050	6000000075482948891	Xu Simin	no	no		0
Q45550064		Sun Xing	no	no	P22	0
Q45550065		Zheng Shu	no	no	P22	0
Q45550071		Li Xungui	no	no	P22,P40	0
Q45550075	6000000075499462974	Deng Deyu	no	no		0
Q45550086		Lu Xun	no	no	P22	0
Q45550089	6000000074733263059	Zhang Yuan	no	no	P22,P40	0
Q45550101	6000000075426723974	Lin Hu	no	no	P22,P40	0
Q45550113	6000000075483074838	Xu Zhaoran	no	no		0
Q45550124	6000000074749966418	Li Zhu	no	no	P22	0
Q45550126		Miao Hongben	no	no	P22,P40	0
Q45550127		Zheng Chun	no	no	P22	0
Q45550133		Li Juan	no	no	P22	0
Q45550137	6000000075499531941	Deng Yufu	no	no		0
Q45550148		Lu Fu	no	no	P22	0
Q45550164	6000000075419711039	Wang Ji	no	no	P22,P40	0
Q45550176	6000000075483011854	Xu Zhiming	no	no		0
Q45550185	6000000074750344053	Li Pang	no	no	P22	0
Q45550188		Zheng Zeng	no	no	P22	0
Q45550194		Li She	no	no	P22	0
