geni_id	name	qid	label	slot	ours_n	theirs_n	ours	theirs	ours_names	theirs_labels	pair_from
6000000038650093974	Tezozomoc of Ecatepec of Azcapotzalco (Tepanec)	Q778550	Tezozomoc	father	1	2	6000000027346165415	Q2626652;Q3604589	Acolnahuacatzin (Tepanec)	Acolnahuácatl | Acolnahuacatl	zipper r4 father/solo
4245829	Beatrice d'Este	Q813280	Beatrice d’Este	father	1	2	6000000001045266891	Q1348708;Q437838	Ercole I d'Este duque de Ferrara	Ercole I d'Este | Ferdinand I of Naples	wikidata-p2600
4245829	Beatrice d'Este	Q813280	Beatrice d’Este	mother	1	2	6000000001045459542	Q671407;Q1077646	Eleonora Trastámara d'Aragona	Eleanor of Naples, Duchess of Ferrara | Joanna of Aragon, Queen of Naples	wikidata-p2600
6000000003122354841	Giulio de' Medici	Q83159	Clement VII	father	1	2	4412865	Q298877;Q177854	Giuliano de' Medici	Giuliano de' Medici | Lorenzo de' Medici	wikidata-p2600
3996690188820126654	Karl (Charles) Ludwig, Archduke Charles, of Austria-Teschen Archduke	Q84201	Archduke Charles, Duke of Teschen	father	1	2	6000000000350830758	Q151321;Q60657	Leopold II Habsburg Holy Roman Emperor	Leopold II, Holy Roman Emperor | Albert Casimir, Duke of Teschen	wikidata-p2600
3996690188820126654	Karl (Charles) Ludwig, Archduke Charles, of Austria-Teschen Archduke	Q84201	Archduke Charles, Duke of Teschen	mother	1	2	376356350590012900	Q229826;Q167439	Marie Luisa de Borbón	Maria Luisa of Spain | Maria Christina, Duchess of Teschen	wikidata-p2600
6000000006101240850	Claudia Crispina	Q867859	Claudia Crispina	father	1	2	6000000012328583538	Q16190110;Q46762	Flavius Crispus	Crispus | Claudius Gothicus	wikidata-p2600
6000000003645919379		Q878487	Zu Yi	father	1	2	6000000007213066428	Q197807;Q878414		Zhong Ding | He Dan Jia	wikidata-p2600
6000000030802384408	Nobuaki Ōkubo	Q920993	Makino Nobuaki	father	2	1	6000000030802674851;6000000193346376855	Q356118	Toshimichi Ōkubo | Yoshinojo Makino	Ōkubo Toshimichi	wikidata-p2600
6000000030802384408	Nobuaki Ōkubo	Q920993	Makino Nobuaki	mother	2	1	6000000193347169848;6000000193374854832	Q24877052	Masuko Hayasaki | Miha Ōkubo	Ōkubo Masuko	wikidata-p2600
6000000005250729113	Jean de Montaigu (Montague)	Q937915	Jean de Montaigu	father	1	2	5395089047110110491	Q1559057;Q167782	Charles V 'le Sage' de France roi de France	Gérard de Montaigu der Ältere | Charles V of France	wikidata-p2600
6000000000445188752	Cecilie Pedersdatter Skram til Runtoft	Q96240792	Sidsel Pedersdotter [Skram]	mother	2	1	6000000003513145688;6000000224086116847	Q101248370	Edel Pedersdatter Saltensee | Edel Pedersdatter Saltensee	Edel Pedersdotter [Saltensee]	wikidata-p2600
6000000006110954211	Nathaniel Bissell	Q96243442	Nathaniel Bissell	mother	2	0	6000000006437524278;6000000208897917931		1st wife of John Bissell | Elizabeth Thompson		wikidata-p2600
6000000014138055063	Louis Marie Jacques Amalric de Narbonne-Lara	Q977533	Louis, comte de Narbonne-Lara	father	0	2		Q7738;Q123025952		Louis XV of France | Jean François de Narbonne-Lara	wikidata-p2600
6000000003295144052	Hermann von Warendorp	Q98699181	Hermann Warendorp	father	2	0	6000000178726665845;6000000002832054824		Hermann von Warendorf | Reinfried von Warendorp		wikidata-p2600
6000000003295144052	Hermann von Warendorp	Q98699181	Hermann Warendorp	mother	2	0	5000330628650021439;6000000003111412492		N.N. von Reval | Elisabeth von Warendorf		wikidata-p2600
1341991	"Godred ""Crovan"" Haraldsson King of the Isle of Man and of Dublin"	Q2718796	Godred Crovan	father	0	2		Q3127260;Q3156261		Harald le Noir | Ímar mac Arailt	zipper r1 father/solo
335854384000006042		Q45422189	Chen Jian	father	3	2	335854821380006026;6000000018223336692;6000000074734163939	Q45422187;Q45485382	 |  | 	Chen DD | Chen Mou	zipper r1 child/solo
5221401336190032175	Samuel Appelbom	Q111442871	Samuel Appelbom	father	1	2	6000000012749277322	Q111442885;Q109835787	Anders Haraldsson Appelbom	Anders Haraldson Appelbom | Anders Appelbom	zipper r1 child/name
6000000000276146663	Ida Comtesse von Cham	Q268004	Ida of Formbach-Ratelnberg	father	1	2	6000000006906563934	Q10357576;Q110570732	Rapoto IV Graf von Passau und von Cham Count of Cham	Ratpoto IV de Cham | Tiemo von Formbach	zipper r1 spouse/date
6000000000276146663	Ida Comtesse von Cham	Q268004	Ida of Formbach-Ratelnberg	mother	1	2	6000000003147191246	Q110426592;Q101510177	Mathilde von Wels-Lambach Gräfin von Passau und von Cham	NN von Braunschweig | Mathilde	zipper r1 spouse/date
6000000000314922113	Matilda de Saint-Hilaire-du-Harcouët Countess of Sussex	Q61911714	Maud de Saint Hilary	mother	1	2	6000000002938350506	Q75938512;Q61963113	Aveline Ales de St-Hilaire	Aqueline (?) | Эвелин	zipper r1 spouse/solo
6000000000436872591	Margaret Stafford	Q21003871	Margaret Cheyne	father	1	2	6000000002167279164	Q5728607;Q726243	Edward Stafford 3rd Duke of Buckingham	Henry Stafford, 1st Earl of Wiltshire | Edward Stafford, 3rd Duke of Buckingham	zipper r1 child/date
6000000000437217723	Isolda Bardolf	Q61911012	Isolda Bardolf	mother	0	2		Q61911014;Q110641628		Isobel Aquillion | NN Bardolf	zipper r1 spouse/solo
6000000000437362906	Darius II, King of Persia	Q202236	Darius II	father	2	1	6000000007177490851;6000000006131531097	Q189689	 | Artaxerxes	Artaxerxes I	zipper r1 child/date
6000000000590560934	Abigail Prather Churchill	Q96088749	Abigail Prather Churchill	father	0	2		Q139674045;Q139674111		Samuel Churchill | Abigail Oldham Churchill	zipper r1 child/name
6000000000769386615	Thietburg 'Dietprich'	Q76300538	Dietbirg von Thurgau	father	0	3		Q2831254;Q76300122;Q819567		Adalbert II, Count of Thurgau | Burgkart Graf von Nellenburg-Veringen | Burchard I, Duke of Swabia	zipper r1 mother/solo
6000000000769386615	Thietburg 'Dietprich'	Q76300538	Dietbirg von Thurgau	mother	0	2		Q76299725;Q76299615		Judith von Friaul | Rigilanda von Burgund	zipper r1 mother/solo
6000000000905014194	Jean de Poitiers seigneur de Saint-Vallier, marchese di Crotone	Q3175646	Jean de Poitiers, Seigneur de Saint Vallier	mother	1	2	6000000003122483227	Q101509678;Q3292941	Jeanne de la Tour d'Auvergne	Jeanne de La Tour d'Auvergne | Marie de Valois	zipper r1 father/solo
6000000001101806772	Elizabeth Ferrers	Q75557007	Elizabeth Ferrers	mother	1	2	6000000000232615233	Q75555534;Q111466273	Maud Stanley	Dorothy Harper | Maud Stanley, of Elford	zipper r1 child/date
6000000001142274495	Agnes von Oldenburg	Q75247975	Agnes of Oldenburg	father	1	2	6000000003827484412	Q820554;Q1694708	Konrad von Oldenburg	Conrad I, Count of Oldenburg | John II of Oldenburg	zipper r1 child/name
6000000001142274495	Agnes von Oldenburg	Q75247975	Agnes of Oldenburg	mother	1	2	6000000004533200390	Q75242615;Q75246955	Ingeborg von Holstein-Schauenburg	Ingeborg von Holstein-Segeburg | Hedwig von Diepholz	zipper r1 child/name
6000000001784134391	Private	Q467661	Princess Nobuko, Princess Tomohito of Mikasa	mother	3	1	4304793930840031503;6000000030802322992;6000000031450476459	Q4479380	Private | Kazuko Yoshida | 	Kazuko Asō	zipper r1 spouse/solo
6000000001994779327	"Cunedda Wledig ""Imperator"" ab Edern Brenin Lothain a Gwenydd"	Q2487300	Cunedda	father	1	2	6000000001994565687	Q107529686;Q116052769	Edern Aeturnus ap Padarn	Edern ap Padarn Beisrudd | Brenin Prydain ab Edeyrn ap Padarn Beisrudd ap Tegyd	zipper r1 father/solo
6000000002043232552	Richlind	Q125454	Richlind	father	0	2		Q43915;Q504535		Otto I the Great | Liudolf, Duke of Swabia	zipper r1 spouse/name
6000000002043232552	Richlind	Q125454	Richlind	mother	0	2		Q237510;Q25487193		Eadgyth | Ida von Schwaben	zipper r1 spouse/name
6000000002135149996	Aloisia di Ceva	Q60311943	Aloisia of Ceva	father	1	2	6000000006727915839	Q75397081;Q116169038	Guglielmo II di Ceva	Giorgio di Ceva, Marquis di Ceva | Guglielmo II del Vasto, Marchese de Ceva	zipper r1 mother/solo
6000000002135149996	Aloisia di Ceva	Q60311943	Aloisia of Ceva	mother	1	2	6000000004382680602	Q97784949;Q116169039	Maria di Saluzzo	NN | NN del Vasto	zipper r1 mother/solo
6000000002176345049	Niall mac Dhonnchad 2nd Earl of Carrick	Q1692522	Niall, Earl of Carrick	father	1	2	5103146455040128455	Q16206412;Q1241816	Donnchadh I mac Gilbert 1st Earl of Carrick	Cailean of Carrick | Donnchadh, Earl of Carrick	zipper r1 father/solo
6000000002187639569	Oda	Q265436	Ota	father	0	2		Q1339011;Q693896		Udo of Neustria | Berengar I of Neustria	zipper r1 mother/solo
6000000002187684590	Dietrich Graf im Hassegau	Q248335	Theodoric I of Wettin	father	0	2		Q2531480;Q1182189		Volkmar I | Dedo I	zipper r1 father/solo
6000000002187742159	Marguerite de Beaumont	Q75387844	Isabella de Beaumont	father	1	2	6000000000164280974	Q1386498;Q1364180	"Robert ""Le Bossu"" de Beaumont 2nd Earl of Leicester"	Robert de Beaumont, 1st Earl of Leicester | Robert de Beaumont, 2nd Earl of Leicester	zipper r1 child/date
6000000002187742159	Marguerite de Beaumont	Q75387844	Isabella de Beaumont	mother	1	2	6000000000164601413	Q204351;Q59154776	Amice de Montfort Heiress of Breteuil, Countess Of Leicester	Elizabeth of Vermandois, Countess of Leicester | Amice de Gaël	zipper r1 child/date
6000000002187823473	Otto von Julich	Q13972933	Otto van Gulik	mother	1	2	6000000002576603313	Q70894634;Q75292323	Richardis van Gelre	Richardis of Geldern | Margareta van Gelre	zipper r1 child/name
6000000002188002562	Gremislava Ingvarevna	Q3331104	Grzymislawa of Luck	father	1	2	6000000010935947869	Q428154;Q4060918	Ingvar Yaroslavich Rurikid	Ingvar of Kiev | Alexander Vsevolodovich	zipper r1 mother/solo
6000000002188088804	Colin Oliphant	Q75388160	Colin Oliphant, Master of Oliphant	mother	2	1	6000000002116134996;6000000219735113853	Q75556743	Elizabeth Campbell of Argyll | Elizabeth Campbell	Lady Elizabeth Campbell	zipper r1 father/solo
6000000002188091137	Jean Stewart	Q6470274	Jean Stewart	mother	1	2	6000000002116155762	Q75389590;Q5362419	Elizabeth Bethune	Elizabeth Bethune | Elizabeth Bethune	zipper r1 child/name
6000000002188559400	Marie von Nürnberg	Q55830004	Maria of Nuremberg	mother	1	2	6000000001500928224	Q55445613;Q75289133	Elisabeth von Andechs-Meranien	Elisabeth of Andechs-Merania | Helena of Saxony	zipper r1 mother/solo
6000000002188569623	Henry FitzCount Co	Q18576308	Henry fitz Count	mother	1	2	6000000015222778756	Q75102200;Q75384506	Beatrice de Valle	Beatrice de Vaux | Beatrice FitzRichard	zipper r1 child/name
6000000002240822320	Sviatopolk the Accursed	Q311575	Sviatopolk I of Kiev	father	1	2	6000000001172352035	Q311291;Q14974	Vladimir I SviatoslavichV 'the Great' Grand Prince of Kyiv	Yaropolk I of Kiev | Vladimir the Great	zipper r1 spouse/solo
6000000002240829079	Juana 'la Beltraneja' de Castilla y León reina consorte de Portugal	Q236882	Joanna la Beltraneja	father	1	2	6000000001378179814	Q310918;Q816218	Enrique IV 'el Impotente' de Castilla y León rey de Castilla y León	Henry IV of Castile | Beltrán de la Cueva, 1st Duke of Alburquerque	zipper r1 spouse/date
6000000002434073593	Theophano Anastasia Argyropoulos	Q232137	Theophano	father	1	2	6000000002188303650	Q60040600;Q116921121	Craterus Argyropoulos	Craterus | Krateros	zipper r1 mother/solo
6000000002447118587	"Raoul III ""le Bon"" de Nesle comte de Soissons"	Q3122188	Guy V de Laval	mother	1	2	6000000009304984387	Q18607690;Q96245269	Gertrude de Montaigu Scherpenheuvel	Emma de Dunstanville | Agathe	zipper r1 father/solo
6000000002447424939	Violetta Lyon of Glamis	Q50824515	Violetta Lyon	father	1	2	6000000001783474478	Q7147044;Q16850543	John Lyon	Patrick Lyon, 1st Lord Glamis | John Lyon, 3rd Lord Glamis	zipper r1 spouse/solo
6000000002667382661	Sophia Emmodr van Loon duchesse en Hongrie	Q546165	Sophia	father	1	2	6000000012397140348	Q3107797;Q2141596	Emmo (Irmfried) van Rode? 2e Graaf van Loon, bewaker van de abdij van Sint-Truiden	Giselbert van Loon | Emmon, Count of Loon	zipper r1 spouse/solo
6000000002775306168	Gunhild Burizleifmeita Von Rugen av Venden	Q16556142	Gunhilda	mother	1	2	6000000015024970110	Q9396741;Q75386627	Gunnhild Sveynsdottir	Świętosława | daughter Sveynsdottir	zipper r1 mother/solo
6000000002810650987	Alexander Earl of Gordon 3rd Earl of Huntly	Q361092	Alexander Gordon, 3rd Earl of Huntly	mother	1	2	6000000000772779081	Q2912335;Q75269394	Annabella Stewart	Annabella of Scotland | Lady Elizabeth Hay	zipper r1 child/name
6000000003024845274	Quintus Mucius Scaevola consul 174 BC	Q531357	Quintus Mucius Scaevola	father	1	2	6000000002188289187	Q939045;Q6095299	Quintus Mucius Scaevola praetor 215 BC	Quintus Mucius Scaevola | Quintus Mucius Scaevola	zipper r1 child/solo
6000000003087011765	Lewis Clifford	Q75586348	William Clifford	father	1	2	6000000000436892516	Q19043332;Q112573813	Lewis Clifford KG	Lewis Clifford | Hugh Clifford, of Hastings	zipper r1 child/solo
6000000003097841339	Joyce la Zouche	Q75401020	Joyce la Zouche	mother	1	2	6000000008508704002	Q3611715;Q2160835	Alice de Toeni Countess of Warwick	Alice de Toeni, Countess of Warwick | Eleanor de Clare	zipper r1 mother/solo
6000000003193930114	Hildegard Ottosdotter von Uexküll, a.d.H. Fickel	Q98698552	Hildegard Üksküla, co-heiress of Kiltsi castle	father	1	2	6000000008690450901	Q98698556;Q12371719	Otto Johansson von Uexküll a. Fickel (Vigala) und Schloß Aß (Kiltsi)	Field Marshal Otto Üksküla, Lord of Vigala and Kiltsi, Castellan of Narva | Otto von Uexküll	zipper r1 mother/solo
6000000003243294488	William de Stanley Knight	Q75616810	Sir William de Stanley	father	1	3	6000000000232615303	Q75616710;Q96075770;Q99075987	William de Stanley	William de Stanley | William de Stanleigh | William de Stanley, of Stourton	zipper r1 child/date
6000000003243294488	William de Stanley Knight	Q75616810	Sir William de Stanley	mother	1	3	6000000002106006142	Q75616807;Q96075771;Q99076056	Mary Alice Massy	Alice Massey | Agnes de Beckington | Agnes Litherland	zipper r1 child/date
6000000003495280408	Beatrix von Kyburg	Q75292162	Beatrix von Kyrburg Wildgräfin von Dhaun	father	0	2		Q75292163;Q61140675		Wildgraf Konrad I von Kyrburg | Gerhard I of Kyrburg	zipper r1 mother/solo
6000000003513712175	Marmaduke de Thweng Lord of Kilton	Q51845319	Marmaduke of Thwing	mother	0	2		Q75918197;Q110580753		Maud de Kilton | NN	zipper r1 father/solo
6000000003615712536	Susanna	Q4448472	Suzanne	mother	1	2	6000000011342832452	Q76299131;Q23930949	Alpaïs	unknown wife (?) | Alpaïs of Paris	zipper r1 mother/solo
6000000003645724693	Heilwig von Dillingen	Q61314159	Heylwig of Dillingen	father	0	2		Q60809240;Q60809216		Dietwald von Dillingen | Hupald I Graf von Dillingen	zipper r1 mother/solo
6000000003649638944	Tudur ab Ednyfed Fychan	Q13132051	Tudur ab Ednyfed	mother	1	2	6000000007455717347	Q76214315;Q75382478	Tangwystl ferch Llywarch Goch	Tangwystl ferch Llywarch | Tangwystyl Goch	zipper r1 child/name
6000000003649663493	Adeliza de Tosny	Q76174359	Alice de Toeni	mother	0	2		Q3058882;Q52153867		Estefania Ramon | Godehildis	zipper r1 spouse/solo
6000000003827305535	Luitgard von Ravenstein	Q75247175	Luitgard of Elchingen-Ravenstein	father	1	2	6000000003858704817	Q281245;Q60534495	Albrecht von Ravenstein Graf von Ravenstein und Irrenberg	Frederick I, Duke of Swabia | Adalbert von Ravenstein	zipper r1 mother/solo
6000000003827305535	Luitgard von Ravenstein	Q75247175	Luitgard of Elchingen-Ravenstein	mother	0	2		Q242187;Q15624705		Agnes of Waiblingen | Berta of Boll	zipper r1 mother/solo
6000000003827429306	Diego De Cifontes señor de Mansilla y Rueda	Q10266559	Diego Froilaz	father	1	2	6000000007058193896	Q5505326;Q110302494	Fruela Ramírez de Cifuentes	Froila Ramírez | Fruela Ramirez, Señor de Cifuentes	zipper r1 father/solo
6000000003827474150	Elisabeth von Sponheim-Bolanden	Q75382949	Elisabeth of Sponheim	father	1	2	6000000003827477170	Q44192323;Q20752712	Heinrich von Sponheim-Kreuznach	Johann Graf von Sponheim | Heinrich II Graf von Sponheim	zipper r1 child/solo
6000000003827474150	Elisabeth von Sponheim-Bolanden	Q75382949	Elisabeth of Sponheim	mother	1	2	6000000003827477194	Q76263882;Q76263879	Adelheid von Katzenelnbogen	Walpurga Leiningen | Adelheid von Katzenelnbogen	zipper r1 child/solo
6000000003827497025	Hedvig von Pommern-Danzig	Q5549396	Jadwiga	father	1	2	6000000002401218202	Q572017;Q9396729	Mestwin Duke of Pomerania Duke of Pomerania	Mestwin I, Duke of Pomerania | Świętopełk Brneński	zipper r1 mother/solo
6000000003827876396	Robert de Legh	Q75587426	Robert Legh	mother	1	2	6000000012427552470	Q107275809;Q75775746	Ellen de Baguley	NN | Elena de Baguley	zipper r1 father/solo
6000000003828196882	Lucius Aemilius Paullus Macedonicus Macedonicus Consul of the Roman Republic	Q298168	Lucius Aemilius Paullus Macedonicus	father	2	1	6000000001416177551;6000000042187750856	Q432244	Lucius Aemilius Paulus Consul of the Roman Republic | Lucius Aemilius Paullus	Lucius Aemilius Paullus	zipper r1 child/date
6000000003828385252	Marcus Pupius Piso Frugi Calpurnianus	Q510243	Marcus Pupius Piso Frugi Calpurnianus	father	2	1	6000000032668464871;6000000041399780491	Q12118997	Marcus Licinius-Crassus triumvir | Marcus Pupius Pupius	Lucius Calpurnius Piso Frugi	zipper r1 spouse/solo
6000000003828385252	Marcus Pupius Piso Frugi Calpurnianus	Q510243	Marcus Pupius Piso Frugi Calpurnianus	mother	2	0	6000000032667817564;6000000041400061475		Tertulla Terentia-Varro | NN (Wife of Marcus Pupius)		zipper r1 spouse/solo
6000000003897549177	Anna Agafya Mstislavna	Q496285	Iziaslav IV Vladimirovich	father	1	2	6000000010936614385	Q4113047;Q497107	Mstislav Romanovich	Vladimir III Igorevich | Mstislav III of Kyiv	zipper r1 child/date
6000000004533672090	Ava de Ribagorza comtessa consort de Cerdanya	Q4827396	Ava of Cerdanya	father	1	2	6000000013042053896	Q2069285;Q4333747	Bernardo I de Ribagorza conde de Ribagorza	Bernardo I de Ribagorza | Oliba II de Carcassona	zipper r1 mother/solo
6000000004555549095	Álmos Árpád dynasty Chief of the Magyars	Q250708	Álmos, Grand Prince of the Magyars	father	1	2	6000000004555466226	Q2079488;Q927543	Ügyek	Ügyek | Előd	zipper r1 father/solo
6000000005598859063	Maria de Brabant and Boulogne Von Braunschweig	Q224685	Maria of Brabant	mother	2	1	6000000000424945177;6000000003026034126	Q3455783	Marie Capet | Matilda Van Boulogne	Matilda of Flanders	zipper r1 spouse/date
6000000005794085315	Gerold	Q671572	Gerold of Vinzgau	father	0	2		Q3125564;Q130367640		Hado of the Anglachgau | Agiluf of Vintzau	zipper r1 father/solo
6000000005852711001	Oliver St. John Kt.	Q75387375	Sir Oliver St. John	mother	1	2	6000000017815781313	Q75558206;Q99083531	Elizabeth Paulett	Elizabeth Paullett | Isabel Paveley	zipper r1 spouse/solo
6000000006277490567	Hicha von Schwaben	Q76300388	Hicha von Schwaben	father	1	2	6000000196144855822	Q819630;Q157121	Burkhard II Burchardinger Duke of Swabia and Count of Raetia	Burchard II of Swabia | Conrad I of Germany	zipper r1 spouse/name
6000000006444537449	Eleanor Shottesbrooke	Q75566616	Eleanor Shottisbrooke	father	0	2		Q75566618;Q106637403		Sir John Shottisbrooke | Sir Robert Shottesbrooke, of Woodhey	zipper r1 mother/solo
6000000007345723540	Ælfgifu	Q96088549	Ælfgifu	father	1	2	6000000000424667895	Q16863932;Q6909515	Morcar	Sigeferth | Morcar	zipper r1 mother/name
6000000007588868228	Marcus Junius Brutus Iunior	Q172248	Marcus Junius Brutus	father	2	2	6000000003355541511;6000000041193050963	Q1358824;Q765997	Marcus Junius Brutus | Quintus Servilius Caepio	Marcus Junius Brutus the Elder | Quintus Servilius Caepio	zipper r1 child/date
6000000007588868228	Marcus Junius Brutus Iunior	Q172248	Marcus Junius Brutus	mother	2	2	6000000003355637296;6000000041324467420	Q232229;Q469712	Servilia Caepionis Maior | Hortensia	Servilia | Hortensia	zipper r1 child/date
6000000008641924557	Arwa Al-Hashemi	Q5669725	Arwa bint Abd al-Muttalib	mother	1	2	6000000003847835904	Q5437878;Q27859518	Fatima Al-Makhzumi	Fatima bint Amr | Sumra bint Jundab	zipper r1 child/name
6000000008787043512	Adelheid von Dillingen	Q76300039	NN von Veringen	father	1	2	6000000008030116091	Q76300059;Q76300763	Adelbert III von Dillingen	Eberhard  I Gräfin von Nellenburg | Wolfrad VI von Veringen	zipper r1 mother/solo
6000000008799872309	Ermengarde van Namen	Q990836	Ermengarde of Lower Lotharingia	father	1	2	6000000001669662426	Q699248;Q469603	Karolus de France duc de Basse-Lotharingie	Otto II , Duke of Lower Lorraine | Charles, Duke of Lower Lorraine	zipper r1 child/name
6000000008900345383	Sofia Karlsdotter	Q4959926	Christina of Sweden	father	1	2	4293237	Q315055;Q312594	Karl Sverkersson Sverkersson	Karl Sverkersson | William the Lion	zipper r1 child/solo
6000000008938162390	Perronelle de Villiers de L'Isle Adam	Q61733480	Pernelle de Villiers	father	0	2		Q61733509;Q75882228		Adam dit le Bègue, seigneur de Villiers le Sec | Adam de Villiers, Seigneur de Villiers et l'Isle-Adam	zipper r1 spouse/name
6000000008938162390	Perronelle de Villiers de L'Isle Adam	Q61733480	Pernelle de Villiers	mother	0	2		Q61733524;Q75882230		Alix de Méry | Alix de Cressy	zipper r1 spouse/name
6000000008970014385	Maria di Piero de' Medici	Q3847629	Maria di Piero de' Medici	father	2	1	6000000001063167523;6000000081995932130	Q299663	Piero di Cosimo de' Medici | Vernio de’Bardi	Piero di Cosimo de' Medici	zipper r1 child/date
6000000009098953443	Maria of Kiev	Q12121701	Mariya Olegovna	father	1	2	6000000003827324882	Q2992005;Q143099	Oleg Sviatoslavich of Chernigov	Oleg I of Chernigov | Sviatopolk II of Kiev	zipper r1 spouse/solo
6000000009117409257	Maria Vukanović Urosevic	Q3512524	Maria of Rascia, Duchess of Znojmo	father	1	2	6000000003858579100	Q2142592;Q250731	Uroš I Petrislavić	Uroš I of Rascia | Álmos, Duke of Nitra	zipper r1 mother/solo
6000000009437636308	Cacht Ingen Cellaig	Q76121913	Cacht (?)	father	1	2	6000000005068539735	Q1274074;Q1154349	Cellach mac Máele Coba High King of Ireland	Máel Coba mac Áedo | Cellach mac Máele Coba	zipper r1 spouse/solo
6000000009704814782	SHATRUGHNA (twin) Dasharatha	Q3518451	Shatrughna	mother	2	1	6000000011124902278;6000000018291933033	Q2046291	SUMITRA | KAIKEYI Dasharatha	Kaikeyi	zipper r1 child/name
6000000009787143856	Ramón Ramón Castro Ramírez	Q7290460	Ramón Castro y Ramírez	father	2	0	6000000009380104466;6000000010084305106		Francisco Francisco Castro Alvarado | José Nicolás Castro Alvarado		zipper r1 father/solo
6000000009787143856	Ramón Ramón Castro Ramírez	Q7290460	Ramón Castro y Ramírez	mother	2	0	6000000004297082969;6000000010084256565		María de la Trinidad de la Trinidad Ramírez Ulloa | Juana Ramírez Otárola		zipper r1 father/solo
6000000009900618185	Æthelstan	Q3562315	Æthelstan of Kent	father	1	2	6000000003826814612	Q272326;Q154934	Æþelwulf	Æthelwulf | Ecgberht	zipper r1 child/name
6000000009900618185	Æthelstan	Q3562315	Æthelstan of Kent	mother	1	2	6000000005956039079	Q2296250;Q3267477	Osburga	Osburh | Redburga	zipper r1 child/name
6000000009965786615	Basil Megas Komnenos Emperor of Trebizond	Q472224	Basil of Trebizond	mother	1	2	6000000008384102573	Q6191429;Q4881573	Jiadjak Jaqeli	Jiajak Jaqeli | Beka I Jaqeli	zipper r1 father/solo
6000000010058038304	Heribert	Q100906	Herbert of Wetterau	father	0	2		Q2473209;Q76299666		Odo, Count of Wetterau | Konrad Herzog von Elsass	zipper r1 father/solo
6000000010444330411	Agatha	Q2826477	Agatha, wife of Edward the Exile	father	0	4		Q177903;Q1866171;Q188943;Q28468		Stephen I of Hungary | Liudolf, Margrave of Frisia | Yaroslav the Wise | Mieszko II	zipper r1 mother/solo
6000000010444330411	Agatha	Q2826477	Agatha, wife of Edward the Exile	mother	0	4		Q232039;Q15434092;Q2332287;Q269619		Gisela of Hungary | Gertrud die Ältere von Braunschweig | Ingegerd Olofsdotter of Sweden | Richeza of Lotharingia	zipper r1 mother/solo
6000000010494666167	Jean I de Montmorency seigneur de Bonneval	Q3172721	Jean I de Montmorency	mother	1	2	6000000008938438718	Q75887069;Q102819417	Jeanne de Levis Mirepoix	Jeanne de Levis | Marie de Dreux	zipper r1 father/solo
6000000010715198330	Jenny Rabe von Pappenheim	Q100383	Jenny von Gustedt	father	2	1	6000000010714656909;6000000000350860879	Q151087	Wilhelm Maximilian Rabe von Pappenheim | Jérôme Napoléon Bonaparte	Jérôme Bonaparte	zipper r1 child/name
6000000010994178138	Sunifred I de Barcelona IV comte d'Urgell	Q1342360	Sunifred, Count of Barcelona	father	0	2		Q816018;Q2358732		Bello of Carcassonne | Borrell, Count of Ausona	zipper r1 father/solo
6000000011580222342	Isabel Luisa Fernández de Córdoba y Enríquez de Ribera	Q110586565	Isabel Fernández de Córdoba y Enríquez de Ribera	father	1	3	6000000004173298796	Q11905099;Q110586546;Q110586519	"Alonso ""el mudo"" Fernández de Córdoba y Enríquez de Ribera V marqués de Priego"	Alonso Fernández de Córdoba y Enríquez de Ribera | Don Fernando Enriquez de Ribera y Cortés de Zuñiga,  3.Marqués de Tarifa | Don Pedro Fernández de Córdoba, 4.Marqués de Priego, 2.Marqués de Villafranca	zipper r1 spouse/date
6000000011580222342	Isabel Luisa Fernández de Córdoba y Enríquez de Ribera	Q110586565	Isabel Fernández de Córdoba y Enríquez de Ribera	mother	1	3	6000000004173412338	Q110586544;Q110586547;Q110586521	Juana Enríquez de Ribera y Girón marquesa	Juana Enriquez de Ribera y Girón | Doña Ana Téllez-Girón | Doña Juana Enriquez de Ribera y Cortés de Zuniga	zipper r1 spouse/date
6000000012577666190		Q10897926	Liu Chang	father	2	1	6000000012578347780;6000000012578071412	Q10900070	 | 	Liu Shu	zipper r1 father/solo
6000000012581597189		Q712916	Li Xian	mother	1	2	6000000002188099903	Q11125050;Q9738		Wu Shun | Wu Zetian	zipper r1 father/solo
6000000012763019361	Lucius Calpurnius Piso Frugi Licinianus	Q882953	Lucius Calpurnius Piso Frugi Licinianus	father	1	2	6000000012762929983	Q1233627;Q1414	Marcus Licinius Crassus Frugi	Marcus Licinius Crassus Frugi | Galba	zipper r1 child/name
6000000012775466437	Arrecina Clementina	Q12272308	Arrecina Clementina	father	2	0	6000000012775484483;6000000012775618499		Arrecinus | Marcus Arrecinus Clemens		zipper r1 spouse/solo
6000000012775466437	Arrecina Clementina	Q12272308	Arrecina Clementina	mother	2	0	6000000012775614396;6000000012775333518		Tertulla | Julia		zipper r1 spouse/solo
6000000012990902097	NN dau of Kadashman-Enlil of Babylon	Q110256318	sister or daughter of Kadashman-Enlil I.	father	0	2		Q603556;Q471335		Kurigalzu I | Kadashman-Enlil I	zipper r1 spouse/name
