# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	1108959	Hugues ou Erard de Saint-Vérain
# prose	Son of Hugues de Saint-Vérain, II and Elisabeth de Noyers Husband of Jeanne de Mello Father of Jeanne de Saint-Vérain Brother of Geoffroi de Saint-Vérain; Philippe de Saint-Vérain and Gibaud de Saint Verain Half brother of Guillaume III de Joigny
# unlinked	0	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=6441	blood_relatives=15000	ancestors=1293	descendants=15000	followers=9	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
1108959	spouse	wife	6000000003827158853	Jeanne de Mello
1108959	child	daughter	1106317	Jeanne de Saint-Vérain
1108959	parent	mother	6000000003828182222	Elisabeth de Noyers
1108959	parent	father	6000000003828182229	Hugues de Saint-Vérain, II
1108959	sibling	brother	6000000003828182215	Geoffroi de Saint-Vérain
1108959	sibling	brother	6000000016981415842	Philippe de Saint-Vérain
1108959	sibling	brother	6000000155058765821	Gibaud de Saint Verain
1108959	step-parent	stepfather	6000000002188578691	Guillaume II de Joigny
1108959	half-sibling	half brother	6000000001778173667	Guillaume III de Joigny
1108959	step-parent	stepfather	6000000002188578720	Baron Jean III of Arcis
1108959	step-parent	stepmother	6000000000172366491	Helvis N...
