# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000006101354494	Jacques I, King of Cyprus
# prose	Son of Hugh IV, king of Cyprus and Alix d'Ibelin Husband of Agnes von Bayern-Landshut and Helvis von Braunschweig-Grubenhagen Father of Janus, King of Cyprus and Armenia; Mary of Lusignan, queen consort of Naples; Agnes de Lusignan; Gui de Lusignan, connétable de Chypre; N.N. and 7 others Brother of Échive de Lusignan; Peter I, king of Cyprus and Jean de Lusignan, prince d'Antioche Half brother of
# unlinked	7	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=8721	blood_relatives=15000	ancestors=3463	descendants=15000	followers=111	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000006101354494	spouse	wife	6000000003481830046	Helvis von Braunschweig-Grubenhagen
6000000006101354494	child	son	6000000003481830022	Janus, King of Cyprus and Armenia
6000000006101354494	child	daughter	6000000008495200036	Mary of Lusignan, queen consort ...
6000000006101354494	child	daughter	6000000008496168847	Agnes de Lusignan
6000000006101354494	child	son	6000000021517050737	Gui de Lusignan, connétable de ...
6000000006101354494	child	daughter	6000000021517471861	N.N.
6000000006101354494	child	daughter	6000000021517291979	Isabelle de Lusignan
6000000006101354494	child	son	6000000008496144580	Philippe de Lusignan, connétabl...
6000000006101354494	child	son	6000000008496153627	Hugues de Lusignan, cardinal
6000000006101354494	child	daughter	6000000008495096130	Eschive de Lusignan
6000000006101354494	child	son	6000000008496150654	Eudes de Lusignan, sénéchal de...
6000000006101354494	child	son	6000000008495937741	Henri de Lusignan, prince de Gal...
