# Immediate family scraped from the Geni profile page. Step 1 of the per-individual loop.
# subject	6000000008176622061	Wilhelm Friedemann Bach
# prose	Son of Johann Sebastian Bach and Maria Barbara Bach Husband of Dorothea Elisabeth Bach Father of Wilhelm Adolf Bach; Gotthilf Wilhelm Bach and Friederica Sophia Bach Brother of Catharina Dorthea Bach; Maria Sophia Bach, twin; Johann Christoph Bach, twin; Carl Philipp Emanuel Bach; Johann Gottfried Bernhard Bach and 1 other Half brother of Christiana Sophia Henrietta Bach; Gottfried Henrich Bach; C
# unlinked	10	relatives the prose names that carry no link, and that no click reveals
# statistics	family_tree=656	blood_relatives=13034	ancestors=45	descendants=3	followers=14	read=1
subject_geni_id	relation	phrase	relative_geni_id	relative_name
6000000008176622061	spouse	wife	6000000008239556189	Dorothea Elisabeth Bach
6000000008176622061	child	son	6000000033303439023	Wilhelm Adolf Bach
6000000008176622061	child	son	6000000033302814796	Gotthilf Wilhelm Bach
6000000008176622061	child	daughter	6000000008239559135	Friederica Sophia Bach
6000000008176622061	parent	mother	6000000008174318768	Maria Barbara Bach
6000000008176622061	parent	father	6000000008174402366	Johann Sebastian Bach
6000000008176622061	sibling	sister	6000000008176509969	Catharina Dorthea Bach
6000000008176622061	sibling	sister	6000000008176981279	Maria Sophia Bach, twin
6000000008176622061	sibling	brother	6000000224381305828	Johann Christoph Bach, twin
6000000008176622061	sibling	brother	6000000004050601595	Carl Philipp Emanuel Bach
6000000008176622061	sibling	brother	6000000008176993317	Johann Gottfried Bernhard Bach
6000000008176622061	sibling	brother	6000000008176782906	Leopold Augustus Bach
