# Geni relationship path: Madgacen
#
# GENERATED by `python -m genimerge path-from-html` out of a Geni profile page
# saved from the browser. Do not hand-edit: re-run the command instead.
#
# Source: Geni - Madgacen (-300-d.).html
#
# Every row carries its Geni profile ID, taken from the `href` on the page's
# relationship panel. That is what makes checking this path an exact join on
# this repo's primary key rather than a name match --- see `genimerge.paths`,
# which falls back to matching names only for rows with no ID.
#
# The relation column is Geni's own wording and describes how THIS person
# relates to the PREVIOUS row.
#
# Columns: step, name, relation_to_previous, note
step	name	relation_to_previous	note
1	You	-	geni:6000000087535357291
2	Richard Wade Borsheim	your father	geni:6000000177921459056
3	Randolph Paulus Borsheim	his father	geni:6000000177921459078
4	Reinhert Borsheim	his father	geni:6000000032068841409
5	Rakel Rasmusdottir Borsheim	his mother	geni:6000000020344732085
6	Anne Berta Osmundsdatter Nese	her adoptive mother	geni:6000000005609547544
7	Osmund Larsson Nese	her father	geni:6000000002744891329
8	Lars Osmundsen Foss-Eikeland, d. y.	his father	geni:6000000069466362236
9	Osmund Larsen Raunes	his father	geni:6000000012587690898
10	Lars Nilsen Raunes	his father	geni:6000000005609304829
11	Nils Larsen Raunes	his father	geni:6000000001770188397
12	Lars Jonsen Landsnes	his father	geni:6000000005607123730
13	Magdalena Lauritsd Hogganvik	his mother	geni:6000000005607268671
14	Katarina Galte	her mother	geni:6000000005856163014
15	Torgils Johannesson Galte	her father	geni:6000000005607884543
16	Gyrild Torgilsdatter Galtung	his mother	geni:6000000002330980548
17	Thorgil Vikingsson Måge	her father	geni:6000000002527461568
18	Viking Finnson Aga	his father	geni:6000000002893299372
19	N.N. Vikingsdotter Nordbø	his mother	geni:382365552280005357
20	Olov Eriksdotter	her mother	geni:6000000004211630381
21	Eirik Sigurdsson Galtung	her father	geni:6000000001827562398
22	Sigurd Gautsson Galte, I	his father	geni:6000000001770282783
23	N. Toresdatter Galte	his mother	geni:6000000005081497052
24	Bergljot Roarsdatter Øen	her mother	geni:6000000003820929909
25	Torbjørg Åsulvsdatter Austråt, til Rein	her mother	geni:6000000004533762608
26	Lendmann Åsulf Guttormsson på Rein	her father	geni:6000000004533762620
27	Guttorm Àsulfsson à Rein	his father	geni:6000000001200156499
28	Åsulv Skulesson	his father	geni:6000000001827562649
29	Skule Torstigson	his father	geni:6000000003645683608
30	Judith of Flanders	his mother	geni:4927821238910067084
31	Baldwin IV the Bearded, count of Flanders	her father	geni:6000000001412935350
32	Arnulf II the Young, count of Flanders	his father	geni:6000000002198946285
33	Baldwin III, count of Flanders	his father	geni:6000000002214355256
34	Arnulf I the Great, count of Flanders	his father	geni:6000000002213340177
35	Ælfthryth, countess of Flanders	his mother	geni:6000000003300400465
36	Alfred the Great, king of the Anglo-Saxons	her father	geni:3967262167710039627
37	Aethelwulf, king of Wessex	his father	geni:6000000003826814612
38	Egbert, king of Wessex	his father	geni:6000000002142373595
39	Ealhmund, Under King Of Kent	his father	geni:6000000000297316210
40	Eaba	his father	geni:6000000001184040598
41	Eoppa	his father	geni:6000000001183968441
42	Ingild	his father	geni:6000000001184035610
43	Saint Cuthburga of Wimborne, Abbess Of Barking	his sister	geni:6000000003232563199
44	Aldfrith, king of Northumbria	her husband	geni:6000000005010538474
45	Oswiu of Northumbria, King of Bernicia, Mercia and of Northumbria	his father	geni:6000000004975954471
46	Rhieinfellt verch Royth	his wife	geni:6000000007553768854
47	Royth ap Rhun	her father	geni:6000000007553976572
48	Rhun ap Urien	his father	geni:6000000007553907727
49	Urien ap Cynfarch, Brenin Rhegid	his father	geni:6000000006290723416
50	Nyfain verch Brychan	his mother	geni:6000000001354422610
51	Prawst verch Tudwal	her mother	geni:377662173460007528
52	Tudwal ap Turmwr Morfawr, King of Dumnonia (Cornwall)	her father	geni:377667004310013809
53	Gwrfawr Morfawr Dumnonia, King of Dumnonia	his father	geni:6000000005739230155
54	Gadeon ap Cynan	his father	geni:6000000011595393870
55	Cynan ap Eudaf Hen	his father	geni:6000000056597824874
56	Elen ferch Eudaf Hen	his sister	geni:377649183480004232
57	Maxentius, Western Roman Emperor	her partner	geni:6000000006792546007
58	Flavia Maxima Fausta	his sister	geni:6000000008211661175
59	Constantine I "the Great", Roman Emperor	her husband	geni:6000000002119283341
60	Constantius I Chlorus, Roman Emperor	his father	geni:6000000002120145230
61	Claudia Crispina	his mother	geni:6000000006101240850
62	Flavius Crispus	her father	geni:6000000012328583538
63	Gordian II, Rome Emperor	his father	geni:6000000003645870464
64	Fabia Orestilla	his mother	geni:6000000001319980889
65	Silviana	her mother	geni:6000000003645859956
66	Aurelia Fadilla	her mother	geni:6000000006101322299
67	Antoninus Pius, Roman Emperor	her father	geni:6000000000700895484
68	Arria Fadilla	his mother	geni:6000000012773904209
69	Consul (69) - Gnaeus Arrius Antoninus	her father	geni:6000000009438016327
70	Gaius Calpernius Piso	his father	geni:6000000194787474823
71	Marcus Julius Antoninus Gneius Caesar	his father	geni:6000000194787464834
72	Lucia Calpunia Piso Caesia	his mother	geni:6000000042037002594
73	Julius Caesar, Roman Dictator	her husband	geni:6000000001336610897
74	Cleopatra VII Philopator, Pharaoh of Egypt	his partner	geni:6000000001336815278
75	Cleopatra Selene II, Queen of Mauretania	her daughter	geni:6000000006861146375
76	Juba II, King of Mauretania	her husband	geni:6000000006861547392
77	Juba I, king of Numidia	his father	geni:6000000006862172450
78	Hiempsal II, king of Numidia	his father	geni:6000000003828401816
79	Gauda, king of Numidia	his father	geni:6000000003828401822
80	Manastabal, king of Numidia	his father	geni:6000000003828401828
81	Masinissa, king of Numidia	his father	geni:6000000003645929691
82	Gaia, king of the Massyli	his father	geni:6000000003645929697
83	Zilalsan, king of the Massyli	his father	geni:6000000003645929702
84	Niptasan	his father	geni:6000000003828401852
85	Ailymas	his father	geni:6000000003828401858
86	Iles	his father	geni:6000000132014099942
87	Zelalsen	his father	geni:6000000132014637821
88	Madgacen	his father	geni:6000000210977860839
