# Geni relationship path: Johan Floderius
#
# GENERATED by `python -m genimerge path-from-html` out of a Geni profile page
# saved from the browser. Do not hand-edit: re-run the command instead.
#
# Source: Geni - Johan Floderius (Floderus) (1721-1789).html
#
# Every row carries its Geni profile ID, taken from the `href` on the page's
# relationship panel. That is what makes checking this path an exact join on
# this repo's primary key rather than a name match --- see `genimerge.paths`,
# which falls back to matching names only for rows with no ID.
#
# The relation column is Geni's own wording and describes how THIS person
# relates to the PREVIOUS row.
#
# Columns: step, name, relation_to_previous, note
step	name	relation_to_previous	note
1	You	-	geni:6000000087535357291
2	Helen Frisk	your mother	geni:6000000177921459052
3	Hans Bertil Frisk	her father	geni:6000000177921459066
4	Beda Elvira Wedberg	his mother	geni:6000000177921458833
5	Johanna Matilda Carlsdotter	her mother	geni:6000000177921458863
6	Christina, Sofia Carlsdotter	her mother	geni:6000000177921459033
7	Ulrika Persdotter	her mother	geni:6000000177920129831
8	Mårten Persson	her brother	geni:6000000011078183170
9	Greta (Margaretha) Isaksdotter	his wife	geni:6000000011078547735
10	Isak Hansson	her father	geni:6000000011078768560
11	Hans Jonsson	his father	geni:6000000018839937212
12	Jonas Hansson	his father	geni:6000000026820456759
13	Olof Hansson Turdin	his brother	geni:6000000004827340729
14	Magdalena Hansdotter Renhorn	his wife	geni:6000000010748893276
15	Christina Nilsdotter Plantin	her mother	geni:6000000004330841310
16	Christina Petrusdotter Steuchius	her mother	geni:6000000002994864727
17	Archbishop Matthias Petri Steuchius	her brother	geni:6000000002797432088
18	Elisabet Steuch	his daughter	geni:6000000006979190560
19	Mattias Asp	her son	geni:6000000006979041910
20	Ulrika Asp	his daughter	geni:6000000021260177011
21	Johan Floderius	her husband	geni:6000000019483266692
