geni_id	lines	BIRT	DEAT	BURI	DATE	PLAC	ADDR	NAME	OCCU	FAMC	FAMS
6000000001288079541	340	1	1	1	46	2	3	1	1	1	0
6000000001288423989	24	1	1	0	3	0	2	1	0	1	1
6000000001293304148	9	0	0	0	1	0	0	1	0	1	0
6000000001293304155	10	0	0	0	1	0	0	1	0	1	1
6000000001293304163	10	0	0	0	1	0	0	1	0	1	1
6000000001293304170	10	0	0	0	1	0	0	1	0	1	1
6000000001293304177	10	0	0	0	1	0	0	1	0	1	1
6000000001293304184	13	0	0	0	1	0	0	1	0	1	1
6000000001293304191	13	0	0	0	1	0	0	1	0	1	1
6000000001293304198	14	0	0	0	1	0	0	1	0	1	1
6000000001302183578	17	1	0	0	2	0	1	1	0	1	0
6000000001317345325	404	1	1	0	21	1	2	4	1	1	1
6000000001319323403	185	1	1	1	4	1	3	5	1	1	1
6000000001319351116	222	1	1	1	4	1	3	6	1	1	0
6000000001319413078	112	1	1	1	4	1	3	8	1	1	0
6000000001319422295	230	1	1	1	10	2	3	13	1	1	1
6000000001319443398	194	1	1	1	20	1	3	6	1	0	1
6000000001319754212	93	1	1	0	5	2	2	1	0	0	1
6000000001320202138	21	1	1	0	3	0	0	1	0	1	1
6000000001322567074	146	1	1	1	5	3	3	3	1	1	3
6000000001323231241	33	1	1	0	3	0	2	1	1	1	3
6000000001323506976	59	1	1	0	3	0	2	2	1	1	2
6000000001323878378	317	1	1	1	3	2	3	2	1	1	2
6000000001324096521	194	1	1	1	3	1	3	1	1	1	7
6000000001329622158	168	1	1	1	12	1	3	4	1	1	2
6000000001330899240	224	1	1	1	5	2	4	2	2	1	2
6000000001336571372	250	1	1	1	4	2	4	1	3	1	2
6000000001336610897	2038	1	1	1	9	6	9	3	6	1	8
6000000001336630486	270	1	1	1	4	2	3	1	1	1	2
6000000001336650473	1702	1	1	1	6	3	6	3	4	1	6
6000000001336717255	2900	1	1	1	111	9	11	2	9	1	3
6000000001336756403	220	1	1	0	3	0	2	1	1	1	1
6000000001336803104	310	1	1	0	19	1	2	2	1	1	1
6000000001336815278	1045	1	1	1	3	0	3	5	1	1	4
6000000001336929154	95	1	1	0	3	1	1	3	0	1	0
6000000001337643334	250	1	1	0	5	2	2	3	2	1	1
6000000001338193719	1597	1	1	1	198	3	4	3	2	1	2
6000000001339030072	221	1	1	1	4	1	3	2	1	1	0
6000000001340142235	86	1	1	1	4	1	3	2	1	1	0
6000000001340567024	37	1	1	1	4	2	3	1	1	1	0
6000000001341078095	116	1	1	1	10	1	3	4	0	1	1
6000000001349209195	74	1	1	1	9	3	3	1	1	1	2
6000000001351031111	365	1	1	0	52	4	4	4	4	1	2
6000000001351712009	115	1	1	0	5	0	2	2	0	0	1
6000000001353750518	70	1	1	0	5	0	0	1	0	0	1
6000000001353750534	46	0	0	0	3	0	0	1	0	0	2
6000000001353854035	147	1	1	0	3	2	2	3	0	1	2
6000000001353959747	34	1	1	0	3	1	2	1	0	1	1
6000000001354010633	470	1	1	1	38	2	4	1	1	1	2
6000000001354461271	87	1	1	0	3	0	0	1	0	1	1
6000000001355551259	172	1	1	0	5	0	1	2	1	1	1
6000000001355636606	139	1	1	0	3	1	2	3	1	1	2
6000000001355641630	51	1	0	0	2	0	0	1	1	1	5
6000000001355641705	39	1	1	0	2	0	2	2	0	1	1
6000000001355763501	45	1	1	0	3	0	2	1	1	1	2
6000000001359031010	80	1	1	1	3	1	3	5	0	1	1
6000000001363251695	586	1	1	1	43	2	3	1	0	0	1
6000000001363286333	119	1	1	0	3	2	2	1	0	0	3
6000000001363782992	30	1	1	0	3	0	2	1	1	1	1
6000000001363868253	25	1	1	0	3	0	2	1	1	1	1
6000000001365258699	177	1	1	1	4	3	3	2	1	1	0
6000000001367996850	41	1	1	1	3	2	3	1	0	1	1
6000000001368783406	92	1	1	1	3	2	3	3	1	1	1
6000000001368913482	78	1	1	1	4	1	3	5	1	1	0
6000000001368942756	113	1	1	1	4	1	3	4	1	1	0
6000000001370667847	63	1	1	0	3	1	2	1	1	1	1
6000000001376129927	272	1	1	1	19	3	3	1	1	1	1
6000000001376890454	27	1	1	0	3	0	2	1	0	1	0
6000000001378558222	57	1	1	0	3	0	2	2	0	1	1
6000000001379204104	165	1	1	1	10	1	3	5	1	1	0
6000000001380147638	42	1	1	0	3	1	1	3	0	1	0
6000000001382780698	51	1	1	0	3	0	2	1	0	0	1
6000000001382780757	30	1	1	1	3	2	3	1	0	0	1
6000000001382785095	58	1	1	1	3	1	3	1	0	1	1
6000000001382973895	64	1	1	1	9	3	3	1	0	1	1
6000000001389864086	148	1	1	0	9	0	1	4	0	1	1
6000000001390149431	837	1	1	1	109	3	8	4	10	1	10
6000000001391856400	1631	1	1	1	87	0	2	4	1	0	1
6000000001397662703	192	1	1	0	8	1	2	6	1	0	1
6000000001397740992	60	1	1	1	3	2	2	3	1	1	2
6000000001397765915	52	1	1	0	3	0	0	7	1	1	1
6000000001397812864	25	0	1	0	2	0	0	4	0	0	1
6000000001397856950	82	1	1	0	3	0	2	8	1	1	1
6000000001397950212	564	1	1	1	30	0	3	4	1	1	5
6000000001398079390	161	1	1	1	3	1	3	8	1	1	0
6000000001398131432	35	1	1	1	3	0	2	1	1	1	0
6000000001398359064	114	1	1	0	3	0	2	8	1	1	1
6000000001398561082	91	1	1	1	3	1	3	6	1	0	1
6000000001399152540	226	1	1	1	18	1	3	6	1	0	1
6000000001402398969	25	1	1	0	3	2	2	1	0	1	1
6000000001402401031	157	1	1	1	17	3	3	1	0	1	2
6000000001404929042	423	1	1	1	48	2	3	1	1	1	2
6000000001407495086	78	1	1	0	7	0	0	4	1	1	0
6000000001409023478	377	1	1	1	32	0	3	5	1	1	1
6000000001409039560	77	0	1	0	2	0	0	4	1	1	1
6000000001409107184	190	1	1	1	5	1	2	9	1	1	1
6000000001409339120	250	1	1	0	11	0	2	9	1	1	1
6000000001410907536	25	1	1	1	4	0	1	2	0	1	1
6000000001412384166	81	1	1	0	3	0	1	1	1	2	2
6000000001412420076	22	1	0	0	2	1	1	1	0	1	1
6000000001412881746	802	1	1	1	14	1	3	6	2	1	4
6000000001412881786	2050	1	1	1	25	4	5	5	2	1	1
6000000001412929958	70	1	1	1	3	2	3	6	1	1	1
6000000001412933678	57	1	1	0	3	1	1	6	0	1	1
6000000001412935350	697	1	1	1	39	2	4	8	2	1	9
6000000001412937598	520	1	1	1	19	5	10	5	8	1	1
6000000001412940184	45	0	1	0	2	0	0	5	1	1	1
6000000001412940807	115	1	1	1	3	1	3	5	1	1	1
6000000001412951572	1124	1	1	1	26	1	3	5	1	1	2
6000000001412952494	532	1	1	1	13	1	3	9	1	1	2
6000000001412952663	229	1	1	1	8	1	3	5	1	1	3
6000000001415171443	355	1	1	1	29	1	3	1	1	0	3
6000000001415590336	193	1	1	1	15	1	3	1	0	1	0
6000000001416177551	61	1	1	0	3	1	2	2	1	1	1
6000000001416312174	106	1	1	0	3	0	2	2	1	1	1
6000000001416325390	29	0	0	0	1	0	0	1	0	1	1
6000000001416347026	183	1	1	0	3	1	2	1	0	1	1
6000000001421995385	18	1	1	0	3	1	1	1	0	1	1
6000000001434670985	579	1	1	1	9	1	3	1	1	1	1
6000000001435528087	250	1	1	1	11	1	3	3	1	1	2
6000000001436319440	52	1	1	0	3	0	2	1	1	1	2
6000000001437874038	142	1	1	1	11	2	5	1	3	0	1
6000000001438311487	43	1	1	1	4	2	3	1	0	1	0
6000000001441184437	697	1	1	1	16	0	1	4	1	1	1
6000000001441509684	1154	1	1	1	6	1	4	5	2	1	3
6000000001448141608	308	1	1	0	23	1	3	1	2	1	2
6000000001448151252	160	1	1	1	19	0	3	2	0	1	1
6000000001448263075	84	1	1	1	7	3	3	1	0	1	3
6000000001449295063	381	1	1	1	14	3	10	7	7	0	6
6000000001449427127	494	1	1	1	17	3	4	6	1	1	6
6000000001450476253	142	1	1	0	3	2	2	2	0	1	2
6000000001452868608	221	1	1	0	3	1	2	1	1	1	1
6000000001453039469	112	1	1	1	8	0	3	1	0	1	1
6000000001455982151	316	1	1	0	25	0	2	6	1	1	3
6000000001461680030	186	1	1	1	7	2	4	1	0	1	2
6000000001462706010	340	1	1	1	11	1	3	4	1	1	5
6000000001462712746	534	1	1	1	35	0	3	24	1	1	1
6000000001468423386	203	1	1	0	34	0	2	5	1	0	1
6000000001469339081	12	0	0	0	1	0	0	1	1	1	0
6000000001469601505	133	1	1	1	9	3	8	4	5	1	1
6000000001470334293	240	1	1	1	13	3	7	3	4	1	1
6000000001470460100	74	1	1	1	4	2	3	1	1	1	0
6000000001472945371	94	1	1	1	3	2	3	8	1	1	0
6000000001473096415	492	1	1	1	36	3	4	2	1	1	0
6000000001474262026	208	1	1	0	3	0	2	1	1	1	1
6000000001475062746	40	1	1	1	3	1	3	1	1	1	0
6000000001477171801	496	1	1	1	32	0	3	7	1	1	0
6000000001479334302	61	1	1	1	4	2	3	2	1	1	1
6000000001479508039	1316	1	1	1	45	1	3	6	1	1	0
6000000001479998258	251	1	1	1	39	0	3	4	1	1	0
6000000001481353763	29	1	1	0	3	0	2	1	0	1	1
6000000001482606369	31	1	1	0	3	0	2	1	0	1	1
6000000001500246498	796	1	1	1	30	1	3	4	1	1	1
6000000001500248316	50	1	1	0	3	1	3	5	2	1	1
6000000001500820357	202	1	1	0	35	2	2	1	0	0	1
6000000001500832839	352	1	1	1	63	2	3	2	1	1	1
6000000001500835116	60	1	1	0	3	0	1	3	1	1	2
6000000001500841115	25	1	1	0	3	0	2	1	0	1	1
6000000001500841170	110	1	1	1	20	0	2	1	0	1	0
6000000001500850201	35	1	1	1	4	3	3	2	0	1	1
6000000001500854063	637	1	1	1	3	0	3	6	1	1	3
6000000001500854079	204	1	1	0	21	1	2	4	1	1	2
6000000001500866583	170	1	1	0	3	0	2	6	0	1	2
6000000001500870186	632	1	1	1	5	1	3	2	1	1	7
6000000001500872768	71	1	1	0	3	1	2	2	0	0	1
6000000001500882984	124	1	1	1	4	3	3	2	1	1	0
6000000001500884462	161	1	1	1	8	1	3	3	1	0	1
6000000001500886022	362	1	1	0	68	2	2	2	0	1	1
6000000001500886152	34	1	1	1	3	3	3	1	0	1	0
6000000001500890965	1209	1	1	1	68	0	3	3	1	1	4
6000000001500899234	41	0	1	0	2	0	0	1	1	1	1
6000000001500907018	96	1	1	0	11	0	2	2	1	1	1
6000000001500907061	50	1	1	0	9	2	2	1	0	1	1
6000000001500916916	169	1	1	1	3	1	3	2	1	1	1
6000000001500928754	275	1	1	1	4	1	4	10	2	1	2
6000000001500929000	292	1	1	0	3	0	2	5	1	1	2
6000000001500929045	42	1	1	0	3	0	2	3	0	1	1
6000000001500929136	145	1	1	1	6	3	5	6	3	1	3
6000000001500929223	44	1	1	1	3	2	3	4	0	1	1
6000000001500929374	68	1	1	0	3	0	1	3	1	1	3
6000000001500929388	104	1	1	0	3	2	2	2	0	1	0
6000000001500929797	113	1	1	1	4	2	3	2	1	1	0
6000000001500933025	157	1	1	1	4	1	3	2	1	1	2
6000000001500947329	175	1	1	1	4	2	3	1	1	1	1
6000000001500956451	143	1	1	1	13	2	3	3	1	1	1
6000000001500984587	142	1	1	0	3	0	2	5	1	1	2
6000000001500984923	180	1	1	1	3	1	3	10	1	1	3
6000000001500992616	285	1	1	1	3	1	3	2	1	1	1
6000000001501000813	59	0	1	0	2	0	1	1	1	1	2
6000000001501000954	309	1	1	1	26	2	3	8	1	1	1
6000000001501010534	616	1	1	0	33	0	2	6	1	1	4
6000000001501016433	79	1	1	1	3	1	3	8	1	1	1
6000000001501029955	21	1	1	0	3	0	1	1	1	1	0
6000000001501057010	345	1	1	1	57	0	3	4	1	1	1
6000000001501065025	565	1	1	1	98	0	3	4	1	1	2
6000000001501069123	416	1	1	0	68	1	2	3	0	1	1
6000000001503906263	35	1	1	0	3	2	2	3	1	1	1
6000000001504208487	45	1	1	1	7	1	1	1	1	1	2
6000000001504209390	64	1	0	0	2	0	1	1	0	1	2
6000000001504209666	88	1	1	1	4	2	2	1	1	1	1
6000000001504212922	120	1	1	0	3	2	2	1	0	1	1
6000000001504214191	79	1	1	1	4	3	3	1	1	1	2
6000000001504216475	74	1	1	1	5	2	4	1	1	1	1
6000000001504216483	45	1	1	1	4	2	3	1	0	1	1
6000000001504216645	138	1	1	0	3	2	2	1	1	1	1
6000000001504221138	43	1	1	1	3	2	2	1	0	1	1
6000000001504235006	223	1	1	0	31	0	2	2	1	1	0
6000000001504251270	35	1	1	1	3	2	3	1	1	0	1
6000000001504252287	108	1	1	1	12	2	3	1	1	1	2
6000000001504252488	65	1	1	0	8	0	2	1	0	1	1
6000000001504256100	32	1	1	1	3	2	3	1	0	1	2
6000000001504256184	45	1	1	1	3	2	3	1	0	1	1
6000000001504259263	26	1	1	0	3	1	1	1	0	1	1
6000000001504279331	69	1	1	1	4	2	2	2	1	1	2
6000000001504281908	137	1	1	0	12	2	2	1	0	1	2
6000000001504282350	40	1	1	1	3	3	3	2	1	1	1
6000000001504293868	39	1	1	0	3	2	2	2	0	1	1
6000000001504296014	103	1	1	0	3	2	2	1	1	1	2
6000000001504296037	44	1	1	0	6	1	1	1	0	1	2
6000000001504296318	47	1	1	1	4	1	3	3	0	1	1
6000000001504296538	135	1	1	1	10	2	2	1	1	0	1
6000000001504296669	53	1	1	1	4	3	3	1	2	1	2
6000000001504296682	22	1	0	0	2	1	1	1	0	1	1
6000000001504296785	35	1	1	1	3	3	3	1	1	1	1
6000000001504296886	76	1	1	1	8	3	3	1	1	1	2
6000000001504298040	116	1	1	0	16	1	2	1	0	0	1
6000000001504298048	33	1	1	1	3	3	3	2	1	1	1
6000000001504298064	57	1	1	1	7	4	4	1	2	0	1
6000000001504319571	27	1	1	1	3	2	2	2	1	1	1
6000000001504367943	121	1	1	0	3	0	2	4	1	1	1
6000000001504387635	316	1	1	0	37	2	2	1	1	1	1
6000000001504410208	38	1	1	0	3	0	2	2	0	1	1
6000000001504410273	26	1	1	0	3	2	2	1	1	1	1
6000000001504412376	47	1	1	0	6	1	1	1	0	1	0
6000000001504447318	125	1	1	1	17	3	3	1	1	1	1
6000000001504523245	71	1	1	1	7	3	3	2	1	1	2
6000000001504523528	44	1	1	1	4	1	2	1	0	1	3
6000000001504523535	46	1	1	1	3	1	2	1	1	1	0
6000000001504523643	101	1	1	0	11	1	2	1	1	1	1
6000000001504523737	138	1	1	1	22	3	3	1	0	1	1
6000000001504528180	182	1	1	1	3	3	3	2	1	1	2
6000000001504528221	41	1	1	0	3	0	1	2	0	1	1
6000000001504528609	110	1	1	1	4	2	3	1	1	1	2
6000000001504532621	30	1	1	1	3	1	2	1	0	1	1
6000000001504537306	216	1	1	1	10	3	3	1	1	0	1
6000000001504537414	105	1	1	1	10	2	3	1	1	1	1
6000000001504541718	25	1	1	0	3	2	2	1	0	0	1
6000000001504552957	328	1	1	1	15	1	1	1	1	1	2
6000000001504573128	89	1	1	0	3	1	2	2	0	1	0
6000000001504576918	19	1	1	0	3	1	1	1	0	1	1
6000000001504580042	45	1	1	0	3	1	1	1	0	0	1
6000000001504580134	55	1	1	0	3	2	2	1	1	1	1
6000000001504580144	43	1	1	0	3	2	2	1	0	1	1
6000000001504585809	93	1	1	1	4	4	4	1	2	1	1
6000000001504585832	33	1	1	1	3	3	3	1	0	1	2
6000000001504592074	78	1	1	1	2	3	3	1	1	1	1
6000000001504596913	49	1	1	0	3	1	2	2	0	1	1
6000000001504598934	32	1	1	0	3	0	2	1	0	1	1
6000000001504606977	77	1	1	1	4	3	4	1	2	1	1
6000000001504617748	45	1	1	1	3	3	3	2	0	1	2
6000000001504617812	46	1	1	1	3	3	3	1	1	1	1
6000000001504617857	68	1	1	1	3	3	3	1	1	1	2
6000000001504652886	44	1	1	0	3	3	3	4	2	1	1
6000000001504673979	60	1	1	0	5	2	2	1	1	1	2
6000000001504688583	127	1	1	1	10	2	3	1	1	1	1
6000000001504701839	54	1	1	0	3	2	2	1	0	1	1
6000000001504702193	50	1	1	0	3	0	1	1	1	1	0
6000000001504702392	49	1	1	1	3	3	3	1	1	1	2
6000000001504702404	37	1	1	1	3	3	3	1	1	1	1
6000000001504729741	30	1	1	1	3	3	3	1	0	1	1
6000000001504729785	41	1	1	0	3	0	1	1	1	1	1
6000000001504736447	38	1	1	1	4	3	3	1	0	1	1
6000000001504736765	68	1	1	1	3	2	3	1	1	1	1
6000000001504736783	52	1	1	1	4	2	3	1	1	1	1
6000000001504741179	35	1	1	1	3	2	2	1	0	1	2
6000000001504741364	34	1	1	1	4	3	3	1	1	1	1
6000000001504743105	36	1	1	1	4	1	2	1	1	0	1
6000000001504743151	44	1	1	1	4	0	1	1	1	1	2
6000000001504745415	138	1	1	1	3	3	3	2	1	1	2
6000000001504748019	75	1	1	1	5	2	4	1	1	1	1
6000000001504748112	58	1	1	1	4	3	3	1	1	1	3
6000000001504768137	59	1	1	1	5	1	2	1	1	1	1
6000000001504768288	74	1	1	1	7	3	3	2	1	1	1
6000000001504768312	30	1	1	0	3	2	2	1	1	1	1
6000000001504786515	81	1	1	0	3	2	2	1	1	1	1
6000000001504786874	96	1	1	1	3	2	2	1	1	1	2
6000000001504796280	36	1	1	1	3	2	3	1	0	1	0
6000000001504807994	24	1	1	0	3	1	1	1	0	1	1
6000000001504810035	59	1	1	1	4	3	3	1	1	1	3
6000000001504810093	30	1	1	0	3	0	1	1	0	1	1
6000000001504810338	115	1	1	1	7	3	3	2	4	1	1
6000000001504810530	22	1	1	0	3	2	2	1	0	1	1
6000000001504816842	58	1	1	0	6	2	2	1	0	1	1
6000000001504824011	128	1	1	0	11	2	2	2	1	1	6
6000000001504824129	29	1	1	1	3	2	2	1	0	1	1
6000000001504827168	27	1	1	1	3	1	1	1	1	1	0
6000000001504827410	36	1	1	1	3	2	2	1	1	1	0
6000000001504827433	52	1	1	1	3	2	2	1	0	1	1
6000000001504827441	51	1	1	1	3	2	2	1	1	1	1
6000000001504827712	31	1	1	1	3	1	2	1	1	1	0
6000000001504831282	74	1	1	1	4	2	3	2	1	1	1
6000000001504831677	75	1	1	1	3	2	2	1	0	1	2
6000000001504838793	34	1	1	0	3	2	2	1	0	1	1
6000000001504838840	32	1	1	0	3	1	2	1	1	1	1
6000000001504841123	24	0	1	0	2	0	0	1	0	1	1
6000000001504841310	407	1	1	0	77	1	2	1	0	1	2
6000000001504844929	103	1	1	1	4	3	3	1	1	1	1
6000000001504846036	276	1	1	1	3	3	3	3	1	1	1
6000000001504846635	51	1	1	0	3	2	2	2	0	1	1
6000000001504846742	94	1	1	0	4	1	1	1	2	1	3
6000000001504846827	29	1	1	0	3	1	1	1	1	1	1
6000000001504913149	345	1	1	0	52	1	2	3	1	1	1
6000000001504918152	39	1	1	0	3	2	2	1	0	1	0
6000000001504918209	34	1	1	1	3	3	3	1	0	1	0
6000000001504918217	34	1	1	1	3	3	3	1	0	1	0
6000000001504918225	33	1	1	1	3	3	3	1	0	1	0
6000000001504955327	26	1	1	0	3	1	1	1	0	1	0
6000000001504955354	25	1	1	0	3	1	1	1	0	1	0
6000000001504955372	51	1	1	0	4	2	2	1	0	1	2
6000000001504955379	57	1	1	1	3	3	3	1	0	1	0
6000000001504958354	600	1	1	1	98	2	3	3	1	1	0
6000000001504958369	133	1	1	1	6	2	3	2	1	1	1
6000000001504971307	141	1	1	0	23	1	1	6	1	0	1
6000000001504974157	109	1	1	0	19	1	1	1	0	1	1
6000000001504974955	36	1	1	1	5	0	2	1	0	1	1
6000000001504991300	22	1	1	0	3	0	1	2	0	1	1
6000000001506661059	58	1	1	1	3	1	3	1	0	0	1
6000000001506883754	440	1	1	1	23	8	11	3	3	1	1
6000000001507417174	1841	1	1	1	194	0	4	2	1	0	1
6000000001510540061	292	1	1	1	48	2	4	1	1	1	2
6000000001511221493	21	1	0	0	2	1	1	1	0	1	1
6000000001511313911	22	1	1	0	3	0	1	2	0	1	1
6000000001514999918	76	1	1	0	10	0	2	2	1	1	1
6000000001514999942	50	1	1	0	3	0	2	2	1	1	2
6000000001522987557	17	1	0	0	2	1	1	1	1	1	1
6000000001526567662	165	1	1	1	9	2	3	2	1	1	1
6000000001529617955	89	1	1	0	3	1	2	4	1	1	3
6000000001531202519	405	1	1	1	4	0	2	6	2	1	2
6000000001531288447	139	1	1	1	14	0	2	1	0	0	1
6000000001534928000	63	1	1	1	4	1	3	1	1	1	1
6000000001534931746	52	1	1	1	3	1	3	2	1	1	1
6000000001534995483	227	1	1	1	3	1	3	2	1	1	1
6000000001540766229	31	1	1	0	3	0	2	1	0	0	1
6000000001542433907	81	1	1	0	3	2	2	3	1	1	2
6000000001543392939	49	1	1	1	4	1	3	2	0	1	1
6000000001543450275	91	1	1	1	4	1	3	3	1	1	1
6000000001543751090	47	1	1	1	4	1	3	1	0	1	0
6000000001543798015	49	1	1	1	4	3	3	2	1	1	2
6000000001543810037	41	1	1	0	3	0	2	2	0	1	1
6000000001543828703	88	1	1	1	3	0	3	2	0	1	1
6000000001544431739	914	1	1	1	20	1	2	4	1	1	3
6000000001544446082	749	1	1	1	32	2	3	4	1	1	1
6000000001544453303	18	1	1	0	3	1	1	1	0	1	0
6000000001544486806	215	1	1	1	16	1	3	3	0	1	0
6000000001544491104	435	1	1	0	42	3	3	2	2	1	1
6000000001544493632	487	1	1	0	76	0	2	2	1	1	1
6000000001544542384	711	1	1	1	48	1	2	2	1	0	1
6000000001544554402	551	1	1	1	67	3	4	3	2	1	4
6000000001544590571	22	1	0	0	2	1	1	2	0	1	0
6000000001544596977	32	1	1	0	3	0	2	1	1	1	2
6000000001544600421	113	1	1	1	4	0	2	3	1	1	1
6000000001544606896	289	1	1	0	3	2	2	2	0	1	0
6000000001545596804	50	1	1	1	3	1	3	1	0	1	1
6000000001547410599	35	1	1	0	3	0	2	2	0	1	2
6000000001547520783	25	1	1	0	3	0	2	1	0	1	0
6000000001552874983	110	1	1	1	3	1	3	2	1	1	0
6000000001554051035	72	1	1	1	3	2	3	2	1	1	1
6000000001555385150	420	1	1	1	73	2	8	2	5	1	1
6000000001560068229	123	1	1	1	3	1	3	1	0	1	1
6000000001561126504	226	1	1	0	36	0	2	1	1	1	1
6000000001561724257	1930	1	1	1	344	2	11	7	9	0	6
6000000001561727235	392	1	1	1	11	4	9	5	7	1	6
6000000001561742484	749	1	1	1	12	5	11	4	8	1	1
6000000001561806512	213	1	1	1	25	2	13	4	10	1	2
6000000001561849052	315	1	1	1	16	4	5	6	2	1	3
6000000001562593113	247	1	1	1	4	0	3	2	1	1	1
6000000001562994828	62	1	1	1	3	3	3	7	1	1	2
6000000001563106888	62	1	1	0	3	2	2	1	0	0	1
6000000001563228674	91	1	1	0	4	0	2	1	0	1	0
6000000001563248087	327	1	1	0	25	0	2	6	1	1	2
6000000001563293216	329	1	1	1	4	1	3	13	1	1	1
6000000001563350697	235	1	1	1	18	3	4	1	2	0	4
6000000001578882499	167	1	1	1	9	3	3	1	0	1	2
6000000001578912888	76	1	1	1	3	1	3	2	1	1	1
6000000001578953401	577	1	1	1	39	2	3	7	1	1	1
6000000001583375202	58	1	1	1	3	1	3	1	0	1	0
6000000001586559347	404	1	1	0	57	0	2	1	0	1	2
6000000001588363339	36	1	1	0	3	1	1	2	0	1	1
6000000001588444082	28	1	1	0	3	0	2	2	0	1	1
6000000001588461811	140	1	1	1	4	2	3	4	1	1	1
6000000001588464379	116	1	1	0	3	0	2	1	0	1	1
6000000001588517287	524	1	1	0	3	1	2	3	0	1	1
6000000001588526808	89	1	1	0	15	0	1	2	0	1	0
6000000001593637951	756	1	1	1	41	0	2	8	6	1	1
6000000001593947330	2483	1	1	1	451	2	4	16	2	1	1
6000000001593972605	251	1	1	1	3	0	3	3	1	1	2
6000000001593991258	145	1	1	1	3	1	3	4	1	1	2
6000000001594086076	104	1	1	1	4	2	3	6	1	1	1
6000000001595814236	161	1	1	1	7	2	3	2	0	1	1
6000000001596810917	285	1	1	0	42	2	2	1	0	0	1
6000000001598971185	349	1	1	1	3	2	3	5	1	1	2
6000000001599490659	625	1	1	1	68	0	3	4	1	1	1
6000000001599527098	395	1	1	1	10	1	3	6	1	1	6
6000000001599696823	260	1	1	1	22	1	3	4	1	1	1
6000000001600060051	2455	1	1	1	139	1	3	8	1	0	6
6000000001602499589	91	1	1	0	5	0	2	1	1	1	2
6000000001602644048	65	1	1	1	3	1	3	1	0	1	1
6000000001608854088	460	1	1	1	79	0	3	1	0	0	1
6000000001610389741	2440	1	1	1	50	2	4	9	8	1	4
6000000001611675939	1575	1	1	1	129	4	5	3	3	1	0
6000000001612178445	553	1	1	1	46	2	3	1	0	1	0
6000000001612365083	74	1	1	1	3	1	3	1	1	1	1
6000000001631230740	28	1	1	0	3	2	2	2	1	0	1
6000000001631291699	218	1	1	1	4	1	3	4	1	1	3
6000000001632206444	321	1	1	1	3	0	3	5	1	1	1
6000000001637088448	82	1	1	1	4	1	3	1	0	1	1
6000000001643397812	74	1	1	0	3	1	2	6	0	1	1
6000000001651460598	279	1	1	1	7	2	3	6	4	1	1
6000000001651481289	293	1	1	1	13	3	9	7	9	1	1
6000000001651502714	413	1	1	1	44	0	2	3	1	1	1
6000000001651629109	608	1	1	1	50	2	3	4	1	1	3
6000000001652906154	196	1	1	1	9	3	3	1	1	1	2
6000000001652920058	156	1	1	0	3	2	2	1	1	1	3
6000000001652930136	86	1	1	1	6	2	3	1	1	1	1
6000000001654798466	2151	1	1	1	66	6	6	2	3	1	2
6000000001654928394	930	1	1	1	24	1	4	1	1	0	1
6000000001655553744	12	1	0	0	2	0	0	1	0	1	0
6000000001664402872	236	1	1	1	3	3	3	3	1	1	0
6000000001664699119	58	1	1	1	7	1	3	2	0	1	0
6000000001669419446	313	1	1	1	18	2	3	2	1	0	2
6000000001669592321	100	1	1	0	3	0	2	2	1	1	1
6000000001669596693	43	1	1	0	3	1	2	1	0	1	2
6000000001669607475	38	1	1	0	3	2	2	2	1	1	1
6000000001669612310	71	1	1	0	3	1	1	1	1	1	1
6000000001669612541	43	1	1	0	3	1	1	2	0	1	2
6000000001669612578	71	1	1	1	4	1	3	1	1	1	1
6000000001669612881	66	1	1	0	3	2	2	2	1	1	1
6000000001669615869	267	1	1	0	4	1	3	4	2	1	5
6000000001669618094	79	1	1	0	3	1	1	1	1	1	1
6000000001669640454	128	1	1	0	14	0	1	3	0	1	1
6000000001669640549	867	1	1	1	7	2	4	7	2	1	1
6000000001669640632	402	1	1	1	8	2	3	2	1	1	2
6000000001669654419	29	1	0	0	2	1	1	3	1	1	1
6000000001669660660	82	1	1	0	3	2	3	3	2	1	1
6000000001669662405	325	0	1	1	6	1	1	6	1	1	1
6000000001669662426	666	1	1	1	3	1	3	8	1	1	2
6000000001672162635	122	1	1	0	2	0	1	1	1	1	2
6000000001672202455	84	1	1	1	3	1	3	2	1	1	0
6000000001672942679	214	1	1	1	15	1	3	1	0	1	0
6000000001672965876	254	1	1	1	15	1	3	1	1	0	1
6000000001677944498	80	1	1	1	4	2	3	1	1	1	1
6000000001686328679	49	1	1	0	3	0	1	1	0	1	2
6000000001688756248	54	1	1	1	6	2	4	1	0	1	1
6000000001689514673	557	1	1	0	11	2	2	1	1	1	2
6000000001690400932	143	1	1	1	4	0	3	2	0	1	1
6000000001690603000	376	1	1	1	13	2	5	1	2	0	1
6000000001690621558	42	1	1	1	4	1	3	1	0	1	1
6000000001690766487	25	1	1	0	3	0	2	1	0	0	1
6000000001694449866	215	1	1	1	4	0	3	5	0	1	1
6000000001699062829	143	1	1	1	3	3	3	3	1	1	1
6000000001701402898	148	1	1	1	12	1	3	3	1	1	1
6000000001704006610	363	1	1	1	13	0	3	5	1	1	1
6000000001713382569	116	1	1	0	3	1	2	3	1	0	3
6000000001722301455	145	1	1	0	3	2	2	1	1	1	2
