geni_id	lines	BIRT	DEAT	BURI	DATE	PLAC	ADDR	NAME	OCCU	FAMC	FAMS
4876333060490131136	330	1	1	1	5	2	4	4	2	1	5
4876349803630131587	534	1	1	1	46	1	3	5	1	1	1
4876632757330125828	316	1	1	0	3	1	2	2	1	1	1
4876709487680081308	391	1	1	1	3	1	2	2	1	1	2
4876729152710013892	428	1	1	1	6	2	2	3	2	1	1
4880891073850057158	1306	1	1	0	3	1	1	8	2	1	1
4880903518780047045	78	1	1	0	3	1	2	3	1	1	2
4913726906610024668	48	1	0	0	2	0	0	9	1	1	1
4913735229900074272	72	1	1	0	3	1	1	9	0	1	1
4915441647200047771	13	0	0	0	1	0	0	2	0	1	0
4921273998360102568	204	1	1	1	3	2	3	3	1	1	1
4924448917970137597	2171	1	1	1	126	3	4	12	2	1	10
4924524160660049048	376	1	1	1	3	1	3	3	2	1	1
4924870419470035934	7358	1	1	1	182	3	3	4	1	1	10
4924875649300067216	37	1	1	0	3	0	2	1	0	1	2
4927683959580122814	926	1	1	1	10	2	4	5	2	1	1
4927794328070059657	762	1	1	1	35	2	3	5	1	1	1
4927821238910067084	252	1	1	1	7	1	3	4	1	1	2
4932522491620040585	175	1	1	1	4	2	2	5	1	1	3
4946518870490042172	3862	1	1	1	41	2	4	10	2	1	5
4949007968210124576	96	1	1	0	3	0	0	2	0	2	2
4951476631580041873	184	0	1	1	2	1	2	1	1	1	2
4951911868150125164	545	1	1	1	14	1	3	4	1	1	1
4953926232780130809	98	1	1	0	3	2	2	2	1	1	1
4954353449500028686	69	1	1	0	3	0	1	5	1	0	2
4956106785230077527	76	1	1	0	7	2	2	1	1	1	2
4956142731190080144	28	1	1	0	3	0	1	1	1	0	1
4956155249690042111	46	1	1	1	3	2	3	2	1	1	2
4956166210290078189	24	1	0	0	2	0	0	1	0	1	1
4956286898320131065	107	1	1	1	4	2	3	1	1	1	1
4956378524930130673	115	1	1	1	4	4	4	1	2	1	1
4956391637310069214	33	1	1	0	3	2	2	1	0	1	1
4956444637700125722	67	1	1	1	3	3	3	4	1	1	1
4957883020510080233	276	1	1	0	3	2	2	2	1	0	1
4957925890120125479	526	1	1	1	10	2	4	8	2	1	1
4957925920090125485	957	1	1	1	14	2	3	6	1	1	3
4958955326800113605	33	1	1	0	2	1	2	1	0	0	1
4967463099050039235	48	1	1	1	4	0	0	2	0	1	1
4967473740990125792	50	1	1	0	3	1	1	2	1	1	2
4967542704760102594	41	1	1	1	3	1	3	2	1	1	1
4967695136000069308	22	1	1	1	3	1	2	1	1	1	0
4968422205310029120	143	1	1	0	7	2	2	5	1	1	2
4972646463380042917	108	1	1	1	4	3	3	1	1	1	2
4972665113090039352	47	1	1	1	7	2	2	1	1	1	1
4972698589830125494	109	1	1	1	6	3	3	1	1	1	3
4972721791610052937	39	1	1	1	4	3	3	1	1	1	1
4972924798500042708	37	1	1	1	3	3	3	1	0	1	1
4972933094120103755	259	1	1	0	3	1	2	1	1	1	2
4972944684900103536	82	1	1	1	3	2	3	2	0	1	1
4972949480700115250	129	1	1	1	8	2	3	3	1	1	1
4972963565510029468	33	1	1	0	3	2	2	1	0	1	1
4973001485280125785	96	1	1	1	3	3	3	1	1	1	1
4973011274330029032	83	1	1	1	4	3	4	2	1	1	2
4973095124360103506	22	1	1	0	3	1	1	1	1	1	1
4973107094410039118	77	1	1	1	3	2	2	1	1	1	2
4973130827110042660	197	1	1	1	3	3	3	1	1	1	2
4974657752030131736	58	1	1	1	3	3	3	1	1	1	1
4991035988900127509	62	1	1	1	5	1	1	2	1	1	1
4992526501010127680	247	1	1	0	11	1	1	1	1	1	1
5002278209160044833	66	1	1	0	5	0	0	2	1	1	1
5002339295200083323	60	1	1	0	3	1	2	1	1	0	1
5002357788950031467	102	1	1	1	6	1	3	1	1	1	3
5002418500010102679	109	1	1	1	5	1	2	2	1	1	1
5002427030310102689	143	1	1	0	11	0	1	2	1	1	1
5002427492020021124	60	1	1	0	3	2	2	2	1	1	5
5002939941520048424	88	1	1	1	3	3	4	3	1	1	1
5004670726100034697	173	1	1	1	4	2	4	2	1	1	6
5005151048670058255	83	1	1	0	4	2	2	1	0	1	2
5010318635100119312	745	1	1	1	28	2	3	2	1	1	2
5019641459960138534	21	1	1	0	3	1	1	1	1	1	0
5020155500120110724	1406	1	1	1	186	0	3	6	1	1	1
5020177483010087236	1018	1	1	1	79	4	4	4	2	1	2
5020469289250100933	941	1	1	1	16	1	3	11	1	1	7
5020588832990036045	551	1	1	1	91	1	4	2	1	1	1
5027356653020040914	577	1	1	1	41	4	4	3	1	1	1
5028249596360123553	147	1	1	1	3	2	3	4	1	1	2
5028850249730050581	105	1	1	0	6	1	2	1	0	1	0
5053093620620112310	97	1	1	1	9	2	3	4	1	1	1
5059366907170102189	117	1	1	1	5	2	4	3	2	1	2
5068703666160126959	89	1	1	0	4	0	2	1	0	1	1
5070083164050115694	178	1	1	1	10	1	3	2	0	0	1
5070437819180114900	57	1	1	1	3	1	3	2	1	1	1
5090996261350044094	168	1	1	1	14	4	12	2	10	1	2
5096010198730109069	132	1	1	0	3	1	2	2	1	1	3
5100019662190032286	28	1	1	0	3	0	2	2	0	1	1
5100019747280032292	26	1	1	0	3	0	2	1	0	1	1
5101278036720043911	211	1	1	0	37	1	1	4	1	1	1
5101289224620044006	195	1	1	1	24	3	3	3	3	1	1
5101295410550070399	51	0	1	0	2	0	0	2	0	1	1
5102404071680114676	582	1	1	1	10	1	3	6	1	1	6
5104803485940063952	1377	1	1	1	21	2	3	4	1	1	7
5105724209600128719	60	1	1	0	5	0	2	1	1	1	2
5111879481690102566	724	1	1	1	29	3	3	2	1	1	1
5122422543700045468	25	1	1	0	3	0	2	1	0	1	1
5122454247380137565	48	1	1	0	3	0	2	1	1	1	2
5130352716880129212	46	1	1	0	3	0	1	4	1	1	0
5130530354530117640	49	1	1	0	3	0	0	3	0	1	1
5145210727590105956	294	1	1	1	5	3	3	2	1	1	1
5148193461360085043	40	1	0	0	4	1	1	2	1	1	1
5148204985920023854	91	1	1	1	11	2	3	1	0	1	1
5148216423670106329	156	1	1	1	21	3	3	1	1	1	2
5148963750620139132	32	1	1	0	3	0	0	1	0	1	1
5149390449440073504	100	1	1	0	3	1	2	2	1	1	3
5149390499450073510	43	1	1	1	4	3	3	1	0	1	1
5149418213010139402	66	1	1	1	4	3	3	1	1	1	1
5149418239810139408	58	1	1	1	3	2	3	1	1	1	1
5149454096190073787	36	1	1	1	4	3	3	2	1	1	1
5149480860930046871	65	1	1	1	6	4	4	1	2	1	1
5149532185220119259	117	1	1	0	9	2	2	3	1	1	1
5149560759790025299	56	1	1	0	3	2	2	2	1	1	1
5156110937780025265	206	1	1	1	3	3	3	3	1	1	1
5167035790980047641	72	1	1	0	6	0	0	2	0	1	0
5167068910330085815	41	1	1	0	6	0	2	1	0	1	1
5167106335910074581	535	1	1	1	45	3	3	2	1	1	0
5200503659990088346	130	1	1	0	3	1	2	1	1	1	0
5209159241210053586	220	1	1	0	34	2	2	3	1	1	1
5218673968020054433	107	1	1	0	13	1	2	2	1	0	1
5218782742890054384	354	1	1	1	63	1	3	2	1	1	1
5218811648840135507	205	1	1	1	7	1	3	1	1	1	2
5223481822560053952	69	1	1	1	4	0	3	2	1	1	2
5223535034660114377	53	1	1	1	3	0	3	2	1	1	1
5223557794550135310	50	1	1	0	3	0	1	1	0	1	1
5231695373890033957	475	1	1	1	12	3	11	2	9	0	10
5231729471730128390	161	1	1	1	10	1	9	3	6	0	2
5231968728610070481	187	1	1	1	3	3	3	2	1	0	2
5232212414880064431	1018	1	1	1	196	4	6	2	3	1	1
5232225520280117433	68	1	1	1	5	1	4	2	1	1	1
5232261967330102641	428	1	1	1	53	2	6	3	4	1	1
5233386757510064451	534	1	1	1	25	1	3	8	2	1	3
5234703185050136669	19	1	1	0	3	1	1	1	0	1	1
5234714015520028523	35	1	1	0	3	0	2	1	0	1	1
5234730292680079851	159	1	1	1	14	1	3	1	1	1	0
5234818062140033220	159	1	1	1	3	1	3	5	1	1	6
5235605714220070458	916	1	1	1	5	1	3	10	1	1	5
5251653855510129840	45	1	1	0	4	1	2	1	0	0	1
5251923620750083301	349	1	1	1	47	3	3	4	1	1	1
5253960299040036030	347	1	1	0	65	2	2	2	1	1	1
