our_geni	wd_qid	child_geni	child_qid	role
5620659842590034492	Q1402591	5620645208310020106	Q2608009	father
2186128	Q5976087	6000000013579625099	Q2609138	father
6000000003858695434	Q454810	4104372	Q260926	mother
6000000001504983398	Q26882167	6000000002980008791	Q26132944	father
6000000003524262535	Q2614790	6000000014058045405	Q2614784	father
6000000025612334908	Q26158716	6000000025610978146	Q26158718	father
6000000055775357255	Q18236212	6000000074737949228	Q26159659	father
6000000055770265889	Q18236194	6000000055769715279	Q26159687	father
6000000055770017038	Q76011773	6000000055769715279	Q26159687	mother
6000000074712880841	Q26159787	6000000074711869083	Q26159795	father
356601173070003496	Q3112191	6000000003087125859	Q2616032	mother
6000000023605262697	Q5359187;Q15923626	6000000075345413928	Q26185015	father
6000000057677324208	Q19855076	6000000075345719842	Q26185967	father
6000000052130449828	Q26186433	6000000075345731030	Q26186436	father
6000000003858725085	Q61725750	6000000003858572581	Q261871	father
6000000003858686681	Q61725751	6000000003858572581	Q261871	mother
6000000000424583790	Q687930	6000000000436328266	Q2618807	father
6000000005931327454	Q12252380	6000000000436328266	Q2618807	mother
6000000006727757713	Q40647	6000000006128279827	Q261901	father
6000000006727757725	Q432727	6000000006128279827	Q261901	mother
6000000001062958477	Q48547	4413577	Q261915	father
6000000001062969490	Q237717	4413577	Q261915	mother
6000000005912110182	Q472561	6000000002453715498	Q261934	father
6000000000966157341	Q54087509	6000000002453715498	Q261934	mother
6000000048523519546	Q26197864	6000000075345887127	Q26197866	father
6000000144662763031	Q56600496	6000000075368822831	Q26198077	father
6000000004009577896	Q109294383	6000000004009560717	Q26202	mother
6000000003232558589	Q62930202	6000000006119816324	Q262059	mother
6000000000128773458	Q358396	6000000000114257798	Q2620695	father
6000000000128853516	Q3807743	6000000000114257798	Q2620695	mother
6000000057600647371	Q26209530	6000000075344260875	Q26208883	father
6000000132502507829	Q16603598	6000000074705877058	Q26208975	mother
6000000057600647371	Q26209530	6000000075344012027	Q26209539	father
6000000004867293201	Q75255422	6000000004867293207	Q26211607	mother
6000000003827409207	Q2045409	6000000008912545310	Q26212294	father
6000000002188559091	Q2694010	6000000008912545310	Q26212294	mother
6000000002968662186	Q2995934	6000000006906614514	Q2621845	mother
6000000000865518088	Q641895	4103327	Q262204	father
6000000000922833009	Q5144468	4103327	Q262204	mother
356601173070003496	Q3112191	5234818062140033220	Q262305	mother
6000000014848876325	Q97775444	6000000000182121111	Q26235973	father
6000000014848913247	Q104550068	6000000000182121111	Q26235973	mother
6000000012802441490	Q259136	6000000000123057197	Q262363	mother
6000000007744368447	Q108492083	6000000011130645689	Q26239970	father
6000000007451927085	Q5754056	6000000018821607627	Q26240086	father
361889592490004752	Q2287599	6000000000672141254	Q2624015	father
6000000008866012988	Q61268398	6000000000672141254	Q2624015	mother
6000000017992836303	Q95197054	6000000013175270347	Q26240153	father
6000000017992836303	Q95197054	6000000012748059713	Q26240155	father
6000000007398940291	Q16650380	6000000006128124746	Q26240328	father
6000000084962417196	Q111369851	6000000006128124746	Q26240328	mother
6000000085054237031	Q5858504	6000000008666669219	Q26240503	father
6000000085054578876	Q109910913	6000000008666669219	Q26240503	mother
6000000000581186204	Q110457044	6000000006127108986	Q2624238	mother
6000000006869947230	Q317205	6000000006889735530	Q262428	father
6000000007023689697	Q101428256	6000000006889735530	Q262428	mother
6000000000337421442	Q2355684	6000000009573554456	Q2624328	father
6000000007151361260	Q105770022	6000000009573554456	Q2624328	mother
6000000015808639579	Q113883833	6000000015808886282	Q2624604	father
6000000015808648944	Q113883836	6000000015808886282	Q2624604	mother
6000000024196894058	Q110459604	6000000015327237651	Q26253783	father
6000000024196460543	Q87143737	6000000015327237651	Q26253783	mother
6000000021850655132	Q4723489	6000000015045510731	Q26259655	father
6000000021850614224	Q75951923	6000000015045510731	Q26259655	mother
6000000005597849712	Q157834	6000000007947420047	Q2627070	mother
6000000001504991307	Q110503940	6000000003827464857	Q26271863	mother
6000000008880345581	Q715191	6000000015100832514	Q2631018	father
6000000063637300903	Q31192298	381621170380013321	Q26327134	mother
6000000000582878990	Q1372322	6000000003051208075	Q2632965	father
6000000001062958477	Q48547	4413559	Q2633633	father
6000000001062969490	Q237717	4413559	Q2633633	mother
6000000017538450842	Q2973254	6000000017532877902	Q2633993	father
6000000003881721241	Q64231	5311616200170125363	Q263412	mother
6000000000351011289	Q361687	6000000001156548028	Q2634369	father
6000000000350970479	Q3784903	6000000003681553843	Q2635523	father
6000000006444391927	Q61927554	6000000003681553843	Q2635523	mother
6000000000187695664	Q533353	6000000005063557395	Q264017	father
6000000000533539177	Q224728	6000000005063557395	Q264017	mother
6000000003125122695	Q16649635	6000000001218533012	Q26405863	father
6000000001994779327	Q2487300	6000000002665402337	Q2641763	father
6000000011384852967	Q94938975	6000000011419733924	Q2643456	father
6000000011386486847	Q94775413	6000000011419733924	Q2643456	mother
6000000062327062081	Q991813	6000000015153436887	Q2644513	father
6000000015153559371	Q3802268	6000000015153436887	Q2644513	mother
6000000007272507672	Q5391281	6000000008100776194	Q26449053	father
6000000008416337526	Q55887731	6000000002300492653	Q2645589	mother
6000000024304432211	Q140264938	6000000024475720351	Q2646027	father
6000000028878914538	Q140264940	6000000024475720351	Q2646027	mother
6000000001857968477	Q166675	6000000004117624803	Q264644	father
6000000002632708244	Q61819	6000000004117624803	Q264644	mother
6000000001369760330	Q169319	6000000001368712384	Q264709	father
6000000001370024415	Q271799	6000000001368712384	Q264709	mother
6000000003828382719	Q12275936	6000000041282806339	Q26471	father
6000000015990554107	Q1284248	6000000041282806339	Q26471	mother
6000000008640413262	Q191455	6000000008630612925	Q264903	father
4264137824880038907	Q1188419	4264157822390053599	Q2651990	mother
6000000006790436253	Q271581	6000000006727753685	Q265243	mother
6000000006444493674	Q237501	6000000013334507592	Q265460	mother
6000000003827294571	Q2995122	6000000002304359012	Q265467	father
6000000003897534181	Q130638378	6000000002304359012	Q265467	mother
6000000222558054825	Q150320	6000000001500929223	Q2656351	father
6000000002576603716	Q174504	6000000001500929223	Q2656351	mother
6000000004957383653	Q2657771	6000000000436898288	Q2657811	father
6000000005049705321	Q75266693	6000000000436898288	Q2657811	mother
6000000001156994345	Q437974	6000000002238160738	Q265921	father
6000000001156994355	Q11993048	6000000002238160738	Q265921	mother
6000000020985906917	Q638646	6000000012601378833	Q2659844	father
6000000179697104858	Q638646	6000000012601378833	Q2659844	father
6000000015788616842	Q105817148	6000000171819839968	Q2661419	father
6000000015788456658	Q108432961	6000000171819839968	Q2661419	mother
6000000003796454425	Q76907	6000000009688464215	Q266160	father
6000000000796888623	Q76192753	6000000009688464215	Q266160	mother
6000000002677191512	Q4960775	6000000002712759294	Q266265	mother
6000000002137313247	Q109296412	6000000002136517050	Q2663137	mother
6000000017602641366	Q1106993	6000000017602477535	Q2663461	father
6000000024451923236	Q16367668	6000000017602477535	Q2663461	mother
3137997	Q130896	6000000010132173972	Q2664809	father
6000000004294649864	Q5527923	6000000010132173972	Q2664809	mother
6000000003743740755	Q51910337	6000000071415089961	Q2666161	father
6000000006964061151	Q96288237	6000000002290313687	Q266694	father
6000000007300905347	Q109480152	6000000007300800344	Q266728	father
6000000010922063674	Q2386336	6000000003773899334	Q266751	mother
6000000008538306614	Q69137	6000000001504235006	Q26697178	father
6000000000437081406	Q4269614	6000000003772993409	Q26701870	father
6000000000424707234	Q27974984	6000000003772993409	Q26701870	mother
6000000001639343750	Q3086353	6000000001639470032	Q26702	father
6000000006444267839	Q26710506	6000000006444082510	Q26709200	father
6000000006727830109	Q105906070	6000000003827755434	Q26711986	mother
6000000000119295074	Q381837	6000000004181888244	Q267295	father
6000000005930105664	Q254275	6000000004181888244	Q267295	mother
6000000006727778846	Q648201	6000000003232579985	Q267483	father
6000000006727790223	Q86766	6000000003232579985	Q267483	mother
6000000017017686859	Q2495979	6000000017018423132	Q2675363	father
6000000006127159768	Q110548138	6000000012267154526	Q2679563	mother
6000000047578307997	Q116468874	6000000006231768015	Q267985	father
6000000047578525833	Q116468876	6000000006231768015	Q267985	mother
4696016	Q1125417	6000000000628861661	Q268349	mother
6000000004058810675	Q18606660	6000000013322248592	Q26854045	father
6000000001588553706	Q3189791	6000000013322248592	Q26854045	mother
6000000009553988849	Q1634646	6000000003219694267	Q2685455	father
6000000003219694303	Q23661778	6000000003219694267	Q2685455	mother
6000000003827470062	Q75247863	6000000008684393074	Q26868798	mother
6000000014513115189	Q25484366	6000000012137940258	Q26868983	father
6000000014126068520	Q116005958	6000000007611106741	Q2687335	father
6000000004533196731	Q75242593	6000000016453665038	Q26878057	mother
6000000001504983398	Q26882167	6000000006727785228	Q26878166	father
6000000006727757354	Q24522281	6000000015520147762	Q26878187	father
6000000006727757361	Q96368993	6000000015520147762	Q26878187	mother
6000000003827438452	Q1460986	6000000006727770704	Q26882157	father
6000000006727770689	Q26480746	6000000006727770704	Q26882157	mother
6000000004533196731	Q75242593	6000000006727944904	Q26882451	mother
6000000002936013389	Q110304331	6000000001504846036	Q2688918	father
6000000001504844989	Q110304335	6000000001504846036	Q2688918	mother
6000000003481830010	Q951693	6000000003481830004	Q2690153	father
6000000003481830016	Q6172237	6000000003481830004	Q2690153	mother
6000000014162368334	Q109012136	6000000014162425634	Q2690559	mother
6000000024161876529	Q66316940	6000000025022974646	Q2694124	mother
6000000023299594160	Q438469	6000000009503269198	Q26965894	mother
6000000002240804441	Q437562	6000000003243441459	Q269904	mother
6000000003827363750	Q237263	6000000002240794985	Q269932	mother
6000000003041005869	Q1897013	6000000005946324308	Q269950	father
6000000006101234761	Q204760	6000000006820844039	Q269964	father
6000000010408244623	Q42620384	6000000081288068883	Q26997672	mother
6000000000742788611	Q167401	6000000003858708077	Q270234	mother
6000000002919968780	Q234052	6000000002188424395	Q270516	mother
5473900875460120094	Q242395	6000000002512272519	Q270541	mother
6000000000796850241	Q75249624	6000000011432270767	Q2705658	mother
6000000003828110354	Q2705969	6000000001412933678	Q2705844	father
6000000003828302153	Q124424132	6000000001412933678	Q2705844	mother
6000000008517951667	Q116474581	6000000008518113379	Q270585	father
6000000013218637832	Q3027419	6000000002444370499	Q2706087	father
6000000013215504163	Q5784535	6000000002444370499	Q2706087	mother
6000000007385258726	Q111989409	6000000003122354745	Q2706151	mother
6000000000172354467	Q3340334	6000000003827661844	Q2706648	father
6000000003827661851	Q100380133	6000000003827661844	Q2706648	mother
6000000014206530604	Q55903921	6000000016323783309	Q27073954	mother
6000000219816595827	Q116004934	6000000003827535434	Q27092993	father
6000000002919968780	Q234052	4290940757320037066	Q2709348	mother
4947248545210089938	Q2183430	6000000003827464432	Q2709490	mother
6000000015663876167	Q27092827	6000000015664017108	Q27103109	father
6000000009134992437	Q1608381	6000000024431403155	Q2711048	father
6000000009134992437	Q3934679	6000000024431403155	Q2711048	mother
6000000003274238035	Q16185822	6000000000406543166	Q271434	father
6000000013460326307	Q3731296	367972467880002240	Q271506	mother
6000000226378853864	Q131732244	6000000006079286768	Q271527	mother
6000000012739894230	Q3180353	6000000003122453687	Q271563	father
6000000000424667200	Q9091995	6000000003122453687	Q271563	mother
4256705952020039745	Q23771111	4256582132540040354	Q271571	mother
6000000001500947385	Q545424	6000000001500928519	Q271713	father
6000000002187855362	Q921825	6000000001500928519	Q271713	mother
6000000000424953543	Q7966501	6000000005598859830	Q271821	father
6000000001744991499	Q72795323	6000000005598859830	Q271821	mother
6000000001062958477	Q48547	6000000003493098501	Q271831	father
6000000001062969490	Q237717	6000000003493098501	Q271831	mother
6000000008599406341	Q94579793	6000000028869212486	Q271833	mother
6000000003515792476	Q10566297	6000000003658661997	Q27189441	father
6000000003858771852	Q1641845	6000000006444597314	Q271914	mother
6000000000307247672	Q196022	4031018836520031122	Q271927	mother
6000000002181368497	Q2721001	6000000013331596630	Q2720676	mother
6000000005956039079	Q2296250	6000000005517038003	Q272233	mother
6000000003827167442	Q29424572	6000000003827765658	Q27230320	father
6000000003495280408	Q75292162	6000000003827765658	Q27230320	mother
6000000003827043273	Q96074775	6000000003826814612	Q272326	mother
6000000003858746204	Q241653	6000000001500929388	Q272413	mother
6000000003025207487	Q2327777	6000000002998015969	Q2724873	father
6000000003025266324	Q5437875	6000000002998015969	Q2724873	mother
6000000002043192241	Q2944246	6000000002043263223	Q272498	father
6000000001500832294	Q258042	6000000004359503183	Q272511	mother
6000000007158512933	Q513793	6000000002187821018	Q272620	father
6000000076545243977	Q61268586	6000000002187821018	Q272620	mother
6000000005598888561	Q51089	6000000002188005710	Q2726556	mother
6000000006797137732	Q447766	6000000003934435346	Q272682	mother
6000000000743955206	Q241923	6000000001273909665	Q272864	mother
6000000005598888561	Q51089	6000000006727867636	Q273018	mother
6000000001846085083	Q3050520	6000000016680602856	Q273111	mother
6000000001821187530	Q250731	6000000003828361119	Q2731801	father
6000000002240801938	Q19663453	6000000003828361119	Q2731801	mother
6000000003051245269	Q3173713	4927821238910067084	Q273181	mother
6000000002176345049	Q1692522	6000000000523566628	Q273307	father
6000000005395259852	Q75387966	6000000000523566628	Q273307	mother
6000000006797471148	Q3176206	6000000006727785502	Q2733658	mother
6000000003232558589	Q62930202	6000000006727947903	Q2739178	mother
6000000015601498450	Q1982943	6000000015594500161	Q2739249	father
6000000006727855040	Q225524	6000000002407042538	Q274025	father
6000000006727778910	Q526020	6000000002407042538	Q274025	mother
6000000002713892743	Q5641037	6000000003276264044	Q2740828	mother
6000000008496940926	Q116471696	6000000008507474013	Q2742678	mother
6000000010534344649	Q138808071	6000000010534171734	Q2743673	mother
6000000004853562683	Q2838427	6000000012664598283	Q2744236	father
6000000025225031278	Q108015914	6000000012664598283	Q2744236	mother
6000000007151556104	Q110582534	6000000003649751740	Q2745179	father
6000000000343934010	Q110582535	6000000003649751740	Q2745179	mother
5508648457330119210	Q30728996	4635537774070073496	Q2745448	mother
6000000063819544901	Q16536947	5294796839380123988	Q274568	father
6000000002187656126	Q76299054	6000000003346787945	Q2746904	father
384070862300011689	Q76298658	6000000003346787945	Q2746904	mother
6000000007248003183	Q15733663	6000000004459670018	Q274886	father
6000000004454415017	Q101014955	6000000004459670018	Q274886	mother
6000000064680550975	Q2995934	6000000002187826932	Q275106	mother
6000000003897531120	Q697204	6000000002187834676	Q275408	father
298732052860003667	Q261237	6000000002187834676	Q275408	mother
6000000029019829595	Q3862249	6000000029019749348	Q2755054	father
6000000005685375027	Q61896058	6000000001745092962	Q275660	mother
6000000006131047120	Q2161868	4957925920090125485	Q275998	father
6000000008575928428	Q16275094	4957925920090125485	Q275998	mother
6000000000905014194	Q3175646	6000000000770001473	Q276010	father
6000000012645747603	Q63808298	6000000012645281432	Q276035	father
6000000006993834140	Q27644203	6000000009152253361	Q27653563	father
6000000012419145960	Q94775210	6000000009152253361	Q27653563	mother
6000000007225775783	Q4821080	6000000007293692730	Q277140	mother
6000000049955346864	Q672741	6000000049955060056	Q277171	father
6000000049955240924	Q7004830	6000000049955060056	Q277171	mother
6000000003472358740	Q3439756	6000000003466405795	Q277577	father
6000000001744889453	Q2249854	6000000000134496318	Q277612	father
6000000002240753260	Q75241514	6000000000134496318	Q277612	mother
6000000013832542863	Q115958695	6000000013832478940	Q2778750	mother
6000000003827363002	Q160101	6000000003827363017	Q2779130	father
6000000003827359995	Q462848	6000000003827363017	Q2779130	mother
6000000081748160854	Q137659701	6000000081748467894	Q27808155	father
6000000007361365363	Q1394015	6000000007361285243	Q27822040	father
4250306164680049781	Q16271474	6000000008341633511	Q27835190	father
6000000017065226819	Q76018198	6000000008341633511	Q27835190	mother
6000000006127651336	Q130684265	6000000009366671365	Q27863581	father
6000000006127651347	Q130684369	6000000009366671365	Q27863581	mother
6000000014157008271	Q122362340	6000000018953007831	Q27863654	father
6000000018953357012	Q122362350	6000000018953007831	Q27863654	mother
6000000008435428322	Q76366630	6000000007661921326	Q27867978	mother
6000000006444130777	Q76345437	6000000016438890863	Q27890982	mother
6000000001504741564	Q117035927	6000000006098964798	Q27891006	mother
6000000006444240164	Q7351399	6000000006444385814	Q27891061	father
6000000003827335971	Q61971454	6000000006444385814	Q27891061	mother
6000000006444139383	Q5339945	6000000006444180240	Q27891062	father
6000000006444180968	Q75420587	6000000006444180240	Q27891062	mother
6000000126455075874	Q100104196	6000000069635619951	Q2791172	father
6000000000151813693	Q26221371	6000000000151698873	Q27956858	mother
6000000023724565705	Q49699	6000000074733058855	Q279707	father
5423269005420118556	Q571471	6000000006127668543	Q2797080	father
6000000003827424296	Q5971049	6000000006127668543	Q2797080	mother
6000000002315826000	Q1916706	6000000001594086076	Q279770	mother
6000000015194870564	Q3659491	6000000016420499945	Q27999105	father
6000000016420544705	Q108935744	6000000016420499945	Q27999105	mother
6000000001745028784	Q1060010	6000000001412952494	Q280016	father
6000000000337439500	Q5460884	6000000001412952494	Q280016	mother
6000000003858776479	Q21503271	6000000001504974955	Q28006966	mother
6000000003827153521	Q28056792	6000000003827470242	Q28038874	father
6000000016813007365	Q110616454	6000000003827470242	Q28038874	mother
6000000021579326948	Q50826018	6000000021579081612	Q28039439	father
6000000021578979622	Q140042199	6000000021579081612	Q28039439	mother
6000000001782217264	Q105803073	6000000000115741683	Q28043535	father
6000000001783523550	Q105803075	6000000000115741683	Q28043535	mother
6000000001849269016	Q126281514	6000000007960959152	Q28048947	mother
6000000000410600770	Q6025581	6000000000410540855	Q28048950	father
6000000000410635833	Q110303480	6000000000410540855	Q28048950	mother
6000000007037161255	Q18517273	6000000006160833234	Q28052622	mother
6000000059709803117	Q28058784	6000000059710304900	Q28058565	father
6000000003827527176	Q31191214	6000000006727770094	Q28058830	father
6000000006727770069	Q15906189	6000000006727770094	Q28058830	mother
6000000006727853720	Q31191703	6000000009968129124	Q28058834	mother
6000000001744898533	Q323896	6000000001744902183	Q281245	father
6000000006727873891	Q1618396	6000000001744902183	Q281245	mother
6000000007151944038	Q25172124	6000000005016686756	Q28146078	father
6000000007151199993	Q76183957	6000000005016686756	Q28146078	mother
6000000018712940343	Q19792321	6000000018713708084	Q28188134	father
6000000022219353691	Q2958227	6000000081525358497	Q2828011	father
6000000020144139142	Q3934680	6000000015147392115	Q2830868	mother
6000000009504533644	Q1616509	6000000084567192052	Q2832833	father
6000000010463529059	Q319439	6000000000728299766	Q283312	father
6000000012644894805	Q3051932	6000000012644990971	Q2833506	mother
6000000012918633186	Q61971022	6000000006444054856	Q2833909	mother
6000000017726475950	Q110589546	6000000021083610786	Q2835208	father
6000000017726932564	Q110589553	6000000021083610786	Q2835208	mother
6000000001369760330	Q169319	6000000003446421866	Q283548	father
6000000001370024415	Q271799	6000000003446421866	Q283548	mother
6000000000114627350	Q342520	4876709487680081308	Q283561	father
6000000000114653280	Q2190643	4876709487680081308	Q283561	mother
6000000024418730256	Q18923375	6000000024428980034	Q28356577	father
6000000003417416241	Q13437005	6000000003417416223	Q2840239	father
6000000009144010507	Q13437005	6000000003417416223	Q2840239	father
4860673239570066980	Q122610	376470570180012891	Q2840790	father
6000000003949863728	Q511542	6000000001612365083	Q2841402	father
6000000000437135640	Q6078295	6000000001612365083	Q2841402	mother
6000000075061502982	Q45420203	6000000074745798712	Q28414491	father
6000000075344919904	Q45419594;Q45471926	6000000075344909912	Q28414582	father
6000000055762501602	Q24833825	6000000052128277868	Q28416194	father
6000000075403282885	Q45602585	6000000143819757877	Q28418198	father
6000000012931033927	Q3750568	6000000008662711798	Q2841955	father
6000000012931391368	Q76220507	6000000008662711798	Q2841955	mother
6000000081552824235	Q17149471	6000000003122417196	Q2842351	mother
6000000004058810675	Q18606660	6000000006727873371	Q2842845	father
6000000001588553706	Q3189791	6000000006727873371	Q2842845	mother
6000000011536589369	Q2851071	6000000011536127870	Q2845614	father
6000000011537266669	Q44436070	6000000011536127870	Q2845614	mother
6000000000769560303	Q455016	6000000000768959047	Q28468	mother
6000000019980561050	Q19727829	6000000018498702024	Q284745	father
6000000006232138170	Q136145041	6000000003004934989	Q2848798	father
6000000003004976755	Q136145042	6000000003004934989	Q2848798	mother
6000000003580928225	Q269239	6000000006444422097	Q28495	mother
6000000006444746067	Q729206	6000000001036763081	Q2851330	father
6000000000196880703	Q735117	6000000001036763081	Q2851330	mother
6000000019260211590	Q108942772	6000000019260090957	Q2851331	father
6000000019260548322	Q108942773	6000000019260090957	Q2851331	mother
6000000003369294709	Q3120397	6000000008155003397	Q2851363	father
6000000008154848800	Q61736314	6000000008155003397	Q2851363	mother
6000000022191799661	Q116005930	6000000017588969703	Q2851371	mother
6000000006900553987	Q123700858;Q654576	6000000001336803104	Q285148	mother
6000000022361800781	Q4396874	6000000015384361263	Q2853981	father
6000000014127541455	Q2959992	6000000005924910281	Q2854115	father
6000000004122511040	Q116058313	6000000005924910281	Q2854115	mother
6000000001872992425	Q251943	6000000001872896516	Q285435	father
6000000008538116147	Q3086636	6000000001872896516	Q285435	mother
4953924217750131248	Q715486	4953926232780130809	Q285508	father
6000000003076238678	Q435990	4953926232780130809	Q285508	mother
6000000008090500533	Q3157823	6000000008090384772	Q2856863	mother
6000000015171109047	Q108433418	6000000113762221950	Q2857225	mother
6000000015775611713	Q105817147	6000000171822328863	Q2857353	father
6000000178738978834	Q105817154	6000000171822328863	Q2857353	mother
6000000000234806650	Q2283178	6000000007014054306	Q2860749	father
5029010246940051089	Q75558721	6000000007014054306	Q2860749	mother
6000000020444607898	Q138349198	6000000009874130110	Q2861293	mother
6000000029598650119	Q113702381	6000000018672460661	Q2861866	mother
6000000017588798607	Q2825093	6000000017589067623	Q2862007	father
6000000017589006553	Q20195595	6000000017589067623	Q2862007	mother
6000000012946485699	Q75360235	6000000012948774096	Q2863246	father
6000000053238175821	Q6059553	6000000053242254824	Q28650149	father
6000000014919857201	Q102404357	6000000002373199937	Q2865121	father
6000000011160254307	Q102404436	6000000002373199937	Q2865121	mother
6000000091348541970	Q136027747	6000000091348542032	Q2865367	mother
6000000073364501977	Q61989888	6000000073364010218	Q286599	father
6000000013196348988	Q28665383	6000000040998295173	Q28664644	father
6000000003828671281	Q99304142	6000000011042139567	Q28665954	mother
6000000008863211195	Q110155022	6000000008863616382	Q28669776	father
6000000002188409398	Q89913492	6000000008863616382	Q28669776	mother
6000000079374511913	Q104538182;Q517	6000000003005136400	Q286802	father
6000000003005119116	Q5493475	6000000003005136400	Q286802	mother
6000000008018997063	Q355327	6000000008019216356	Q287081	father
6000000013255932944	Q4979787	6000000006127484084	Q2870961	mother
6000000023299594160	Q438469	6000000035032058090	Q28718414	mother
6000000015736187885	Q46992743	6000000008610955291	Q28722548	father
6000000015515903210	Q110363337	6000000008610955291	Q28722548	mother
6000000029055980896	Q61140353	6000000003827521496	Q28746222	father
6000000002188559148	Q54810522	6000000003827521496	Q28746222	mother
6000000002106275821	Q9026788	6000000004548717765	Q2874964	mother
6000000000770078169	Q362728	6000000012743369722	Q287503	father
6000000004533765962	Q98106	6000000012743369722	Q287503	mother
5441313740220126371	Q769720	6000000001651502714	Q287511	mother
6000000001526952099	Q514046	6000000001526567662	Q287581	father
6000000003858786767	Q61871317	6000000001526567662	Q287581	mother
6000000011702844258	Q120799048	6000000004835005844	Q28759702	mother
6000000003622777758	Q13577437	6000000007741960568	Q2876063	father
6000000012546787252	Q47477940	6000000007741960568	Q2876063	mother
6000000000675541182	Q6526659	6000000000138705143	Q28779	mother
6000000008024385273	Q321411	6000000008024376364	Q2879190	father
6000000035615279369	Q2036006	6000000035615578133	Q2879201	father
6000000035615696866	Q48756922	6000000035615578133	Q2879201	mother
6000000055689217861	Q29982649	6000000055689377007	Q28836888	father
6000000055689075927	Q29982650	6000000055689377007	Q28836888	mother
6000000001545757653	Q6071649	6000000001546382011	Q28840152	father
6000000001545773046	Q4974772	6000000001546382011	Q28840152	mother
6000000007980285778	Q111416242	6000000004885804966	Q28840241	father
6000000006604709050	Q16162561	6000000038246631826	Q28858639	mother
6000000003569012547	Q4232958	6000000003523584776	Q28865327	father
6000000003244814327	Q28967648	6000000003244743384	Q28871354	father
6000000001576712851	Q12507522	6000000002842343845	Q28899	mother
6000000007016668173	Q3848149	6000000015518696088	Q2890882	father
6000000008559256483	Q116004659	6000000015518696088	Q2890882	mother
6000000003858585633	Q2464997	6000000003858585185	Q289285	mother
6000000031007638010	Q136030907	6000000082529650440	Q28933444	mother
5308513564910076625	Q136289557	6000000005436379164	Q28937483	mother
5002422000440063513	Q99304147	6000000001588444082	Q2898087	father
6000000003828371681	Q99304149	6000000001588444082	Q2898087	mother
6000000021393346094	Q21280070	6000000056598051022	Q2899749	mother
290459821900001444	Q3431489	6000000005913162130	Q2899786	father
290460696890002594	Q3104400	6000000005913162130	Q2899786	mother
6000000003858720692	Q80992	6000000023058346730	Q2900825	mother
6000000004147730221	Q110304096	6000000004147710424	Q290255	mother
6000000012674358373	Q75353209	6000000012674187933	Q290287	mother
6000000003827359526	Q2439614	6000000023530173949	Q29033222	mother
6000000027540034019	Q2909883	6000000022259848096	Q2909878	father
6000000014124591958	Q6968256	6000000022259848096	Q2909878	mother
6000000002254858143	Q822475	6000000000656886819	Q291372	father
6000000003827606109	Q100326612	6000000000656886819	Q291372	mother
6000000018837253935	Q110110525	6000000018837780287	Q2914167	mother
6000000002739594906	Q2591875	6000000011738471764	Q2914619	father
6000000019579055097	Q19546187	6000000011738471764	Q2914619	mother
6000000007951073336	Q2180153	6000000031546901444	Q2914978	father
6000000013545353703	Q3519482	6000000031546901444	Q2914978	mother
6000000000154060862	Q548051	6000000000196940005	Q29152	father
6000000005931058360	Q2359709	6000000000196940005	Q29152	mother
6000000001892439063	Q3121504	6000000012807329106	Q2915948	father
6000000001842580141	Q102862065	6000000012807329106	Q2915948	mother
6000000004533156312	Q700599	6000000000765100226	Q291762	father
6000000002043263103	Q470283	6000000000765100226	Q291762	mother
6000000006597096263	Q76263081	6000000006597112520	Q2917876	mother
6000000000109963810	Q2156930	4703817009760067257	Q2917985	father
6000000000109930732	Q75403076	4703817009760067257	Q2917985	mother
6000000010408244623	Q42620384	6000000081288071867	Q2920275	mother
6000000003827587729	Q2028582	6000000022823881906	Q2921338	father
6000000004533643315	Q55390938	6000000022823881906	Q2921338	mother
6000000003122340696	Q269783	6000000006444746101	Q292205	mother
6000000025330422571	Q138473848	6000000025330932094	Q29252451	father
6000000003827455154	Q969770	6000000006727858360	Q292855	father
6000000008482928423	Q1703683	6000000001745085974	Q2929497	mother
6000000001412885635	Q4768921	6000000001455792905	Q2929521	mother
6000000002106275821	Q9026788	6000000091215358101	Q2929984	mother
6000000002374473351	Q98697968	4921285889400035515	Q29324	mother
6000000008232030152	Q19976089	6000000010752448585	Q29342022	father
4722083112690060786	Q108433487	4722071183680079912	Q2935138	father
6000000002713859419	Q492106	6000000002188193498	Q293599	mother
6000000006127682283	Q22812753	6000000017210613359	Q29360029	mother
6000000004305244134	Q78238	6000000056313144021	Q29363798	mother
6000000006727810675	Q73338	6000000006727849189	Q29381158	father
6000000006727858580	Q29381152	6000000006727849189	Q29381158	mother
6000000016648152369	Q62075393	6000000016648061143	Q2938949	father
6000000016647986464	Q62075421	6000000016648061143	Q2938949	mother
6000000003827470843	Q110603860	6000000003827484116	Q29400976	mother
6000000023210268955	Q25357320	6000000023982388521	Q29401026	father
6000000018030385640	Q55953822	6000000023982388521	Q29401026	mother
6000000003243079601	Q948032	6000000002135022680	Q294192	father
6000000000743335131	Q52557265	6000000002135022680	Q294192	mother
6000000003858827587	Q719814	6000000014948866067	Q2942133	father
6000000001500828980	Q6660865	6000000014948866067	Q2942133	mother
6000000003827542070	Q24921238	6000000002187876077	Q29424565	father
6000000003827542058	Q110562391	6000000002187876077	Q29424565	mother
6000000003827542082	Q29424576	6000000148749101044	Q29424584	father
6000000003827924513	Q110562437	6000000148749101044	Q29424584	mother
6000000068014279866	Q86919333	6000000068014689821	Q2943252	father
